"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.clube.id.full.name","CA","FC","FD","FF","FS","G","I","PE","RB","A","DD","GS","SG","CV","FT","GC","PP","DP"
"275","Antônio Carlos Cunha Capocasali Júnior","antonio-carlos","Antônio Carlos ","https://s.glbimg.com/es/sde/f/2017/04/18/5b3fcb4c6c1625d8e38d933619f9e42a_FORMATO.png",79702,16,"PAL","zag","Provável",5.7,8.58,0.81,2.88,"Palmeiras",4,13,3,3,5,1,1,17,10,NA,NA,NA,4,NA,2,NA,NA,NA
"276","Fabiano Leissmann","fabiano","Fabiano","https://s.glbimg.com/es/sde/f/2018/03/21/80a060ad2737a4abce46a048d853c93e_FORMATO.png",79887,16,"INT","lat","Provável",10.1,9.42,1.55,3.97,"Internacional",2,6,NA,3,1,NA,NA,24,12,1,NA,NA,4,NA,NA,NA,NA,NA
"277","João Paulo Mior","joao-paulo","João Paulo","https://s.glbimg.com/es/sde/f/2017/04/17/6b2d599609eccc7671f1c4a23739c2d7_FORMATO.png",72168,16,"BOT","mei","Contundido",0,10,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"278","Luiz Otávio Anacleto Leandro","luiz-otavio","Luiz Otávio","https://s.glbimg.com/es/sde/f/2018/05/25/415ca8e21d5dcca6c767a0485b2765a3_FORMATO.png",72359,16,"CEA","zag","Contundido",7,8.34,0.57,3.21,"Ceará",4,8,NA,2,7,NA,NA,14,24,NA,NA,NA,4,NA,NA,NA,NA,NA
"279","Jailson Marcelino dos Santos","jailson","Jailson","https://s.glbimg.com/es/sde/f/2017/04/18/63a42550ea5f70d0bbc92287dd6ac259_FORMATO.png",72290,16,"PAL","gol","Nulo",0,13.51,0,4.75,"Palmeiras",1,NA,NA,NA,NA,NA,NA,9,NA,NA,23,11,3,1,NA,NA,NA,NA
"280","Éverson Felipe Marques Pires","everson","Éverson","https://s.glbimg.com/es/sde/f/2018/02/28/6f67a80ba6e92a9f10be76328ba32f5c_FORMATO.png",72294,16,"CEA","gol","Provável",8.2,10.7,0.68,4.45,"Ceará",1,1,NA,NA,4,NA,NA,6,NA,NA,29,19,4,NA,NA,NA,NA,NA
"281","Lucas Fonseca da Silva","lucas-fonseca","Lucas Fonseca","https://s.glbimg.com/es/sde/f/2018/03/21/5c1c52f3afc41a4404dd7b1c888f2124_FORMATO.png",80189,16,"BAH","zag","Provável",0,6.75,0,2.67,"Bahia",3,10,2,3,16,NA,NA,27,12,NA,NA,NA,4,NA,1,NA,NA,NA
"282","Brenner Marlos Varanda de Oliveira","brenner","Brenner","https://s.glbimg.com/es/sde/f/2018/05/17/76f9aa43f58c549a5956db25ad0804f3_FORMATO.png",80080,16,"BOT","ata","Nulo",-2,4.76,-0.68,2.09,"Botafogo",1,6,3,4,14,1,2,7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"283","Matheus Mancini","matheus-mancini","Matheus Mancini","https://s.glbimg.com/es/sde/f/2018/05/07/6f7e5971bc24d9767f330971e875d599_FORMATO.png",80124,16,"ATL","zag","Nulo",0,3,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"284","Nadson da Silva Almeida","nadson","Nadson","https://s.glbimg.com/es/sde/f/2018/07/13/57fe46961f3ba57ecb2e3e6368babd92_FORMATO.png",80140,16,"PAR","mei","Dúvida",0,2.19,0,1.4,"Paraná",1,5,3,1,12,NA,1,20,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"285","Odair Souza ","nenen","Nenén","https://s.glbimg.com/es/sde/f/2018/05/24/42f440f0883376df8bb747b658bbc47d_FORMATO.png",79892,16,"CHA","mei","Nulo",0,2.08,0,0.1,"Chapecoense",NA,1,NA,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"286","Jadson Alves dos Santos","jadson","Jadson","https://s.glbimg.com/es/sde/f/2018/01/21/0c060ebb8aea4462398eb955f393f2b5_FORMATO.png",80129,16,"FLU","mei","Provável",3.5,8.52,0.53,2.48,"Fluminense",3,22,4,6,24,NA,1,46,28,1,NA,NA,NA,NA,NA,NA,NA,NA
"287","Rodrigo Oliveira Lindoso","rodrigo-lindoso","Rodrigo Lindoso","https://s.glbimg.com/es/sde/f/2018/05/17/3988b3a7c7218ab5a3b8b242ad6f1b46_FORMATO.png",72362,16,"BOT","mei","Provável",0,8.83,0,3.9,"Botafogo",3,19,4,10,23,3,2,34,18,2,NA,NA,NA,NA,NA,NA,NA,NA
"288","Marcos Junio Lima dos Santos","marcos-junior","Marcos Junior","https://s.glbimg.com/es/sde/f/2018/01/21/9e2b3f7cad84245a7922f06c4731bcc0_FORMATO.png",80188,16,"FLU","ata","Dúvida",0,6.46,0,3.67,"Fluminense",NA,8,3,4,17,2,6,15,7,2,NA,NA,NA,NA,NA,NA,NA,NA
"289","Luiz Carlos Cirne Lima de Lorenzi","lisca","Lisca","https://s.glbimg.com/es/sde/f/2018/06/05/28dffdf0f5fa7f305e52bcd7ee449f9a_FORMATO.png",72588,16,"CEA","tec","Provável",5.72,7.29,0.63,4.07,"Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"290","Hernane Vidal Souza","hernane","Hernane","https://s.glbimg.com/es/sde/f/2018/05/18/f5e286630b93e3cd7c5dbe4b2f42d48a_FORMATO.png",72386,16,"GRE","ata","Provável",2.7,4.32,-0.68,2.7,"Grêmio",1,2,NA,NA,2,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"291","Thiago Rodrigues de Oliveira Nogueira","thiago-rodrigues","Thiago Rodrigues","https://s.glbimg.com/es/sde/f/2018/03/21/d825409cc03f8e81e67ec76372f1b206_FORMATO.png",73414,16,"PAR","gol","Dúvida",2.4,7.57,0.88,5.23,"Paraná",NA,1,NA,NA,1,NA,NA,5,NA,NA,18,11,4,NA,NA,NA,NA,1
"292","Renê dos Santos Júnior","rene-junior","Renê Júnior","https://s.glbimg.com/es/sde/f/2018/03/20/8b306efa7463aa34e658516c465f664e_FORMATO.png",73281,16,"COR","mei","Contundido",0,5.85,0,2.6,"Corinthians",NA,12,NA,2,5,NA,NA,4,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"293","Matheus Simonete Bressanelli","bressan","Bressan","https://s.glbimg.com/es/sde/f/2018/05/18/89ef7379a0826a62657cb5948a315081_FORMATO.png",72491,16,"GRE","zag","Contundido",0.5,9.54,-0.74,5.24,"Grêmio",1,17,NA,2,7,1,NA,16,17,NA,NA,NA,9,NA,NA,NA,NA,NA
"294","Luis Carlos Dallastella","luis-carlos","Luis Carlos","https://s.glbimg.com/es/sde/f/2018/03/21/327d9a5891939cc8940a99c68e11c26b_FORMATO.png",73413,16,"PAR","gol","Nulo",0,0.7,0,-4,"Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
"295","Cléber Janderson Pereira Reis","cleber-reis","Cléber Reis","https://s.glbimg.com/es/sde/f/2018/04/24/69768a9bda3441e7a742ff9d70ba8d95_FORMATO.png",72376,16,"PAR","zag","Contundido",5.1,6.8,0.23,4.86,"Paraná",1,4,1,3,6,NA,2,11,17,NA,NA,NA,3,NA,NA,NA,NA,NA
"296","Gabriel Santana Pinto","gabriel","Gabriel","https://s.glbimg.com/es/sde/f/2018/05/24/ba83d05d6577dcd62dcb5af3bb7ca5e1_FORMATO.png",73515,16,"SPO","mei","Provável",1.7,6.07,-0.29,2.95,"Sport",1,10,5,7,23,2,2,28,11,1,NA,NA,NA,NA,NA,NA,NA,NA
"297","Samuel Xavier Brito","samuel-xavier","Samuel Xavier","https://s.glbimg.com/es/sde/f/2018/05/17/fd0c8a84c1faea5160f04ad242f45e3e_FORMATO.png",73384,16,"CEA","lat","Suspenso",3.2,4.03,0.59,1.5,"Ceará",3,13,NA,1,14,NA,1,16,5,1,NA,NA,1,NA,1,NA,NA,NA
"298","Felipe Alves Raymundo","felipe-alves","Felipe Alves","https://s.glbimg.com/es/sde/f/2018/03/01/a4001473c0c581b61769bb3db00efcaa_FORMATO.png",72372,16,"ATL","gol","Nulo",4.4,1.8,1.02,0.55,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,3,NA,NA,1,3,1,NA,NA,NA,NA,NA
"299","Matheus Caldeira Vidotto de Oliveira","matheus-vidotto","Matheus Vidotto","https://s.glbimg.com/es/sde/f/2017/04/23/0469f80ea84703c3178371ab0fa1dd2f_FORMATO.png",80286,16,"COR","gol","Nulo",0,2,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"300","Francisco Edson Moreira da Silva","edinho","Edinho","https://s.glbimg.com/es/sde/f/2018/07/11/59b9a2e2576d1e0ad1c80d50c7478422_FORMATO.png",80193,16,"ATL","ata","Contundido",0,3.36,0,2.3,"Atlético-MG",NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"301","Glaybson Yago Souza Lisboa","yago-pikachu","Yago Pikachu","https://s.glbimg.com/es/sde/f/2018/04/09/abd9b0f5946442941bcc7ff393a5eee9_FORMATO.png",80196,16,"VAS","lat","Provável",14.8,19.21,1.08,8.69,"Vasco",1,5,17,11,48,6,6,32,13,1,NA,NA,2,NA,1,NA,NA,NA
"302","Francisco Hércules de Araújo","pio","Pio","https://s.glbimg.com/es/sde/f/2018/05/25/34192056adab9a75057cb15464001838_FORMATO.png",73466,16,"CEA","mei","Nulo",0,7.37,0,4.18,"Ceará",2,14,8,9,11,1,1,26,15,1,NA,NA,NA,NA,NA,1,NA,NA
"303","Bruno Fabiano Alves","bruno-alves","Bruno Alves","https://s.glbimg.com/es/sde/f/2017/08/23/21ca677e7d6a57d1dfb2b66e74d782f4_FORMATO.png",73620,16,"SAO","zag","Provável",11.6,11.51,1.21,4.49,"São Paulo",3,12,NA,NA,4,1,3,12,16,NA,NA,NA,5,NA,1,NA,NA,NA
"304","Leonardo Renan Simões de Lacerda","leo","Léo","https://s.glbimg.com/es/sde/f/2018/05/18/07a11eb9e0ab294a13fe3b76d7e9393b_FORMATO.png",50459,16,"CRU","zag","Provável",1.5,8.29,-0.03,3.57,"Cruzeiro",NA,11,1,5,4,NA,2,9,18,NA,NA,NA,5,NA,NA,NA,NA,NA
"305","Gilberto Moraes Júnior","gilberto","Gilberto ","https://s.glbimg.com/es/sde/f/2018/01/21/d231b19c8df41a4d02546bee8dad040b_FORMATO.png",80313,16,"FLU","lat","Suspenso",0.3,8.71,-2.59,6.91,"Fluminense",3,16,2,5,16,3,1,30,24,2,NA,NA,4,1,NA,NA,NA,NA
"306","Régis Augusto Salmazzo","regis","Régis","https://s.glbimg.com/es/sde/f/2018/03/21/8756ffae33e39b861390d0b59d5ada2d_FORMATO.png",82647,16,"BAH","mei","Suspenso",12.4,6.72,2.2,3.21,"Bahia",3,13,3,6,12,3,NA,30,10,2,NA,NA,NA,NA,1,NA,NA,NA
"307","Luciano da Rocha Neves","luciano","Luciano","https://s.glbimg.com/es/sde/f/2018/07/05/1283cc320b56be7f4661388346c1aeba_FORMATO.png",80287,16,"FLU","ata","Nulo",1,4.84,-1.16,1,"Fluminense",NA,1,NA,1,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"308","José Rogério de Oliveira","rogerio","Rogério","https://s.glbimg.com/es/sde/f/2018/05/24/949f9e1967150f934c921bedf13a0bba_FORMATO.png",73540,16,"SPO","ata","Contundido",0,8.63,0,3.32,"Sport",NA,12,8,14,25,2,6,16,4,1,NA,NA,NA,NA,NA,NA,NA,NA
"309","Ezequiel Jacinto de Biasi","ezequiel","Ezequiel ","https://s.glbimg.com/es/sde/f/2018/05/18/579600b8688378c79b2d26c49843ed6e_FORMATO.png",80318,16,"CRU","lat","Nulo",0,3.09,0,1.47,"Cruzeiro",2,5,NA,NA,4,NA,NA,12,5,NA,NA,NA,1,NA,NA,NA,NA,NA
"310","Henrique Adriano Buss","henrique","Henrique","https://s.glbimg.com/es/sde/f/2018/03/20/8fc5425796ec6ab741dfe1de895adb4b_FORMATO.png",50856,16,"COR","zag","Provável",2,9.36,-0.64,3.16,"Corinthians",1,7,NA,4,12,1,NA,10,8,NA,NA,NA,6,NA,NA,NA,NA,NA
"311","Pedro Ken Morimoto Moreira","pedro-ken","Pedro Ken","https://s.glbimg.com/es/sde/f/2018/05/25/feb7d051385e8a92e233d695206c74a6_FORMATO.png",50877,16,"CEA","mei","Suspenso",0,5,0,0,"Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"312","Rafael Pereira dos Santos","rafael-pereira","Rafael Pereira","https://s.glbimg.com/es/sde/f/2018/08/01/d022e1c6c93f51788b509d33c4b1110a_FORMATO.png",51194,16,"CHA","zag","Nulo",0,4.61,0,2.7,"Chapecoense",NA,2,NA,2,6,NA,1,8,7,NA,NA,NA,1,NA,NA,NA,NA,NA
"313","Jorge Daniel González Marquet","torito-gonzalez","Torito González","https://s.glbimg.com/es/sde/f/2018/03/21/4a53af8bd51b42f968f3b584e1581274_FORMATO.png",73703,16,"PAR","mei","Nulo",2,4.83,0.43,2.85,"Paraná",4,15,1,5,23,NA,NA,9,22,NA,NA,NA,NA,NA,NA,NA,NA,NA
"314","Danilo Aparecido da Silva","danilo-silva","Danilo Silva","https://s.glbimg.com/es/sde/f/2018/04/08/3e07ec8d4abb5fd768ddf7a9ef5adc41_FORMATO.png",50898,16,"INT","zag","Nulo",0,5.08,0,3.35,"Internacional",2,3,NA,NA,NA,NA,NA,1,5,NA,NA,NA,1,NA,NA,NA,NA,NA
"315","Carlos Eduardo Santos Oliveira","eduardo","Eduardo","https://s.glbimg.com/es/sde/f/2018/05/24/315077e18e31e9afaf1e1c4bcb25f7e2_FORMATO.png",50645,16,"CHA","lat","Provável",-2.4,5.24,-0.64,3.88,"Chapecoense",1,7,1,NA,5,NA,NA,21,12,2,NA,NA,3,NA,NA,NA,NA,NA
"316","Marcos Vinícius de Jesus Araújo","marcos-vinicius","Marcos Vinícius","https://s.glbimg.com/es/sde/f/2018/05/17/d29916588c79c99dd0a20debd0ea12bd_FORMATO.png",73721,16,"BOT","mei","Contundido",0,3.8,0,1.67,"Botafogo",1,2,NA,3,5,NA,NA,9,3,NA,NA,NA,NA,NA,1,NA,NA,NA
"317","Rildo de Andrade Felicissimo","rildo","Rildo","https://s.glbimg.com/es/sde/f/2018/04/09/a194ce2c097d00d462468c507706916a_FORMATO.png",73635,16,"VAS","ata","Contundido",0,2.99,0,0.1,"Vasco",1,1,NA,2,8,NA,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"318","Leandro Donizete Gonçalves da Silva","leandro-donizete","Leandro Donizete","https://s.glbimg.com/es/sde/f/2018/04/17/72dc1ab07472323776f6c1208bc24568_FORMATO.png",51318,16,"AME","mei","Provável",0,1.37,0,0.21,"América-MG",3,14,2,3,10,NA,NA,26,12,NA,NA,NA,NA,1,NA,NA,NA,NA
"319","Gilsivan Soares da Silva ","ivan","Ivan","https://s.glbimg.com/es/sde/f/2018/05/24/1c2dd303026c2e02bbed35cfb1595918_FORMATO.png",80326,16,"CHA","gol","Nulo",0,2,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"320","Diego Vicente Aguirre Camblor","diego-aguirre","Diego Aguirre","https://s.glbimg.com/es/sde/f/2018/05/26/dcbc37c3f6682ed7f7fe61f97e02ff48_FORMATO.png",73766,16,"SAO","tec","Provável",8.07,12.69,0.89,5.09,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"321","Edson Felipe da Cruz","edson","Edson","https://s.glbimg.com/es/sde/f/2018/03/21/4e079be2718f82735191cef518c39bb2_FORMATO.png",80370,16,"BAH","mei","Nulo",0,6.4,0,5.3,"Bahia",NA,3,NA,NA,6,NA,NA,2,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"322","Tiago dos Santos Alves","tiago-alves","Tiago Alves","https://s.glbimg.com/es/sde/f/2018/04/12/4ac64e59708b5d650a2eaa4d53c9c1db_FORMATO.png",51495,16,"CEA","zag","Provável",8,6.14,0.85,4.65,"Ceará",NA,4,NA,1,3,NA,1,7,13,NA,NA,NA,4,NA,NA,NA,NA,NA
"323","Alejandro Ariel Cabral","ariel-cabral","Ariel Cabral","https://s.glbimg.com/es/sde/f/2018/05/18/f33acc95e50fe26abc27ac1d525bb4a4_FORMATO.png",80363,16,"CRU","mei","Provável",-3.1,3.47,-0.75,0.73,"Cruzeiro",4,6,NA,1,4,NA,NA,8,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"324","Réver Humberto Alves Araújo","rever","Réver","https://s.glbimg.com/es/sde/f/2018/05/04/92c749b3b7f65713848a1141499c4e6c_FORMATO.png",52253,16,"FLA","zag","Nulo",9.5,16.23,0.49,6.34,"Flamengo",NA,1,2,5,11,2,NA,3,7,NA,NA,NA,4,NA,NA,NA,NA,NA
"325","Anderson Vieira Martins","anderson-martins","Anderson Martins","https://s.glbimg.com/es/sde/f/2018/05/26/a5c91b69322a363fec2bc71388110138_FORMATO.png",52618,16,"SAO","zag","Suspenso",7.9,9.06,0.5,5.66,"São Paulo",3,11,2,4,3,1,NA,12,24,NA,NA,NA,4,1,NA,NA,NA,NA
"326","Éverton Augusto de Barros Ribeiro","everton-ribeiro","Éverton Ribeiro","https://s.glbimg.com/es/sde/f/2018/05/04/295690667a6a82986c742697c508ce3d_FORMATO.png",51772,16,"FLA","mei","Nulo",20.6,8.64,3.26,4.2,"Flamengo",3,23,7,9,25,3,NA,40,18,2,NA,NA,NA,1,NA,NA,NA,NA
"327","Walter Leandro Capeloza Artune","walter","Walter","https://s.glbimg.com/es/sde/f/2018/05/18/11b52002e2c6682af718f09f4c143886_FORMATO.png",51413,16,"COR","gol","Nulo",0,8.96,0,6.17,"Corinthians",NA,NA,NA,NA,1,NA,NA,1,NA,NA,15,6,2,NA,NA,NA,NA,NA
"328","Pedro Roberto Silva Botelho","pedro-botelho","Pedro Botelho","https://s.glbimg.com/es/sde/f/2018/03/21/3c4dc7fc1ea46e31898d6cdb2b37d3c9_FORMATO.png",51779,16,"VIT","lat","Nulo",0,6.26,0,3.2,"Vitória",NA,3,1,1,NA,1,NA,15,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"329","Gilson Gomes do Nascimento","gilson","Gilson","https://s.glbimg.com/es/sde/f/2018/05/17/f2a32a69c374096c9983b50739da6361_FORMATO.png",52674,16,"BOT","lat","Suspenso",0,7.23,-0.98,3.85,"Botafogo",3,12,2,2,22,1,NA,28,18,NA,NA,NA,1,NA,NA,NA,NA,NA
"330","Marcos Antônio da Silva Gonçalves","marquinhos","Marquinhos","https://s.glbimg.com/es/sde/f/2018/05/07/a3b6c248ae652fa7693389228af57903_FORMATO.png",60788,16,"AME","ata","Provável",-2.6,5.43,-0.51,1.49,"América-MG",1,6,3,1,7,1,1,27,5,1,NA,NA,NA,NA,NA,NA,NA,NA
"331","Elias Mendes Trindade","elias","Elias","https://s.glbimg.com/es/sde/f/2018/05/07/9cae85100fc013bc0d503fb2e82577ce_FORMATO.png",54395,16,"ATL","mei","Dúvida",3.4,5.66,-0.64,2.01,"Atlético-MG",5,16,1,5,11,1,4,25,16,3,NA,NA,NA,NA,NA,NA,NA,NA
"332","Antonio Eduardo Pereira dos Santos","kanu","Kanu","https://s.glbimg.com/es/sde/f/2018/03/21/a2e4671774fb12a3492ed292aad6f617_FORMATO.png",51792,16,"VIT","zag","Provável",-0.6,2.57,-0.42,1.24,"Vitória",7,21,2,4,4,NA,3,10,15,NA,NA,NA,3,NA,NA,NA,NA,NA
"333","Ralf de Souza Telles","ralf","Ralf","https://s.glbimg.com/es/sde/f/2018/03/20/8642b2d09ae09e94e978e70d01b2cb69_FORMATO.png",52190,16,"COR","mei","Nulo",0,8.96,0,3,"Corinthians",NA,1,NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"334","Luis Ricardo Silva Umbelino","luis-ricardo","Luis Ricardo","https://s.glbimg.com/es/sde/f/2018/05/17/b97d0ae6a2ac460ef42ffa8600c770a6_FORMATO.png",55348,16,"BOT","lat","Provável",3.9,3.99,0.02,2.38,"Botafogo",NA,2,NA,NA,1,NA,NA,12,4,NA,NA,NA,2,NA,NA,NA,NA,NA
"335","Victor Leandro Bagy","victor","Victor","https://s.glbimg.com/es/sde/f/2018/05/07/d890df905bbd3bb36a77d0ebf6a7ec0e_FORMATO.png",52950,16,"ATL","gol","Provável",-3.6,9.31,-4.32,2.7,"Atlético-MG",1,NA,NA,NA,2,NA,NA,13,NA,NA,27,24,3,NA,NA,NA,NA,NA
"336","Norberto Pereira Marinho Neto","norberto","Norberto ","https://s.glbimg.com/es/sde/f/2018/05/07/f4e6cde34ab5662df2e3a0a657c5c30b_FORMATO.png",80374,16,"AME","lat","Contundido",0,10.69,0,4.32,"América-MG",3,13,1,1,11,NA,NA,16,22,1,NA,NA,3,NA,NA,NA,NA,NA
"337","Renan Henrique Oliveira Vieira","renan-oliveira","Renan Oliveira","https://s.glbimg.com/es/sde/f/2018/05/07/b77d3968ee48567370aabffeb805c67f_FORMATO.png",60822,16,"AME","mei","Nulo",0,3.5,0,-0.5,"América-MG",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"338","Anderson Vital da Silva","dede","Dedé","https://s.glbimg.com/es/sde/f/2018/05/18/868bcae1cfa32a1aa3c4c3e884f54c78_FORMATO.png",60819,16,"CRU","zag","Provável",8.9,12.15,0.55,6.34,"Cruzeiro",3,14,5,5,15,2,1,20,29,NA,NA,NA,5,NA,NA,NA,NA,NA
"339","Gilberto Oliveira Souza Júnior","gilberto","Gilberto","https://s.glbimg.com/es/sde/f/2018/07/01/5fac5fd0f63dc1ff4b6c80d6765e6c04_FORMATO.png",61188,16,"BAH","ata","Provável",8.9,12.66,0.38,9.83,"Bahia",NA,2,1,NA,7,3,NA,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"340","Victor Andrade Santos","victor-andrade","Victor Andrade","https://s.glbimg.com/es/sde/f/2018/07/31/3236f73f748d557b211aca2734c66e5c_FORMATO.png",80536,16,"CHA","ata","Nulo",0,4,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"341","Renato Vieira Rodrigues","renatinho","Renatinho","https://s.glbimg.com/es/sde/f/2018/03/20/612e75f9bc41ddd0a161e522aaee90ef_FORMATO.png",80395,16,"BOT","mei","Provável",2.9,5.11,0.35,3.1,"Botafogo",1,5,5,3,7,NA,NA,12,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"342","Luiz Gustavo Tavares Conde","luiz-gustavo","Luiz Gustavo","https://s.glbimg.com/es/sde/f/2018/04/09/e1b71699a8daa2fdedb0782cd158c58b_FORMATO.png",80573,16,"VAS","zag","Provável",2.5,4.18,-0.86,2.55,"Vasco",2,8,NA,2,6,NA,NA,19,13,NA,NA,NA,2,NA,NA,NA,NA,NA
"343","Luan Michel de Louzã","luan","Luan","https://s.glbimg.com/es/sde/f/2018/05/07/1f9835d5fb38d7e164ba9852c6be3209_FORMATO.png",60834,16,"AME","ata","Nulo",0,9.59,0,2.3,"América-MG",2,16,1,7,15,NA,3,18,12,2,NA,NA,NA,1,NA,NA,NA,NA
"344","Felipe Azevedo dos Santos","felipe-azevedo","Felipe Azevedo","https://s.glbimg.com/es/sde/f/2018/05/25/06e70ad1ce0d550bfea7c97c67603a63_FORMATO.png",60825,16,"CEA","ata","Nulo",-1.1,4.76,-0.72,2.49,"Ceará",NA,13,4,5,16,1,1,30,9,2,NA,NA,NA,NA,NA,NA,NA,NA
"345","Uendel Pereira Gonçalves","uendel","Uendel","https://s.glbimg.com/es/sde/f/2018/04/08/54329b1f2e19497e40a10f2e289a5406_FORMATO.png",60852,16,"INT","lat","Nulo",0,4.17,0,-1.2,"Internacional",NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"346","Jael Ferreira Vieira","jael","Jael","https://s.glbimg.com/es/sde/f/2018/05/18/528786142cfbdf2221caa974ac75720e_FORMATO.png",60859,16,"GRE","ata","Nulo",0,1.95,0,-0.68,"Grêmio",1,4,1,1,3,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"347","Luan Garcia Teixeira","luan","Luan","https://s.glbimg.com/es/sde/f/2017/04/23/21b43228acd34549ca343f42576f7632_FORMATO.png",80692,16,"PAL","zag","Nulo",0,3.52,0,3.45,"Palmeiras",NA,1,NA,NA,1,NA,NA,2,5,NA,NA,NA,1,1,NA,NA,NA,NA
"348","Lucas Rafael Araujo Lima","lucas-lima","Lucas Lima","https://s.glbimg.com/es/sde/f/2018/03/01/8596087ee3b876941e59b282b29cfcb2_FORMATO.png",80583,16,"PAL","mei","Nulo",9.5,8.21,1.74,2.42,"Palmeiras",3,21,1,5,12,2,NA,24,15,1,NA,NA,NA,NA,1,NA,NA,NA
"349","Johnath Marlone Azevedo da Silva","marlone","Marlone","https://s.glbimg.com/es/sde/f/2018/05/24/5d4936df04558a01a5eb71077e02edd5_FORMATO.png",80944,16,"SPO","mei","Provável",4.8,8.98,0.78,2.97,"Sport",1,6,8,9,22,1,2,41,8,3,NA,NA,NA,NA,NA,NA,NA,NA
"350","Maximiliano Lélis Rodrigues","max","Max","https://s.glbimg.com/es/sde/f/2018/04/12/1bea2ecbf982db610ebf063ccfac89ff_FORMATO.png",80895,16,"SPO","zag","Nulo",0,1.78,0,1.2,"Sport",NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"351","Airton Ribeiro Santos","airton","Airton","https://s.glbimg.com/es/sde/f/2018/07/13/19610200497a0a011b67ab0cb2f99d0b_FORMATO.png",61985,16,"FLU","mei","Nulo",0,2.52,0,-0.3,"Fluminense",1,3,NA,NA,1,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"352","Rodrigo Caio Roquette Russo","rodrigo-caio","Rodrigo Caio","https://s.glbimg.com/es/sde/f/2016/05/01/76c4acf534a1a01c922cb927acebb6e7_FORMATO.png",73800,16,"SAO","zag","Contundido",0,12.76,0,6.55,"São Paulo",NA,2,NA,NA,1,NA,NA,3,3,NA,NA,NA,2,NA,NA,NA,NA,NA
"353","Mayke Rocha de Oliveira","mayke","Mayke","https://s.glbimg.com/es/sde/f/2017/05/19/0c4040195eb2210f37198e62876f4dc1_FORMATO.png",81150,16,"PAL","lat","Provável",4.4,5.27,0.85,0.45,"Palmeiras",2,8,NA,NA,NA,NA,NA,4,4,NA,NA,NA,1,NA,NA,NA,NA,NA
"354","Pedro Tonon Geromel","pedro-geromel","Pedro Geromel","https://s.glbimg.com/es/sde/f/2018/05/21/afc76ea4e9c31e2977ea5e9a90c802b3_FORMATO.png",80853,16,"GRE","zag","Nulo",0,16.04,0,8.48,"Grêmio",1,4,NA,3,3,NA,NA,5,25,NA,NA,NA,3,NA,NA,NA,NA,NA
