"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.clube.id.full.name","CA","FC","FD","FS","PE","RB","A","FF","FT","SG","G","I","GC","CV","DD","GS","DP","PP"
"305","Luan Michel de Louzã","luan","Luan","https://s.glbimg.com/es/sde/f/2018/05/07/1f9835d5fb38d7e164ba9852c6be3209_FORMATO.png",60834,37,"AME","ata","Provável",7.1,9.51,0.88,2.03,"América-MG",5,46,3,61,69,31,3,18,NA,NA,1,7,NA,2,NA,NA,NA,NA
"306","Fernando Camilo Farias","camilo","Camilo","https://s.glbimg.com/es/sde/f/2018/04/08/8ed64ccf988eab46873b7e4c9d99ebef_FORMATO.png",62009,37,"INT","mei","Nulo",1.2,3.71,0.04,1.98,"Internacional",NA,6,1,7,20,5,2,7,NA,NA,1,2,NA,NA,NA,NA,NA,NA
"307","Gilberto Oliveira Souza Júnior","gilberto","Gilberto","https://s.glbimg.com/es/sde/f/2018/07/01/5fac5fd0f63dc1ff4b6c80d6765e6c04_FORMATO.png",61188,37,"BAH","ata","Nulo",1.8,12.26,0.21,5.13,"Bahia",1,17,9,29,30,14,NA,20,NA,NA,7,3,NA,NA,NA,NA,NA,NA
"308","Patric Cabral Lalau","patric","Patric","https://s.glbimg.com/es/sde/f/2018/05/07/1a92a6695f550a6074401fe61265d5db_FORMATO.png",60969,37,"ATL","lat","Nulo",0,4.73,0,1.66,"Atlético-MG",4,38,1,10,59,25,1,4,NA,5,NA,5,NA,NA,NA,NA,NA,NA
"309","Airton Ribeiro Santos","airton","Airton","https://s.glbimg.com/es/sde/f/2018/07/13/19610200497a0a011b67ab0cb2f99d0b_FORMATO.png",61985,37,"FLU","mei","Nulo",0,2.87,0,0.94,"Fluminense",5,11,NA,7,8,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"310","Edimar Curitiba Fraga","edimar","Edimar","https://s.glbimg.com/es/sde/f/2018/08/21/8168274098fd8c821729681da346e325_FORMATO.png",62024,37,"SAO","lat","Provável",0,4.96,0,3.8,"São Paulo",2,12,NA,10,17,14,1,3,NA,7,NA,NA,NA,NA,NA,NA,NA,NA
"311","Róbson Michael Signorini","robinho","Robinho","https://s.glbimg.com/es/sde/f/2018/05/07/9ec32acd97931db6852cd1b099fca085_FORMATO.png",62104,37,"CRU","mei","Suspenso",-3,4.47,-0.87,1.4,"Cruzeiro",9,35,5,27,87,32,3,13,NA,NA,1,3,NA,NA,NA,NA,NA,NA
"312","Marcos Rogério Ricci Lopes","para","Pará","https://s.glbimg.com/es/sde/f/2018/05/04/4531c11cdf54bdb520247afb817f4dd1_FORMATO.png",62086,37,"FLA","lat","Provável",7.9,5.18,-0.18,3.44,"Flamengo",3,25,2,21,39,18,1,2,NA,10,NA,2,NA,NA,NA,NA,NA,NA
"313","Andrés Nicolas D'Alessandro","d-alessandro","D'Alessandro","https://s.glbimg.com/es/sde/f/2018/03/21/3a5a3365b94f222144190fe55a5d56f7_FORMATO.png",62023,37,"INT","mei","Provável",7.8,6.39,-0.34,1.57,"Internacional",5,6,4,33,76,7,2,9,2,NA,3,1,NA,1,NA,NA,NA,NA
"314","Wellington Aparecido Martins","wellington","Wellington","https://s.glbimg.com/es/sde/f/2018/07/27/66258debb61166bf3d552593e8934529_FORMATO.png",62129,37,"ATL","mei","Nulo",0,2.31,0,1.04,"Atlético-PR",6,31,3,3,22,24,NA,7,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"315","Vanderlei Farias da Silva","vanderlei","Vanderlei","https://s.glbimg.com/es/sde/f/2018/05/23/d1e78d7c4a4d2e68068e24cca6750439_FORMATO.png",62121,37,"SAN","gol","Provável",-1.3,13.98,-0.43,3.73,"Santos",NA,NA,NA,9,9,NA,NA,NA,NA,14,NA,NA,NA,NA,42,35,NA,NA
"316","Wallyson Ricardo Maciel Monteiro","wallyson","Wallyson","https://s.glbimg.com/es/sde/f/2018/07/16/901eb351baf6774200546a4cb812d2a7_FORMATO.png",62127,37,"VIT","ata","Nulo",0,8.81,0,3.23,"Vitória",2,7,6,16,38,11,4,13,1,NA,2,2,NA,NA,NA,NA,NA,NA
"317","Werley Ananias da Silva","werley","Werley","https://s.glbimg.com/es/sde/f/2018/04/09/d76608c4a8a334165ef8611858ab2432_FORMATO.png",62974,37,"VAS","zag","Provável",-0.6,4.79,-1.11,2.73,"Vasco",1,14,2,9,23,17,NA,5,NA,4,NA,NA,1,NA,NA,NA,NA,NA
"318","Marcelo de Oliveira Santos","marcelo-oliveira","Marcelo Oliveira","https://s.glbimg.com/es/sde/f/2018/07/05/01edbc76fc669fabaedd576160699382_FORMATO.png",62136,37,"FLU","tec","Provável",1.6,10.62,-0.06,3.64,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"319","Willian Roberto Farias","willian-farias","Willian Farias","https://s.glbimg.com/es/sde/f/2018/03/21/4447e0929a366fd4391a8f2df378f705_FORMATO.png",63058,37,"VIT","mei","Provável",0.1,4.19,0.11,2,"Vitória",2,22,1,12,24,30,1,7,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"320","Marcos Luis Rocha Aquino","marcos-rocha","Marcos Rocha","https://s.glbimg.com/es/sde/f/2018/01/30/edb0d67e60d39d102b52517058ff4227_FORMATO.jpeg",63013,37,"PAL","lat","Nulo",0,12.82,0,6.06,"Palmeiras",5,43,2,20,86,65,3,3,1,8,1,NA,NA,NA,NA,NA,NA,NA
"321","Rodolfo Alves de Melo","rodolfo","Rodolfo","https://s.glbimg.com/es/sde/f/2018/05/18/5f872890e2cb0764d6ab01fa87c80a2b_FORMATO.png",63082,37,"FLU","gol","Provável",-1.9,2.54,-0.6,3.7,"Fluminense",NA,NA,NA,NA,4,NA,NA,NA,NA,1,NA,NA,NA,NA,6,7,1,NA
"322","Enderson Alves Moreira","enderson-moreira","Enderson Moreira","https://s.glbimg.com/es/sde/f/2018/09/03/03264bf38dfae9a050a9be1e98d381e5_FORMATO.png",62137,37,"BAH","tec","Provável",1.61,10.61,-0.57,3.72,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"323","Alan Luciano Ruschel","alan-ruschel","Alan Ruschel","https://s.glbimg.com/es/sde/f/2018/05/24/ddefa1a922260aeb7a1835dd4a8117f5_FORMATO.png",63110,37,"CHA","mei","Nulo",0,2.8,0,0.92,"Chapecoense",2,8,NA,10,10,8,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"324","Paulo Marcos de Jesus Ribeiro","paulao","Paulão","https://s.glbimg.com/es/sde/f/2018/08/01/32bbffbc4731c16e4700b820b4ccdb68_FORMATO.png",63172,37,"AME","zag","Nulo",5,4.53,1.13,0.56,"América-MG",4,12,1,5,12,12,NA,3,NA,2,NA,3,1,NA,NA,NA,NA,NA
"325","Evanildo Borges Barbosa Júnior","juninho","Juninho","https://s.glbimg.com/es/sde/f/2018/03/21/a365ec393385db562f884705537218a4_FORMATO.png",63119,37,"VIT","lat","Contundido",0,3.44,0,0,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"326","Lenon Fernandes Ribeiro","lenon","Lenon","https://s.glbimg.com/es/sde/f/2018/09/27/7a70c852c7670d547f9bc61f6b519e6c_FORMATO.png",63122,37,"VAS","lat","Nulo",0,2.4,0,0.94,"Vasco",1,3,1,3,15,5,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA
"327","Leandro Donizete Gonçalves da Silva","leandro-donizete","Leandro Donizete","https://s.glbimg.com/es/sde/f/2018/04/17/72dc1ab07472323776f6c1208bc24568_FORMATO.png",51318,37,"AME","mei","Nulo",0,1.01,0,0.3,"América-MG",8,35,3,20,67,33,NA,4,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"328","Moisés Lima Magalhães","moises","Moisés","https://s.glbimg.com/es/sde/f/2017/04/18/a2b616905dc5f0c3eddcfafd4814e2d9_FORMATO.png",63158,37,"PAL","mei","Nulo",0,5.67,0,2.25,"Palmeiras",6,29,5,26,57,40,NA,8,1,NA,2,NA,NA,NA,NA,NA,NA,NA
"329","José Paolo Guerrero Gonzales","paolo-guerrero","Paolo Guerrero","https://s.glbimg.com/es/sde/f/2018/08/14/11a728603cfca7e8c71e3fadccee1148_FORMATO.png",75295,37,"INT","ata","Suspenso",0,11.23,0,3.9,"Internacional",NA,9,3,10,4,3,1,5,NA,NA,1,2,NA,NA,NA,NA,NA,NA
"330","Jean Raphael Vanderlei Moreira","jean","Jean","https://s.glbimg.com/es/sde/f/2017/04/18/84289863d6f3328bec523c3cfeadb268_FORMATO.png",62047,37,"PAL","lat","Nulo",1.7,5.93,-0.55,2.63,"Palmeiras",2,15,1,6,14,5,NA,3,1,10,NA,NA,NA,NA,NA,NA,NA,1
"331","Rodrigo Modesto da Silva Moledo","rodrigo-moledo","Rodrigo Moledo","https://s.glbimg.com/es/sde/f/2018/03/20/e5bb6257009bf74098a367b4c1b9e53d_FORMATO.png",63354,37,"INT","zag","Provável",6.5,12.79,1.48,5.77,"Internacional",4,23,4,28,28,42,NA,12,NA,13,2,2,NA,1,NA,NA,NA,NA
"332","Edenílson Andrade Dos Santos","edenilson","Edenílson","https://s.glbimg.com/es/sde/f/2018/04/08/b8c17a1d807dace07b81afcb28a3438d_FORMATO.png",63289,37,"INT","mei","Provável",0.4,8.56,-0.78,2.77,"Internacional",7,32,5,40,70,39,5,12,NA,NA,3,2,NA,1,NA,NA,NA,NA
"333","Douglas Silva Bacelar","douglas","Douglas","https://s.glbimg.com/es/sde/f/2018/05/24/4db663cbb6a8ecaa23942948844e63ac_FORMATO.png",63128,37,"CHA","zag","Provável",4.2,8.07,0.67,3.08,"Chapecoense",2,38,1,20,20,41,NA,7,1,9,NA,NA,NA,1,NA,NA,NA,NA
"334","Roger Rodrigues da Silva","roger","Roger","https://s.glbimg.com/es/sde/f/2018/05/18/383add7632ff5943c79f5f45676d54a4_FORMATO.png",38287,37,"COR","ata","Nulo",0,4.28,0,1.36,"Corinthians",3,40,4,18,16,4,NA,14,1,NA,4,14,NA,NA,NA,NA,NA,NA
"335","Bergson Gustavo Silveira da Silva","bergson","Bergson","https://s.glbimg.com/es/sde/f/2018/03/01/8027daac99864e85d92bbd292cec641c_FORMATO.png",68696,37,"ATL","ata","Provável",-2.1,3.47,-0.8,2.49,"Atlético-PR",6,22,5,16,14,5,1,20,NA,NA,3,4,NA,NA,NA,NA,NA,NA
"336","André Felipe Ribeiro de Souza","andre","André","https://s.glbimg.com/es/sde/f/2018/05/18/0ca56cb5450f85a99dc8b875b05f9c86_FORMATO.png",68690,37,"GRE","ata","Provável",-2.2,6.34,-0.43,1.4,"Grêmio",5,44,7,32,41,10,NA,14,NA,NA,4,13,NA,NA,NA,NA,NA,NA
"337","Jucilei da Silva","jucilei","Jucilei","https://s.glbimg.com/es/sde/f/2018/08/21/f187045e0e177e81233e607955059a4c_FORMATO.png",63422,37,"SAO","mei","Provável",3.5,8.15,0.56,3.16,"São Paulo",5,49,1,42,64,79,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"338","José Rodolfo Pires Ribeiro","dodo","Dodô","https://s.glbimg.com/es/sde/f/2018/05/23/bed8c47807867724de1462e2c2e094cc_FORMATO.png",68727,37,"SAN","lat","Suspenso",4.3,13.61,0.17,5.49,"Santos",6,25,5,40,96,76,3,13,1,14,1,2,NA,NA,NA,NA,NA,NA
"339","Guilherme de Aguiar Camacho","camacho","Camacho","https://s.glbimg.com/es/sde/f/2018/03/01/113fa00f0f462e50c76f0f74fab0f3aa_FORMATO.png",68770,37,"ATL","mei","Provável",-1.8,3.85,-0.54,2.09,"Atlético-PR",2,27,2,11,34,34,NA,4,NA,NA,1,NA,NA,1,NA,NA,NA,NA
"340","Maximiliano Gastón López","maxi-lopez","Maxi López","https://s.glbimg.com/es/sde/f/2018/09/27/06c01113a00936b7c2845177c24d4ae9_FORMATO.png",68800,37,"VAS","ata","Provável",-0.4,8.38,-0.75,4.03,"Vasco",8,56,6,21,34,5,6,15,2,NA,7,5,NA,NA,NA,NA,NA,NA
"341","Sérgio Dutra Júnior","junior-dutra","Júnior Dutra","https://s.glbimg.com/es/sde/f/2018/07/20/a1efc5a279c303352851a3d68a6e7465_FORMATO.png",68784,37,"FLU","ata","Dúvida",1,4.06,0.14,1,"Fluminense",2,25,2,17,29,14,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"342","Márcio Passos de Albuquerque","emerson-sheik","Emerson Sheik","https://s.glbimg.com/es/sde/f/2018/05/18/64c04239bb8fc608b9061c8f7833750c_FORMATO.png",68744,37,"COR","ata","Suspenso",-2,5.42,-0.5,1.05,"Corinthians",3,8,2,15,10,4,2,3,1,NA,NA,1,NA,NA,NA,NA,NA,NA
"343","Marcelo Lomba do Nascimento","marcelo-lomba","Marcelo Lomba","https://s.glbimg.com/es/sde/f/2018/04/08/c6db42e2a46652d39dfdaf203267d223_FORMATO.png",68872,37,"INT","gol","Provável",5,9.08,1.41,4.88,"Internacional",1,NA,NA,5,6,1,NA,NA,NA,10,NA,NA,NA,NA,32,17,NA,NA
"344","Rafael Galhardo de Souza","rafael-galhardo","Rafael Galhardo","https://s.glbimg.com/es/sde/f/2018/09/27/9a2a4526dd6f2e06c81972b3048b1034_FORMATO.png",68821,37,"VAS","lat","Nulo",0,2.65,0,0.85,"Vasco",2,8,4,9,28,7,NA,7,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"345","Jonathan Doin","paulo-miranda","Paulo Miranda","https://s.glbimg.com/es/sde/f/2018/05/21/62fa3dde13de597371870ee9b721b5d7_FORMATO.png",68817,37,"GRE","zag","Nulo",0,7.39,0,4.77,"Grêmio",2,12,1,16,31,23,NA,4,NA,7,NA,1,NA,NA,NA,NA,NA,NA
"346","Jonathan Copete Valencia","copete","Copete","https://s.glbimg.com/es/sde/f/2018/05/23/c1e09ae588439e79293d33881309f392_FORMATO.png",77959,37,"SAN","ata","Nulo",-0.3,4.76,-0.19,1.21,"Santos",NA,10,1,14,10,7,NA,3,NA,NA,1,1,NA,NA,NA,NA,NA,NA
"347","Paulo Victor Mileo Vidotti","paulo-victor","Paulo Victor","https://s.glbimg.com/es/sde/f/2018/05/21/6022690f57c54343611ba7c2008603ce_FORMATO.png",68873,37,"GRE","gol","Provável",11,7.98,1.22,3.27,"Grêmio",2,NA,NA,3,8,NA,NA,NA,NA,8,NA,NA,NA,NA,21,18,NA,NA
"348","Severino do Ramo Clementino da Silva","nino-paraiba","Nino Paraíba","https://s.glbimg.com/es/sde/f/2018/05/02/6971ebec7f9c3c38db9490eb58f746f3_FORMATO.png",68808,37,"BAH","lat","Contundido",0,12.72,0,5.39,"Bahia",4,25,4,36,45,54,1,5,NA,8,NA,NA,NA,NA,NA,NA,NA,NA
"349","Welington Pereira Rodrigues","gum","Gum","https://s.glbimg.com/es/sde/f/2018/09/20/b3381c5cfe339a41f28141764223aed2_FORMATO.png",68887,37,"FLU","zag","Nulo",0,5.69,0,2.82,"Fluminense",4,34,2,13,52,26,1,8,NA,10,1,1,NA,NA,NA,NA,NA,NA
"350","Rodrigo Júnior Paula Silva","digao","Digão","https://s.glbimg.com/es/sde/f/2018/07/05/108a277374dbf9d6964a4440bd9ef43e_FORMATO.png",68886,37,"FLU","zag","Provável",1,6.16,0.27,3.65,"Fluminense",2,33,4,12,33,31,NA,5,NA,9,1,NA,NA,NA,NA,NA,NA,NA
"351","Rodrigo Pimpão Viana","rodrigo-pimpao","Rodrigo Pimpão","https://s.glbimg.com/es/sde/f/2018/05/17/eb369a54700edd67173154dd1a72cf7b_FORMATO.png",68901,37,"BOT","ata","Provável",2,4.08,0.32,1.23,"Botafogo",8,24,6,25,43,25,NA,12,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"352","André Luiz Barretto Silva Lima","andre-lima","André Lima","https://s.glbimg.com/es/sde/f/2018/03/21/d5bd90b5cbee9c67c4fe5a21cfdfe5f3_FORMATO.png",68893,37,"VIT","ata","Nulo",0,4.07,0,0.76,"Vitória",3,36,6,28,21,5,NA,5,NA,NA,2,5,NA,NA,NA,NA,NA,NA
"353","Ramon de Morais Motta ","ramon","Ramon","https://s.glbimg.com/es/sde/f/2018/09/27/7b0ec92bd9cd8803ca0b44dec6637586_FORMATO.png",68896,37,"VAS","lat","Contundido",0,7.34,0,2.85,"Vasco",2,17,3,19,56,29,NA,5,NA,3,1,NA,NA,NA,NA,NA,NA,NA
"354","Wellington Alves da Silva","wellington-silva","Wellington Silva","https://s.glbimg.com/es/sde/f/2018/04/08/37fba0582d79360263206da6e9868169_FORMATO.png",68895,37,"INT","ata","Nulo",0,2.36,0,1.17,"Internacional",NA,3,1,8,14,2,1,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA
"355","Diego Souza de Andrade","diego-souza","Diego Souza","https://s.glbimg.com/es/sde/f/2018/08/21/2c1ebd16cc103b0bd5a7224c74e03f01_FORMATO.png",68911,37,"SAO","mei","Provável",-1,11.17,-1.41,4.16,"São Paulo",NA,43,11,41,59,7,3,18,2,NA,12,13,NA,1,NA,NA,NA,NA
"356","Bruno César Pereira da Silva","bruno-silva","Bruno Silva","https://s.glbimg.com/es/sde/f/2018/05/18/c5296c34cd5096c635acc7874899ab65_FORMATO.png",68698,37,"CRU","mei","Nulo",0,6.27,0,2.21,"Cruzeiro",5,35,2,13,35,26,1,13,1,NA,2,NA,NA,NA,NA,NA,NA,NA
"357","Eduardo Pereira Rodrigues","dudu","Dudu","https://s.glbimg.com/es/sde/f/2017/04/18/5268d6ef98c67a25b1dabf90d489a37f_FORMATO.png",68920,37,"PAL","ata","Provável",4,15.65,-2.44,6.06,"Palmeiras",9,28,23,124,99,18,12,20,2,NA,7,4,NA,1,NA,NA,NA,1
"358","Giovanni Augusto Oliveira Cardoso","giovanni-augusto","Giovanni Augusto","https://s.glbimg.com/es/sde/f/2018/09/27/5624d936fa15082ca3007edf65acc718_FORMATO.png",68938,37,"VAS","mei","Nulo",0,6.16,0,1.75,"Vasco",3,17,9,19,52,18,2,11,NA,NA,NA,1,NA,NA,NA,NA,NA,1
"359","Rafael Pires Monteiro","rafael","Rafael","https://s.glbimg.com/es/sde/f/2018/05/07/950b9601003125498cffc38c229783f4_FORMATO.png",68928,37,"CRU","gol","Nulo",0,7.36,0,5.43,"Cruzeiro",NA,1,NA,3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,12,7,NA,NA
"360","Welker Marçal de Almeida","kieza","Kieza","https://s.glbimg.com/es/sde/f/2018/03/20/f5b2dcceef9857c0dab3479a2ec2d946_FORMATO.png",68930,37,"BOT","ata","Nulo",0,7.17,0,3.98,"Botafogo",NA,27,15,55,38,8,2,12,NA,NA,7,9,NA,NA,NA,NA,NA,NA
"361","Vinicius Santos Silva","vinicius","Vinicius","https://s.glbimg.com/es/sde/f/2018/05/24/0cbf8c93ebf616fd456c58a062f7fb7b_FORMATO.png",68917,37,"CHA","ata","Nulo",0,2.6,0,0.42,"Chapecoense",NA,8,2,9,16,2,NA,5,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"362","Leonardo Fabiano da Silva e Silva","leonardo-silva","Leonardo Silva","https://s.glbimg.com/es/sde/f/2018/05/07/76bcd627f9b56262f6ad6cce8983b430_FORMATO.png",68925,37,"ATL","zag","Provável",0,9.46,-0.35,4.53,"Atlético-MG",7,33,3,28,53,39,NA,8,1,8,4,4,1,NA,NA,NA,NA,NA
"363","Mário Sérgio Santos Costa","marinho","Marinho","https://s.glbimg.com/es/sde/f/2018/09/12/106c488eaa868da0a0f225ef6776a226_FORMATO.png",68952,37,"GRE","ata","Nulo",0,10,0,2.94,"Grêmio",4,17,6,22,17,13,1,12,NA,NA,1,1,NA,NA,NA,NA,NA,NA
"364","Leandro Damião da Silva dos Santos","leandro-damiao","Leandro Damião","https://s.glbimg.com/es/sde/f/2018/04/08/c1c8646acc0c6d9b787e0bcd4ce2303c_FORMATO.png",68953,37,"INT","ata","Contundido",0,8.94,0,4.65,"Internacional",3,34,19,32,41,7,2,25,NA,NA,10,8,NA,NA,NA,NA,NA,1
"365","Aderbar Melo dos Santos Neto","santos","Santos","https://s.glbimg.com/es/sde/f/2018/05/08/cb128a5e04beb3653bf1847b06c72545_FORMATO.png",69012,37,"ATL","gol","Nulo",0,11.46,0,5.06,"Atlético-PR",3,1,NA,6,22,NA,NA,NA,NA,14,NA,NA,NA,NA,48,26,NA,NA
"366","Ronaldo Luiz Alves","ronaldo-alves","Ronaldo Alves","https://s.glbimg.com/es/sde/f/2018/05/24/596fc62c2e66a9ab2b5119f565e42576_FORMATO.png",68950,37,"SPO","zag","Provável",0,6.16,0,2.47,"Sport",9,30,1,32,34,38,NA,9,NA,7,NA,4,NA,NA,NA,NA,NA,NA
"367","Hélio Hermito Zampier Neto","neto","Neto","https://s.glbimg.com/es/sde/f/2018/08/01/51a34fdddb000e59403320c7aa8b8db4_FORMATO.png",69008,37,"CHA","zag","Contundido",0,2,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"368","Paulo Roberto da Silva","paulo-roberto","Paulo Roberto","https://s.glbimg.com/es/sde/f/2018/03/20/24dcab97bac1e830cd13938c4beb81ea_FORMATO.png",69047,37,"COR","mei","Nulo",0,3.06,0,2.17,"Corinthians",2,5,1,2,10,13,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"369","Deivid Willian da Silva","deivid","Deivid","https://s.glbimg.com/es/sde/f/2018/05/18/9314a887ee8d5d3501ea45d244b7f947_FORMATO.png",69018,37,"SPO","mei","Provável",0.5,2.28,-0.31,1.02,"Sport",6,26,1,27,23,22,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"370","Pablo Felipe Teixeira","pablo","Pablo","https://s.glbimg.com/es/sde/f/2018/05/08/cf32acce95d925ec92b7e084202c7e06_FORMATO.png",69138,37,"ATL","ata","Nulo",0,11.28,0,5.15,"Atlético-PR",5,67,19,25,32,37,2,27,3,NA,11,24,NA,NA,NA,NA,NA,NA
"371","Manoel Messias Silva Carvalho","manoel","Manoel","https://s.glbimg.com/es/sde/f/2018/05/07/6cf5cf190985e20f0a42a7408e164e10_FORMATO.png",69014,37,"CRU","zag","Provável",0.7,4.36,-0.74,2.3,"Cruzeiro",2,16,NA,12,24,8,NA,1,NA,5,1,1,NA,NA,NA,NA,NA,NA
"372","Vladimir Orlando Cardoso de Araújo Filho","vladimir","Vladimir","https://s.glbimg.com/es/sde/f/2018/05/23/afd45cb890c4f9430cd273e7bdb9cb72_FORMATO.png",69040,37,"SAN","gol","Nulo",0,4.77,0,0.7,"Santos",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
"373","Danilo Fernandes Batista","danilo-fernandes","Danilo Fernandes","https://s.glbimg.com/es/sde/f/2018/04/08/c714e94cf7e83d9faed670b675e6ec25_FORMATO.png",69051,37,"INT","gol","Contundido",0,10,0,4.01,"Internacional",NA,NA,NA,2,3,NA,NA,NA,NA,6,NA,NA,NA,NA,14,10,NA,NA
"374","Marcelo Cirino da Silva","marcelo-cirino","Marcelo Cirino","https://s.glbimg.com/es/sde/f/2018/07/04/f7efbd8bc7d99caaa2afc7125162b6c9_FORMATO.png",69022,37,"ATL","ata","Provável",-0.5,5.71,-0.18,2.77,"Atlético-PR",1,12,3,11,27,7,NA,8,NA,NA,4,1,NA,NA,NA,NA,NA,NA
"375","Ricardo Bueno da Silva","ricardo-bueno","Ricardo Bueno","https://s.glbimg.com/es/sde/f/2018/08/27/324fdaf114a76011c149428db4428725_FORMATO.png",69141,37,"CEA","ata","Nulo",0,3.37,0,0.68,"Ceará",NA,3,2,4,2,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"376","Martín Andrés Silva Leites","martin-silva","Martín Silva","https://s.glbimg.com/es/sde/f/2018/09/27/3b8e3d14bb948eee3eb474f0badfc2e7_FORMATO.png",69249,37,"VAS","gol","Nulo",0,5.89,0,1.83,"Vasco",3,NA,NA,1,5,NA,NA,NA,NA,3,NA,NA,NA,NA,30,29,NA,NA
"377","Maycon Vinícius Ferreira da Cruz","nikao","Nikão","https://s.glbimg.com/es/sde/f/2018/05/08/2b72d6975f3708b1c3eaa34ea5acf723_FORMATO.png",69705,37,"ATL","mei","Nulo",-0.3,10.96,-0.97,3.51,"Atlético-PR",5,33,25,45,73,23,6,27,5,NA,2,8,NA,1,NA,NA,NA,NA
"378","Sidney Aparecido Ramos da Silva","sidao","Sidão","https://s.glbimg.com/es/sde/f/2018/08/22/f344ae872d2199f6428ab6885294b3ce_FORMATO.png",70222,37,"SAO","gol","Nulo",0,10.37,0,3.18,"São Paulo",3,NA,NA,1,22,NA,NA,NA,NA,11,NA,NA,NA,NA,31,25,NA,NA
"379","Leonardo Moreira Morais","leo","Léo","https://s.glbimg.com/es/sde/f/2018/03/20/32e84c4039d121a904d169b4a6a4ad1d_FORMATO.png",69177,37,"FLU","lat","Provável",-3.8,3.22,-1.3,2.9,"Fluminense",6,25,2,28,36,29,1,3,1,3,NA,3,NA,1,NA,NA,NA,NA
"380","Romulo Borges Monteiro","romulo","Romulo","https://s.glbimg.com/es/sde/f/2018/05/04/567c4c3a4d23c2c7f9849ff47e10d98f_FORMATO.png",70009,37,"FLA","mei","Nulo",-0.3,2.06,-0.05,0.03,"Flamengo",1,6,NA,1,7,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"381","Fellipe Ramos Ignez Bastos","fellipe-bastos","Fellipe Bastos","https://s.glbimg.com/es/sde/f/2018/03/05/105c1b01950d04f72d197c2b080b62c2_FORMATO.png",70116,37,"SPO","mei","Dúvida",0,9.16,0,3.37,"Sport",3,36,17,27,85,46,2,29,NA,NA,1,1,NA,NA,NA,NA,NA,NA
"382","Fillipe Soutto Mayor Nogueira Ferreira","fillipe-soutto","Fillipe Soutto","https://s.glbimg.com/es/sde/f/2018/03/21/0daa49ddeceb2e945617b2f9a0df22b9_FORMATO.png",70581,37,"VIT","mei","Nulo",0,3.05,0,0.14,"Vitória",1,10,2,4,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"383","Luis Manuel Seijas Gunther","seijas","Seijas","https://s.glbimg.com/es/sde/f/2018/04/20/91a8e5439b7ee43f7646d5a702d383cb_FORMATO.png",70742,37,"INT","mei","Nulo",0,2,0,0,"Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"384","Victor Ferraz Macedo","victor-ferraz","Victor Ferraz","https://s.glbimg.com/es/sde/f/2018/05/23/229fbb519d2bbf0c8b2c2b77992e15ed_FORMATO.png",70046,37,"SAN","lat","Provável",4.7,10.91,0,4.84,"Santos",5,22,6,14,72,55,NA,6,NA,12,3,5,NA,NA,NA,NA,NA,NA
"385","Marllon Gonçalves Jerônimo Borges","marllon","Marllon","https://s.glbimg.com/es/sde/f/2018/03/20/5302f545b04fee129a787fd002b3ca0f_FORMATO.png",70666,37,"COR","zag","Nulo",0,5.47,0,2.47,"Corinthians",NA,1,NA,1,3,5,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
