"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.clube.id.full.name","FC","FS","G","RB","A","CA","FD","FF","FT","I","PE","SG","GC","DD","GS","CV","DP","PP"
"271","Willian Klaus","klaus","Klaus","https://s.glbimg.com/es/sde/f/2018/04/09/213245ee05c1b0ca97f32c728f20bd6b_FORMATO.png",90846,32,"INT","zag","Nulo",0,2.13,0,0.65,"Internacional",2,NA,NA,4,NA,NA,NA,3,NA,1,10,NA,NA,NA,NA,NA,NA,NA
"272","Emerson Raymundo Santos","emerson-santos","Emerson Santos","https://s.glbimg.com/es/sde/f/2018/07/20/c87125fb04d89c8e72a797a7b0ceeddb_FORMATO.png",86972,32,"INT","zag","Provável",0,3.36,0,4,"Internacional",6,6,NA,12,NA,NA,1,3,NA,NA,12,3,1,NA,NA,NA,NA,NA
"273","Lucas Fernandes","lucas-fernandes","Lucas Fernandes","https://s.glbimg.com/es/sde/f/2018/05/01/99bb69dc32439752f0b3e496e9a523cc_FORMATO.png",90899,32,"VIT","ata","Provável",10.6,8.06,0.93,4.06,"Vitória",18,73,3,25,NA,2,8,15,3,NA,47,NA,NA,NA,NA,NA,NA,NA
"274","Leonardo Gomes da Conceição Silva","leonardo","Leonardo","https://s.glbimg.com/es/sde/f/2018/05/21/15d96549307788253f2aba10bff0c973_FORMATO.png",86973,32,"GRE","lat","Nulo",5.4,4.85,0.28,5.69,"Grêmio",12,8,NA,25,1,2,2,2,NA,NA,24,7,NA,NA,NA,NA,NA,NA
"275","Fabiano Leissmann","fabiano","Fabiano","https://s.glbimg.com/es/sde/f/2018/03/21/80a060ad2737a4abce46a048d853c93e_FORMATO.png",79887,32,"INT","lat","Provável",1.2,8.14,-0.17,2.9,"Internacional",18,5,NA,27,1,4,1,4,NA,NA,49,9,1,NA,NA,NA,NA,NA
"276","Nathan Allan de Souza","nathan","Nathan","https://s.glbimg.com/es/sde/f/2018/07/25/2ebd70cae4e549a49e708c60abbee23a_FORMATO.png",87009,32,"ATL","mei","Nulo",0,3.99,0,1.39,"Atlético-MG",2,NA,NA,6,NA,NA,1,7,NA,NA,17,NA,NA,NA,NA,NA,NA,NA
"277","Jean Paulo Fernandes Filho","jean","Jean","https://s.glbimg.com/es/sde/f/2018/08/22/b48908b0700ad76a424232b0f6553c37_FORMATO.png",90933,32,"SAO","gol","Provável",0,6.32,0,2.02,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA,4,4,1,NA,NA
"278","Ronaldo de Oliveira Strada","ronaldo","Ronaldo","https://s.glbimg.com/es/sde/f/2018/03/21/841b5df0cdc6cf16eecd117560650d41_FORMATO.png",91101,32,"VIT","gol","Provável",-2.6,4.22,-1.05,3.68,"Vitória",NA,4,NA,NA,NA,1,NA,NA,NA,NA,10,7,NA,30,26,NA,NA,NA
"279","Matheus Vieira Campos Peixoto","matheus-peixoto","Matheus Peixoto","https://s.glbimg.com/es/sde/f/2018/09/05/25292011418c30eca2ce3979525cf970_FORMATO.png",87098,32,"SPO","ata","Nulo",0,1.99,0,-0.9,"Sport",4,2,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"280","José Carlos Cracco Neto","zeca","Zeca","https://s.glbimg.com/es/sde/f/2018/04/24/ef12015cf94f9b6c7ab39c4b092ba4a4_FORMATO.png",87192,32,"INT","lat","Nulo",0,10.21,0,4.97,"Internacional",14,8,NA,30,1,1,1,2,NA,2,41,9,NA,NA,NA,NA,NA,NA
"281","Flávio Medeiros da Silva","flavio","Flávio","https://s.glbimg.com/es/sde/f/2018/05/01/3c063c1b3d589634d699c80695341bff_FORMATO.png",91102,32,"BAH","mei","Nulo",-0.3,2.79,0.04,1.42,"Bahia",15,11,NA,19,NA,2,2,2,NA,1,15,NA,NA,NA,NA,NA,NA,NA
"282","Evandro Lima de Oliveira Filho","evandro","Evandro","https://s.glbimg.com/es/sde/f/2018/05/24/cc89d0c16b42dd430daa29322584d1ac_FORMATO.png",91001,32,"SPO","lat","Nulo",0,3.12,0,4.45,"Sport",1,1,NA,3,NA,NA,NA,1,NA,1,3,1,NA,NA,NA,NA,NA,NA
"283","Tiago dos Santos Alves","tiago-alves","Tiago Alves","https://s.glbimg.com/es/sde/f/2018/08/14/896171e75b5e390c3f18888c50298fe1_FORMATO.png",51495,32,"CEA","zag","Provável",1.6,5.84,-0.01,3.53,"Ceará",22,6,1,24,NA,4,2,2,NA,1,25,10,NA,NA,NA,NA,NA,NA
"284","Leonardo Renan Simões de Lacerda","leo","Léo","https://s.glbimg.com/es/sde/f/2018/05/18/07a11eb9e0ab294a13fe3b76d7e9393b_FORMATO.png",50459,32,"CRU","zag","Provável",1,7.7,0.21,2.58,"Cruzeiro",26,5,NA,26,NA,2,1,5,NA,2,13,8,NA,NA,NA,NA,NA,NA
"285","Walter Leandro Capeloza Artune","walter","Walter","https://s.glbimg.com/es/sde/f/2018/05/18/11b52002e2c6682af718f09f4c143886_FORMATO.png",51413,32,"COR","gol","Nulo",0,7.17,0,4.59,"Corinthians",NA,2,NA,1,NA,1,NA,NA,NA,NA,2,3,NA,23,11,NA,NA,NA
"286","Fernando José Marques Maciel","fernandinho","Fernandinho","https://s.glbimg.com/es/sde/f/2018/06/05/50d5be5e02ead78433958ab1d1389752_FORMATO.png",91130,32,"BAH","ata","Nulo",0,1.56,0,0.35,"Bahia",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"287","Walter Kannemann","kannemann","Kannemann","https://s.glbimg.com/es/sde/f/2018/05/21/7a4b8f949ed4d8b668d8c40a33e50edb_FORMATO.png",87342,32,"GRE","zag","Nulo",0,13.62,0,7.82,"Grêmio",17,23,NA,61,NA,4,1,3,NA,1,15,9,NA,NA,NA,1,NA,NA
"288","Everaldo Silva do Nascimento","everaldo","Everaldo ","https://s.glbimg.com/es/sde/f/2018/07/20/e1ce97d162a9419406447d05322336f8_FORMATO.png",91151,32,"FLU","ata","Provável",2.2,5.53,-0.45,4.45,"Fluminense",16,28,1,20,6,NA,3,11,1,3,41,NA,NA,NA,NA,NA,NA,NA
"289","Douglas Augusto Soares Gomes","douglas","Douglas","https://s.glbimg.com/es/sde/f/2018/08/08/02f5f789d33b664db76199687303be3d_FORMATO.png",92497,32,"COR","mei","Dúvida",0,4.6,0,2.96,"Corinthians",33,21,1,37,1,5,5,9,NA,NA,32,NA,NA,NA,NA,NA,NA,NA
"290","Gabriel Costa França","gabriel","Gabriel","https://s.glbimg.com/es/sde/f/2018/05/07/de5cc9b6be749402b257946886dea075_FORMATO.png",87393,32,"ATL","zag","Nulo",0,5.72,0,2.15,"Atlético-MG",17,20,NA,20,NA,1,3,3,1,NA,16,2,1,NA,NA,NA,NA,NA
"291","Willian Marlon Ferreira Moraes","willian-maranhao","Willian Maranhão","https://s.glbimg.com/es/sde/f/2018/09/27/92d651fa08a85080370b0b2bfaddceb4_FORMATO.png",87262,32,"VAS","mei","Provável",-1,1.8,-0.77,0.94,"Vasco",22,6,NA,10,2,5,3,1,NA,NA,13,NA,NA,NA,NA,NA,NA,NA
"292","Pedro Henrique Ribeiro Gonçalves","pedro-henrique","Pedro Henrique","https://s.glbimg.com/es/sde/f/2018/03/20/8fd39c1e3c30b0a5e0900d4c03b66984_FORMATO.png",87225,32,"COR","zag","Nulo",0,5.01,0,2.34,"Corinthians",12,9,NA,14,NA,5,1,3,NA,1,15,4,NA,NA,NA,NA,NA,NA
"293","Messias Rodrigues da Silva Júnior","messias","Messias","https://s.glbimg.com/es/sde/f/2018/05/07/983eb7f70f612711ba14e031cb3cfefe_FORMATO.png",87402,32,"AME","zag","Provável",0.7,8.23,0.2,2.54,"América-MG",29,12,1,31,NA,4,2,4,NA,NA,50,10,NA,NA,NA,NA,NA,NA
"294","Gustavo Blanco Petersen Macedo","gustavo-blanco","Gustavo Blanco","https://s.glbimg.com/es/sde/f/2018/05/07/6ac39bf60c88040543dee78fc133c427_FORMATO.png",91191,32,"ATL","mei","Contundido",0,19.53,0,8.86,"Atlético-MG",20,4,NA,51,4,4,10,5,3,1,25,NA,NA,NA,NA,NA,NA,NA
"295","Jesiel Cardoso Miranda","jesiel","Jesiel","https://s.glbimg.com/es/sde/f/2018/10/10/412c785ccc5fdb367b6c19c1bb05a4bc_FORMATO.png",91156,32,"PAR","zag","Provável",0,2.9,-0.11,1.24,"Paraná",11,4,NA,15,NA,2,1,2,NA,NA,22,1,NA,NA,NA,NA,NA,NA
"296","Thaciano Mickael da Silva","thaciano","Thaciano","https://s.glbimg.com/es/sde/f/2018/05/21/8805a9e1e4f2ee609adb3d2576d5ff0a_FORMATO.png",87470,32,"GRE","mei","Nulo",0,3.25,0,2.06,"Grêmio",15,7,1,19,NA,3,7,3,NA,2,11,NA,NA,NA,NA,NA,NA,NA
"297","Eduardo Gabriel Aquino Cossa","pepe","Pepê","https://s.glbimg.com/es/sde/f/2018/07/31/21dbd08feda4a4caf00ffc5fe75ec14b_FORMATO.png",91201,32,"GRE","ata","Nulo",2.8,3.67,0.02,2.42,"Grêmio",8,20,2,18,NA,1,2,5,1,4,20,NA,NA,NA,NA,NA,NA,NA
"298","Thiago Rodrigues da Silva","thiago","Thiago","https://s.glbimg.com/es/sde/f/2018/05/04/d4092dd23800a9822421cf2f4c434434_FORMATO.png",91194,32,"FLA","gol","Nulo",0,4,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"299","Jadson Alves dos Santos","jadson","Jadson","https://s.glbimg.com/es/sde/f/2018/09/20/310961d5d1d556ea066ca5837fbb7366_FORMATO.png",80129,32,"FLU","mei","Provável",0.6,7.92,-0.66,2.34,"Fluminense",35,43,2,41,1,7,7,9,1,1,84,NA,NA,NA,NA,NA,NA,NA
"300","Odair Souza ","nenen","Nenén","https://s.glbimg.com/es/sde/f/2018/05/24/42f440f0883376df8bb747b658bbc47d_FORMATO.png",79892,32,"CHA","mei","Nulo",0,2.08,0,0.1,"Chapecoense",1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"301","Marcos Junio Lima dos Santos","marcos-junior","Marcos Junior","https://s.glbimg.com/es/sde/f/2018/09/20/ff2dc345ff18c0761a0ddbd4e2edef76_FORMATO.png",80188,32,"FLU","ata","Nulo",0,6.68,0,2.72,"Fluminense",12,30,2,13,3,NA,7,6,NA,7,32,NA,NA,NA,NA,NA,NA,NA
"302","Brenner Marlos Varanda de Oliveira","brenner","Brenner","https://s.glbimg.com/es/sde/f/2018/05/17/76f9aa43f58c549a5956db25ad0804f3_FORMATO.png",80080,32,"BOT","ata","Provável",-1.1,4.72,-1.18,1.75,"Botafogo",22,27,2,9,NA,2,6,6,NA,3,18,NA,NA,NA,NA,NA,NA,NA
"303","Vitor Frezarin Bueno","vitor-bueno","Vitor Bueno","https://s.glbimg.com/es/sde/f/2018/05/23/f9fa972a30d4ba7d25cf62103a74f72c_FORMATO.png",87552,32,"SAN","mei","Nulo",0,4.46,0,0.4,"Santos",3,2,NA,2,NA,NA,NA,2,NA,NA,7,NA,NA,NA,NA,NA,NA,NA
"304","Nadson da Silva Almeida","nadson","Nadson","https://s.glbimg.com/es/sde/f/2018/07/13/57fe46961f3ba57ecb2e3e6368babd92_FORMATO.png",80140,32,"PAR","mei","Contundido",0,2.38,0,2.23,"Paraná",9,26,NA,13,NA,1,8,5,1,1,36,NA,NA,NA,NA,NA,NA,NA
"305","Santiago Tréllez Vivero","trellez","Tréllez","https://s.glbimg.com/es/sde/f/2018/08/22/915c56c34a9df8f498cac86eb7ef2f2e_FORMATO.png",87679,32,"SAO","ata","Nulo",0,5.14,0,1.67,"São Paulo",24,10,4,2,NA,1,4,2,1,2,9,NA,NA,NA,NA,NA,NA,NA
"306","Clayton Silveira da Silva","clayton","Clayton","https://s.glbimg.com/es/sde/f/2018/08/10/b8ba1096a40cd0240eba8996df2c1bfe_FORMATO.png",81770,32,"BAH","ata","Nulo",0,5.54,0,0.68,"Bahia",1,2,1,1,NA,2,1,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA
"307","Éder Ferreira Graminho","eder","Éder ","https://s.glbimg.com/es/sde/f/2018/04/25/9c24eef6db7bc6f134fefb1a2342e6f6_FORMATO.png",91203,32,"ATL","zag","Nulo",0,3,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"308","Lucas Fonseca da Silva","lucas-fonseca","Lucas Fonseca","https://s.glbimg.com/es/sde/f/2018/03/21/5c1c52f3afc41a4404dd7b1c888f2124_FORMATO.png",80189,32,"BAH","zag","Provável",2.4,7.29,0.65,2.5,"Bahia",17,23,NA,22,NA,5,2,4,1,NA,56,10,NA,NA,NA,NA,NA,NA
"309","Antônio Francisco Moura Neto","neto-moura","Neto Moura","https://s.glbimg.com/es/sde/f/2018/05/24/af017e13e350ed632a40f953f3dd8d53_FORMATO.png",87742,32,"SPO","mei","Nulo",0,3.91,0,2.09,"Sport",12,13,NA,22,NA,3,7,5,NA,NA,14,NA,NA,NA,NA,NA,NA,NA
"310","Juliano Silva Almeida","juliano","Juliano","https://s.glbimg.com/es/sde/f/2018/09/21/5bd2b1fee0796f7b54fa8e4f82276631_FORMATO.png",87696,32,"SAN","mei","Nulo",0,2,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"311","Matheus Caldeira Vidotto de Oliveira","matheus-vidotto","Matheus Vidotto","https://s.glbimg.com/es/sde/f/2017/04/23/0469f80ea84703c3178371ab0fa1dd2f_FORMATO.png",80286,32,"COR","gol","Nulo",0,2,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"312","Raphael Schorr Utzig","raphael-alemao","Raphael Alemão","https://s.glbimg.com/es/sde/f/2018/04/24/e72a3c4a24b0c21be12ae1fc78ee1755_FORMATO.jpeg",91206,32,"PAR","ata","Nulo",0,2.1,0,0.48,"Paraná",7,6,NA,3,NA,1,5,2,NA,NA,4,NA,NA,NA,NA,1,NA,NA
"313","Giorgian Daniel de Arrascaeta Benedetti","arrascaeta","Arrascaeta","https://s.glbimg.com/es/sde/f/2018/07/01/4bacaa8c6112be8345d4e81006963e37_FORMATO.png",87863,32,"CRU","mei","Provável",9.9,17.73,-0.22,7.73,"Cruzeiro",19,42,6,26,6,3,13,16,1,2,46,NA,NA,NA,NA,NA,NA,NA
"314","Yago Felipe da Costa Rocha","yago","Yago","https://s.glbimg.com/es/sde/f/2018/03/21/54d2ff44a32a66affd7636aa9f2ae99f_FORMATO.png",87747,32,"VIT","mei","Nulo",7.5,9.59,0.73,2.74,"Vitória",22,46,1,22,2,4,6,16,1,1,41,NA,NA,NA,NA,1,NA,NA
"315","Francisco Edson Moreira da Silva","edinho","Edinho","https://s.glbimg.com/es/sde/f/2018/07/11/59b9a2e2576d1e0ad1c80d50c7478422_FORMATO.png",80193,32,"ATL","ata","Nulo",0,2.48,0,0.48,"Atlético-MG",1,4,NA,1,NA,NA,NA,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA
"316","Luciano da Rocha Neves","luciano","Luciano","https://s.glbimg.com/es/sde/f/2018/07/05/1283cc320b56be7f4661388346c1aeba_FORMATO.png",80287,32,"FLU","ata","Provável",4.1,6.24,-0.72,3.95,"Fluminense",10,17,3,6,1,2,8,8,NA,2,17,NA,NA,NA,NA,NA,NA,NA
"317","Antônio Josenildo Rodrigues de Oliveira","tonhao","Tonhão","https://s.glbimg.com/es/sde/f/2018/08/09/e6b3f5b4c7922f94ca18791b3af1f390_FORMATO.png",91251,32,"GRE","zag","Nulo",0,2,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"318","Gilberto Moraes Júnior","gilberto","Gilberto ","https://s.glbimg.com/es/sde/f/2018/09/20/3cfe538c9466e35f30d8caec3cdeb003_FORMATO.png",80313,32,"FLU","lat","Contundido",0,9.49,0,6.68,"Fluminense",20,17,3,34,2,3,4,7,NA,1,41,6,NA,NA,NA,1,NA,NA
"319","Gustavo Henrique Furtado Scarpa","gustavo-scarpa","Gustavo Scarpa","https://s.glbimg.com/es/sde/f/2018/01/30/1c8d05bc4c0ddfd177c66ab26b1a5deb_FORMATO.jpeg",87999,32,"PAL","mei","Provável",-0.1,7.73,-1.35,1.9,"Palmeiras",6,9,NA,7,NA,1,2,9,NA,NA,21,NA,NA,NA,NA,NA,NA,NA
"320","Júnior Nazareno Sornoza Moreira","sornoza","Sornoza","https://s.glbimg.com/es/sde/f/2018/05/18/a4885adc809e017894786b603d5a5d6b_FORMATO.png",87877,32,"FLU","mei","Suspenso",-2.6,6.74,-0.62,1.95,"Fluminense",16,15,1,25,1,6,15,21,1,NA,66,NA,NA,NA,NA,1,NA,NA
"321","Geremias Ribeiro Júnior","junior","Júnior","https://s.glbimg.com/es/sde/f/2018/03/21/5ee8b76a0676e5e5eba8d8aefac91636_FORMATO.png",87946,32,"VIT","ata","Nulo",0,2.55,0,1.5,"Vitória",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"322","Ramon Menezes Roma","ramon","Ramon","https://s.glbimg.com/es/sde/f/2018/03/21/64085a03b9eafec964b531667b296fe5_FORMATO.png",88087,32,"VIT","zag","Provável",1.4,4.43,0.12,2.59,"Vitória",34,24,1,24,NA,6,3,6,NA,NA,36,8,NA,NA,NA,NA,NA,NA
"323","Alejandro Ariel Cabral","ariel-cabral","Ariel Cabral","https://s.glbimg.com/es/sde/f/2018/05/18/f33acc95e50fe26abc27ac1d525bb4a4_FORMATO.png",80363,32,"CRU","mei","Provável",7.6,5.96,-0.13,3.08,"Cruzeiro",22,17,NA,46,1,7,NA,3,NA,NA,35,NA,NA,NA,NA,NA,NA,NA
"324","Ezequiel Jacinto de Biasi","ezequiel","Ezequiel ","https://s.glbimg.com/es/sde/f/2018/05/18/579600b8688378c79b2d26c49843ed6e_FORMATO.png",80318,32,"CRU","lat","Nulo",0,3.48,0,1.86,"Cruzeiro",21,16,NA,18,NA,5,NA,NA,NA,NA,24,3,NA,NA,NA,NA,NA,NA
"325","Gilsivan Soares da Silva ","ivan","Ivan","https://s.glbimg.com/es/sde/f/2018/05/24/1c2dd303026c2e02bbed35cfb1595918_FORMATO.png",80326,32,"CHA","gol","Nulo",0,1.21,0,-2,"Chapecoense",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"326","Yuri Antonio Costa da Silva","yuri","Yuri","https://s.glbimg.com/es/sde/f/2017/04/18/8bac23f3df250a620bd6c580564b33ee_FORMATO.png",88125,32,"BOT","lat","Nulo",0,1.71,0,4.9,"Botafogo",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA
"327","Paulo Ricardo Ferreira","paulo-ricardo","Paulo Ricardo","https://s.glbimg.com/es/sde/f/2018/08/07/40535dad7f23b1a420480a49910c5680_FORMATO.png",88224,32,"FLU","zag","Provável",0.1,3.68,-0.06,3,"Fluminense",2,NA,NA,3,NA,1,1,1,NA,NA,5,2,NA,NA,NA,NA,NA,NA
"328","Edson Felipe da Cruz","edson","Edson","https://s.glbimg.com/es/sde/f/2018/03/21/4e079be2718f82735191cef518c39bb2_FORMATO.png",80370,32,"BAH","mei","Nulo",0,5.82,0,3.52,"Bahia",3,7,NA,11,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA
"329","Matheus Gonçalves Savio","matheus-savio","Matheus Savio","https://s.glbimg.com/es/sde/f/2018/07/28/3a3a8b95d0a4f15553e2ab71957c0c0c_FORMATO.png",91264,32,"FLA","mei","Nulo",0,4.27,0,2.26,"Flamengo",4,1,1,2,NA,NA,2,3,NA,NA,10,NA,NA,NA,NA,NA,NA,NA
"330","Lucas Estella Perri","lucas-perri","Lucas Perri","https://s.glbimg.com/es/sde/f/2018/05/26/5818d20df4c7c3248d9dc04c6864aa03_FORMATO.png",91260,32,"SAO","gol","Nulo",0,1,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"331","Daniel Guedes da Silva","daniel-guedes","Daniel Guedes ","https://s.glbimg.com/es/sde/f/2018/05/23/aa6709d5100218ac013a36959e8e6ce4_FORMATO.png",88225,32,"SAN","lat","Provável",0,6.68,0,3.1,"Santos",7,3,NA,8,NA,1,NA,NA,NA,1,13,3,NA,NA,NA,NA,NA,NA
"332","Norberto Pereira Marinho Neto","norberto","Norberto ","https://s.glbimg.com/es/sde/f/2018/05/07/f4e6cde34ab5662df2e3a0a657c5c30b_FORMATO.png",80374,32,"AME","lat","Provável",4.2,10.09,0.49,3.94,"América-MG",17,12,NA,30,1,3,4,1,NA,1,25,4,NA,NA,NA,NA,NA,NA
"333","Bruno Bispo dos Anjos","bruno-bispo","Bruno Bispo","https://s.glbimg.com/es/sde/f/2018/03/21/99884c41754fc82c033d202d4decfad3_FORMATO.png",91359,32,"VIT","zag","Nulo",0,4.84,0,4.6,"Vitória",7,1,NA,7,NA,1,NA,NA,NA,NA,7,3,NA,NA,NA,NA,NA,NA
"334","Fábio Gonçalves","fabinho","Fabinho","https://s.glbimg.com/es/sde/f/2018/06/01/b5bd22d1ec76e9e69427e3be73aadced_FORMATO.png",80393,32,"CEA","mei","Nulo",1.3,3.58,-0.42,2.01,"Ceará",10,12,NA,18,NA,1,NA,3,NA,NA,21,NA,NA,NA,NA,NA,NA,NA
"335","Leonardo Felipe Valencia Rossel","leonardo-valencia","Leonardo Valencia","https://s.glbimg.com/es/sde/f/2018/05/17/fdfb5b9c1f58d363c8597c844f7302ba_FORMATO.png",91508,32,"BOT","mei","Provável",6.1,9.8,0.61,4.32,"Botafogo",23,36,2,22,4,2,18,20,1,1,55,NA,NA,NA,NA,NA,NA,NA
"336","Gabriel Dias de Oliveira","gabriel-dias","Gabriel Dias","https://s.glbimg.com/es/sde/f/2018/04/09/d543e86d4cdf1a286b62859a71407114_FORMATO.png",88368,32,"INT","mei","Contundido",3.6,3.79,0.24,1.75,"Internacional",8,9,NA,9,NA,1,NA,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA
"337","Ángel Rodrigo Romero Villamayor","angel-romero","Ángel Romero","https://s.glbimg.com/es/sde/f/2018/05/18/8b6faacdc8e5b7ca9a1b28fe294eb028_FORMATO.png",88323,32,"COR","ata","Provável",0.9,10.31,-0.35,4.57,"Corinthians",25,73,6,26,3,7,7,13,1,4,72,NA,NA,NA,NA,1,NA,NA
"338","Luiz Gustavo Tavares Conde","luiz-gustavo","Luiz Gustavo","https://s.glbimg.com/es/sde/f/2018/09/27/b551a9e8e890e361540470d7d707da03_FORMATO.png",80573,32,"VAS","zag","Provável",9.4,5.84,1.19,2.6,"Vasco",22,23,NA,36,NA,5,1,8,NA,1,48,5,1,NA,NA,NA,NA,NA
"339","Ronielson da Silva Barbosa","rony","Rony","https://s.glbimg.com/es/sde/f/2018/09/03/554ff3fc561a0061ae57afba756706f4_FORMATO.png",91607,32,"ATL","ata","Nulo",3.6,8.41,-0.61,3.95,"Atlético-PR",9,8,2,5,NA,NA,7,3,NA,2,4,NA,NA,NA,NA,NA,NA,NA
"340","Robert Abel Arboleda Escobar","arboleda","Arboleda","https://s.glbimg.com/es/sde/f/2018/08/21/55c29ae10f4820c62eed75c6e8d1392f_FORMATO.png",91573,32,"SAO","zag","Provável",4.1,9.48,-0.59,3.64,"São Paulo",27,21,NA,29,1,6,2,11,NA,4,29,7,NA,NA,NA,NA,NA,NA
"341","Renato Vieira Rodrigues","renatinho","Renatinho","https://s.glbimg.com/es/sde/f/2018/03/20/612e75f9bc41ddd0a161e522aaee90ef_FORMATO.png",80395,32,"BOT","mei","Nulo",-0.3,4.32,-0.16,2.12,"Botafogo",7,16,NA,15,NA,2,6,3,NA,1,15,NA,NA,NA,NA,NA,NA,NA
"342","Victor Andrade Santos","victor-andrade","Victor Andrade","https://s.glbimg.com/es/sde/f/2018/08/03/f380d4813f712ab88644cb0ed0972599_FORMATO.png",80536,32,"CHA","ata","Nulo",0,4.22,0,3.9,"Chapecoense",6,16,NA,8,NA,1,3,3,NA,NA,5,NA,NA,NA,NA,NA,NA,NA
"343","Lucas Rafael Araujo Lima","lucas-lima","Lucas Lima","https://s.glbimg.com/es/sde/f/2018/03/01/8596087ee3b876941e59b282b29cfcb2_FORMATO.png",80583,32,"PAL","mei","Dúvida",2.4,8.36,-0.49,3.5,"Palmeiras",47,41,5,42,3,7,5,11,1,3,64,NA,NA,NA,NA,NA,NA,NA
"344","Fernando José da Cunha Neto","fernando-neto","Fernando Neto","https://s.glbimg.com/es/sde/f/2018/09/18/76d312b906b38b6d19ba0876493c1a51_FORMATO.png",80667,32,"FLU","mei","Nulo",0,2.1,0,2.2,"Fluminense",1,1,NA,3,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"345","Francisco Wellington Barbosa de Lisboa","robinho","Robinho","https://s.glbimg.com/es/sde/f/2018/10/19/7251fe12da7e8873dfe0f441592b66e4_FORMATO.png",88395,32,"CEA","ata","Nulo",0,1.67,0,0.5,"Ceará",3,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"346","Paulo Victor da Silva","paulinho","Paulinho","https://s.glbimg.com/es/sde/f/2018/08/03/c2091fb8bfdc8a7323f23bbc3f328093_FORMATO.png",91626,32,"BAH","lat","Nulo",0,4.11,0,3.97,"Bahia",2,2,NA,4,NA,NA,1,1,NA,NA,7,2,NA,NA,NA,NA,NA,NA
"347","Luan Garcia Teixeira","luan","Luan","https://s.glbimg.com/es/sde/f/2017/04/23/21b43228acd34549ca343f42576f7632_FORMATO.png",80692,32,"PAL","zag","Dúvida",0,5.58,0,4.06,"Palmeiras",18,14,NA,24,NA,5,1,NA,NA,NA,28,9,NA,NA,NA,1,NA,NA
"348","Pedro Tonon Geromel","pedro-geromel","Pedro Geromel","https://s.glbimg.com/es/sde/f/2018/05/21/afc76ea4e9c31e2977ea5e9a90c802b3_FORMATO.png",80853,32,"GRE","zag","Provável",14.1,17.28,2.34,7.3,"Grêmio",10,4,2,44,NA,2,2,6,NA,1,24,7,NA,NA,NA,NA,NA,NA
"349","Ayrton Lucas Dantas de Medeiros","ayrton-lucas","Ayrton Lucas","https://s.glbimg.com/es/sde/f/2018/09/20/3ef4148b227a1f9167ea89b5a002eee3_FORMATO.png",88393,32,"FLU","lat","Provável",3.8,11.12,-1.17,5.19,"Fluminense",22,52,NA,49,NA,3,8,11,NA,1,54,8,1,NA,NA,NA,NA,NA
"350","Rafael dos Santos da Silva","rafinha","Rafinha","https://s.glbimg.com/es/sde/f/2018/03/15/c4478d4a2dd3cddeff0ae2f6e49a1d61_FORMATO.png",91644,32,"CEA","mei","Nulo",0,3,0,0,"Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"351","Igor Aquino da Silva","igor","Igor","https://s.glbimg.com/es/sde/f/2018/03/21/95c075f33312c6b483847dc688deac80_FORMATO.png",91639,32,"PAR","lat","Suspenso",-3.4,2.15,-0.37,1.4,"Paraná",24,7,NA,29,NA,6,1,9,NA,2,46,2,NA,NA,NA,NA,NA,NA
