"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","CA","DS","FC","FS","I","PI","SG","CV","DD","GS","A","FD","FF","FT","G","DP","GC","PP"
"289","Eduardo Gabriel Aquino Cossa","pepe","Pepê","https://s.glbimg.com/es/sde/f/2018/07/31/21dbd08feda4a4caf00ffc5fe75ec14b_FORMATO.png",91201,27,284,"ata","Provável",-0.1,14.01,-1.63,6.74,21,"284",1,29,8,47,3,97,NA,NA,NA,NA,4,8,12,1,8,NA,NA,NA
"290","Walter Leandro Capeloza Artune","walter","Walter","https://s.glbimg.com/es/sde/f/2020/07/21/d178a2c9aa56afb775c7a97c03fc4321_FORMATO.png",51413,27,264,"gol","Nulo",4,6.52,0.68,7.17,3,"264",2,NA,NA,NA,NA,25,2,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"291","Matheus Henrique de Souza","matheus-henrique","Matheus Henrique","https://s.glbimg.com/es/sde/f/2020/07/19/2e4d9048adfe4f9650ef110a2758b57e_FORMATO.png",100742,27,284,"mei","Provável",0.9,6.14,-0.33,1.68,20,"284",4,32,25,44,NA,96,NA,1,NA,NA,1,4,6,NA,NA,NA,NA,NA
"292","João Alves de Assis Silva","jo","Jô","https://s.glbimg.com/es/sde/f/2020/07/21/71eb3b59df93d002977cbc1dcaa52025_FORMATO.png",38138,27,264,"ata","Nulo",0.3,10.06,-1.39,2.75,15,"264",NA,NA,13,18,8,64,NA,NA,NA,NA,1,7,6,1,4,NA,NA,1
"293","Guilherme de Aguiar Camacho","camacho","Camacho","https://s.glbimg.com/es/sde/f/2020/07/21/5b52e9c77ce07e75ed44e8584e771d63_FORMATO.png",68770,27,264,"mei","Nulo",0,3.29,0,0.74,12,"264",2,17,16,2,NA,22,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA
"294","Luiz Rhodolfo Dini Gaioto","rhodolfo","Rhodolfo","https://s.glbimg.com/es/sde/f/2020/03/02/bc9582db51a292081109f930b9538e92_FORMATO.png",42501,27,294,"zag","Provável",2.3,4.59,0.3,2.33,10,"Coritiba",1,17,5,4,1,54,2,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA
"295","Guilherme de Jesus da Silva","tinga","Tinga","https://s.glbimg.com/es/sde/f/2019/03/22/fa74caf8029ce11e791edd0d7fc03025_FORMATO.png",82628,27,356,"lat","Provável",7.1,7.3,1.36,3.58,15,"356",1,26,10,9,1,182,6,NA,NA,NA,2,3,3,1,NA,NA,NA,NA
"296","Darlan Pereira Mendes","darlan","Darlan","https://s.glbimg.com/es/sde/f/2020/07/19/86f5908425375d7aa9007181ae00f69c_FORMATO.png",104593,27,284,"mei","Provável",1.8,4.74,0.11,2.09,16,"284",2,35,15,7,NA,51,NA,NA,NA,NA,NA,1,3,NA,1,NA,NA,NA
"297","Rafael da Silva Francisco","rafinha","Rafinha","https://s.glbimg.com/es/sde/f/2020/03/02/6c5d6ccf4132d968daaf6a4738feaee9_FORMATO.png",38421,27,294,"mei","Dúvida",1.7,5.87,-0.33,2.35,4,"Coritiba",NA,9,6,10,1,31,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA
"298","Bruno Ferreira Melo","bruno-melo","Bruno Melo","https://s.glbimg.com/es/sde/f/2020/03/06/88d17bd8903f1e821665cdd49c0bf7d9_FORMATO.png",84339,27,356,"lat","Nulo",0,4.32,0,2.5,14,"356",3,14,21,9,2,68,4,NA,NA,NA,NA,2,3,NA,2,NA,NA,NA
"299","Max Walef Araújo da Silva","max-walef","Max Walef","https://s.glbimg.com/es/sde/f/2019/03/22/a9f9fc2677cbf0f365db6054f150935d_FORMATO.png",84338,27,356,"gol","Contundido",0,3.76,0,11.4,1,"356",NA,NA,NA,1,NA,21,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"300","Giovanni Augusto Oliveira Cardoso","giovanni-augusto","Giovanni Augusto","https://s.glbimg.com/es/sde/f/2020/03/02/d39e2efa4d8440e5313bc3b78a139e22_FORMATO.png",68938,27,294,"mei","Provável",2,8.05,0.09,5.49,19,"Coritiba",1,31,13,44,1,121,NA,NA,NA,NA,5,5,8,1,4,NA,NA,NA
"301","Renê dos Santos Júnior","rene-junior","Renê Júnior","https://s.glbimg.com/es/sde/f/2020/03/02/5908e5d1c3f4f989e8bc1b27ccb7c65d_FORMATO.png",73281,27,264,"mei","Nulo",0,1.6,0,-0.7,3,"264",NA,4,5,2,NA,4,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"302","Thiago Neves Augusto","thiago-neves","Thiago Neves","https://s.glbimg.com/es/sde/f/2020/09/19/e5c460787ad23defe1b6fa4efa97c721_FORMATO.png",38277,27,292,"mei","Provável",1.6,4.78,0.42,2.41,19,"292",2,8,8,9,NA,125,NA,NA,NA,NA,2,9,11,NA,3,NA,NA,NA
"303","Danilo Fernando Avelar","danilo-avelar","Danilo Avelar","https://s.glbimg.com/es/sde/f/2020/08/17/aad01ff8fba4f807ccfdca075fa0d581_FORMATO.png",72142,27,264,"zag","Contundido",0,6.45,0,2.83,10,"264",1,10,15,4,NA,39,2,1,NA,NA,NA,6,2,NA,2,NA,NA,NA
"304","José Romário Silva de Souza","romarinho","Romarinho","https://s.glbimg.com/es/sde/f/2020/03/06/e4bf45811b6c858824a076c5f69c6ae0_FORMATO.png",84523,27,356,"ata","Provável",3.3,8.56,0.34,2.9,22,"356",2,18,11,50,2,70,NA,NA,NA,NA,NA,8,12,1,2,NA,NA,NA
"305","Guilherme da Silva Azevedo","guilherme-azevedo","Guilherme Azevedo","https://s.glbimg.com/es/sde/f/2020/07/19/756f7ee69aa8fccdfd44fbbf534a60a0_FORMATO.png",105837,27,284,"ata","Nulo",0,1.74,0,1.4,7,"284",NA,4,2,8,1,7,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA
"306","Lucas Silva Borges","lucas-silva","Lucas Silva","https://s.glbimg.com/es/sde/f/2020/07/19/35677798312c58c5cc2c64f41b79a8dc_FORMATO.png",79701,27,284,"mei","Nulo",1.4,5.22,0,1.81,22,"284",4,25,16,28,NA,75,NA,NA,NA,NA,NA,6,8,1,1,NA,NA,NA
"307","Eduardo de Souza Barroca","eduardo-barroca","Eduardo Barroca","https://s.glbimg.com/es/sde/f/2020/11/27/ed4e21aa1eae057a8185a802e380bbcf_FORMATO.png",77774,27,263,"tec","Provável",1.96,4.1,-0.38,2,8,"263",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"308","Gabriel Girotto Franco","gabriel","Gabriel","https://s.glbimg.com/es/sde/f/2020/07/21/6007b8a8c3569c3a81dae7a64a598076_FORMATO.png",78605,27,264,"mei","Nulo",5.1,5.41,0.34,2.55,18,"264",5,58,27,18,NA,84,NA,NA,NA,NA,1,1,2,1,NA,NA,NA,NA
"309","Gabriel Dias de Oliveira","gabriel-dias","Gabriel Dias","https://s.glbimg.com/es/sde/f/2019/03/22/4d0e23087bc533d8757c980cbd598eee_FORMATO.png",88368,27,356,"lat","Provável",5.8,7.53,0.71,2.74,20,"356",1,14,14,17,2,60,7,1,NA,NA,1,3,2,NA,1,NA,NA,NA
"310","Uendel Pereira Gonçalves","uendel","Uendel","https://s.glbimg.com/es/sde/f/2020/02/27/874b64215923c64744352951788dc4b4_FORMATO.png",60852,27,285,"lat","Dúvida",6.4,4.46,1.19,1.81,12,"285",1,22,19,5,NA,125,3,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA
"311","Robson dos Santos Fernandes","robson","Robson","https://s.glbimg.com/es/sde/f/2020/03/03/3700b19f9f2175c58973de0b8f5daa31_FORMATO.png",84817,27,294,"ata","Dúvida",0.7,8.9,-0.06,4.01,25,"Coritiba",5,27,43,46,13,116,NA,NA,NA,NA,1,12,26,4,6,NA,NA,NA
"312","Andrés Nicolas D'Alessandro","d-alessandro","D'Alessandro","https://s.glbimg.com/es/sde/f/2020/02/27/848601c752c8fa58a805d78e5bad50db_FORMATO.png",62023,27,285,"mei","Nulo",0,2.48,0,0.05,20,"285",3,6,5,11,3,77,NA,NA,NA,NA,NA,4,3,NA,NA,NA,NA,NA
"313","Rodrigo Modesto da Silva Moledo","rodrigo-moledo","Rodrigo Moledo","https://s.glbimg.com/es/sde/f/2020/02/27/887c825f63637b345d17570bf49d66fa_FORMATO.png",63354,27,285,"zag","Provável",0,7.46,0,3.8,16,"285",3,23,11,24,NA,26,7,1,NA,NA,NA,1,1,NA,1,NA,NA,NA
"314","Matías Nicolás Viña Susperreguy","vina","Viña","https://s.glbimg.com/es/sde/f/2020/02/28/444cc845fe792b0fdd234c579e4c31de_FORMATO.png",98974,27,275,"lat","Nulo",8.4,9.81,1.71,5.16,17,"275",3,55,22,21,2,126,7,NA,NA,NA,2,2,7,NA,NA,NA,NA,NA
"315","Danilo Fernandes Batista","danilo-fernandes","Danilo Fernandes","https://s.glbimg.com/es/sde/f/2020/02/27/d6d33f8f9a956799465c508d4d9e4263_FORMATO.png",69051,27,285,"gol","Nulo",1.4,4.43,0.16,1.4,1,"285",1,NA,NA,1,NA,11,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"316","Edenílson Andrade Dos Santos","edenilson","Edenílson","https://s.glbimg.com/es/sde/f/2020/02/27/dab4d223e4d736b3877f27a6b24a7a0e_FORMATO.png",63289,27,285,"mei","Provável",6,9.19,-1.48,3.03,23,"285",5,37,35,27,3,168,NA,NA,NA,NA,4,7,12,1,3,NA,NA,NA
"317","Nathan Otávio Ribeiro","nathan-ribeiro","Nathan Ribeiro","https://s.glbimg.com/es/sde/f/2020/03/03/96fb7ded5758b12433b954935496405f_FORMATO.png",102607,27,294,"zag","Nulo",0,3,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"318","Geovane Henrique Pereira de Souza","geovane","Geovane","https://s.glbimg.com/es/sde/f/2020/03/02/1b21e0ae30ac2e4a34078bfbda81e2f1_FORMATO.png",96349,27,294,"lat","Nulo",0,3,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"319","Thiago Galhardo do Nascimento Rocha","thiago-galhardo","Thiago Galhardo","https://s.glbimg.com/es/sde/f/2020/02/27/58765e09575aeed485460352a0980dad_FORMATO.png",71844,27,285,"mei","Suspenso",11.3,19.64,1.25,7.46,25,"285",3,21,23,40,15,114,NA,1,NA,NA,5,16,23,NA,16,NA,NA,1
"320","Heitor Rodrigues da Fonseca","heitor","Heitor","https://s.glbimg.com/es/sde/f/2020/02/27/46ea70366228afe849358bbedd6c18e1_FORMATO.png",104649,27,285,"lat","Nulo",0,6.04,0,4.85,10,"285",3,28,12,13,NA,72,3,1,NA,NA,4,2,1,NA,NA,NA,NA,NA
"321","José Sabino Chagas Monteiro","sabino","Sabino","https://s.glbimg.com/es/sde/f/2020/03/03/c40f55b88cf1db157380eee4013c9828_FORMATO.png",104075,27,294,"zag","Provável",2.8,8.22,0.47,3.76,25,"Coritiba",2,46,10,22,2,130,6,NA,NA,NA,NA,NA,5,1,4,NA,1,1
"322","Matheus dos Santos Miranda","miranda","Miranda","https://s.glbimg.com/es/sde/f/2020/08/17/1cbd279a52f1e6ab977c059e6068442a_FORMATO.png",101720,27,267,"zag","Nulo",0,3.34,0,1.56,17,"267",1,30,18,11,NA,91,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"323","João Gabriel Martins Peglow","peglow","Peglow","https://s.glbimg.com/es/sde/f/2020/02/27/5c7fe67d54b296320092b526cff1e6bb_FORMATO.png",106821,27,285,"mei","Nulo",0,1.54,0,1.21,7,"285",1,2,7,1,2,13,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA
"324","Rodrigo Oliveira Lindoso","rodrigo-lindoso","Rodrigo Lindoso","https://s.glbimg.com/es/sde/f/2020/02/27/bc31f941c1bb5d6c26ada24af71bcf45_FORMATO.png",72362,27,285,"mei","Nulo",-0.1,3.78,-0.11,0.7,22,"285",5,35,37,13,NA,82,NA,NA,NA,NA,1,3,3,NA,NA,NA,NA,NA
"325","Alexander Silva de Lucena","alexander","Alexander","https://s.glbimg.com/es/sde/f/2020/08/17/04dabf6e989b05faa5971fc2517b259a_FORMATO.png",105553,27,267,"gol","Nulo",0,3,0,0,0,"267",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"326","Guilherme da Trindade Dubas","guilherme-biro","Guilherme Biro","https://s.glbimg.com/es/sde/f/2020/03/03/894792f4de57714ecebf346073081a01_FORMATO.png",107555,27,294,"ata","Nulo",0,1.29,0,-0.55,2,"Coritiba",NA,1,3,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"327","David Correa da Fonseca","david","David","https://s.glbimg.com/es/sde/f/2020/03/06/c5ae2181227b8ce1cfaa3ff33c7d8ac0_FORMATO.png",90309,27,356,"ata","Provável",1,4.71,-0.09,2.53,22,"356",4,20,45,24,9,83,NA,NA,NA,NA,2,5,14,NA,5,NA,NA,NA
"328","João Lucas Souza Cardoso","johnny","Johnny ","https://s.glbimg.com/es/sde/f/2020/02/27/fd6f78bc8647dd5e9fc9090d28654546_FORMATO.png",106002,27,285,"mei","Contundido",0,2.14,0,2.21,7,"285",NA,14,3,5,NA,23,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA
"329","Rodinei Marcelo de Almeida","rodinei","Rodinei","https://s.glbimg.com/es/sde/f/2020/02/27/001cd019cd767eafa0c877ae4f8a27ab_FORMATO.png",73992,27,285,"lat","Provável",-0.4,4.09,0.29,1.58,13,"285",3,25,20,17,NA,101,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA
"330","Luiz Antonio Ferreira Rodrigues","felipe","Felipe","https://s.glbimg.com/es/sde/f/2019/03/22/4ef6aa2bd0c3f910bdb023b63225bec1_FORMATO.png",91733,27,356,"mei","Provável",4.2,5.7,0.46,2.52,21,"356",6,61,34,37,NA,84,NA,1,NA,NA,NA,2,7,NA,1,NA,NA,NA
"331","Ramiro Moschen Benetti","ramiro","Ramiro","https://s.glbimg.com/es/sde/f/2020/07/21/e0a5bdd5ef228e8a11c02f81d9776f1f_FORMATO.png",78715,27,264,"mei","Nulo",1.9,6.2,-0.43,2.34,17,"264",6,42,33,16,1,119,NA,NA,NA,NA,1,5,7,2,1,NA,NA,NA
"332","Rodrigo Dourado Cunha","rodrigo-dourado","Rodrigo Dourado","https://s.glbimg.com/es/sde/f/2020/02/27/12e542636d28c0dc887fe6ae967dbe52_FORMATO.png",78865,27,285,"mei","Provável",13,6.66,1.44,2.04,9,"285",2,12,8,9,NA,20,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA
"333","Frederico Chaves Guedes","fred","Fred","https://s.glbimg.com/es/sde/f/2020/08/11/1546fc5edcfb41d2e8f79f6eca1f6899_FORMATO.png",38162,27,266,"ata","Provável",10.2,5,1.8,2.51,14,"266",3,4,18,24,2,52,NA,NA,NA,NA,2,4,2,NA,3,NA,NA,NA
"334","Kaio Magno Bacelar Martins","kaio-magno","Kaio Magno","https://s.glbimg.com/es/sde/f/2020/08/17/c109a1096391cd5858b3c928807a4cc9_FORMATO.png",106200,27,267,"ata","Nulo",0,2,0,0,0,"267",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"335","Michel Macedo Rocha Machado","michel","Michel","https://s.glbimg.com/es/sde/f/2020/07/21/7e91aeb17ccdb9585d3febb0d345e0a4_FORMATO.png",80664,27,264,"lat","Nulo",0,4.76,0,2.7,4,"264",NA,3,1,6,1,20,1,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA
"336","Marcos Luis Rocha Aquino","marcos-rocha","Marcos Rocha","https://s.glbimg.com/es/sde/f/2020/03/09/ebc79a97a8840c38c63b16446a1c84b5_FORMATO.png",63013,27,275,"lat","Nulo",4.5,8.11,0.27,2.9,16,"275",2,39,16,13,NA,131,5,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"337","Marcos Guilherme de Almeida Santos Matos","marcos-guilherme","Marcos Guilherme ","https://s.glbimg.com/es/sde/f/2020/02/27/cface4b2faa10e1c22eb8e5dfb7971ad_FORMATO.png",83266,27,285,"mei","Nulo",0,2.62,0,0.41,23,"285",2,12,23,10,7,48,NA,NA,NA,NA,1,3,6,1,NA,NA,NA,NA
"338","Juan Sebastián Quintero Fletcher","quintero","Quintero","https://s.glbimg.com/es/sde/f/2019/03/22/df21f8c767acbe98de2f1a88be61c8e8_FORMATO.png",96382,27,356,"zag","Nulo",0,1.67,0,1.38,9,"356",3,5,6,3,NA,17,4,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"339","Víctor Danilo Cantillo Jiménez","cantillo","Cantillo","https://s.glbimg.com/es/sde/f/2020/03/02/73fc67e78e28d846205cc92aff55d6e7_FORMATO.png",85315,27,264,"mei","Nulo",0,6.35,0,1.65,13,"264",2,15,14,12,NA,41,NA,NA,NA,NA,2,2,4,NA,NA,NA,NA,NA
"340","Mariano Vázquez","mariano-vazquez","Mariano Vázquez","https://s.glbimg.com/es/sde/f/2019/07/03/8893116eb5db26f6e34e68d817fe606d_FORMATO.png",98760,27,356,"mei","Nulo",0,1.08,-0.34,0.07,11,"356",1,2,7,10,1,10,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"341","Bruno Gomes da Silva Clevelário","bruno-gomes","Bruno Gomes","https://s.glbimg.com/es/sde/f/2020/08/17/76089d8528afa499ba3467eaa5e1b180_FORMATO.png",106202,27,267,"mei","Nulo",0,2.28,0,0.37,11,"267",2,18,18,20,NA,37,NA,2,NA,NA,NA,1,2,NA,NA,NA,NA,NA
"342","Richard Cândido Coelho","richard","Richard","https://s.glbimg.com/es/sde/f/2020/07/21/282e88366ff0e11540856b5dd644148a_FORMATO.png",86711,27,293,"mei","Provável",12.7,4.24,2.72,1.45,18,"293",4,33,23,18,NA,59,NA,NA,NA,NA,1,1,4,NA,NA,NA,NA,NA
"343","Diogo Barbosa Mendanha","diogo-barbosa","Diogo Barbosa","https://s.glbimg.com/es/sde/f/2020/09/11/8c1bbc63952b2e050b6b5662f996e79d_FORMATO.png",70916,27,284,"lat","Provável",0,9.03,0,3.32,17,"284",1,37,11,15,1,109,4,NA,NA,NA,1,1,6,NA,NA,NA,NA,NA
"344","Matheus Ferraz Pereira","matheus-ferraz","Matheus Ferraz","https://s.glbimg.com/es/sde/f/2020/08/11/16fac49e8d3bba144b424d3a32ca55ad_FORMATO.png",38632,27,266,"zag","Provável",4.1,5.53,0.57,3.25,6,"266",2,8,6,3,NA,16,2,NA,NA,NA,1,1,3,NA,NA,NA,NA,NA
"345","Alexandre de Almeida da Silva Júnior","juninho","Juninho","https://s.glbimg.com/es/sde/f/2020/03/13/7c86524fe7de88fe7eaf75ee5df21eb2_FORMATO.png",107677,27,267,"mei","Provável",3.1,3.14,0.6,1.66,8,"267",NA,8,3,4,NA,23,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA
"346","Natanael Batista Pimenta","natanael","Natanael","https://s.glbimg.com/es/sde/f/2020/09/12/e3f2361fc0584d13ce3b65e8673cf1e6_FORMATO.png",86264,27,373,"lat","Contundido",0,3.56,0,1.85,9,"373",1,10,6,8,1,55,2,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA
"347","Pedro Henrique Ribeiro Gonçalves","pedro-henrique","Pedro Henrique","https://s.glbimg.com/es/sde/f/2020/07/20/2e55ca8b5694bd4dc3fd1469cce872c2_FORMATO.png",87225,27,293,"zag","Provável",4.8,5.7,0.75,3.11,17,"293",1,27,10,11,NA,63,6,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA
"348","Luiz Henrique Araújo Silva","luiz-henrique","Luiz Henrique","https://s.glbimg.com/es/sde/f/2020/03/06/809a25003f6761d3bf3ea7e524986c59_FORMATO.png",101595,27,356,"mei","Nulo",0,1.66,0,0.5,1,"356",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"349","Egídio de Araújo Pereira Júnior","egidio","Egídio","https://s.glbimg.com/es/sde/f/2020/08/11/672d352606042414d4d148952612fe89_FORMATO.png",42145,27,266,"lat","Nulo",0,9.6,0,4.19,13,"266",1,51,17,10,1,173,1,NA,NA,NA,3,5,1,NA,NA,NA,NA,NA
"350","Patric Cabral Lalau","patric","Patric","https://s.glbimg.com/es/sde/f/2020/07/20/8da72cb158360ebe2e1e03b6c12b81dd_FORMATO.png",60969,27,292,"lat","Provável",1.8,8.46,0.04,2.97,25,"292",2,41,35,30,6,227,4,1,NA,NA,5,3,14,1,1,NA,NA,NA
"351","Fábio Pizarro Sanches","fabio-sanches","Fábio Sanches","https://s.glbimg.com/es/sde/f/2020/08/26/5756a4bae1a6bb1e484099d7ea94222d_FORMATO.jpeg",71604,27,290,"zag","Provável",5.8,6.78,0.52,3.17,17,"290",3,30,14,14,NA,37,7,NA,NA,NA,NA,1,3,NA,NA,NA,1,NA
"352","Lucas Rafael Araújo Lima","lucas-lima","Lucas Lima","https://s.glbimg.com/es/sde/f/2019/01/14/3629dc12c2a7c9f0e4c6c53a4a2cbb61_FORMATO.jpeg",80583,27,275,"mei","Nulo",-0.8,4.21,-0.94,1.17,20,"275",5,29,25,28,2,141,NA,NA,NA,NA,1,5,5,1,NA,NA,NA,NA
"353","Hyoran Kaue Dalmoro","hyoran","Hyoran","https://s.glbimg.com/es/sde/f/2020/08/31/66d12c528d0604bbd7db88296edd50fc_FORMATO.png",85931,27,282,"mei","Nulo",15.9,13.42,2.63,4.18,17,"282",2,18,23,22,2,94,NA,NA,NA,NA,2,10,10,2,4,NA,NA,NA
"354","Keiller da Silva Nunes","keiller","Keiller","https://s.glbimg.com/es/sde/f/2020/02/27/4d3e8df7f1ee40580d75e33e752dcff2_FORMATO.png",93834,27,285,"gol","Nulo",0,2,0,0,0,"285",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"355","Luan Garcia Teixeira","luan","Luan","https://s.glbimg.com/es/sde/f/2020/03/09/f29c869ccdfaa407340b9047dbf761fa_FORMATO.jpeg",80692,27,275,"zag","Nulo",6,6.4,1.18,2.67,20,"275",4,27,13,11,2,68,8,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"356","Cristiano da Silva Vidal","vidal","Vidal","https://s.glbimg.com/es/sde/f/2020/07/19/36c40558e9926c8e0a5f84347d08142e_FORMATO.png",95540,27,290,"lat","Nulo",0,1.43,0,-0.7,1,"290",NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"357","Hudson Rodrigues dos Santos","hudson","Hudson","https://s.glbimg.com/es/sde/f/2020/08/11/2f197bbdfc2d69b1a353a2c023b5fc6b_FORMATO.png",50324,27,266,"mei","Provável",0,5.62,0,1.88,16,"266",2,41,30,17,3,63,NA,1,NA,NA,2,4,3,NA,NA,NA,1,NA
"358","Ronaldo Henrique Silva","ronaldo-silva","Ronaldo Silva","https://s.glbimg.com/es/sde/f/2020/07/19/6262a00677d1041e87f100faa6c04f45_FORMATO.png",71640,27,292,"ata","Nulo",0,0.81,0,-2.2,3,"292",1,1,1,NA,2,3,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"359","Jailson Marcelino dos Santos","jailson","Jailson","https://s.glbimg.com/es/sde/f/2020/03/09/511303024e5679ad2b3ae40dd0b19d1d_FORMATO.png",72290,27,275,"gol","Nulo",0,3.32,0,-0.4,4,"275",1,NA,NA,NA,NA,26,1,NA,2,5,NA,NA,NA,NA,NA,NA,NA,NA
"360","Damián Marcelo Musto","musto","Musto","https://s.glbimg.com/es/sde/f/2020/02/27/aa72a4508aad03611c623879b48a94c6_FORMATO.png",94838,27,285,"mei","Nulo",0,4.22,0,0.92,14,"285",3,27,23,12,NA,30,NA,1,NA,NA,NA,NA,3,NA,1,NA,1,NA
"361","José Welison da Silva","jose-welison","José Welison","https://s.glbimg.com/es/sde/f/2020/10/29/46f07bfe5b86d16343f64516421ab810_FORMATO.png",86859,27,263,"mei","Provável",-0.6,3.4,-0.12,2.23,8,"263",NA,16,12,6,NA,26,NA,NA,NA,NA,1,NA,3,NA,NA,NA,NA,NA
"362","Gabriel Boschilia","boschilia","Boschilia","https://s.glbimg.com/es/sde/f/2020/02/27/dbeea99042dc47fc247d3a724d62602b_FORMATO.png",86841,27,285,"mei","Contundido",0,8.45,0,3.81,13,"285",2,40,24,14,NA,92,NA,NA,NA,NA,1,9,5,NA,1,NA,NA,NA
"363","Wellington Alves da Silva","wellington-silva","Wellington Silva","https://s.glbimg.com/es/sde/f/2020/08/11/9e1c282e16e37d5fdb5fa7b81b2871cc_FORMATO.png",68895,27,266,"ata","Provável",1.4,4.2,-0.94,2.31,18,"266",6,14,12,32,2,46,NA,NA,NA,NA,1,1,6,NA,3,NA,NA,NA
"364","Mayke Rocha de Oliveira","mayke","Mayke","https://s.glbimg.com/es/sde/f/2019/01/14/44f0336a3733e2e3fb4fccc9cf275f3a_FORMATO.jpeg",81150,27,275,"lat","Nulo",0,5.61,0,2.08,13,"275",2,28,13,10,1,65,3,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"365","Rafael Thyere de Albuquerque Marques","rafael-thyere","Rafael Thyere","https://s.glbimg.com/es/sde/f/2020/02/27/cd5877e8c279581d18c1826dd364a279_FORMATO.png",83048,27,292,"zag","Nulo",0,2.91,0,2.47,3,"292",1,1,1,NA,NA,11,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"366","Patrick de Paula Carreiro","patrick-de-paula","Patrick de Paula","https://s.glbimg.com/es/sde/f/2020/03/09/a9c14c249329965a83e2f3b2bda2642b_FORMATO.png",107172,27,275,"mei","Nulo",3,6.2,-0.97,3.94,18,"275",1,40,23,21,NA,93,NA,NA,NA,NA,1,8,12,1,2,NA,NA,NA
"367","Marcos Antônio Almeida Silva","marcao-silva","Marcão Silva","https://s.glbimg.com/es/sde/f/2020/02/27/79ca1f19561511f316107b776b58d2e4_FORMATO.png",78856,27,292,"mei","Provável",3.8,4.79,0.63,1.94,15,"292",3,33,28,14,NA,20,NA,NA,NA,NA,NA,NA,4,NA,1,NA,NA,NA
"368","Kaio Nunes Ferreira","kaio","Kaio","https://s.glbimg.com/es/sde/f/2020/08/26/defba11bfc1c0574154c40932f23aefd_FORMATO.jpeg",102563,27,290,"mei","Nulo",0,3,0,0,0,"290",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"369","Marcelo Rangel da Rosa","marcelo-rangel","Marcelo Rangel","https://s.glbimg.com/es/sde/f/2020/08/26/a5be04058297823632c7065f9ceea2ae_FORMATO.jpeg",82730,27,290,"gol","Nulo",0,0.77,0,-3.45,2,"290",1,NA,NA,NA,NA,29,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA
"370","Muriel Gustavo Becker","muriel","Muriel","https://s.glbimg.com/es/sde/f/2020/08/11/37c640ec0cd77c476e2aeef745c5420f_FORMATO.png",69041,27,266,"gol","Nulo",0,4.62,0,2.36,19,"266",NA,NA,NA,6,NA,140,4,NA,19,20,NA,NA,NA,NA,NA,NA,NA,NA
