"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","DS","FC","FS","FT","PI","A","CA","FD","FF","G","DD","DP","GS","I","SG","PP","CV","GC"
"258","Nathan Otávio Ribeiro","nathan-ribeiro","Nathan Ribeiro","https://s.glbimg.com/es/sde/f/2020/03/03/96fb7ded5758b12433b954935496405f_FORMATO.png",102607,5,294,"zag","Nulo",0,3,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259","Matheus Ferraz Pereira","matheus-ferraz","Matheus Ferraz","https://s.glbimg.com/es/sde/f/2020/08/11/16fac49e8d3bba144b424d3a32ca55ad_FORMATO.png",38632,5,266,"zag","Nulo",0,6,0,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260","Egídio de Araújo Pereira Júnior","egidio","Egídio","https://s.glbimg.com/es/sde/f/2020/08/11/672d352606042414d4d148952612fe89_FORMATO.png",42145,5,266,"lat","Provável",7.8,10.62,0.87,5.84,5,"Fluminense",28,5,6,NA,67,NA,NA,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"261","Tiago Pereira da Silva","tiago-orobo","Tiago Orobó","https://s.glbimg.com/es/sde/f/2020/07/16/4eb953e4438fcf9e228753c1ca7b4e48_FORMATO.png",87477,5,356,"ata","Nulo",0.8,1.93,-0.46,0.05,2,"Fortaleza",1,1,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"262","Bruno Ferreira Melo","bruno-melo","Bruno Melo","https://s.glbimg.com/es/sde/f/2020/03/06/88d17bd8903f1e821665cdd49c0bf7d9_FORMATO.png",84339,5,356,"lat","Dúvida",1.3,4.1,-0.72,2.7,5,"Fortaleza",7,8,2,NA,25,NA,1,1,1,1,NA,NA,NA,2,1,NA,NA,NA
"263","Gabriel Dias de Oliveira","gabriel-dias","Gabriel Dias","https://s.glbimg.com/es/sde/f/2019/03/22/4d0e23087bc533d8757c980cbd598eee_FORMATO.png",88368,5,356,"lat","Provável",0.1,5.76,-0.12,2.43,4,"Fortaleza",5,3,3,NA,6,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,NA,NA
"264","Thonny Anderson da Silva Carvalho","thonny-anderson","Thonny Anderson","https://s.glbimg.com/es/sde/f/2020/07/28/50ffd2282fd3da3693e850891d65327e_FORMATO.png",101484,5,280,"mei","Contundido",0,6,0,0,0,"Bragantino",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"265","Hudson Rodrigues dos Santos","hudson","Hudson","https://s.glbimg.com/es/sde/f/2020/08/11/2f197bbdfc2d69b1a353a2c023b5fc6b_FORMATO.png",50324,5,266,"mei","Nulo",0,7,0,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"266","Giovanni Piccolomo","giovanni","Giovanni","https://s.glbimg.com/es/sde/f/2020/03/02/1f3f60104216f17477b2f31c3b23ac5e_FORMATO.png",79432,5,294,"mei","Nulo",0,4,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"267","Wellington Alves da Silva","wellington-silva","Wellington Silva","https://s.glbimg.com/es/sde/f/2020/08/11/9e1c282e16e37d5fdb5fa7b81b2871cc_FORMATO.png",68895,5,266,"ata","Nulo",1.1,2.62,-0.02,0.07,4,"Fluminense",3,1,6,NA,12,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"268","Mariano Vázquez","mariano-vazquez","Mariano Vázquez","https://s.glbimg.com/es/sde/f/2019/07/03/8893116eb5db26f6e34e68d817fe606d_FORMATO.png",98760,5,356,"mei","Dúvida",0,1.59,-0.17,-0.17,3,"Fortaleza",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"269","Renê dos Santos Júnior","rene-junior","Renê Júnior","https://s.glbimg.com/es/sde/f/2020/03/02/5908e5d1c3f4f989e8bc1b27ccb7c65d_FORMATO.png",73281,5,294,"mei","Nulo",0,1.6,0,-0.7,3,"Coritiba",4,5,2,NA,4,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA
"270","Leonardo Javier Realpe Montaño","realpe","Realpe","https://s.glbimg.com/es/sde/f/2020/07/28/b2e83687d1e3ee5357f4fde25603a389_FORMATO.png",106299,5,280,"zag","Nulo",0,4,0,0,0,"Bragantino",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"271","Marlon Adriano Prezotti","marlon","Marlon","https://s.glbimg.com/es/sde/f/2019/03/22/165ca899b89d297dde03eeab3ad9dee7_FORMATO.png",88427,5,356,"mei","Nulo",0,3.55,0,0.9,1,"Fortaleza",1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"272","Paulo Henrique Chagas de Lima","ganso","Ganso","https://s.glbimg.com/es/sde/f/2020/08/11/6065b1defc59b5a923da5fc98d24534c_FORMATO.png",62977,5,266,"mei","Nulo",2.2,3.83,0.55,0.32,4,"Fluminense",4,2,5,NA,10,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"273","Tomás Esteban Cuello","cuello","Cuello","https://s.glbimg.com/es/sde/f/2020/07/28/1eeacbdffc5dd751f52728c41e6c3146_FORMATO.png",98909,5,280,"mei","Nulo",0,2,0,0,0,"Bragantino",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"274","Gilberto dos Santos Souza Júnior","gilberto","Gilberto","https://s.glbimg.com/es/sde/f/2020/08/26/fdc588ab84ce9888cdb98fde023d0be2_FORMATO.jpeg",73789,5,290,"mei","Nulo",0.1,3.04,-0.96,0.1,1,"Goiás",1,1,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"275","Luiz Henrique Araújo Silva","luiz-henrique","Luiz Henrique","https://s.glbimg.com/es/sde/f/2020/03/06/809a25003f6761d3bf3ea7e524986c59_FORMATO.png",101595,5,356,"mei","Nulo",0,2,0,0,0,"Fortaleza",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"276","Rodrigo Júnior Paula Silva","digao","Digão","https://s.glbimg.com/es/sde/f/2020/08/11/81d3b25879cf4905a5152581b71402f8_FORMATO.png",68886,5,266,"zag","Nulo",3.2,4.63,-0.37,3.2,1,"Fluminense",2,3,NA,NA,3,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"277","Gabriel Santana Pinto","gabriel","Gabriel","https://s.glbimg.com/es/sde/f/2020/01/21/85aa563c123a60bd623ab6053d632f1d_FORMATO.png",73515,5,294,"mei","Nulo",0,5.15,0,2.1,1,"Coritiba",2,NA,1,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"278","Francisco Hyun Sol Kim","chico","Chico","https://s.glbimg.com/es/sde/f/2020/08/04/13893a6365a1a9dc6fc1d57912718f8d_FORMATO.png",82407,5,373,"ata","Nulo",0,2.25,0,0.65,2,"Atlético-GO",1,1,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"279","Ruy Franco de Almeida Junior","ruy","Ruy","https://s.glbimg.com/es/sde/f/2020/03/02/f90b7a44cb9268d4fc3db1a3eee935fe_FORMATO.png",82939,5,294,"mei","Nulo",0,2.83,0,-0.27,3,"Coritiba",2,1,2,NA,13,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"280","Pablo Dyego da Silva Rosa","pablo-dyego","Pablo Dyego","https://s.glbimg.com/es/sde/f/2019/09/16/2327d03ce998da8f704c560f545dd528_FORMATO.png",86444,5,266,"ata","Contundido",0,2,0,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"281","Sandro Raniere Guimarães Cordeiro","sandro","Sandro","https://s.glbimg.com/es/sde/f/2020/08/26/fe2e657982abf2a67f086ac44918fdad_FORMATO.jpeg",62111,5,290,"mei","Nulo",-1.5,3.18,-0.66,-0.6,2,"Goiás",6,5,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"282","Luan Cândido de Almeida","luan-candido","Luan Cândido","https://s.glbimg.com/es/sde/f/2020/07/28/6e72b464ec47e25ee0d33c043677901a_FORMATO.png",100848,5,280,"lat","Nulo",0,2,0,0,0,"Bragantino",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"283","David Correa da Fonseca","david","David","https://s.glbimg.com/es/sde/f/2020/03/06/c5ae2181227b8ce1cfaa3ff33c7d8ac0_FORMATO.png",90309,5,356,"ata","Provável",1.5,3.19,0.14,0.86,5,"Fortaleza",6,10,3,NA,12,NA,NA,NA,5,NA,NA,NA,NA,2,NA,NA,NA,NA
"284","Muriel Gustavo Becker","muriel","Muriel","https://s.glbimg.com/es/sde/f/2020/08/11/37c640ec0cd77c476e2aeef745c5420f_FORMATO.png",69041,5,266,"gol","Provável",11.9,5.05,3.19,1.08,5,"Fluminense",NA,NA,NA,NA,56,NA,NA,NA,NA,NA,4,NA,5,NA,1,NA,NA,NA
"285","Cleiton Schwengber","cleiton","Cleiton","https://s.glbimg.com/es/sde/f/2020/08/11/56999db7c665007bbfe8c1e1b0e76f8d_FORMATO.png",93882,5,280,"gol","Provável",-4.6,0.75,-1.21,-0.86,5,"Bragantino",NA,NA,1,NA,28,NA,NA,NA,NA,NA,3,NA,7,NA,NA,NA,NA,NA
"286","David Braz de Oliveira Filho","david-braz","David Braz","https://s.glbimg.com/es/sde/f/2019/07/24/865c7c09e556e0fb58885e80a6591081_FORMATO.png",50317,5,284,"zag","Nulo",6.8,8.84,1.49,3.9,4,"Grêmio",5,2,2,NA,14,NA,NA,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA
"287","Bruno Nunes de Barros","bruno-tubarao","Bruno Tubarão","https://s.glbimg.com/es/sde/f/2020/07/28/463ff91ecdd216754f963fbe0244e831_FORMATO.png",93637,5,280,"mei","Nulo",0,1.61,0,0.53,4,"Bragantino",3,1,1,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"288","Igor de Carvalho Julião","igor-juliao","Igor Julião","https://s.glbimg.com/es/sde/f/2020/08/11/2b7fa1291409b9d4149ac8bd9c461eb7_FORMATO.png",81951,5,266,"lat","Nulo",0,4.51,0,2.75,4,"Fluminense",11,11,9,NA,28,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"289","Marcelo Rangel da Rosa","marcelo-rangel","Marcelo Rangel","https://s.glbimg.com/es/sde/f/2020/08/26/a5be04058297823632c7065f9ceea2ae_FORMATO.jpeg",82730,5,290,"gol","Nulo",0,0.86,0,-2.45,2,"Goiás",NA,NA,NA,NA,29,NA,NA,NA,NA,NA,1,NA,3,NA,NA,NA,NA,NA
"290","Luiz Antonio Ferreira Rodrigues","felipe","Felipe","https://s.glbimg.com/es/sde/f/2019/03/22/4ef6aa2bd0c3f910bdb023b63225bec1_FORMATO.png",91733,5,356,"mei","Provável",7.2,5.72,1.36,3.24,5,"Fortaleza",15,7,13,NA,18,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"291","Victor Andrade Santos","victor-andrade","Victor Andrade","https://s.glbimg.com/es/sde/f/2020/08/26/440d20f8bef7ed2efd9ebbb9c1b88e74_FORMATO.jpeg",80536,5,290,"ata","Nulo",6.6,6.89,1.21,4.97,4,"Goiás",7,12,21,NA,12,NA,2,NA,7,1,NA,NA,NA,NA,NA,NA,NA,NA
"292","Luccas Claro dos Santos","luccas-claro","Luccas Claro","https://s.glbimg.com/es/sde/f/2020/08/11/1062c554fc9540ac0e4184be2cd0a557_FORMATO.png",73465,5,266,"zag","Provável",3.3,6.42,0.51,2.76,5,"Fluminense",11,3,5,NA,30,NA,NA,NA,1,NA,NA,NA,NA,2,1,NA,NA,NA
"293","José Edson Barros da Silva","edson-carius","Edson Cariús","https://s.glbimg.com/es/sde/f/2020/03/06/a912afd225813af94fe04dd912cdb701_FORMATO.png",91750,5,356,"ata","Nulo",0,3.21,0,0.7,1,"Fortaleza",NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"294","Philip Luiz Soares da Silva","philip","Philip","https://s.glbimg.com/es/sde/f/2020/07/19/d35545c86a24c04675e015ea4e5c9a34_FORMATO.png",73758,5,292,"mei","Nulo",0,1.38,0,-0.4,1,"Sport",NA,1,1,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"295","Weverton Guilherme da Silva Souza","weverton","Weverton","https://s.glbimg.com/es/sde/f/2020/07/28/98ed816e6bc98070a63fcc74d25eca77_FORMATO.png",104625,5,280,"lat","Nulo",0,1.26,0,-0.05,2,"Bragantino",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"296","Alan Steven Franco Palma","franco","Franco","https://s.glbimg.com/es/sde/f/2020/07/21/d0dbee75f24d198e08b3add287282760_FORMATO.png",39656,5,282,"mei","Nulo",-0.1,3.04,-0.23,0.64,5,"Atlético-MG",2,4,6,NA,18,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"297","Yago Felipe da Costa Rocha","yago-felipe","Yago Felipe","https://s.glbimg.com/es/sde/f/2020/08/11/547c3364c22efd6f4b6928ed120d64b9_FORMATO.png",87747,5,266,"mei","Nulo",0,2.59,-0.35,-0.05,4,"Fluminense",1,6,4,NA,10,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"298","Henrique Almeida Caixeta Nascentes","henrique-almeida","Henrique Almeida","https://s.glbimg.com/es/sde/f/2020/08/26/e557abba11e4a7a58c8e280da1480703_FORMATO.jpeg",68773,5,290,"ata","Nulo",0,5,0,0,0,"Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"299","Marcelo Oliveira Ferreira","marcelo-oliveira","Marcelo Oliveira","https://s.glbimg.com/es/sde/f/2018/05/21/cd9984e989967919e3ef170f9dab23b7_FORMATO.png",50328,5,284,"zag","Nulo",0,3,0,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"300","Luiz Gustavo Tavares Conde","luiz-gustavo","Luiz Gustavo","https://s.glbimg.com/es/sde/f/2020/08/26/4abf50d8db8cafea0dd9a8130829ab3b_FORMATO.jpeg",80573,5,290,"zag","Nulo",0,2.42,0,0.87,3,"Goiás",8,6,5,NA,21,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"301","Claudio Luiz Rodrigues Parisi Leonel","claudinho","Claudinho","https://s.glbimg.com/es/sde/f/2020/07/28/552853b4ec9d01e9cfe52d7863da96fd_FORMATO.png",92630,5,280,"ata","Provável",7.9,14,0.95,6.04,5,"Bragantino",11,1,8,NA,45,1,NA,4,3,1,NA,NA,NA,NA,NA,NA,NA,NA
"302","Patrick de Oliveira Vieira","patrick-vieira","Patrick Vieira","https://s.glbimg.com/es/sde/f/2020/03/02/1b0ea475d6d2bdd4a6d337fb781b4752_FORMATO.png",78635,5,294,"lat","Provável",0.6,3.88,0.21,0.77,3,"Coritiba",5,4,3,NA,29,NA,1,2,1,NA,NA,NA,NA,1,NA,NA,NA,NA
"303","Jean Pyerre Casagrande Silveira Correa","jean-pyerre","Jean Pyerre","https://s.glbimg.com/es/sde/f/2019/07/09/c0831db56540c4e253fdd6affa63d176_FORMATO.png",98832,5,284,"mei","Nulo",0.4,12.73,-1.08,4.73,3,"Grêmio",7,2,4,1,20,NA,NA,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"304","Marcos Vinícius Sousa Natividade","marquinhos","Marquinhos","https://s.glbimg.com/es/sde/f/2020/02/27/636794bd55317612f53a95fc4663618f_FORMATO.png",102292,5,292,"ata","Provável",2.3,5.1,-0.09,2.92,5,"Sport",9,9,25,NA,28,NA,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"305","Lucas Vinícius Gonçalves Silva","lucao-do-break","Lucão do Break","https://s.glbimg.com/es/sde/f/2020/08/26/327d8ca1e3d966621e0b1f2489f9b43a_FORMATO.jpeg",83199,5,290,"ata","Nulo",0,3,0,0,0,"Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"306","Júlio César Jacobi","julio-cesar","Júlio César","https://s.glbimg.com/es/sde/f/2019/08/16/e0a4857e8a29ebeabcb5c38571b22ce2_FORMATO.png",49673,5,284,"gol","Nulo",0,4,0,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"307","Yuri Oliveira Lima","yuri-lima","Yuri Lima","https://s.glbimg.com/es/sde/f/2020/08/11/b2893fbcf5a6387a335f1fc33beb7f4d_FORMATO.png",90569,5,266,"mei","Provável",3.2,1.7,0.68,0.48,4,"Fluminense",7,6,3,NA,16,NA,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"308","Marcos Felipe de Freitas Monteiro","marcos-felipe","Marcos Felipe ","https://s.glbimg.com/es/sde/f/2020/08/11/1e384aacfbb6566d7f8e26a14bdb07ed_FORMATO.png",85004,5,266,"gol","Nulo",0,2,0,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"309","Daniel Alberto Villalva Barrios","keko","Keko ","https://s.glbimg.com/es/sde/f/2020/08/26/b53fdb79b554fd3023712890b2802adc_FORMATO.jpeg",81683,5,290,"ata","Nulo",5.2,2.72,1.4,2.3,2,"Goiás",4,3,3,1,14,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA
"310","Luis Manuel Orejuela García","orejuela","Orejuela","https://s.glbimg.com/es/sde/f/2020/07/19/2277b33232bf3b6a9c2e569271b9f87d_FORMATO.png",95352,5,284,"lat","Nulo",8.8,8.95,2.04,3.7,5,"Grêmio",12,14,9,NA,60,NA,1,1,1,NA,NA,NA,NA,NA,3,NA,NA,NA
"311","Jonathan Doin","paulo-miranda","Paulo Miranda","https://s.glbimg.com/es/sde/f/2018/05/21/62fa3dde13de597371870ee9b721b5d7_FORMATO.png",68817,5,284,"zag","Nulo",0,3,0,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"312","Fábio Pizarro Sanches","fabio-sanches","Fábio Sanches","https://s.glbimg.com/es/sde/f/2020/08/26/5756a4bae1a6bb1e484099d7ea94222d_FORMATO.jpeg",71604,5,290,"zag","Nulo",6.2,6.92,0.95,3.9,4,"Goiás",8,1,3,NA,12,NA,NA,1,2,NA,NA,NA,NA,NA,1,NA,NA,NA
"313","Douglas Moreira Fagundes","dodi","Dodi","https://s.glbimg.com/es/sde/f/2020/08/11/87b4fea563db3d41db70885180069dfb_FORMATO.png",89883,5,266,"mei","Provável",2,9.92,-0.45,4.48,5,"Fluminense",21,6,7,NA,19,NA,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"314","Pedro Raul Garay da Silva","pedro-raul","Pedro Raul","https://s.glbimg.com/es/sde/f/2020/03/01/a9eff7e76be6852105bc805128846d3a_FORMATO.png",98225,5,263,"ata","Provável",9.4,7.7,2.1,5.3,2,"Botafogo",2,2,2,NA,10,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA
"315","Rómulo Otero Vásquez","otero","Otero","https://s.glbimg.com/es/sde/f/2020/08/24/62b6f54e98abc98430c7cf8079b8f517_FORMATO.png",83004,5,264,"mei","Nulo",0,14,0,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"316","Marcílio Florêncio Mota Filho","nino","Nino","https://s.glbimg.com/es/sde/f/2020/08/11/672deb726c86fbc4b3c7a16153f7ec70_FORMATO.png",91708,5,266,"zag","Provável",0,4.34,0,0.55,4,"Fluminense",4,4,7,NA,13,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"317","Lucas Cavalcante Silva Afonso","lucao","Lucão","https://s.glbimg.com/es/sde/f/2020/08/26/263beb42c32d93d9e5717130da44281f_FORMATO.jpeg",84554,5,290,"zag","Nulo",0,3,0,0,0,"Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"318","Odair Hellmann","odair-hellmann","Odair Hellmann","https://s.glbimg.com/es/sde/f/2020/07/19/059642474c6a0cb2fa9acebfe933df26_FORMATO.png",92273,5,266,"tec","Provável",4.94,8.5,0.6,3.2,5,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"319","Yago da Silva Rocha","yago-rocha","Yago Rocha","https://s.glbimg.com/es/sde/f/2020/08/26/6622fc0f0b4563502290e852155ed20f_FORMATO.jpeg",90118,5,290,"lat","Nulo",0,3.06,0,1.9,1,"Goiás",1,NA,NA,NA,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"320","Paulo Victor Mileo Vidotti","paulo-victor","Paulo Victor","https://s.glbimg.com/es/sde/f/2018/05/21/6022690f57c54343611ba7c2008603ce_FORMATO.png",68873,5,284,"gol","Nulo",8.6,7.25,1.29,6.85,2,"Grêmio",NA,NA,NA,NA,13,NA,NA,NA,NA,NA,3,NA,1,NA,1,NA,NA,NA
"321","Walter Kannemann","kannemann","Kannemann","https://s.glbimg.com/es/sde/f/2018/05/21/7a4b8f949ed4d8b668d8c40a33e50edb_FORMATO.png",87342,5,284,"zag","Nulo",8.3,12.14,1.58,5.05,4,"Grêmio",12,12,7,NA,11,NA,2,NA,1,NA,NA,NA,NA,NA,3,NA,NA,NA
"322","Matheus Alves da Silva Cardoso","matheus-alves","Matheus Alves","https://s.glbimg.com/es/sde/f/2020/08/26/9f0365f3162049e805c9b1b5188c50bf_FORMATO.jpeg",91712,5,290,"gol","Nulo",0,1,0,0,0,"Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"323","Wesley Frazan Bernardo","frazan","Frazan","https://s.glbimg.com/es/sde/f/2019/09/16/c5d2c137a7f71266770588b3ad4680ba_FORMATO.png",97528,5,266,"zag","Contundido",0,3,0,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"324","Alerrandro Barra Mansa Realino de Souza","alerrandro","Alerrandro","https://s.glbimg.com/es/sde/f/2020/07/28/e7ad33aff8b2ab2890e6f1e782d86362_FORMATO.png",101715,5,280,"ata","Contundido",8.3,11.02,0.53,6.72,5,"Bragantino",3,4,8,1,17,NA,NA,2,3,3,NA,NA,NA,3,NA,NA,NA,NA
"325","Bruno Cortês Barbosa","bruno-cortez","Bruno Cortez","https://s.glbimg.com/es/sde/f/2018/05/18/0ba3c7d69167c8dcfafe511fc043e800_FORMATO.png",72079,5,284,"lat","Nulo",7.4,11.42,1.66,4.94,5,"Grêmio",16,6,4,NA,36,NA,1,NA,1,NA,NA,NA,NA,1,3,NA,NA,NA
"326","Éder Ferreira Graminho","eder","Éder ","https://s.glbimg.com/es/sde/f/2020/02/27/15b28caaa2392bbd4e619dee98680e8e_FORMATO.png",91203,5,373,"zag","Provável",1.6,4.2,0.3,1.92,4,"Atlético-GO",4,4,7,NA,20,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"327","Matheus Antonio Souza dos Santos","matheus-pato","Matheus Pato","https://s.glbimg.com/es/sde/f/2020/02/27/cfc13c70b277f0c5b63a5534f08fad66_FORMATO.png",92290,5,266,"ata","Nulo",0,2,0,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"328","Luciano da Rocha Neves","luciano","Luciano","https://s.glbimg.com/es/sde/f/2020/08/18/3ca611370a41964d7e12a7d04a9474aa_FORMATO.png",80287,5,276,"ata","Provável",7.3,7.29,0.62,5.83,3,"São Paulo",4,5,6,NA,8,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"329","Gustavo Henrique Ferrareis","gustavo-ferrareis","Gustavo Ferrareis","https://s.glbimg.com/es/sde/f/2020/02/27/86bda8f1f2f8a1d79cbbc8a21a0d4436_FORMATO.png",89815,5,373,"mei","Provável",2.5,9.62,-0.46,7.8,3,"Atlético-GO",6,6,12,NA,25,1,NA,1,4,1,NA,NA,NA,1,NA,NA,NA,NA
"330","Fernando José Pacheco Rivas","fernando-pacheco","Fernando Pacheco","https://s.glbimg.com/es/sde/f/2020/08/11/0f3de4bf496db9970fd66f13146a40a4_FORMATO.png",98740,5,266,"ata","Nulo",0,3.03,0,0.2,2,"Fluminense",1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"331","Alisson Euler de Freitas Castro","alisson","Alisson","https://s.glbimg.com/es/sde/f/2018/05/18/eeeced6e37969b2b8161eb83c56d069e_FORMATO.png",81845,5,284,"mei","Nulo",7.9,11.21,0.28,6.56,5,"Grêmio",12,4,9,1,44,1,NA,10,4,NA,NA,NA,NA,1,NA,NA,NA,NA
"332","Gilvan Souza Correa","gilvan","Gilvan","https://s.glbimg.com/es/sde/f/2020/02/27/73ad0548535f59edf7dd6d9d1224dc21_FORMATO.png",82773,5,373,"zag","Provável",-0.4,4.71,-0.45,1.98,4,"Atlético-GO",6,6,4,NA,9,NA,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA
"333","Renato Kayzer de Souza","renato-kayzer","Renato Kayzer","https://s.glbimg.com/es/sde/f/2020/02/27/f22a30bebccebd99dba033a4a509804f_FORMATO.png",92696,5,373,"ata","Contundido",0,4,0,0,0,"Atlético-GO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"334","Marcelo de Araújo Pitaluga Filho","marcelo-pitaluga","Marcelo Pitaluga ","https://s.glbimg.com/es/sde/f/2020/02/27/27b6e3fa434d4d2ba2fddcac794ae0de_FORMATO.png",101478,5,266,"gol","Nulo",0,2,0,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"335","Leandro Henrique do Nascimento","leandrinho","Leandrinho","https://s.glbimg.com/es/sde/f/2020/08/21/0a104e26afc93ebbbf158e5bfc8a3400_FORMATO.png",91702,5,280,"ata","Nulo",0,3,0,0,0,"Bragantino",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
