"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","CA","DS","FC","FF","FS","PI","SG","A","FD","G","GS","CV","I","DD","DP","FT","GC","PP"
"272","Matheus Ferraz Pereira","matheus-ferraz","Matheus Ferraz","https://s.glbimg.com/es/sde/f/2020/08/11/16fac49e8d3bba144b424d3a32ca55ad_FORMATO.png",38632,20,266,"zag","Nulo",0,5.46,0,5.15,2,"266",NA,NA,2,NA,1,4,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"273","Fábio Pizarro Sanches","fabio-sanches","Fábio Sanches","https://s.glbimg.com/es/sde/f/2020/08/26/5756a4bae1a6bb1e484099d7ea94222d_FORMATO.jpeg",71604,20,290,"zag","Contundido",0,5.78,0,2.5,13,"290",1,23,9,3,11,31,3,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA
"274","Egídio de Araújo Pereira Júnior","egidio","Egídio","https://s.glbimg.com/es/sde/f/2020/08/11/672d352606042414d4d148952612fe89_FORMATO.png",42145,20,266,"lat","Nulo",0,9.3,0,4.22,11,"266",NA,43,14,1,6,143,1,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"275","Luciano da Rocha Neves","luciano","Luciano","https://s.glbimg.com/es/sde/f/2020/08/18/3ca611370a41964d7e12a7d04a9474aa_FORMATO.png",80287,20,276,"ata","Provável",2.2,8.25,-0.96,4.58,14,"276",3,20,20,8,24,72,NA,1,2,5,NA,NA,3,NA,NA,1,NA,NA
"276","Hudson Rodrigues dos Santos","hudson","Hudson","https://s.glbimg.com/es/sde/f/2020/08/11/2f197bbdfc2d69b1a353a2c023b5fc6b_FORMATO.png",50324,20,266,"mei","Provável",4.4,6.07,0.51,2.02,13,"266",1,36,27,3,11,54,NA,2,3,NA,NA,1,1,NA,NA,NA,1,NA
"277","Patrick Machado Ferreira ","patrick","Patrick","https://s.glbimg.com/es/sde/f/2020/07/19/c14a26423f60b6ea3fad21b28855d481_FORMATO.png",99918,20,284,"mei","Nulo",0,2.74,0,-0.5,1,"284",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"278","Alisson Euler de Freitas Castro","alisson","Alisson","https://s.glbimg.com/es/sde/f/2018/05/18/eeeced6e37969b2b8161eb83c56d069e_FORMATO.png",81845,20,284,"mei","Contundido",0,11.51,0,5.76,13,"284",1,18,12,17,35,109,NA,4,13,1,NA,NA,4,NA,NA,1,NA,NA
"279","Luiz Henrique Araújo Silva","luiz-henrique","Luiz Henrique","https://s.glbimg.com/es/sde/f/2020/03/06/809a25003f6761d3bf3ea7e524986c59_FORMATO.png",101595,20,356,"mei","Nulo",0,1.66,0,0.5,1,"356",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"280","Lucas Silva Borges","lucas-silva","Lucas Silva","https://s.glbimg.com/es/sde/f/2020/07/19/35677798312c58c5cc2c64f41b79a8dc_FORMATO.png",79701,20,284,"mei","Provável",0,4.55,0,1.38,17,"284",3,23,15,5,22,57,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"281","Júlio César Jacobi","julio-cesar","Júlio César","https://s.glbimg.com/es/sde/f/2019/08/16/e0a4857e8a29ebeabcb5c38571b22ce2_FORMATO.png",49673,20,284,"gol","Nulo",0,4,0,0,0,"284",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"282","Thiago Galhardo do Nascimento Rocha","thiago-galhardo","Thiago Galhardo","https://s.glbimg.com/es/sde/f/2020/02/27/58765e09575aeed485460352a0980dad_FORMATO.png",71844,20,285,"mei","Provável",0,18.21,0,9.32,18,"285",1,15,16,16,28,87,NA,5,8,15,NA,1,10,NA,NA,NA,NA,NA
"283","Uendel Pereira Gonçalves","uendel","Uendel","https://s.glbimg.com/es/sde/f/2020/02/27/874b64215923c64744352951788dc4b4_FORMATO.png",60852,20,285,"lat","Nulo",0,3.59,0,1.83,7,"285",NA,13,9,NA,1,62,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"284","Heitor Rodrigues da Fonseca","heitor","Heitor","https://s.glbimg.com/es/sde/f/2020/02/27/46ea70366228afe849358bbedd6c18e1_FORMATO.png",104649,20,285,"lat","Suspenso",-1.6,4.25,-0.36,4.53,7,"285",3,20,10,1,8,45,1,4,2,NA,NA,1,NA,NA,NA,NA,NA,NA
"285","Renzo Saravia","saravia","Saravia","https://s.glbimg.com/es/sde/f/2020/03/02/2adf4c12427d0fca9fe94f89118bd866_FORMATO.png",96725,20,285,"lat","Contundido",0,18.78,0,7.96,8,"285",1,37,12,2,15,56,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"286","Lucas Esteves de Souza","esteves","Esteves","https://s.glbimg.com/es/sde/f/2019/07/08/cd984c932e6f6d7e51df1e0963c5513e_FORMATO.jpeg",100846,20,275,"lat","Nulo",0,1.94,0,-0.65,2,"275",1,3,3,NA,1,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"287","Andrés Nicolas D'Alessandro","d-alessandro","D'Alessandro","https://s.glbimg.com/es/sde/f/2020/02/27/848601c752c8fa58a805d78e5bad50db_FORMATO.png",62023,20,285,"mei","Nulo",0,2.61,0,0.13,15,"285",3,5,4,3,9,53,NA,NA,4,NA,NA,NA,3,NA,NA,NA,NA,NA
"288","David Braz de Oliveira Filho","david-braz","David Braz","https://s.glbimg.com/es/sde/f/2019/07/24/865c7c09e556e0fb58885e80a6591081_FORMATO.png",50317,20,284,"zag","Provável",3.7,9.1,-1.32,3.96,15,"284",NA,32,12,5,6,69,4,NA,2,2,NA,1,NA,NA,NA,NA,NA,NA
"289","Gustavo Nonato Santana","nonato","Nonato","https://s.glbimg.com/es/sde/f/2020/02/27/4fc30df934657cce0aecf53ef7dc9a8b_FORMATO.png",100987,20,285,"mei","Nulo",13.4,6.63,2.12,4.96,5,"285",2,19,6,NA,10,14,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"290","Eduardo Gabriel Aquino Cossa","pepe","Pepê","https://s.glbimg.com/es/sde/f/2018/07/31/21dbd08feda4a4caf00ffc5fe75ec14b_FORMATO.png",91201,20,284,"ata","Provável",7.4,15.11,0.88,7.43,15,"284",NA,24,7,10,37,59,NA,3,7,6,NA,NA,2,NA,NA,NA,NA,NA
"291","Thaciano Mickael da Silva","thaciano","Thaciano","https://s.glbimg.com/es/sde/f/2018/05/21/8805a9e1e4f2ee609adb3d2576d5ff0a_FORMATO.png",87470,20,284,"mei","Nulo",2.8,5.31,-0.15,2.12,10,"284",1,10,8,5,8,24,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA
"292","Keiller da Silva Nunes","keiller","Keiller","https://s.glbimg.com/es/sde/f/2020/02/27/4d3e8df7f1ee40580d75e33e752dcff2_FORMATO.png",93834,20,285,"gol","Nulo",0,2,0,0,0,"285",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"293","Martín Nicolás Sarrafiore","sarrafiore","Sarrafiore","https://s.glbimg.com/es/sde/f/2020/09/17/8f1169f09495acbeed3fec9bcfc07aa0_FORMATO.png",101315,20,294,"mei","Nulo",0,3.1,0,1.54,5,"Coritiba",1,5,4,6,5,18,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"294","Henrique Almeida Caixeta Nascentes","henrique-almeida","Henrique Almeida","https://s.glbimg.com/es/sde/f/2020/08/26/e557abba11e4a7a58c8e280da1480703_FORMATO.jpeg",68773,20,290,"ata","Contundido",0,5,0,0,0,"290",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"295","João Gabriel Martins Peglow","peglow","Peglow","https://s.glbimg.com/es/sde/f/2020/02/27/5c7fe67d54b296320092b526cff1e6bb_FORMATO.png",106821,20,285,"mei","Nulo",0,1.74,0,0.82,5,"285",NA,2,5,1,1,12,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"296","Leonardo Gomes da Conceição Silva","leonardo","Leonardo","https://s.glbimg.com/es/sde/f/2018/05/21/15d96549307788253f2aba10bff0c973_FORMATO.png",86973,20,284,"lat","Nulo",0,6,0,0,0,"284",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"297","Rodrigo Oliveira Lindoso","rodrigo-lindoso","Rodrigo Lindoso","https://s.glbimg.com/es/sde/f/2020/02/27/bc31f941c1bb5d6c26ada24af71bcf45_FORMATO.png",72362,20,285,"mei","Provável",2.6,4.4,-0.22,0.89,16,"285",2,28,29,1,8,61,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"298","Jonathan Doin","paulo-miranda","Paulo Miranda","https://s.glbimg.com/es/sde/f/2018/05/21/62fa3dde13de597371870ee9b721b5d7_FORMATO.png",68817,20,284,"zag","Nulo",5,3.19,1.12,1.14,7,"284",1,8,11,NA,2,35,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"299","Edenílson Andrade Dos Santos","edenilson","Edenílson","https://s.glbimg.com/es/sde/f/2020/02/27/dab4d223e4d736b3877f27a6b24a7a0e_FORMATO.png",63289,20,285,"mei","Provável",0.2,8.11,-0.2,2.5,18,"285",4,29,31,9,20,137,NA,3,5,2,NA,NA,2,NA,NA,NA,NA,NA
"300","Damián Marcelo Musto","musto","Musto","https://s.glbimg.com/es/sde/f/2020/02/27/aa72a4508aad03611c623879b48a94c6_FORMATO.png",94838,20,285,"mei","Nulo",-2.5,4.89,-0.73,1.51,12,"285",2,23,18,2,12,25,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA
"301","João Lucas Souza Cardoso","johnny","Johnny ","https://s.glbimg.com/es/sde/f/2020/02/27/fd6f78bc8647dd5e9fc9090d28654546_FORMATO.png",106002,20,285,"mei","Nulo",0,2.64,0,2.42,5,"285",NA,11,1,1,3,19,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"302","Ramires Santos do Nascimento","ramires","Ramires","https://s.glbimg.com/es/sde/f/2019/07/15/f7e7e1bc3ae4b0d7928b527e2e567bc1_FORMATO.png",50293,20,275,"mei","Nulo",0,4.46,0,0.57,14,"275",2,20,12,1,6,31,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,NA
"303","Guilherme da Silva Azevedo","guilherme-azevedo","Guilherme Azevedo","https://s.glbimg.com/es/sde/f/2020/07/19/756f7ee69aa8fccdfd44fbbf534a60a0_FORMATO.png",105837,20,284,"ata","Nulo",0,1.74,0,1.4,7,"284",NA,4,2,2,8,7,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA
"304","Bruno Ferreira Melo","bruno-melo","Bruno Melo","https://s.glbimg.com/es/sde/f/2020/03/06/88d17bd8903f1e821665cdd49c0bf7d9_FORMATO.png",84339,20,356,"lat","Provável",-1.5,4.06,-1,2.69,12,"356",3,11,18,1,8,59,4,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA
"305","José Romário Silva de Souza","romarinho","Romarinho","https://s.glbimg.com/es/sde/f/2020/03/06/e4bf45811b6c858824a076c5f69c6ae0_FORMATO.png",84523,20,356,"ata","Provável",6.6,9.23,1.23,2.99,18,"356",2,15,10,10,41,58,NA,NA,6,2,NA,NA,2,NA,NA,1,NA,NA
"306","Rodinei Marcelo de Almeida","rodinei","Rodinei","https://s.glbimg.com/es/sde/f/2020/02/27/001cd019cd767eafa0c877ae4f8a27ab_FORMATO.png",73992,20,285,"lat","Provável",0.9,4.4,-0.93,2,8,"285",1,14,13,1,10,65,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"307","Isaque Elias Brito","isaque","Isaque","https://s.glbimg.com/es/sde/f/2020/07/19/ab7cfc831a0762107f21b7bd866d6bf1_FORMATO.png",101483,20,284,"ata","Nulo",-0.7,5.09,-1.21,2.53,18,"284",NA,11,12,13,11,50,NA,1,8,2,NA,NA,2,NA,NA,NA,NA,NA
"308","Wanderley de Jesus Sousa","derley","Derley","https://s.glbimg.com/es/sde/f/2019/03/22/38fbbc852eaf7ac63811890c98f9ee2a_FORMATO.png",60791,20,356,"mei","Nulo",0,2.82,0,-0.35,2,"356",1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"309","Gabriel Dias de Oliveira","gabriel-dias","Gabriel Dias","https://s.glbimg.com/es/sde/f/2019/03/22/4d0e23087bc533d8757c980cbd598eee_FORMATO.png",88368,20,356,"lat","Provável",-0.5,6.8,-0.38,2.92,16,"356",1,12,13,2,13,55,6,1,3,1,NA,1,2,NA,NA,NA,NA,NA
"310","Jefferson Junio Antônio da Silva","jefferson","Jefferson","https://s.glbimg.com/es/sde/f/2020/08/26/1b4ff7917a54d469be132fbe58592256_FORMATO.jpeg",95220,20,290,"lat","Nulo",0,5.37,0,1.83,9,"290",1,15,7,2,7,56,2,NA,NA,1,NA,1,1,NA,NA,NA,1,NA
"311","Luan Silva dos Santos","luan-silva","Luan Silva","https://s.glbimg.com/es/sde/f/2020/03/07/9323f3231e0e80378421c98fe7c6b795_FORMATO.png",102295,20,275,"ata","Contundido",0,2,0,0,0,"275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"312","Juan Ramón Cazares Sevillano","cazares","Cazares","https://s.glbimg.com/es/sde/f/2020/09/26/b400496767c5b2364514614c6837b344_FORMATO.png",81682,20,264,"mei","Contundido",0,9.34,0,1.17,6,"264",1,1,2,NA,3,17,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA
"313","Rodolfo Filemon de Oliveira da Silva","rodolfo-filemon","Rodolfo Filemon","https://s.glbimg.com/es/sde/f/2020/03/03/58a5f1fedb37779403b28bf802247d46_FORMATO.png",97925,20,294,"zag","Provável",-0.8,0.79,0.01,-0.13,12,"Coritiba",5,7,16,1,6,55,3,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA
"314","Jair Rodrigues Júnior","jair","Jair","https://s.glbimg.com/es/sde/f/2020/08/31/4322e71a5ba13c6f911158707a657254_FORMATO.png",81091,20,282,"mei","Nulo",0,8.6,0,3.14,17,"282",4,44,36,6,34,59,NA,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"315","Rodrigo Modesto da Silva Moledo","rodrigo-moledo","Rodrigo Moledo","https://s.glbimg.com/es/sde/f/2020/02/27/887c825f63637b345d17570bf49d66fa_FORMATO.png",63354,20,285,"zag","Nulo",0,7.07,0,3.54,13,"285",2,15,6,1,13,22,5,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"316","Carlos Andrés Sánchez Arcosa","carlos-sanchez","Carlos Sánchez","https://s.glbimg.com/es/sde/f/2020/03/09/dcd863bb1e191c65dfdeac7713a01704_FORMATO.png",81677,20,277,"mei","Contundido",0,5.65,0,1.66,12,"Santos",1,15,11,7,18,98,NA,1,6,NA,NA,NA,1,NA,NA,NA,NA,1
"317","Danilo Fernandes Batista","danilo-fernandes","Danilo Fernandes","https://s.glbimg.com/es/sde/f/2020/02/27/d6d33f8f9a956799465c508d4d9e4263_FORMATO.png",69051,20,285,"gol","Nulo",0,4.27,0,-2,0,"285",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"318","Antônio Josenildo Rodrigues de Oliveira","rodrigues","Rodrigues","https://s.glbimg.com/es/sde/f/2018/08/09/e6b3f5b4c7922f94ca18791b3af1f390_FORMATO.png",91251,20,284,"zag","Provável",7.2,2.79,1.52,1.05,7,"284",2,2,3,2,2,30,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"319","Marcos Guilherme de Almeida Santos Matos","marcos-guilherme","Marcos Guilherme ","https://s.glbimg.com/es/sde/f/2020/02/27/cface4b2faa10e1c22eb8e5dfb7971ad_FORMATO.png",83266,20,285,"mei","Provável",1.1,3.13,0,0.58,17,"285",1,11,17,6,8,35,NA,NA,3,NA,NA,NA,5,NA,NA,1,NA,NA
"320","Ramon de Morais Motta ","ramon","Ramon","https://s.glbimg.com/es/sde/f/2020/08/17/c3880e0855085540096eb79ca1b203f2_FORMATO.png",68896,20,267,"lat","Contundido",0,7,0,0,0,"267",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"321","Rodrigo Dourado Cunha","rodrigo-dourado","Rodrigo Dourado","https://s.glbimg.com/es/sde/f/2020/02/27/12e542636d28c0dc887fe6ae967dbe52_FORMATO.png",78865,20,285,"mei","Nulo",0,4.14,0,-0.2,3,"285",1,2,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"322","David de Duarte Macedo","david-duarte","David Duarte","https://s.glbimg.com/es/sde/f/2020/10/28/bc1aa1e9e309d904fee8aa101a3494aa_FORMATO.png",91772,20,290,"zag","Provável",0.4,3.76,-0.39,2.91,10,"290",NA,16,5,3,4,54,2,NA,3,1,NA,1,NA,NA,NA,NA,NA,NA
"323","Ulisses Wilson Jeronymo Rocha ","ulisses","Ulisses","https://s.glbimg.com/es/sde/f/2020/08/17/0e567592573809f02b9880554b15c431_FORMATO.png",101647,20,267,"zag","Nulo",0,2,0,0,0,"267",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"324","Marlon Adriano Prezotti","marlon","Marlon","https://s.glbimg.com/es/sde/f/2019/03/22/165ca899b89d297dde03eeab3ad9dee7_FORMATO.png",88427,20,356,"mei","Nulo",0.5,2.77,0.22,0.83,13,"356",1,16,15,2,7,20,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"325","Daniel Alves da Silva","daniel-alves","Daniel Alves","https://s.glbimg.com/es/sde/f/2020/03/09/9996d55cd79f9deac2e370cbb20e3d36_FORMATO.png",38939,20,276,"mei","Provável",0,10.51,0,1.83,10,"276",3,21,27,9,20,110,NA,NA,3,1,NA,NA,2,NA,NA,NA,NA,NA
"326","Bruno Henrique Pinto","bruno-henrique","Bruno Henrique","https://s.glbimg.com/es/sde/f/2020/07/21/c6deeaacd987fda728f5e5cb9a7d733c_FORMATO.png",90285,20,262,"ata","Provável",3.6,11.82,0.6,3.63,13,"Flamengo",7,15,22,6,32,75,NA,3,4,3,NA,NA,4,NA,NA,2,NA,1
"327","Bruno Cortês Barbosa","bruno-cortez","Bruno Cortez","https://s.glbimg.com/es/sde/f/2018/05/18/0ba3c7d69167c8dcfafe511fc043e800_FORMATO.png",72079,20,284,"lat","Nulo",0,9.63,0,2.82,15,"284",1,33,16,1,16,97,5,NA,1,NA,NA,1,2,NA,NA,NA,NA,NA
"328","Lucas Araújo de Oliveira","lucas-araujo","Lucas Araújo","https://s.glbimg.com/es/sde/f/2020/07/19/42424bcbcec84f88078917af7eaa872f_FORMATO.png",100844,20,284,"mei","Nulo",0,1,0,0,0,"284",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"329","Natanael Batista Pimenta","natanael","Natanael","https://s.glbimg.com/es/sde/f/2020/09/12/e3f2361fc0584d13ce3b65e8673cf1e6_FORMATO.png",86264,20,373,"lat","Nulo",-0.5,3.52,-0.5,2.27,7,"373",1,9,6,3,8,52,2,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA
"330","Ruan Tressoldi Netto","ruan","Ruan","https://s.glbimg.com/es/sde/f/2019/12/06/d2a238e1b58db291139f1714859cad33_FORMATO.png",100842,20,284,"zag","Nulo",0,0.77,0,0,2,"284",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"331","Marcos Luis Rocha Aquino","marcos-rocha","Marcos Rocha","https://s.glbimg.com/es/sde/f/2020/03/09/ebc79a97a8840c38c63b16446a1c84b5_FORMATO.png",63013,20,275,"lat","Dúvida",6.3,8.26,0.31,2.52,11,"275",1,31,14,1,10,102,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"332","Hugo de Souza Nogueira","hugo-souza","Hugo Souza","https://s.glbimg.com/es/sde/f/2020/07/21/8797280aa7931393c0b38693520e8195_FORMATO.png",101574,20,262,"gol","Provável",-9,0.79,-1.38,1.09,8,"Flamengo",NA,NA,NA,NA,NA,43,1,NA,NA,NA,14,NA,NA,9,NA,NA,NA,NA
"333","Diogo Barbosa Mendanha","diogo-barbosa","Diogo Barbosa","https://s.glbimg.com/es/sde/f/2020/09/11/8c1bbc63952b2e050b6b5662f996e79d_FORMATO.png",70916,20,284,"lat","Provável",5,8.57,0.18,3.22,14,"284",1,32,9,6,14,84,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"334","Rildo Gonçalves de Amorim Filho","rildo","Rildo",NA,107798,20,284,"mei","Nulo",0,0.79,0,0.15,2,"284",NA,NA,1,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"335","Jailson Marcelino dos Santos","jailson","Jailson","https://s.glbimg.com/es/sde/f/2020/03/09/511303024e5679ad2b3ae40dd0b19d1d_FORMATO.png",72290,20,275,"gol","Provável",0,1.35,0,-3.33,3,"275",1,NA,NA,NA,NA,20,NA,NA,NA,NA,5,NA,NA,1,NA,NA,NA,NA
"336","Reinaldo Manoel da Silva","reinaldo","Reinaldo","https://s.glbimg.com/es/sde/f/2019/04/01/6d2d1a24cd6dbf9313e0b6efedc5c055_FORMATO.png",78850,20,276,"lat","Provável",0.4,13.63,-1.63,5.59,14,"276",3,31,20,4,13,182,5,1,8,4,NA,NA,NA,NA,NA,NA,NA,NA
"337","Giorgian Daniel de Arrascaeta Benedetti","arrascaeta","Arrascaeta","https://s.glbimg.com/es/sde/f/2020/07/21/6ad752ca6185d76358f944dab95130fd_FORMATO.png",87863,20,262,"mei","Nulo",0,18.58,0,6.36,9,"Flamengo",NA,16,10,7,10,97,NA,2,7,3,NA,NA,NA,NA,NA,1,NA,NA
"338","Daniel de Sousa Brito","daniel","Daniel","https://s.glbimg.com/es/sde/f/2020/02/27/222ec98ac489a4b1ce5063bdde3d208e_FORMATO.png",96468,20,285,"gol","Contundido",0,2,0,0,0,"285",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"339","Gabriel Davi Gomes Sara","gabriel-sara","Gabriel Sara","https://s.glbimg.com/es/sde/f/2020/11/05/d6c6115b5a030607c5a349c3c7265105_FORMATO.png",100763,20,276,"mei","Provável",-2,3.39,-1.31,2.42,15,"276",4,16,16,9,14,89,NA,1,3,3,NA,NA,3,NA,NA,NA,NA,NA
"340","Gabriel Boschilia","boschilia","Boschilia","https://s.glbimg.com/es/sde/f/2020/02/27/dbeea99042dc47fc247d3a724d62602b_FORMATO.png",86841,20,285,"mei","Contundido",0,8.45,0,3.81,13,"285",2,40,24,5,14,92,NA,1,9,1,NA,NA,NA,NA,NA,NA,NA,NA
"341","Douglas Baggio de Oliveira Costa","douglas-baggio","Douglas Baggio","https://s.glbimg.com/es/sde/f/2020/08/18/1b11ac648b9f3aacd312e40873a191f0_FORMATO.png",88072,20,290,"ata","Nulo",3.1,4.46,-0.17,2.34,10,"290",NA,14,11,5,16,32,NA,NA,3,NA,NA,NA,1,NA,NA,1,NA,NA
"342","Maycon Vinícius Ferreira da Cruz","nikao","Nikão","https://s.glbimg.com/es/sde/f/2019/03/30/e389d21dd5909e815633dfb6c0fffca7_FORMATO.png",69705,20,293,"mei","Provável",0.5,8.95,-0.12,1.19,10,"293",1,6,14,6,17,64,NA,1,5,NA,NA,NA,4,NA,NA,1,NA,1
"343","Domènec Torrent Font","domenec-torrent","Domènec Torrent","https://s.glbimg.com/es/sde/f/2020/09/01/2f3a4654c01178213b2bfc7e9537d7cb_FORMATO.png",109505,20,262,"tec","Provável",1.04,9.1,-0.17,3.77,18,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"344","Rodrigo Júnior Paula Silva","digao","Digão","https://s.glbimg.com/es/sde/f/2020/08/11/81d3b25879cf4905a5152581b71402f8_FORMATO.png",68886,20,266,"zag","Nulo",0,5.6,0,4.09,9,"266",3,17,9,3,6,23,2,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA
"345","Alexi Stival","cuca","Cuca","https://s.glbimg.com/es/sde/f/2020/08/07/365a7d563bd584a5940f937c9ed97ea4_FORMATO.png",42411,20,277,"tec","Provável",0.11,10.42,-0.9,3.53,20,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"346","Marcos da Silva França","keno","Keno","https://s.glbimg.com/es/sde/f/2020/08/31/1c7eb530ff0944a5fb26c266c76aac9c_FORMATO.png",86485,20,282,"ata","Provável",8.7,14.42,0.63,7.13,18,"282",3,23,23,22,22,170,NA,2,21,9,NA,NA,16,NA,NA,4,NA,NA
"347","Mayke Rocha de Oliveira","mayke","Mayke","https://s.glbimg.com/es/sde/f/2019/01/14/44f0336a3733e2e3fb4fccc9cf275f3a_FORMATO.jpeg",81150,20,275,"lat","Nulo",0,5.2,0,1.79,8,"275",1,17,7,1,4,50,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"348","Ricardo Ribeiro de Lima","ricardinho","Ricardinho","https://s.glbimg.com/es/sde/f/2020/08/25/003e596752a82b34bc103220faa3125d_FORMATO.png",68832,20,292,"mei","Provável",-0.1,3.44,-0.08,1.83,17,"292",2,25,14,2,27,42,NA,NA,6,NA,NA,NA,2,NA,NA,NA,NA,NA
"349","Luan Garcia Teixeira","luan","Luan","https://s.glbimg.com/es/sde/f/2020/03/09/f29c869ccdfaa407340b9047dbf761fa_FORMATO.jpeg",80692,20,275,"zag","Provável",5.1,6.01,-0.2,2.44,14,"275",4,24,11,3,6,57,5,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"350","Jonas Gabriel da Silva Nunes","toro","Toró","https://s.glbimg.com/es/sde/f/2019/04/01/537547b0687a098437442f6632e753bc_FORMATO.png",101885,20,276,"ata","Nulo",0,3.33,0,1.54,5,"276",NA,1,NA,2,1,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"351","Carlos Vinícius Santos de Jesus","carlinhos","Carlinhos","https://s.glbimg.com/es/sde/f/2020/08/17/5391bf0dc50dad3b0f7d2b294c2e38ad_FORMATO.png",87273,20,267,"mei","Nulo",0,3.79,0.14,1.25,12,"267",NA,10,9,6,7,50,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"352","Joao Robin Rojas Mendoza","joao-rojas","Joao Rojas","https://s.glbimg.com/es/sde/f/2020/03/09/df53a31bb47d9ca7d71c5826b26910ea_FORMATO.png",70784,20,276,"ata","Nulo",0,6,0,0,0,"276",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"353","Lucas Rafael Araújo Lima","lucas-lima","Lucas Lima","https://s.glbimg.com/es/sde/f/2019/01/14/3629dc12c2a7c9f0e4c6c53a4a2cbb61_FORMATO.jpeg",80583,20,275,"mei","Nulo",-1,4.07,-0.71,0.75,14,"275",4,18,16,2,22,102,NA,NA,3,NA,NA,NA,1,NA,NA,1,NA,NA
