"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","CA","DS","FC","FF","FS","PI","SG","A","FD","FT","G","I","PP","GC","CV","DD","DP","GS"
"273","Renato Portaluppi","renato-gaucho","Renato Gaúcho","https://s.glbimg.com/es/sde/f/2020/07/19/5604ae02dbe93c1893a6cdb31d2b0e90_FORMATO.png",41929,19,284,"tec","Provável",5.1,12.62,0.63,3.58,18,"284",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"274","Matheus Ferraz Pereira","matheus-ferraz","Matheus Ferraz","https://s.glbimg.com/es/sde/f/2020/08/11/16fac49e8d3bba144b424d3a32ca55ad_FORMATO.png",38632,19,266,"zag","Nulo",0,5.46,0,5.15,2,"266",NA,NA,2,NA,1,4,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"275","Márcio Gonzaga de Azevedo","marcio-azevedo","Márcio Azevedo","https://s.glbimg.com/es/sde/f/2019/03/30/94c0ddfd7cbc5c7244c6b1a5aecc258b_FORMATO.png",42491,19,293,"lat","Nulo",2,3.31,-0.1,0.3,5,"293",1,6,9,NA,4,45,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"276","Fagner Conserva Lemos","fagner","Fagner","https://s.glbimg.com/es/sde/f/2020/07/21/86994a3b5f98e1f43ef23a09d56aa65c_FORMATO.png",42500,19,264,"lat","Provável",8.5,11.76,1.21,3.17,12,"264",2,35,13,2,9,142,3,NA,3,NA,1,NA,NA,NA,1,NA,NA,NA
"277","Alexi Stival","cuca","Cuca","https://s.glbimg.com/es/sde/f/2020/08/07/365a7d563bd584a5940f937c9ed97ea4_FORMATO.png",42411,19,277,"tec","Provável",5.06,11.32,0.57,3.71,19,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"278","Cássio Roberto Ramos","cassio","Cássio","https://s.glbimg.com/es/sde/f/2020/07/21/d69bc6de4b00dce33cf2a3f7303c2c45_FORMATO.png",42234,19,264,"gol","Provável",3.4,7.52,2.06,0.07,14,"264",1,1,1,NA,NA,75,3,NA,NA,NA,NA,NA,NA,NA,1,11,NA,22
"279","Willian Gomes de Siqueira","willian","Willian","https://s.glbimg.com/es/sde/f/2019/09/24/0f7dce66e695049e222a3bb848eb993d_FORMATO.png",42116,19,275,"ata","Nulo",0,9.97,0.03,3.26,17,"275",NA,6,11,12,18,30,NA,2,3,NA,4,5,1,NA,NA,NA,NA,NA
"280","Wilson Rodrigues de Moura Júnior","wilson","Wilson","https://s.glbimg.com/es/sde/f/2020/03/02/dfd945324c953bf8961a2733f8878bdf_FORMATO.png",50284,19,294,"gol","Provável",15.3,10.44,3.66,2.57,19,"Coritiba",NA,1,NA,NA,2,173,5,NA,NA,NA,NA,NA,NA,NA,NA,20,1,24
"281","Everton Cardoso da Silva","everton","Everton","https://s.glbimg.com/es/sde/f/2020/08/18/21613ca434c9a230ec1b0821a3f70079_FORMATO.png",50301,19,284,"mei","Nulo",0,4.66,0,1.57,7,"284",1,9,10,2,8,37,NA,1,3,NA,NA,3,NA,NA,NA,NA,NA,NA
"282","David Braz de Oliveira Filho","david-braz","David Braz","https://s.glbimg.com/es/sde/f/2019/07/24/865c7c09e556e0fb58885e80a6591081_FORMATO.png",50317,19,284,"zag","Provável",12.5,10.42,1.96,3.98,14,"284",NA,32,11,5,6,61,3,NA,2,NA,2,NA,NA,NA,1,NA,NA,NA
"283","Mariano Ferreira Filho","mariano","Mariano","https://s.glbimg.com/es/sde/f/2020/08/31/50061e6cc612276277686e788cb0ac4c_FORMATO.png",38877,19,282,"lat","Nulo",0,7.98,0,2.64,7,"282",1,18,8,NA,5,72,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"284","Ricardo de Oliveira","ricardo-oliveira","Ricardo Oliveira","https://s.glbimg.com/es/sde/f/2020/10/01/83becd84fed9fcf027e6ddd95ae3fea7_FORMATO.png",38910,19,294,"ata","Provável",0.6,5.99,0.13,-0.45,4,"Coritiba",1,1,5,NA,2,5,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"285","Hudson Rodrigues dos Santos","hudson","Hudson","https://s.glbimg.com/es/sde/f/2020/08/11/2f197bbdfc2d69b1a353a2c023b5fc6b_FORMATO.png",50324,19,266,"mei","Provável",1.6,5.56,0.21,1.82,12,"266",1,33,25,2,9,48,NA,2,2,NA,NA,1,NA,1,1,NA,NA,NA
"286","Carlos Eduardo Santos Oliveira","eduardo","Eduardo","https://s.glbimg.com/es/sde/f/2020/03/02/a44ce5150145201cb2e17e412ff95656_FORMATO.png",50645,19,354,"lat","Provável",-1.6,2.99,-2.24,1.44,8,"354",1,10,9,NA,5,62,1,NA,1,1,1,1,NA,NA,1,NA,NA,NA
"287","Osvaldo Lourenço Filho","osvaldo","Osvaldo","https://s.glbimg.com/es/sde/f/2019/03/22/cf67516d72742aa5e48694567a33d6b6_FORMATO.png",42222,19,356,"ata","Nulo",0.4,5.94,-0.33,2.56,17,"356",2,19,8,9,14,79,NA,2,5,1,1,2,NA,NA,NA,NA,NA,NA
"288","Egídio de Araújo Pereira Júnior","egidio","Egídio","https://s.glbimg.com/es/sde/f/2020/08/11/672d352606042414d4d148952612fe89_FORMATO.png",42145,19,266,"lat","Nulo",0,9.3,0,4.22,11,"266",NA,43,14,1,6,143,1,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"289","Luiz Rhodolfo Dini Gaioto","rhodolfo","Rhodolfo","https://s.glbimg.com/es/sde/f/2020/03/02/bc9582db51a292081109f930b9538e92_FORMATO.png",42501,19,294,"zag","Contundido",0,4.64,0,1.92,6,"Coritiba",NA,9,2,NA,3,30,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"290","Roger de Carvalho","roger-carvalho","Roger Carvalho","https://s.glbimg.com/es/sde/f/2019/08/16/d8515ccddc1f7af2e574aa804762157c_FORMATO.png",51415,19,356,"zag","Suspenso",-5,2.77,-1.86,2.1,5,"356",NA,2,3,NA,2,10,3,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"291","Réver Humberto Alves Araújo","rever","Réver","https://s.glbimg.com/es/sde/f/2020/08/31/3b64f778984d4cc9daab96fb66d28946_FORMATO.png",52253,19,282,"zag","Provável",-0.1,7.46,-0.87,3.39,12,"282",1,16,9,5,8,60,3,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"292","Everton Augusto de Barros Ribeiro","everton-ribeiro","Everton Ribeiro","https://s.glbimg.com/es/sde/f/2020/07/21/f06a07026bcc6a97595016101b72e608_FORMATO.png",51772,19,262,"mei","Provável",2.3,8.74,-0.7,4.8,15,"Flamengo",2,18,16,8,30,120,NA,2,6,NA,5,1,NA,NA,NA,NA,NA,NA
"293","Ernando Rodrigues Lopes","ernando","Ernando","https://s.glbimg.com/es/sde/f/2020/07/23/64f95e587c904e0e5980af5e1af88314_FORMATO.png",49651,19,265,"zag","Nulo",0,5.63,0,2.23,12,"265",NA,7,10,2,2,43,2,1,3,NA,1,NA,NA,NA,NA,NA,NA,NA
"294","Ramires Santos do Nascimento","ramires","Ramires","https://s.glbimg.com/es/sde/f/2019/07/15/f7e7e1bc3ae4b0d7928b527e2e567bc1_FORMATO.png",50293,19,275,"mei","Nulo",0,4.46,0,0.57,14,"275",2,20,12,1,6,31,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA
"295","Júlio César Jacobi","julio-cesar","Júlio César","https://s.glbimg.com/es/sde/f/2019/08/16/e0a4857e8a29ebeabcb5c38571b22ce2_FORMATO.png",49673,19,284,"gol","Nulo",0,4,0,0,0,"284",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"296","Guilherme Oliveira Santos","guilherme-santos","Guilherme Santos","https://s.glbimg.com/es/sde/f/2020/03/01/6979e564242e4e6905c0118a015237b2_FORMATO.png",50346,19,263,"lat","Nulo",0,6.67,0,2.15,11,"263",3,15,16,5,10,58,3,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"297","Ytalo José Oliveira dos Santos","ytalo","Ytalo","https://s.glbimg.com/es/sde/f/2020/07/28/f5f19ab0ce1b02fc515f8bd18a88a815_FORMATO.png",53148,19,280,"ata","Provável",1.1,5.75,-1.01,3.35,12,"280",NA,10,10,5,6,22,NA,3,7,NA,1,2,NA,NA,NA,NA,NA,NA
"298","Uendel Pereira Gonçalves","uendel","Uendel","https://s.glbimg.com/es/sde/f/2020/02/27/874b64215923c64744352951788dc4b4_FORMATO.png",60852,19,285,"lat","Provável",0.4,3.59,0.26,1.83,7,"285",NA,13,9,NA,1,62,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"299","Luis Francisco Grando","chico","Chico","https://s.glbimg.com/es/sde/f/2020/10/29/ad8a8e68f1dce70d212df37ec08ea32a_FORMATO.png",50446,19,290,"zag","Nulo",0,5,0,0,0,"290",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"300","Breno Vinícius Rodrigues Borges","breno","Breno","https://s.glbimg.com/es/sde/f/2020/08/17/b1730b6254a951e4bbb94d46fa7261ad_FORMATO.png",50408,19,267,"zag","Contundido",0,6,0,0,0,"267",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"301","Patric Cabral Lalau","patric","Patric","https://s.glbimg.com/es/sde/f/2020/07/20/8da72cb158360ebe2e1e03b6c12b81dd_FORMATO.png",60969,19,292,"lat","Suspenso",6.7,9.15,0.28,2.92,18,"292",2,31,25,9,20,154,3,3,2,1,1,4,NA,NA,1,NA,NA,NA
"302","Walter Leandro Capeloza Artune","walter","Walter","https://s.glbimg.com/es/sde/f/2020/07/21/d178a2c9aa56afb775c7a97c03fc4321_FORMATO.png",51413,19,264,"gol","Nulo",0,8.21,0,17.9,1,"264",2,NA,NA,NA,NA,11,1,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA
"303","Ligger Moreira Malaquias","ligger","Ligger","https://s.glbimg.com/es/sde/f/2020/07/28/255a365d2d791e29f34e34db72b286f4_FORMATO.png",61141,19,280,"zag","Provável",-1.1,3.68,-1.18,2.35,13,"280",NA,17,20,2,7,27,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"304","Gilberto Oliveira Souza Júnior","gilberto","Gilberto","https://s.glbimg.com/es/sde/f/2020/07/23/cfa56df3c36a70e02c751261d2b54d77_FORMATO.png",61188,19,265,"ata","Provável",4.1,8.89,-1.54,4.05,14,"265",2,10,14,13,17,58,NA,1,16,1,3,5,1,NA,NA,NA,NA,NA
"305","Edimar Curitiba Fraga","edimar","Edimar","https://s.glbimg.com/es/sde/f/2020/07/28/add64224dcac666b23e193bb0505d8a5_FORMATO.png",62024,19,280,"lat","Provável",-0.5,3.72,-1.06,1.54,17,"280",4,31,26,13,10,162,3,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA
"306","Marcos Rogério Ricci Lopes","para","Pará","https://s.glbimg.com/es/sde/f/2019/08/06/9d5025e7dec263206b72d3a08d034ef9_FORMATO.png",62086,19,277,"lat","Nulo",0,7.49,0,2.29,14,"Santos",3,27,23,7,18,83,3,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA
"307","Victor Leandro Bagy","victor","Victor","https://s.glbimg.com/es/sde/f/2020/08/31/4c0c31d702542c33340f28f8df3afae2_FORMATO.png",52950,19,282,"gol","Nulo",0,6.11,0,-7.2,1,"282",NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"308","Anderson Vieira Martins","anderson-martins","Anderson Martins","https://s.glbimg.com/es/sde/f/2020/09/23/1530da64b72d2b015a6177c0b41e132f_FORMATO.png",52618,19,265,"zag","Provável",-1.6,4.43,-1.57,-1.6,1,"265",1,1,3,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"309","Wanderley de Jesus Sousa","derley","Derley","https://s.glbimg.com/es/sde/f/2019/03/22/38fbbc852eaf7ac63811890c98f9ee2a_FORMATO.png",60791,19,356,"mei","Nulo",0,2.82,0,-0.35,2,"356",1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"310","Leonardo Cittadini","leo-cittadini","Léo Cittadini","https://s.glbimg.com/es/sde/f/2019/03/30/475167cdad7e826c64f4a0a999f8aef9_FORMATO.png",70986,19,293,"mei","Provável",1.4,12.18,-1.15,3.6,14,"293",3,30,26,16,25,55,NA,NA,3,NA,2,NA,NA,NA,NA,NA,NA,NA
"311","Márcio Rodrigues Araújo","marcio-araujo","Márcio Araújo","https://s.glbimg.com/es/sde/f/2020/10/08/9ecaaf3e38f88ba70257b2b3159c437e_FORMATO.png",38311,19,292,"mei","Nulo",0,4.01,-0.31,0.8,2,"292",NA,1,NA,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"312","Vanderlei Farias da Silva","vanderlei","Vanderlei","https://s.glbimg.com/es/sde/f/2020/08/26/07181c4e061a2e4a3daef524908f563b_FORMATO.png",62121,19,284,"gol","Provável",10,9.16,1.23,2.25,14,"284",1,NA,NA,NA,3,80,4,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,12
"313","Elias Mendes Trindade","elias","Elias","https://s.glbimg.com/es/sde/f/2020/09/24/466b1e0c94a4b7fe9eab500c429d91be_FORMATO.png",54395,19,265,"mei","Dúvida",-0.1,7.1,-0.09,-0.42,5,"265",1,3,9,2,4,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"314","William Matheus da Silva","william-matheus","William Matheus","https://s.glbimg.com/es/sde/f/2020/03/02/909543d62f7ce5eb46d841074c60bdb6_FORMATO.png",62130,19,294,"lat","Provável",3.1,5.76,0.26,2.58,19,"Coritiba",2,22,19,5,23,169,5,2,1,NA,1,5,NA,NA,NA,NA,NA,NA
"315","Lucca Borges Brito","lucca","Lucca","https://s.glbimg.com/es/sde/f/2020/10/13/4e771210e49b104092cac2a09476bbd1_FORMATO.png",61149,19,266,"ata","Nulo",-0.6,3.81,-1.19,-0.6,1,"266",NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"316","Enderson Alves Moreira","enderson-moreira","Enderson Moreira","https://s.glbimg.com/es/sde/f/2020/10/01/2033beab4b12f85b4a6055fd75aa9f20_FORMATO.jpeg",62137,19,290,"tec","Provável",2.21,5.96,0.3,2.8,6,"290",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"317","Paulo Henrique Chagas de Lima","ganso","Ganso","https://s.glbimg.com/es/sde/f/2020/08/11/6065b1defc59b5a923da5fc98d24534c_FORMATO.png",62977,19,266,"mei","Nulo",1,4.84,-1.27,2.38,13,"266",2,16,7,3,7,39,NA,2,2,NA,1,NA,NA,NA,NA,NA,NA,NA
"318","Andrés Nicolas D'Alessandro","d-alessandro","D'Alessandro","https://s.glbimg.com/es/sde/f/2020/02/27/848601c752c8fa58a805d78e5bad50db_FORMATO.png",62023,19,285,"mei","Dúvida",-0.7,2.61,-0.01,0.13,15,"285",3,5,4,3,9,53,NA,NA,4,NA,NA,3,NA,NA,NA,NA,NA,NA
"319","Marcos Luis Rocha Aquino","marcos-rocha","Marcos Rocha","https://s.glbimg.com/es/sde/f/2020/03/09/ebc79a97a8840c38c63b16446a1c84b5_FORMATO.png",63013,19,275,"lat","Nulo",0,7.95,0,2.14,10,"275",1,29,14,1,10,95,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"320","José Fernando Viana de Santana","fernandao","Fernandão","https://s.glbimg.com/es/sde/f/2020/10/15/788a514811d1b7fe6bc8f3cb4078b1b4_FORMATO.png",62033,19,290,"ata","Provável",2.3,4.54,0.38,0.95,4,"290",NA,1,2,3,2,8,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"321","Carlos Emiliano Pereira","carlinhos","Carlinhos","https://s.glbimg.com/es/sde/f/2019/03/22/7da6584b8edbee8649acb25931c97e1e_FORMATO.png",63194,19,356,"lat","Provável",1.1,6.45,-0.56,3.05,12,"356",1,18,17,2,11,75,6,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"322","Edenílson Andrade Dos Santos","edenilson","Edenílson","https://s.glbimg.com/es/sde/f/2020/02/27/dab4d223e4d736b3877f27a6b24a7a0e_FORMATO.png",63289,19,285,"mei","Provável",0.8,8.31,0.31,2.64,17,"285",4,27,29,9,19,124,NA,3,5,NA,2,2,NA,NA,NA,NA,NA,NA
"323","Rodrigo Modesto da Silva Moledo","rodrigo-moledo","Rodrigo Moledo","https://s.glbimg.com/es/sde/f/2020/02/27/887c825f63637b345d17570bf49d66fa_FORMATO.png",63354,19,285,"zag","Nulo",0,7.07,0,3.54,13,"285",2,15,6,1,13,22,5,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"324","Róbson Michael Signorini","robinho","Robinho","https://s.glbimg.com/es/sde/f/2020/08/11/a28703527589f89ea81cc09c82960ed6_FORMATO.png",62104,19,284,"mei","Dúvida",1,4.67,0.08,1.09,10,"284",2,7,10,3,12,66,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"325","Paulo Marcos de Jesus Ribeiro","paulao","Paulão","https://s.glbimg.com/es/sde/f/2019/11/14/7b85c924694c25ac9829f4379ef2b451_FORMATO.png",63172,19,356,"zag","Provável",0,3.44,0,2.16,15,"356",3,17,17,2,5,45,6,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA
"326","Walter Henrique da Silva","walter","Walter","https://s.glbimg.com/es/sde/f/2020/07/11/e9da062d8d871c42bec83c2f50387e58_FORMATO.png",62128,19,293,"ata","Nulo",-1.3,2.93,-0.22,0.25,8,"293",NA,1,2,2,2,13,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA
"327","Marcelo Lomba do Nascimento","marcelo-lomba","Marcelo Lomba","https://s.glbimg.com/es/sde/f/2020/02/27/ff4cfd7c9d5ee3bf7c1f281c6a05c147_FORMATO.png",68872,19,285,"gol","Provável",-2.4,8.79,0.1,1.25,19,"285",2,1,NA,NA,3,227,8,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,16
"328","Paulo Victor Mileo Vidotti","paulo-victor","Paulo Victor","https://s.glbimg.com/es/sde/f/2018/05/21/6022690f57c54343611ba7c2008603ce_FORMATO.png",68873,19,284,"gol","Nulo",0,5.61,0,3.3,4,"284",NA,NA,NA,NA,NA,28,1,1,NA,NA,NA,NA,NA,NA,NA,4,NA,5
"329","Wellington Aparecido Martins","wellington","Wellington","https://s.glbimg.com/es/sde/f/2019/03/30/79dd4d1b071e14e833f4b54ceaba247a_FORMATO.png",62129,19,293,"mei","Nulo",2.4,1.24,0.29,-1.2,13,"293",7,11,30,3,7,48,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"330","Werley Ananias da Silva","werley","Werley","https://s.glbimg.com/es/sde/f/2020/08/17/4dfbba68c3645f7379490067e0ce092d_FORMATO.png",62974,19,267,"zag","Nulo",0,4,0,0,0,"267",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"331","Carlos Gilberto do Nascimento Silva","gil","Gil","https://s.glbimg.com/es/sde/f/2020/07/21/9d2bb30d4d5c8fa348e34de81829cfa8_FORMATO.png",68923,19,264,"zag","Provável",3.1,6.1,-0.84,3.12,14,"264",2,22,10,2,7,62,4,1,1,1,1,1,NA,1,NA,NA,NA,NA
"332","Severino do Ramo Clementino da Silva","nino-paraiba","Nino Paraíba","https://s.glbimg.com/es/sde/f/2020/07/23/73b5168e7153d03026f7793518fe9dd9_FORMATO.png",68808,19,265,"lat","Provável",7.8,8.59,1.39,2.32,12,"265",2,30,10,1,9,92,1,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA
"333","Diego Souza de Andrade","diego-souza","Diego Souza","https://s.glbimg.com/es/sde/f/2020/07/19/856625bb76f484b70bec52c9ff257c5a_FORMATO.png",68911,19,284,"ata","Provável",1.4,9.07,-0.89,2.54,13,"284",2,6,20,11,14,72,NA,1,4,NA,4,1,1,NA,1,NA,NA,NA
"334","Rodrigo Júnior Paula Silva","digao","Digão","https://s.glbimg.com/es/sde/f/2020/08/11/81d3b25879cf4905a5152581b71402f8_FORMATO.png",68886,19,266,"zag","Nulo",0,5.6,0,4.09,9,"266",3,17,9,3,6,23,2,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA
"335","Mário Sérgio Santos Costa","marinho","Marinho","https://s.glbimg.com/es/sde/f/2019/05/30/cd8a7f9b0744e105efa0a0c572d37d6f_FORMATO.png",68952,19,277,"ata","Suspenso",14.3,26.16,1.77,11.04,16,"Santos",3,17,24,21,78,91,NA,5,11,1,12,13,NA,NA,NA,NA,NA,NA
"336","Ricardo Ribeiro de Lima","ricardinho","Ricardinho","https://s.glbimg.com/es/sde/f/2020/08/25/003e596752a82b34bc103220faa3125d_FORMATO.png",68832,19,292,"mei","Provável",0.1,3.52,-0.21,1.95,16,"292",1,23,14,2,27,41,NA,NA,6,NA,NA,2,NA,NA,NA,NA,NA,NA
"337","Giovanni Augusto Oliveira Cardoso","giovanni-augusto","Giovanni Augusto","https://s.glbimg.com/es/sde/f/2020/03/02/d39e2efa4d8440e5313bc3b78a139e22_FORMATO.png",68938,19,294,"mei","Dúvida",6.7,8.12,0.9,5.49,13,"Coritiba",NA,26,7,4,34,72,NA,3,2,1,2,1,NA,NA,NA,NA,NA,NA
"338","Guilherme de Aguiar Camacho","camacho","Camacho","https://s.glbimg.com/es/sde/f/2020/07/21/5b52e9c77ce07e75ed44e8584e771d63_FORMATO.png",68770,19,264,"mei","Nulo",-0.5,2.62,-0.54,0.44,9,"264",2,12,15,NA,2,17,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"339","Aderbar Melo dos Santos Neto","santos","Santos","https://s.glbimg.com/es/sde/f/2019/03/30/e7ce05ddde9ec166606e95d579a152ba_FORMATO.png",69012,19,293,"gol","Provável",1.3,5.39,0.83,0.97,13,"293",NA,NA,1,NA,1,84,2,NA,NA,NA,NA,NA,NA,NA,NA,9,1,16
"340","Rafael Pires Monteiro","rafael","Rafael","https://s.glbimg.com/es/sde/f/2020/08/31/70a9b022ffebe02680755240aa4440cc_FORMATO.png",68928,19,282,"gol","Nulo",0,7.81,0,2.36,8,"282",NA,NA,1,NA,NA,56,4,NA,NA,NA,NA,NA,NA,NA,1,5,NA,5
"341","Jonathan Doin","paulo-miranda","Paulo Miranda","https://s.glbimg.com/es/sde/f/2018/05/21/62fa3dde13de597371870ee9b721b5d7_FORMATO.png",68817,19,284,"zag","Nulo",0,2.07,0,0.5,6,"284",1,8,11,NA,2,35,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"342","Bergson Gustavo Silveira da Silva","bergson","Bergson","https://s.glbimg.com/es/sde/f/2020/10/16/a6f8687af7ab25654568d0b1f3d32841_FORMATO.png",68696,19,356,"ata","Nulo",-0.6,1.6,-0.5,0.6,6,"356",NA,2,4,1,4,4,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"343","Henrique Almeida Caixeta Nascentes","henrique-almeida","Henrique Almeida","https://s.glbimg.com/es/sde/f/2020/08/26/e557abba11e4a7a58c8e280da1480703_FORMATO.jpeg",68773,19,290,"ata","Contundido",0,5,0,0,0,"290",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"344","Wellington Alves da Silva","wellington-silva","Wellington Silva","https://s.glbimg.com/es/sde/f/2020/08/11/9e1c282e16e37d5fdb5fa7b81b2871cc_FORMATO.png",68895,19,266,"ata","Nulo",8.4,5.11,1.92,2.53,11,"266",4,7,6,3,20,23,NA,1,1,NA,2,1,NA,NA,NA,NA,NA,NA
"345","Muriel Gustavo Becker","muriel","Muriel","https://s.glbimg.com/es/sde/f/2020/08/11/37c640ec0cd77c476e2aeef745c5420f_FORMATO.png",69041,19,266,"gol","Provável",4.9,5.67,1.42,2.34,16,"266",NA,NA,NA,NA,5,130,4,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,16
"346","Keisuke Honda","honda","Honda","https://s.glbimg.com/es/sde/f/2020/03/01/c6b6e92b1486785f81549715b0dc9164_FORMATO.png",69940,19,263,"mei","Provável",8.5,6.89,1.19,3.29,12,"263",1,26,14,8,5,60,NA,NA,3,NA,2,NA,NA,NA,NA,NA,NA,NA
"347","Fellipe Ramos Ignez Bastos","fellipe-bastos","Fellipe Bastos","https://s.glbimg.com/es/sde/f/2020/08/17/3d3e902dd30a64a2547b7ab9c97128db_FORMATO.png",70116,19,267,"mei","Suspenso",-1.6,9.49,-0.55,3.42,14,"267",3,26,23,5,5,56,NA,NA,3,1,4,NA,NA,NA,NA,NA,NA,NA
"348","Mauricio Aníbal Isla Isla","isla","Isla","https://s.glbimg.com/es/sde/f/2020/08/28/bfa17ba766cfaa70d4c11c51304fc336_FORMATO.png",69345,19,262,"lat","Provável",-3.7,7.7,-2.08,3,11,"Flamengo",2,22,12,NA,6,90,2,4,NA,NA,NA,6,NA,NA,NA,NA,NA,NA
"349","Eduardo Colcenti Antunes","eduardo-sasha","Eduardo Sasha","https://s.glbimg.com/es/sde/f/2020/08/31/521385a7bf21af42afb472eabe1fbec0_FORMATO.png",70360,19,282,"ata","Dúvida",0.3,7.34,-0.49,2.97,14,"282",1,9,14,4,16,50,NA,2,9,1,2,1,1,NA,NA,NA,NA,NA
"350","Maycon Vinícius Ferreira da Cruz","nikao","Nikão","https://s.glbimg.com/es/sde/f/2019/03/30/e389d21dd5909e815633dfb6c0fffca7_FORMATO.png",69705,19,293,"mei","Provável",0.5,9.07,0.39,1.27,9,"293",1,5,11,6,13,59,NA,1,5,1,NA,3,1,NA,NA,NA,NA,NA
"351","Victor Ferraz Macedo","victor-ferraz","Victor Ferraz","https://s.glbimg.com/es/sde/f/2020/07/19/3d89c3ae8eb990263dc39c0fc17c42d8_FORMATO.png",70046,19,284,"lat","Nulo",0,7.73,0,1.28,4,"284",1,4,3,2,1,37,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"352","Marllon Gonçalves Jerônimo Borges","marllon","Marllon","https://s.glbimg.com/es/sde/f/2019/09/12/25b06b2bbcc0a18b06542144db3ebc75_FORMATO.png",70666,19,264,"zag","Provável",4.7,5.93,0.54,4.57,3,"264",NA,3,1,NA,1,5,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"353","Pablo Felipe Teixeira","pablo","Pablo","https://s.glbimg.com/es/sde/f/2019/04/01/2183894813bb5543356e56f459ac6b03_FORMATO.png",69138,19,276,"ata","Nulo",0,7.26,-0.25,1.96,11,"276",1,4,21,16,10,20,NA,1,4,NA,1,7,NA,NA,NA,NA,NA,NA
"354","Ramon de Morais Motta ","ramon","Ramon","https://s.glbimg.com/es/sde/f/2020/08/17/c3880e0855085540096eb79ca1b203f2_FORMATO.png",68896,19,267,"lat","Contundido",0,7,0,0,0,"267",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
