"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","DS","FC","FD","FF","FS","G","I","PI","A","CA","DD","GS","SG","GC","PP","FT","DP","CV"
"258","Cléber Bomfim de Jesus","cleber","Cléber","https://s.glbimg.com/es/sde/f/2020/07/16/715ecd8cb7718372d50406be7b2b10d9_FORMATO.png",104125,7,354,"ata","Provável",2,11.09,-0.29,4.19,7,"Ceará",4,14,3,7,5,3,2,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259","Matheus Sousa de Jesus","matheus-jesus","Matheus Jesus","https://s.glbimg.com/es/sde/f/2020/07/28/f6113500995af8a65418616d8f79fc39_FORMATO.png",95335,7,280,"mei","Provável",6.8,5.56,1.57,1.15,6,"Bragantino",6,10,2,6,6,NA,NA,33,1,3,NA,NA,NA,NA,NA,NA,NA,NA
"260","Leonardo Rech Ortiz","leo-ortiz","Léo Ortiz","https://s.glbimg.com/es/sde/f/2020/07/28/090452058da707cf73facf6249235bfb_FORMATO.png",97867,7,280,"zag","Provável",2.3,7.28,-0.09,2.94,7,"Bragantino",15,7,1,2,5,1,NA,22,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"261","Victor Hugo Soares dos Santos","kanu","Kanu","https://s.glbimg.com/es/sde/f/2018/05/17/2db8b29bbc16d8473f93bd1f8a0351dc_FORMATO.png",98484,7,263,"zag","Provável",8.2,5.09,1.57,3.05,6,"Botafogo",5,3,1,2,7,NA,NA,15,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"262","Robson José Brilhante Martins","robinho","Robinho","https://s.glbimg.com/es/sde/f/2020/07/28/24d96e13fa7243a3ebaa5bf8a94bcdfd_FORMATO.png",97461,7,280,"ata","Nulo",0,2.47,0,1.98,4,"Bragantino",3,2,NA,1,1,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"263","Rhuan Silveira Castro","rhuan","Rhuan","https://s.glbimg.com/es/sde/f/2019/03/28/4d88ed09bc75e94e5f255e63ec33d09c_FORMATO.png",102958,7,263,"ata","Nulo",0,1.54,0,0.34,5,"Botafogo",1,1,NA,NA,5,NA,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"264","Andrew Erik Feitosa","morato","Morato","https://s.glbimg.com/es/sde/f/2020/07/28/45ddb78d5fe4e30bced22de0add70650_FORMATO.png",86227,7,280,"ata","Nulo",-0.5,2.98,-0.2,0.73,7,"Bragantino",3,7,2,6,7,NA,2,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"265","Cleiton Schwengber","cleiton","Cleiton","https://s.glbimg.com/es/sde/f/2020/08/11/56999db7c665007bbfe8c1e1b0e76f8d_FORMATO.png",93882,7,280,"gol","Provável",1.2,0.76,0,-0.73,7,"Bragantino",NA,NA,NA,NA,2,NA,NA,41,NA,NA,5,11,NA,NA,NA,NA,NA,NA
"266","Ramiro Moschen Benetti","ramiro","Ramiro","https://s.glbimg.com/es/sde/f/2020/07/21/e0a5bdd5ef228e8a11c02f81d9776f1f_FORMATO.png",78715,7,264,"mei","Provável",0.3,6.29,-1.29,3.34,5,"Corinthians",12,6,1,3,2,1,NA,29,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"267","Víctor Danilo Cantillo Jiménez","cantillo","Cantillo","https://s.glbimg.com/es/sde/f/2020/03/02/73fc67e78e28d846205cc92aff55d6e7_FORMATO.png",85315,7,264,"mei","Provável",4.6,6.84,-0.23,2.75,6,"Corinthians",8,6,2,3,7,NA,NA,18,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"268","Bruno Nunes de Barros","bruno-tubarao","Bruno Tubarão","https://s.glbimg.com/es/sde/f/2020/07/28/463ff91ecdd216754f963fbe0244e831_FORMATO.png",93637,7,280,"mei","Nulo",1.1,1.91,-0.03,0.82,6,"Bragantino",7,3,1,NA,3,NA,NA,13,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"269","João Alves de Assis Silva","jo","Jô","https://s.glbimg.com/es/sde/f/2020/07/21/71eb3b59df93d002977cbc1dcaa52025_FORMATO.png",38138,7,264,"ata","Provável",1.5,11.99,-0.29,4.18,6,"Corinthians",NA,5,5,5,6,2,NA,24,1,NA,NA,NA,NA,NA,1,NA,NA,NA
"270","Lucas da Silva Ribeiro Campos","lucas-campos","Lucas Campos","https://s.glbimg.com/es/sde/f/2019/08/23/de2cbd55d0f687fecdd4b8346fddf148_FORMATO.png",99903,7,263,"ata","Nulo",0,2,0,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"271","Michel Macedo Rocha Machado","michel","Michel","https://s.glbimg.com/es/sde/f/2020/07/21/7e91aeb17ccdb9585d3febb0d345e0a4_FORMATO.png",80664,7,264,"lat","Nulo",0,5.82,0,4.65,2,"Corinthians",2,1,1,1,4,NA,NA,12,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"272","Victor Hugo Santana Carvalho","vitinho","Vitinho","https://s.glbimg.com/es/sde/f/2020/07/28/51d0ea8bb18b7deb239ab41038d9cf2a_FORMATO.png",95770,7,280,"mei","Contundido",0,3,0,0,0,"Bragantino",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"273","Alexander Lecaros Aragón","lecaros","Lecaros","https://s.glbimg.com/es/sde/f/2020/03/01/53edbb0ca79d3f3796591671f994f93b_FORMATO.png",102276,7,263,"ata","Nulo",0,3,0,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"274","Pedro Henrique Ribeiro Gonçalves","pedro-henrique","Pedro Henrique","https://s.glbimg.com/es/sde/f/2020/07/20/2e55ca8b5694bd4dc3fd1469cce872c2_FORMATO.png",87225,7,293,"zag","Provável",1.5,3.42,0.36,-0.55,2,"Athlético-PR",3,2,NA,NA,NA,NA,NA,11,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"275","Lucas Barros da Cunha","lucas-barros","Lucas Barros","https://s.glbimg.com/es/sde/f/2019/03/28/be4f63d854fc719f9e9072cf24e0d7f3_FORMATO.png",104650,7,263,"lat","Contundido",0,2,0,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"276","Thonny Anderson da Silva Carvalho","thonny-anderson","Thonny Anderson","https://s.glbimg.com/es/sde/f/2020/07/28/50ffd2282fd3da3693e850891d65327e_FORMATO.png",101484,7,280,"mei","Contundido",0,6,0,0,0,"Bragantino",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"277","Lucas Piton Crivellaro","lucas-piton","Lucas Piton","https://s.glbimg.com/es/sde/f/2020/07/21/b276604c0e1e29e568198903791fe791_FORMATO.png",105584,7,264,"lat","Provável",-0.5,3,-0.72,0.95,2,"Corinthians",NA,1,NA,NA,1,NA,NA,11,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"278","Claudio Luiz Rodrigues Parisi Leonel","claudinho","Claudinho","https://s.glbimg.com/es/sde/f/2020/07/28/552853b4ec9d01e9cfe52d7863da96fd_FORMATO.png",92630,7,280,"ata","Provável",11.5,14.99,0.99,6.95,6,"Bragantino",15,1,4,5,10,2,NA,56,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"279","Weverton Guilherme da Silva Souza","weverton","Weverton","https://s.glbimg.com/es/sde/f/2020/07/28/98ed816e6bc98070a63fcc74d25eca77_FORMATO.png",104625,7,280,"lat","Nulo",0,1.19,0,0.1,3,"Bragantino",1,1,NA,1,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"280","Matheus Barcelos da Silva","matheus-babi","Matheus Babi","https://s.glbimg.com/es/sde/f/2020/07/20/bb2284f13a5e04e59749617f6cfd07bd_FORMATO.png",94444,7,263,"ata","Nulo",-1.5,6.29,-0.75,4.18,6,"Botafogo",11,14,2,5,19,1,3,23,1,2,NA,NA,NA,NA,NA,NA,NA,NA
"281","Mateus da Silva Vital Assumpção","mateus-vital","Mateus Vital","https://s.glbimg.com/es/sde/f/2020/07/21/5dcf880865714624f3dd33ea666f3d81_FORMATO.png",93108,7,264,"mei","Nulo",0,5.26,0,1.47,3,"Corinthians",1,NA,1,NA,6,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"282","Sidcley Ferreira Pereira","sidcley","Sidcley","https://s.glbimg.com/es/sde/f/2020/03/02/d76b28f383366667813428ea01aaab63_FORMATO.png",86764,7,264,"lat","Nulo",0,7.17,0,3.24,5,"Corinthians",11,4,1,1,9,NA,1,38,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"283","Richard Cândido Coelho","richard","Richard","https://s.glbimg.com/es/sde/f/2020/07/21/282e88366ff0e11540856b5dd644148a_FORMATO.png",86711,7,293,"mei","Provável",0,1.63,-0.62,0.17,6,"Athlético-PR",5,8,1,1,4,NA,NA,20,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"284","Everaldo Silva do Nascimento","everaldo","Everaldo ","https://s.glbimg.com/es/sde/f/2020/07/21/0f49a5ab71c0b39969f9233907e200b9_FORMATO.png",91151,7,264,"ata","Nulo",0,5,0,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"285","Leonardo Javier Realpe Montaño","realpe","Realpe","https://s.glbimg.com/es/sde/f/2020/07/28/b2e83687d1e3ee5357f4fde25603a389_FORMATO.png",106299,7,280,"zag","Provável",1.6,3.27,0.26,0.75,2,"Bragantino",4,1,NA,1,NA,NA,NA,8,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"286","Philip Luiz Soares da Silva","philip","Philip","https://s.glbimg.com/es/sde/f/2020/07/19/d35545c86a24c04675e015ea4e5c9a34_FORMATO.png",73758,7,292,"mei","Nulo",0,1.38,0,-0.4,1,"Sport",NA,1,NA,NA,1,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"287","Warley Leandro da Silva","warley","Warley","https://s.glbimg.com/es/sde/f/2020/03/01/d0a8e4730428e0cc54246ec2cbc1d50f_FORMATO.png",104646,7,263,"ata","Nulo",0,3,0,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"288","Alan Steven Franco Palma","franco","Franco","https://s.glbimg.com/es/sde/f/2020/08/31/b9998b0398f68bde01652c40392cd3be_FORMATO.png",39656,7,282,"mei","Provável",18.7,7.27,4.23,3.65,6,"Atlético-MG",7,9,1,1,7,2,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"289","Marcos Vinícius Sousa Natividade","marquinhos","Marquinhos","https://s.glbimg.com/es/sde/f/2020/02/27/636794bd55317612f53a95fc4663618f_FORMATO.png",102292,7,292,"ata","Provável",3.9,6.02,0.06,3.37,7,"Sport",16,9,NA,3,31,NA,NA,38,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"290","Luis Henrique Tomaz de Lima","luis-henrique","Luis Henrique ","https://s.glbimg.com/es/sde/f/2020/07/20/838de214e88e75dcdc13c78f44cb20d1_FORMATO.png",105049,7,263,"ata","Provável",4.2,4.76,0.61,2.1,5,"Botafogo",3,2,8,3,4,NA,3,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"291","Tomás Esteban Cuello","cuello","Cuello","https://s.glbimg.com/es/sde/f/2020/07/28/1eeacbdffc5dd751f52728c41e6c3146_FORMATO.png",98909,7,280,"mei","Nulo",0,2,0,0,0,"Bragantino",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"292","Rafael da Silva Francisco","rafinha","Rafinha","https://s.glbimg.com/es/sde/f/2020/03/02/6c5d6ccf4132d968daaf6a4738feaee9_FORMATO.png",38421,7,294,"mei","Contundido",0,7,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"293","Leonardo Rodrigues dos Santos","leo-santos","Léo Santos","https://s.glbimg.com/es/sde/f/2020/07/21/c10deb3a4469411c9e7ee2bee05fbeea_FORMATO.png",95820,7,264,"zag","Nulo",0,2,0,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"294","Luan Cândido de Almeida","luan-candido","Luan Cândido","https://s.glbimg.com/es/sde/f/2020/07/28/6e72b464ec47e25ee0d33c043677901a_FORMATO.png",100848,7,280,"lat","Nulo",0,2,0,0,0,"Bragantino",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"295","Walter Kannemann","kannemann","Kannemann","https://s.glbimg.com/es/sde/f/2018/05/21/7a4b8f949ed4d8b668d8c40a33e50edb_FORMATO.png",87342,7,284,"zag","Provável",2.7,11.1,-1.04,4.58,5,"Grêmio",14,16,2,1,8,NA,NA,13,NA,2,NA,NA,3,NA,NA,NA,NA,NA
"296","Luis Manuel Orejuela García","orejuela","Orejuela","https://s.glbimg.com/es/sde/f/2020/07/19/2277b33232bf3b6a9c2e569271b9f87d_FORMATO.png",95352,7,284,"lat","Provável",3.2,8.22,-0.73,3.62,6,"Grêmio",13,15,1,3,10,NA,NA,84,NA,1,NA,NA,3,NA,NA,1,NA,NA
"297","Francisco Hyun Sol Kim","chico","Chico","https://s.glbimg.com/es/sde/f/2020/08/04/13893a6365a1a9dc6fc1d57912718f8d_FORMATO.png",82407,7,373,"ata","Provável",7.1,4.01,1.08,3.07,4,"Atlético-GO",5,4,1,1,5,NA,NA,12,1,1,NA,NA,NA,NA,NA,1,NA,NA
"298","Janderson Santos de Souza","janderson","Janderson","https://s.glbimg.com/es/sde/f/2020/08/25/c027250715c7203ea603c6335609af2d_FORMATO.png",97245,7,373,"ata","Provável",-0.3,3.31,-0.39,0.67,3,"Atlético-GO",3,3,NA,1,2,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"299","Jean Pyerre Casagrande Silveira Correa","jean-pyerre","Jean Pyerre","https://s.glbimg.com/es/sde/f/2019/07/09/c0831db56540c4e253fdd6affa63d176_FORMATO.png",98832,7,284,"mei","Provável",4.6,12.85,0.12,4.7,4,"Grêmio",8,3,2,8,6,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"300","Rafael Navarro Leal","rafael-navarro","Rafael Navarro","https://s.glbimg.com/es/sde/f/2020/07/20/893ac0fe6c55a42b91ef4744f6ca7d4b_FORMATO.png",105770,7,263,"ata","Nulo",0,2,0,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"301","Fagner Conserva Lemos","fagner","Fagner","https://s.glbimg.com/es/sde/f/2020/07/21/86994a3b5f98e1f43ef23a09d56aa65c_FORMATO.png",42500,7,264,"lat","Provável",-0.3,10.74,-0.95,1.97,4,"Corinthians",11,6,3,1,3,NA,NA,40,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"302","Caio Alexandre Souza e Silva","caio-alexandre","Caio Alexandre","https://s.glbimg.com/es/sde/f/2020/07/20/29f9587aac296561c6706ec75204ca92_FORMATO.png",106323,7,263,"mei","Dúvida",0,4.75,0,2.04,5,"Botafogo",9,5,NA,1,6,1,NA,21,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"303","Gabriel Santos Cordeiro Lacerda","gabriel-lacerda","Gabriel Lacerda","https://s.glbimg.com/es/sde/f/2020/07/21/3dc2061d37b1f85d9dd8d9dd72cb35de_FORMATO.png",108176,7,354,"zag","Nulo",5,4.2,0.14,4.72,5,"Ceará",4,2,1,NA,2,NA,NA,16,1,NA,NA,NA,3,NA,NA,NA,NA,NA
"304","Wanderley Monteiro dos Santos Júnior","wanderley","Wanderley","https://s.glbimg.com/es/sde/f/2020/03/02/adc66f01748817e502445b3f068f8106_FORMATO.png",38449,7,294,"ata","Nulo",0,3.26,0,0.5,1,"Coritiba",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"305","Leandro Henrique do Nascimento","leandrinho","Leandrinho","https://s.glbimg.com/es/sde/f/2020/08/21/0a104e26afc93ebbbf158e5bfc8a3400_FORMATO.png",91702,7,280,"ata","Provável",1.3,2.53,0.15,0.85,2,"Bragantino",NA,NA,NA,NA,4,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"306","William Matheus da Silva","william-matheus","William Matheus","https://s.glbimg.com/es/sde/f/2020/03/02/909543d62f7ce5eb46d841074c60bdb6_FORMATO.png",62130,7,294,"lat","Provável",4.2,4.98,0.06,3.17,7,"Coritiba",6,7,1,2,9,NA,2,66,2,NA,NA,NA,2,NA,NA,NA,NA,NA
"307","Egídio de Araújo Pereira Júnior","egidio","Egídio","https://s.glbimg.com/es/sde/f/2020/08/11/672d352606042414d4d148952612fe89_FORMATO.png",42145,7,266,"lat","Provável",1.6,10.14,-0.83,5.31,7,"Fluminense",34,8,2,1,6,NA,NA,90,1,NA,NA,NA,1,NA,NA,NA,NA,NA
"308","Luiz Rhodolfo Dini Gaioto","rhodolfo","Rhodolfo","https://s.glbimg.com/es/sde/f/2020/03/02/bc9582db51a292081109f930b9538e92_FORMATO.png",42501,7,294,"zag","Nulo",0,5.29,0,2.42,4,"Coritiba",7,2,NA,NA,2,NA,NA,23,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"309","Rafael Augusto Sobis do Nascimento","rafael-sobis","Rafael Sobis","https://s.glbimg.com/es/sde/f/2020/03/01/07d469e7953e91ccc61088458f4c6397_FORMATO.png",37798,7,354,"ata","Nulo",-0.2,6.57,-0.33,1.73,7,"Ceará",2,3,2,6,1,NA,1,16,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
"310","Nathanael Ananias da Silva","nathan-silva","Nathan Silva","https://s.glbimg.com/es/sde/f/2020/03/03/b83d40e4104fc0cb62636da75ac2daaa_FORMATO.png",95794,7,294,"mei","Nulo",0,2.39,0,-0.13,3,"Coritiba",7,10,NA,1,4,NA,NA,12,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"311","Rafael Ramos de Lima","rafael-lima","Rafael Lima","https://s.glbimg.com/es/sde/f/2020/03/02/7e3f655d162981305619e91d2d72d345_FORMATO.png",50361,7,294,"zag","Nulo",0,3,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"312","Giovanni Augusto Oliveira Cardoso","giovanni-augusto","Giovanni Augusto","https://s.glbimg.com/es/sde/f/2020/03/02/d39e2efa4d8440e5313bc3b78a139e22_FORMATO.png",68938,7,294,"mei","Nulo",0.9,4.6,-0.03,0.6,2,"Coritiba",NA,1,NA,NA,4,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"313","Wesley Pionteck Souza","wesley","Wesley","https://s.glbimg.com/es/sde/f/2020/08/07/70b200dbf6703aca6b5eee4008dbcad6_FORMATO.png",93376,7,280,"ata","Contundido",0,2,0,0,0,"Bragantino",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"314","Gabriel Santana Pinto","gabriel","Gabriel","https://s.glbimg.com/es/sde/f/2020/01/21/85aa563c123a60bd623ab6053d632f1d_FORMATO.png",73515,7,294,"mei","Contundido",0,5.15,0,2.1,1,"Coritiba",2,NA,NA,NA,1,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"315","Giovanni Piccolomo","giovanni","Giovanni","https://s.glbimg.com/es/sde/f/2020/03/02/1f3f60104216f17477b2f31c3b23ac5e_FORMATO.png",79432,7,294,"mei","Nulo",0,4,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"316","Felipe de Oliveira Silva","felipe-baxola","Felipe Baxola","https://s.glbimg.com/es/sde/f/2020/03/02/a6b441d755d11d4c4cee6850b8edddf7_FORMATO.png",71113,7,354,"mei","Nulo",0,3.78,-1.22,0,1,"Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"317","Bergson Gustavo Silveira da Silva","bergson","Bergson","https://s.glbimg.com/es/sde/f/2020/03/02/2da2700754fb23a9fcc3cbbe28cf447b_FORMATO.png",68696,7,354,"ata","Nulo",0,1.92,0,-0.25,2,"Ceará",NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"318","Carlos Eduardo Santos Oliveira","eduardo","Eduardo","https://s.glbimg.com/es/sde/f/2020/03/02/a44ce5150145201cb2e17e412ff95656_FORMATO.png",50645,7,354,"lat","Nulo",0,4.01,0,0.7,1,"Ceará",1,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"319","Paulo Henrique Chagas de Lima","ganso","Ganso","https://s.glbimg.com/es/sde/f/2020/08/11/6065b1defc59b5a923da5fc98d24534c_FORMATO.png",62977,7,266,"mei","Nulo",0,4.8,0,1.36,5,"Fluminense",5,3,NA,1,5,NA,NA,10,1,2,NA,NA,NA,NA,NA,NA,NA,NA
"320","Wescley Gomes dos Santos","wescley","Wescley","https://s.glbimg.com/es/sde/f/2020/08/31/f76d432cdaf8192dfc153e892b58c96c_FORMATO.png",70925,7,354,"mei","Nulo",0,2.46,0,-0.3,2,"Ceará",NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"321","Robson dos Santos Fernandes","robson","Robson","https://s.glbimg.com/es/sde/f/2020/03/03/3700b19f9f2175c58973de0b8f5daa31_FORMATO.png",84817,7,294,"ata","Provável",1.4,6.36,-0.45,3.29,7,"Coritiba",7,7,3,4,15,1,5,33,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"322","Vinícius Goes Barbosa de Souza","vinicius","Vinícius","https://s.glbimg.com/es/sde/f/2020/07/16/66a1394a24c6d86ac402a7ad916cf196_FORMATO.png",71162,7,354,"mei","Provável",9.1,8.16,0.84,5.22,4,"Ceará",4,4,2,6,2,2,1,28,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"323","Diogo José Gonçalves da Silva","diogo-silva","Diogo Silva","https://s.glbimg.com/es/sde/f/2020/08/31/33ea3d05a9df2f933210bccd17b4083b_FORMATO.png",71882,7,354,"gol","Nulo",0,4,0,0,0,"Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"324","Matheus de Sales Cabral","matheus-sales","Matheus Sales","https://s.glbimg.com/es/sde/f/2020/03/03/0eb35b8cc0b12eac97e71658567b4cf9_FORMATO.png",89285,7,294,"mei","Provável",4.9,4.34,0.93,2.33,4,"Coritiba",9,5,NA,NA,8,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"325","Rodrigo Júnior Paula Silva","digao","Digão","https://s.glbimg.com/es/sde/f/2020/08/11/81d3b25879cf4905a5152581b71402f8_FORMATO.png",68886,7,266,"zag","Provável",4.5,5.03,0.4,3.85,2,"Fluminense",5,4,NA,2,1,NA,NA,4,NA,1,NA,NA,1,NA,NA,NA,NA,NA
"326","Patrick de Oliveira Vieira","patrick-vieira","Patrick Vieira","https://s.glbimg.com/es/sde/f/2020/03/02/1b0ea475d6d2bdd4a6d337fb781b4752_FORMATO.png",78635,7,294,"lat","Nulo",0,4.64,0,1.55,4,"Coritiba",5,5,2,1,3,NA,1,35,NA,1,NA,NA,1,NA,NA,NA,NA,NA
"327","Wellington Alves da Silva","wellington-silva","Wellington Silva","https://s.glbimg.com/es/sde/f/2020/08/11/9e1c282e16e37d5fdb5fa7b81b2871cc_FORMATO.png",68895,7,266,"ata","Nulo",0,2,0,-0.24,5,"Fluminense",3,1,NA,NA,7,NA,NA,12,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"328","Igor de Carvalho Julião","igor-juliao","Igor Julião","https://s.glbimg.com/es/sde/f/2020/08/11/2b7fa1291409b9d4149ac8bd9c461eb7_FORMATO.png",81951,7,266,"lat","Dúvida",0,2.99,0,1.62,5,"Fluminense",11,13,1,2,10,NA,NA,32,1,3,NA,NA,NA,NA,NA,NA,NA,NA
"329","Pedro Julião Azevedo Junior","juninho-quixada","Juninho Quixadá","https://s.glbimg.com/es/sde/f/2020/08/31/7084dd0fdceec58ae07daf69db0d7a76_FORMATO.png",71787,7,354,"mei","Nulo",0,3,0,0,0,"Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"330","Luiz Otávio Anacleto Leandro","luiz-otavio","Luiz Otávio","https://s.glbimg.com/es/sde/f/2020/08/31/03f318322bad08093324500b97948211_FORMATO.png",72359,7,354,"zag","Provável",4,4.14,0.19,1.08,6,"Ceará",5,7,NA,1,1,NA,NA,23,NA,2,NA,NA,2,NA,NA,NA,NA,NA
"331","Natanael Moreira Milouski","natanael","Natanael","https://s.glbimg.com/es/sde/f/2020/03/03/2c9e5951bc7a8dfb8ed3c7f7759e59f6_FORMATO.png",107554,7,294,"lat","Nulo",0,0.78,0,0.1,1,"Coritiba",NA,2,NA,1,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"332","Muriel Gustavo Becker","muriel","Muriel","https://s.glbimg.com/es/sde/f/2020/08/11/37c640ec0cd77c476e2aeef745c5420f_FORMATO.png",69041,7,266,"gol","Nulo",0,5.05,0,1.08,5,"Fluminense",NA,NA,NA,NA,NA,NA,NA,56,NA,NA,4,5,1,NA,NA,NA,NA,NA
"333","José Rogério de Oliveira Melo","rogerio","Rogério","https://s.glbimg.com/es/sde/f/2020/08/31/ef8bbe5f855514c0e2f7ff55805eed3e_FORMATO.png",73540,7,292,"ata","Nulo",0,5,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"334","Thiago Ferreira Lopes","thiago-lopes","Thiago Lopes","https://s.glbimg.com/es/sde/f/2020/03/03/b788fe92546ae0ee21f6330f4aa7ad45_FORMATO.png",92225,7,294,"mei","Nulo",0,3,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"335","Samuel Xavier Brito","samuel-xavier","Samuel Xavier","https://s.glbimg.com/es/sde/f/2020/03/02/c130a3239b5a95d8a3a8b13ede4b4ad1_FORMATO.png",73384,7,354,"lat","Provável",9.3,6.59,1.2,2.6,7,"Ceará",16,15,1,NA,10,NA,NA,75,NA,2,NA,NA,3,NA,NA,NA,NA,NA
"336","Luccas Claro dos Santos","luccas-claro","Luccas Claro","https://s.glbimg.com/es/sde/f/2020/08/11/1062c554fc9540ac0e4184be2cd0a557_FORMATO.png",73465,7,266,"zag","Nulo",0,5.91,0,2.37,6,"Fluminense",12,3,NA,1,5,NA,2,36,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
