"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","CA","DS","FC","FD","FF","FS","G","I","PI","CV","SG","A","DD","DP","GS","FT","GC","PP"
"266","Bruno Henrique Corsini","bruno-henrique","Bruno Henrique","https://s.glbimg.com/es/sde/f/2019/10/15/60ddd8a6a2f680e46493c59c99af16c4_FORMATO.png",70944,14,275,"mei","Provável",-0.9,6.23,-0.87,0.54,12,"275",1,11,16,2,5,7,NA,1,39,NA,NA,NA,NA,NA,NA,NA,NA,NA
"267","Marcelo da Conceição Benevenuto Malaquias","marcelo-benevenuto","Marcelo Benevenuto","https://s.glbimg.com/es/sde/f/2019/03/22/0e2a859e1579e9ad52cd2edbc1297e88_FORMATO.png",95638,14,263,"zag","Provável",2.9,7.29,-0.12,3.04,12,"263",2,23,6,1,5,8,NA,NA,37,NA,3,NA,NA,NA,NA,NA,NA,NA
"268","Everson Felipe Marques Pires","everson","Everson","https://s.glbimg.com/es/sde/f/2020/09/10/782ebf600a14b7e47942a1fd4ed3bc5f_FORMATO.png",72294,14,282,"gol","Provável",0,8.35,0.13,1.24,5,"282",NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,1,5,NA,8,NA,NA,NA
"269","Lucas Veríssimo da Silva","lucas-verissimo","Lucas Veríssimo","https://s.glbimg.com/es/sde/f/2020/08/31/a672c0a0e10ef44cc74724473209cdb0_FORMATO.png",93368,14,277,"zag","Nulo",0,8.29,0,2.4,9,"Santos",4,18,14,2,3,2,1,NA,52,NA,2,NA,NA,NA,NA,NA,NA,NA
"270","Luan Peres Petroni","luan-peres","Luan Peres ","https://s.glbimg.com/es/sde/f/2019/09/16/6a774b65d32e1e3586030adb069316e3_FORMATO.png",84847,14,277,"zag","Provável",0.5,5.73,-0.22,2.05,13,"Santos",1,15,3,NA,2,9,NA,NA,59,1,3,1,NA,NA,NA,NA,NA,NA
"271","Fernando Peixoto Costanza","fernando","Fernando","https://s.glbimg.com/es/sde/f/2019/03/28/0e1597e7f7c233c1663c9739a327843b_FORMATO.png",99550,14,263,"lat","Nulo",0,3.2,0,3.15,2,"263",1,4,1,NA,NA,1,NA,NA,7,NA,1,NA,NA,NA,NA,NA,NA,NA
"272","Rhuan Silveira Castro","rhuan","Rhuan","https://s.glbimg.com/es/sde/f/2019/03/28/4d88ed09bc75e94e5f255e63ec33d09c_FORMATO.png",102958,14,263,"ata","Provável",3.5,3.28,-0.56,2.19,11,"263",NA,6,2,2,5,15,NA,1,23,NA,NA,1,NA,NA,NA,1,NA,NA
"273","Alexander Lecaros Aragón","lecaros","Lecaros","https://s.glbimg.com/es/sde/f/2020/03/01/53edbb0ca79d3f3796591671f994f93b_FORMATO.png",102276,14,263,"ata","Nulo",0,3,0,0,0,"263",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"274","Guilherme Oliveira Santos","guilherme-santos","Guilherme Santos","https://s.glbimg.com/es/sde/f/2020/03/01/6979e564242e4e6905c0118a015237b2_FORMATO.png",50346,14,263,"lat","Nulo",-3.1,6.14,-1.22,2.82,8,"263",1,13,11,NA,4,9,NA,1,51,NA,2,1,NA,NA,NA,NA,NA,NA
"275","Madson Ferreira dos Santos","madson","Madson","https://s.glbimg.com/es/sde/f/2020/02/28/797ea157d220381c5808fcaa35ab969f_FORMATO.png",78077,14,277,"lat","Nulo",9.7,7.18,1.12,5.01,9,"Santos",1,5,2,1,NA,7,3,2,46,NA,2,2,NA,NA,NA,NA,NA,NA
"276","Lucas Barros da Cunha","lucas-barros","Lucas Barros","https://s.glbimg.com/es/sde/f/2019/03/28/be4f63d854fc719f9e9072cf24e0d7f3_FORMATO.png",104650,14,263,"lat","Nulo",0,2,0,0,0,"263",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"277","Marcos Rogério Ricci Lopes","para","Pará","https://s.glbimg.com/es/sde/f/2019/08/06/9d5025e7dec263206b72d3a08d034ef9_FORMATO.png",62086,14,277,"lat","Provável",2.6,7.96,0.59,2.49,12,"Santos",2,19,16,1,7,17,NA,2,63,NA,3,NA,NA,NA,NA,NA,NA,NA
"278","João Paulo Silva Martins","joao-paulo","João Paulo","https://s.glbimg.com/es/sde/f/2019/03/28/55b6bd3285315d25077f61ea5d4a7fc9_FORMATO.png",85425,14,277,"gol","Provável",0.8,7.73,1,4.39,12,"Santos",1,NA,NA,NA,NA,2,NA,NA,72,NA,3,NA,18,NA,13,NA,NA,NA
"279","Jean Mota Oliveira de Sousa","jean-mota","Jean Mota","https://s.glbimg.com/es/sde/f/2020/03/09/c51996a402c33b6efe07a6e733476941_FORMATO.png",78548,14,277,"mei","Provável",7.4,4.83,1.41,1.73,9,"Santos",NA,9,7,1,4,6,NA,NA,23,NA,NA,1,NA,NA,NA,NA,NA,NA
"280","Eduardo Colcenti Antunes","eduardo-sasha","Eduardo Sasha","https://s.glbimg.com/es/sde/f/2020/08/31/521385a7bf21af42afb472eabe1fbec0_FORMATO.png",70360,14,282,"ata","Provável",7.1,8.59,0.59,4.09,9,"282",1,7,9,8,3,11,2,1,27,NA,NA,2,NA,NA,NA,NA,NA,1
"281","Vladimir Orlando Cardoso de Araújo Filho","vladimir","Vladimir","https://s.glbimg.com/es/sde/f/2020/02/28/4d9d7f15b47033ac09c8e32e9b963227_FORMATO.png",69040,14,277,"gol","Contundido",0,6.43,0,2.93,3,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,4,NA,3,NA,NA,NA
"282","Jobson Souza Santos","jobson","Jobson","https://s.glbimg.com/es/sde/f/2019/09/21/78ffca0f8c20a94cf8b5e9109bea47c6_FORMATO.png",93377,14,277,"mei","Provável",4.1,4.51,0.34,1.29,10,"Santos",2,23,14,1,2,10,NA,1,63,NA,NA,NA,NA,NA,NA,NA,NA,NA
"283","Jonathan Copete Valencia","copete","Copete","https://s.glbimg.com/es/sde/f/2019/03/28/8b877a8c4ad54095a090c72a16cdb129_FORMATO.png",77959,14,277,"ata","Nulo",0,4,0,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"284","Luiz Felipe do Nascimento dos Santos","luiz-felipe","Luiz Felipe","https://s.glbimg.com/es/sde/f/2020/03/09/981499da2df970e3aa062fabcbf2f745_FORMATO.png",79035,14,277,"zag","Provável",-0.4,3.46,-0.93,-0.25,2,"Santos",NA,NA,1,NA,NA,1,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"285","Caio Alexandre Souza e Silva","caio-alexandre","Caio Alexandre","https://s.glbimg.com/es/sde/f/2020/07/20/29f9587aac296561c6706ec75204ca92_FORMATO.png",106323,14,263,"mei","Provável",12.6,7.75,0.83,3.19,12,"263",5,20,15,2,5,22,3,1,52,NA,NA,NA,NA,NA,NA,NA,NA,NA
"286","Lucas da Silva Ribeiro Campos","lucas-campos","Lucas Campos","https://s.glbimg.com/es/sde/f/2019/08/23/de2cbd55d0f687fecdd4b8346fddf148_FORMATO.png",99903,14,263,"ata","Nulo",0,2,0,0,0,"263",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"287","Raniel Santana de Vasconcelos","raniel","Raniel","https://s.glbimg.com/es/sde/f/2020/02/28/84228574413957408f18e14b94d2aa81_FORMATO.png",86797,14,277,"ata","Contundido",0,5.16,0,2.95,4,"Santos",NA,8,7,2,2,11,NA,3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"288","Kaio Jorge Pinto Ramos","kaio-jorge","Kaio Jorge","https://s.glbimg.com/es/sde/f/2020/03/09/2863be83eb651b5fcae91f0fa484d0b1_FORMATO.png",103445,14,277,"ata","Provável",-0.5,3.73,-0.22,1.2,12,"Santos",2,10,18,1,11,13,NA,1,17,NA,NA,NA,NA,NA,NA,1,NA,NA
"289","Diego Cristiano Evaristo","diego-pituca","Diego Pituca","https://s.glbimg.com/es/sde/f/2020/03/09/54fa3d697fc129a0e755c94b10fedd38_FORMATO.png",94156,14,277,"mei","Provável",3.4,7.96,0.41,2.47,14,"Santos",1,33,10,3,3,19,NA,1,64,NA,NA,NA,NA,NA,NA,NA,NA,NA
"290","Alison Lopes Ferreira","alison","Alison","https://s.glbimg.com/es/sde/f/2020/03/09/73ed5ab3cb9b56aecea70945f57d3adf_FORMATO.png",73974,14,277,"mei","Nulo",0,8.39,0,1.16,9,"Santos",2,25,16,NA,NA,14,NA,NA,46,2,NA,1,NA,NA,NA,NA,NA,NA
"291","Fernando Uribe Hincapié","uribe","Uribe","https://s.glbimg.com/es/sde/f/2019/05/30/b108b602d840b36b81509e4c29870b37_FORMATO.png",78415,14,277,"ata","Nulo",0,3.33,0,0.6,1,"Santos",NA,NA,NA,1,NA,1,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"292","Michel Macedo Rocha Machado","michel","Michel","https://s.glbimg.com/es/sde/f/2020/07/21/7e91aeb17ccdb9585d3febb0d345e0a4_FORMATO.png",80664,14,264,"lat","Nulo",0,4.76,0,2.7,4,"264",NA,3,1,1,2,6,NA,1,20,NA,1,NA,NA,NA,NA,NA,NA,NA
"293","Pedro Henrique Ribeiro Gonçalves","pedro-henrique","Pedro Henrique","https://s.glbimg.com/es/sde/f/2020/07/20/2e55ca8b5694bd4dc3fd1469cce872c2_FORMATO.png",87225,14,293,"zag","Provável",6.8,5.54,0.14,3.8,6,"293",1,12,3,NA,NA,3,NA,NA,22,NA,3,NA,NA,NA,NA,NA,NA,NA
"294","Igor Matheus Liziero Pereira ","liziero","Liziero","https://s.glbimg.com/es/sde/f/2019/04/01/8423e58431d29d7700ba477367f59b3f_FORMATO.png",100761,14,276,"mei","Contundido",0,4.4,0,1.02,5,"276",1,9,7,2,2,4,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,NA,NA
"295","John Victor Maciel Furtado","john-victor","John Victor","https://s.glbimg.com/es/sde/f/2020/03/09/7526bffb5ffcf8710f171fa2fbd3284a_FORMATO.png",94044,14,277,"gol","Nulo",0,1,0,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"296","Víctor Danilo Cantillo Jiménez","cantillo","Cantillo","https://s.glbimg.com/es/sde/f/2020/03/02/73fc67e78e28d846205cc92aff55d6e7_FORMATO.png",85315,14,264,"mei","Nulo",0,5.7,0,1.49,10,"264",1,10,11,2,4,10,NA,NA,32,NA,NA,1,NA,NA,NA,NA,NA,NA
"297","Fernando Diniz Silva","fernando-diniz","Fernando Diniz","https://s.glbimg.com/es/sde/f/2019/10/03/6d8ae397f0417ad0faa735bc5f9c21d5_FORMATO.png",72391,14,276,"tec","Provável",7.81,10.01,1.22,3.68,12,"276",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"298","Lucas Henrique Ferreira Venuto","lucas-venuto","Lucas Venuto","https://s.glbimg.com/es/sde/f/2020/08/11/4d0626b467649cadfbf95578a06887cf_FORMATO.png",100290,14,292,"ata","Nulo",0,2.16,0,1.07,6,"292",NA,2,3,NA,NA,10,NA,NA,21,NA,NA,NA,NA,NA,NA,1,NA,NA
"299","Bruno Fabiano Alves","bruno-alves","Bruno Alves","https://s.glbimg.com/es/sde/f/2019/04/01/c8c4cd4fac733c4fba030044eefbd05a_FORMATO.png",73620,14,276,"zag","Provável",4.6,8.08,0.25,1.85,6,"276",1,4,5,NA,NA,6,NA,NA,14,NA,2,NA,NA,NA,NA,NA,NA,NA
"300","Sidcley Ferreira Pereira","sidcley","Sidcley","https://s.glbimg.com/es/sde/f/2020/03/02/d76b28f383366667813428ea01aaab63_FORMATO.png",86764,14,264,"lat","Nulo",0,6.58,0,2.28,7,"264",NA,11,4,1,1,9,NA,1,40,NA,1,NA,NA,NA,NA,NA,NA,NA
"301","Tiago Luis Volpi","tiago-volpi","Tiago Volpi","https://s.glbimg.com/es/sde/f/2019/04/01/2738a4ae33bd55ff85ec0117ecf79063_FORMATO.png",72018,14,276,"gol","Provável",16.1,14.67,3.29,2.99,12,"276",NA,1,NA,NA,NA,1,NA,NA,96,NA,3,NA,12,1,13,NA,NA,NA
"302","Everton Cardoso da Silva","everton","Everton","https://s.glbimg.com/es/sde/f/2020/08/18/21613ca434c9a230ec1b0821a3f70079_FORMATO.png",50301,14,284,"mei","Nulo",0,5.99,0,2.72,5,"284",NA,8,9,3,2,7,NA,1,31,NA,NA,1,NA,NA,NA,NA,NA,NA
"303","Richard Cândido Coelho","richard","Richard","https://s.glbimg.com/es/sde/f/2020/07/21/282e88366ff0e11540856b5dd644148a_FORMATO.png",86711,14,293,"mei","Dúvida",1.4,1.98,0.54,0.37,9,"293",2,11,13,1,2,6,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA
"304","Arthur Gomes Lourenço","arthur-gomes","Arthur Gomes","https://s.glbimg.com/es/sde/f/2020/02/28/1180152071b3a94086ee66e070352aab_FORMATO.png",96966,14,277,"ata","Nulo",0,3.04,0,1.97,7,"Santos",NA,5,6,5,2,10,1,1,33,1,NA,NA,NA,NA,NA,NA,NA,NA
"305","Mateus da Silva Vital Assumpção","mateus-vital","Mateus Vital","https://s.glbimg.com/es/sde/f/2020/07/21/5dcf880865714624f3dd33ea666f3d81_FORMATO.png",93108,14,264,"mei","Nulo",2.3,5.51,-1.01,2.19,7,"264",1,2,1,3,1,9,1,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"306","Lucas Piton Crivellaro","lucas-piton","Lucas Piton","https://s.glbimg.com/es/sde/f/2020/07/21/b276604c0e1e29e568198903791fe791_FORMATO.png",105584,14,264,"lat","Provável",0.7,3.9,-0.63,2.35,7,"264",1,11,5,1,2,5,NA,NA,54,NA,1,1,NA,NA,NA,NA,NA,NA
"307","Igor Silveira Gomes","igor-gomes","Igor Gomes","https://s.glbimg.com/es/sde/f/2019/04/01/7a6c90034396325f6cc570ef06e1040c_FORMATO.png",100084,14,276,"mei","Provável",6.8,4.42,1.25,0.95,12,"276",1,7,14,3,3,13,NA,NA,42,NA,NA,1,NA,NA,NA,NA,NA,NA
"308","Sandry Roberto Santos Goes","sandry","Sandry","https://s.glbimg.com/es/sde/f/2020/03/09/8bf582cd91832a1415dc460fd233c490_FORMATO.png",104580,14,277,"mei","Nulo",0,2,0,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"309","Tailson Pinto Gonçalves","tailson","Tailson","https://s.glbimg.com/es/sde/f/2020/02/28/6a3d988146a39cccc9f2572d2d1235f8_FORMATO.png",104578,14,277,"ata","Nulo",0.3,2.43,-0.25,1.02,6,"Santos",NA,5,3,1,NA,5,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"310","Giovanni Augusto Oliveira Cardoso","giovanni-augusto","Giovanni Augusto","https://s.glbimg.com/es/sde/f/2020/03/02/d39e2efa4d8440e5313bc3b78a139e22_FORMATO.png",68938,14,294,"mei","Provável",10.1,6.72,1.54,2.74,8,"Coritiba",NA,12,3,1,NA,18,NA,1,33,NA,NA,1,NA,NA,NA,NA,NA,NA
"311","Everaldo Silva do Nascimento","everaldo","Everaldo ","https://s.glbimg.com/es/sde/f/2020/07/21/0f49a5ab71c0b39969f9233907e200b9_FORMATO.png",91151,14,264,"ata","Nulo",0,4.48,0,2.8,1,"264",NA,1,2,1,1,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"312","Leonardo Pinheiro da Conceição","leo","Léo","https://s.glbimg.com/es/sde/f/2019/04/01/bbb9588c3dbac516f581a278fc277197_FORMATO.png",85626,14,276,"lat","Nulo",0,3.83,0,1.74,9,"276",1,10,7,NA,1,11,NA,NA,51,NA,1,1,NA,NA,NA,NA,NA,NA
"313","Leonardo Rodrigues dos Santos","leo-santos","Léo Santos","https://s.glbimg.com/es/sde/f/2020/07/21/c10deb3a4469411c9e7ee2bee05fbeea_FORMATO.png",95820,14,264,"zag","Nulo",0,2,0,0,0,"264",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"314","Fernando José Pacheco Rivas","fernando-pacheco","Fernando Pacheco","https://s.glbimg.com/es/sde/f/2020/08/11/0f3de4bf496db9970fd66f13146a40a4_FORMATO.png",98740,14,266,"ata","Provável",-2.8,2.03,-0.64,0.14,9,"266",1,5,7,1,1,8,NA,4,22,NA,NA,NA,NA,NA,NA,NA,NA,NA
"315","Anderson Vieira Martins","anderson-martins","Anderson Martins","https://s.glbimg.com/es/sde/f/2020/09/23/1530da64b72d2b015a6177c0b41e132f_FORMATO.png",52618,14,265,"zag","Nulo",0,6,0,0,0,"265",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"316","William Matheus da Silva","william-matheus","William Matheus","https://s.glbimg.com/es/sde/f/2020/03/02/909543d62f7ce5eb46d841074c60bdb6_FORMATO.png",62130,14,294,"lat","Provável",2.6,5.51,0.32,2.75,14,"Coritiba",1,17,14,1,4,16,1,5,124,NA,3,2,NA,NA,NA,NA,NA,NA
"317","Wesley Frazan Bernardo","frazan","Frazan","https://s.glbimg.com/es/sde/f/2020/08/31/26157eb4d01c29438f7335acae2d0a72_FORMATO.png",97528,14,266,"zag","Nulo",0,3,0,0,0,"266",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"318","Rafael da Silva Francisco","rafinha","Rafinha","https://s.glbimg.com/es/sde/f/2020/03/02/6c5d6ccf4132d968daaf6a4738feaee9_FORMATO.png",38421,14,294,"mei","Contundido",0,7,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"319","Wanderson Felippe Cardoso dos Santos","felippe-cardoso","Felippe Cardoso","https://s.glbimg.com/es/sde/f/2020/08/11/65b773ef79fcc1056f7ae14cd0e7be82_FORMATO.png",100963,14,266,"ata","Nulo",-0.8,2.33,-0.15,1.08,6,"266",NA,2,8,NA,2,3,1,3,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"320","Vitor Frezarin Bueno","vitor-bueno","Vitor Bueno","https://s.glbimg.com/es/sde/f/2020/03/09/f3543ab5bcf3404b175e6b2745d02ac5_FORMATO.png",87552,14,276,"mei","Provável",3.4,7.71,0.18,2.84,9,"276",1,8,3,4,7,15,1,1,43,NA,NA,NA,NA,NA,NA,NA,NA,NA
"321","Wanderley Monteiro dos Santos Júnior","wanderley","Wanderley","https://s.glbimg.com/es/sde/f/2020/03/02/adc66f01748817e502445b3f068f8106_FORMATO.png",38449,14,294,"ata","Nulo",0,3.26,0,0.5,1,"Coritiba",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"322","Miguel Ferreira Damasceno","miguel-figueira","Miguel Figueira","https://s.glbimg.com/es/sde/f/2020/08/26/3fa464ee6de9c64f2d753dc0dc419801_FORMATO.jpeg",102565,14,290,"mei","Nulo",0,1.38,0,0.64,5,"290",1,3,9,NA,1,4,NA,NA,11,NA,NA,1,NA,NA,NA,NA,NA,NA
"323","Luiz Rhodolfo Dini Gaioto","rhodolfo","Rhodolfo","https://s.glbimg.com/es/sde/f/2020/03/02/bc9582db51a292081109f930b9538e92_FORMATO.png",42501,14,294,"zag","Contundido",0,4.64,0,1.92,6,"Coritiba",NA,9,2,NA,NA,3,NA,NA,30,NA,1,NA,NA,NA,NA,NA,NA,NA
"324","Renê dos Santos Júnior","rene-junior","Renê Júnior","https://s.glbimg.com/es/sde/f/2020/03/02/5908e5d1c3f4f989e8bc1b27ccb7c65d_FORMATO.png",73281,14,294,"mei","Nulo",0,1.6,0,-0.7,3,"Coritiba",NA,4,5,NA,1,2,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA
"325","Robson dos Santos Fernandes","robson","Robson","https://s.glbimg.com/es/sde/f/2020/03/03/3700b19f9f2175c58973de0b8f5daa31_FORMATO.png",84817,14,294,"ata","Provável",2.5,9.01,-1.15,5.02,14,"Coritiba",2,18,24,3,18,34,4,9,62,NA,NA,NA,NA,NA,NA,4,NA,NA
"326","Michel Daryl Araújo Villar","michel-araujo","Michel Araújo ","https://s.glbimg.com/es/sde/f/2020/08/11/5acb05c96172c81382ad77978909d458_FORMATO.png",107173,14,266,"mei","Nulo",0,6.57,0,3.45,12,"266",3,24,20,4,7,42,1,1,54,NA,NA,NA,NA,NA,NA,NA,NA,NA
"327","Danilo das Neves Pinheiro","tche-tche","Tchê Tchê","https://s.glbimg.com/es/sde/f/2019/05/06/fbb4319c2256b5cbf2fb558f6e3e9503_FORMATO.png",86686,14,276,"mei","Nulo",-0.1,7.62,-0.34,2.17,12,"276",2,17,8,6,7,17,NA,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA
"328","Marcelo de Araújo Pitaluga Filho","marcelo-pitaluga","Marcelo Pitaluga ","https://s.glbimg.com/es/sde/f/2020/08/31/3c7ecdf87a233a597f39b95d57c610db_FORMATO.png",101478,14,266,"gol","Nulo",0,2,0,0,0,"266",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"329","Ignacio Andrés Jara Vargas","ignacio-jara","Ignacio Jara ","https://s.glbimg.com/es/sde/f/2020/08/26/37e5e42d57b218a1b99233cecb344897_FORMATO.jpeg",107318,14,290,"mei","Nulo",2,2.31,0.22,1.87,6,"290",NA,2,3,1,1,3,1,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"330","Luan Vinícius da Silva Santos ","luan","Luan","https://s.glbimg.com/es/sde/f/2019/04/01/d66903d72e2d84e1b6c05a8579691862_FORMATO.png",102909,14,276,"mei","Provável",4.9,4.17,0.86,1.07,6,"276",1,9,3,NA,1,1,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"331","Paulo Marcos de Jesus Ribeiro","paulao","Paulão","https://s.glbimg.com/es/sde/f/2019/11/14/7b85c924694c25ac9829f4379ef2b451_FORMATO.png",63172,14,356,"zag","Provável",-0.6,2.94,-1.28,2.11,14,"356",2,17,16,1,2,4,NA,2,43,NA,5,NA,NA,NA,NA,NA,NA,NA
"332","Marcos Paulo Costa do Nascimento","marcos-paulo","Marcos Paulo","https://s.glbimg.com/es/sde/f/2020/08/11/5b35d14db960f09dcadfc0f4d9b8d262_FORMATO.png",103645,14,266,"ata","Nulo",0,5.33,0,1.13,11,"266",NA,9,3,NA,4,1,NA,1,33,NA,NA,1,NA,NA,NA,NA,NA,NA
"333","Gabriel Santana Pinto","gabriel","Gabriel","https://s.glbimg.com/es/sde/f/2020/01/21/85aa563c123a60bd623ab6053d632f1d_FORMATO.png",73515,14,294,"mei","Provável",-0.1,3.94,-0.18,0.5,5,"Coritiba",NA,3,2,NA,NA,5,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA
"334","Patrick de Oliveira Vieira","patrick-vieira","Patrick Vieira","https://s.glbimg.com/es/sde/f/2020/03/02/1b0ea475d6d2bdd4a6d337fb781b4752_FORMATO.png",78635,14,294,"lat","Nulo",0,4.64,0,1.55,4,"Coritiba",1,5,5,2,1,3,NA,1,35,NA,1,NA,NA,NA,NA,NA,NA,NA
"335","Hélio Júnio Nunes de Castro","helinho","Helinho","https://s.glbimg.com/es/sde/f/2019/04/01/a4da339bedf52e7e79df80fd1914f6da_FORMATO.png",102598,14,276,"ata","Nulo",0,4.08,0,2.57,3,"276",NA,3,NA,NA,NA,1,NA,NA,8,NA,NA,1,NA,NA,NA,NA,NA,NA
"336","Wanderley de Jesus Sousa","derley","Derley","https://s.glbimg.com/es/sde/f/2019/03/22/38fbbc852eaf7ac63811890c98f9ee2a_FORMATO.png",60791,14,356,"mei","Nulo",0,2.82,0,-0.35,2,"356",1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"337","Iago Pereira Mendonça","iago-mendonca","Iago Mendonça","https://s.glbimg.com/es/sde/f/2020/03/06/fbe3c389c73e71007b15dec8b347a229_FORMATO.png",105278,14,290,"zag","Nulo",0,1,0,0,0,"290",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"338","Rodolfo Filemon de Oliveira da Silva","rodolfo-filemon","Rodolfo Filemon","https://s.glbimg.com/es/sde/f/2020/03/03/58a5f1fedb37779403b28bf802247d46_FORMATO.png",97925,14,294,"zag","Provável",0.6,0.78,-0.01,-0.07,11,"Coritiba",4,5,15,1,1,6,NA,NA,52,1,3,NA,NA,NA,NA,NA,NA,NA
"339","Breno Washington Rodrigues da Silva","breno","Breno","https://s.glbimg.com/es/sde/f/2020/08/26/d2737704a379be01e8864b8345b30982_FORMATO.jpeg",106083,14,290,"mei","Provável",-0.4,4.12,-1.31,2.52,9,"290",2,26,15,1,3,8,NA,NA,25,NA,NA,NA,NA,NA,NA,1,NA,NA
"340","José Sabino Chagas Monteiro","sabino","Sabino","https://s.glbimg.com/es/sde/f/2020/03/03/c40f55b88cf1db157380eee4013c9828_FORMATO.png",104075,14,294,"zag","Provável",1.5,7.56,0.1,3.8,14,"Coritiba",NA,20,6,NA,2,12,3,1,79,NA,3,NA,NA,NA,NA,1,1,NA
"341","Carlos Emiliano Pereira","carlinhos","Carlinhos","https://s.glbimg.com/es/sde/f/2019/03/22/7da6584b8edbee8649acb25931c97e1e_FORMATO.png",63194,14,356,"lat","Dúvida",1.6,6.33,-0.56,2.89,9,"356",1,17,15,NA,1,10,NA,1,68,NA,4,NA,NA,NA,NA,NA,NA,NA
"342","Osvaldo Lourenço Filho","osvaldo","Osvaldo","https://s.glbimg.com/es/sde/f/2019/03/22/cf67516d72742aa5e48694567a33d6b6_FORMATO.png",42222,14,356,"ata","Provável",6.1,6.78,0.91,2.66,14,"356",2,15,7,4,8,11,1,2,71,NA,NA,2,NA,NA,NA,1,NA,NA
"343","Thiago Ferreira Lopes","thiago-lopes","Thiago Lopes","https://s.glbimg.com/es/sde/f/2020/03/03/b788fe92546ae0ee21f6330f4aa7ad45_FORMATO.png",92225,14,294,"mei","Nulo",0,2.4,0,1,2,"Coritiba",NA,2,2,NA,2,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"344","Matheus de Sales Cabral","matheus-sales","Matheus Sales","https://s.glbimg.com/es/sde/f/2020/03/03/0eb35b8cc0b12eac97e71658567b4cf9_FORMATO.png",89285,14,294,"mei","Provável",3.3,4.58,0.47,2.09,10,"Coritiba",NA,20,11,NA,2,18,NA,1,36,NA,NA,NA,NA,NA,NA,NA,NA,NA
"345","Nathan Otávio Ribeiro","nathan-ribeiro","Nathan Ribeiro","https://s.glbimg.com/es/sde/f/2020/03/03/96fb7ded5758b12433b954935496405f_FORMATO.png",102607,14,294,"zag","Contundido",0,3,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"346","Gabriel Boschilia","boschilia","Boschilia","https://s.glbimg.com/es/sde/f/2020/02/27/dbeea99042dc47fc247d3a724d62602b_FORMATO.png",86841,14,285,"mei","Nulo",2.9,8.45,0.2,3.81,13,"285",2,40,24,9,5,14,1,NA,92,NA,NA,1,NA,NA,NA,NA,NA,NA
