"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","CA","DD","GS","PI","SG","A","CV","DS","FC","FD","FF","FS","G","I","FT","DP","GC","PP"
"269","Bruno Ferreira Melo","bruno-melo","Bruno Melo","https://s.glbimg.com/es/sde/f/2020/03/06/88d17bd8903f1e821665cdd49c0bf7d9_FORMATO.png",84339,34,356,"lat","Provável",-0.3,4.05,-0.89,2.22,17,"356",4,NA,NA,74,5,NA,NA,15,24,2,3,11,2,2,NA,NA,NA,NA
"270","Renzo Saravia","saravia","Saravia","https://s.glbimg.com/es/sde/f/2020/03/02/2adf4c12427d0fca9fe94f89118bd866_FORMATO.png",96725,34,285,"lat","Contundido",0,18.78,0,7.96,8,"285",1,NA,NA,56,5,1,NA,37,12,1,2,15,NA,NA,NA,NA,NA,NA
"271","Patrick de Paula Carreiro","patrick-de-paula","Patrick de Paula","https://s.glbimg.com/es/sde/f/2020/03/09/a9c14c249329965a83e2f3b2bda2642b_FORMATO.png",107172,34,275,"mei","Nulo",0,5.38,0,3.58,20,"275",2,NA,NA,101,NA,1,NA,42,26,8,12,21,2,NA,2,NA,NA,NA
"272","Gabriel Davi Gomes Sara","gabriel-sara","Gabriel Sara","https://s.glbimg.com/es/sde/f/2020/11/05/d6c6115b5a030607c5a349c3c7265105_FORMATO.png",100763,34,276,"mei","Provável",0,4.67,0,2.7,26,"276",5,NA,NA,163,NA,1,NA,31,28,8,26,29,4,5,NA,NA,NA,NA
"273","Fábio Pizarro Sanches","fabio-sanches","Fábio Sanches","https://s.glbimg.com/es/sde/f/2020/08/26/5756a4bae1a6bb1e484099d7ea94222d_FORMATO.jpeg",71604,34,290,"zag","Provável",6.5,7.23,0.85,3.48,22,"290",3,NA,NA,45,8,NA,NA,40,17,1,3,18,1,NA,NA,NA,1,NA
"274","Marcelo da Conceição Benevenuto Malaquias","marcelo-benevenuto","Marcelo Benevenuto","https://s.glbimg.com/es/sde/f/2019/03/22/0e2a859e1579e9ad52cd2edbc1297e88_FORMATO.png",95638,34,263,"zag","Nulo",0,6.02,0,1.82,25,"263",6,NA,NA,84,4,1,NA,33,22,2,11,16,NA,1,NA,NA,NA,NA
"275","Danilo Fernandes Batista","danilo-fernandes","Danilo Fernandes","https://s.glbimg.com/es/sde/f/2020/02/27/d6d33f8f9a956799465c508d4d9e4263_FORMATO.png",69051,34,285,"gol","Contundido",0,4.43,0,1.4,1,"285",1,1,1,11,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"276","Natanael Batista Pimenta","natanael","Natanael","https://s.glbimg.com/es/sde/f/2020/09/12/e3f2361fc0584d13ce3b65e8673cf1e6_FORMATO.png",86264,34,373,"lat","Provável",4.6,5.07,-1.09,4.02,16,"373",1,NA,NA,142,4,1,NA,32,11,2,5,15,2,2,NA,NA,NA,NA
"277","Heitor Rodrigues da Fonseca","heitor","Heitor","https://s.glbimg.com/es/sde/f/2020/02/27/46ea70366228afe849358bbedd6c18e1_FORMATO.png",104649,34,285,"lat","Nulo",0,6.04,0,4.85,10,"285",3,NA,NA,72,3,4,1,28,12,2,1,13,NA,NA,NA,NA,NA,NA
"278","Gustavo Nonato Santana","nonato","Nonato","https://s.glbimg.com/es/sde/f/2020/02/27/4fc30df934657cce0aecf53ef7dc9a8b_FORMATO.png",100987,34,285,"mei","Nulo",0,4.21,0,2.83,9,"285",3,NA,NA,26,NA,NA,NA,21,13,1,3,16,1,NA,NA,NA,NA,NA
"279","Hugo Moura Arruda da Silva","hugo-moura","Hugo Moura","https://s.glbimg.com/es/sde/f/2020/08/31/f47edb06171b8cc97b1c955c58ae682d_FORMATO.png",101594,34,294,"mei","Nulo",5.8,4.15,0.64,2.23,24,"Coritiba",4,NA,NA,71,NA,3,NA,44,40,2,7,27,1,NA,NA,NA,NA,NA
"280","Tadeu Antônio Ferreira","tadeu","Tadeu","https://s.glbimg.com/es/sde/f/2020/08/26/cf01a937d465c1d2b6417bf927da94c7_FORMATO.jpeg",82453,34,290,"gol","Suspenso",-2,7.88,-0.09,2.95,26,"290",2,37,45,250,7,NA,NA,1,2,1,NA,9,NA,NA,NA,1,NA,NA
"281","Wesley Ribeiro Silva","wesley","Wesley","https://s.glbimg.com/es/sde/f/2020/03/09/a109fbcc7f3230d816eba0d842c3c2fd_FORMATO.png",105811,34,275,"ata","Contundido",0,6.73,0,4.59,13,"275",2,NA,NA,49,NA,2,NA,16,16,9,11,22,2,4,2,NA,NA,NA
"282","Matheus Rezende Assis","rezende","Rezende","https://s.glbimg.com/es/sde/f/2020/08/26/906a80a770a2e18eff41f8425cbd887a_FORMATO.jpeg",93798,34,290,"mei","Nulo",0,1,0,0,0,"290",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"283","Rodrigo Nestor Bertalia","rodrigo-nestor","Rodrigo Nestor","https://s.glbimg.com/es/sde/f/2019/12/07/0b3e5d02f629008714cf1410e53eb9b6_FORMATO.png",106822,34,276,"mei","Nulo",0,1.73,0,0.52,5,"276",1,NA,NA,6,NA,NA,NA,4,3,1,NA,3,NA,NA,NA,NA,NA,NA
"284","Alexander Lecaros Aragón","lecaros","Lecaros","https://s.glbimg.com/es/sde/f/2020/03/01/53edbb0ca79d3f3796591671f994f93b_FORMATO.png",102276,34,263,"ata","Nulo",0,2.12,0,0.76,7,"263",NA,NA,NA,16,NA,NA,NA,3,3,2,NA,7,NA,1,NA,NA,NA,NA
"285","Matheus dos Santos Miranda","miranda","Miranda","https://s.glbimg.com/es/sde/f/2020/08/17/1cbd279a52f1e6ab977c059e6068442a_FORMATO.png",101720,34,267,"zag","Nulo",0,3.34,0,1.56,17,"267",1,NA,NA,91,2,NA,NA,30,18,NA,1,11,NA,NA,NA,NA,NA,NA
"286","Pedro Henrique Naressi Machado","pedro-naressi","Pedro Naressi","https://s.glbimg.com/es/sde/f/2020/09/14/46ddb181165c7727e2b17d88bb13428e_FORMATO.png",98529,34,354,"mei","Nulo",0,1.33,0,1.38,11,"354",4,NA,NA,29,NA,1,NA,15,15,NA,2,8,1,NA,NA,NA,NA,NA
"287","Alexander Silva de Lucena","alexander","Alexander","https://s.glbimg.com/es/sde/f/2020/08/17/04dabf6e989b05faa5971fc2517b259a_FORMATO.png",105553,34,267,"gol","Nulo",0,3,0,0,0,"267",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"288","Jonas Gabriel da Silva Nunes","toro","Toró","https://s.glbimg.com/es/sde/f/2019/04/01/537547b0687a098437442f6632e753bc_FORMATO.png",101885,34,276,"ata","Nulo",0,2.9,0,1.05,8,"276",NA,NA,NA,7,NA,1,NA,2,NA,NA,2,1,NA,NA,NA,NA,NA,NA
"289","Lucas Henrique Mazetti","mazetti","Mazetti","https://s.glbimg.com/es/sde/f/2020/07/20/26ac5244263f4361626dec1a58304e3e_FORMATO.png",107741,34,285,"lat","Nulo",0,1,0,0,0,"285",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"290","Anderson Luiz de Carvalho","nene","Nenê","https://s.glbimg.com/es/sde/f/2020/08/11/f3df6bdc76524f571ea66cc968ab62af_FORMATO.png",38913,34,266,"mei","Provável",10.8,14.18,-0.7,5.16,25,"266",2,NA,NA,234,NA,3,NA,30,11,12,21,45,8,NA,1,NA,NA,1
"291","Felipe dos Reis Pereira Vizeu do Carmo","felipe-vizeu","Felipe Vizeu","https://s.glbimg.com/es/sde/f/2020/10/20/cb08a5c10db57cbbec091e022d47de94_FORMATO.png",94138,34,354,"ata","Nulo",0,5.44,-0.16,1.2,8,"354",NA,NA,NA,4,NA,NA,NA,NA,5,1,1,5,1,NA,NA,NA,NA,NA
"292","Matheus Alves da Silva Cardoso","matheus-alves","Matheus Alves","https://s.glbimg.com/es/sde/f/2020/08/26/9f0365f3162049e805c9b1b5188c50bf_FORMATO.jpeg",91712,34,290,"gol","Nulo",0,1,0,0,0,"290",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"293","Bruno Gomes da Silva Clevelário","bruno-gomes","Bruno Gomes","https://s.glbimg.com/es/sde/f/2020/08/17/76089d8528afa499ba3467eaa5e1b180_FORMATO.png",106202,34,267,"mei","Provável",2.4,3.11,-0.36,1.18,17,"267",3,NA,NA,61,NA,NA,2,34,29,1,3,38,NA,NA,NA,NA,NA,NA
"294","Alerrandro Barra Mansa Realino de Souza","alerrandro","Alerrandro","https://s.glbimg.com/es/sde/f/2020/07/28/e7ad33aff8b2ab2890e6f1e782d86362_FORMATO.png",101715,34,280,"ata","Nulo",0,9.76,0,4.34,16,"280",NA,NA,NA,42,NA,2,NA,6,10,5,9,20,5,5,2,NA,NA,1
"295","Gabriel Boschilia","boschilia","Boschilia","https://s.glbimg.com/es/sde/f/2020/02/27/dbeea99042dc47fc247d3a724d62602b_FORMATO.png",86841,34,285,"mei","Contundido",0,8.45,0,3.81,13,"285",2,NA,NA,92,NA,1,NA,40,24,9,5,14,1,NA,NA,NA,NA,NA
"296","Gabriel Baralhas dos Santos","baralhas","Baralhas","https://s.glbimg.com/es/sde/f/2020/10/20/d1b6cda28d3190a8ba17446d082ac2ab_FORMATO.png",99440,34,373,"mei","Nulo",0,3.73,0,2.45,2,"373",NA,NA,NA,4,NA,NA,NA,5,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"297","Ângelo Gabriel Borges Damaceno","angelo","Ângelo","https://s.glbimg.com/es/sde/f/2020/10/27/cdac724fefd8631ee759121d235c0362_FORMATO.png",110415,34,277,"ata","Nulo",0,0.79,0.01,0.12,5,"Santos",NA,NA,NA,4,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"298","Sandro Diego de Moraes Bueno","sandrinho","Sandrinho","https://s.glbimg.com/es/sde/f/2020/10/19/14d518f6be4f84fbfafc67c540db981e_FORMATO.png",110373,34,290,"ata","Nulo",0,0.79,0,-1.25,2,"290",1,NA,NA,2,NA,NA,NA,NA,3,1,NA,1,NA,1,NA,NA,NA,NA
"299","Leandro Castan da Silva","leandro-castan","Leandro Castan","https://s.glbimg.com/es/sde/f/2020/08/17/49c8817c8d46dc60dc7ed4af79fa9953_FORMATO.png",38505,34,267,"zag","Provável",0,12.07,0,2.73,23,"267",2,NA,NA,89,7,NA,1,46,25,1,1,20,NA,NA,NA,NA,NA,NA
"300","Filipe Cândido da Trindade","filipe-trindade","Filipe Trindade","https://s.glbimg.com/es/sde/f/2020/08/26/7532e21446b6281f1eb1d1a3d9e2a803_FORMATO.jpeg",105341,34,290,"mei","Nulo",0,2,0,0,0,"290",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"301","Weverton Pereira da Silva","weverton","Weverton","https://s.glbimg.com/es/sde/f/2019/10/03/58aa0eddfe8c9c684344f4231a233ddf_FORMATO.png",71631,34,275,"gol","Nulo",0,8.44,0,2.62,23,"275",NA,19,21,200,9,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"302","Joao Robin Rojas Mendoza","joao-rojas","Joao Rojas","https://s.glbimg.com/es/sde/f/2020/03/09/df53a31bb47d9ca7d71c5826b26910ea_FORMATO.png",70784,34,276,"ata","Nulo",0,6,0,0,0,"276",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"303","Keiller da Silva Nunes","keiller","Keiller","https://s.glbimg.com/es/sde/f/2020/02/27/4d3e8df7f1ee40580d75e33e752dcff2_FORMATO.png",93834,34,285,"gol","Nulo",0,2,0,0,0,"285",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"304","Kaio Magno Bacelar Martins","kaio-magno","Kaio Magno","https://s.glbimg.com/es/sde/f/2020/08/17/c109a1096391cd5858b3c928807a4cc9_FORMATO.png",106200,34,267,"ata","Nulo",0,2,0,0,0,"267",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"305","Guilherme Antonio Arana Lopes","guilherme-arana","Guilherme Arana","https://s.glbimg.com/es/sde/f/2020/08/31/cf251bf07d0350a8081b6b0e7bfb7950_FORMATO.png",87228,34,282,"lat","Provável",3.2,16.67,-1.6,5.17,30,"282",3,NA,NA,312,10,6,NA,47,38,17,19,34,4,1,NA,NA,NA,NA
"306","Raul Prata","raul-prata","Raul Prata","https://s.glbimg.com/es/sde/f/2020/02/27/9cee4ad663339179015a63de55e0cde2_FORMATO.png",84855,34,292,"lat","Nulo",0,4.99,0,2.98,10,"292",2,NA,NA,49,5,NA,NA,13,6,1,NA,5,NA,NA,NA,NA,NA,NA
"307","Alexi Stival","cuca","Cuca","https://s.glbimg.com/es/sde/f/2020/08/07/365a7d563bd584a5940f937c9ed97ea4_FORMATO.png",42411,34,277,"tec","Provável",2.69,10.93,-0.17,3.58,32,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"308","Daniel de Sousa Brito","daniel","Daniel","https://s.glbimg.com/es/sde/f/2020/02/27/222ec98ac489a4b1ce5063bdde3d208e_FORMATO.png",96468,34,285,"gol","Nulo",0,2.4,0,4.8,1,"285",NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"309","Gustavo Raúl Gómez Portillo","gustavo-gomez","Gustavo Gómez","https://s.glbimg.com/es/sde/f/2020/03/09/d8945e5024344014b96d64adab91f4da_FORMATO.png",71684,34,275,"zag","Nulo",0,10.99,0,3.21,17,"275",3,NA,NA,57,6,1,1,30,23,2,5,18,1,11,NA,NA,NA,NA
"310","Patric Cabral Lalau","patric","Patric","https://s.glbimg.com/es/sde/f/2020/07/20/8da72cb158360ebe2e1e03b6c12b81dd_FORMATO.png",60969,34,292,"lat","Provável",0,8.1,0,2.6,31,"292",2,NA,NA,293,6,5,1,44,38,6,15,37,1,9,1,NA,1,NA
"311","Ytalo José Oliveira dos Santos","ytalo","Ytalo","https://s.glbimg.com/es/sde/f/2020/07/28/f5f19ab0ce1b02fc515f8bd18a88a815_FORMATO.png",53148,34,280,"ata","Provável",11.1,7.98,1.64,3.49,26,"280",NA,NA,NA,52,NA,5,NA,21,21,14,15,17,3,7,1,NA,NA,NA
"312","Alexandre de Almeida da Silva Júnior","juninho","Juninho","https://s.glbimg.com/es/sde/f/2020/03/13/7c86524fe7de88fe7eaf75ee5df21eb2_FORMATO.png",107677,34,267,"mei","Nulo",-0.2,2.78,-0.05,1.83,13,"267",1,NA,NA,37,NA,1,NA,17,7,2,5,9,NA,NA,NA,NA,NA,NA
"313","Rafael Thyere de Albuquerque Marques","rafael-thyere","Rafael Thyere","https://s.glbimg.com/es/sde/f/2020/02/27/cd5877e8c279581d18c1826dd364a279_FORMATO.png",83048,34,292,"zag","Nulo",0,3,0,2.2,5,"292",2,NA,NA,15,3,NA,NA,2,2,NA,NA,1,NA,NA,NA,NA,NA,NA
"314","Iago Justen Maidana Martins","iago-maidana","Iago Maidana","https://s.glbimg.com/es/sde/f/2020/07/19/41ce77506da0f68a1af80fc131b3ce50_FORMATO.png",89226,34,292,"zag","Provável",0,6.37,0,2.64,29,"292",7,NA,NA,182,6,1,NA,43,35,2,8,16,4,NA,NA,NA,NA,NA
"315","Helber Ítalo dos Santos","italo","Ítalo","https://s.glbimg.com/es/sde/f/2020/08/03/e97b986421d4e4f78f7277bb663147fc_FORMATO.png",109395,34,292,"mei","Nulo",0,1,0,0,0,"292",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"316","Matheus Nascimento de Paula","matheus-nascimento","Matheus Nascimento","https://s.glbimg.com/es/sde/f/2020/08/31/21f8af047c8476ce2fe45bfe2b91e4ea_FORMATO.png",109114,34,263,"ata","Provável",0,1.11,0,1.32,4,"263",NA,NA,NA,7,NA,NA,NA,6,2,NA,NA,3,NA,1,NA,NA,NA,NA
"317","Ronaldo Henrique Ferreira da Silva","ronaldo-henrique","Ronaldo Henrique","https://s.glbimg.com/es/sde/f/2020/02/28/49ff6a8c8384889f57c57e2f5f29f69c_FORMATO.png",85149,34,292,"mei","Nulo",0,2.66,0,0.54,19,"292",4,NA,NA,55,NA,NA,NA,22,23,NA,6,17,NA,NA,NA,NA,NA,NA
"318","Marcelo Lomba do Nascimento","marcelo-lomba","Marcelo Lomba","https://s.glbimg.com/es/sde/f/2020/02/27/ff4cfd7c9d5ee3bf7c1f281c6a05c147_FORMATO.png",68872,34,285,"gol","Provável",4.2,9.11,-1.37,1.36,33,"285",3,20,30,368,13,NA,NA,1,NA,NA,NA,3,NA,NA,NA,NA,NA,NA
"319","Túlio Galindo Bandeira de Melo","tulio","Túlio","https://s.glbimg.com/es/sde/f/2020/08/03/7db9b8bf5d4227af9e3c54b92119537c_FORMATO.png",109566,34,292,"gol","Nulo",0,1,0,0,0,"292",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"320","Francisco Vítor Silva Costa","victor-jacare","Victor Jacaré","https://s.glbimg.com/es/sde/f/2020/08/25/682aea868615c09c3571352b835cc394_FORMATO.png",101201,34,354,"ata","Nulo",0,5.67,0,1.53,8,"354",2,NA,NA,17,NA,NA,NA,NA,8,3,6,12,1,1,NA,NA,NA,NA
"321","Ligger Moreira Malaquias","ligger","Ligger","https://s.glbimg.com/es/sde/f/2020/07/28/255a365d2d791e29f34e34db72b286f4_FORMATO.png",61141,34,280,"zag","Provável",11.7,6.06,1.68,2.65,24,"280",3,NA,NA,60,7,1,NA,39,32,2,6,11,NA,NA,NA,NA,NA,NA
"322","Diogo Barbosa Mendanha","diogo-barbosa","Diogo Barbosa","https://s.glbimg.com/es/sde/f/2020/09/11/8c1bbc63952b2e050b6b5662f996e79d_FORMATO.png",70916,34,284,"lat","Provável",2.7,8.45,-0.31,3.62,21,"284",1,NA,NA,120,4,3,NA,48,14,1,7,16,NA,1,NA,NA,NA,NA
"323","Júlio César de Souza Santos","julio-cesar","Júlio César","https://s.glbimg.com/es/sde/f/2020/07/28/d011e4a2fb177d4a8669f9d5c77ef25e_FORMATO.png",38133,34,280,"gol","Nulo",0,4.47,0,0.75,6,"280",NA,4,9,55,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"324","Sander Henrique Bortolotto","sander","Sander","https://s.glbimg.com/es/sde/f/2020/02/27/a37c5329c7b02ddb15c081c9d02ebed3_FORMATO.png",86391,34,292,"lat","Nulo",0,7.98,0,2.49,21,"292",4,NA,NA,141,3,NA,1,49,19,2,3,40,NA,NA,NA,NA,NA,NA
"325","Warley Leandro da Silva","warley","Warley","https://s.glbimg.com/es/sde/f/2020/03/01/d0a8e4730428e0cc54246ec2cbc1d50f_FORMATO.png",104646,34,263,"ata","Nulo",0,2.53,0,1.18,9,"263",1,NA,NA,12,NA,NA,NA,4,11,1,2,9,1,NA,NA,NA,NA,NA
"326","Adryelson Shawann Lima Silva","adryelson","Adryelson","https://s.glbimg.com/es/sde/f/2020/02/27/af95f24d59281d8062c7bb367417bce2_FORMATO.png",91664,34,292,"zag","Provável",0,3.3,0,1.31,30,"292",6,NA,NA,105,7,NA,NA,31,41,3,8,19,NA,2,1,NA,1,NA
"327","Luan Polli Gomes","luan-polli","Luan Polli ","https://s.glbimg.com/es/sde/f/2020/02/27/bd93895c12a44bedff2c8516452fc868_FORMATO.png",88916,34,292,"gol","Provável",0,4.72,0,1.41,25,"292",3,25,34,261,7,NA,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA
"328","Leonardo Rech Ortiz","leo-ortiz","Léo Ortiz","https://s.glbimg.com/es/sde/f/2020/07/28/090452058da707cf73facf6249235bfb_FORMATO.png",97867,34,280,"zag","Provável",9.5,9.65,1.06,3.33,32,"280",5,NA,NA,142,7,NA,NA,65,17,3,8,14,3,NA,1,NA,1,NA
"329","Lucas Felipe Calegari","calegari","Calegari","https://s.glbimg.com/es/sde/f/2020/08/11/62173af2578274ecacd1dfb222a0b1ed_FORMATO.png",104276,34,266,"lat","Provável",11.1,7.38,0.98,5.68,17,"266",2,NA,NA,130,6,NA,NA,63,22,2,5,45,NA,1,1,NA,NA,NA
"330","Ronaldo Henrique Silva","ronaldo-silva","Ronaldo Silva","https://s.glbimg.com/es/sde/f/2020/07/19/6262a00677d1041e87f100faa6c04f45_FORMATO.png",71640,34,292,"ata","Nulo",0,0.81,0,-2.2,3,"292",1,NA,NA,3,NA,NA,1,1,1,1,NA,NA,NA,2,NA,NA,NA,NA
"331","João Pedro Vilardi Pinto","pepe","Pepê","https://s.glbimg.com/es/sde/f/2020/07/21/b1d7d69831818e53e0bb8c53abe1a2d1_FORMATO.png",101573,34,262,"mei","Dúvida",0.9,1.86,-0.08,1.92,8,"Flamengo",NA,NA,NA,8,NA,NA,NA,6,6,1,NA,2,1,NA,1,NA,NA,NA
"332","Sávio Moreira de Oliveira","savio","Sávio","https://s.glbimg.com/es/sde/f/2020/09/02/d3593dad92d54a666c9472d1db672cf0_FORMATO.png",109463,34,282,"ata","Nulo",0,0.99,0,1,6,"282",NA,NA,NA,22,NA,NA,NA,2,2,3,2,5,NA,1,NA,NA,NA,NA
"333","Edimar Curitiba Fraga","edimar","Edimar","https://s.glbimg.com/es/sde/f/2020/07/28/add64224dcac666b23e193bb0505d8a5_FORMATO.png",62024,34,280,"lat","Provável",6.8,5.25,0.93,2.19,27,"280",5,NA,NA,244,6,NA,NA,47,38,6,17,14,1,1,NA,NA,NA,NA
"334","Leandro Barcia Montero","leandro-barcia","Leandro Barcia","https://s.glbimg.com/es/sde/f/2020/02/27/78521d3f41f6e49002ef62386b998bb7_FORMATO.png",91242,34,292,"ata","Contundido",0,7.56,0,2.94,16,"292",2,NA,NA,86,NA,NA,NA,26,19,6,6,20,3,6,NA,NA,NA,NA
"335","Víctor Leandro Cuesta","victor-cuesta","Víctor Cuesta","https://s.glbimg.com/es/sde/f/2020/02/27/add8047ee0515010dccf6e0d204c3bb0_FORMATO.png",79113,34,285,"zag","Provável",5.4,11.05,0.68,2.84,32,"285",8,NA,NA,216,13,1,NA,48,36,2,3,26,1,NA,1,NA,NA,NA
"336","Leonardo Natel Vieira","leo-natel","Léo Natel","https://s.glbimg.com/es/sde/f/2020/07/21/75fe8f637b732326ab10856c62020124_FORMATO.png",98952,34,264,"ata","Provável",5.7,4.62,1.28,1.47,21,"264",3,NA,NA,87,NA,1,NA,17,31,6,8,11,3,8,NA,NA,NA,NA
"337","Ángelo Giovanni Araos Llanos","araos","Araos","https://s.glbimg.com/es/sde/f/2020/07/21/e063b0d6307468bf5a905f24f53404ff_FORMATO.png",102352,34,264,"mei","Provável",3,6.53,0.18,2.96,9,"264",2,NA,NA,38,NA,2,NA,7,11,3,6,13,1,NA,NA,NA,NA,NA
"338","José Gabriel dos Santos Silva","ze-gabriel","Zé Gabriel","https://s.glbimg.com/es/sde/f/2020/02/28/406d8a9fc74d962738e649a8e390169e_FORMATO.png",105902,34,285,"mei","Nulo",0,2.49,-0.09,1.4,21,"285",1,NA,NA,87,NA,NA,1,45,19,NA,2,16,NA,NA,NA,NA,NA,NA
"339","Paulo Henrique Pereira da Silva","paulinho-boia","Paulinho Bóia","https://s.glbimg.com/es/sde/f/2020/07/21/b835e53eaf060e493f1fdd092c0174c6_FORMATO.png",100333,34,276,"ata","Nulo",0,4.15,0,2.52,12,"276",NA,NA,NA,26,NA,NA,NA,14,10,5,6,18,NA,4,2,NA,NA,NA
"340","Brenner Souza da Silva","brenner","Brenner","https://s.glbimg.com/es/sde/f/2020/07/23/08b2259246ad0fdc037dd11a4549d219_FORMATO.png",99789,34,276,"ata","Nulo",0,6.94,0,4.61,24,"276",5,NA,NA,45,NA,1,NA,14,17,16,18,34,8,6,1,NA,NA,NA
"341","Calebe Gonçalves Ferreira da Silva","calebe","Calebe","https://s.glbimg.com/es/sde/f/2020/08/25/d52bc0bfbe4b0ae783710e64423e37ed_FORMATO.png",109461,34,282,"mei","Nulo",0,0.79,0,0.28,5,"282",NA,NA,NA,5,NA,NA,NA,1,6,NA,3,3,NA,NA,NA,NA,NA,NA
"342","Bergson Gustavo Silveira da Silva","bergson","Bergson","https://s.glbimg.com/es/sde/f/2020/10/16/a6f8687af7ab25654568d0b1f3d32841_FORMATO.png",68696,34,356,"ata","Nulo",0,2.35,0,1.89,14,"356",2,NA,NA,25,NA,NA,NA,10,15,3,3,11,2,NA,1,NA,NA,NA
"343","Maílson Tenório dos Santos","mailson","Maílson","https://s.glbimg.com/es/sde/f/2018/05/24/d5727b385d03345fbbfcdc75ebcdbe7c_FORMATO.png",98034,34,292,"gol","Nulo",0,0.98,0,-0.4,7,"292",1,6,10,58,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA
"344","Jailson Marcelino dos Santos","jailson","Jailson","https://s.glbimg.com/es/sde/f/2020/03/09/511303024e5679ad2b3ae40dd0b19d1d_FORMATO.png",72290,34,275,"gol","Nulo",0,1.49,0,-1.16,5,"275",1,2,7,33,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"345","Gabriel Barbosa Almeida","gabriel","Gabriel","https://s.glbimg.com/es/sde/f/2020/07/21/6604f523718cb7a1b17424add935b9b8_FORMATO.png",83257,34,262,"ata","Provável",12.3,13.92,-0.36,5.93,20,"Flamengo",2,NA,NA,93,NA,NA,1,8,5,19,26,23,10,13,1,NA,NA,NA
"346","Kevin Peterson dos Santos Silva","kevin","Kevin ","https://s.glbimg.com/es/sde/f/2020/07/22/3146ee098c41caa4d1ed2022bd3dc17e_FORMATO.png",91888,34,263,"lat","Provável",0,3.01,0,1.15,24,"263",3,NA,NA,309,2,1,NA,57,30,3,1,20,NA,4,NA,NA,1,NA
"347","Caio Alexandre Souza e Silva","caio-alexandre","Caio Alexandre","https://s.glbimg.com/es/sde/f/2020/07/20/29f9587aac296561c6706ec75204ca92_FORMATO.png",106323,34,263,"mei","Provável",0,5.69,0,2.22,27,"263",7,NA,NA,152,NA,NA,NA,43,49,5,15,44,4,3,NA,NA,NA,NA
"348","Bruno Roberto Pereira da Silva","bruninho","Bruninho","https://s.glbimg.com/es/sde/f/2020/07/19/a8a4dd85c718d51ded9273e2453ecfd5_FORMATO.png",101716,34,292,"mei","Nulo",0,3.58,0,1.2,15,"292",1,NA,NA,30,NA,NA,NA,9,7,6,3,5,NA,1,2,NA,NA,NA
"349","Guilherme Alecsander Guedes","guilherme-guedes","Guilherme Guedes","https://s.glbimg.com/es/sde/f/2020/07/19/3e492b4747eacc5d7e87267e97310fad_FORMATO.png",100741,34,284,"lat","Nulo",0,3,0,0,0,"284",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"350","Giorgian Daniel de Arrascaeta Benedetti","arrascaeta","Arrascaeta","https://s.glbimg.com/es/sde/f/2020/07/21/6ad752ca6185d76358f944dab95130fd_FORMATO.png",87863,34,262,"mei","Provável",4.7,17.68,-0.51,6.23,22,"Flamengo",NA,NA,NA,239,NA,6,NA,36,15,17,16,31,6,NA,2,NA,NA,NA
