"ID","rodata","data","hora","mandante","visitante","formacao_mandante","formacao_visitante","tecnico_mandante","tecnico_visitante","vencedor","arena","mandante_Placar","visitante_Placar","mandante_Estado","visitante_Estado"
"1139","4","14/5/2005","18:10","Botafogo-RJ","Atletico-MG","","","","","Botafogo-RJ","  G Coutinho*(PF)","2","1","RJ","MG"
"1140","4","14/5/2005","18:10","Sao Paulo","Coritiba","","","","","Sao Paulo"," Morumbi","1","0","SP","PR"
"1141","4","14/5/2005","18:10","Figueirense","Internacional","","","","","Internacional"," Orlando Scarpelli","1","2","SC","RS"
"1142","4","15/5/2005","16:00","Cruzeiro","Goias","","","","","Cruzeiro"," Mineirão","3","1","MG","GO"
"1143","4","15/5/2005","16:00","Juventude","Vasco","","","","","Juventude"," Alfredo Jaconi","4","1","RS","RJ"
"1144","4","15/5/2005","16:00","Athletico-PR","Corinthians","","","","","Corinthians"," Arena da Baixada","1","2","PR","SP"
"1145","4","15/5/2005","16:00","Paysandu","Sao Caetano","","","","","Paysandu"," Mangueirão","3","2","PA","SP"
"1146","4","15/5/2005","18:10","Palmeiras","Parana","","","","","Parana","  Parque Antártica","1","2","SP","PR"
"1147","4","15/5/2005","18:10","Flamengo","Santos","","","","","Flamengo","  Luso Brasileiro","2","1","RJ","SP"
"1148","4","15/5/2005","18:10","Brasiliense","Fluminense","","","","","Fluminense","  Boca do Jacaré","0","3","DF","RJ"
"1149","5","21/5/2005","16:00","Parana","Ponte Preta","","","","","-"," Pinheirão","1","1","PR","SP"
"1150","5","21/5/2005","16:00","Juventude","Paysandu","","","","","Juventude"," Alfredo Jaconi","2","0","RS","PA"
"1151","5","21/5/2005","16:00","Fortaleza","Brasiliense","","","","","Fortaleza"," Presidente Vargas","2","0","CE","DF"
"1152","5","21/5/2005","18:10","Fluminense","Coritiba","","","","","Coritiba","  Raulino de Oliveira","2","4","RJ","PR"
"1153","5","21/5/2005","18:10","Goias","Botafogo-RJ","","","","","Goias"," Serra Dourada","4","0","GO","RJ"
"1154","5","22/5/2005","16:00","Santos","Atletico-MG","","","","","Santos"," Vila Belmiro","3","0","SP","MG"
"1155","5","22/5/2005","16:00","Sao Caetano","Flamengo","","","","","Sao Caetano"," Anacleto Campanella","1","0","SP","RJ"
"1156","5","22/5/2005","16:00","Vasco","Sao Paulo","","","","","Vasco"," São Januário","3","1","RJ","SP"
"1157","5","22/5/2005","18:10","Athletico-PR","Internacional","","","","","Internacional"," Arena da Baixada","1","3","PR","RS"
"1158","5","22/5/2005","18:10","Corinthians","Figueirense","","","","","Corinthians"," Pacaembu","2","1","SP","SC"
"1159","5","22/5/2005","18:10","Cruzeiro","Palmeiras","","","","","Cruzeiro"," Mineirão","2","0","MG","SP"
"1160","6","28/5/2005","16:00","Paysandu","Goias","","","","","Paysandu"," Mangueirão","1","0","PA","GO"
"1161","6","28/5/2005","18:10","Sao Paulo","Cruzeiro","","","","","-"," Morumbi","1","1","SP","MG"
"1162","6","28/5/2005","18:10","Figueirense","Sao Caetano","","","","","Figueirense"," Orlando Scarpelli","2","0","SC","SP"
"1163","6","29/5/2005","16:00","Palmeiras","Santos","","","","","Palmeiras","  Parque Antártica","2","1","SP","SP"
"1164","6","29/5/2005","16:00","Flamengo","Fluminense","","","","","-","  Raulino de Oliveira","0","0","RJ","RJ"
"1165","6","29/5/2005","16:00","Ponte Preta","Vasco","","","","","Ponte Preta"," Moisés Lucarelli","4","2","SP","RJ"
"1166","6","29/5/2005","16:00","Atletico-MG","Corinthians","","","","","Corinthians"," Mineirão","0","1","MG","SP"
"1167","6","29/5/2005","16:00","Brasiliense","Parana","","","","","Brasiliense","  Boca do Jacaré","1","0","DF","PR"
"1168","6","29/5/2005","18:10","Botafogo-RJ","Athletico-PR","","","","","Botafogo-RJ","  Luso Brasileiro","2","0","RJ","PR"
"1169","6","29/5/2005","18:10","Coritiba","Juventude","","","","","Juventude"," Couto Pereira","1","2","PR","RS"
"1170","6","29/5/2005","18:10","Internacional","Fortaleza","","","","","Internacional"," Beira Rio","1","0","RS","CE"
"1171","7","11/6/2005","16:00","Parana","Fortaleza","","","","","Parana"," Pinheirão","3","0","PR","CE"
"1172","7","11/6/2005","16:00","Cruzeiro","Ponte Preta","","","","","Ponte Preta"," Mineirão","1","2","MG","SP"
"1173","7","11/6/2005","16:00","Sao Caetano","Brasiliense","","","","","Sao Caetano"," Anacleto Campanella","2","0","SP","DF"
"1174","7","11/6/2005","16:00","Athletico-PR","Figueirense","","","","","-","  Couto Pereira*(PF)","0","0","PR","SC"
"1175","7","11/6/2005","18:10","Goias","Palmeiras","","","","","Goias"," Serra Dourada","2","1","GO","SP"
"1176","7","11/6/2005","18:10","Botafogo-RJ","Juventude","","","","","Botafogo-RJ","  Luso Brasileiro","3","2","RJ","RS"
"1177","7","12/6/2005","16:00","Santos","Fluminense","","","","","-"," Vila Belmiro","1","1","SP","RJ"
"1178","7","12/6/2005","16:00","Internacional","Atletico-MG","","","","","-"," Beira Rio","1","1","RS","MG"
"1179","7","12/6/2005","16:00","Corinthians","Flamengo","","","","","Corinthians","  Wilson de Barros*(PF)","4","2","SP","RJ"
"1180","7","12/6/2005","18:10","Vasco","Coritiba","","","","","-"," São Januário","2","2","RJ","PR"
"1181","7","12/6/2005","18:10","Paysandu","Sao Paulo","","","","","-"," Mangueirão","2","2","PA","SP"
"1182","8","18/6/2005","16:00","Palmeiras","Vasco","","","","","Palmeiras","  Parque Antártica","5","2","SP","RJ"
"1183","8","18/6/2005","16:00","Brasiliense","Corinthians","","","","","Corinthians","  Mané Garrincha","2","4","DF","SP"
"1184","8","18/6/2005","16:00","Figueirense","Paysandu","","","","","-"," Orlando Scarpelli","3","3","SC","PA"
"1185","8","18/6/2005","18:10","Flamengo","Athletico-PR","","","","","-","  Luso Brasileiro","1","1","RJ","PR"
"1186","8","18/6/2005","18:10","Atletico-MG","Sao Caetano","","","","","Sao Caetano"," Mineirão","2","3","MG","SP"
"1187","8","18/6/2005","18:10","Ponte Preta","Goias","","","","","Ponte Preta"," Moisés Lucarelli","2","0","SP","GO"
"1188","8","19/6/2005","18:10","Sao Paulo","Botafogo-RJ","","","","","Sao Paulo"," Morumbi","1","0","SP","RJ"
"1189","8","19/6/2005","18:10","Coritiba","Parana","","","","","Coritiba"," Couto Pereira","2","1","PR","PR"
"1190","8","19/6/2005","18:10","Fluminense","Internacional","","","","","Fluminense","  Raulino de Oliveira","3","0","RJ","RS"
"1191","8","19/6/2005","18:10","Juventude","Cruzeiro","","","","","-"," Alfredo Jaconi","0","0","RS","MG"
"1192","8","19/6/2005","18:10","Fortaleza","Santos","","","","","-"," Castelão","0","0","CE","SP"
"1193","9","25/6/2005","16:00","Parana","Atletico-MG","","","","","Parana"," Pinheirão","1","0","PR","MG"
"1194","9","25/6/2005","16:00","Juventude","Ponte Preta","","","","","Ponte Preta"," Alfredo Jaconi","1","3","RS","SP"
"1195","9","25/6/2005","18:10","Sao Paulo","Internacional","","","","","Internacional"," Morumbi","1","3","SP","RS"
"1196","9","25/6/2005","18:10","Flamengo","Brasiliense","","","","","Brasiliense","  Giulite Coutinho","3","4","RJ","DF"
"1197","9","26/6/2005","16:00","Botafogo-RJ","Figueirense","","","","","Figueirense","  Luso Brasileiro","0","1","RJ","SC"
"1198","9","26/6/2005","16:00","Corinthians","Fluminense","","","","","Fluminense","  Wilson de Barros*(PF)","0","1","SP","RJ"
"1199","9","26/6/2005","16:00","Sao Caetano","Santos","","","","","Santos"," Anacleto Campanella","1","3","SP","SP"
"1200","9","26/6/2005","16:00","Goias","Coritiba","","","","","Goias"," Serra Dourada","2","1","GO","PR"
"1201","9","26/6/2005","18:10","Athletico-PR","Fortaleza","","","","","-","  Couto Pereira*(PF)","0","0","PR","CE"
"1202","9","26/6/2005","18:10","Paysandu","Palmeiras","","","","","Paysandu"," Mangueirão","2","1","PA","SP"
"1203","9","26/6/2005","18:10","Cruzeiro","Vasco","","","","","-"," Mineirão","3","3","MG","RJ"
"1204","10","2/7/2005","16:00","Coritiba","Paysandu","","","","","Coritiba"," Couto Pereira","3","1","PR","PA"
"1205","10","2/7/2005","16:00","Fluminense","Parana","","","","","Parana","  Raulino de Oliveira","0","1","RJ","PR"
"1206","10","2/7/2005","18:10","Vasco","Goias","","","","","Goias"," São Januário","1","2","RJ","GO"
"1207","10","3/7/2005","16:00","Fortaleza","Corinthians","","","","","Fortaleza"," Castelão","2","1","CE","SP"
"1208","10","3/7/2005","16:00","Figueirense","Cruzeiro","","","","","-"," Orlando Scarpelli","0","0","SC","MG"
"1209","10","3/7/2005","16:00","Atletico-MG","Flamengo","","","","","Atletico-MG"," Mineirão","3","1","MG","RJ"
"1210","10","3/7/2005","18:10","Internacional","Sao Caetano","","","","","Internacional"," Beira Rio","2","1","RS","SP"
"1211","10","3/7/2005","18:10","Palmeiras","Botafogo-RJ","","","","","Palmeiras","  Parque Antártica","4","1","SP","RJ"
"1212","10","3/7/2005","18:10","Santos","Juventude","","","","","-"," Vila Belmiro","0","0","SP","RS"
"1213","10","3/7/2005","18:10","Brasiliense","Athletico-PR","","","","","Brasiliense","  Boca do Jacaré","2","1","DF","PR"
"1215","11","9/7/2005","16:00","Parana","Figueirense","","","","","Parana"," Pinheirão","3","0","PR","SC"
"1216","11","9/7/2005","16:00","Juventude","Brasiliense","","","","","Juventude"," Alfredo Jaconi","2","1","RS","DF"
"1217","11","9/7/2005","16:00","Paysandu","Fortaleza","","","","","Fortaleza"," Mangueirão","1","2","PA","CE"
"1218","11","9/7/2005","18:10","Sao Paulo","Flamengo","","","","","Sao Paulo"," Morumbi","2","0","SP","RJ"
"1219","11","9/7/2005","18:10","Sao Caetano","Ponte Preta","","","","","Sao Caetano"," Anacleto Campanella","2","1","SP","SP"
"1220","11","10/7/2005","16:00","Corinthians","Palmeiras","","","","","Corinthians"," Morumbi","3","1","SP","SP"
"1221","11","10/7/2005","16:00","Botafogo-RJ","Fluminense","","","","","Fluminense","  Raulino de Oliveira","1","2","RJ","RJ"
"1222","11","10/7/2005","16:00","Goias","Santos","","","","","Santos"," Serra Dourada","3","4","GO","SP"
"1223","11","10/7/2005","18:10","Vasco","Internacional","","","","","Internacional"," São Januário","2","4","RJ","RS"
"1224","11","10/7/2005","18:10","Athletico-PR","Coritiba","","","","","Athletico-PR"," Arena da Baixada","1","0","PR","PR"
"1225","11","10/7/2005","18:10","Cruzeiro","Atletico-MG","","","","","Cruzeiro"," Mineirão","2","1","MG","MG"
"1226","12","16/7/2005","16:00","Ponte Preta","Figueirense","","","","","Ponte Preta"," Moisés Lucarelli","2","1","SP","SC"
"1227","12","16/7/2005","16:00","Goias","Brasiliense","","","","","Brasiliense"," Serra Dourada","1","3","GO","DF"
"1228","12","16/7/2005","18:10","Fluminense","Sao Caetano","","","","","Sao Caetano","  Raulino de Oliveira","0","1","RJ","SP"
"1229","12","16/7/2005","18:10","Parana","Corinthians","","","","","Corinthians","  Willie Davids","2","3","PR","SP"
"1230","12","17/7/2005","16:00","Santos","Sao Paulo","","","","","Santos"," Vila Belmiro","2","1","SP","SP"
"1231","12","17/7/2005","16:00","Flamengo","Vasco","","","","","Flamengo","  Raulino de Oliveira","1","0","RJ","RJ"
"1232","12","17/7/2005","16:00","Coritiba","Botafogo-RJ","","","","","Botafogo-RJ"," Couto Pereira","0","3","PR","RJ"
"1233","12","17/7/2005","16:00","Atletico-MG","Athletico-PR","","","","","Athletico-PR"," Mineirão","2","3","MG","PR"
"1234","12","17/7/2005","18:10","Internacional","Juventude","","","","","Internacional"," Beira Rio","5","2","RS","RS"
"1235","12","17/7/2005","18:10","Palmeiras","Fortaleza","","","","","Fortaleza","  Parque Antártica","1","2","SP","CE"
"1237","13","20/7/2005","19:30","Sao Caetano","Parana","","","","","-"," Anacleto Campanella","1","1","SP","PR"
"1238","13","20/7/2005","19:30","Botafogo-RJ","Ponte Preta","","","","","Botafogo-RJ","  Luso Brasileiro","4","2","RJ","SP"
"1239","13","20/7/2005","20:30","Fortaleza","Atletico-MG","","","","","Atletico-MG"," Castelão","1","4","CE","MG"
"1240","13","20/7/2005","20:30","Athletico-PR","Fluminense","","","","","Athletico-PR"," Arena da Baixada","3","2","PR","RJ"
"1241","13","20/7/2005","20:30","Internacional","Goias","","","","","Goias"," Beira Rio","2","3","RS","GO"
"1242","13","20/7/2005","21:45","Santos","Vasco","","","","","Vasco"," Vila Belmiro","2","3","SP","RJ"
"1243","13","20/7/2005","21:45","Figueirense","Palmeiras","","","","","Palmeiras"," Orlando Scarpelli","1","4","SC","SP"
"1244","13","20/7/2005","21:45","Brasiliense","Sao Paulo","","","","","-","  Boca do Jacaré","3","3","DF","SP"
"1245","13","21/7/2005","20:30","Flamengo","Juventude","","","","","Juventude","  Luso Brasileiro","3","4","RJ","RS"
"1246","13","21/7/2005","20:30","Cruzeiro","Coritiba","","","","","-"," Mineirão","2","2","MG","PR"
"1247","13","21/7/2005","20:30","Corinthians","Paysandu","","","","","Corinthians"," Pacaembu","3","2","SP","PA"
"1248","14","23/7/2005","16:00","Parana","Athletico-PR","","","","","Parana"," Pinheirão","2","0","PR","PR"
"1249","14","23/7/2005","16:00","Botafogo-RJ","Brasiliense","","","","","-","  Luso Brasileiro","1","1","RJ","DF"
"1250","14","23/7/2005","16:00","Goias","Fortaleza","","","","","Goias"," Serra Dourada","2","1","GO","CE"
"1251","14","23/7/2005","18:10","Sao Paulo","Sao Caetano","","","","","Sao Caetano"," Morumbi","0","1","SP","SP"
"1252","14","24/7/2005","16:00","Vasco","Corinthians","","","","","Corinthians"," São Januário","2","3","RJ","SP"
"1253","14","24/7/2005","16:00","Coritiba","Flamengo","","","","","Coritiba"," Couto Pereira","3","2","PR","RJ"
"1254","14","24/7/2005","16:00","Palmeiras","Atletico-MG","","","","","Palmeiras","  Parque Antártica","1","0","SP","MG"
"1255","14","24/7/2005","18:10","Ponte Preta","Fluminense","","","","","Ponte Preta"," Moisés Lucarelli","2","1","SP","RJ"
"1256","14","24/7/2005","18:10","Cruzeiro","Santos","","","","","Cruzeiro"," Mineirão","3","2","MG","SP"
"1257","14","24/7/2005","18:10","Paysandu","Internacional","","","","","Internacional"," Mangueirão","1","2","PA","RS"
"1259","15","27/7/2005","19:30","Fortaleza","Juventude","","","","","Fortaleza"," Castelão","2","0","CE","RS"
"1260","15","27/7/2005","20:30","Fluminense","Goias","","","","","-","  Raulino de Oliveira","1","1","RJ","GO"
"1261","15","27/7/2005","20:30","Sao Caetano","Botafogo-RJ","","","","","Botafogo-RJ"," Anacleto Campanella","0","1","SP","RJ"
"1262","15","27/7/2005","20:30","Corinthians","Cruzeiro","","","","","Corinthians"," Pacaembu","4","3","SP","MG"
"1263","15","27/7/2005","21:45","Athletico-PR","Vasco","","","","","Athletico-PR"," Arena da Baixada","7","2","PR","RJ"
"1264","15","27/7/2005","21:45","Santos","Ponte Preta","","","","","Ponte Preta"," Vila Belmiro","0","1","SP","SP"
"1265","15","27/7/2005","21:45","Atletico-MG","Sao Paulo","","","","","-"," Mineirão","0","0","MG","SP"
"1266","15","28/7/2005","20:30","Brasiliense","Paysandu","","","","","-","  Serejão","0","0","DF","PA"
"1267","15","28/7/2005","20:30","Flamengo","Palmeiras","","","","","-","  Luso Brasileiro","0","0","RJ","SP"
"1268","15","28/7/2005","20:30","Figueirense","Coritiba","","","","","-"," Orlando Scarpelli","0","0","SC","PR"
"1269","15","28/7/2005","20:30","Internacional","Parana","","","","","Parana"," Beira Rio","0","2","RS","PR"
"1270","16","30/7/2005","16:00","Cruzeiro","Fortaleza","","","","","Cruzeiro"," Mineirão","3","0","MG","CE"
"1271","16","30/7/2005","16:00","Goias","Atletico-MG","","","","","Goias"," Serra Dourada","3","1","GO","MG"
"1272","16","30/7/2005","16:00","Vasco","Sao Caetano","","","","","Vasco"," São Januário","3","2","RJ","SP"
"1273","16","31/7/2005","16:00","Figueirense","Fluminense","","","","","-"," Orlando Scarpelli","1","1","SC","RJ"
"1274","16","31/7/2005","16:00","Coritiba","Brasiliense","","","","","-"," Couto Pereira","1","1","PR","DF"
"1275","16","31/7/2005","16:00","Botafogo-RJ","Flamengo","","","","","Flamengo","  Luso Brasileiro","0","2","RJ","RJ"
"1276","16","31/7/2005","16:00","Ponte Preta","Internacional","","","","","-"," Moisés Lucarelli","1","1","SP","RS"
"1277","16","31/7/2005","18:10","Paysandu","Parana","","","","","Parana"," Mangueirão","3","4","PA","PR"
"1278","16","31/7/2005","18:10","Juventude","Sao Paulo","","","","","Juventude"," Alfredo Jaconi","2","1","RS","SP"
"1279","16","31/7/2005","18:10","Palmeiras","Athletico-PR","","","","","-","  Pacaembu*(PF)","1","1","SP","PR"
"1281","17","3/8/2005","19:30","Brasiliense","Cruzeiro","","","","","Cruzeiro","  Boca do Jacaré","1","2","DF","MG"
"1282","17","3/8/2005","19:30","Sao Caetano","Juventude","","","","","-"," Anacleto Campanella","1","1","SP","RS"
"1283","17","3/8/2005","20:30","Corinthians","Coritiba","","","","","Corinthians"," Pacaembu","3","0","SP","PR"
"1284","17","3/8/2005","20:30","Athletico-PR","Goias","","","","","Athletico-PR"," Arena da Baixada","1","0","PR","GO"
"1285","17","3/8/2005","20:30","Atletico-MG","Paysandu","","","","","-"," Mineirão","2","2","MG","PA"
"1286","17","3/8/2005","21:45","Internacional","Santos","","","","","Santos"," Beira Rio","0","1","RS","SP"
"1287","17","3/8/2005","21:45","Flamengo","Ponte Preta","","","","","Flamengo","  Luso Brasileiro","1","0","RJ","SP"
"1288","17","3/8/2005","21:45","Parana","Botafogo-RJ","","","","","Parana"," Pinheirão","2","0","PR","RJ"
"1289","17","4/8/2005","20:30","Fluminense","Vasco","","","","","Fluminense","  Raulino de Oliveira","3","2","RJ","RJ"
"1290","17","4/8/2005","20:30","Fortaleza","Figueirense","","","","","Fortaleza"," Castelão","5","2","CE","SC"
"1291","17","4/8/2005","20:30","Sao Paulo","Palmeiras","","","","","-"," Morumbi","3","3","SP","SP"
"1292","18","6/8/2005","16:00","Athletico-PR","Cruzeiro","","","","","Athletico-PR"," Arena da Baixada","5","4","PR","MG"
"1293","18","6/8/2005","16:00","Corinthians","Sao Caetano","","","","","Sao Caetano"," Pacaembu","0","2","SP","SP"
"1294","18","6/8/2005","16:00","Botafogo-RJ","Paysandu","","","","","Botafogo-RJ","  Luso Brasileiro","2","0","RJ","PA"
"1295","18","7/8/2005","16:00","Juventude","Palmeiras","","","","","Palmeiras"," Alfredo Jaconi","1","2","RS","SP"
"1296","18","7/8/2005","16:00","Parana","Santos","","","","","-","  Willie Davids","1","1","PR","SP"
"1297","18","7/8/2005","16:00","Fortaleza","Flamengo","","","","","Fortaleza"," Castelão","2","1","CE","RJ"
"1298","18","7/8/2005","18:10","Brasiliense","Internacional","","","","","-","  Boca do Jacaré","0","0","DF","RS"
"1299","18","7/8/2005","18:10","Atletico-MG","Fluminense","","","","","Fluminense"," Mineirão","1","2","MG","RJ"
"1300","18","7/8/2005","18:10","Ponte Preta","Coritiba","","","","","Coritiba"," Moisés Lucarelli","0","3","SP","PR"
"1301","18","7/8/2005","18:10","Sao Paulo","Goias","","","","","Goias"," Morumbi","0","1","SP","GO"
