"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.clube.id.full.name","A","FC","FD","FF","FS","FT","G","I","PE","PP","RB","CA","CV","SG","DD","DP","GS","GC"
"271","Richard de Oliveira da Costa","richard","Richard","https://s.glbimg.com/es/sde/f/2019/03/28/27b9b114a61039b0185e25a34be02245_FORMATO.png",78851,32,354,"gol","Nulo",0,4.73,0,1.2,"Ceará",NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA
"272","Rodrigo Dourado Cunha","rodrigo-dourado","Rodrigo Dourado","https://s.glbimg.com/es/sde/f/2018/04/08/d62e4f24b1b01196c8a645026d8091b2_FORMATO.png",78865,32,285,"mei","Contundido",0,7.12,0,1.4,"Internacional",NA,2,NA,NA,1,NA,NA,NA,2,NA,3,1,NA,NA,NA,NA,NA,NA
"273","Thiago dos Santos","thiago-santos","Thiago Santos","https://s.glbimg.com/es/sde/f/2019/01/14/c215c66c4f1a435e26c1d93d00555071_FORMATO.jpeg",78855,32,275,"mei","Nulo",-1.6,4.82,-0.21,1.99,"Palmeiras",NA,31,1,1,11,NA,1,1,12,NA,24,4,NA,NA,NA,NA,NA,NA
"274","Ramiro Moschen Benetti","ramiro","Ramiro","https://s.glbimg.com/es/sde/f/2019/05/23/74dd3815a00b56d9fc765cad761ff91c_FORMATO.png",78715,32,264,"mei","Provável",0.7,8.55,0.08,0.74,"Corinthians",1,26,1,6,12,NA,NA,NA,22,NA,11,1,NA,NA,NA,NA,NA,NA
"275","José Henrique da Silva Dourado","henrique-dourado","Henrique Dourado","https://s.glbimg.com/es/sde/f/2019/08/01/4a9594f3708f1d27eb4656057fd105ed_FORMATO.png",81905,32,275,"ata","Nulo",0,4.63,0,0.8,"Palmeiras",NA,3,1,1,1,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA
"276","Marrony da Silva Liberato","marrony","Marrony","https://s.glbimg.com/es/sde/f/2019/07/27/1f96b9040f1eff51cb593c7919068c8d_FORMATO.png",101717,32,267,"ata","Provável",0,10.83,0,2.89,"Vasco",2,44,11,22,42,1,2,5,36,NA,33,6,1,NA,NA,NA,NA,NA
"277","Rafael de Carvalho França","rafael-franca","Rafael França","https://s.glbimg.com/es/sde/f/2018/09/27/58cbfa1d712490ae26a319b3d7c007e5_FORMATO.png",101719,32,267,"lat","Nulo",0,2,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"278","Igor de Carvalho Julião","igor-juliao","Igor Julião","https://s.glbimg.com/es/sde/f/2019/09/16/11755fb3a36a0608a2770c614eaa0c16_FORMATO.png",81951,32,266,"lat","Nulo",0,4.32,0,2.78,"Fluminense",NA,14,2,1,13,NA,NA,NA,11,NA,14,1,NA,3,NA,NA,NA,NA
"279","Marinaldo dos Santos Oliveira","naldo","Naldo","https://s.glbimg.com/es/sde/f/2019/03/23/aac48c4f03031bbaf833ecb77aaca2e3_FORMATO.png",78897,32,341,"mei","Contundido",0,3.77,0,2.07,"CSA",3,40,5,7,15,NA,NA,2,30,NA,37,5,NA,NA,NA,NA,NA,NA
"280","Christian Alberto Cueva Bravo","cueva","Cueva","https://s.glbimg.com/es/sde/f/2019/07/01/98c25abacc555f17dc0d9530a7b16ab9_FORMATO.png",82411,32,277,"mei","Nulo",0,5.15,0,0.38,"Santos",NA,4,NA,NA,4,NA,NA,NA,12,NA,5,1,NA,NA,NA,NA,NA,NA
"281","Matheus dos Santos Miranda","miranda","Miranda","https://s.glbimg.com/es/sde/f/2018/09/27/0dec5ab486a566e8fbde05157bccb9cf_FORMATO.png",101720,32,267,"zag","Nulo",0,2.57,0,0.7,"Vasco",NA,2,NA,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"282","Francisco Hyun Sol Kim","chico","Chico","https://s.glbimg.com/es/sde/f/2019/03/28/591cde68116bac7ca7031a2f73847987_FORMATO.png",82407,32,354,"mei","Nulo",0,3.58,0,0.87,"Ceará",NA,15,1,1,11,NA,NA,NA,8,NA,7,1,NA,NA,NA,NA,NA,NA
"283","Tadeu Antonio Ferreira","tadeu","Tadeu","https://s.glbimg.com/es/sde/f/2019/04/04/2c3f9d22de0dfd11ee1e9331d5fd85d9_FORMATO.png",82453,32,290,"gol","Provável",9,17.45,-1.43,7.51,"Goiás",NA,NA,NA,NA,7,NA,NA,NA,17,NA,NA,NA,NA,10,83,2,43,NA
"284","Diego Henrique Costa Barbosa","diego","Diego","https://s.glbimg.com/es/sde/f/2019/06/25/7738366152614f061570dd722e1de7c6_FORMATO.png",101728,32,276,"zag","Nulo",0,1,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"285","Guilherme Parede Pinheiro","guilherme-parede","Guilherme Parede","https://s.glbimg.com/es/sde/f/2019/04/29/a4e7ace9cd75f4187d56ba2fd7543a56_FORMATO.png",83438,32,285,"ata","Nulo",0.9,4.64,0.17,2.09,"Internacional",2,21,8,15,36,NA,2,15,26,NA,7,2,NA,NA,NA,NA,NA,NA
"286","João Pedro Soares Borges","joao-pedro-borges","João Pedro Borges","https://s.glbimg.com/es/sde/f/2018/09/27/bdf3476e0782cb7e4f75819b1f8495cc_FORMATO.png",101721,32,267,"gol","Nulo",0,1,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"287","Fabio Augusto Luciano da Silva","fabinho","Fabinho","https://s.glbimg.com/es/sde/f/2019/09/03/661377f093096839f93446905c389155_FORMATO.png",101729,32,276,"ata","Nulo",0,0.77,0,-0.5,"São Paulo",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"288","Gonzalo Rodrigo Carneiro Méndez","gonzalo-carneiro","Gonzalo Carneiro","https://s.glbimg.com/es/sde/f/2019/04/01/504b1e2a808ffe49b9679b8e86de83b8_FORMATO.png",101796,32,276,"ata","Suspenso",0,5,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"289","Luiz Felipe do Nascimento dos Santos","luiz-felipe","Luiz Felipe","https://s.glbimg.com/es/sde/f/2019/03/28/8bb249c2111b49eff60737fd35c27a45_FORMATO.png",79035,32,277,"zag","Nulo",0,5.49,0,3.35,"Santos",NA,2,NA,NA,5,NA,NA,NA,2,NA,3,1,NA,4,NA,NA,NA,NA
"290","Moisés Ribeiro Santos","moises-ribeiro","Moisés Ribeiro","https://s.glbimg.com/es/sde/f/2017/04/25/c7b046cc3c9a420d4047bb8d6d4b6570_FORMATO.png",78991,32,315,"mei","Suspenso",0,3,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"291","José Rafael Vivian","ze-rafael","Zé Rafael","https://s.glbimg.com/es/sde/f/2019/01/14/297712b048dce3da334c1701833a889a_FORMATO.jpeg",82455,32,275,"mei","Provável",5.5,9.82,0.14,3.33,"Palmeiras",2,46,9,11,49,1,1,3,22,NA,25,4,NA,NA,NA,NA,NA,NA
"292","Lucas Paes Souza","lucas-paes","Lucas Paes","https://s.glbimg.com/es/sde/f/2019/04/01/93c12b1437d9ab16eb93c3f7fc8c4f9b_FORMATO.png",101837,32,276,"gol","Nulo",0,2,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"293","Geirton Marques Aires","gege","Gegê","https://s.glbimg.com/es/sde/f/2019/02/18/a6e6b20f53d3e64deddfd38a901450c0_FORMATO.png",82474,32,314,"mei","Nulo",0,2.99,0,2.78,"Avaí",NA,14,5,6,6,1,1,NA,14,NA,14,2,NA,NA,NA,NA,NA,NA
"294","Romário Marques Rodrigues","romario-rodrigues","Romário Rodrigues","https://s.glbimg.com/es/sde/f/2019/03/28/8a5fe5aa3179c4ff1643804412e0050b_FORMATO.png",79336,32,354,"ata","Nulo",0,1.76,0,1,"Ceará",NA,1,NA,1,4,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"295","Carlos Augusto Zopalato Neves","carlos-augusto","Carlos Augusto","https://s.glbimg.com/es/sde/f/2019/05/23/7cf24d9f3acb482165da003096c26921_FORMATO.png",101803,32,264,"lat","Nulo",0,4.65,0,2.46,"Corinthians",NA,8,NA,2,7,NA,1,NA,15,NA,8,1,NA,2,NA,NA,NA,NA
"296","Guilherme de Jesus da Silva","tinga","Tinga","https://s.glbimg.com/es/sde/f/2019/03/22/fa74caf8029ce11e791edd0d7fc03025_FORMATO.png",82628,32,356,"lat","Provável",0,1.99,0,2.24,"Fortaleza",2,8,NA,4,6,NA,1,NA,63,NA,16,NA,NA,3,NA,NA,NA,NA
"297","Iury de Oliveira Nascimento ","iury","Iury","https://s.glbimg.com/es/sde/f/2019/02/18/0758f27a5553304e808e5732adb6eadd_FORMATO.png",101846,32,314,"lat","Contundido",0,6.43,0,2.94,"Avaí",1,14,NA,3,10,NA,NA,NA,30,NA,10,1,NA,4,NA,NA,NA,NA
"298","Felipe Fernandes Sousa","felipe-sousa","Felipe Sousa",NA,101861,32,282,"ata","Nulo",0,1,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"299","Víctor Leandro Cuesta","victor-cuesta","Víctor Cuesta","https://s.glbimg.com/es/sde/f/2018/04/08/b6cd86f9590fd3e82cb545ac74dc8c41_FORMATO.png",79113,32,285,"zag","Provável",2.7,14.42,-1.46,5.67,"Internacional",NA,27,4,4,29,1,NA,NA,39,NA,77,7,NA,8,NA,NA,NA,NA
"300","Marcelo Gazella Hermes","marcelo-hermes","Marcelo Hermes","https://s.glbimg.com/es/sde/f/2019/03/26/e5cbd69dfd6e038a31846473359d7246_FORMATO.png",82639,32,290,"lat","Nulo",0,3.53,0,2.94,"Goiás",1,9,1,3,10,NA,NA,NA,17,NA,11,3,NA,3,NA,NA,NA,NA
"301","Santiago Ernesto Romero Fernández","romero","Romero","https://s.glbimg.com/es/sde/f/2019/03/22/6f3e87cd0ea7dd0de1f8463bf7e216a1_FORMATO.png",79109,32,356,"mei","Nulo",0,4,0,0,"Fortaleza",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"302","Igor Fernandes da Silva Araújo","igor-fernandes","Igor Fernandes","https://s.glbimg.com/es/sde/f/2019/02/18/8ab8d39b2dc545324288925073d88bfd_FORMATO.png",82635,32,314,"lat","Provável",0.8,4.73,-0.38,3.02,"Avaí",NA,26,4,6,20,NA,NA,3,46,NA,36,4,NA,7,NA,NA,NA,NA
"303","Jonas Gabriel da Silva Nunes","toro","Toró","https://s.glbimg.com/es/sde/f/2019/04/01/537547b0687a098437442f6632e753bc_FORMATO.png",101885,32,276,"ata","Nulo",0,4.99,0,2.18,"São Paulo",1,19,3,10,20,NA,2,3,28,NA,11,1,1,NA,NA,NA,NA,NA
"304","Vitor Hugo Naum dos Santos","vitinho","Vitinho","https://s.glbimg.com/es/sde/f/2019/08/09/4c1f2f2ebbf72fa37a797a53aababd3a_FORMATO.png",101960,32,293,"ata","Nulo",5,3.32,0.58,3.12,"Athlético-PR",3,15,6,7,5,NA,1,NA,8,NA,4,NA,NA,NA,NA,NA,NA,NA
"305","Matheus Galdezani","matheus-galdezani","Matheus Galdezani","https://s.glbimg.com/es/sde/f/2019/04/01/eef015fc7bcd190caa8be7fd622aec04_FORMATO.png",82634,32,285,"mei","Nulo",0,5,0,0,"Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"306","Gabriel Calabres Nunes","gabriel-calabres","Gabriel Calabres","https://s.glbimg.com/es/sde/f/2019/09/03/25f5b4b0eb81313bd391ff5dadf90bb8_FORMATO.png",101911,32,315,"mei","Nulo",0,2,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"307","Braian Ezequiel Romero","braian-romero","Braian Romero","https://s.glbimg.com/es/sde/f/2019/03/30/4eab9bac11e6c0d60d5e717b2474963f_FORMATO.png",101997,32,293,"ata","Nulo",0,4.35,0,3.02,"Athlético-PR",1,18,3,6,15,1,2,3,15,NA,11,1,NA,NA,NA,NA,NA,NA
"308","Vitor Eudes de Souza Costa","vitor-eudes","Vitor Eudes","https://s.glbimg.com/es/sde/f/2018/11/22/3fc8cbbb0eff85d2cfd8e31bd040d110_FORMATO.png",102137,32,283,"gol","Nulo",0,2,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"309","Leonardo Pereira","leo-pereira","Léo Pereira","https://s.glbimg.com/es/sde/f/2019/03/30/201871306b5a466590adf1665d431285_FORMATO.png",83528,32,293,"zag","Provável",0,8.11,0,1.85,"Athlético-PR",NA,35,3,6,13,NA,2,2,58,NA,19,6,NA,7,NA,NA,NA,NA
"310","Igor Leandro Goularte do Nascimento","igor-goularte","Igor Goularte","https://s.glbimg.com/es/sde/f/2019/10/18/8878aeee31c3f9682aeb8df609a0971d_FORMATO.png",101889,32,314,"mei","Nulo",0,2.61,0,1.72,"Avaí",NA,3,1,1,4,NA,NA,1,3,NA,5,NA,NA,NA,NA,NA,NA,NA
"311","Marcelo Rangel da Rosa","marcelo-rangel","Marcelo Rangel","https://s.glbimg.com/es/sde/f/2019/03/26/eca12439d38b9fd1ddc8662b4872f0c4_FORMATO.png",82730,32,290,"gol","Nulo",0,5.43,0,12.5,"Goiás",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,3,NA
"312","Lucas Halter","lucas-halter","Lucas Halter","https://s.glbimg.com/es/sde/f/2019/05/18/8451dd8fd1ce139e8f57e002de068475_FORMATO.png",102253,32,293,"zag","Contundido",0,3.09,0,1.61,"Athlético-PR",NA,5,2,3,2,NA,NA,NA,8,NA,7,1,NA,1,NA,NA,NA,NA
"313","Vinícius Vasconcelos Araújo","vinicius-araujo","Vinícius Araújo","https://s.glbimg.com/es/sde/f/2019/10/02/1ffcc7ea3d821d8256afad239dca78e4_FORMATO.png",82767,32,314,"ata","Provável",2.2,2.34,0.14,2.33,"Avaí",NA,13,8,4,17,NA,1,3,16,NA,3,NA,NA,NA,NA,NA,NA,NA
"314","Bruno da Silva Costa Leite","bruno-leite","Bruno Leite","https://s.glbimg.com/es/sde/f/2018/03/05/37cc69ce211fa6a6c3fb2fa03e905809_FORMATO.png",102301,32,293,"mei","Contundido",0,2,0,0,"Athlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"315","Rafael Chagas Machado","rafinha","Rafinha","https://s.glbimg.com/es/sde/f/2019/03/23/6fa441d642d426cca217c6d7c843a2c0_FORMATO.png",83681,32,341,"lat","Nulo",0,4.35,0,3.28,"CSA",NA,3,NA,NA,3,NA,1,NA,3,NA,4,NA,NA,NA,NA,NA,NA,NA
"316","Neilton Meira Mestzk","neilton","Neilton","https://s.glbimg.com/es/sde/f/2019/03/29/640d511884279db90f11e5446270556b_FORMATO.png",83772,32,285,"ata","Nulo",0,6.11,0,2.25,"Internacional",NA,10,2,9,21,NA,1,2,22,NA,9,1,NA,NA,NA,NA,NA,NA
"317","Régis Augusto Salmazzo","regis","Régis","https://s.glbimg.com/es/sde/f/2019/05/23/42c4d6f669a802cc99bd19989a00b862_FORMATO.png",82647,32,264,"mei","Nulo",0,2.86,0,0.38,"Corinthians",NA,NA,1,1,4,NA,NA,NA,1,NA,2,1,NA,NA,NA,NA,NA,NA
"318","Victor Neves Rangel","victor-rangel","Victor Rangel","https://s.glbimg.com/es/sde/f/2019/06/20/68c92fea870e9b185df2fa94eff0bf62_FORMATO.png",82653,32,263,"ata","Nulo",0,1.58,0,0.57,"Botafogo",NA,15,2,6,25,NA,NA,3,11,NA,3,2,NA,NA,NA,NA,NA,NA
"319","Gabriel José Ferreira Mesquita","gabriel","Gabriel","https://s.glbimg.com/es/sde/f/2018/05/08/23ead8e9977bf4883159480316b71e35_FORMATO.png",102290,32,293,"gol","Nulo",0,1,0,0,"Athlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"320","Clayson Henrique da Silva Vieira","clayson","Clayson","https://s.glbimg.com/es/sde/f/2019/05/23/4eeb5e5d8c27f4298bba05b91526868c_FORMATO.png",83817,32,264,"ata","Nulo",-0.3,9.38,-0.83,2.54,"Corinthians",3,30,8,7,39,1,3,3,47,NA,17,4,NA,NA,NA,NA,NA,NA
"321","Rafael Elias da Silva","papagaio","Papagaio","https://s.glbimg.com/es/sde/f/2019/09/27/cdda17397bdf2928c7ac7b2fa93f659c_FORMATO.jpeg",102302,32,290,"ata","Nulo",-0.5,1.21,0.18,0.16,"Goiás",NA,7,1,3,6,NA,NA,1,4,NA,3,1,NA,NA,NA,NA,NA,NA
"322","Tagueu Tadjo Diederrick Joel","joel","Joel","https://s.glbimg.com/es/sde/f/2019/10/09/fb51f94ce39bedfcc6bf40315817088c_FORMATO.png",82787,32,283,"ata","Nulo",0,1.94,0,1.3,"Cruzeiro",NA,2,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"323","Yago Rafael Valadares Darub","yago-darub","Yago Darub","https://s.glbimg.com/es/sde/f/2019/03/25/ae7074b588af8eb28be002bc63b40b09_FORMATO.png",102686,32,262,"gol","Nulo",0,1,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"324","Diego Barbosa Tavares","diego-tavares","Diego Tavares","https://s.glbimg.com/es/sde/f/2019/03/26/2927048c0da9fb9fe99f8992d8483dbc_FORMATO.png",83869,32,356,"lat","Nulo",0,3,0,0,"Fortaleza",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"325","Caio Fernando de Oliveira","caio-paulista","Caio Paulista","https://s.glbimg.com/es/sde/f/2019/02/18/9a6fef900167a97e0492da10177e45b8_FORMATO.png",102318,32,314,"ata","Provável",1.7,4.12,0,2.75,"Avaí",NA,23,7,22,27,NA,NA,2,36,NA,29,1,NA,NA,NA,NA,NA,NA
"326","Cristovam Roberto Ribeiro da Silva","cristovam","Cristovam","https://s.glbimg.com/es/sde/f/2019/03/28/65f57e09b155b5b3a44d895928edeeca_FORMATO.png",82930,32,354,"lat","Nulo",0,2.88,0,1.93,"Ceará",NA,12,NA,1,16,NA,NA,NA,14,NA,14,4,NA,NA,NA,NA,NA,NA
"327","Carlos de Menezes Júnior","caca","Cacá","https://s.glbimg.com/es/sde/f/2018/05/18/9e847531623845ec5f88f060b157da00_FORMATO.png",102340,32,283,"zag","Provável",6,3.61,0.35,3.1,"Cruzeiro",NA,11,1,NA,10,NA,1,NA,6,NA,13,4,NA,5,NA,NA,NA,NA
"328","Daniel Amorim Dias da Silva","daniel-amorim","Daniel Amorim","https://s.glbimg.com/es/sde/f/2019/02/18/0d8fec2dd84657e690f017bb4a25b414_FORMATO.png",82880,32,314,"ata","Contundido",0,5.13,0,1.37,"Avaí",NA,6,3,5,9,NA,1,2,6,NA,NA,1,NA,NA,NA,NA,NA,NA
"329","Matheus Antunes Ribeiro","matheus-ribeiro","Matheus Ribeiro","https://s.glbimg.com/es/sde/f/2019/03/28/3e3b672c196784b9afea72e85325a468_FORMATO.png",82943,32,277,"lat","Nulo",0,3,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"330","Vinicius Rodolfo de Souza Oliveira","vinicius-tanque","Vinícius Tanque","https://s.glbimg.com/es/sde/f/2017/04/18/d77f484c8720a893fbf5031c19fd6349_FORMATO.png",88651,32,263,"ata","Nulo",0,1,0,-0.43,"Botafogo",NA,9,NA,1,5,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"331","Kaio Nunes Ferreira","kaio","Kaio","https://s.glbimg.com/es/sde/f/2019/08/17/1e8c1cee38c33b285f33645bdf013d49_FORMATO.png",102563,32,290,"mei","Provável",0.9,1.25,-0.02,0.8,"Goiás",1,8,2,4,3,NA,NA,NA,8,NA,1,NA,NA,NA,NA,NA,NA,NA
"332","Márcio Rodrigues Velasco","marcinho","Marcinho","https://s.glbimg.com/es/sde/f/2019/03/26/f668b0e7484644c6732bfc57f72a5fdb_FORMATO.png",102380,32,314,"mei","Nulo",0,1,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"333","Rómulo Otero Vásquez","otero","Otero","https://s.glbimg.com/es/sde/f/2018/05/07/51441cf2ec940cdfbdef8dd0ee853621_FORMATO.png",83004,32,282,"mei","Nulo",4.7,8.89,-0.85,4.54,"Atlético-MG",1,22,21,23,41,NA,1,3,23,NA,8,3,NA,NA,NA,NA,NA,NA
"334","Max Walef Araújo da Silva","max-walef","Max Walef","https://s.glbimg.com/es/sde/f/2019/03/22/a9f9fc2677cbf0f365db6054f150935d_FORMATO.png",84338,32,356,"gol","Nulo",0,1,0,0,"Fortaleza",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"335","Johnatan Lucas da Silva Vital","vital","Vital","https://s.glbimg.com/es/sde/f/2019/03/23/fb790a1d32b257ad9a64d7752826981f_FORMATO.png",102452,32,341,"zag","Nulo",0,1,0,0,"CSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"336","Jean Carlos Guimarães dos Santos","jean-carlos","Jean Carlos","https://s.glbimg.com/es/sde/f/2019/08/13/a30f4147e4f6d4352203870e19f1d445_FORMATO.png",84253,32,290,"mei","Nulo",0,0.78,0,-2.8,"Goiás",NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA
"337","Lucas Vinícius Gonçalves Silva","lucao","Lucão","https://s.glbimg.com/es/sde/f/2019/09/16/6750992c341b140d5dfc78630ad67add_FORMATO.png",83199,32,266,"ata","Nulo",0,2.28,-0.07,-0.2,"Fluminense",NA,2,2,NA,NA,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA
"338","Bruno Ferreira Melo","bruno-melo","Bruno Melo","https://s.glbimg.com/es/sde/f/2019/03/22/5b57ab0df3cfe7250d2365f6149d1672_FORMATO.png",84339,32,356,"lat","Provável",4.5,4.58,-1.12,5.35,"Fortaleza",3,10,1,2,13,NA,2,1,12,NA,6,1,1,3,NA,NA,NA,NA
"339","Luiz Eduardo da Silva dos Santos","dudu","Dudu","https://s.glbimg.com/es/sde/f/2019/10/11/3cd6d37b608f117d7c80f8f43465293e_FORMATO.png",102581,32,290,"ata","Nulo",0,1.33,0,-0.25,"Goiás",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"340","Gabriel Barbosa Almeida","gabriel","Gabriel","https://s.glbimg.com/es/sde/f/2019/04/26/dd35120796b86e57f5dcbd4aec56cbce_FORMATO.png",83257,32,262,"ata","Provável",18.2,22.59,2.68,9.38,"Flamengo",5,18,28,31,24,NA,21,16,50,NA,8,9,NA,NA,NA,NA,NA,NA
"341","Miguel Ferreira Damasceno","miguel-figueira","Miguel Figueira","https://s.glbimg.com/es/sde/f/2019/03/26/7e19f3b4700aea39ef02fe83399dfc6c_FORMATO.png",102565,32,290,"mei","Nulo",0,0.86,0,0.5,"Goiás",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"342","Rafael Diniz Alves e Silva","rafinha","Rafinha","https://s.glbimg.com/es/sde/f/2019/03/26/da0e26b0ad42f47aecd017b463a244e5_FORMATO.png",84381,32,290,"mei","Nulo",0,4.18,0,2.48,"Goiás",NA,5,3,4,3,1,1,1,3,NA,1,1,NA,NA,NA,NA,NA,NA
"343","Hélio Júnio Nunes de Castro","helinho","Helinho","https://s.glbimg.com/es/sde/f/2019/04/01/a4da339bedf52e7e79df80fd1914f6da_FORMATO.png",102598,32,276,"ata","Nulo",0,2.56,0,-0.23,"São Paulo",NA,6,1,1,6,NA,NA,1,8,NA,1,1,NA,NA,NA,NA,NA,NA
"344","Yuri Lima Lara","yuri","Yuri","https://s.glbimg.com/es/sde/f/2019/03/29/c48336f0e13db7ffdf11a89b7fc63ee9_FORMATO.png",83263,32,265,"mei","Nulo",0,1,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"345","Fernando Pereira do Nascimento","fernando-sobral","Fernando Sobral","https://s.glbimg.com/es/sde/f/2019/03/28/2036fe932766e953f14ef5fc5ed37a53_FORMATO.png",84428,32,354,"mei","Nulo",0,5.34,0,2.14,"Ceará",NA,17,2,6,11,NA,NA,1,23,NA,22,1,NA,NA,NA,NA,NA,NA
"346","Thiago Beserra dos Santos","thiaguinho","Thiaguinho","https://s.glbimg.com/es/sde/f/2019/07/12/d211556427f0083ad39be91e9a62f628_FORMATO.png",102599,32,264,"mei","Nulo",0,3,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"347","Fernando Augusto de Castro Ribeiro","fernando-castro","Fernando Castro","https://s.glbimg.com/es/sde/f/2019/03/29/5d48e68e633e025554f7fb03e89b57cf_FORMATO.png",102609,32,265,"gol","Nulo",0,2,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"348","Danilo Carvalho Barcelos","danilo-barcelos","Danilo Barcelos","https://s.glbimg.com/es/sde/f/2019/10/03/b461b4465513a37d8a5a892a75c005f6_FORMATO.png",84382,32,267,"lat","Provável",9.1,6.91,2.28,3.32,"Vasco",2,30,5,7,9,1,2,1,47,NA,21,2,1,5,NA,NA,NA,NA
"349","Bruno Alves de Souza","bruno-alves","Bruno Alves","https://s.glbimg.com/es/sde/f/2019/09/13/6a63d017c3cafbb9d929b7a8d1c922d2_FORMATO.png",84462,32,341,"ata","Nulo",0,0.78,0,-0.61,"CSA",NA,11,2,2,4,NA,NA,NA,6,NA,2,3,NA,NA,NA,NA,NA,NA
"350","Matheus Celestino Moresche Rodrigues","moresche","Moresche","https://s.glbimg.com/es/sde/f/2018/09/27/c6c9b83f9837ff43f73359da0386895a_FORMATO.png",102719,32,267,"ata","Nulo",0,2,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"351","Bruno Sávio da Silva","bruno-savio","Bruno Sávio","https://s.glbimg.com/es/sde/f/2019/07/18/3c124f6b21b643f148772b78affd6772_FORMATO.png",89101,32,314,"ata","Contundido",0,1.34,0,0.68,"Avaí",NA,3,1,2,1,NA,NA,NA,8,NA,4,1,NA,NA,NA,NA,NA,NA
