"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.clube.id.full.name","FC","FS","PE","RB","FD","FF","G","SG","CA","A","CV","I","FT","DD","GS","DP","PP","GC"
"269","José Henrique da Silva Dourado","henrique-dourado","Henrique Dourado","https://s.glbimg.com/es/sde/f/2019/08/01/4a9594f3708f1d27eb4656057fd105ed_FORMATO.png",81905,14,275,"ata","Nulo",0,6,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"270","Clayton Silveira da Silva","clayton","Clayton","https://s.glbimg.com/es/sde/f/2019/08/08/e385239b075eb406451314f3de290d2f_FORMATO.png",81770,14,282,"ata","Nulo",0,3.92,0,0.6,"Atlético-MG",NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"271","Rosicley Pereira da Silva","rossi","Rossi","https://s.glbimg.com/es/sde/f/2019/05/08/96abdb92d574fa62e402db3c5eb7fc0c_FORMATO.png",81798,14,267,"ata","Nulo",0,3.62,0,1.16,"Vasco",15,12,24,6,5,7,NA,NA,3,1,NA,1,NA,NA,NA,NA,NA,NA
"272","Francisco Hyun Sol Kim","chico","Chico","https://s.glbimg.com/es/sde/f/2019/03/28/591cde68116bac7ca7031a2f73847987_FORMATO.png",82407,14,354,"mei","Nulo",-0.5,3.5,-0.77,0.5,"Ceará",12,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"273","Antônio Carlos Cunha Capocasali Júnior","antonio-carlos","Antônio Carlos ","https://s.glbimg.com/es/sde/f/2019/06/04/82859093e0dc5964ab48dbe20839b60d_FORMATO.png",79702,14,275,"zag","Nulo",0,6.25,0,2.45,"Palmeiras",6,2,6,5,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"274","Christian Alberto Cueva Bravo","cueva","Cueva","https://s.glbimg.com/es/sde/f/2019/07/01/98c25abacc555f17dc0d9530a7b16ab9_FORMATO.png",82411,14,277,"mei","Nulo",0,6.83,0,1.25,"Santos",2,3,10,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"275","Douglas Moreira Fagundes","dodi","Dodi","https://s.glbimg.com/es/sde/f/2018/04/20/9dae8b824d6d7c1a316a903af9b3740e_FORMATO.png",89883,14,266,"mei","Nulo",0,3,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"276","Alisson Euler de Freitas Castro","alisson","Alisson","https://s.glbimg.com/es/sde/f/2018/05/18/eeeced6e37969b2b8161eb83c56d069e_FORMATO.png",81845,14,284,"mei","Nulo",0,7.5,0,4.23,"Grêmio",7,11,12,10,4,3,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA
"277","Alan Henrique Costa","alan-costa","Alan Costa","https://s.glbimg.com/es/sde/f/2019/07/08/c18e945ceabcef57bb344a15aad28d10_FORMATO.png",82613,14,341,"zag","Provável",-2.2,3.38,-1.69,2.6,"CSA",4,2,10,6,1,1,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"278","Matheus Galdezani","matheus-galdezani","Matheus Galdezani","https://s.glbimg.com/es/sde/f/2019/04/01/eef015fc7bcd190caa8be7fd622aec04_FORMATO.png",82634,14,285,"mei","Contundido",0,5,0,0,"Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"279","Geirton Marques Aires","gege","Gegê","https://s.glbimg.com/es/sde/f/2019/02/18/a6e6b20f53d3e64deddfd38a901450c0_FORMATO.png",82474,14,314,"mei","Nulo",0,3.82,0,3.53,"Avaí",9,4,6,11,3,3,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"280","Marcelo Gazella Hermes","marcelo-hermes","Marcelo Hermes","https://s.glbimg.com/es/sde/f/2019/03/26/e5cbd69dfd6e038a31846473359d7246_FORMATO.png",82639,14,290,"lat","Nulo",0,3.14,0,-1.1,"Goiás",2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"281","Leonardo Artur de Melo","leo-artur","Léo Artur","https://s.glbimg.com/es/sde/f/2019/04/12/681f8a45ee9c053eff9eb87402ae4e76_FORMATO.png",82644,14,266,"mei","Nulo",0,1.76,0,0.57,"Fluminense",1,2,3,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"282","Guilherme de Jesus da Silva","tinga","Tinga","https://s.glbimg.com/es/sde/f/2019/03/22/fa74caf8029ce11e791edd0d7fc03025_FORMATO.png",82628,14,356,"lat","Provável",0,0.96,0,0.75,"Fortaleza",5,2,22,4,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"283","José Rafael Vivian","ze-rafael","Zé Rafael","https://s.glbimg.com/es/sde/f/2019/01/14/297712b048dce3da334c1701833a889a_FORMATO.jpeg",82455,14,275,"mei","Suspenso",3.7,9.77,0.97,2.76,"Palmeiras",17,19,10,12,5,2,NA,NA,3,1,NA,1,NA,NA,NA,NA,NA,NA
"284","Tadeu Antonio Ferreira","tadeu","Tadeu","https://s.glbimg.com/es/sde/f/2019/04/04/2c3f9d22de0dfd11ee1e9331d5fd85d9_FORMATO.png",82453,14,290,"gol","Provável",6.7,14.63,2.55,5.66,"Goiás",NA,3,10,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,30,21,1,NA,NA
"285","Régis Augusto Salmazzo","regis","Régis","https://s.glbimg.com/es/sde/f/2019/05/23/42c4d6f669a802cc99bd19989a00b862_FORMATO.png",82647,14,264,"mei","Nulo",0,4.02,0,2.1,"Corinthians",NA,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"286","Igor Fernandes da Silva Araújo","igor-fernandes","Igor Fernandes","https://s.glbimg.com/es/sde/f/2019/02/18/8ab8d39b2dc545324288925073d88bfd_FORMATO.png",82635,14,314,"lat","Provável",0,3.64,0,3,"Avaí",13,8,14,18,NA,2,NA,3,3,NA,NA,2,NA,NA,NA,NA,NA,NA
"287","Matheus Antunes Ribeiro","matheus-ribeiro","Matheus Ribeiro","https://s.glbimg.com/es/sde/f/2019/03/28/3e3b672c196784b9afea72e85325a468_FORMATO.png",82943,14,277,"lat","Nulo",0,3,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"288","Victor Neves Rangel","victor-rangel","Victor Rangel","https://s.glbimg.com/es/sde/f/2019/06/20/68c92fea870e9b185df2fa94eff0bf62_FORMATO.png",82653,14,263,"ata","Nulo",0,1.68,0,-0.52,"Botafogo",7,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"289","Marcelo Rangel da Rosa","marcelo-rangel","Marcelo Rangel","https://s.glbimg.com/es/sde/f/2019/03/26/eca12439d38b9fd1ddc8662b4872f0c4_FORMATO.png",82730,14,290,"gol","Contundido",0,4,0,0,"Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"290","Vinícius Vasconcelos Araújo","vinicius-araujo","Vinícius Araújo","https://s.glbimg.com/es/sde/f/2018/09/27/6ddf98420b08a50c32c74472f3b962b3_FORMATO.png",82767,14,267,"ata","Nulo",0,2,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"291","Gabriel Barbosa Almeida","gabriel","Gabriel","https://s.glbimg.com/es/sde/f/2019/04/26/dd35120796b86e57f5dcbd4aec56cbce_FORMATO.png",83257,14,262,"ata","Provável",0,19.12,0,9.8,"Flamengo",9,10,22,5,11,13,9,NA,3,2,NA,6,NA,NA,NA,NA,NA,NA
"292","Yuri Lima Lara","yuri","Yuri","https://s.glbimg.com/es/sde/f/2019/03/29/c48336f0e13db7ffdf11a89b7fc63ee9_FORMATO.png",83263,14,265,"mei","Nulo",0,1,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"293","Daniel Amorim Dias da Silva","daniel-amorim","Daniel Amorim","https://s.glbimg.com/es/sde/f/2019/02/18/0d8fec2dd84657e690f017bb4a25b414_FORMATO.png",82880,14,314,"ata","Contundido",0,5.23,0,1.5,"Avaí",5,9,6,NA,3,4,1,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA
"294","Cristovam Roberto Ribeiro da Silva","cristovam","Cristovam","https://s.glbimg.com/es/sde/f/2019/03/28/65f57e09b155b5b3a44d895928edeeca_FORMATO.png",82930,14,354,"lat","Nulo",6.2,3.56,0.56,6.2,"Ceará",1,3,1,5,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"295","Guilherme Parede Pinheiro","guilherme-parede","Guilherme Parede","https://s.glbimg.com/es/sde/f/2019/04/29/a4e7ace9cd75f4187d56ba2fd7543a56_FORMATO.png",83438,14,285,"ata","Provável",0,4.23,0,1.91,"Internacional",8,14,7,4,1,4,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA
"296","Rómulo Otero Vásquez","otero","Otero","https://s.glbimg.com/es/sde/f/2018/05/07/51441cf2ec940cdfbdef8dd0ee853621_FORMATO.png",83004,14,282,"mei","Nulo",-1,7.3,-1.07,2.7,"Atlético-MG",5,10,4,NA,4,5,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"297","Lucas Vinícius Gonçalves Silva","lucao","Lucão","https://s.glbimg.com/es/sde/f/2019/08/09/6e06407423393fbc94da344b644997d4_FORMATO.png",83199,14,266,"ata","Nulo",0,4,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"298","Aylon Darwin Tavella","aylon","Aylon","https://s.glbimg.com/es/sde/f/2019/03/28/1f6770e6c240b90a3423b20187192bc6_FORMATO.png",85930,14,315,"ata","Nulo",0,2.71,0,1.46,"Chapecoense",1,6,3,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"299","Mário Sérgio Santos Costa","marinho","Marinho","https://s.glbimg.com/es/sde/f/2019/05/30/cd8a7f9b0744e105efa0a0c572d37d6f_FORMATO.png",68952,14,277,"ata","Nulo",3,6.82,-0.09,3.23,"Santos",13,13,15,7,9,5,1,NA,2,1,NA,1,1,NA,NA,NA,NA,NA
"300","Hyoran Kaue Dalmoro","hyoran","Hyoran","https://s.glbimg.com/es/sde/f/2019/01/14/160ad6a02501aba225a8ebd56873a2c7_FORMATO.jpeg",85931,14,275,"mei","Nulo",0,5.52,0,3.95,"Palmeiras",4,3,4,2,1,3,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"301","Leonardo Pinheiro da Conceição","leo","Léo","https://s.glbimg.com/es/sde/f/2019/04/01/bbb9588c3dbac516f581a278fc277197_FORMATO.png",85626,14,276,"lat","Nulo",0,5,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"302","Ernandes Dias Luz","ernandes","Ernandes","https://s.glbimg.com/es/sde/f/2019/06/12/4a24187544253bd7f0dfb7afd79c5c18_FORMATO.png",68956,14,315,"lat","Suspenso",0,2.32,0,1.9,"Chapecoense",NA,1,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"303","Jonny Ferney Mosquera Mena","mosquera","Mosquera","https://s.glbimg.com/es/sde/f/2019/03/31/8ef2e2aca1a983bd2f770590e4a0aa91_FORMATO.png",86116,14,314,"mei","Nulo",0,2.69,0,0.5,"Avaí",2,2,7,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"304","Natanael Batista Pimenta","natanael","Natanael","https://s.glbimg.com/es/sde/f/2019/07/02/0f6012cd35603a1b0d4256fb91ed6709_FORMATO.png",86264,14,285,"lat","Provável",0,4.41,0,1.27,"Internacional",6,3,9,7,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1
"305","Miguel Ángel Borja Hernández","borja","Borja","https://s.glbimg.com/es/sde/f/2019/01/14/393ccccd62c119cd16a7237e06bb54bf_FORMATO.jpeg",86120,14,275,"ata","Nulo",0,7,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"306","Everton Felipe de Oliveira Silva","everton-felipe","Everton Felipe","https://s.glbimg.com/es/sde/f/2019/04/01/1342705bcf7099d35a68d6c68311e216_FORMATO.png",86519,14,276,"mei","Nulo",0,2.6,0,1.2,"São Paulo",NA,2,3,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"307","Victor Luis Chuab Zamblauskas","victor-luis","Victor Luis","https://s.glbimg.com/es/sde/f/2019/01/14/6656cffa0a00120d740886ec3a73c1df_FORMATO.jpeg",86410,14,275,"lat","Provável",0,5.11,0,-0.9,"Palmeiras",3,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"308","Danilo das Neves Pinheiro","tche-tche","Tchê Tchê","https://s.glbimg.com/es/sde/f/2019/05/06/fbb4319c2256b5cbf2fb558f6e3e9503_FORMATO.png",86686,14,276,"mei","Provável",5,5.25,1.06,1.95,"São Paulo",18,18,29,14,6,5,1,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"309","Wanderson Santos Pereira","wanderson","Wanderson","https://s.glbimg.com/es/sde/f/2019/07/09/6be4c7e2f273ab0fb8db516f2e004ab7_FORMATO.png",86143,14,265,"zag","Nulo",-2.5,1.68,-1.32,-2.5,"Bahia",2,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"310","Marcio Antonio de Sousa Júnior","marcinho","Marcinho","https://s.glbimg.com/es/sde/f/2019/03/26/dd575011a1fbea9f0e7859b1bdf2c9c1_FORMATO.png",95332,14,290,"mei","Nulo",0,1.82,0,-0.47,"Goiás",2,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"311","João Lucas Cardoso","joao-lucas","João Lucas","https://s.glbimg.com/es/sde/f/2019/03/28/eb379c8f9ca40adb24afd4216819a3c1_FORMATO.png",86740,14,354,"lat","Provável",-0.6,9.66,-0.16,2.84,"Ceará",6,6,25,14,2,1,1,2,1,NA,NA,3,NA,NA,NA,NA,NA,NA
"312","Richard Cândido Coelho","richard","Richard","https://s.glbimg.com/es/sde/f/2019/06/21/d18aac5064ae47e2d3442017e04c4736_FORMATO.png",86711,14,267,"mei","Provável",-0.6,3.91,-0.61,1.68,"Vasco",9,9,14,12,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"313","Everton Sousa Soares","everton","Everton","https://s.glbimg.com/es/sde/f/2019/07/01/ac71f3ebf82fb819599967ea8bff8513_FORMATO.png",86757,14,284,"ata","Nulo",-0.8,15.1,-2.61,5.26,"Grêmio",5,6,16,12,6,5,4,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA
"314","Matheus Rossetto","matheus-rossetto","Matheus Rossetto","https://s.glbimg.com/es/sde/f/2019/03/30/05eb59cd87f511f9e069941d777aa540_FORMATO.png",86766,14,293,"mei","Nulo",-1.6,3,-0.78,1.6,"Athlético-PR",5,1,12,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"315","João Ricardo Riedi","joao-ricardo","João Ricardo","https://s.glbimg.com/es/sde/f/2019/03/28/1dadcc46ba4eb0738815ddfca0b51a71_FORMATO.png",81881,14,315,"gol","Nulo",0,6,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"316","Luan Guilherme de Jesus Vieira","luan","Luan","https://s.glbimg.com/es/sde/f/2018/05/21/c01a0fcc9657bf0df6cfde4356ece5bc_FORMATO.png",86759,14,284,"ata","Provável",-1.7,9.29,-1.27,4.03,"Grêmio",7,15,24,4,4,4,1,NA,NA,3,NA,1,1,NA,NA,NA,NA,NA
"317","Igor de Carvalho Julião","igor-juliao","Igor Julião","https://s.glbimg.com/es/sde/f/2018/10/10/c1027d589069c95376f433aa4ccfbe1a_FORMATO.png",81951,14,266,"lat","Provável",3.7,3.89,-0.01,2.25,"Fluminense",11,7,5,11,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"318","João Vitor Lima Gomes","joao-vitor","João Vitor","https://s.glbimg.com/es/sde/f/2019/07/29/05d3f4bb70d3e41d93b9f96017999f20_FORMATO.png",68987,14,341,"mei","Provável",1.7,5.44,0.4,2.6,"CSA",9,2,4,11,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"319","Neilton Meira Mestzk","neilton","Neilton","https://s.glbimg.com/es/sde/f/2019/03/29/640d511884279db90f11e5446270556b_FORMATO.png",83772,14,285,"ata","Nulo",0,6.31,0,3.13,"Internacional",1,7,8,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"320","Rafael Chagas Machado","rafinha","Rafinha","https://s.glbimg.com/es/sde/f/2019/03/23/6fa441d642d426cca217c6d7c843a2c0_FORMATO.png",83681,14,341,"lat","Nulo",0,3.92,0,2.95,"CSA",2,3,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"321","João Paulo da Silva Alves","joao-paulo","João Paulo","https://s.glbimg.com/es/sde/f/2019/02/18/e6b56502fd1ec5cd75f853c47b7df942_FORMATO.png",86770,14,314,"mei","Provável",7.1,6.49,1.01,2.92,"Avaí",21,23,36,22,5,6,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"322","Jordi Almeida","jordi","Jordi","https://s.glbimg.com/es/sde/f/2019/04/27/086fa2e4939cd7153795f155d02f6f52_FORMATO.png",86776,14,341,"gol","Provável",-4,8.65,-1.72,5.8,"CSA",1,3,5,NA,NA,NA,NA,4,3,NA,NA,NA,NA,34,20,NA,NA,NA
"323","Clayson Henrique da Silva Vieira","clayson","Clayson","https://s.glbimg.com/es/sde/f/2019/05/23/4eeb5e5d8c27f4298bba05b91526868c_FORMATO.png",83817,14,264,"ata","Provável",3.6,10.64,0.16,3.1,"Corinthians",20,23,25,11,6,3,2,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA
"324","Diego Barbosa Tavares","diego-tavares","Diego Tavares","https://s.glbimg.com/es/sde/f/2019/03/26/2927048c0da9fb9fe99f8992d8483dbc_FORMATO.png",83869,14,356,"lat","Contundido",0,3,0,0,"Fortaleza",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"325","Hélio Hermito Zampier Neto","neto","Neto","https://s.glbimg.com/es/sde/f/2018/08/01/51a34fdddb000e59403320c7aa8b8db4_FORMATO.png",69008,14,315,"zag","Contundido",0,2,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"326","Bruno de Jesus Pacheco","bruno-pacheco","Bruno Pacheco","https://s.glbimg.com/es/sde/f/2018/05/24/bcba131b890d61329d3dd3d53d25182e_FORMATO.png",90061,14,315,"lat","Provável",1.3,12.64,0.18,3.27,"Chapecoense",23,29,33,25,NA,1,NA,2,2,2,1,NA,NA,NA,NA,NA,NA,NA
"327","Yago da Silva Rocha","yago-rocha","Yago Rocha","",90118,14,290,"lat","Nulo",0,0.77,0,0,"Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"328","Ewandro Felipe de Lima Costa","ewandro","Ewandro","https://s.glbimg.com/es/sde/f/2019/04/15/990ff3d748339cc44eee773a59ac5c9a_FORMATO.png",86842,14,266,"ata","Nulo",0,2.46,0,-2.5,"Fluminense",1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"329","José Welison da Silva","jose-welison","José Welison","https://s.glbimg.com/es/sde/f/2018/07/11/1d923ab86aabd29245dae5fd1338d9bd_FORMATO.png",86859,14,282,"mei","Nulo",0,4.6,0,2.25,"Atlético-MG",6,4,9,12,NA,4,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"330","Pedro Henrique Ribeiro Gonçalves","pedro-henrique","Pedro Henrique","https://s.glbimg.com/es/sde/f/2019/06/29/43b11555e62d7cd38934e44d0fccb5c9_FORMATO.png",87225,14,293,"zag","Provável",3.5,8.98,-0.19,5.33,"Athlético-PR",2,7,9,9,2,2,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"331","Gustavo Henrique da Silva Sousa","gustavo","Gustavo","https://s.glbimg.com/es/sde/f/2019/05/23/e465cd357033b982d32052d767bea71d_FORMATO.png",86932,14,264,"ata","Nulo",0,3.61,0,0.85,"Corinthians",6,4,2,1,2,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"332","Nathan Allan de Souza","nathan","Nathan","https://s.glbimg.com/es/sde/f/2018/07/25/2ebd70cae4e549a49e708c60abbee23a_FORMATO.png",87009,14,282,"mei","Nulo",0,6.22,0,3.75,"Atlético-MG",1,1,5,4,2,2,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"333","Leonardo Gomes da Conceição Silva","leonardo","Leonardo","https://s.glbimg.com/es/sde/f/2018/05/21/15d96549307788253f2aba10bff0c973_FORMATO.png",86973,14,284,"lat","Nulo",0,5.41,0,2.7,"Grêmio",9,1,18,7,4,3,NA,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"334","Yeferson Julio Soteldo Martínez","soteldo","Soteldo","https://s.glbimg.com/es/sde/f/2019/03/29/31e7873f19386d05456c38558b181df5_FORMATO.png",87258,14,277,"mei","Provável",1.2,7.33,-2.7,4.15,"Santos",9,13,29,12,10,9,3,NA,5,2,NA,7,1,NA,NA,NA,NA,NA
"335","Emerson Raymundo Santos","emerson-santos","Emerson Santos","https://s.glbimg.com/es/sde/f/2018/07/20/c87125fb04d89c8e72a797a7b0ceeddb_FORMATO.png",86972,14,285,"zag","Provável",0,4.52,0,3.71,"Internacional",7,2,19,11,1,NA,1,3,3,NA,NA,1,NA,NA,NA,NA,NA,NA
"336","Walter Kannemann","kannemann","Kannemann","https://s.glbimg.com/es/sde/f/2018/05/21/7a4b8f949ed4d8b668d8c40a33e50edb_FORMATO.png",87342,14,284,"zag","Nulo",0,12.38,0,3.08,"Grêmio",12,8,4,7,NA,NA,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"337","José Carlos Cracco Neto","zeca","Zeca","https://s.glbimg.com/es/sde/f/2018/04/24/ef12015cf94f9b6c7ab39c4b092ba4a4_FORMATO.png",87192,14,285,"lat","Provável",0,6.88,0,3.88,"Internacional",7,2,15,22,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"338","Gabriel Costa França","gabriel","Gabriel","https://s.glbimg.com/es/sde/f/2019/03/22/0dc3b607fbf0f1db6f328cdcfd7169d0_FORMATO.png",87393,14,263,"zag","Provável",0,8.64,0,3.37,"Botafogo",7,8,18,19,1,NA,NA,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"339","Caíque Silva Sá","caique-sa","Caíque Sá","https://s.glbimg.com/es/sde/f/2019/03/26/6150eb32c87f7d53142963b02f21a967_FORMATO.png",87437,14,315,"lat","Nulo",0,3.03,0,-0.25,"Chapecoense",4,1,5,3,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"340","Vitor Frezarin Bueno","vitor-bueno","Vitor Bueno","https://s.glbimg.com/es/sde/f/2019/04/04/095c0e9c914b5540c22f639788f6324f_FORMATO.png",87552,14,276,"mei","Nulo",0,5.3,-1.41,2.87,"São Paulo",3,6,9,7,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"341","Maurício Donizete Ramos Júnior","mauricio-ramos","Maurício Ramos","https://s.glbimg.com/es/sde/f/2019/07/17/05a9d651cb796c5d2534c1ea1b32a903_FORMATO.jpeg",42477,14,315,"zag","Provável",2.3,4.51,0.58,2.83,"Chapecoense",3,3,1,2,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"342","Santiago Tréllez Vivero","trellez","Tréllez","https://s.glbimg.com/es/sde/f/2019/03/29/d567e4033e024dd2c71420f70c7bdeb0_FORMATO.jpeg",87679,14,285,"ata","Provável",0,5.38,0,2.87,"Internacional",3,4,NA,1,3,5,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
"343","Manoel Messias Silva Carvalho","manoel","Manoel","https://s.glbimg.com/es/sde/f/2019/05/23/8ef54147edc589e8e177c09584065867_FORMATO.png",69014,14,264,"zag","Provável",5.9,11.82,0.03,4.99,"Corinthians",8,3,15,19,NA,3,1,6,1,NA,NA,NA,NA,NA,NA,NA,NA,1
"344","Gustavo Henrique Furtado Scarpa","gustavo-scarpa","Gustavo Scarpa","https://s.glbimg.com/es/sde/f/2019/01/14/ecfff46ca7c7e833694357f560f6c1c6_FORMATO.jpeg",87999,14,275,"mei","Provável",1.2,3.78,0.16,1.73,"Palmeiras",5,4,18,3,5,4,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"345","Thaciano Mickael da Silva","thaciano","Thaciano","https://s.glbimg.com/es/sde/f/2018/05/21/8805a9e1e4f2ee609adb3d2576d5ff0a_FORMATO.png",87470,14,284,"mei","Provável",4.2,4.17,0.84,1.41,"Grêmio",11,9,14,16,2,3,NA,NA,4,NA,NA,3,NA,NA,NA,NA,NA,NA
"346","Giorgian Daniel de Arrascaeta Benedetti","arrascaeta","Arrascaeta","https://s.glbimg.com/es/sde/f/2019/04/26/85b7c7626785a66de96ac6b9008f4299_FORMATO.png",87863,14,262,"mei","Provável",20.5,18.19,3.69,12.25,"Flamengo",7,17,26,9,5,5,5,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA
"347","Madson Formagini Caridade","madson","Madson","https://s.glbimg.com/es/sde/f/2019/05/08/c9bb1f5c1ae81ac847abefc7ea36f736_FORMATO.png",42467,14,341,"mei","Contundido",0,6.21,0,1.8,"CSA",2,11,14,3,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"348","Bruno Ferreira Melo","bruno-melo","Bruno Melo","https://s.glbimg.com/es/sde/f/2019/03/22/5b57ab0df3cfe7250d2365f6149d1672_FORMATO.png",84339,14,356,"lat","Nulo",16.2,5.97,2.88,8.3,"Fortaleza",1,4,4,2,NA,1,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"349","Juan Ramón Cazares Sevillano","cazares","Cazares","https://s.glbimg.com/es/sde/f/2019/05/30/7e60ff2712f74e10b9a6bcf9661f2f8f_FORMATO.png",81682,14,282,"mei","Provável",9.3,12.19,1.54,6.41,"Atlético-MG",8,2,29,4,13,8,4,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
