"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.clube.id.full.name","CA","FC","FD","FF","FS","G","I","PE","PP","RB","A","SG","CV","DD","GS","DP","FT","GC"
"273","Alberto Valentim do Carmo Neto","alberto-valentim","Alberto Valentim","https://s.glbimg.com/es/sde/f/2019/10/14/d89852bf9d390ea20a02fb63d0894b27_FORMATO.png",84863,34,263,"tec","Provável",4.62,7.27,0.38,2.98,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"274","João Lucas Cardoso","joao-lucas","João Lucas","https://s.glbimg.com/es/sde/f/2019/03/28/eb379c8f9ca40adb24afd4216819a3c1_FORMATO.png",86740,34,354,"lat","Provável",1.7,9.38,0.12,2.44,"Ceará",1,14,7,8,8,1,4,60,NA,32,NA,6,NA,NA,NA,NA,NA,1
"275","Bruno dos Santos Nazário","bruno-nazario","Bruno Nazário","https://s.glbimg.com/es/sde/f/2019/03/30/23a1a1c9b0e58f10ebf65e3a02139cd9_FORMATO.png",81776,34,293,"mei","Nulo",0,2.44,0,1.64,"Athlético-PR",1,10,6,4,15,NA,NA,15,NA,6,NA,NA,NA,NA,NA,NA,2,NA
"276","Felipe de Figueiredo Ferreira","felipe-ferreira","Felipe Ferreira","https://s.glbimg.com/es/sde/f/2019/09/27/05590e980a3f1c8b936dbef1540fc424_FORMATO.png",86749,34,267,"mei","Nulo",0,2.65,0,0.91,"Vasco",NA,1,4,3,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"277","Juan Ramón Cazares Sevillano","cazares","Cazares","https://s.glbimg.com/es/sde/f/2019/05/30/7e60ff2712f74e10b9a6bcf9661f2f8f_FORMATO.png",81682,34,282,"mei","Provável",0,9.26,-0.05,2.83,"Atlético-MG",2,19,19,22,7,4,NA,75,NA,13,1,NA,1,NA,NA,NA,1,NA
"278","Matheus Rossetto","matheus-rossetto","Matheus Rossetto","https://s.glbimg.com/es/sde/f/2019/03/30/05eb59cd87f511f9e069941d777aa540_FORMATO.png",86766,34,293,"mei","Contundido",0,2.49,0,0.17,"Athlético-PR",2,11,NA,NA,3,NA,NA,15,NA,9,NA,NA,NA,NA,NA,NA,NA,NA
"279","Everton Sousa Soares","everton","Everton","https://s.glbimg.com/es/sde/f/2019/07/01/ac71f3ebf82fb819599967ea8bff8513_FORMATO.png",86757,34,284,"ata","Provável",10.7,18.38,0.79,7.28,"Grêmio",3,16,17,29,27,11,2,46,NA,33,5,NA,NA,NA,NA,NA,2,NA
"280","Luan Guilherme de Jesus Vieira","luan","Luan","https://s.glbimg.com/es/sde/f/2018/05/21/c01a0fcc9657bf0df6cfde4356ece5bc_FORMATO.png",86759,34,284,"ata","Contundido",0,11.16,0,5.3,"Grêmio",NA,11,10,14,35,4,3,56,NA,16,6,NA,NA,NA,NA,NA,1,NA
"281","Alisson Euler de Freitas Castro","alisson","Alisson","https://s.glbimg.com/es/sde/f/2018/05/18/eeeced6e37969b2b8161eb83c56d069e_FORMATO.png",81845,34,284,"mei","Provável",3.7,8.18,0.6,4.78,"Grêmio",5,21,15,9,43,3,NA,39,NA,18,6,NA,NA,NA,NA,NA,NA,NA
"282","Rosicley Pereira da Silva","rossi","Rossi","https://s.glbimg.com/es/sde/f/2019/05/08/96abdb92d574fa62e402db3c5eb7fc0c_FORMATO.png",81798,34,267,"ata","Provável",0,4.48,0,1.83,"Vasco",7,32,16,14,43,1,4,66,1,19,2,NA,NA,NA,NA,NA,1,NA
"283","Jordi Almeida","jordi","Jordi","https://s.glbimg.com/es/sde/f/2019/04/27/086fa2e4939cd7153795f155d02f6f52_FORMATO.png",86776,34,341,"gol","Provável",3.7,10.83,0.35,6,"CSA",4,3,NA,NA,3,NA,NA,16,NA,NA,NA,8,NA,59,34,2,NA,NA
"284","João Ricardo Riedi","joao-ricardo","João Ricardo","https://s.glbimg.com/es/sde/f/2019/03/28/1dadcc46ba4eb0738815ddfca0b51a71_FORMATO.png",81881,34,315,"gol","Provável",5,6.3,-0.89,5.38,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,19,9,NA,NA,NA
"285","João Paulo da Silva Alves","joao-paulo","João Paulo","https://s.glbimg.com/es/sde/f/2019/02/18/e6b56502fd1ec5cd75f853c47b7df942_FORMATO.png",86770,34,314,"mei","Provável",3,6.06,0.4,2.91,"Avaí",5,41,8,12,38,4,NA,62,NA,38,NA,NA,1,NA,NA,NA,NA,NA
"286","José Henrique da Silva Dourado","henrique-dourado","Henrique Dourado","https://s.glbimg.com/es/sde/f/2019/08/01/4a9594f3708f1d27eb4656057fd105ed_FORMATO.png",81905,34,275,"ata","Nulo",0,4.63,0,0.8,"Palmeiras",NA,3,1,1,1,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"287","Tadeu Antonio Ferreira","tadeu","Tadeu","https://s.glbimg.com/es/sde/f/2019/04/04/2c3f9d22de0dfd11ee1e9331d5fd85d9_FORMATO.png",82453,34,290,"gol","Provável",-6.3,14.56,-1.46,6.88,"Goiás",NA,NA,NA,NA,7,NA,NA,18,NA,NA,NA,10,NA,84,47,2,NA,NA
"288","Ewandro Felipe de Lima Costa","ewandro","Ewandro","https://s.glbimg.com/es/sde/f/2019/09/17/ce3388e9c6a04c049bf26d2d4e89696b_FORMATO.png",86842,34,266,"ata","Nulo",0,2.26,0,-1.25,"Fluminense",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"289","Igor de Carvalho Julião","igor-juliao","Igor Julião","https://s.glbimg.com/es/sde/f/2019/09/16/11755fb3a36a0608a2770c614eaa0c16_FORMATO.png",81951,34,266,"lat","Nulo",0,3.6,0,2.56,"Fluminense",1,16,2,1,16,NA,NA,13,NA,14,NA,3,NA,NA,NA,NA,NA,NA
"290","José Rafael Vivian","ze-rafael","Zé Rafael","https://s.glbimg.com/es/sde/f/2019/01/14/297712b048dce3da334c1701833a889a_FORMATO.jpeg",82455,34,275,"mei","Provável",1.6,9.35,-1.99,3.75,"Palmeiras",4,48,10,13,54,1,3,26,NA,30,3,NA,NA,NA,NA,NA,1,NA
"291","Ruan Vinícius Silva de Jesus","ruan","Ruan",NA,95860,34,315,"zag","Nulo",0,1,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"292","Francisco Hyun Sol Kim","chico","Chico","https://s.glbimg.com/es/sde/f/2019/03/28/591cde68116bac7ca7031a2f73847987_FORMATO.png",82407,34,354,"mei","Provável",6.2,4.26,1.03,1.36,"Ceará",1,21,2,1,15,NA,NA,8,NA,11,NA,NA,NA,NA,NA,NA,NA,NA
"293","José Welison da Silva","jose-welison","José Welison","https://s.glbimg.com/es/sde/f/2018/07/11/1d923ab86aabd29245dae5fd1338d9bd_FORMATO.png",86859,34,282,"mei","Suspenso",-0.3,3.83,-0.58,1.59,"Atlético-MG",3,19,2,5,11,NA,NA,24,NA,23,NA,NA,NA,NA,NA,NA,NA,NA
"294","Raniel Santana de Vasconcelos","raniel","Raniel","https://s.glbimg.com/es/sde/f/2019/07/10/b2a83db69e1af02d9bff2563564fa017_FORMATO.png",86797,34,276,"ata","Nulo",-1.5,5.37,-0.34,1.48,"São Paulo",2,18,7,8,18,1,5,14,NA,5,1,NA,1,NA,NA,NA,2,1
"295","Emerson Raymundo Santos","emerson-santos","Emerson Santos","https://s.glbimg.com/es/sde/f/2018/07/20/c87125fb04d89c8e72a797a7b0ceeddb_FORMATO.png",86972,34,285,"zag","Nulo",0,4.12,0,2.88,"Internacional",3,13,2,NA,3,1,1,22,NA,13,NA,4,NA,NA,NA,NA,NA,NA
"296","Christian Alberto Cueva Bravo","cueva","Cueva","https://s.glbimg.com/es/sde/f/2019/07/01/98c25abacc555f17dc0d9530a7b16ab9_FORMATO.png",82411,34,277,"mei","Nulo",0,5.15,0,0.38,"Santos",1,4,NA,NA,4,NA,NA,12,NA,5,NA,NA,NA,NA,NA,NA,NA,NA
"297","Gustavo Henrique da Silva Sousa","gustavo","Gustavo","https://s.glbimg.com/es/sde/f/2019/05/23/e465cd357033b982d32052d767bea71d_FORMATO.png",86932,34,264,"ata","Nulo",2.6,4.19,0.24,1.84,"Corinthians",1,25,6,14,17,2,7,7,NA,6,1,NA,NA,NA,NA,NA,NA,NA
"298","Geirton Marques Aires","gege","Gegê","https://s.glbimg.com/es/sde/f/2019/02/18/a6e6b20f53d3e64deddfd38a901450c0_FORMATO.png",82474,34,314,"mei","Nulo",0,2.99,0,2.78,"Avaí",2,14,5,6,6,1,NA,14,NA,14,NA,NA,NA,NA,NA,NA,1,NA
"299","Clayton Silveira da Silva","clayton","Clayton","https://s.glbimg.com/es/sde/f/2019/09/05/0bb3b5b6b03109f7053ff8bc82656358_FORMATO.png",81770,34,267,"ata","Nulo",0,3.25,0,0.18,"Vasco",1,7,5,3,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"300","Alan Henrique Costa","alan-costa","Alan Costa","https://s.glbimg.com/es/sde/f/2019/07/08/c18e945ceabcef57bb344a15aad28d10_FORMATO.png",82613,34,341,"zag","Provável",3.6,4.81,0.78,1.75,"CSA",5,20,1,7,5,NA,3,29,NA,24,NA,5,NA,NA,NA,NA,NA,NA
"301","Nathan Allan de Souza","nathan","Nathan","https://s.glbimg.com/es/sde/f/2018/07/25/2ebd70cae4e549a49e708c60abbee23a_FORMATO.png",87009,34,282,"mei","Contundido",0,5.95,0,2.98,"Atlético-MG",2,24,5,6,8,4,NA,24,NA,20,NA,NA,NA,NA,NA,NA,1,NA
"302","Leonardo Gomes da Conceição Silva","leonardo","Leonardo","https://s.glbimg.com/es/sde/f/2018/05/21/15d96549307788253f2aba10bff0c973_FORMATO.png",86973,34,284,"lat","Contundido",0,5.41,0,2.7,"Grêmio",2,9,4,3,1,NA,NA,18,NA,7,NA,4,NA,NA,NA,NA,NA,NA
"303","Matheus Galdezani","matheus-galdezani","Matheus Galdezani","https://s.glbimg.com/es/sde/f/2019/04/01/eef015fc7bcd190caa8be7fd622aec04_FORMATO.png",82634,34,285,"mei","Nulo",0,5,0,0,"Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"304","Vinicius Moreira de Lima","lima","Lima","https://s.glbimg.com/es/sde/f/2019/08/16/8e3c5ccebdf6654eccebf07bede22004_FORMATO.png",96340,34,354,"mei","Nulo",0,5.53,0,4.04,"Ceará",2,12,10,10,23,1,2,22,NA,17,1,NA,NA,NA,NA,NA,NA,NA
"305","Pedro Henrique Ribeiro Gonçalves","pedro-henrique","Pedro Henrique","https://s.glbimg.com/es/sde/f/2019/06/29/43b11555e62d7cd38934e44d0fccb5c9_FORMATO.png",87225,34,293,"zag","Nulo",4.4,8.69,0.24,4.46,"Athlético-PR",NA,2,2,3,13,NA,NA,18,NA,15,NA,7,NA,NA,NA,NA,NA,NA
"306","José Carlos Cracco Neto","zeca","Zeca","https://s.glbimg.com/es/sde/f/2018/04/24/ef12015cf94f9b6c7ab39c4b092ba4a4_FORMATO.png",87192,34,285,"lat","Contundido",0,7.31,0,3.67,"Internacional",4,13,1,3,6,NA,NA,40,NA,39,NA,7,NA,NA,NA,NA,NA,NA
"307","Igor Fernandes da Silva Araújo","igor-fernandes","Igor Fernandes","https://s.glbimg.com/es/sde/f/2019/02/18/8ab8d39b2dc545324288925073d88bfd_FORMATO.png",82635,34,314,"lat","Provável",0.4,4.55,0,2.8,"Avaí",5,29,4,6,22,NA,3,53,NA,36,NA,8,NA,NA,NA,NA,NA,NA
"308","Yeferson Julio Soteldo Martínez","soteldo","Soteldo","https://s.glbimg.com/es/sde/f/2019/03/29/31e7873f19386d05456c38558b181df5_FORMATO.png",87258,34,277,"mei","Provável",12.3,9.75,-1.56,4.34,"Santos",10,24,18,23,42,9,17,63,NA,19,3,NA,NA,NA,NA,NA,3,NA
"309","Marcelo Gazella Hermes","marcelo-hermes","Marcelo Hermes","https://s.glbimg.com/es/sde/f/2019/03/26/e5cbd69dfd6e038a31846473359d7246_FORMATO.png",82639,34,290,"lat","Provável",7,4.43,0.9,3.31,"Goiás",3,9,1,4,10,NA,NA,18,NA,12,2,3,NA,NA,NA,NA,NA,NA
"310","Régis Augusto Salmazzo","regis","Régis","https://s.glbimg.com/es/sde/f/2019/05/23/42c4d6f669a802cc99bd19989a00b862_FORMATO.png",82647,34,264,"mei","Nulo",0,2.86,0,0.38,"Corinthians",1,NA,1,1,4,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"311","Walter Kannemann","kannemann","Kannemann","https://s.glbimg.com/es/sde/f/2018/05/21/7a4b8f949ed4d8b668d8c40a33e50edb_FORMATO.png",87342,34,284,"zag","Provável",3.6,12.18,-0.36,4.52,"Grêmio",7,28,NA,1,15,1,NA,20,NA,34,NA,6,NA,NA,NA,NA,NA,NA
"312","Victor Neves Rangel","victor-rangel","Victor Rangel","https://s.glbimg.com/es/sde/f/2019/06/20/68c92fea870e9b185df2fa94eff0bf62_FORMATO.png",82653,34,263,"ata","Nulo",0,1.58,0,0.57,"Botafogo",2,15,2,6,25,NA,3,11,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"313","Marcelo Rangel da Rosa","marcelo-rangel","Marcelo Rangel","https://s.glbimg.com/es/sde/f/2019/03/26/eca12439d38b9fd1ddc8662b4872f0c4_FORMATO.png",82730,34,290,"gol","Nulo",0,5.43,0,12.5,"Goiás",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,6,3,NA,NA,NA
"314","Thaciano Mickael da Silva","thaciano","Thaciano","https://s.glbimg.com/es/sde/f/2018/05/21/8805a9e1e4f2ee609adb3d2576d5ff0a_FORMATO.png",87470,34,284,"mei","Contundido",0,4.83,0,2.73,"Grêmio",4,21,9,7,15,2,3,18,NA,27,1,NA,NA,NA,NA,NA,NA,NA
"315","Vinícius Vasconcelos Araújo","vinicius-araujo","Vinícius Araújo","https://s.glbimg.com/es/sde/f/2019/10/02/1ffcc7ea3d821d8256afad239dca78e4_FORMATO.png",82767,34,314,"ata","Provável",1.6,2.21,0.36,1.99,"Avaí",1,15,11,4,20,1,3,20,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"316","Gabriel Costa França","gabriel","Gabriel","https://s.glbimg.com/es/sde/f/2019/03/22/0dc3b607fbf0f1db6f328cdcfd7169d0_FORMATO.png",87393,34,263,"zag","Provável",7.2,9.69,1.11,3.17,"Botafogo",5,20,3,7,27,1,1,52,NA,38,1,9,NA,NA,NA,NA,NA,NA
"317","Caíque Silva Sá","caique-sa","Caíque Sá","https://s.glbimg.com/es/sde/f/2019/08/27/b28e2716f68ff79bd54f9af7394a8926_FORMATO.png",87437,34,315,"lat","Nulo",0,3.03,0,-0.25,"Chapecoense",1,4,NA,NA,1,NA,NA,5,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"318","Jean Carlos de Souza Irmer","jean","Jean","https://s.glbimg.com/es/sde/f/2019/03/22/8384f77b74efecba7c81cb62ba4392f6_FORMATO.png",89150,34,263,"mei","Nulo",0,3.2,0,0.16,"Botafogo",1,1,NA,2,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"319","Júnior Nazareno Sornoza Moreira","sornoza","Sornoza","https://s.glbimg.com/es/sde/f/2019/05/23/f57131336fd4986cab54d1401667dbf8_FORMATO.png",87877,34,264,"mei","Nulo",0,4.81,0,1.76,"Corinthians",4,21,9,13,18,NA,1,23,NA,14,1,NA,NA,NA,NA,NA,1,NA
"320","Vitor Frezarin Bueno","vitor-bueno","Vitor Bueno","https://s.glbimg.com/es/sde/f/2019/04/04/095c0e9c914b5540c22f639788f6324f_FORMATO.png",87552,34,276,"mei","Provável",8.9,7.46,1.15,3.43,"São Paulo",1,16,4,14,26,4,NA,42,NA,22,1,NA,NA,NA,NA,NA,2,NA
"321","Yago Felipe da Costa Rocha","yago-felipe","Yago Felipe","https://s.glbimg.com/es/sde/f/2019/04/25/b0af7a3c86be9b197bc4fe18084d69ca_FORMATO.png",87747,34,290,"mei","Nulo",0,5.87,0,3.42,"Goiás",5,31,4,5,45,1,2,36,NA,44,2,NA,NA,NA,NA,NA,2,NA
"322","Giorgian Daniel de Arrascaeta Benedetti","arrascaeta","Arrascaeta","https://s.glbimg.com/es/sde/f/2019/04/26/85b7c7626785a66de96ac6b9008f4299_FORMATO.png",87863,34,262,"mei","Provável",0,16.43,0,10.06,"Flamengo",1,21,5,15,36,11,NA,69,NA,30,9,NA,NA,NA,NA,NA,NA,NA
"323","Santiago Tréllez Vivero","trellez","Tréllez","https://s.glbimg.com/es/sde/f/2019/08/16/26ad03bb240f5418adc75a10567c1e3b_FORMATO.png",87679,34,285,"ata","Nulo",0,4.35,0,1.58,"Internacional",NA,5,3,6,4,NA,5,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"324","Tagueu Tadjo Diederrick Joel","joel","Joel","https://s.glbimg.com/es/sde/f/2019/10/09/fb51f94ce39bedfcc6bf40315817088c_FORMATO.png",82787,34,283,"ata","Nulo",0.8,1.76,-0.18,1.05,"Cruzeiro",NA,2,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"325","Matheus de Vargas","matheus-vargas","Matheus Vargas","https://s.glbimg.com/es/sde/f/2019/09/06/28fc3ab9cc81a64bc647295224944e96_FORMATO.png",87929,34,356,"mei","Nulo",0,2.2,0,1.6,"Fortaleza",NA,3,NA,NA,4,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"326","Jorge Marco de Oliveira Moraes","jorge","Jorge","https://s.glbimg.com/es/sde/f/2019/04/30/d5b0b482b84d690a1f796957d38dd952_FORMATO.png",88065,34,277,"lat","Nulo",0,15.56,0,6.67,"Santos",4,30,13,14,46,1,2,60,NA,54,4,14,NA,NA,NA,NA,NA,NA
"327","Gustavo Henrique Furtado Scarpa","gustavo-scarpa","Gustavo Scarpa","https://s.glbimg.com/es/sde/f/2019/10/03/47c21ed885c76c65fecede59c0ecf1e0_FORMATO.png",87999,34,275,"mei","Nulo",0,5.89,0,3.75,"Palmeiras",1,15,17,20,18,4,2,52,1,16,3,NA,NA,NA,NA,NA,NA,NA
"328","Daniel Amorim Dias da Silva","daniel-amorim","Daniel Amorim","https://s.glbimg.com/es/sde/f/2019/02/18/0d8fec2dd84657e690f017bb4a25b414_FORMATO.png",82880,34,314,"ata","Contundido",0,5.13,0,1.37,"Avaí",1,6,3,5,9,1,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"329","Yuri Antonio Costa da Silva","yuri","Yuri","https://s.glbimg.com/es/sde/f/2019/04/22/afe400fc89b6142fd695e234cd15be57_FORMATO.png",88125,34,263,"mei","Provável",0.4,2.2,-0.82,1.38,"Botafogo",3,22,2,3,16,NA,NA,7,NA,17,NA,NA,NA,NA,NA,NA,NA,NA
"330","Gabriel Dias de Oliveira","gabriel-dias","Gabriel Dias","https://s.glbimg.com/es/sde/f/2019/03/22/4d0e23087bc533d8757c980cbd598eee_FORMATO.png",88368,34,356,"mei","Provável",-2.3,3.71,-0.7,1.92,"Fortaleza",7,31,4,4,33,2,1,22,NA,33,NA,NA,1,NA,NA,NA,NA,NA
"331","Daniel Guedes da Silva","daniel-guedes","Daniel Guedes ","https://s.glbimg.com/es/sde/f/2019/03/27/36a8f752725a4c7a0f94522417d6cc98_FORMATO.png",88225,34,290,"lat","Suspenso",0,5.6,0,2.31,"Goiás",2,23,1,2,7,NA,2,35,NA,22,NA,4,NA,NA,NA,NA,NA,NA
"332","Paulo Ricardo Ferreira","paulo-ricardo","Paulo Ricardo","https://s.glbimg.com/es/sde/f/2019/07/11/9fbdccae5a9a789cc905f7ed4051e2c3_FORMATO.png",88224,34,290,"zag","Nulo",0,2.22,0,-0.3,"Goiás",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"333","Cristovam Roberto Ribeiro da Silva","cristovam","Cristovam","https://s.glbimg.com/es/sde/f/2019/03/28/65f57e09b155b5b3a44d895928edeeca_FORMATO.png",82930,34,354,"lat","Nulo",0,2.88,0,1.93,"Ceará",4,12,NA,1,16,NA,NA,14,NA,14,NA,NA,NA,NA,NA,NA,NA,NA
"334","Rómulo Otero Vásquez","otero","Otero","https://s.glbimg.com/es/sde/f/2018/05/07/51441cf2ec940cdfbdef8dd0ee853621_FORMATO.png",83004,34,282,"mei","Dúvida",6.4,9.09,0.2,4.66,"Atlético-MG",4,24,22,26,43,1,3,27,NA,10,1,NA,NA,NA,NA,NA,1,NA
"335","Matheus Antunes Ribeiro","matheus-ribeiro","Matheus Ribeiro","https://s.glbimg.com/es/sde/f/2019/03/28/3e3b672c196784b9afea72e85325a468_FORMATO.png",82943,34,277,"lat","Nulo",0,3,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"336","Lucas Vinícius Gonçalves Silva","lucao","Lucão","https://s.glbimg.com/es/sde/f/2019/09/16/6750992c341b140d5dfc78630ad67add_FORMATO.png",83199,34,266,"ata","Nulo",0,2.28,0,-0.2,"Fluminense",1,2,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"337","João Pedro Maturano dos Santos","joao-pedro","João Pedro ","https://s.glbimg.com/es/sde/f/2019/10/18/73deb0c1bbd3895ebf7543cb6f35158a_FORMATO.png",89273,34,265,"lat","Suspenso",9.2,5.91,1.38,2.95,"Bahia",3,17,2,4,11,1,NA,10,NA,10,NA,2,NA,NA,NA,NA,NA,NA
"338","Marlon Adriano Prezotti","marlon","Marlon","https://s.glbimg.com/es/sde/f/2019/03/22/165ca899b89d297dde03eeab3ad9dee7_FORMATO.png",88427,34,356,"mei","Nulo",0,3.41,0,0.69,"Fortaleza",3,15,1,1,12,NA,1,9,NA,14,NA,NA,NA,NA,NA,NA,NA,NA
"339","Gabriel Barbosa Almeida","gabriel","Gabriel","https://s.glbimg.com/es/sde/f/2019/04/26/dd35120796b86e57f5dcbd4aec56cbce_FORMATO.png",83257,34,262,"ata","Suspenso",0,20.8,0,9.3,"Flamengo",9,18,31,32,25,22,16,52,NA,8,5,NA,1,NA,NA,NA,NA,NA
"340","Leonardo Rodrigues dos Santos","leo-santos","Léo Santos","https://s.glbimg.com/es/sde/f/2019/08/01/99fb2757e4a88d4f0c24c074678498f1_FORMATO.png",95820,34,264,"zag","Contundido",0,6,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"341","Yuri Lima Lara","yuri","Yuri","https://s.glbimg.com/es/sde/f/2019/03/29/c48336f0e13db7ffdf11a89b7fc63ee9_FORMATO.png",83263,34,265,"mei","Nulo",0,1,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"342","Gerson Santos da Silva","gerson","Gerson","https://s.glbimg.com/es/sde/f/2019/07/12/fb77632343b3c3c741779b90b58cb74b_FORMATO.png",89256,34,262,"mei","Dúvida",0,9.59,0,3.86,"Flamengo",2,48,6,9,66,2,NA,44,NA,31,2,NA,NA,NA,NA,NA,2,NA
"343","Vinicius Rodolfo de Souza Oliveira","vinicius-tanque","Vinícius Tanque","https://s.glbimg.com/es/sde/f/2017/04/18/d77f484c8720a893fbf5031c19fd6349_FORMATO.png",88651,34,263,"ata","Nulo",0.5,1.12,0.12,-0.3,"Botafogo",NA,9,NA,1,6,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"344","Iago Justen Maidana Martins","iago-maidana","Iago Maidana","https://s.glbimg.com/es/sde/f/2018/05/07/211b2cfc9413080da0e36bac586628df_FORMATO.png",89226,34,282,"zag","Nulo",1,3.66,-0.24,2.88,"Atlético-MG",2,5,NA,2,4,1,NA,9,NA,6,NA,NA,NA,NA,NA,NA,1,NA
"345","Saulo Ferreira Silva Nascimento","saulo","Saulo","https://s.glbimg.com/es/sde/f/2018/05/17/2e661ef69600f0353d4bc7ce467624df_FORMATO.png",89492,34,263,"gol","Nulo",0,3,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"346","Igor Rabello da Costa","igor-rabello","Igor Rabello","https://s.glbimg.com/es/sde/f/2019/05/28/31576151f911825460540e32249a6735_FORMATO.png",89493,34,282,"zag","Provável",0,8.4,0,2.1,"Atlético-MG",3,31,2,7,19,NA,1,29,NA,33,NA,6,1,NA,NA,NA,NA,NA
"347","Gustavo Henrique Ferrareis","gustavo-ferrareis","Gustavo Ferrareis","https://s.glbimg.com/es/sde/f/2019/07/02/fda6a393b916b8422ff410f559b39735_FORMATO.png",89815,34,314,"mei","Nulo",0,2.67,0,0.74,"Avaí",2,9,4,11,13,NA,1,21,NA,5,NA,NA,1,NA,NA,NA,NA,NA
"348","Wanderson de Jesus Martins","caju","Caju","https://s.glbimg.com/es/sde/f/2018/05/23/d542d3f59d1525cd33fbcc9032b3f111_FORMATO.png",89342,34,277,"lat","Nulo",0,3,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"349","Marcelo da Conceição Benevenuto Malaquias","marcelo-benevenuto","Marcelo Benevenuto","https://s.glbimg.com/es/sde/f/2019/03/22/0e2a859e1579e9ad52cd2edbc1297e88_FORMATO.png",95638,34,263,"zag","Provável",6.2,5.18,0.5,2.32,"Botafogo",3,7,1,1,12,2,NA,21,NA,6,1,3,NA,NA,NA,NA,1,2
"350","José Ricardo Mannarino","ze-ricardo","Zé Ricardo","https://s.glbimg.com/es/sde/f/2019/11/06/cebc7d887f6d8e0d2ae8868e6265bf23_FORMATO.png",95780,34,285,"tec","Provável",3.94,6.97,-0.02,2.7,"Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"351","Felipe Araruna Hoffman","araruna","Araruna","https://s.glbimg.com/es/sde/f/2019/03/23/6af5c025e0db9d04d70d983be161d599_FORMATO.png",95660,34,356,"mei","Nulo",0,2.86,0,1.17,"Fortaleza",1,2,NA,NA,2,NA,NA,15,NA,9,NA,NA,NA,NA,NA,NA,NA,NA
"352","Bruno de Jesus Pacheco","bruno-pacheco","Bruno Pacheco","https://s.glbimg.com/es/sde/f/2018/05/24/bcba131b890d61329d3dd3d53d25182e_FORMATO.png",90061,34,315,"lat","Provável",10.8,14.48,0.03,4.25,"Chapecoense",4,47,2,4,67,NA,NA,71,NA,60,5,7,1,NA,NA,NA,NA,NA
"353","Bruno Henrique Pinto","bruno-henrique","Bruno Henrique","https://s.glbimg.com/es/sde/f/2019/04/26/195ab3662b5fad11e635fd74d6a2f401_FORMATO.png",90285,34,262,"ata","Provável",0,21.72,0,7.47,"Flamengo",8,52,23,34,68,16,9,48,1,24,4,NA,NA,NA,NA,NA,3,NA
"354","Yago da Silva Rocha","yago-rocha","Yago Rocha","https://s.glbimg.com/es/sde/f/2019/09/24/7e48547a37afdf9a28ba9dcfa09bec0a_FORMATO.png",90118,34,290,"lat","Provável",1,2.1,-0.15,1.87,"Goiás",1,17,NA,2,17,NA,1,27,NA,14,NA,5,1,NA,NA,NA,NA,NA
