"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.clube.id.full.name","FC","FD","FF","FS","PE","RB","CA","SG","A","FT","I","CV","G","DD","GS","DP","PP","GC"
"284","João Carlos Heidemann","joao-carlos","João Carlos","https://s.glbimg.com/es/sde/f/2019/03/23/b148048ebdcdc02c79c893ae63f6e80d_FORMATO.png",69010,9,341,"gol","Nulo",0,0.69,0,-6,"CSA",1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,2,NA,NA,NA
"285","Hélio Hermito Zampier Neto","neto","Neto","https://s.glbimg.com/es/sde/f/2018/08/01/51a34fdddb000e59403320c7aa8b8db4_FORMATO.png",69008,9,315,"zag","Nulo",0,2,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"286","Ernandes Dias Luz","ernandes","Ernandes","https://s.glbimg.com/es/sde/f/2019/06/12/4a24187544253bd7f0dfb7afd79c5c18_FORMATO.png",68956,9,315,"lat","Suspenso",2.6,2.32,0.46,1.9,"Chapecoense",NA,1,NA,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"287","Ronaldo Luiz Alves","ronaldo-alves","Ronaldo Alves","https://s.glbimg.com/es/sde/f/2019/03/23/3bc2e1eb0ea72584d6300404b6ae37b1_FORMATO.png",68950,9,341,"zag","Nulo",0,6,0,0,"CSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"288","Manoel Messias Silva Carvalho","manoel","Manoel","https://s.glbimg.com/es/sde/f/2019/05/23/8ef54147edc589e8e177c09584065867_FORMATO.png",69014,9,264,"zag","Provável",-0.1,10.08,-1.69,4.85,"Corinthians",3,NA,2,1,10,9,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"289","Marcelo Cirino da Silva","marcelo-cirino","Marcelo Cirino","https://s.glbimg.com/es/sde/f/2019/03/30/c8469dc064bfee30f2576ca3d65fc15b_FORMATO.png",69022,9,293,"ata","Provável",4.2,7.64,0.79,3.97,"Athlético-PR",7,4,5,8,12,5,NA,NA,NA,NA,3,NA,3,NA,NA,NA,NA,NA
"290","Vladimir Orlando Cardoso de Araújo Filho","vladimir","Vladimir","https://s.glbimg.com/es/sde/f/2019/03/25/4bc2171f8c51b2c85199265874ecd26c_FORMATO.png",69040,9,314,"gol","Provável",2,5.45,-1.19,3.72,"Avaí",NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,15,11,NA,NA,NA
"291","Muriel Gustavo Becker","muriel","Muriel","https://s.glbimg.com/es/sde/f/2019/07/08/b55d0e8a8f26380aedc02448bac387cb_FORMATO.png",69041,9,266,"gol","Nulo",0,4,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"292","Pablo Felipe Teixeira","pablo","Pablo","https://s.glbimg.com/es/sde/f/2019/04/01/2183894813bb5543356e56f459ac6b03_FORMATO.png",69138,9,276,"ata","Provável",0,17,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"293","Danilo Fernandes Batista","danilo-fernandes","Danilo Fernandes","https://s.glbimg.com/es/sde/f/2019/04/26/ff9a95bc3d5696feb8d8d55b5b47f12b_FORMATO.png",69051,9,285,"gol","Nulo",0,7,0,0,"Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"294","Paulo Roberto da Silva","paulo-roberto","Paulo Roberto","https://s.glbimg.com/es/sde/f/2019/03/22/98a0ece4c6b60ee9652ec2c1e371f056_FORMATO.png",69047,9,356,"mei","Nulo",0,4.06,0,1.2,"Fortaleza",4,NA,1,6,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"295","Leonardo Moreira Morais","leo","Léo","https://s.glbimg.com/es/sde/f/2019/07/01/dce58b5969996058d9c5d6c3f3577ead_FORMATO.png",69177,9,314,"lat","Provável",0,4,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"296","Rodolfo Vicente Gamarra Varela","gamarra","Gamarra","https://s.glbimg.com/es/sde/f/2019/07/08/d5b3fba549a4fd01075274610e2c1fe0_FORMATO.png",69288,9,341,"ata","Nulo",0,8,0,0,"CSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"297","Maycon Vinícius Ferreira da Cruz","nikao","Nikão","https://s.glbimg.com/es/sde/f/2019/03/30/e389d21dd5909e815633dfb6c0fffca7_FORMATO.png",69705,9,293,"mei","Nulo",1.3,16.48,-0.22,3.98,"Athlético-PR",6,6,7,8,8,5,2,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA
"298","Ricardo Bueno da Silva","ricardo-bueno","Ricardo Bueno","https://s.glbimg.com/es/sde/f/2019/07/08/1f73cdfaf6d211abebbace364f7e2da6_FORMATO.png",69141,9,341,"ata","Provável",0,17.39,0,6.25,"CSA",8,2,5,2,3,5,NA,NA,2,NA,5,NA,3,NA,NA,NA,1,NA
"299","Mauro Boselli","boselli","Boselli","https://s.glbimg.com/es/sde/f/2019/05/23/6a353db88a96b39b63e2ff4a5b79226d_FORMATO.png",69161,9,264,"ata","Provável",0,3.06,0,0.07,"Corinthians",NA,1,NA,3,5,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"300","Romulo Borges Monteiro","romulo","Romulo","https://s.glbimg.com/es/sde/f/2019/03/30/b06f6bb3a42e7565fe15d4abdbbbe956_FORMATO.png",70009,9,284,"mei","Nulo",0.9,5.03,-0.42,3.27,"Grêmio",7,NA,1,1,5,5,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"301","Fellipe Ramos Ignez Bastos","fellipe-bastos","Fellipe Bastos","https://s.glbimg.com/es/sde/f/2019/03/26/c1b84ba942df91f5064aabec2e10f1de_FORMATO.png",70116,9,267,"mei","Nulo",0,4.34,0,3.25,"Vasco",3,NA,5,1,5,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"302","Sidney Aparecido Ramos da Silva","sidao","Sidão","https://s.glbimg.com/es/sde/f/2019/05/18/e5e9391eacbbef7a8d684162729df4d4_FORMATO.png",70222,9,267,"gol","Nulo",0,4.29,0,1.64,"Vasco",NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,8,7,NA,NA,NA
"303","Eduardo Colcenti Antunes","eduardo-sasha","Eduardo Sasha","https://s.glbimg.com/es/sde/f/2018/05/23/a1e5220c82575c4f297c1173ec07d58a_FORMATO.png",70360,9,277,"ata","Provável",9.7,18.02,0.38,7.6,"Santos",8,1,6,8,14,12,1,NA,NA,1,NA,NA,5,NA,NA,NA,NA,NA
"304","Alan Santos da Silva","alan-santos","Alan Santos","https://s.glbimg.com/es/sde/f/2019/03/22/1276ddf39afc2fbbc816f01fd6d4afb2_FORMATO.png",70132,9,263,"mei","Nulo",0,3.28,0,1.2,"Botafogo",1,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"305","Fábio Luiz Carille de Araújo","fabio-carille","Fábio Carille","https://s.glbimg.com/es/sde/f/2018/03/20/3e7bfa01fec16848b569ba9368ea13ef_FORMATO.png",70696,9,264,"tec","Provável",1.22,10.37,-0.7,4.16,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"306","Jorge Sampaoli","jorge-sampaoli","Jorge Sampaoli","https://s.glbimg.com/es/sde/f/2019/04/02/cbfe46eed15abdc67d75bd4170d5e6a1_FORMATO.png",70800,9,277,"tec","Provável",6.12,12.18,0.2,5.12,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"307","Victor Ferraz Macedo","victor-ferraz","Victor Ferraz","https://s.glbimg.com/es/sde/f/2018/05/23/229fbb519d2bbf0c8b2c2b77992e15ed_FORMATO.png",70046,9,277,"lat","Provável",5.1,9.85,0.76,4.21,"Santos",4,2,1,8,31,14,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"308","Marllon Gonçalves Jerônimo Borges","marllon","Marllon","https://s.glbimg.com/es/sde/f/2019/07/06/391b48d6ec80f5c3804eecdd1ad692b6_FORMATO.png",70666,9,265,"zag","Nulo",0,5.51,0,5.05,"Bahia",1,NA,1,7,4,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"309","Joao Robin Rojas Mendoza","joao-rojas","Joao Rojas","https://s.glbimg.com/es/sde/f/2018/08/22/4263f96a54ea57b00b989a04f50f6ec3_FORMATO.png",70784,9,276,"ata","Contundido",0,7,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"310","Diogo Barbosa Mendanha","diogo-barbosa","Diogo Barbosa","https://s.glbimg.com/es/sde/f/2019/06/05/c68ca1e3beca5f7ef515490e1446798c_FORMATO.png",70916,9,275,"lat","Provável",16.7,15.57,2.69,10.03,"Palmeiras",3,1,NA,4,2,16,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"311","Jackson de Souza","jackson","Jackson","https://s.glbimg.com/es/sde/f/2019/03/29/8e6d89c654da352b89c77cb432a0df14_FORMATO.png",70934,9,265,"zag","Provável",-0.1,4.48,-1.52,-0.1,"Bahia",NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"312","Marcos Gabriel do Nascimento","marquinhos-gabriel","Marquinhos Gabriel","https://s.glbimg.com/es/sde/f/2019/02/04/f910b4ed58ff035220b338cff4ea9f5b_FORMATO.png",68954,9,283,"mei","Provável",0,3.43,-0.33,0.57,"Cruzeiro",1,NA,NA,3,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"313","Leonardo da Silva Vieira","leo","Leo","https://s.glbimg.com/es/sde/f/2018/03/01/5f4bc547ea7572a6909432c0c03d529b_FORMATO.png",71043,9,293,"gol","Nulo",0,3,0,0,"Athlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"314","Wescley Gomes dos Santos","wescley","Wescley","https://s.glbimg.com/es/sde/f/2019/03/28/0323fda54c2149f1f78b04bb3c9dcb1f_FORMATO.png",70925,9,354,"mei","Nulo",0,5,0,0,"Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"315","Augusto César dos Santos Moreira","augusto","Augusto","https://s.glbimg.com/es/sde/f/2019/03/28/a943ff6068ab0a2af942a381c74055b4_FORMATO.png",71042,9,315,"mei","Nulo",0,4,0,2.43,"Chapecoense",5,2,1,3,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"316","Vinícius Goes Barbosa de Souza","vinicius","Vinícius","https://s.glbimg.com/es/sde/f/2019/03/29/188d8189b08f034c67505831cfe67554_FORMATO.png",71162,9,282,"mei","Nulo",0,3.32,0,0.35,"Atlético-MG",4,1,3,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"317","Bruno Henrique Corsini","bruno-henrique","Bruno Henrique","https://s.glbimg.com/es/sde/f/2019/01/14/57fb81b73c89620d18f66384c4d61108_FORMATO.jpeg",70944,9,275,"mei","Provável",8.3,12.52,1.47,3.35,"Palmeiras",8,1,2,3,8,5,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"318","Leonardo Cittadini","leo-cittadini","Léo Cittadini","https://s.glbimg.com/es/sde/f/2019/03/30/475167cdad7e826c64f4a0a999f8aef9_FORMATO.png",70986,9,293,"mei","Nulo",0,5.82,0,3.16,"Athlético-PR",9,3,5,8,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"319","Bryan Jafet Ruíz González","bryan-ruiz","Bryan Ruíz","https://s.glbimg.com/es/sde/f/2018/07/11/ef076ba265a7f7e961749ab3e573933e_FORMATO.png",71019,9,277,"mei","Nulo",0,4,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"320","Felipe de Oliveira Silva","felipe-baxola","Felipe Baxola","https://s.glbimg.com/es/sde/f/2019/03/28/24e6b367451f8861ad0b1a99cfd02895_FORMATO.png",71113,9,354,"mei","Nulo",1.5,4.58,0.02,0.9,"Ceará",1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"321","Jorge Fernando Pinheiro de Jesus","jorge-jesus","Jorge Jesus","https://s.glbimg.com/es/sde/f/2019/07/09/26c25e5a9a9db587106dd377725a743a_FORMATO.png",71224,9,262,"tec","Provável",0,12.52,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"322","Luis Oscar González","lucho-gonzalez","Lucho González","https://s.glbimg.com/es/sde/f/2019/03/30/53d81b4d0fe0473120e74c998cbcd3bc_FORMATO.png",71479,9,293,"mei","Nulo",1.5,5.75,-0.66,3,"Athlético-PR",5,2,2,2,5,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"323","Fernando Miguel Kaufmann","fernando-miguel","Fernando Miguel","https://s.glbimg.com/es/sde/f/2018/09/27/d6ac644102159cd04f0ad131ac4bfb10_FORMATO.png",71571,9,267,"gol","Provável",5.2,7.04,0.8,3.1,"Vasco",NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA
"324","Kelvin Mateus de Oliveira","kelvin","Kelvin","https://s.glbimg.com/es/sde/f/2019/04/30/4ac354c2c0fa03ebeb8343419ae93c11_FORMATO.png",71549,9,266,"ata","Nulo",0,3.72,0,0.2,"Fluminense",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"325","Fábio Pizarro Sanches","fabio-sanches","Fábio Sanches","https://s.glbimg.com/es/sde/f/2019/03/26/dddf90d9631bcb9fa07f3add9c0b918e_FORMATO.png",71604,9,290,"zag","Nulo",0,3,0,0,"Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"326","Weverton Pereira da Silva","weverton","Weverton","https://s.glbimg.com/es/sde/f/2019/01/14/5b1562d1bba27830fd9ed3e313848728_FORMATO.jpeg",71631,9,275,"gol","Provável",8.5,15.48,-0.18,7.1,"Palmeiras",NA,NA,NA,2,2,NA,NA,3,NA,NA,NA,NA,NA,5,1,NA,NA,NA
"327","Raúl Alejandro Cáceres Bogado","raul-caceres","Raúl Cáceres","https://s.glbimg.com/es/sde/f/2019/02/04/8b0cf393436f7ab7db324b1059c9b76c_FORMATO.jpeg",71680,9,267,"lat","Nulo",0,3.12,0,-1.5,"Vasco",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"328","Geovane Batista de Faria","geovane","Geovane","https://s.glbimg.com/es/sde/f/2019/03/26/c9e38ba62632fce4509a3f9e0181914f_FORMATO.png",71667,9,290,"mei","Provável",2.4,4.3,0.41,1.8,"Goiás",17,1,7,5,23,15,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"329","Gustavo Raúl Gómez Portillo","gustavo-gomez","Gustavo Gómez","https://s.glbimg.com/es/sde/f/2019/01/14/3bd03adab98a337f19a89fde0e3a3b69_FORMATO.jpeg",71684,9,275,"zag","Provável",0,15.32,0,6.5,"Palmeiras",NA,1,NA,1,4,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"330","Diogo José Gonçalves da Silva","diogo-silva","Diogo Silva","https://s.glbimg.com/es/sde/f/2019/03/28/124aa9812703927dd6cfd2001e5b1299_FORMATO.png",71882,9,354,"gol","Provável",13,11.39,1.89,4.77,"Ceará",NA,NA,NA,1,2,NA,1,2,NA,NA,NA,NA,NA,17,8,NA,NA,NA
"331","Andrés Ramiro Escobar Díaz","manga-escobar","Manga Escobar","https://s.glbimg.com/es/sde/f/2019/03/23/a987d4c478b33ef1a5232e599b5818e8_FORMATO.png",71704,9,341,"ata","Contundido",0,4,0,0,"CSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"332","Elton Junior Melo Ataíde","elton","Elton","https://s.glbimg.com/es/sde/f/2019/03/29/ba5687c390564e23e74776f29ea757f3_FORMATO.png",71719,9,265,"mei","Provável",3.6,5.11,0.53,1.54,"Bahia",18,NA,3,NA,12,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"333","Gustavo Leonardo Cuellar Gallego","cuellar","Cuéllar","https://s.glbimg.com/es/sde/f/2018/05/04/f29c0031ffc2adccbe51088049c2dea0_FORMATO.png",71709,9,262,"mei","Provável",0,13.77,0,7.47,"Flamengo",6,1,1,3,7,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"334","Thiago Galhardo do Nascimento Rocha","thiago-galhardo","Thiago Galhardo","https://s.glbimg.com/es/sde/f/2019/04/29/066e54215a4994be68b64958a2b3d326_FORMATO.png",71844,9,354,"mei","Provável",0.4,9.79,-0.52,7.78,"Ceará",5,6,5,9,20,5,NA,NA,1,1,NA,NA,3,NA,NA,NA,NA,NA
"335","Paulo Roberto Valoura Júnior","juninho","Juninho","https://s.glbimg.com/es/sde/f/2019/04/30/199fd043d747c68f3eb9ac7a9e21216f_FORMATO.png",71937,9,356,"mei","Provável",5.4,6.04,0.5,2.77,"Fortaleza",9,2,4,5,19,9,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"336","Tiago Luis Volpi","tiago-volpi","Tiago Volpi","https://s.glbimg.com/es/sde/f/2019/04/01/2738a4ae33bd55ff85ec0117ecf79063_FORMATO.png",72018,9,276,"gol","Provável",10.2,10.44,1.22,4.74,"São Paulo",NA,NA,NA,3,6,NA,NA,4,NA,NA,NA,NA,NA,11,5,NA,NA,NA
"337","Pedro Julião Azevedo Junior","juninho-quixada","Juninho Quixadá","https://s.glbimg.com/es/sde/f/2019/03/28/290762becedf23c80b831f923f4b7b33_FORMATO.png",71787,9,354,"mei","Nulo",0,5,0,0,"Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"338","Ocimar de Almeida Júnior","junior-urso","Júnior Urso","https://s.glbimg.com/es/sde/f/2019/05/23/5276932da13edef774a1a4af1abb3beb_FORMATO.png",71829,9,264,"mei","Provável",1.7,6.7,-0.29,1.92,"Corinthians",5,4,3,7,7,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"339","Michel Ferreira dos Santos","michel","Michel","https://s.glbimg.com/es/sde/f/2018/05/21/85cd3dd4979fed2379f69e0aeeaee152_FORMATO.png",71920,9,284,"mei","Contundido",5.7,5.27,0.43,2.07,"Grêmio",11,2,1,NA,9,21,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"340","Agenor Detofol","agenor","Agenor","https://s.glbimg.com/es/sde/f/2019/04/28/250bbbb44b3bc7a9a330aa4be2da6f11_FORMATO.png",71724,9,266,"gol","Provável",4,2.7,-0.35,1.17,"Fluminense",NA,NA,NA,2,1,NA,NA,1,NA,NA,NA,1,NA,4,4,NA,NA,NA
"341","João Paulo Mior","joao-paulo","João Paulo","https://s.glbimg.com/es/sde/f/2019/03/22/3b2ab0a4c2f206adcc40b24bfc972cbb_FORMATO.png",72168,9,263,"mei","Provável",1.3,7.75,-0.28,2.39,"Botafogo",5,4,3,10,32,10,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"342","Victor Vinícius Coelho dos Santos","vitinho","Vitinho","https://s.glbimg.com/es/sde/f/2019/04/26/36d518358679018a8859dd349da9e91c_FORMATO.png",78435,9,262,"ata","Provável",12.2,10.51,2.16,5.03,"Flamengo",9,5,8,6,14,5,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"343","Bruno Cortês Barbosa","bruno-cortez","Bruno Cortez","https://s.glbimg.com/es/sde/f/2018/05/18/0ba3c7d69167c8dcfafe511fc043e800_FORMATO.png",72079,9,284,"lat","Provável",0,5.59,0,2.25,"Grêmio",1,NA,NA,1,5,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"344","Danilo Fernando Avelar","danilo-avelar","Danilo Avelar","https://s.glbimg.com/es/sde/f/2019/05/23/3838256f970424f3a26f7cf5a433287b_FORMATO.png",72142,9,264,"lat","Provável",-2.8,6.22,-1.77,4.6,"Corinthians",7,3,1,6,13,5,2,4,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"345","Éverson Felipe Marques Pires","everson","Éverson","https://s.glbimg.com/es/sde/f/2019/03/28/83ec5c765fe26cff5158a6e6b1d55061_FORMATO.png",72294,9,277,"gol","Dúvida",3.8,7.36,0.48,4.43,"Santos",NA,NA,NA,1,4,NA,NA,2,NA,NA,NA,NA,NA,2,1,NA,NA,NA
"346","Rodrigo Oliveira Lindoso","rodrigo-lindoso","Rodrigo Lindoso","https://s.glbimg.com/es/sde/f/2019/04/25/e02841571923b2b0da6813c6575fe687_FORMATO.png",72362,9,285,"mei","Nulo",11.9,10.56,2.31,5.11,"Internacional",9,3,3,4,12,22,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"347","Jailson Marcelino dos Santos","jailson","Jailson","https://s.glbimg.com/es/sde/f/2019/01/14/89275763a0ba1f9787279a68c22de24f_FORMATO.jpeg",72290,9,275,"gol","Nulo",0,8,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"348","Renê dos Santos Júnior","rene-junior","Renê Júnior","https://s.glbimg.com/es/sde/f/2019/05/23/605fd3e976ffe9b529d0208eb32fa15b_FORMATO.png",73281,9,264,"mei","Nulo",0,7,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"349","Gustavo Campanharo","gustavo-campanharo","Gustavo Campanharo","https://s.glbimg.com/es/sde/f/2019/03/26/9799555064b37105b45b0acc0e54c2b7_FORMATO.png",72497,9,315,"mei","Provável",1.8,3.79,0.12,2.16,"Chapecoense",7,1,3,6,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"350","Felipe Alves Raymundo","felipe-alves","Felipe Alves","https://s.glbimg.com/es/sde/f/2019/03/22/c0caa3f398373f554d289ace20f955ec_FORMATO.png",72372,9,356,"gol","Provável",0.7,7.08,-0.13,2.23,"Fortaleza",1,NA,NA,NA,9,NA,1,NA,NA,NA,NA,NA,NA,15,11,NA,NA,NA
"351","Luiz Otávio Anacleto Leandro","luiz-otavio","Luiz Otávio","https://s.glbimg.com/es/sde/f/2019/03/28/731bd0c1760d7e08394c9726255ba348_FORMATO.png",72359,9,354,"zag","Suspenso",1.2,10.05,-0.89,2.69,"Ceará",13,1,1,7,11,13,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"352","Julián Alfonso Benítez Franco","benitez","Benítez","https://s.glbimg.com/es/sde/f/2019/07/08/9c3893459725975d58686d8aceac598e_FORMATO.png",73155,9,341,"ata","Nulo",0,6,0,0,"CSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"353","Celsonil Santos de Macedo Junior ","celsinho","Celsinho","https://s.glbimg.com/es/sde/f/2019/03/23/8e0cf56b709151b2440313376e51f0c5_FORMATO.png",72494,9,341,"lat","Nulo",2.6,3.86,0.43,2.33,"CSA",NA,NA,NA,1,10,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"354","Fernando Diniz Silva","fernando-diniz","Fernando Diniz","https://s.glbimg.com/es/sde/f/2019/03/31/d5e12d0aeac958061862829b9b8a6b61_FORMATO.png",72391,9,266,"tec","Provável",0.62,5.9,-0.5,2.57,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"355","Argélico Fucks","argel-fucks","Argel Fucks","https://s.glbimg.com/es/sde/f/2019/07/03/cdd47cd362cfe3cf486b63644ffb552d_FORMATO.png",73317,9,341,"tec","Provável",0,5.21,0,0,"CSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"356","Éderson Alves Ribeiro Silva","ederson","Éderson","https://s.glbimg.com/es/sde/f/2019/03/22/24b700fe4f2c7138597131364bc2d2d4_FORMATO.png",73446,9,356,"ata","Contundido",0,6,0,0,"Fortaleza",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"357","Rafael Vaz dos Santos","rafael-vaz","Rafael Vaz","https://s.glbimg.com/es/sde/f/2019/03/26/2893d827588a8a8150dbe4d07ec4e480_FORMATO.png",73421,9,290,"zag","Provável",-7,9.44,-2.51,3.57,"Goiás",1,NA,NA,1,6,3,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1
"358","Júlio César Godinho Catole","julinho","Julinho","https://s.glbimg.com/es/sde/f/2019/02/18/cf3d8eab528cc3bf388f557c9134576c_FORMATO.png",73501,9,314,"mei","Provável",4.3,2.43,0.43,4.3,"Avaí",NA,1,1,1,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"359","Maurício Azevedo Alves","amaral","Amaral","https://s.glbimg.com/es/sde/f/2019/03/23/2c3a6bf46567ed434223ed72f1109c0a_FORMATO.png",72071,9,341,"mei","Contundido",0,4,0,0,"CSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"360","Bruno Fabiano Alves","bruno-alves","Bruno Alves","https://s.glbimg.com/es/sde/f/2019/04/01/c8c4cd4fac733c4fba030044eefbd05a_FORMATO.png",73620,9,276,"zag","Provável",1,6.51,-1.35,2.83,"São Paulo",17,1,3,2,12,10,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"361","Glédson Ribeiro dos Santos","gledson","Glédson","https://s.glbimg.com/es/sde/f/2019/02/18/c6d4b90211065258bf950d6d8491a977_FORMATO.png",73533,9,314,"gol","Nulo",0,3,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"362","Marco Gastón Rubén Rodríguez","marco-ruben","Marco Ruben","https://s.glbimg.com/es/sde/f/2019/03/31/f20966ed6b70c83b4d440ca5028a8ee4_FORMATO.png",73741,9,293,"ata","Provável",1.4,14.97,-1.13,5.36,"Athlético-PR",7,6,2,2,5,3,NA,NA,1,2,3,NA,1,NA,NA,NA,NA,NA
"363","Francinilson Santos Meireles","maranhao","Maranhão","https://s.glbimg.com/es/sde/f/2019/05/08/3bddb1479a66b964ae6fe120dc7b6b0b_FORMATO.png",73513,9,341,"ata","Contundido",0,3.09,0,1.6,"CSA",6,NA,2,4,10,3,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA
