"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.clube.id.full.name","A","CV","FC","FD","FF","FS","I","PE","RB","CA","G","SG","FT","DD","GS","PP","DP","GC"
"273","Neilton Meira Mestzk","neilton","Neilton","https://s.glbimg.com/es/sde/f/2019/03/29/640d511884279db90f11e5446270556b_FORMATO.png",83772,31,285,"ata","Nulo",0,6.11,0,2.25,"Internacional",NA,NA,10,2,9,21,2,22,9,1,1,NA,NA,NA,NA,NA,NA,NA
"274","Jean Carlos Guimarães dos Santos","jean-carlos","Jean Carlos","https://s.glbimg.com/es/sde/f/2019/08/13/a30f4147e4f6d4352203870e19f1d445_FORMATO.png",84253,31,290,"mei","Nulo",0,0.78,0,-2.8,"Goiás",NA,NA,1,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"275","Diego Barbosa Tavares","diego-tavares","Diego Tavares","https://s.glbimg.com/es/sde/f/2019/03/26/2927048c0da9fb9fe99f8992d8483dbc_FORMATO.png",83869,31,356,"lat","Nulo",0,3,0,0,"Fortaleza",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"276","Róbson Michael Signorini","robinho","Robinho","https://s.glbimg.com/es/sde/f/2018/05/07/9ec32acd97931db6852cd1b099fca085_FORMATO.png",62104,31,283,"mei","Nulo",0.7,5.39,0.45,0.49,"Cruzeiro",1,NA,33,5,15,23,NA,94,18,7,1,NA,NA,NA,NA,NA,NA,NA
"277","Max Walef Araújo da Silva","max-walef","Max Walef","https://s.glbimg.com/es/sde/f/2019/03/22/a9f9fc2677cbf0f365db6054f150935d_FORMATO.png",84338,31,356,"gol","Nulo",0,1,0,0,"Fortaleza",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"278","Raniel Santana de Vasconcelos","raniel","Raniel","https://s.glbimg.com/es/sde/f/2019/07/10/b2a83db69e1af02d9bff2563564fa017_FORMATO.png",86797,31,276,"ata","Nulo",0,5.94,0,1.89,"São Paulo",1,1,14,7,8,17,4,14,5,2,1,NA,2,NA,NA,NA,NA,1
"279","Walter Henrique da Silva","walter","Walter","https://s.glbimg.com/es/sde/f/2019/05/09/07ab5db1f79c2241d47cf70bd2468e76_FORMATO.png",62128,31,290,"ata","Suspenso",0,5,0,0,"Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"280","Fernando Pereira do Nascimento","fernando-sobral","Fernando Sobral","https://s.glbimg.com/es/sde/f/2019/03/28/2036fe932766e953f14ef5fc5ed37a53_FORMATO.png",84428,31,354,"mei","Nulo",0,5.34,0,2.14,"Ceará",NA,NA,17,2,6,11,1,23,22,1,NA,NA,NA,NA,NA,NA,NA,NA
"281","Maicon Marques Bitencourt","maicon","Maicon","https://s.glbimg.com/es/sde/f/2019/03/29/32816f651b7a79f953bfbe551d47c80e_FORMATO.png",62968,31,282,"ata","Nulo",0,5.16,0,1.76,"Atlético-MG",2,NA,8,1,3,6,1,11,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"282","Vanderlei Farias da Silva","vanderlei","Vanderlei","https://s.glbimg.com/es/sde/f/2018/05/23/d1e78d7c4a4d2e68068e24cca6750439_FORMATO.png",62121,31,277,"gol","Nulo",0,22.89,0,7.97,"Santos",NA,NA,NA,NA,NA,2,NA,4,NA,NA,NA,3,NA,15,6,NA,NA,NA
"283","Marcos Rogério Ricci Lopes","para","Pará","https://s.glbimg.com/es/sde/f/2019/08/06/9d5025e7dec263206b72d3a08d034ef9_FORMATO.png",62086,31,277,"lat","Provável",2,4.78,0.5,2.19,"Santos",NA,NA,16,NA,1,8,NA,14,14,4,NA,5,NA,NA,NA,NA,NA,NA
"284","Matheus Rossetto","matheus-rossetto","Matheus Rossetto","https://s.glbimg.com/es/sde/f/2019/03/30/05eb59cd87f511f9e069941d777aa540_FORMATO.png",86766,31,293,"mei","Nulo",0,2.49,0,0.17,"Athlético-PR",NA,NA,11,NA,NA,3,NA,15,9,2,NA,NA,NA,NA,NA,NA,NA,NA
"285","Severino do Ramo Clementino da Silva","nino-paraiba","Nino Paraíba","https://s.glbimg.com/es/sde/f/2019/03/29/2f29d050e2e2a4be7df0047f2e43dd7f_FORMATO.png",68808,31,265,"lat","Provável",9.9,14.59,1.64,5.75,"Bahia",4,NA,29,8,6,35,NA,58,38,4,2,10,1,NA,NA,NA,NA,NA
"286","Jordi Almeida","jordi","Jordi","https://s.glbimg.com/es/sde/f/2019/04/27/086fa2e4939cd7153795f155d02f6f52_FORMATO.png",86776,31,341,"gol","Nulo",0,10.48,0,6.1,"CSA",NA,NA,3,NA,NA,3,NA,15,NA,4,NA,8,NA,57,33,NA,2,NA
"287","Wellington Aparecido Martins","wellington","Wellington","https://s.glbimg.com/es/sde/f/2019/03/30/79dd4d1b071e14e833f4b54ceaba247a_FORMATO.png",62129,31,293,"mei","Provável",-3.9,0.78,0,-0.73,"Athlético-PR",1,NA,41,3,3,12,NA,49,13,9,NA,NA,NA,NA,NA,NA,NA,NA
"288","Danilo Carvalho Barcelos","danilo-barcelos","Danilo Barcelos","https://s.glbimg.com/es/sde/f/2019/10/03/b461b4465513a37d8a5a892a75c005f6_FORMATO.png",84382,31,267,"lat","Provável",-4.4,4.63,-1.73,3,"Vasco",1,1,30,5,7,9,1,44,21,2,2,4,1,NA,NA,NA,NA,NA
"289","Bruno Alves de Souza","bruno-alves","Bruno Alves","https://s.glbimg.com/es/sde/f/2019/09/13/6a63d017c3cafbb9d929b7a8d1c922d2_FORMATO.png",84462,31,341,"ata","Suspenso",0.7,0.78,0,-0.61,"CSA",NA,NA,11,2,2,4,NA,6,2,3,NA,NA,NA,NA,NA,NA,NA,NA
"290","Paulo Henrique Chagas de Lima","ganso","Ganso","https://s.glbimg.com/es/sde/f/2019/09/16/326457da2c79ca194d2abecdf7ec0ff8_FORMATO.png",62977,31,266,"mei","Provável",3.9,7.96,0.53,1.9,"Fluminense",NA,NA,25,10,13,31,NA,75,27,7,2,NA,NA,NA,NA,NA,NA,NA
"291","Bruno Ferreira Melo","bruno-melo","Bruno Melo","https://s.glbimg.com/es/sde/f/2019/03/22/5b57ab0df3cfe7250d2365f6149d1672_FORMATO.png",84339,31,356,"lat","Nulo",12.5,5.7,1.12,5.46,"Fortaleza",3,1,9,1,2,12,1,12,5,NA,2,2,NA,NA,NA,NA,NA,NA
"292","Rodolfo Alves de Melo","rodolfo","Rodolfo","https://s.glbimg.com/es/sde/f/2018/05/18/5f872890e2cb0764d6ab01fa87c80a2b_FORMATO.png",63082,31,266,"gol","Suspenso",0,2.22,0,-0.67,"Fluminense",NA,NA,NA,NA,NA,1,NA,5,NA,NA,NA,NA,NA,7,12,NA,NA,NA
"293","Werley Ananias da Silva","werley","Werley","https://s.glbimg.com/es/sde/f/2018/09/27/100cf375e588a977ea2906da9ed2694f_FORMATO.png",62974,31,267,"zag","Nulo",0,0.78,0,-0.82,"Vasco",NA,NA,5,3,NA,1,3,5,1,NA,NA,NA,NA,NA,NA,NA,NA,1
"294","Leandro Carvalho da Silva","leandro-carvalho","Leandro Carvalho","https://s.glbimg.com/es/sde/f/2019/05/30/7d4922940f5a9f9151b4ed1421f520e9_FORMATO.png",88669,31,354,"ata","Nulo",0,9.99,0,3.22,"Ceará",2,NA,14,11,14,29,2,43,18,4,3,NA,NA,NA,NA,NA,NA,NA
"295","Andrevaldo de Jesus Santos","valdo","Valdo","https://s.glbimg.com/es/sde/f/2019/03/28/45578b3cbd48709822cd22573ff790b6_FORMATO.png",84509,31,354,"zag","Provável",5.3,5.46,0.79,2.66,"Ceará",1,NA,23,3,6,16,NA,22,28,3,NA,6,NA,NA,NA,NA,NA,NA
"296","Marcos Luis Rocha Aquino","marcos-rocha","Marcos Rocha","https://s.glbimg.com/es/sde/f/2019/01/14/7f464fdea223af04dca8d52a2ac4d9d7_FORMATO.jpeg",63013,31,275,"lat","Provável",0,17.48,0,6.47,"Palmeiras",1,NA,32,1,4,26,1,62,61,2,1,8,NA,NA,NA,NA,NA,NA
"297","José Romário Silva de Souza","romarinho","Romarinho","https://s.glbimg.com/es/sde/f/2019/03/22/1e91578796c67027f42f8dfaefafd24d_FORMATO.png",84523,31,356,"ata","Provável",10.7,7.23,1.66,3.46,"Fortaleza",3,NA,16,11,7,56,2,46,17,1,3,NA,NA,NA,NA,NA,NA,NA
"298","José Welison da Silva","jose-welison","José Welison","https://s.glbimg.com/es/sde/f/2018/07/11/1d923ab86aabd29245dae5fd1338d9bd_FORMATO.png",86859,31,282,"mei","Provável",6.9,5.05,1.29,1.99,"Atlético-MG",NA,NA,13,NA,5,8,NA,17,21,2,NA,NA,NA,NA,NA,NA,NA,NA
"299","Lucas Cavalcante Silva Afonso","lucao","Lucão","https://s.glbimg.com/es/sde/f/2019/11/06/4aeb102713cc91a349cf2650a02427f7_FORMATO.png",84554,31,290,"zag","Nulo",1.2,1.85,-0.15,1.2,"Goiás",NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"300","Ewandro Felipe de Lima Costa","ewandro","Ewandro","https://s.glbimg.com/es/sde/f/2019/09/17/ce3388e9c6a04c049bf26d2d4e89696b_FORMATO.png",86842,31,266,"ata","Nulo",0,2.26,0,-1.25,"Fluminense",NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"301","Alan Luciano Ruschel","alan-ruschel","Alan Ruschel","https://s.glbimg.com/es/sde/f/2019/08/27/52414dcf5cfe27cb0571cb0f29c845c6_FORMATO.png",63110,31,290,"lat","Nulo",0,5.22,0,2.16,"Goiás",NA,NA,20,2,1,16,NA,10,7,4,1,3,NA,NA,NA,NA,NA,NA
"302","Nicolás Federico López Alonso","nico-lopez","Nico López","https://s.glbimg.com/es/sde/f/2018/04/08/5bb6e14f65a15709391b32e0e4332d8c_FORMATO.png",84709,31,285,"ata","Nulo",0,12.52,0,2.57,"Internacional",3,NA,25,14,20,13,13,42,21,6,1,NA,2,NA,NA,NA,NA,NA
"303","Douglas Silva Bacelar","douglas","Douglas","https://s.glbimg.com/es/sde/f/2018/05/24/4db663cbb6a8ecaa23942948844e63ac_FORMATO.png",63128,31,315,"zag","Provável",3.7,3.12,0.04,1.01,"Chapecoense",1,NA,23,2,5,8,NA,14,13,7,NA,3,NA,NA,NA,NA,NA,NA
"304","Luan Peres Petroni","luan-peres","Luan Peres ","https://s.glbimg.com/es/sde/f/2019/09/16/6a774b65d32e1e3586030adb069316e3_FORMATO.png",84847,31,277,"zag","Dúvida",0,2.63,0,1.5,"Santos",NA,NA,7,NA,2,2,NA,12,4,2,NA,2,NA,NA,NA,NA,NA,NA
"305","Willian Popp","willian-popp","Willian Popp","https://s.glbimg.com/es/sde/f/2019/09/27/47e9584c49504ee10a3a5473853a0eed_FORMATO.jpeg",86890,31,354,"ata","Nulo",0,1.81,0,-1.8,"Ceará",NA,NA,2,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"306","Gustavo Henrique da Silva Sousa","gustavo","Gustavo","https://s.glbimg.com/es/sde/f/2019/05/23/e465cd357033b982d32052d767bea71d_FORMATO.png",86932,31,264,"ata","Nulo",0,3.82,0.16,1.84,"Corinthians",1,NA,24,5,9,17,5,7,6,1,2,NA,NA,NA,NA,NA,NA,NA
"307","Lucas Henrique Frigeri","lucas-frigeri","Lucas Frigeri","https://s.glbimg.com/es/sde/f/2019/03/26/65f2f48172da036fdca184334f150eab_FORMATO.png",84854,31,314,"gol","Nulo",-4,3.41,-0.47,1.13,"Avaí",NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,6,7,NA,NA,NA
"308","João Paulo da Silva Alves","joao-paulo","João Paulo","https://s.glbimg.com/es/sde/f/2019/02/18/e6b56502fd1ec5cd75f853c47b7df942_FORMATO.png",86770,31,314,"mei","Provável",10.4,7.29,0.44,3.05,"Avaí",NA,NA,37,7,10,33,NA,57,34,5,4,NA,NA,NA,NA,NA,NA,NA
"309","José Carlos Cracco Neto","zeca","Zeca","https://s.glbimg.com/es/sde/f/2018/04/24/ef12015cf94f9b6c7ab39c4b092ba4a4_FORMATO.png",87192,31,285,"lat","Contundido",0,7.31,0,3.67,"Internacional",NA,NA,13,1,3,6,NA,40,39,4,NA,7,NA,NA,NA,NA,NA,NA
"310","Emerson Raymundo Santos","emerson-santos","Emerson Santos","https://s.glbimg.com/es/sde/f/2018/07/20/c87125fb04d89c8e72a797a7b0ceeddb_FORMATO.png",86972,31,285,"zag","Nulo",0,4.12,0,2.88,"Internacional",NA,NA,13,2,NA,3,1,22,13,3,1,4,NA,NA,NA,NA,NA,NA
"311","Pedro Henrique Ribeiro Gonçalves","pedro-henrique","Pedro Henrique","https://s.glbimg.com/es/sde/f/2019/06/29/43b11555e62d7cd38934e44d0fccb5c9_FORMATO.png",87225,31,293,"zag","Dúvida",0,8.45,0,4.46,"Athlético-PR",NA,NA,2,2,3,13,NA,16,15,NA,NA,6,NA,NA,NA,NA,NA,NA
"312","Leonardo Gomes da Conceição Silva","leonardo","Leonardo","https://s.glbimg.com/es/sde/f/2018/05/21/15d96549307788253f2aba10bff0c973_FORMATO.png",86973,31,284,"lat","Contundido",0,5.41,0,2.7,"Grêmio",NA,NA,9,4,3,1,NA,18,7,2,NA,4,NA,NA,NA,NA,NA,NA
"313","Walter Kannemann","kannemann","Kannemann","https://s.glbimg.com/es/sde/f/2018/05/21/7a4b8f949ed4d8b668d8c40a33e50edb_FORMATO.png",87342,31,284,"zag","Provável",0,11.76,-1.79,4.61,"Grêmio",NA,NA,26,NA,1,13,NA,15,31,7,1,5,NA,NA,NA,NA,NA,NA
"314","Abner Felipe Souza de Almeida","abner-felipe","Abner Felipe","https://s.glbimg.com/es/sde/f/2019/04/01/18e6ddda5e7dd97a6c3c7e7a4ee0011d_FORMATO.png",84860,31,293,"lat","Nulo",0,4.81,0,6.43,"Athlético-PR",2,NA,6,NA,NA,5,NA,9,5,NA,NA,1,NA,NA,NA,NA,NA,NA
"315","Rafael Diniz Alves e Silva","rafinha","Rafinha","https://s.glbimg.com/es/sde/f/2019/03/26/da0e26b0ad42f47aecd017b463a244e5_FORMATO.png",84381,31,290,"mei","Nulo",0,4.18,0,2.48,"Goiás",NA,NA,5,3,4,3,1,3,1,1,1,NA,1,NA,NA,NA,NA,NA
"316","Nathan Allan de Souza","nathan","Nathan","https://s.glbimg.com/es/sde/f/2018/07/25/2ebd70cae4e549a49e708c60abbee23a_FORMATO.png",87009,31,282,"mei","Contundido",0,5.95,0,2.98,"Atlético-MG",NA,NA,24,5,6,8,NA,24,20,2,4,NA,1,NA,NA,NA,NA,NA
"317","Thaciano Mickael da Silva","thaciano","Thaciano","https://s.glbimg.com/es/sde/f/2018/05/21/8805a9e1e4f2ee609adb3d2576d5ff0a_FORMATO.png",87470,31,284,"mei","Contundido",0,4.83,0,2.73,"Grêmio",1,NA,21,9,7,15,3,18,27,4,2,NA,NA,NA,NA,NA,NA,NA
"318","Yeferson Julio Soteldo Martínez","soteldo","Soteldo","https://s.glbimg.com/es/sde/f/2019/03/29/31e7873f19386d05456c38558b181df5_FORMATO.png",87258,31,277,"mei","Provável",-0.8,7.07,-3.12,3.35,"Santos",2,NA,20,16,18,37,15,60,18,10,6,NA,3,NA,NA,NA,NA,NA
"319","Caíque Silva Sá","caique-sa","Caíque Sá","https://s.glbimg.com/es/sde/f/2019/08/27/b28e2716f68ff79bd54f9af7394a8926_FORMATO.png",87437,31,315,"lat","Nulo",0,3.03,0,-0.25,"Chapecoense",NA,NA,4,NA,NA,1,NA,5,3,1,NA,NA,NA,NA,NA,NA,NA,NA
"320","Gabriel Costa França","gabriel","Gabriel","https://s.glbimg.com/es/sde/f/2019/03/22/0dc3b607fbf0f1db6f328cdcfd7169d0_FORMATO.png",87393,31,263,"zag","Provável",-3.4,8.11,-0.64,3.18,"Botafogo",1,NA,15,2,6,26,1,41,35,4,1,7,NA,NA,NA,NA,NA,NA
"321","Vitor Frezarin Bueno","vitor-bueno","Vitor Bueno","https://s.glbimg.com/es/sde/f/2019/04/04/095c0e9c914b5540c22f639788f6324f_FORMATO.png",87552,31,276,"mei","Provável",2.2,6.27,-1.33,3.2,"São Paulo",NA,NA,11,3,12,19,NA,33,20,NA,3,NA,2,NA,NA,NA,NA,NA
"322","Giorgian Daniel de Arrascaeta Benedetti","arrascaeta","Arrascaeta","https://s.glbimg.com/es/sde/f/2019/04/26/85b7c7626785a66de96ac6b9008f4299_FORMATO.png",87863,31,262,"mei","Contundido",0,17.36,0,10.64,"Flamengo",9,NA,19,5,15,33,NA,68,30,1,11,NA,NA,NA,NA,NA,NA,NA
"323","Matheus de Vargas","matheus-vargas","Matheus Vargas","https://s.glbimg.com/es/sde/f/2019/09/06/28fc3ab9cc81a64bc647295224944e96_FORMATO.png",87929,31,356,"mei","Nulo",0,2.2,0,1.6,"Fortaleza",NA,NA,3,NA,NA,4,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"324","Yago Felipe da Costa Rocha","yago-felipe","Yago Felipe","https://s.glbimg.com/es/sde/f/2019/04/25/b0af7a3c86be9b197bc4fe18084d69ca_FORMATO.png",87747,31,290,"mei","Provável",0,5.41,0,3.4,"Goiás",2,NA,30,4,4,43,2,35,42,5,1,NA,2,NA,NA,NA,NA,NA
"325","Júnior Nazareno Sornoza Moreira","sornoza","Sornoza","https://s.glbimg.com/es/sde/f/2019/05/23/f57131336fd4986cab54d1401667dbf8_FORMATO.png",87877,31,264,"mei","Nulo",0,4.35,0,1.7,"Corinthians",1,NA,20,7,12,16,1,20,14,4,NA,NA,1,NA,NA,NA,NA,NA
"326","Alex da Silva","alex-silva","Alex Silva","https://s.glbimg.com/es/sde/f/2019/02/18/2ffd333de72b16a616330241a2857925_FORMATO.png",84861,31,314,"lat","Contundido",0,4.35,0,1.7,"Avaí",NA,NA,2,1,1,3,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"327","Edenílson Andrade Dos Santos","edenilson","Edenílson","https://s.glbimg.com/es/sde/f/2018/04/08/b8c17a1d807dace07b81afcb28a3438d_FORMATO.png",63289,31,285,"mei","Provável",0,7.9,0,2.89,"Internacional",2,NA,23,5,3,17,NA,52,26,6,5,NA,NA,NA,NA,NA,NA,NA
"328","Yuri Antonio Costa da Silva","yuri","Yuri","https://s.glbimg.com/es/sde/f/2019/04/22/afe400fc89b6142fd695e234cd15be57_FORMATO.png",88125,31,263,"mei","Provável",6.5,3.04,0.98,1.12,"Botafogo",NA,NA,17,2,3,12,NA,5,11,2,NA,NA,NA,NA,NA,NA,NA,NA
"329","Luiz Rhodolfo Dini Gaioto","rhodolfo","Rhodolfo","https://s.glbimg.com/es/sde/f/2019/04/26/51d02738aaf54038d8131123fd325008_FORMATO.png",42501,31,262,"zag","Nulo",0,4.62,0,2.12,"Flamengo",NA,NA,4,1,1,NA,NA,3,1,NA,NA,2,NA,NA,NA,NA,NA,NA
"330","Luan Madson Gedeão De Paiva","luan","Luan","https://s.glbimg.com/es/sde/f/2018/05/07/c8cafabc87bc7ef4d50c8f18eafa05ce_FORMATO.png",63219,31,282,"mei","Provável",0.1,7.77,-0.35,3.71,"Atlético-MG",1,NA,41,6,18,44,5,64,41,5,3,NA,NA,NA,NA,1,NA,NA
"331","Paulo Marcos de Jesus Ribeiro","paulao","Paulão","https://s.glbimg.com/es/sde/f/2019/09/27/47774a89b58f22bef9edc45362d5036b_FORMATO.png",63172,31,356,"zag","Nulo",-0.8,5.14,-1.35,3.2,"Fortaleza",NA,NA,4,1,NA,4,NA,11,9,1,1,1,NA,NA,NA,NA,NA,NA
"332","Cícero dos Santos Bezerra","didira","Didira","https://s.glbimg.com/es/sde/f/2019/03/23/53d76a1f4b80cf6193e40d704877fbab_FORMATO.png",63178,31,341,"mei","Nulo",0,4.69,-0.61,1.29,"CSA",NA,NA,15,2,3,15,NA,21,17,3,NA,NA,NA,NA,NA,NA,NA,NA
"333","Jucilei da Silva","jucilei","Jucilei","https://s.glbimg.com/es/sde/f/2019/04/01/3e050c01c28897f628b2b5b275392576_FORMATO.png",63422,31,276,"mei","Provável",3,6.83,0.16,2.85,"São Paulo",NA,NA,2,NA,NA,2,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"334","Jean Carlos de Souza Irmer","jean","Jean","https://s.glbimg.com/es/sde/f/2019/03/22/8384f77b74efecba7c81cb62ba4392f6_FORMATO.png",89150,31,263,"mei","Nulo",-2.5,2.73,-0.84,0.07,"Botafogo",NA,NA,1,NA,2,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"335","Bruno Sávio da Silva","bruno-savio","Bruno Sávio","https://s.glbimg.com/es/sde/f/2019/07/18/3c124f6b21b643f148772b78affd6772_FORMATO.png",89101,31,314,"ata","Contundido",0,1.34,0,0.68,"Avaí",NA,NA,3,1,2,1,NA,8,4,1,NA,NA,NA,NA,NA,NA,NA,NA
"336","Carlos Emiliano Pereira","carlinhos","Carlinhos","https://s.glbimg.com/es/sde/f/2019/03/22/7da6584b8edbee8649acb25931c97e1e_FORMATO.png",63194,31,356,"lat","Provável",0,5.63,0,2.78,"Fortaleza",2,1,47,4,7,17,1,45,43,5,1,3,NA,NA,NA,NA,NA,NA
"337","Santiago Tréllez Vivero","trellez","Tréllez","https://s.glbimg.com/es/sde/f/2019/08/16/26ad03bb240f5418adc75a10567c1e3b_FORMATO.png",87679,31,285,"ata","Nulo",0,4.35,0,1.58,"Internacional",NA,NA,5,3,6,4,5,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"338","Sebastião Sousa Costa","tiao","Tião","https://s.glbimg.com/es/sde/f/2019/04/01/2f2d8115868a8a24ba14c10ce4bc4fa2_FORMATO.png",47134,31,356,"mei","Nulo",0,1,0,0,"Fortaleza",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"339","André Felipe Ribeiro de Souza","andre","André","https://s.glbimg.com/es/sde/f/2018/05/18/0ca56cb5450f85a99dc8b875b05f9c86_FORMATO.png",68690,31,284,"ata","Nulo",0,7.31,0,2.17,"Grêmio",2,NA,20,5,5,19,4,18,9,3,2,NA,1,NA,NA,1,NA,NA
"340","Iago Justen Maidana Martins","iago-maidana","Iago Maidana","https://s.glbimg.com/es/sde/f/2018/05/07/211b2cfc9413080da0e36bac586628df_FORMATO.png",89226,31,282,"zag","Nulo",0,3.9,0,3.35,"Atlético-MG",NA,NA,5,NA,2,2,NA,9,6,2,1,NA,1,NA,NA,NA,NA,NA
"341","Gerson Santos da Silva","gerson","Gerson","https://s.glbimg.com/es/sde/f/2019/07/12/fb77632343b3c3c741779b90b58cb74b_FORMATO.png",89256,31,262,"mei","Provável",-1.1,8.9,-1.19,3.9,"Flamengo",2,NA,47,5,7,64,NA,43,31,2,2,NA,2,NA,NA,NA,NA,NA
"342","Ernando Rodrigues Lopes","ernando","Ernando","https://s.glbimg.com/es/sde/f/2019/02/27/6fa92b9ae476bc3a5c60c6beed20ac71_FORMATO.png",49651,31,265,"zag","Nulo",0,10.78,0,4.64,"Bahia",NA,NA,2,NA,NA,4,NA,3,4,NA,1,4,1,NA,NA,NA,NA,NA
"343","João Pedro Maturano dos Santos","joao-pedro","João Pedro ","https://s.glbimg.com/es/sde/f/2019/10/18/73deb0c1bbd3895ebf7543cb6f35158a_FORMATO.png",89273,31,265,"lat","Dúvida",0,4.4,0,2.12,"Bahia",NA,NA,9,1,3,5,NA,8,5,2,NA,2,NA,NA,NA,NA,NA,NA
"344","Rodrigo Modesto da Silva Moledo","rodrigo-moledo","Rodrigo Moledo","https://s.glbimg.com/es/sde/f/2018/03/20/e5bb6257009bf74098a367b4c1b9e53d_FORMATO.png",63354,31,285,"zag","Contundido",0,6.31,0,4.25,"Internacional",NA,NA,6,2,2,6,NA,7,16,1,1,3,NA,NA,NA,NA,NA,NA
"345","Alexandre Rodrigues da Silva","alexandre-pato","Alexandre Pato","https://s.glbimg.com/es/sde/f/2019/03/29/eeca6b8bc1af0980d000db756e4c61ec_FORMATO.png",49675,31,276,"ata","Nulo",-1.8,8.27,-0.56,3.81,"São Paulo",NA,NA,19,13,20,29,13,37,14,2,5,NA,NA,NA,NA,NA,NA,NA
"346","Bergson Gustavo Silveira da Silva","bergson","Bergson","https://s.glbimg.com/es/sde/f/2019/05/13/8694db2e75af48647f99b643845dac13_FORMATO.png",68696,31,354,"ata","Suspenso",-0.9,4.65,0.52,2.73,"Ceará",1,NA,20,14,13,26,11,17,9,3,3,NA,NA,NA,NA,1,NA,NA
"347","Jorge Marco de Oliveira Moraes","jorge","Jorge","https://s.glbimg.com/es/sde/f/2019/04/30/d5b0b482b84d690a1f796957d38dd952_FORMATO.png",88065,31,277,"lat","Dúvida",5.1,15.99,0.32,6.87,"Santos",4,NA,27,13,12,42,2,50,50,3,1,13,NA,NA,NA,NA,NA,NA
"348","Wilson Rodrigues de Moura Júnior","wilson","Wilson","https://s.glbimg.com/es/sde/f/2019/09/04/773ad9e26e2760e008e5aafe52ef90f3_FORMATO.png",50284,31,282,"gol","Nulo",0,4.21,0,1.97,"Atlético-MG",NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,8,9,NA,NA,NA
"349","José Rodolfo Pires Ribeiro","dodo","Dodô","https://s.glbimg.com/es/sde/f/2019/02/04/ee21ad2d06f9472ebeac2c604d782d83_FORMATO.png",68727,31,283,"lat","Dúvida",11.1,7.46,1.89,3.32,"Cruzeiro",NA,NA,22,4,2,5,1,32,22,2,NA,6,1,NA,NA,NA,NA,NA
"350","Gustavo Henrique Furtado Scarpa","gustavo-scarpa","Gustavo Scarpa","https://s.glbimg.com/es/sde/f/2019/10/03/47c21ed885c76c65fecede59c0ecf1e0_FORMATO.png",87999,31,275,"mei","Provável",0,5.61,0,4.06,"Palmeiras",3,NA,14,17,18,15,2,50,14,1,4,NA,NA,NA,NA,NA,NA,NA
"351","Júlio César Jacobi","julio-cesar","Júlio César","https://s.glbimg.com/es/sde/f/2019/08/16/e0a4857e8a29ebeabcb5c38571b22ce2_FORMATO.png",49673,31,284,"gol","Contundido",0,6.29,0,4.34,"Grêmio",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,NA,17,13,NA,NA,NA
"352","Saulo Ferreira Silva Nascimento","saulo","Saulo","https://s.glbimg.com/es/sde/f/2018/05/17/2e661ef69600f0353d4bc7ce467624df_FORMATO.png",89492,31,263,"gol","Nulo",0,3,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"353","Bruno César Pereira da Silva","bruno-silva","Bruno Silva","https://s.glbimg.com/es/sde/f/2019/08/13/20926f65de350a35d2b3122e69b68821_FORMATO.png",68698,31,285,"mei","Nulo",6.7,7.84,1.05,2.46,"Internacional",NA,NA,22,4,4,15,1,23,27,4,NA,NA,NA,NA,NA,NA,NA,NA
"354","Igor Rabello da Costa","igor-rabello","Igor Rabello","https://s.glbimg.com/es/sde/f/2019/05/28/31576151f911825460540e32249a6735_FORMATO.png",89493,31,282,"zag","Provável",4.5,9.04,0.99,2.04,"Atlético-MG",NA,1,30,2,6,16,1,28,32,2,NA,5,NA,NA,NA,NA,NA,NA
