"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.clube.id.full.name","FC","FS","PE","RB","FF","A","CA","FD","G","DD","GS","DP","SG","I","PP","FT","CV","GC"
"274","Lucas Halter","lucas-halter","Lucas Halter","https://s.glbimg.com/es/sde/f/2019/05/18/8451dd8fd1ce139e8f57e002de068475_FORMATO.png",102253,16,293,"zag","Provável",1.7,2.77,0.17,1.62,"Athlético-PR",4,1,7,5,2,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"275","Jairo Santos de Oliveira Filho","jairinho","Jairinho","https://s.glbimg.com/es/sde/f/2019/05/04/5f48ebf39427ff35dd65f6f1b4768386_FORMATO.png",102139,16,267,"ata","Nulo",0,2.89,0,1.77,"Vasco",1,4,2,2,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"276","Juan Manuel Boselli Graf","juan-boselli","Juan Boselli","https://s.glbimg.com/es/sde/f/2019/08/08/8fe184ba9b3ff431062757c9141b03ef_FORMATO.png",102222,16,293,"mei","Nulo",0,3,0,0,"Athlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"277","Rafael Elias da Silva","papagaio","Papagaio","https://s.glbimg.com/es/sde/f/2019/03/29/6cce9b5a37d0722657f590f8d01229f4_FORMATO.png",102302,16,282,"ata","Nulo",0,1.97,0,0.98,"Atlético-MG",3,3,3,2,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"278","Bruno da Silva Costa Leite","bruno-leite","Bruno Leite","https://s.glbimg.com/es/sde/f/2018/03/05/37cc69ce211fa6a6c3fb2fa03e905809_FORMATO.png",102301,16,293,"mei","Contundido",0,2,0,0,"Athlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"279","Gabriel José Ferreira Mesquita","gabriel","Gabriel","https://s.glbimg.com/es/sde/f/2018/05/08/23ead8e9977bf4883159480316b71e35_FORMATO.png",102290,16,293,"gol","Nulo",0,1,0,0,"Athlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"280","Caio Fernando de Oliveira","caio-paulista","Caio Paulista","https://s.glbimg.com/es/sde/f/2019/02/18/9a6fef900167a97e0492da10177e45b8_FORMATO.png",102318,16,314,"ata","Provável",0.1,3.03,-0.57,2.35,"Avaí",12,14,18,12,7,NA,NA,4,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"281","Márcio Rodrigues Velasco","marcinho","Marcinho","https://s.glbimg.com/es/sde/f/2019/03/26/f668b0e7484644c6732bfc57f72a5fdb_FORMATO.png",102380,16,314,"mei","Nulo",0,1,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"282","Ángelo Giovanni Araos Llanos","araos","Araos","https://s.glbimg.com/es/sde/f/2019/05/23/cb5269062be03aa00e9d4c376cfa6cf9_FORMATO.png",102352,16,264,"mei","Nulo",0,4,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"283","Carlos de Menezes Júnior","caca","Cacá","https://s.glbimg.com/es/sde/f/2018/05/18/9e847531623845ec5f88f060b157da00_FORMATO.png",102340,16,283,"zag","Provável",-1,2,-1.14,3.1,"Cruzeiro",3,2,2,5,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"284","Victor Wesley dos Santos da Silva","victor-paraiba","Victor Paraíba","https://s.glbimg.com/es/sde/f/2019/03/23/8322008084e66ad377dc12a0eea40cff_FORMATO.png",102457,16,341,"ata","Nulo",5,2.46,0.83,1.55,"CSA",1,5,7,4,3,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"285","Johnatan Lucas da Silva Vital","vital","Vital","https://s.glbimg.com/es/sde/f/2019/03/23/fb790a1d32b257ad9a64d7752826981f_FORMATO.png",102452,16,341,"zag","Nulo",0,1,0,0,"CSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"286","Kaio Nunes Ferreira","kaio","Kaio","https://s.glbimg.com/es/sde/f/2019/08/17/1e8c1cee38c33b285f33645bdf013d49_FORMATO.png",102563,16,290,"mei","Nulo",0,1,0,0,"Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"287","Miguel Ferreira Damasceno","figueira","Figueira","https://s.glbimg.com/es/sde/f/2019/03/26/7e19f3b4700aea39ef02fe83399dfc6c_FORMATO.png",102565,16,290,"mei","Nulo",0,1,0,0,"Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"288","Hélio Júnio Nunes de Castro","helinho","Helinho","https://s.glbimg.com/es/sde/f/2019/04/01/a4da339bedf52e7e79df80fd1914f6da_FORMATO.png",102598,16,276,"ata","Dúvida",0,3.47,0,0.55,"São Paulo",4,5,6,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"289","Carlos Gilberto do Nascimento Silva","gil","Gil","https://s.glbimg.com/es/sde/f/2019/07/12/d236ac59751ccacea17719995b9cd8ba_FORMATO.png",68923,16,264,"zag","Provável",0.7,9.13,-0.46,2.35,"Corinthians",4,1,5,5,3,NA,2,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA
"290","Henrique Almeida Caixeta Nascentes","henrique-almeida","Henrique Almeida","https://s.glbimg.com/es/sde/f/2019/07/25/828af9fc6a19344c0716c18dd2ca67d2_FORMATO.png",68773,16,315,"ata","Nulo",0,3.98,0,2.4,"Chapecoense",1,3,1,3,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"291","Roger Machado Marques","roger-machado","Roger Machado ","https://s.glbimg.com/es/sde/f/2019/04/29/8982a435477e1d2bde62d75552c4bbfe_FORMATO.png",79437,16,265,"tec","Provável",6.44,11.81,0.64,4.42,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"292","Alisson Euler de Freitas Castro","alisson","Alisson","https://s.glbimg.com/es/sde/f/2018/05/18/eeeced6e37969b2b8161eb83c56d069e_FORMATO.png",81845,16,284,"mei","Nulo",0,7.5,0,4.23,"Grêmio",7,11,12,10,3,3,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"293","Thiago Beserra dos Santos","thiaguinho","Thiaguinho","https://s.glbimg.com/es/sde/f/2019/07/12/d211556427f0083ad39be91e9a62f628_FORMATO.png",102599,16,264,"mei","Nulo",0,3,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"294","Severino do Ramo Clementino da Silva","nino-paraiba","Nino Paraíba","https://s.glbimg.com/es/sde/f/2019/03/29/2f29d050e2e2a4be7df0047f2e43dd7f_FORMATO.png",68808,16,265,"lat","Provável",12.1,13.79,2.01,5.55,"Bahia",13,15,26,18,4,3,3,3,NA,NA,NA,NA,5,NA,NA,NA,NA,NA
"295","Rafael Galhardo de Souza","rafael-galhardo","Rafael Galhardo","https://s.glbimg.com/es/sde/f/2019/03/30/c914f02dc858484095b4c076f9ee33f9_FORMATO.png",68821,16,284,"lat","Provável",7.7,4.32,0.37,4.83,"Grêmio",2,2,9,3,NA,1,NA,NA,1,NA,NA,NA,1,1,NA,NA,NA,NA
"296","Jonathan Doin","paulo-miranda","Paulo Miranda","https://s.glbimg.com/es/sde/f/2018/05/21/62fa3dde13de597371870ee9b721b5d7_FORMATO.png",68817,16,284,"zag","Provável",0.9,3.91,0.1,0.86,"Grêmio",8,2,4,7,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
"297","Nathan Otávio Ribeiro","nathan","Nathan","https://s.glbimg.com/es/sde/f/2019/03/26/fac8ae4b1ad76816a386604cbe32d846_FORMATO.png",102607,16,356,"zag","Nulo",0,1.44,0,0.43,"Fortaleza",3,2,5,5,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
"298","Francisco Rithely da Silva Sousa","rithely","Rithely","https://s.glbimg.com/es/sde/f/2018/09/04/b0fdf1d79ae70c573a8741d9b5226056_FORMATO.png",68834,16,285,"mei","Provável",-0.3,5.3,-0.49,3.53,"Internacional",10,6,12,15,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"299","Marcelo Lomba do Nascimento","marcelo-lomba","Marcelo Lomba","https://s.glbimg.com/es/sde/f/2019/08/16/0978fb4a6b4e2c7cc691e71d77c74a9c_FORMATO.png",68872,16,285,"gol","Provável",-1,10.43,-1.23,4.57,"Internacional",NA,4,NA,NA,NA,NA,NA,NA,NA,21,13,NA,5,NA,NA,NA,NA,NA
"300","Leonardo Fabiano da Silva e Silva","leonardo-silva","Leonardo Silva","https://s.glbimg.com/es/sde/f/2018/05/07/76bcd627f9b56262f6ad6cce8983b430_FORMATO.png",68925,16,282,"zag","Nulo",0.6,4.02,-0.3,0.46,"Atlético-MG",4,4,4,5,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"301","Rodrigo Júnior Paula Silva","digao","Digão","https://s.glbimg.com/es/sde/f/2018/07/05/108a277374dbf9d6964a4440bd9ef43e_FORMATO.png",68886,16,266,"zag","Dúvida",0,5.45,0,0.88,"Fluminense",6,3,6,9,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA
"302","Yago Rafael Valadares Darub","yago-darub","Yago Darub","https://s.glbimg.com/es/sde/f/2019/03/25/ae7074b588af8eb28be002bc63b40b09_FORMATO.png",102686,16,262,"gol","Nulo",0,1,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"303","Matheus Celestino Moresche Rodrigues","moresche","Moresche","https://s.glbimg.com/es/sde/f/2018/09/27/c6c9b83f9837ff43f73359da0386895a_FORMATO.png",102719,16,267,"ata","Nulo",0,2,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"304","Rafael Pires Monteiro","rafael","Rafael","https://s.glbimg.com/es/sde/f/2018/05/07/950b9601003125498cffc38c229783f4_FORMATO.png",68928,16,283,"gol","Nulo",0,3.99,0,2.73,"Cruzeiro",NA,1,1,NA,NA,NA,NA,NA,NA,5,6,NA,1,NA,NA,NA,NA,NA
"305","Paulo Victor Mileo Vidotti","paulo-victor","Paulo Victor","https://s.glbimg.com/es/sde/f/2018/05/21/6022690f57c54343611ba7c2008603ce_FORMATO.png",68873,16,284,"gol","Nulo",0,4.63,0,3.37,"Grêmio",NA,1,9,NA,NA,NA,NA,NA,NA,12,10,NA,4,NA,NA,NA,NA,NA
"306","Carlos Gabriel Moreira de Oliviera","hulk","Hulk","https://s.glbimg.com/es/sde/f/2018/05/17/2551e15c845e9706b626ca2ab7a4f23f_FORMATO.png",102700,16,282,"lat","Nulo",0,3,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"307","Welington Pereira Rodrigues","gum","Gum","https://s.glbimg.com/es/sde/f/2019/06/20/61b536c18d17747b369b6037b3390866_FORMATO.png",68887,16,315,"zag","Provável",8.1,8.17,0.88,2.62,"Chapecoense",7,12,35,9,6,NA,NA,4,1,NA,NA,NA,4,2,NA,NA,NA,NA
"308","Welker Marçal de Almeida","kieza","Kieza","https://s.glbimg.com/es/sde/f/2019/04/22/a6f002f3b99c385acbafd311e4b3da81_FORMATO.png",68930,16,356,"ata","Nulo",0,3.56,0,0.97,"Fortaleza",9,13,2,NA,5,NA,NA,4,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"309","Wellington Alves da Silva","wellington-silva","Wellington Silva","https://s.glbimg.com/es/sde/f/2018/04/08/37fba0582d79360263206da6e9868169_FORMATO.png",68895,16,285,"ata","Provável",6.8,6.58,-0.58,3.73,"Internacional",1,18,15,4,4,1,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"310","Giovanni Augusto Oliveira Cardoso","giovanni-augusto","Giovanni Augusto","https://s.glbimg.com/es/sde/f/2019/03/27/9bfae7e4b63cac57b0bc415f46d1ab65_FORMATO.png",68938,16,290,"mei","Contundido",0,4.32,0,1.76,"Goiás",16,15,37,14,8,1,1,6,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
"311","Ramon de Morais Motta ","ramon","Ramon","https://s.glbimg.com/es/sde/f/2018/09/27/7b0ec92bd9cd8803ca0b44dec6637586_FORMATO.png",68896,16,267,"lat","Nulo",0,5,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"312","Luciano Castán da Silva","luciano-castan","Luciano Castán","https://s.glbimg.com/es/sde/f/2019/03/23/d6ed12c79b94b3fe8318cbe26edff531_FORMATO.png",68942,16,341,"zag","Suspenso",-0.3,5.41,-0.86,2.37,"CSA",12,3,27,18,1,NA,6,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA
"313","João Vitor Lima Gomes","joao-vitor","João Vitor","https://s.glbimg.com/es/sde/f/2019/07/29/05d3f4bb70d3e41d93b9f96017999f20_FORMATO.png",68987,16,341,"mei","Suspenso",-3.4,4.37,-1.51,1.5,"CSA",13,2,10,15,NA,NA,3,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"314","Ronaldo Luiz Alves","ronaldo-alves","Ronaldo Alves","https://s.glbimg.com/es/sde/f/2019/03/23/3bc2e1eb0ea72584d6300404b6ae37b1_FORMATO.png",68950,16,341,"zag","Provável",0,4.49,0,-0.5,"CSA",3,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"315","Mário Sérgio Santos Costa","marinho","Marinho","https://s.glbimg.com/es/sde/f/2019/05/30/cd8a7f9b0744e105efa0a0c572d37d6f_FORMATO.png",68952,16,277,"ata","Suspenso",19.4,9.95,3.13,4.7,"Santos",14,19,17,12,7,1,3,11,2,NA,NA,NA,NA,1,NA,1,NA,NA
"316","Diego Souza de Andrade","diego-souza","Diego Souza","https://s.glbimg.com/es/sde/f/2019/05/28/e0cc239d7bd9a209bfdc1fecccf39567_FORMATO.png",68911,16,263,"ata","Provável",3.3,6.14,0.2,2.71,"Botafogo",18,22,29,4,9,1,1,6,3,NA,NA,NA,NA,6,NA,1,NA,NA
"317","Marcos Gabriel do Nascimento","marquinhos-gabriel","Marquinhos Gabriel","https://s.glbimg.com/es/sde/f/2019/02/04/f910b4ed58ff035220b338cff4ea9f5b_FORMATO.png",68954,16,283,"mei","Provável",1.7,3.82,0.1,1.3,"Cruzeiro",5,9,12,6,1,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"318","Rodrigo Pimpão Viana","rodrigo-pimpao","Rodrigo Pimpão","https://s.glbimg.com/es/sde/f/2019/03/22/fb5c74a8057f05313adc6f9c2a6a4783_FORMATO.png",68901,16,263,"ata","Nulo",0,1.69,0,0.72,"Botafogo",18,4,32,11,7,2,5,4,NA,NA,NA,NA,NA,2,NA,NA,NA,NA
"319","Eduardo Pereira Rodrigues","dudu","Dudu","https://s.glbimg.com/es/sde/f/2019/01/14/819c40f79c6d36a3a715ac4cc0e6ddba_FORMATO.jpeg",68920,16,275,"ata","Provável",0,20.95,0,7.75,"Palmeiras",7,41,23,7,15,NA,1,7,5,NA,NA,NA,NA,3,NA,NA,NA,NA
"320"," Eduardo Feitoza Sampaio","dudu","Dudu","https://s.glbimg.com/es/sde/f/2019/02/04/5f0cba5bf1f2c598d7825638281a5e22_FORMATO.jpeg",102852,16,267,"mei","Nulo",0,3,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"321","Hélio Hermito Zampier Neto","neto","Neto","https://s.glbimg.com/es/sde/f/2018/08/01/51a34fdddb000e59403320c7aa8b8db4_FORMATO.png",69008,16,315,"zag","Contundido",0,2,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"322","Rodrigo Fernandes Nóbrega","rodrigo-fernandes","Rodrigo Fernandes","https://s.glbimg.com/es/sde/f/2018/09/27/5ff6d5126f3366e505e6caa6897ccff3_FORMATO.png",102771,16,267,"mei","Nulo",0,2,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"323","José Ricardo Araújo Fernandes","ze-ricardo","Zé Ricardo","https://s.glbimg.com/es/sde/f/2018/09/18/03e7abfdac596735f28f8c3784957b23_FORMATO.png",102911,16,266,"mei","Nulo",0,1,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"324","José Henrique da Silva Dourado","henrique-dourado","Henrique Dourado","https://s.glbimg.com/es/sde/f/2019/08/01/4a9594f3708f1d27eb4656057fd105ed_FORMATO.png",81905,16,275,"ata","Nulo",0,6,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"325","Tharlis Sartori","tharlis","Tharlis","https://s.glbimg.com/es/sde/f/2019/04/18/f819791c50769c7bd2a9f1e7f5a77afa_FORMATO.png",102997,16,315,"mei","Nulo",0,2.84,0,1.7,"Chapecoense",2,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"326","Francisco Hyun Sol Kim","chico","Chico","https://s.glbimg.com/es/sde/f/2019/03/28/591cde68116bac7ca7031a2f73847987_FORMATO.png",82407,16,354,"mei","Nulo",0,3.5,0,0.5,"Ceará",12,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"327","Rhuan da Silveira Castro","rhuan","Rhuan","https://s.glbimg.com/es/sde/f/2019/03/28/4d88ed09bc75e94e5f255e63ec33d09c_FORMATO.png",102958,16,263,"ata","Nulo",-1.1,0.77,-0.11,-0.3,"Botafogo",2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"328","Christian Alberto Cueva Bravo","cueva","Cueva","https://s.glbimg.com/es/sde/f/2019/07/01/98c25abacc555f17dc0d9530a7b16ab9_FORMATO.png",82411,16,277,"mei","Nulo",0,6.83,0,1.25,"Santos",2,3,10,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"329","Tadeu Antonio Ferreira","tadeu","Tadeu","https://s.glbimg.com/es/sde/f/2019/04/04/2c3f9d22de0dfd11ee1e9331d5fd85d9_FORMATO.png",82453,16,290,"gol","Provável",7.2,14.8,0.54,5.65,"Goiás",NA,4,11,NA,NA,NA,NA,NA,NA,35,23,1,4,NA,NA,NA,NA,NA
"330","Marcelo Gazella Hermes","marcelo-hermes","Marcelo Hermes","https://s.glbimg.com/es/sde/f/2019/03/26/e5cbd69dfd6e038a31846473359d7246_FORMATO.png",82639,16,290,"lat","Provável",-0.6,2.46,-0.57,0.33,"Goiás",5,2,7,NA,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"331","Igor de Carvalho Julião","igor-juliao","Igor Julião","https://s.glbimg.com/es/sde/f/2018/10/10/c1027d589069c95376f433aa4ccfbe1a_FORMATO.png",81951,16,266,"lat","Provável",0,3.54,0,2.13,"Fluminense",11,10,6,11,1,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"332","Vinicius Farias Locatelli","vini-locatelli","Vini Locatelli","https://s.glbimg.com/es/sde/f/2019/04/03/dd414ff9b71a2dad41b8695b82517f67_FORMATO.png",102998,16,315,"mei","Contundido",0,1,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"333","Régis Tosatti Giacomin","regis","Régis","https://s.glbimg.com/es/sde/f/2019/04/18/bad714f682461e54632caf1faf4cc374_FORMATO.png",102999,16,315,"mei","Nulo",0,3.35,0,0.95,"Chapecoense",4,2,7,6,4,NA,1,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"334","Alan Henrique Costa","alan-costa","Alan Costa","https://s.glbimg.com/es/sde/f/2019/07/08/c18e945ceabcef57bb344a15aad28d10_FORMATO.png",82613,16,341,"zag","Provável",-0.5,4,-1.09,2.67,"CSA",7,3,12,7,2,NA,2,1,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
"335","Régis Augusto Salmazzo","regis","Régis","https://s.glbimg.com/es/sde/f/2019/05/23/42c4d6f669a802cc99bd19989a00b862_FORMATO.png",82647,16,264,"mei","Nulo",0,4.02,0,2.1,"Corinthians",NA,2,1,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"336","Geirton Marques Aires","gege","Gegê","https://s.glbimg.com/es/sde/f/2019/02/18/a6e6b20f53d3e64deddfd38a901450c0_FORMATO.png",82474,16,314,"mei","Nulo",0,3.11,0,2.9,"Avaí",9,4,9,11,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"337","José Rafael Vivian","ze-rafael","Zé Rafael","https://s.glbimg.com/es/sde/f/2019/01/14/297712b048dce3da334c1701833a889a_FORMATO.jpeg",82455,16,275,"mei","Nulo",0,9.77,0,2.76,"Palmeiras",17,19,10,12,2,1,3,5,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"338","Matheus Galdezani","matheus-galdezani","Matheus Galdezani","https://s.glbimg.com/es/sde/f/2019/04/01/eef015fc7bcd190caa8be7fd622aec04_FORMATO.png",82634,16,285,"mei","Contundido",0,5,0,0,"Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"339","Guilherme de Jesus da Silva","tinga","Tinga","https://s.glbimg.com/es/sde/f/2019/03/22/fa74caf8029ce11e791edd0d7fc03025_FORMATO.png",82628,16,356,"lat","Provável",11,2.94,2.16,1.79,"Fortaleza",5,2,31,7,2,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"340","Victor Neves Rangel","victor-rangel","Victor Rangel","https://s.glbimg.com/es/sde/f/2019/06/20/68c92fea870e9b185df2fa94eff0bf62_FORMATO.png",82653,16,263,"ata","Nulo",-2,1.12,-0.56,-0.82,"Botafogo",8,5,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"341","Daniel Amorim Dias da Silva","daniel-amorim","Daniel Amorim","https://s.glbimg.com/es/sde/f/2019/02/18/0d8fec2dd84657e690f017bb4a25b414_FORMATO.png",82880,16,314,"ata","Contundido",0.3,5.13,-0.1,1.37,"Avaí",6,9,6,NA,5,NA,1,3,1,NA,NA,NA,NA,2,NA,NA,NA,NA
"342","Marcelo Rangel da Rosa","marcelo-rangel","Marcelo Rangel","https://s.glbimg.com/es/sde/f/2019/03/26/eca12439d38b9fd1ddc8662b4872f0c4_FORMATO.png",82730,16,290,"gol","Nulo",0,4,0,0,"Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"343","Yeferson Julio Soteldo Martínez","soteldo","Soteldo","https://s.glbimg.com/es/sde/f/2019/03/29/31e7873f19386d05456c38558b181df5_FORMATO.png",87258,16,277,"mei","Provável",1.1,7.25,-0.25,3.82,"Santos",9,16,32,13,9,2,5,11,3,NA,NA,NA,NA,7,NA,1,NA,NA
"344","Igor Fernandes da Silva Araújo","igor-fernandes","Igor Fernandes","https://s.glbimg.com/es/sde/f/2019/02/18/8ab8d39b2dc545324288925073d88bfd_FORMATO.png",82635,16,314,"lat","Provável",1.4,3.92,0.16,2.64,"Avaí",14,10,20,20,2,NA,3,NA,NA,NA,NA,NA,3,2,NA,NA,NA,NA
"345","Vinícius Vasconcelos Araújo","vinicius-araujo","Vinícius Araújo","https://s.glbimg.com/es/sde/f/2018/09/27/6ddf98420b08a50c32c74472f3b962b3_FORMATO.png",82767,16,267,"ata","Nulo",0,2,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"346","Miguel David Terans Pérez  ","terans","Terans","https://s.glbimg.com/es/sde/f/2018/06/26/88598177badc1f54b4f2757234282710_FORMATO.png",102878,16,282,"mei","Nulo",0.4,3.94,-1.06,0.4,"Atlético-MG",1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"347","Jean Carlos Guimarães dos Santos","jean-carlos","Jean Carlos","https://s.glbimg.com/es/sde/f/2019/08/13/a30f4147e4f6d4352203870e19f1d445_FORMATO.png",84253,16,290,"mei","Nulo",0,0.78,0,-2.8,"Goiás",1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"348","Cristovam Roberto Ribeiro da Silva","cristovam","Cristovam","https://s.glbimg.com/es/sde/f/2019/03/28/65f57e09b155b5b3a44d895928edeeca_FORMATO.png",82930,16,354,"lat","Nulo",0,3.56,0,6.2,"Ceará",1,3,1,5,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"349","Francisco Jozielson Soares de Gouveia","romarinho-gouveia","Romarinho Gouveia","",102891,16,356,"ata","Nulo",0,1,0,0,"Fortaleza",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"350","Matheus Henrique Teixeira","matheus-teixeira","Matheus Teixeira","https://s.glbimg.com/es/sde/f/2019/05/21/3acf0fad2bc3bf7cb0c9645eaf70fb0b_FORMATO.png",102907,16,275,"gol","Nulo",0,1,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"351","Rómulo Otero Vásquez","otero","Otero","https://s.glbimg.com/es/sde/f/2018/05/07/51441cf2ec940cdfbdef8dd0ee853621_FORMATO.png",83004,16,282,"mei","Nulo",2,7.75,-0.27,2.7,"Atlético-MG",9,14,7,1,8,NA,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"352","Yuri Lima Lara","yuri","Yuri","https://s.glbimg.com/es/sde/f/2019/03/29/c48336f0e13db7ffdf11a89b7fc63ee9_FORMATO.png",83263,16,265,"mei","Nulo",0,1,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"353","Luan Vinicius da Silva Santos ","luan","Luan","https://s.glbimg.com/es/sde/f/2019/04/01/d66903d72e2d84e1b6c05a8579691862_FORMATO.png",102909,16,276,"mei","Nulo",0,2.57,0,0.03,"São Paulo",16,2,14,9,1,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"354","Matheus Antunes Ribeiro","matheus-ribeiro","Matheus Ribeiro","https://s.glbimg.com/es/sde/f/2019/03/28/3e3b672c196784b9afea72e85325a468_FORMATO.png",82943,16,277,"lat","Nulo",0,3,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
