"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.clube.id.full.name","CA","FC","FD","FS","G","PE","RB","SG","DD","GS","FF","CV","DP","A","I","PP","FT","GC"
"271","Alexandre Rosa Paschoalato","alexandre-cajuru","Alexandre Cajuru","https://s.glbimg.com/es/sde/f/2019/03/23/edb53fb0c37fc84723a26e49ce65dfa0_FORMATO.png",80276,21,341,"gol","Contundido",0,3,0,0,"CSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"272","Lucas Rafael Araujo Lima","lucas-lima","Lucas Lima","https://s.glbimg.com/es/sde/f/2019/01/14/3629dc12c2a7c9f0e4c6c53a4a2cbb61_FORMATO.jpeg",80583,21,275,"mei","Nulo",4.7,4.94,0.62,1.1,"Palmeiras",1,11,2,6,NA,8,5,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA
"273","Glaybson Yago Souza Lisboa","yago-pikachu","Yago Pikachu","https://s.glbimg.com/es/sde/f/2018/09/27/ade8af11f63aa15e4664fa86f8a48e0e_FORMATO.png",80196,21,267,"mei","Provável",0,8.59,0,2.31,"Vasco",4,13,4,35,2,44,16,NA,NA,NA,12,NA,NA,1,1,2,1,NA
"274","Gilberto Moraes Júnior","gilberto","Gilberto ","https://s.glbimg.com/es/sde/f/2019/09/16/6f2f20a500853211de97a81f1227e4ae_FORMATO.png",80313,21,266,"lat","Provável",4.4,6.71,0.68,2.64,"Fluminense",1,17,4,12,NA,41,18,2,NA,NA,6,NA,NA,1,1,NA,NA,NA
"275","Francisco Edson Moreira da Silva","edinho","Edinho","https://s.glbimg.com/es/sde/f/2019/03/22/b196faf58ff8f5c11884a98aae52bb13_FORMATO.png",80193,21,356,"mei","Nulo",0,7.63,0,2.38,"Fortaleza",1,9,5,23,2,19,4,NA,NA,NA,11,NA,NA,NA,1,NA,NA,NA
"276","Alisson Euler de Freitas Castro","alisson","Alisson","https://s.glbimg.com/es/sde/f/2018/05/18/eeeced6e37969b2b8161eb83c56d069e_FORMATO.png",81845,21,284,"mei","Nulo",0,8.08,0,5.76,"Grêmio",4,13,6,18,2,16,11,NA,NA,NA,4,NA,NA,5,NA,NA,NA,NA
"277","Rodrigo Dourado Cunha","rodrigo-dourado","Rodrigo Dourado","https://s.glbimg.com/es/sde/f/2018/04/08/d62e4f24b1b01196c8a645026d8091b2_FORMATO.png",78865,21,285,"mei","Contundido",0,7.12,0,1.4,"Internacional",1,2,NA,1,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"278","Thiago dos Santos","thiago-santos","Thiago Santos","https://s.glbimg.com/es/sde/f/2019/01/14/c215c66c4f1a435e26c1d93d00555071_FORMATO.jpeg",78855,21,275,"mei","Nulo",0,5.6,0,1.55,"Palmeiras",2,20,1,6,NA,7,16,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA
"279","Marinaldo dos Santos Oliveira","naldo","Naldo","https://s.glbimg.com/es/sde/f/2019/03/23/aac48c4f03031bbaf833ecb77aaca2e3_FORMATO.png",78897,21,341,"mei","Provável",10.8,5.14,2.16,1.98,"CSA",3,26,2,12,NA,27,27,NA,NA,NA,6,NA,NA,2,2,NA,NA,NA
"280","Moisés Ribeiro Santos","moises-ribeiro","Moisés Ribeiro","https://s.glbimg.com/es/sde/f/2017/04/25/c7b046cc3c9a420d4047bb8d6d4b6570_FORMATO.png",78991,21,315,"mei","Suspenso",0,3,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"281","Ezequiel Jacinto de Biasi","ezequiel","Ezequiel ","https://s.glbimg.com/es/sde/f/2019/05/07/9db851eba6d52f43af59baaf6fc0aa8e_FORMATO.png",80318,21,265,"lat","Nulo",0,3.23,0,0.85,"Bahia",3,13,NA,2,NA,8,3,3,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"282","Pedro Henrique de Castro Silva","pedro-castro","Pedro Castro","https://s.glbimg.com/es/sde/f/2019/03/25/cdc521cfa238c56aa9fb0eb73e4aca7a_FORMATO.png",78840,21,314,"mei","Provável",4.9,5.82,0.77,2.77,"Avaí",NA,25,7,28,1,50,33,NA,NA,NA,9,NA,NA,NA,1,1,1,NA
"283","Luiz Felipe do Nascimento dos Santos","luiz-felipe","Luiz Felipe","https://s.glbimg.com/es/sde/f/2019/03/28/8bb249c2111b49eff60737fd35c27a45_FORMATO.png",79035,21,277,"zag","Nulo",0,5.54,0,3.23,"Santos",NA,NA,NA,1,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"284","Ramiro Moschen Benetti","ramiro","Ramiro","https://s.glbimg.com/es/sde/f/2019/05/23/74dd3815a00b56d9fc765cad761ff91c_FORMATO.png",78715,21,264,"mei","Provável",0,9.34,0,1.25,"Corinthians",1,17,1,8,NA,11,10,NA,NA,NA,3,NA,NA,1,NA,NA,NA,NA
"285","Michel Macedo Rocha Machado","michel","Michel","https://s.glbimg.com/es/sde/f/2019/05/23/d6ee8c1facd131fa22d648e2509f5cac_FORMATO.png",80664,21,264,"lat","Suspenso",0,2.41,0,1.17,"Corinthians",1,7,NA,6,NA,10,5,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"286","Reinaldo Manoel da Silva","reinaldo","Reinaldo","https://s.glbimg.com/es/sde/f/2019/04/01/6d2d1a24cd6dbf9313e0b6efedc5c055_FORMATO.png",78850,21,276,"lat","Provável",1.4,14.28,-0.44,6.53,"São Paulo",3,20,7,25,4,40,34,7,NA,NA,15,NA,NA,1,NA,1,NA,NA
"287","Arthur Caíke do Nascimento Cruz","arthur-caike","Arthur Caíke","https://s.glbimg.com/es/sde/f/2019/02/27/3388dd10ab1c840b939f315bb52195b8_FORMATO.png",80337,21,265,"ata","Nulo",-0.2,8.99,-0.2,2.26,"Bahia",NA,14,4,8,3,22,3,NA,NA,NA,13,1,NA,1,2,NA,1,NA
"288","Pedro Tonon Geromel","pedro-geromel","Pedro Geromel","https://s.glbimg.com/es/sde/f/2018/05/21/afc76ea4e9c31e2977ea5e9a90c802b3_FORMATO.png",80853,21,284,"zag","Contundido",0,13.01,0,6.4,"Grêmio",3,7,1,7,1,12,28,4,NA,NA,3,NA,NA,NA,NA,NA,NA,NA
"289","Igor de Carvalho Julião","igor-juliao","Igor Julião","https://s.glbimg.com/es/sde/f/2019/09/16/11755fb3a36a0608a2770c614eaa0c16_FORMATO.png",81951,21,266,"lat","Nulo",0,4.23,0,2.42,"Fluminense",1,13,2,13,NA,10,14,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"290","Mayke Rocha de Oliveira","mayke","Mayke","https://s.glbimg.com/es/sde/f/2019/01/14/44f0336a3733e2e3fb4fccc9cf275f3a_FORMATO.jpeg",81150,21,275,"lat","Contundido",0,7.71,0,-0.3,"Palmeiras",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"291","Johnath Marlone Azevedo da Silva","marlone","Marlone","https://s.glbimg.com/es/sde/f/2019/03/26/b8ec528564308c15c0bb71bc4f8a95ab_FORMATO.png",80944,21,290,"mei","Nulo",0,5.27,0,1.46,"Goiás",1,7,NA,7,1,16,7,NA,NA,NA,6,NA,NA,NA,1,NA,1,NA
"292","Diego Santos Gama Camilo","biro-biro","Biro Biro","https://s.glbimg.com/es/sde/f/2019/07/10/28265c0a5960ef7125c08e60594b3b70_FORMATO.png",80949,21,263,"ata","Contundido",0,3,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"293","Tadeu Antonio Ferreira","tadeu","Tadeu","https://s.glbimg.com/es/sde/f/2019/04/04/2c3f9d22de0dfd11ee1e9331d5fd85d9_FORMATO.png",82453,21,290,"gol","Provável",21.5,17.32,2.8,6.11,"Goiás",NA,NA,NA,6,NA,14,NA,6,41,25,NA,NA,2,NA,NA,NA,NA,NA
"294","Alan Henrique Costa","alan-costa","Alan Costa","https://s.glbimg.com/es/sde/f/2019/07/08/c18e945ceabcef57bb344a15aad28d10_FORMATO.png",82613,21,341,"zag","Provável",1,4.76,-0.45,2.7,"CSA",2,14,1,3,NA,17,12,5,NA,NA,4,NA,NA,NA,1,NA,NA,NA
"295","Christian Alberto Cueva Bravo","cueva","Cueva","https://s.glbimg.com/es/sde/f/2019/07/01/98c25abacc555f17dc0d9530a7b16ab9_FORMATO.png",82411,21,277,"mei","Nulo",0,5.15,0,0.38,"Santos",1,4,NA,4,NA,12,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"296","Marcos Vinícius dos Santos Gonçalves","marquinhos-santos","Marquinhos Santos","https://s.glbimg.com/es/sde/f/2019/09/19/b0d1c45c9de1abdfb26e083adff2e1b1_FORMATO.png",81031,21,315,"tec","Provável",0,8.15,0,1.25,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"297","Francisco Hyun Sol Kim","chico","Chico","https://s.glbimg.com/es/sde/f/2019/03/28/591cde68116bac7ca7031a2f73847987_FORMATO.png",82407,21,354,"mei","Nulo",0,3.68,0,0.65,"Ceará",1,14,1,8,NA,7,6,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"298","José Rafael Vivian","ze-rafael","Zé Rafael","https://s.glbimg.com/es/sde/f/2019/01/14/297712b048dce3da334c1701833a889a_FORMATO.jpeg",82455,21,275,"mei","Nulo",0,9.09,0,2.59,"Palmeiras",3,23,6,24,NA,14,14,NA,NA,NA,7,NA,NA,1,1,NA,NA,NA
"299","Geirton Marques Aires","gege","Gegê","https://s.glbimg.com/es/sde/f/2019/02/18/a6e6b20f53d3e64deddfd38a901450c0_FORMATO.png",82474,21,314,"mei","Nulo",8,4.48,1.37,3.54,"Avaí",NA,9,3,4,1,9,11,NA,NA,NA,3,NA,NA,NA,NA,NA,1,NA
"300","Guilherme de Jesus da Silva","tinga","Tinga","https://s.glbimg.com/es/sde/f/2019/03/22/fa74caf8029ce11e791edd0d7fc03025_FORMATO.png",82628,21,356,"lat","Provável",1.5,2,-0.23,2.11,"Fortaleza",NA,5,NA,5,1,51,11,1,NA,NA,4,NA,NA,2,NA,NA,NA,NA
"301","Matheus Galdezani","matheus-galdezani","Matheus Galdezani","https://s.glbimg.com/es/sde/f/2019/04/01/eef015fc7bcd190caa8be7fd622aec04_FORMATO.png",82634,21,285,"mei","Contundido",0,5,0,0,"Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"302","Franco Matías Di Santo","di-santo","Di Santo","https://s.glbimg.com/es/sde/f/2019/08/06/4b4ee867e422a17af92dd778a5d83993_FORMATO.png",80748,21,282,"ata","Provável",0,7.11,0,3.53,"Atlético-MG",NA,1,2,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"303","Luan Garcia Teixeira","luan","Luan","https://s.glbimg.com/es/sde/f/2019/01/14/a90df5771f9066a2c5babe59b575790d_FORMATO.jpeg",80692,21,275,"zag","Nulo",0,9.98,0,5.24,"Palmeiras",NA,6,3,6,NA,4,12,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"304","Jair Rodrigues Júnior","jair","Jair","https://s.glbimg.com/es/sde/f/2019/03/29/ada175db5435512e91702370cd95d14f_FORMATO.png",81091,21,282,"mei","Nulo",0,6.81,0,3.48,"Atlético-MG",2,16,NA,14,1,13,21,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"305","Marcelo Gazella Hermes","marcelo-hermes","Marcelo Hermes","https://s.glbimg.com/es/sde/f/2019/03/26/e5cbd69dfd6e038a31846473359d7246_FORMATO.png",82639,21,290,"lat","Suspenso",2.5,3.41,-0.2,2.35,"Goiás",3,9,1,7,NA,17,10,1,NA,NA,3,NA,NA,1,NA,NA,NA,NA
"306","Igor Fernandes da Silva Araújo","igor-fernandes","Igor Fernandes","https://s.glbimg.com/es/sde/f/2019/02/18/8ab8d39b2dc545324288925073d88bfd_FORMATO.png",82635,21,314,"lat","Provável",2.5,4.57,-0.34,2.93,"Avaí",3,18,NA,10,NA,33,26,6,NA,NA,2,NA,NA,NA,2,NA,NA,NA
"307","Victor Neves Rangel","victor-rangel","Victor Rangel","https://s.glbimg.com/es/sde/f/2019/06/20/68c92fea870e9b185df2fa94eff0bf62_FORMATO.png",82653,21,263,"ata","Provável",2.3,1.76,0.24,-0.06,"Botafogo",1,10,NA,14,NA,10,1,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA
"308","Oswaldo José Henríquez Bocanegra","oswaldo-henriquez","Oswaldo Henríquez","https://s.glbimg.com/es/sde/f/2018/09/27/93bdf7db4666448d0da5432a29006d5f_FORMATO.png",81241,21,267,"zag","Suspenso",0,3.6,0,2.31,"Vasco",3,8,2,3,NA,19,12,4,NA,NA,1,NA,NA,NA,NA,NA,1,NA
"309","Clayton Silveira da Silva","clayton","Clayton","https://s.glbimg.com/es/sde/f/2019/09/05/0bb3b5b6b03109f7053ff8bc82656358_FORMATO.png",81770,21,267,"ata","Nulo",0,3.48,0,-0.2,"Vasco",1,5,3,NA,NA,5,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"310","Carlos Andrés Sánchez Arcosa","carlos-sanchez","Carlos Sánchez","https://s.glbimg.com/es/sde/f/2019/03/28/c138b40f3a1c3c5a30059c6bfeb61b3d_FORMATO.png",81677,21,277,"mei","Nulo",0.9,13.1,-0.66,5.12,"Santos",2,26,13,40,6,66,21,NA,NA,NA,11,NA,NA,3,4,1,2,NA
"311","Marcelo Rangel da Rosa","marcelo-rangel","Marcelo Rangel","https://s.glbimg.com/es/sde/f/2019/03/26/eca12439d38b9fd1ddc8662b4872f0c4_FORMATO.png",82730,21,290,"gol","Nulo",0,5.43,0,12.5,"Goiás",NA,NA,NA,1,NA,NA,NA,NA,6,3,NA,NA,NA,NA,NA,NA,NA,NA
"312","Bruno dos Santos Nazário","bruno-nazario","Bruno Nazário","https://s.glbimg.com/es/sde/f/2019/03/30/23a1a1c9b0e58f10ebf65e3a02139cd9_FORMATO.png",81776,21,293,"mei","Contundido",0,2.36,0,1.65,"Athlético-PR",1,5,5,10,NA,11,2,NA,NA,NA,3,NA,NA,NA,NA,NA,1,NA
"313","Régis Augusto Salmazzo","regis","Régis","https://s.glbimg.com/es/sde/f/2019/05/23/42c4d6f669a802cc99bd19989a00b862_FORMATO.png",82647,21,264,"mei","Nulo",0,4.02,0,2.1,"Corinthians",NA,NA,1,2,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"314","Neilton Meira Mestzk","neilton","Neilton","https://s.glbimg.com/es/sde/f/2019/03/29/640d511884279db90f11e5446270556b_FORMATO.png",83772,21,285,"ata","Dúvida",0,6.6,0,3.27,"Internacional",NA,5,1,15,1,15,7,NA,NA,NA,4,NA,NA,NA,1,NA,NA,NA
"315","Juan Ramón Cazares Sevillano","cazares","Cazares","https://s.glbimg.com/es/sde/f/2019/05/30/7e60ff2712f74e10b9a6bcf9661f2f8f_FORMATO.png",81682,21,282,"mei","Provável",0,9.85,0,4.37,"Atlético-MG",NA,10,18,6,4,57,6,NA,NA,NA,13,NA,NA,NA,NA,NA,1,NA
"316","Cristovam Roberto Ribeiro da Silva","cristovam","Cristovam","https://s.glbimg.com/es/sde/f/2019/03/28/65f57e09b155b5b3a44d895928edeeca_FORMATO.png",82930,21,354,"lat","Nulo",0,2.49,0,1.93,"Ceará",2,6,NA,6,NA,10,8,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"317","Matheus Antunes Ribeiro","matheus-ribeiro","Matheus Ribeiro","https://s.glbimg.com/es/sde/f/2019/03/28/3e3b672c196784b9afea72e85325a468_FORMATO.png",82943,21,277,"lat","Nulo",0,3,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"318","Daniel Amorim Dias da Silva","daniel-amorim","Daniel Amorim","https://s.glbimg.com/es/sde/f/2019/02/18/0d8fec2dd84657e690f017bb4a25b414_FORMATO.png",82880,21,314,"ata","Contundido",0,5.13,0,1.37,"Avaí",1,6,3,9,1,6,NA,NA,NA,NA,5,NA,NA,NA,2,NA,NA,NA
"319","Vinícius Vasconcelos Araújo","vinicius-araujo","Vinícius Araújo","https://s.glbimg.com/es/sde/f/2018/09/27/6ddf98420b08a50c32c74472f3b962b3_FORMATO.png",82767,21,267,"ata","Nulo",0,2,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"320","Guilherme Parede Pinheiro","guilherme-parede","Guilherme Parede","https://s.glbimg.com/es/sde/f/2019/04/29/a4e7ace9cd75f4187d56ba2fd7543a56_FORMATO.png",83438,21,285,"ata","Nulo",0,4.28,-0.15,1.89,"Internacional",2,15,6,22,1,15,6,NA,NA,NA,8,NA,NA,1,8,NA,NA,NA
"321","Patrick Bezerra do Nascimento","patrick","Patrick","https://s.glbimg.com/es/sde/f/2018/04/08/ecdf20e0263f65cb7a63bf0e68ebd3b6_FORMATO.png",83433,21,285,"mei","Provável",5.1,8.49,0.1,3.36,"Internacional",1,12,1,14,NA,21,21,NA,NA,NA,4,NA,NA,1,NA,NA,NA,NA
"322","Leonardo Pereira","leo-pereira","Léo Pereira","https://s.glbimg.com/es/sde/f/2019/03/30/201871306b5a466590adf1665d431285_FORMATO.png",83528,21,293,"zag","Provável",-2.3,7.54,-0.52,2.12,"Athlético-PR",5,19,3,7,1,36,13,5,NA,NA,4,NA,NA,NA,1,NA,NA,NA
"323","Rafael Chagas Machado","rafinha","Rafinha","https://s.glbimg.com/es/sde/f/2019/03/23/6fa441d642d426cca217c6d7c843a2c0_FORMATO.png",83681,21,341,"lat","Nulo",0,3.92,0,2.95,"CSA",NA,2,NA,3,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"324","Lucas Vinícius Gonçalves Silva","lucao","Lucão","https://s.glbimg.com/es/sde/f/2019/09/16/6750992c341b140d5dfc78630ad67add_FORMATO.png",83199,21,266,"ata","Nulo",0,2.71,0,-0.15,"Fluminense",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"325","Rómulo Otero Vásquez","otero","Otero","https://s.glbimg.com/es/sde/f/2018/05/07/51441cf2ec940cdfbdef8dd0ee853621_FORMATO.png",83004,21,282,"mei","Nulo",0,6.99,0,2.04,"Atlético-MG",1,9,6,14,NA,7,1,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA
"326","Luan Guilherme de Jesus Vieira","luan","Luan","https://s.glbimg.com/es/sde/f/2018/05/21/c01a0fcc9657bf0df6cfde4356ece5bc_FORMATO.png",86759,21,284,"ata","Nulo",21.5,13.61,2.42,5.07,"Grêmio",NA,11,6,23,4,41,9,NA,NA,NA,9,NA,NA,5,1,NA,1,NA
"327","Gabriel Barbosa Almeida","gabriel","Gabriel","https://s.glbimg.com/es/sde/f/2019/04/26/dd35120796b86e57f5dcbd4aec56cbce_FORMATO.png",83257,21,262,"ata","Provável",9.1,21.43,-0.07,10.7,"Flamengo",5,12,17,16,18,34,5,NA,NA,NA,22,NA,NA,3,9,NA,NA,NA
"328","Clayson Henrique da Silva Vieira","clayson","Clayson","https://s.glbimg.com/es/sde/f/2019/05/23/4eeb5e5d8c27f4298bba05b91526868c_FORMATO.png",83817,21,264,"ata","Provável",0,11.61,0,2.76,"Corinthians",4,24,7,28,3,35,13,NA,NA,NA,5,NA,NA,1,1,NA,1,NA
"329","Matheus Rossetto","matheus-rossetto","Matheus Rossetto","https://s.glbimg.com/es/sde/f/2019/03/30/05eb59cd87f511f9e069941d777aa540_FORMATO.png",86766,21,293,"mei","Nulo",0,2.49,0,0.17,"Athlético-PR",2,11,NA,3,NA,15,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"330","Ewandro Felipe de Lima Costa","ewandro","Ewandro","https://s.glbimg.com/es/sde/f/2019/09/17/ce3388e9c6a04c049bf26d2d4e89696b_FORMATO.png",86842,21,266,"ata","Nulo",0,2.46,0,-2.5,"Fluminense",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"331","Yuri Lima Lara","yuri","Yuri","https://s.glbimg.com/es/sde/f/2019/03/29/c48336f0e13db7ffdf11a89b7fc63ee9_FORMATO.png",83263,21,265,"mei","Nulo",0,1,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"332","João Paulo da Silva Alves","joao-paulo","João Paulo","https://s.glbimg.com/es/sde/f/2019/02/18/e6b56502fd1ec5cd75f853c47b7df942_FORMATO.png",86770,21,314,"mei","Nulo",0,5.63,0,2.85,"Avaí",3,31,6,29,2,47,28,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA
"333","Diego Barbosa Tavares","diego-tavares","Diego Tavares","https://s.glbimg.com/es/sde/f/2019/03/26/2927048c0da9fb9fe99f8992d8483dbc_FORMATO.png",83869,21,356,"lat","Nulo",0,3,0,0,"Fortaleza",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"334","Bruno Ferreira Melo","bruno-melo","Bruno Melo","https://s.glbimg.com/es/sde/f/2019/03/22/5b57ab0df3cfe7250d2365f6149d1672_FORMATO.png",84339,21,356,"lat","Nulo",0,3.2,0,3.22,"Fortaleza",NA,7,NA,9,1,9,3,2,NA,NA,1,1,NA,NA,1,NA,NA,NA
"335","José Welison da Silva","jose-welison","José Welison","https://s.glbimg.com/es/sde/f/2018/07/11/1d923ab86aabd29245dae5fd1338d9bd_FORMATO.png",86859,21,282,"mei","Dúvida",0,4.66,0,2.32,"Atlético-MG",2,8,NA,5,NA,13,16,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA
"336","Jean Carlos Guimarães dos Santos","jean-carlos","Jean Carlos","https://s.glbimg.com/es/sde/f/2019/08/13/a30f4147e4f6d4352203870e19f1d445_FORMATO.png",84253,21,290,"mei","Nulo",0,0.78,0,-2.8,"Goiás",1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"337","Andrevaldo de Jesus Santos","valdo","Valdo","https://s.glbimg.com/es/sde/f/2019/03/28/45578b3cbd48709822cd22573ff790b6_FORMATO.png",84509,21,354,"zag","Provável",5.2,5.35,0.41,3.16,"Ceará",2,14,3,10,NA,19,24,4,NA,NA,1,NA,NA,1,NA,NA,NA,NA
"338","Max Walef Araújo da Silva","max-walef","Max Walef","https://s.glbimg.com/es/sde/f/2019/03/22/a9f9fc2677cbf0f365db6054f150935d_FORMATO.png",84338,21,356,"gol","Nulo",0,1,0,0,"Fortaleza",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"339","Jordi Almeida","jordi","Jordi","https://s.glbimg.com/es/sde/f/2019/04/27/086fa2e4939cd7153795f155d02f6f52_FORMATO.png",86776,21,341,"gol","Provável",-3.5,10.36,-4.1,6.73,"CSA",4,3,NA,3,NA,14,NA,7,52,29,NA,NA,2,NA,NA,NA,NA,NA
"340","Raniel Santana de Vasconcelos","raniel","Raniel","https://s.glbimg.com/es/sde/f/2019/07/10/b2a83db69e1af02d9bff2563564fa017_FORMATO.png",86797,21,276,"ata","Nulo",0,6.66,0,2.12,"São Paulo",2,11,6,13,1,12,5,NA,NA,NA,8,1,NA,1,3,NA,1,1
"341","Gustavo Henrique da Silva Sousa","gustavo","Gustavo","https://s.glbimg.com/es/sde/f/2019/05/23/e465cd357033b982d32052d767bea71d_FORMATO.png",86932,21,264,"ata","Nulo",0,3.55,0,1.59,"Corinthians",NA,11,2,8,1,2,2,NA,NA,NA,5,NA,NA,NA,2,NA,NA,NA
"342","Rafael Diniz Alves e Silva","rafinha","Rafinha","https://s.glbimg.com/es/sde/f/2019/03/26/da0e26b0ad42f47aecd017b463a244e5_FORMATO.png",84381,21,290,"mei","Nulo",-0.3,2.7,-0.78,1.52,"Goiás",NA,2,1,3,NA,3,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA
"343","Bruno Alves de Souza","bruno-alves","Bruno Alves","https://s.glbimg.com/es/sde/f/2019/09/13/6a63d017c3cafbb9d929b7a8d1c922d2_FORMATO.png",84462,21,341,"ata","Nulo",0,0.77,0,-1.75,"CSA",1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"344","Nathan Allan de Souza","nathan","Nathan","https://s.glbimg.com/es/sde/f/2018/07/25/2ebd70cae4e549a49e708c60abbee23a_FORMATO.png",87009,21,282,"mei","Nulo",0,5.33,0,2.37,"Atlético-MG",1,6,4,3,2,14,6,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA
"345","Emerson Raymundo Santos","emerson-santos","Emerson Santos","https://s.glbimg.com/es/sde/f/2018/07/20/c87125fb04d89c8e72a797a7b0ceeddb_FORMATO.png",86972,21,285,"zag","Nulo",0,4.42,0,3.22,"Internacional",3,12,2,3,1,22,13,4,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"346","Daniel de Sousa Brito","daniel","Daniel","https://s.glbimg.com/es/sde/f/2019/04/26/ac6062a69b3c066cd610015cd65af6e5_FORMATO.png",96468,21,285,"gol","Nulo",0,3,0,0,"Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"347","José Carlos Cracco Neto","zeca","Zeca","https://s.glbimg.com/es/sde/f/2018/04/24/ef12015cf94f9b6c7ab39c4b092ba4a4_FORMATO.png",87192,21,285,"lat","Provável",0,7.09,-0.54,3.93,"Internacional",3,12,1,5,NA,29,34,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"348","Leonardo Gomes da Conceição Silva","leonardo","Leonardo","https://s.glbimg.com/es/sde/f/2018/05/21/15d96549307788253f2aba10bff0c973_FORMATO.png",86973,21,284,"lat","Contundido",0,5.41,0,2.7,"Grêmio",2,9,4,1,NA,18,7,4,NA,NA,3,NA,NA,NA,NA,NA,NA,NA
"349","Fernando Pereira do Nascimento","fernando-sobral","Fernando Sobral","https://s.glbimg.com/es/sde/f/2019/03/28/2036fe932766e953f14ef5fc5ed37a53_FORMATO.png",84428,21,354,"mei","Nulo",0,5.34,0,2.14,"Ceará",1,17,2,11,NA,23,22,NA,NA,NA,6,NA,NA,NA,1,NA,NA,NA
"350","Danilo Carvalho Barcelos","danilo-barcelos","Danilo Barcelos","https://s.glbimg.com/es/sde/f/2019/02/04/9212d58ce4cacfc864eabd43e1aacd0e_FORMATO.jpeg",84382,21,267,"lat","Provável",0,6.64,0,3.76,"Vasco",NA,20,5,8,2,28,16,2,NA,NA,6,1,NA,1,1,NA,1,NA
"351","José Romário Silva de Souza","romarinho","Romarinho","https://s.glbimg.com/es/sde/f/2019/03/22/1e91578796c67027f42f8dfaefafd24d_FORMATO.png",84523,21,356,"ata","Provável",6,5.86,0.81,2.81,"Fortaleza",1,13,7,39,1,38,14,NA,NA,NA,5,NA,NA,2,1,NA,NA,NA
