"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.clube.id.full.name","CA","FC","FD","FS","G","PE","RB","SG","CV","FF","FT","DD","DP","GS","A","I","GC","PP"
"277","Alexandre Rosa Paschoalato","alexandre-cajuru","Alexandre Cajuru","https://s.glbimg.com/es/sde/f/2019/03/23/edb53fb0c37fc84723a26e49ce65dfa0_FORMATO.png",80276,33,341,"gol","Contundido",0,3,0,0,"CSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"278","Glaybson Yago Souza Lisboa","yago-pikachu","Yago Pikachu","https://s.glbimg.com/es/sde/f/2018/09/27/ade8af11f63aa15e4664fa86f8a48e0e_FORMATO.png",80196,33,267,"mei","Nulo",0,9.62,0,2.61,"Vasco",5,17,5,51,3,66,27,NA,NA,21,1,NA,NA,NA,2,2,NA,2
"279","Yuri Cesar Santos de Oliveira Silva","yuri","Yuri ",NA,103446,33,262,"mei","Nulo",0,2,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"280","Tharlis Sartori","tharlis","Tharlis","https://s.glbimg.com/es/sde/f/2019/04/18/f819791c50769c7bd2a9f1e7f5a77afa_FORMATO.png",102997,33,315,"mei","Nulo",0,2.84,0,1.7,"Chapecoense",NA,2,NA,1,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"281","Alejandro Ariel Cabral","ariel-cabral","Ariel Cabral","https://s.glbimg.com/es/sde/f/2018/05/18/f33acc95e50fe26abc27ac1d525bb4a4_FORMATO.png",80363,33,283,"mei","Nulo",0,2.83,0,1.42,"Cruzeiro",2,12,1,8,NA,20,15,NA,NA,4,NA,NA,NA,NA,1,NA,NA,NA
"282","Franco Matías Di Santo","di-santo","Di Santo","https://s.glbimg.com/es/sde/f/2019/08/06/4b4ee867e422a17af92dd778a5d83993_FORMATO.png",80748,33,282,"ata","Provável",6,6.94,0.94,1.64,"Atlético-MG",2,22,7,12,3,13,6,NA,NA,5,NA,NA,NA,NA,NA,8,NA,1
"283","Michel Borges De Jesus","michel","Michel","https://s.glbimg.com/es/sde/f/2019/03/28/a3e3e2db3e62bb26d03186bd96da7bed_FORMATO.png",103579,33,283,"mei","Nulo",0,2,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"284","Ignácio da Silva Oliveira","ignacio","Ignácio","https://s.glbimg.com/es/sde/f/2019/03/29/4aba5de37f22854b10a7562dc8d5cd4d_FORMATO.png",103523,33,265,"zag","Nulo",0,2,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"285","Phelipe Megiolaro Alves","phelipe","Phelipe","",103524,33,284,"gol","Nulo",0,1.21,0,2,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA
"286","Antony Matheus do Santos","antony","Antony","https://s.glbimg.com/es/sde/f/2019/04/01/8f7a82b4d2e116fcf5f4b7f1bf94080f_FORMATO.png",103455,33,276,"ata","Provável",0,12.05,0,4.6,"São Paulo",3,22,22,67,2,81,25,NA,1,16,2,NA,NA,NA,5,1,NA,NA
"287","Pedro Tonon Geromel","pedro-geromel","Pedro Geromel","https://s.glbimg.com/es/sde/f/2018/05/21/afc76ea4e9c31e2977ea5e9a90c802b3_FORMATO.png",80853,33,284,"zag","Provável",3.3,12.95,0.38,5.91,"Grêmio",4,12,1,12,3,26,38,6,NA,5,NA,NA,NA,NA,NA,NA,NA,NA
"288","Fábio Gonçalves","fabinho","Fabinho","https://s.glbimg.com/es/sde/f/2019/03/28/8130912c9c6386df9e0982c031fd0299_FORMATO.png",80393,33,354,"mei","Provável",4.4,7.03,0.15,2.44,"Ceará",7,47,5,33,1,38,59,NA,NA,5,1,NA,NA,NA,NA,3,NA,NA
"289","Johnath Marlone Azevedo da Silva","marlone","Marlone","https://s.glbimg.com/es/sde/f/2019/03/26/b8ec528564308c15c0bb71bc4f8a95ab_FORMATO.png",80944,33,290,"mei","Nulo",0,4.68,0,1.21,"Goiás",1,9,NA,9,1,19,7,NA,NA,6,1,NA,NA,NA,NA,1,NA,NA
"290","Régis Tosatti Giacomin","regis","Régis","https://s.glbimg.com/es/sde/f/2019/08/27/b303b6955ad8d657ee27eff48db5500a_FORMATO.png",102999,33,315,"mei","Nulo",0,3.34,0,1.3,"Chapecoense",1,12,4,5,NA,15,12,NA,NA,11,NA,NA,NA,NA,NA,3,NA,NA
"291","Vinicius Farias Locatelli","vini-locatelli","Vini Locatelli","https://s.glbimg.com/es/sde/f/2019/08/27/076f607fdc6337a1f254484ae3c63eef_FORMATO.png",102998,33,315,"mei","Nulo",1.2,1.55,0.04,2.07,"Chapecoense",NA,6,4,8,NA,7,5,NA,NA,3,NA,NA,NA,NA,1,NA,NA,NA
"292","Luciano da Rocha Neves","luciano","Luciano","https://s.glbimg.com/es/sde/f/2019/07/30/6d045d7809171c7ff080a09196c9b11d_FORMATO.png",80287,33,284,"ata","Provável",1.4,7.06,-1.3,4.36,"Grêmio",6,25,14,29,5,46,20,NA,NA,15,1,NA,NA,NA,4,5,NA,1
"293","Gilberto Moraes Júnior","gilberto","Gilberto ","https://s.glbimg.com/es/sde/f/2019/09/16/6f2f20a500853211de97a81f1227e4ae_FORMATO.png",80313,33,266,"lat","Provável",1.9,6.86,0.49,2.89,"Fluminense",2,29,8,19,NA,77,28,7,NA,10,NA,NA,NA,NA,2,1,NA,NA
"294","Lucas Rafael Araujo Lima","lucas-lima","Lucas Lima","https://s.glbimg.com/es/sde/f/2019/01/14/3629dc12c2a7c9f0e4c6c53a4a2cbb61_FORMATO.jpeg",80583,33,275,"mei","Provável",1.4,4.46,-0.84,1.41,"Palmeiras",3,17,4,14,1,21,8,NA,1,2,NA,NA,NA,NA,3,NA,NA,NA
"295","Renato Vieira Rodrigues","renatinho","Renatinho","https://s.glbimg.com/es/sde/f/2019/03/26/4bc605d5a170ce1412fa7c8250432d85_FORMATO.png",80395,33,290,"mei","Contundido",0,2.11,0,0.91,"Goiás",1,4,4,7,NA,9,2,NA,NA,4,NA,NA,NA,NA,NA,1,NA,NA
"296","Éderson José dos Santos Lourenço da Silva","ederson","Éderson","https://s.glbimg.com/es/sde/f/2018/09/25/2b532258f7e60e9ec20bb6d04c574566_FORMATO.png",103099,33,283,"mei","Provável",2.3,3.12,-0.71,3,"Cruzeiro",3,28,5,25,2,33,22,NA,NA,10,1,NA,NA,NA,NA,1,NA,NA
"297","Matheus Francisco Inácio","matheus-inacio","Matheus Inácio","https://s.glbimg.com/es/sde/f/2019/04/23/0874eaa1c85dea23ae378fbf3d5e1768_FORMATO.png",80394,33,356,"gol","Contundido",0,2,0,0,"Fortaleza",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"298","Matias Antonini Lui","antonini","Antonini","https://s.glbimg.com/es/sde/f/2018/08/09/f41ecc80cc226664f24552cc555ae14b_FORMATO.png",103069,33,284,"zag","Nulo",0,1,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"299","Kaio Jorge Pinto Ramos","kaio-jorge","Kaio Jorge","https://s.glbimg.com/es/sde/f/2019/07/13/888ace1dc8eb099da8d50ef85c608e9c_FORMATO.png",103445,33,277,"ata","Nulo",0,0.75,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"300","Mateus Gonçalves Martins","mateus-goncalves","Mateus Gonçalves","https://s.glbimg.com/es/sde/f/2019/04/30/fa847e00f13ad27310e18e3ed9e229f5_FORMATO.jpeg",103076,33,354,"ata","Nulo",0,3.01,0,1.82,"Ceará",1,11,2,8,3,21,9,NA,NA,6,NA,NA,NA,NA,NA,1,NA,NA
"301","Andrew da Silva Ventura","andrew","Andrew","https://s.glbimg.com/es/sde/f/2019/03/28/6bb49f946fbf4eb4e9fa370948141d04_FORMATO.png",103183,33,263,"gol","Nulo",0,2,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"302","Rhuan da Silveira Castro","rhuan","Rhuan","https://s.glbimg.com/es/sde/f/2019/03/28/4d88ed09bc75e94e5f255e63ec33d09c_FORMATO.png",102958,33,263,"ata","Nulo",2,1.06,0.04,0.64,"Botafogo",NA,2,NA,10,NA,8,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"303","Marcos Paulo Costa do Nascimento","marcos-paulo","Marcos Paulo","https://s.glbimg.com/es/sde/f/2019/11/13/ccf213ddea0b0247d238ad8148f96af9_FORMATO.png",103645,33,266,"ata","Provável",-0.7,4.26,-0.21,3.71,"Fluminense",NA,10,6,12,2,29,19,NA,NA,13,1,NA,NA,NA,2,1,NA,NA
"304","Gustavo Henrique Ferrareis","gustavo-ferrareis","Gustavo Ferrareis","https://s.glbimg.com/es/sde/f/2019/07/02/fda6a393b916b8422ff410f559b39735_FORMATO.png",89815,33,314,"mei","Nulo",0,2.67,0,0.74,"Avaí",2,9,4,13,NA,21,5,NA,1,11,NA,NA,NA,NA,NA,1,NA,NA
"305","Diego Santos Gama Camilo","biro-biro","Biro Biro","https://s.glbimg.com/es/sde/f/2019/07/10/28265c0a5960ef7125c08e60594b3b70_FORMATO.png",80949,33,263,"ata","Contundido",0,3,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"306","Luan Garcia Teixeira","luan","Luan","https://s.glbimg.com/es/sde/f/2019/01/14/a90df5771f9066a2c5babe59b575790d_FORMATO.jpeg",80692,33,275,"zag","Nulo",0.2,8.78,-0.17,3.45,"Palmeiras",1,13,3,10,NA,15,19,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"307","Dênis de Oliveira Aguiar Júnior","junior","Júnior","https://s.glbimg.com/es/sde/f/2019/04/01/f8a36e8e52088ffa0e8b4469629c46fe_FORMATO.png",103662,33,276,"gol","Nulo",0,1,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"308","Marcos Vinícius dos Santos Gonçalves","marquinhos-santos","Marquinhos Santos","https://s.glbimg.com/es/sde/f/2019/09/19/b0d1c45c9de1abdfb26e083adff2e1b1_FORMATO.png",81031,33,315,"tec","Provável",5.46,8.73,0.59,2.93,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"309","Ezequiel Jacinto de Biasi","ezequiel","Ezequiel ","https://s.glbimg.com/es/sde/f/2019/05/07/9db851eba6d52f43af59baaf6fc0aa8e_FORMATO.png",80318,33,265,"lat","Nulo",0,3.23,0,0.85,"Bahia",3,13,NA,2,NA,8,3,3,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"310","César Nunes da Costa","cesar","César","https://s.glbimg.com/es/sde/f/2018/09/18/d2e64310e53678e2ab4f1d70a1a6bf88_FORMATO.png",102912,33,266,"lat","Nulo",0,1,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"311","Jadsom Meemyas de Oliveira da Silva","jadsom-silva","Jadsom Silva","https://s.glbimg.com/es/sde/f/2019/07/19/a7dcf04f6232206e604ceb37a6457e02_FORMATO.png",103695,33,283,"mei","Nulo",0,0.76,0,0,"Cruzeiro",NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"312","Jair Rodrigues Júnior","jair","Jair","https://s.glbimg.com/es/sde/f/2019/03/29/ada175db5435512e91702370cd95d14f_FORMATO.png",81091,33,282,"mei","Suspenso",1.2,6.16,-0.65,3.25,"Atlético-MG",3,16,NA,18,1,14,22,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"313","Mayke Rocha de Oliveira","mayke","Mayke","https://s.glbimg.com/es/sde/f/2019/01/14/44f0336a3733e2e3fb4fccc9cf275f3a_FORMATO.jpeg",81150,33,275,"lat","Nulo",0,5.75,0,-0.4,"Palmeiras",NA,1,NA,1,NA,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
"314","Alan Henrique Costa","alan-costa","Alan Costa","https://s.glbimg.com/es/sde/f/2019/07/08/c18e945ceabcef57bb344a15aad28d10_FORMATO.png",82613,33,341,"zag","Provável",-1.3,4.03,-0.15,1.67,"CSA",4,19,1,5,NA,29,21,5,NA,5,NA,NA,NA,NA,NA,3,NA,NA
"315","Arthur Caíke do Nascimento Cruz","arthur-caike","Arthur Caíke","https://s.glbimg.com/es/sde/f/2019/02/27/3388dd10ab1c840b939f315bb52195b8_FORMATO.png",80337,33,265,"ata","Dúvida",10.6,10.62,1.66,2.56,"Bahia",1,18,10,12,5,27,6,NA,1,19,1,NA,NA,NA,1,4,NA,NA
"316","Matheus Bungenstab Stockl","matheus-stockl","Matheus Stockl","https://s.glbimg.com/es/sde/f/2019/03/30/86011c733ddfa6a95f8ce320b63fab21_FORMATO.png",104088,33,282,"zag","Nulo",0,1,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"317","Miguel Ángel Borja Hernández","borja","Borja","https://s.glbimg.com/es/sde/f/2019/01/14/393ccccd62c119cd16a7237e06bb54bf_FORMATO.jpeg",86120,33,275,"ata","Provável",13.3,7.37,2.24,3.08,"Palmeiras",1,6,4,7,1,5,2,NA,NA,6,NA,NA,NA,NA,1,2,NA,NA
"318","Kaique Rocha Lima","kaique-rocha","Kaique Rocha","https://s.glbimg.com/es/sde/f/2018/11/10/74779e57e2c7d94a49870544327e9cb9_FORMATO.png",103684,33,277,"zag","Nulo",0,2,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"319","Lucas de Oliveira Teodoro Falcão","falcao","Falcão","https://s.glbimg.com/es/sde/f/2019/02/18/6a3faee3e0ccb1919d96bae0cb823728_FORMATO.png",104104,33,314,"mei","Nulo",0,2,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"320","Natanael Batista Pimenta","natanael","Natanael","https://s.glbimg.com/es/sde/f/2019/07/02/0f6012cd35603a1b0d4256fb91ed6709_FORMATO.png",86264,33,285,"lat","Contundido",0,4.46,0,1.47,"Internacional",2,8,NA,4,NA,15,9,2,NA,1,NA,NA,NA,NA,NA,NA,1,NA
"321","Vinícius Vasconcelos Araújo","vinicius-araujo","Vinícius Araújo","https://s.glbimg.com/es/sde/f/2019/10/02/1ffcc7ea3d821d8256afad239dca78e4_FORMATO.png",82767,33,314,"ata","Provável",-0.7,1.85,-0.49,2.03,"Avaí",1,15,10,18,1,18,3,NA,NA,4,NA,NA,NA,NA,NA,3,NA,NA
"322","Oswaldo José Henríquez Bocanegra","oswaldo-henriquez","Oswaldo Henríquez","https://s.glbimg.com/es/sde/f/2018/09/27/93bdf7db4666448d0da5432a29006d5f_FORMATO.png",81241,33,267,"zag","Nulo",-5.8,3.15,-3.11,2.7,"Vasco",5,14,3,5,1,27,17,9,NA,3,1,NA,NA,NA,NA,1,1,NA
"323","Wanderson Santos Pereira","wanderson","Wanderson","https://s.glbimg.com/es/sde/f/2019/07/09/6be4c7e2f273ab0fb8db516f2e004ab7_FORMATO.png",86143,33,265,"zag","Nulo",-0.6,1.36,-0.32,-1.55,"Bahia",1,2,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"324","Tagueu Tadjo Diederrick Joel","joel","Joel","https://s.glbimg.com/es/sde/f/2019/10/09/fb51f94ce39bedfcc6bf40315817088c_FORMATO.png",82787,33,283,"ata","Nulo",0,1.94,0,1.3,"Cruzeiro",NA,2,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"325","Victor Luis Chuab Zamblauskas","victor-luis","Victor Luis","https://s.glbimg.com/es/sde/f/2019/01/14/6656cffa0a00120d740886ec3a73c1df_FORMATO.jpeg",86410,33,275,"lat","Nulo",0,4.47,0,-1.6,"Palmeiras",1,7,NA,1,NA,3,3,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA
"326","Richard Cândido Coelho","richard","Richard","https://s.glbimg.com/es/sde/f/2019/06/21/d18aac5064ae47e2d3442017e04c4736_FORMATO.png",86711,33,267,"mei","Nulo",2,4.51,-0.41,1.86,"Vasco",6,33,4,27,NA,33,36,NA,NA,5,NA,NA,NA,NA,1,NA,NA,NA
"327","Matheus Rossetto","matheus-rossetto","Matheus Rossetto","https://s.glbimg.com/es/sde/f/2019/03/30/05eb59cd87f511f9e069941d777aa540_FORMATO.png",86766,33,293,"mei","Contundido",0,2.49,0,0.17,"Athlético-PR",2,11,NA,3,NA,15,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"328","Luanderson Johnala Marques da Silva","luanderson","Luanderson ","https://s.glbimg.com/es/sde/f/2019/05/07/da04fa8f12c10e89989965f7bf9d54ac_FORMATO.png",86380,33,314,"mei","Provável",0.6,2.6,-0.22,2.74,"Avaí",2,13,1,19,NA,16,19,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"329","Danilo das Neves Pinheiro","tche-tche","Tchê Tchê","https://s.glbimg.com/es/sde/f/2019/05/06/fbb4319c2256b5cbf2fb558f6e3e9503_FORMATO.png",86686,33,276,"mei","Provável",2.2,5.43,-0.63,2.18,"São Paulo",5,38,12,38,1,64,42,NA,NA,15,NA,NA,NA,NA,NA,1,NA,NA
"330","Pablo Dyego da Silva Rosa","pablo-dyego","Pablo Dyego","https://s.glbimg.com/es/sde/f/2019/09/16/2327d03ce998da8f704c560f545dd528_FORMATO.png",86444,33,266,"ata","Nulo",0,1.99,0,1.3,"Fluminense",NA,2,NA,3,NA,1,4,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA
"331","Marinaldo dos Santos Oliveira","naldo","Naldo","https://s.glbimg.com/es/sde/f/2019/03/23/aac48c4f03031bbaf833ecb77aaca2e3_FORMATO.png",78897,33,341,"mei","Contundido",0,3.77,0,2.07,"CSA",5,40,5,15,NA,30,37,NA,NA,7,NA,NA,NA,NA,3,2,NA,NA
"332","João Lucas Cardoso","joao-lucas","João Lucas","https://s.glbimg.com/es/sde/f/2019/03/28/eb379c8f9ca40adb24afd4216819a3c1_FORMATO.png",86740,33,354,"lat","Provável",0.3,9.26,-0.19,2.47,"Ceará",1,14,7,8,1,58,31,6,NA,7,NA,NA,NA,NA,NA,4,1,NA
"333","Everton Felipe de Oliveira Silva","everton-felipe","Everton Felipe","https://s.glbimg.com/es/sde/f/2019/09/06/afdf70fe63d0b05967709530960a4cf6_FORMATO.png",86519,33,293,"mei","Nulo",0,2.17,0,0.75,"Athlético-PR",1,3,1,10,NA,12,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"334","Everton Sousa Soares","everton","Everton","https://s.glbimg.com/es/sde/f/2019/07/01/ac71f3ebf82fb819599967ea8bff8513_FORMATO.png",86757,33,284,"ata","Provável",5.5,17.59,0.5,7.15,"Grêmio",3,16,17,24,10,44,32,NA,NA,28,2,NA,NA,NA,5,1,NA,NA
"335","Felipe de Figueiredo Ferreira","felipe-ferreira","Felipe Ferreira","https://s.glbimg.com/es/sde/f/2019/09/27/05590e980a3f1c8b936dbef1540fc424_FORMATO.png",86749,33,267,"mei","Nulo",0,2.65,0,0.91,"Vasco",NA,1,4,3,NA,3,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"336","Luan Guilherme de Jesus Vieira","luan","Luan","https://s.glbimg.com/es/sde/f/2018/05/21/c01a0fcc9657bf0df6cfde4356ece5bc_FORMATO.png",86759,33,284,"ata","Contundido",0,11.16,0,5.3,"Grêmio",NA,11,10,35,4,56,16,NA,NA,14,1,NA,NA,NA,6,3,NA,NA
"337","Daniel Amorim Dias da Silva","daniel-amorim","Daniel Amorim","https://s.glbimg.com/es/sde/f/2019/02/18/0d8fec2dd84657e690f017bb4a25b414_FORMATO.png",82880,33,314,"ata","Contundido",0,5.13,0,1.37,"Avaí",1,6,3,9,1,6,NA,NA,NA,5,NA,NA,NA,NA,NA,2,NA,NA
"338","Ewandro Felipe de Lima Costa","ewandro","Ewandro","https://s.glbimg.com/es/sde/f/2019/09/17/ce3388e9c6a04c049bf26d2d4e89696b_FORMATO.png",86842,33,266,"ata","Nulo",0,2.26,0,-1.25,"Fluminense",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"339","João Paulo da Silva Alves","joao-paulo","João Paulo","https://s.glbimg.com/es/sde/f/2019/02/18/e6b56502fd1ec5cd75f853c47b7df942_FORMATO.png",86770,33,314,"mei","Nulo",0,5.66,0,2.91,"Avaí",5,41,8,36,4,61,37,NA,1,11,NA,NA,NA,NA,NA,NA,NA,NA
"340","Matheus Antunes Ribeiro","matheus-ribeiro","Matheus Ribeiro","https://s.glbimg.com/es/sde/f/2019/03/28/3e3b672c196784b9afea72e85325a468_FORMATO.png",82943,33,277,"lat","Nulo",0,3,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"341","Cristovam Roberto Ribeiro da Silva","cristovam","Cristovam","https://s.glbimg.com/es/sde/f/2019/03/28/65f57e09b155b5b3a44d895928edeeca_FORMATO.png",82930,33,354,"lat","Nulo",0,2.88,0,1.93,"Ceará",4,12,NA,16,NA,14,14,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"342","Raniel Santana de Vasconcelos","raniel","Raniel","https://s.glbimg.com/es/sde/f/2019/07/10/b2a83db69e1af02d9bff2563564fa017_FORMATO.png",86797,33,276,"ata","Nulo",0,5.71,0,1.71,"São Paulo",2,15,7,18,1,14,5,NA,1,8,2,NA,NA,NA,1,5,1,NA
"343","Jordi Almeida","jordi","Jordi","https://s.glbimg.com/es/sde/f/2019/04/27/086fa2e4939cd7153795f155d02f6f52_FORMATO.png",86776,33,341,"gol","Nulo",0,10.48,0,6.1,"CSA",4,3,NA,3,NA,15,NA,8,NA,NA,NA,57,2,33,NA,NA,NA,NA
"344","Rómulo Otero Vásquez","otero","Otero","https://s.glbimg.com/es/sde/f/2018/05/07/51441cf2ec940cdfbdef8dd0ee853621_FORMATO.png",83004,33,282,"mei","Dúvida",0,8.89,0,4.54,"Atlético-MG",3,22,21,41,1,23,8,NA,NA,23,NA,NA,NA,NA,1,3,NA,NA
"345","Lucas Vinícius Gonçalves Silva","lucao","Lucão","https://s.glbimg.com/es/sde/f/2019/09/16/6750992c341b140d5dfc78630ad67add_FORMATO.png",83199,33,266,"ata","Nulo",0,2.28,0,-0.2,"Fluminense",1,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"346","Yuri Lima Lara","yuri","Yuri","https://s.glbimg.com/es/sde/f/2019/03/29/c48336f0e13db7ffdf11a89b7fc63ee9_FORMATO.png",83263,33,265,"mei","Nulo",0,1,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"347","Gabriel Barbosa Almeida","gabriel","Gabriel","https://s.glbimg.com/es/sde/f/2019/04/26/dd35120796b86e57f5dcbd4aec56cbce_FORMATO.png",83257,33,262,"ata","Nulo",7.3,20.8,-1.79,9.3,"Flamengo",9,18,31,25,22,52,8,NA,1,32,NA,NA,NA,NA,5,16,NA,NA
"348","José Welison da Silva","jose-welison","José Welison","https://s.glbimg.com/es/sde/f/2018/07/11/1d923ab86aabd29245dae5fd1338d9bd_FORMATO.png",86859,33,282,"mei","Provável",3.1,4.41,0.96,1.72,"Atlético-MG",2,19,1,10,NA,24,23,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA
"349","Willian Popp","willian-popp","Willian Popp","https://s.glbimg.com/es/sde/f/2019/09/27/47e9584c49504ee10a3a5473853a0eed_FORMATO.jpeg",86890,33,354,"ata","Nulo",0,1.81,0,-1.8,"Ceará",NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"350","Patrick Bezerra do Nascimento","patrick","Patrick","https://s.glbimg.com/es/sde/f/2018/04/08/ecdf20e0263f65cb7a63bf0e68ebd3b6_FORMATO.png",83433,33,285,"mei","Provável",8.6,10.08,0.75,4.5,"Internacional",5,35,4,34,2,38,54,NA,NA,12,NA,NA,NA,NA,1,NA,NA,NA
"351","Leonardo Felipe Valencia Rossel","leonardo-valencia","Leonardo Valencia","https://s.glbimg.com/es/sde/f/2019/03/22/92598d9c96fb60c7bb5e624f97b32f21_FORMATO.png",91508,33,263,"mei","Provável",2.5,4.08,0.61,1.47,"Botafogo",2,8,4,10,1,37,10,NA,NA,12,NA,NA,NA,NA,1,1,NA,NA
"352","Clayson Henrique da Silva Vieira","clayson","Clayson","https://s.glbimg.com/es/sde/f/2019/05/23/4eeb5e5d8c27f4298bba05b91526868c_FORMATO.png",83817,33,264,"ata","Dúvida",3.2,9.86,0.48,2.57,"Corinthians",4,30,9,42,3,48,17,NA,NA,8,1,NA,NA,NA,3,3,NA,NA
"353","Rafael Chagas Machado","rafinha","Rafinha","https://s.glbimg.com/es/sde/f/2019/03/23/6fa441d642d426cca217c6d7c843a2c0_FORMATO.png",83681,33,341,"lat","Provável",0,3.19,-1.16,2.62,"CSA",NA,3,NA,3,1,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"354","Neilton Meira Mestzk","neilton","Neilton","https://s.glbimg.com/es/sde/f/2019/03/29/640d511884279db90f11e5446270556b_FORMATO.png",83772,33,285,"ata","Nulo",0,6.11,0,2.25,"Internacional",1,10,2,21,1,22,9,NA,NA,9,NA,NA,NA,NA,NA,2,NA,NA
"355","Guilherme Parede Pinheiro","guilherme-parede","Guilherme Parede","https://s.glbimg.com/es/sde/f/2019/04/29/a4e7ace9cd75f4187d56ba2fd7543a56_FORMATO.png",83438,33,285,"ata","Nulo",0,4.64,0,2.09,"Internacional",2,21,8,36,2,26,7,NA,NA,15,NA,NA,NA,NA,2,15,NA,NA
"356","Emerson Raymundo Santos","emerson-santos","Emerson Santos","https://s.glbimg.com/es/sde/f/2018/07/20/c87125fb04d89c8e72a797a7b0ceeddb_FORMATO.png",86972,33,285,"zag","Nulo",0,4.12,0,2.88,"Internacional",3,13,2,3,1,22,13,4,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"357","Leonardo Pereira","leo-pereira","Léo Pereira","https://s.glbimg.com/es/sde/f/2019/03/30/201871306b5a466590adf1665d431285_FORMATO.png",83528,33,293,"zag","Provável",0,8.11,0,1.85,"Athlético-PR",6,35,3,13,2,58,19,7,NA,6,NA,NA,NA,NA,NA,2,NA,NA
"358","Diego Barbosa Tavares","diego-tavares","Diego Tavares","https://s.glbimg.com/es/sde/f/2019/03/26/2927048c0da9fb9fe99f8992d8483dbc_FORMATO.png",83869,33,356,"lat","Nulo",0,3,0,0,"Fortaleza",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
