"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.clube.id.full.name","CA","FC","FS","PE","RB","SG","DD","GS","FD","FF","G","FT","A","I","DP","PP","CV","GC"
"271","Luiz Fernando Ferreira de Souza","luiz-fernando","Luiz Fernando","https://s.glbimg.com/es/sde/f/2019/03/29/e24fbad9c5a59102582fe73677a63e71_FORMATO.png",105176,11,293,"ata","Nulo",0,2,0,0,"Athlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"272","Márcio Rodrigues Araújo","marcio-araujo","Márcio Araújo","https://s.glbimg.com/es/sde/f/2018/05/24/ad0bb7dfe5663137f7dcd53d1cddc61e_FORMATO.png",38311,11,315,"mei","Provável",6.1,9.85,0.76,4.01,"Chapecoense",NA,9,15,14,27,NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA
"273","Luan de Freitas Molarinho Chagas","luan","Luan","https://s.glbimg.com/es/sde/f/2019/06/12/fea03c66e12bacf3936c984c1662eff9_FORMATO.png",105807,11,266,"zag","Nulo",0,1,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"274","Manoel Messias Silva Carvalho","manoel","Manoel","https://s.glbimg.com/es/sde/f/2019/05/23/8ef54147edc589e8e177c09584065867_FORMATO.png",69014,11,264,"zag","Provável",4,11.27,-0.6,5.26,"Corinthians",1,4,2,11,14,5,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"275","Odair Hellmann","odair-hellmann","Odair Hellmann","https://s.glbimg.com/es/sde/f/2019/05/16/f54cba4fa38d6b6985012bc37f16a698_FORMATO.png",92273,11,285,"tec","Provável",2.39,10.23,0.18,4.31,"Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"276","Daniel de Sousa Brito","daniel","Daniel","https://s.glbimg.com/es/sde/f/2019/04/26/ac6062a69b3c066cd610015cd65af6e5_FORMATO.png",96468,11,285,"gol","Nulo",0,3,0,0,"Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"277","Carlos Miguel dos Santos Pereira","carlos-miguel","Carlos Miguel","https://s.glbimg.com/es/sde/f/2019/04/26/d8ee304d012b001ba32d480ec6788ead_FORMATO.png",104084,11,285,"gol","Nulo",0,1,0,0,"Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"278","Gustavo Nonato Santana","nonato","Nonato","https://s.glbimg.com/es/sde/f/2019/05/09/08cbb57fc00b07a7ca892ea09b8dc8e5_FORMATO.png",100987,11,285,"mei","Provável",1.5,8.27,0.41,4.46,"Internacional",NA,21,8,11,20,NA,NA,NA,2,2,2,NA,1,1,NA,NA,NA,NA
"279","Luis Eduardo Marques Dos Santos","dudu","Dudu","https://s.glbimg.com/es/sde/f/2018/04/09/cb32c36884710a73aa2671bf0998c170_FORMATO.png",97133,11,285,"lat","Nulo",0,3,0,0,"Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"280","Keiller da Silva Nunes","keiller","Keiller","https://s.glbimg.com/es/sde/f/2018/04/08/2b0ef7e6d3eca3c4d867a530c5f5993a_FORMATO.png",93834,11,285,"gol","Nulo",0,2,0,0,"Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"281","Martín Nicolás Sarrafiore","sarrafiore","Sarrafiore","https://s.glbimg.com/es/sde/f/2018/07/05/ce690031c364aa0119c415809e422cf0_FORMATO.png",101315,11,285,"mei","Nulo",0,2.88,0,0.83,"Internacional",2,9,3,12,3,NA,NA,NA,2,3,1,NA,NA,NA,NA,NA,NA,NA
"282","Pedro Lucas Schwaizer","pedro-lucas","Pedro Lucas","https://s.glbimg.com/es/sde/f/2019/07/17/b82437b53161db1f668f234bc7891bfb_FORMATO.jpeg",104087,11,285,"ata","Nulo",0,3.06,-0.94,0,"Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"283","Eduardo Colcenti Antunes","eduardo-sasha","Eduardo Sasha","https://s.glbimg.com/es/sde/f/2018/05/23/a1e5220c82575c4f297c1173ec07d58a_FORMATO.png",70360,11,277,"ata","Provável",1.2,16.46,-0.02,6.2,"Santos",1,8,8,19,13,NA,NA,NA,2,6,5,1,NA,NA,NA,NA,NA,NA
"284","Roberto Pinheiro da Rosa","roberto","Roberto","https://s.glbimg.com/es/sde/f/2019/05/16/b8a0891d626e56bbf0d4c6c82632218e_FORMATO.png",104086,11,285,"zag","Provável",0,1.69,0,0.17,"Internacional",1,4,3,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"285","Bruno de Lara Fuchs","bruno-fuchs","Bruno Fuchs","https://s.glbimg.com/es/sde/f/2019/04/26/fff0d652b4ac6ce54ef47883b8b15162_FORMATO.png",104085,11,285,"zag","Nulo",0,2,0,0,"Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"286","Éverson Felipe Marques Pires","everson","Éverson","https://s.glbimg.com/es/sde/f/2019/03/28/83ec5c765fe26cff5158a6e6b1d55061_FORMATO.png",72294,11,277,"gol","Provável",8.5,8.96,0.58,5.9,"Santos",NA,NA,2,5,NA,4,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"287","Victor Ferraz Macedo","victor-ferraz","Victor Ferraz","https://s.glbimg.com/es/sde/f/2018/05/23/229fbb519d2bbf0c8b2c2b77992e15ed_FORMATO.png",70046,11,277,"lat","Provável",11.2,11.67,1.35,5.01,"Santos",2,5,8,36,16,7,NA,NA,3,1,NA,NA,1,NA,NA,NA,NA,NA
"288","Jorge Sampaoli","jorge-sampaoli","Jorge Sampaoli","https://s.glbimg.com/es/sde/f/2019/04/02/cbfe46eed15abdc67d75bd4170d5e6a1_FORMATO.png",70800,11,277,"tec","Provável",5.21,12.49,0.18,5.14,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"289","Derlis Alberto González Galeano","derlis-gonzalez","Derlis González","https://s.glbimg.com/es/sde/f/2018/08/02/82821b03d402e292e2c9436d34a6f1b3_FORMATO.png",75372,11,277,"ata","Nulo",0,0.74,0,-3,"Santos",3,6,5,4,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,1,NA
"290","Jonathan Copete Valencia","copete","Copete","https://s.glbimg.com/es/sde/f/2019/03/28/8b877a8c4ad54095a090c72a16cdb129_FORMATO.png",77959,11,277,"ata","Nulo",0,4.56,0,0.3,"Santos",NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"291","Gustavo Henrique Vernes","gustavo-henrique","Gustavo Henrique","https://s.glbimg.com/es/sde/f/2019/03/28/1fb1aeab02e0006889fbd9ef7a4dd6e0_FORMATO.png",78248,11,277,"zag","Provável",2.9,6.43,-0.12,3.21,"Santos",5,11,5,11,8,6,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA
"292","Bryan Jafet Ruíz González","bryan-ruiz","Bryan Ruíz","https://s.glbimg.com/es/sde/f/2018/07/11/ef076ba265a7f7e961749ab3e573933e_FORMATO.png",71019,11,277,"mei","Nulo",0,4,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"293","Alison Lopes Ferreira","alison","Alison","https://s.glbimg.com/es/sde/f/2019/03/28/2438d7ca6b16c454a1fc9ccb45ec389d_FORMATO.png",73974,11,277,"mei","Nulo",0,4.7,0,1.9,"Santos",3,11,5,6,13,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"294","Carlos Andrés Sánchez Arcosa","carlos-sanchez","Carlos Sánchez","https://s.glbimg.com/es/sde/f/2019/03/28/c138b40f3a1c3c5a30059c6bfeb61b3d_FORMATO.png",81677,11,277,"mei","Provável",1.9,11.85,-0.99,4.28,"Santos",1,12,17,36,6,NA,NA,NA,7,7,3,2,1,2,NA,1,NA,NA
"295","Christian Alberto Cueva Bravo","cueva","Cueva","https://s.glbimg.com/es/sde/f/2019/07/01/98c25abacc555f17dc0d9530a7b16ab9_FORMATO.png",82411,11,277,"mei","Nulo",0,6.83,0,1.25,"Santos",NA,2,3,10,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"296","Matheus Antunes Ribeiro","matheus-ribeiro","Matheus Ribeiro","https://s.glbimg.com/es/sde/f/2019/03/28/3e3b672c196784b9afea72e85325a468_FORMATO.png",82943,11,277,"lat","Nulo",0,3,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"297","Luiz Felipe do Nascimento dos Santos","luiz-felipe","Luiz Felipe","https://s.glbimg.com/es/sde/f/2019/03/28/8bb249c2111b49eff60737fd35c27a45_FORMATO.png",79035,11,277,"zag","Nulo",0,7.11,0,6.75,"Santos",NA,NA,1,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"298","Alan Cardoso de Andrade","alan-cardoso","Alan Cardoso","https://s.glbimg.com/es/sde/f/2019/03/28/5f3fd4c09cb41da699f94b30e6bd4600_FORMATO.png",93785,11,277,"lat","Nulo",0,3,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"299","Yeferson Julio Soteldo Martínez","soteldo","Soteldo","https://s.glbimg.com/es/sde/f/2019/03/29/31e7873f19386d05456c38558b181df5_FORMATO.png",87258,11,277,"mei","Provável",2.5,6.1,0.33,2.53,"Santos",4,8,10,23,9,NA,NA,NA,9,8,1,1,NA,5,NA,NA,NA,NA
"300","Yuri Oliveira Lima","yuri-lima","Yuri Lima","https://s.glbimg.com/es/sde/f/2019/05/08/61da0aba54dc5264e04da63e8e98e78d_FORMATO.png",90569,11,266,"mei","Provável",2.7,2.54,0.41,0.6,"Fluminense",2,9,3,10,8,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"301","Jorge Marco de Oliveira Moraes","jorge","Jorge","https://s.glbimg.com/es/sde/f/2019/04/30/d5b0b482b84d690a1f796957d38dd952_FORMATO.png",88065,11,277,"lat","Provável",7.2,15.3,0.02,8.36,"Santos",1,13,14,14,15,7,NA,NA,7,7,NA,NA,2,1,NA,NA,NA,NA
"302","João Paulo Silva Martins","joao-paulo","João Paulo","https://s.glbimg.com/es/sde/f/2019/03/28/55b6bd3285315d25077f61ea5d4a7fc9_FORMATO.png",85425,11,277,"gol","Nulo",0,2,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"303","Felipe Aguilar Mendoza","aguilar","Aguilar","https://s.glbimg.com/es/sde/f/2019/03/28/938d6ad9b3c0aa9f3fa04ed1ae5193a6_FORMATO.png",95494,11,277,"zag","Provável",7.7,5.96,0.84,3.02,"Santos",2,13,2,6,9,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"304","Lucas Veríssimo da Silva","lucas-verissimo","Lucas Veríssimo","https://s.glbimg.com/es/sde/f/2019/05/09/77ef73e05fe5f4a5bcbf11b7577516d4_FORMATO.png",93368,11,277,"zag","Suspenso",0.6,8.7,-1.51,4.34,"Santos",3,25,8,24,21,6,NA,NA,NA,4,NA,2,NA,1,NA,NA,1,NA
"305","Diego Cristiano Evaristo","diego-pituca","Diego Pituca","https://s.glbimg.com/es/sde/f/2019/03/28/c72bd8dd63cb920ddd6ebd16f7324c0e_FORMATO.png",94156,11,277,"mei","Provável",0.1,2.9,0.12,1.36,"Santos",4,23,10,30,11,NA,NA,NA,4,6,1,1,NA,NA,NA,NA,NA,NA
"306","Lucas Lourenço Andrade","lucas-lourenco","Lucas Lourenço","https://s.glbimg.com/es/sde/f/2018/03/21/f7982f701870b51a5c2699877f0f30c6_FORMATO.png",101580,11,277,"mei","Nulo",0,2,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"307","Arthur Gomes Lourenço","arthur-gomes","Arthur Gomes","https://s.glbimg.com/es/sde/f/2019/05/08/05a9ae684d7d1c4ad13ff91e04c82d09_FORMATO.png",96966,11,315,"ata","Provável",1.4,3.83,-0.37,1.86,"Chapecoense",NA,4,12,10,6,NA,NA,NA,NA,3,NA,1,NA,1,NA,NA,NA,NA
"308","Edilson Borba de Aquino","orinho","Orinho","https://s.glbimg.com/es/sde/f/2019/03/28/0606c19cd9b070a14c8dcc9debd30211_FORMATO.png",95542,11,277,"lat","Nulo",0,3,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"309","Wanderson Felippe Cardoso dos Santos","felippe-cardoso","Felippe Cardoso","https://s.glbimg.com/es/sde/f/2019/07/16/0e97ab882ccb46151e687ca118809f7c_FORMATO.png",100963,11,354,"ata","Provável",-3.3,1.58,-0.79,-1.45,"Ceará",1,14,5,2,3,NA,NA,NA,1,NA,NA,NA,NA,3,NA,NA,NA,NA
"310","Felipe Jonatan Rocha Andrade","felipe-jonatan","Felipe Jonatan","https://s.glbimg.com/es/sde/f/2019/03/28/769db50792d92f77ba296968a2aa8fd7_FORMATO.png",101708,11,277,"lat","Nulo",5.7,9.02,0.38,3.68,"Santos",NA,3,1,14,1,3,NA,NA,1,2,1,NA,NA,NA,NA,NA,NA,NA
"311","Yuri Alberto Monteiro da Silva","yuri-alberto","Yuri Alberto","https://s.glbimg.com/es/sde/f/2019/03/28/aa5dd1708e186460f701dd3ce77f0824_FORMATO.png",100652,11,277,"ata","Nulo",0,2,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"312","Guilherme Nunes da Silva","guilherme-nunes","Guilherme Nunes","https://s.glbimg.com/es/sde/f/2018/05/23/7e91393fb9d0c73f8ae12e9e96c38308_FORMATO.png",101912,11,277,"mei","Nulo",0,2,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"313","Kaique Rocha Lima","kaique-rocha","Kaique Rocha","https://s.glbimg.com/es/sde/f/2018/11/10/74779e57e2c7d94a49870544327e9cb9_FORMATO.png",103684,11,277,"zag","Nulo",0,2,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"314","Francisco Anderson de Jesus dos Santos","anderson-ceara","Anderson Ceará","https://s.glbimg.com/es/sde/f/2018/11/20/744c159954ee4c4e7301b12d509ba9ac_FORMATO.jpeg",103724,11,277,"mei","Nulo",0,1,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"315","Kaio Jorge Pinto Ramos","kaio-jorge","Kaio Jorge","https://s.glbimg.com/es/sde/f/2019/07/13/888ace1dc8eb099da8d50ef85c608e9c_FORMATO.png",103445,11,277,"ata","Nulo",0,0.75,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"316","Gabriel Calabres Nunes","gabriel-calabres","Gabriel Calabres","https://s.glbimg.com/es/sde/f/2018/05/23/ab2e89590be1e66768af1205a202b31c_FORMATO.png",101911,11,277,"mei","Nulo",0,2,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"317","Sandry Roberto Santos Goes","sandry","Sandry","https://s.glbimg.com/es/sde/f/2019/03/28/9f6c9ff2c355a7189b842849d99b5a32_FORMATO.png",104580,11,277,"mei","Nulo",0,1,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"318","Wagner Leonardo Calvelo de Souza","wagner-leonardo","Wagner Leonardo","https://s.glbimg.com/es/sde/f/2019/03/28/fafba6bc079831779d2a86df19ebb06e_FORMATO.png",104994,11,277,"zag","Nulo",0,1,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"319","Bruno Henrique Marques Torres","bruninho","Bruninho","https://s.glbimg.com/es/sde/f/2019/03/01/996ce41379d22585409ba24981f56d01_FORMATO.png",105111,11,277,"ata","Nulo",0,2,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"320","Willian Roberto Farias","willian-farias","Willian Farias","https://s.glbimg.com/es/sde/f/2019/04/01/92b08d76fca5665f16a0fee09fbc07d2_FORMATO.png",63058,11,276,"mei","Nulo",0,3,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"321","Tiago Luis Volpi","tiago-volpi","Tiago Volpi","https://s.glbimg.com/es/sde/f/2019/04/01/2738a4ae33bd55ff85ec0117ecf79063_FORMATO.png",72018,11,276,"gol","Provável",10.7,11.3,1.58,5.19,"São Paulo",NA,NA,3,8,NA,5,15,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"322","Anderson Luiz de Carvalho","nene","Nenê","https://s.glbimg.com/es/sde/f/2019/07/18/cebc7133c0405d3de507ae28cb920b82_FORMATO.jpeg",38913,11,266,"mei","Nulo",2.4,6.07,-0.48,2.83,"Fluminense",NA,2,6,5,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"323","Joao Robin Rojas Mendoza","joao-rojas","Joao Rojas","https://s.glbimg.com/es/sde/f/2018/08/22/4263f96a54ea57b00b989a04f50f6ec3_FORMATO.png",70784,11,276,"ata","Contundido",0,7,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"324","Everton Cardoso da Silva","everton","Everton","https://s.glbimg.com/es/sde/f/2019/04/01/f6dbb421ca616441bbb6ab053b0bbd90_FORMATO.png",50301,11,276,"mei","Nulo",8.4,8.77,1.39,2.44,"São Paulo",NA,15,8,12,3,NA,NA,NA,2,1,1,NA,2,3,NA,NA,NA,NA
"325","Anderson Vieira Martins","anderson-martins","Anderson Martins","https://s.glbimg.com/es/sde/f/2019/04/01/0024f435e5e19a93ff9b8b2d9efe929a_FORMATO.png",52618,11,276,"zag","Nulo",0,2.8,0,0.6,"São Paulo",3,5,1,5,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"326","Bruno Fabiano Alves","bruno-alves","Bruno Alves","https://s.glbimg.com/es/sde/f/2019/04/01/c8c4cd4fac733c4fba030044eefbd05a_FORMATO.png",73620,11,276,"zag","Provável",3.8,7.38,-0.08,3.16,"São Paulo",1,20,4,16,14,5,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA
"327","Bruno da Silva Peres","bruno-peres","Bruno Peres","https://s.glbimg.com/es/sde/f/2019/04/01/e45da566464dfc86f2e866c3d5f0a9ff_FORMATO.png",73962,11,276,"lat","Nulo",0,5,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"328","Hudson Rodrigues dos Santos","hudson","Hudson","https://s.glbimg.com/es/sde/f/2019/04/01/9e5f146e4b4c3975e459435a5ebde804_FORMATO.png",50324,11,276,"mei","Nulo",0,11.16,0,3.43,"São Paulo",2,19,8,14,20,NA,NA,NA,4,1,1,NA,1,1,NA,NA,NA,NA
"329","Jaderson Flores dos Reis","jaderson","Jaderson","https://s.glbimg.com/es/sde/f/2019/03/30/832c92b15aa34fdde7be9738ca86c863_FORMATO.png",98224,11,293,"mei","Nulo",0,0.76,-0.24,0,"Athlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"330","Diego Santos Gama Camilo","biro-biro","Biro Biro","https://s.glbimg.com/es/sde/f/2019/07/10/28265c0a5960ef7125c08e60594b3b70_FORMATO.png",80949,11,263,"ata","Contundido",0,3,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"331","Jean Paulo Fernandes Filho","jean","Jean","https://s.glbimg.com/es/sde/f/2019/04/01/0ed07c98bf47b8fa29fdb379eabb0c31_FORMATO.png",90933,11,276,"gol","Nulo",0,3.32,0,-2,"São Paulo",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"332","Jonatan David Gomez Ospina","jonatan-gomez","Jonatan Gomez","https://s.glbimg.com/es/sde/f/2019/06/05/9f3a5b8b8f548ddf62d596532896c337_FORMATO.png",94857,11,341,"mei","Nulo",0.1,3.05,0.01,2.7,"CSA",1,2,10,8,2,NA,NA,NA,2,1,NA,NA,1,NA,NA,NA,NA,NA
"333","Robert Abel Arboleda Escobar","arboleda","Arboleda","https://s.glbimg.com/es/sde/f/2019/04/01/8b22d106ccba1278e3e4a6b89e76eab0_FORMATO.png",91573,11,276,"zag","Provável",10.9,8.06,2.52,2.2,"São Paulo",1,10,4,11,6,2,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA
"334","Igor Vinícius de Souza","igor-vinicius","Igor Vinícius","https://s.glbimg.com/es/sde/f/2019/04/01/882d97a0ed3a028f3c489768c79b7268_FORMATO.png",95466,11,276,"lat","Provável",14,9.2,2.8,3.67,"São Paulo",2,13,4,13,13,3,NA,NA,1,3,NA,NA,2,NA,NA,NA,2,NA
"335","Lucas Kal Schenfeld Progioli","lucas-kal","Lucas Kal","https://s.glbimg.com/es/sde/f/2019/04/01/3550f7f824481d5d0345448e8ad226d0_FORMATO.png",95662,11,276,"zag","Nulo",0,1,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"336","Igor Matheus Liziero Pereira ","liziero","Liziero","https://s.glbimg.com/es/sde/f/2019/04/01/8423e58431d29d7700ba477367f59b3f_FORMATO.png",100761,11,276,"mei","Contundido",0,4.74,0,2.13,"São Paulo",NA,4,2,2,4,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"337","Brenner Souza da Silva","brenner","Brenner","https://s.glbimg.com/es/sde/f/2019/05/25/2d0ecae03a030c68b426c28eb59b2222_FORMATO.png",99789,11,266,"ata","Nulo",2,2.68,0.01,1.94,"Fluminense",NA,2,4,3,4,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA
"338","Everton Felipe de Oliveira Silva","everton-felipe","Everton Felipe","https://s.glbimg.com/es/sde/f/2019/04/01/1342705bcf7099d35a68d6c68311e216_FORMATO.png",86519,11,276,"mei","Nulo",0,2.6,0,1.2,"São Paulo",NA,NA,2,3,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"339","Leonardo Pinheiro da Conceição","leo","Léo","https://s.glbimg.com/es/sde/f/2019/04/01/bbb9588c3dbac516f581a278fc277197_FORMATO.png",85626,11,276,"lat","Nulo",0,5,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"340","Igor Silveira Gomes","igor-gomes","Igor Gomes","https://s.glbimg.com/es/sde/f/2019/04/01/7a6c90034396325f6cc570ef06e1040c_FORMATO.png",100084,11,276,"mei","Nulo",0,0.8,0,-0.1,"São Paulo",2,5,5,7,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"341","Gonzalo Rodrigo Carneiro Méndez","gonzalo-carneiro","Gonzalo Carneiro","https://s.glbimg.com/es/sde/f/2019/04/01/504b1e2a808ffe49b9679b8e86de83b8_FORMATO.png",101796,11,276,"ata","Suspenso",0,5,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"342","Dênis de Oliveira Aguiar Júnior","junior","Júnior","https://s.glbimg.com/es/sde/f/2019/04/01/f8a36e8e52088ffa0e8b4469629c46fe_FORMATO.png",103662,11,276,"gol","Nulo",0,1,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"343","Luan Vinicius da Silva Santos ","luan","Luan","https://s.glbimg.com/es/sde/f/2019/04/01/d66903d72e2d84e1b6c05a8579691862_FORMATO.png",102909,11,276,"mei","Provável",0.2,3.18,-0.56,0.28,"São Paulo",1,12,1,11,7,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"344","Jucilei da Silva","jucilei","Jucilei","https://s.glbimg.com/es/sde/f/2019/04/01/3e050c01c28897f628b2b5b275392576_FORMATO.png",63422,11,276,"mei","Nulo",0,8,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"345","Jonas Gabriel da Silva Nunes","toro","Toró","https://s.glbimg.com/es/sde/f/2019/04/01/537547b0687a098437442f6632e753bc_FORMATO.png",101885,11,276,"ata","Nulo",8.9,6.14,1.44,2.1,"São Paulo",1,16,15,19,6,NA,NA,NA,3,7,2,NA,NA,NA,NA,NA,1,NA
"346","Lucas Paes Souza","lucas-paes","Lucas Paes","https://s.glbimg.com/es/sde/f/2019/04/01/93c12b1437d9ab16eb93c3f7fc8c4f9b_FORMATO.png",101837,11,276,"gol","Nulo",0,2,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"347","Antony Matheus do Santos","antony","Antony","https://s.glbimg.com/es/sde/f/2019/04/01/8f7a82b4d2e116fcf5f4b7f1bf94080f_FORMATO.png",103455,11,276,"ata","Provável",12.3,13.05,1.86,5.26,"São Paulo",1,4,27,32,7,NA,NA,NA,3,5,1,2,2,NA,NA,NA,NA,NA
"348","Walce da Silva Costa Filho","walce","Walce","https://s.glbimg.com/es/sde/f/2019/03/26/d9fb64d171c0188ebc7f660fe5f388ea_FORMATO.png",104074,11,276,"zag","Nulo",0,3.67,0,3.57,"São Paulo",NA,1,NA,6,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"349","Ramon de Morais Motta ","ramon","Ramon","https://s.glbimg.com/es/sde/f/2018/09/27/7b0ec92bd9cd8803ca0b44dec6637586_FORMATO.png",68896,11,267,"lat","Nulo",0,5,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"350","Werley Ananias da Silva","werley","Werley","https://s.glbimg.com/es/sde/f/2018/09/27/100cf375e588a977ea2906da9ed2694f_FORMATO.png",62974,11,267,"zag","Nulo",0,0.75,0,-1.08,"Vasco",NA,4,1,5,NA,NA,NA,NA,3,NA,NA,NA,NA,2,NA,NA,NA,1
