"Rodada","ClubeID","AtletaID","Participou","Pontos","PontosMedia","Preco","PrecoVariacao","FS","PE","A","FT","FD","FF","G","I","PP","RB","FC","GC","CA","CV","SG","DD","DP","GS"
26,344,78979,FALSE,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,344,78979,FALSE,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,344,78979,TRUE,6.5,6.5,2.84,0.84,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3
29,344,78979,TRUE,-0.3,3.1,1.75,-1.09,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3
30,344,78979,TRUE,-8.9,-0.9,0.8,-0.95,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
31,344,78979,FALSE,0,-0.9,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,344,78979,FALSE,0,-0.9,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,344,78979,FALSE,0,-0.9,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,344,78979,FALSE,0,-0.9,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,344,78979,FALSE,0,-0.9,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,344,78979,FALSE,0,-0.9,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,344,78979,FALSE,0,-0.9,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,344,78979,FALSE,0,-0.9,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,292,95693,FALSE,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,292,95693,FALSE,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,292,95693,FALSE,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,292,95693,TRUE,2.6,2.6,3.1,0.1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
5,292,95693,FALSE,0,2.6,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,292,95693,TRUE,-1.1,0.75,2.31,-0.79,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7,292,95693,TRUE,-0.5,0.33,2.29,-0.02,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8,292,95693,FALSE,0,0.33,2.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,292,95693,FALSE,0,0.33,2.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,292,95693,TRUE,-2.3,-0.33,1.68,-0.61,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
11,292,95693,TRUE,20.6,3.86,6.41,4.73,1,0,0,0,0,0,2,0,0,3,2,0,0,0,0,0,0,0
12,292,95693,TRUE,14,5.55,6.24,-0.17,1,2,2,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0
13,292,95693,TRUE,-1.2,4.59,3.9,-2.34,0,7,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0
14,292,95693,FALSE,0,4.59,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,292,95693,FALSE,0,4.59,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,292,95693,TRUE,1.7,4.23,4.3,0.4,0,3,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0
17,292,95693,TRUE,3.2,4.12,4.67,0.37,1,3,0,0,0,0,0,1,0,3,2,0,0,0,0,0,0,0
18,292,95693,TRUE,2.8,3.99,4.62,-0.05,1,2,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0
19,292,95693,TRUE,0.9,3.71,4.44,-0.18,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
20,292,95693,TRUE,-1,3.32,4.03,-0.41,0,3,0,0,1,1,0,0,0,1,3,0,1,0,0,0,0,0
21,292,95693,FALSE,0,3.32,4.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,292,95693,FALSE,0,3.32,4.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,292,95693,TRUE,-0.6,3.02,4,-0.03,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
24,292,95693,TRUE,11.3,3.61,6.18,2.18,1,1,0,0,0,1,1,0,0,2,2,0,0,0,0,0,0,0
25,292,95693,TRUE,2,3.5,4.77,-1.41,1,3,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0
26,292,95693,TRUE,0.1,3.29,4.44,-0.33,1,6,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0
27,292,95693,TRUE,4.4,3.36,5.25,0.81,1,6,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0
28,292,95693,TRUE,-2.2,3.05,4.08,-1.17,0,2,0,0,0,0,0,0,0,2,6,0,1,0,0,0,0,0
29,292,95693,FALSE,0,3.05,4.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,292,95693,TRUE,1.3,2.96,4.54,0.46,2,3,0,0,1,0,0,0,0,1,3,0,0,0,0,0,0,0
31,292,95693,TRUE,3.6,2.99,5.02,0.48,0,1,0,0,2,1,0,0,0,1,1,0,0,0,0,0,0,0
32,292,95693,TRUE,2.2,2.95,4.88,-0.14,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
33,292,95693,FALSE,0,2.95,4.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,292,95693,FALSE,0,2.95,4.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,292,95693,FALSE,0,2.95,4.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,292,95693,TRUE,0.2,2.83,4.45,-0.43,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0
37,292,95693,TRUE,8,3.05,5.95,1.5,1,3,0,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0
38,292,95693,FALSE,0,3.05,5.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,263,95638,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,263,95638,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,263,95638,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,263,95638,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,263,95638,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,263,95638,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,263,95638,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,263,95638,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,263,95638,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,263,95638,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,263,95638,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,263,95638,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,263,95638,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,263,95638,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,263,95638,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,263,95638,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,263,95638,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,263,95638,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,263,95638,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,263,95638,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,263,95638,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,263,95638,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,263,95638,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,263,95638,TRUE,5,5,1.77,0.77,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
24,263,95638,FALSE,0,5,1.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,263,95638,FALSE,0,5,1.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,263,95638,FALSE,0,5,1.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,263,95638,FALSE,0,5,1.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,263,95638,FALSE,0,5,1.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,263,95638,FALSE,0,5,1.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,263,95638,FALSE,0,5,1.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,263,95638,FALSE,0,5,1.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,263,95638,FALSE,0,5,1.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,263,95638,FALSE,0,5,1.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,263,95638,FALSE,0,5,1.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,263,95638,FALSE,0,5,1.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,263,95638,FALSE,0,5,1.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,263,95638,FALSE,0,5,1.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,263,95638,FALSE,0,5,1.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,276,95659,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,276,95659,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,276,95659,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,276,95659,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,276,95659,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,276,95659,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,276,95659,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,276,95659,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,276,95659,TRUE,7.8,7.8,2.55,1.55,2,4,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0
10,276,95659,FALSE,0,7.8,2.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,276,95659,TRUE,-1.4,3.2,1.18,-1.37,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12,276,95659,FALSE,0,3.2,1.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,276,95659,TRUE,4,3.47,2.15,0.97,1,2,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0
14,276,95659,TRUE,0,2.6,1.54,-0.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,276,95659,FALSE,0,2.6,1.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,276,95659,FALSE,0,2.6,1.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,276,95659,FALSE,0,2.6,1.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,276,95659,FALSE,0,2.6,1.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,276,95659,FALSE,0,2.6,1.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,276,95659,FALSE,0,2.6,1.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,276,95659,FALSE,0,2.6,1.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,276,95659,FALSE,0,2.6,1.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,276,95659,FALSE,0,2.6,1.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,276,95659,FALSE,0,2.6,1.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,276,95659,FALSE,0,2.6,1.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,276,95659,FALSE,0,2.6,1.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,276,95659,FALSE,0,2.6,1.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,276,95659,FALSE,0,2.6,1.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,276,95659,FALSE,0,2.6,1.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,276,95659,FALSE,0,2.6,1.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,276,95659,FALSE,0,2.6,1.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,276,95659,FALSE,0,2.6,1.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,276,95659,FALSE,0,2.6,1.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,276,95659,FALSE,0,2.6,1.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,276,95659,FALSE,0,2.6,1.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,276,95659,FALSE,0,2.6,1.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,276,95659,FALSE,0,2.6,1.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,276,95659,FALSE,0,2.6,1.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,287,71571,FALSE,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,287,71571,TRUE,-8,-8,0.74,-6.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2,287,71571,TRUE,4.7,-1.65,0.77,0.03,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2
3,287,71571,TRUE,7,1.23,2.41,1.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1
4,287,71571,TRUE,13,4.17,5.56,3.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1
5,287,71571,TRUE,-1.5,3.04,3.47,-2.09,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6,287,71571,TRUE,11,4.37,6.35,2.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
7,287,71571,TRUE,4,4.32,5.84,-0.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
8,287,71571,TRUE,2,4.03,5.63,-0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
9,287,71571,TRUE,-1,3.47,5.02,-0.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
10,287,71571,TRUE,0.4,3.16,5.17,0.15,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
11,287,71571,TRUE,5,3.33,6.11,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
12,287,71571,FALSE,0,3.33,6.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,287,71571,FALSE,0,3.33,6.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,287,71571,FALSE,0,3.33,6.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,287,71571,FALSE,0,3.33,6.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,287,71571,FALSE,0,3.33,6.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,287,71571,TRUE,-2,2.89,4.9,-1.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18,287,71571,TRUE,1,2.74,5.27,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
19,287,71571,TRUE,9.2,3.2,7.01,1.74,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2
20,287,71571,TRUE,-4.3,2.7,4.64,-2.37,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
21,287,71571,TRUE,1.7,2.64,5.66,1.02,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
22,287,71571,TRUE,-1.5,2.4,5.07,-0.59,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
23,287,71571,TRUE,-3,2.1,4.66,-0.41,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2
24,287,71571,FALSE,0,2.1,4.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,287,71571,TRUE,8.5,2.44,6.64,1.98,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
26,287,71571,TRUE,2,2.42,5.63,-1.01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
27,287,71571,TRUE,8.5,2.71,6.92,1.29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
28,287,71571,TRUE,-3,2.45,4.94,-1.98,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
29,287,71571,TRUE,6.7,2.63,6.65,1.71,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1
30,287,71571,TRUE,4.4,2.7,6.25,-0.4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2
31,287,71571,TRUE,4,2.75,6.32,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
32,287,71571,TRUE,-2,2.57,5.35,-0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
33,287,71571,TRUE,4.4,2.64,6.44,1.09,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2
34,287,71571,TRUE,-6,2.33,4.57,-1.87,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
35,287,71571,FALSE,0,2.33,4.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,287,71571,TRUE,10.7,2.62,7.37,2.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
37,287,71571,TRUE,13.7,2.99,8.26,0.89,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0
38,287,71571,TRUE,-4,2.76,5.18,-3.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,284,71572,FALSE,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,284,71572,FALSE,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,284,71572,FALSE,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,284,71572,FALSE,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,284,71572,FALSE,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,284,71572,FALSE,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,284,71572,FALSE,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,284,71572,FALSE,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,284,71572,FALSE,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,284,71572,FALSE,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,284,71572,FALSE,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,284,71572,FALSE,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,284,71572,FALSE,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,284,71572,FALSE,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,284,71572,FALSE,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,284,71572,FALSE,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,284,71572,FALSE,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,284,71572,FALSE,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,284,71572,FALSE,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,284,71572,FALSE,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,284,71572,FALSE,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,284,71572,FALSE,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,284,71572,FALSE,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,284,71572,FALSE,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,284,71572,FALSE,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,284,71572,FALSE,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,284,71572,FALSE,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,284,71572,FALSE,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,284,71572,FALSE,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,284,71572,FALSE,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,284,71572,FALSE,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,284,71572,FALSE,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,284,71572,FALSE,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,284,71572,FALSE,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,284,71572,FALSE,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,292,71593,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,292,71593,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,292,71593,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,292,71593,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,292,71593,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,292,71593,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,292,71593,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,292,71593,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,292,71593,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,292,71593,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,292,71593,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,292,71593,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,292,71593,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,292,71593,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,292,71593,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,292,71593,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,292,71593,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,292,71593,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,292,71593,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,292,71593,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,292,71593,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,292,71593,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,292,71593,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,292,71593,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,292,71593,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,292,71593,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,292,71593,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,292,71593,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,292,71593,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,292,71593,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,292,71593,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,292,71593,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
