"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.clube.id.full.name","CA","FC","FD","FS","PE","RB","A","FF","I","SG","GC","FT","G","DD","GS","CV","PP","DP"
"280","Willian Souza Arão da Silva","willian-arao","Willian Arão","https://s.glbimg.com/es/sde/f/2018/05/04/7eaa4c1c2e6b64b02a95ce12d0d027c4_FORMATO.png",78478,33,"FLA","mei","Suspenso",2.1,4.71,-0.54,2.73,"Flamengo",3,25,2,11,31,36,1,7,1,NA,NA,NA,1,NA,NA,NA,NA,NA
"281","Romário Marques Rodrigues","romario-rodrigues","Romário Rodrigues","https://s.glbimg.com/es/sde/f/2018/05/25/9437477289ccd352c97a67ca86f16f82_FORMATO.png",79336,33,"CEA","ata","Contundido",0,2,0,0,"Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"282","Joeliton Lima Santos","mansur","Mansur","https://s.glbimg.com/es/sde/f/2018/03/21/58740180fa39ea528e64aa42ba67215c_FORMATO.png",79553,33,"PAR","lat","Contundido",9.4,5.04,1.77,1.01,"Paraná",3,26,3,10,48,14,NA,4,NA,4,NA,1,NA,NA,NA,1,NA,NA
"283","Claudio Winck Neto","claudio-winck","Claudio Winck","https://s.glbimg.com/es/sde/f/2018/04/12/c30228fd68db0c7f81326317ddc62ba6_FORMATO.png",74074,33,"SPO","lat","Suspenso",0.8,4.34,-0.98,3.41,"Sport",6,36,6,22,54,19,1,16,2,4,NA,NA,3,NA,NA,NA,NA,NA
"284","Luiz Ricardo Alves","sassa","Sassá","https://s.glbimg.com/es/sde/f/2018/05/07/89b8e9b3d830ff681500c63572397636_FORMATO.png",79578,33,"CRU","ata","Suspenso",0,1.74,0,1.05,"Cruzeiro",4,27,1,18,5,4,NA,10,7,NA,NA,NA,2,NA,NA,NA,NA,NA
"285","Roberto Junior Fernández Torres","gatito-fernandez","Gatito Fernández","https://s.glbimg.com/es/sde/f/2018/05/17/841f78d103e083bd0e8af280fcb5ffe8_FORMATO.png",74061,33,"BOT","gol","Provável",-1,11.68,-1.5,5.9,"Botafogo",1,NA,NA,1,3,NA,NA,NA,NA,1,NA,NA,NA,9,3,NA,NA,NA
"286","Lucas Silva Borges","lucas-silva","Lucas Silva","https://s.glbimg.com/es/sde/f/2018/05/07/ca0ef33e042d0136838dfb74844f22a7_FORMATO.png",79701,33,"CRU","mei","Nulo",0,5.05,0,2.41,"Cruzeiro",4,30,2,21,40,40,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"287","Guilherme Costa Machado Silveira","guilherme-costa","Guilherme Costa","https://s.glbimg.com/es/sde/f/2018/03/21/4f92ef0e30740bc3960607bec48d3c00_FORMATO.png",74081,33,"VIT","mei","Contundido",0,2.27,0,0.72,"Vitória",1,8,1,10,4,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"288","Antônio Carlos Cunha Capocasali Júnior","antonio-carlos","Antônio Carlos ","https://s.glbimg.com/es/sde/f/2017/04/18/5b3fcb4c6c1625d8e38d933619f9e42a_FORMATO.png",79702,33,"PAL","zag","Nulo",-1.6,7.38,-0.5,2.94,"Palmeiras",5,17,3,10,29,17,1,4,1,6,NA,2,1,NA,NA,NA,NA,NA
"289","Arnaldo Manoel de Almeida","arnaldo","Arnaldo","https://s.glbimg.com/es/sde/f/2018/10/19/8a44176e1762a76e629f97a6512af491_FORMATO.png",78497,33,"CEA","lat","Nulo",0,4.42,0,2.74,"Ceará",2,6,NA,13,14,8,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA
"290","Alejandro Abraham Guerra Morales","guerra","Guerra","https://s.glbimg.com/es/sde/f/2017/02/19/fa873321a36da270244cf230ac534a50_FORMATO.png",74213,33,"PAL","mei","Nulo",1.4,6.94,0.15,2.4,"Palmeiras",NA,6,4,9,9,5,NA,2,3,NA,NA,NA,1,NA,NA,NA,NA,NA
"291","Jean Mota Oliveira de Sousa","jean-mota","Jean Mota","https://s.glbimg.com/es/sde/f/2018/05/23/e95e3279b90476741de13a56e388d9e2_FORMATO.png",78548,33,"SAN","mei","Nulo",0,9.3,0,3.18,"Santos",3,26,17,19,45,23,NA,14,NA,NA,NA,1,1,NA,NA,NA,NA,NA
"292","José Élber Pimentel da Silva","elber","Élber","https://s.glbimg.com/es/sde/f/2018/03/21/1b00098477bad4e60d3bc520dc464ab7_FORMATO.png",74140,33,"BAH","mei","Provável",6.1,7.54,-0.38,4.22,"Bahia",7,17,14,47,51,33,4,4,4,NA,NA,NA,4,NA,NA,NA,NA,NA
"293","Miguel Ángel Borja Hernández","borja","Borja","https://s.glbimg.com/es/sde/f/2017/04/23/4b0f5cd460ee874344bfbfd4e3eef9a6_FORMATO.png",86120,33,"PAL","ata","Provável",0,9.5,0,3,"Palmeiras",3,23,4,11,29,12,1,18,9,NA,NA,NA,2,NA,NA,NA,NA,NA
"294","Ricardo Dias Acosta","ricardinho","Ricardinho","https://s.glbimg.com/es/sde/f/2018/05/25/d1aa684a9cd6db81f6b731e89f9ae993_FORMATO.png",78577,33,"CEA","mei","Provável",9.1,5.9,1.59,2.37,"Ceará",1,15,7,9,32,20,1,9,3,NA,NA,NA,1,NA,NA,NA,NA,NA
"295","Fabiano Leissmann","fabiano","Fabiano","https://s.glbimg.com/es/sde/f/2018/03/21/80a060ad2737a4abce46a048d853c93e_FORMATO.png",79887,33,"INT","lat","Provável",-1.3,7.71,-0.43,2.71,"Internacional",5,19,1,5,50,28,1,4,NA,9,1,NA,NA,NA,NA,NA,NA,NA
"296","Bryan Silva Garcia","bryan","Bryan","https://s.glbimg.com/es/sde/f/2018/03/21/a8f3ed5f7b584d647a494bae8c83e9f0_FORMATO.png",78632,33,"VIT","lat","Nulo",0,4.9,0,0.91,"Vitória",1,10,NA,11,25,2,1,3,NA,2,NA,NA,NA,NA,NA,1,NA,NA
"297","Gabriel Girotto Franco","gabriel","Gabriel","https://s.glbimg.com/es/sde/f/2018/03/20/f7f3ef2aa7e013b4bf918f93353c9027_FORMATO.png",78605,33,"COR","mei","Nulo",0,11.37,0,4.05,"Corinthians",6,45,2,29,45,77,NA,6,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"298","Ramiro Moschen Benetti","ramiro","Ramiro","https://s.glbimg.com/es/sde/f/2018/05/21/b542f6b29859cc988c01d38d2b6e75b2_FORMATO.png",78715,33,"GRE","mei","Provável",0,4.05,0,0.86,"Grêmio",9,24,6,22,51,23,NA,11,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"299","Douglas Alan Schuck Friedrich","douglas-friedrich","Douglas Friedrich","https://s.glbimg.com/es/sde/f/2018/05/16/a263b1371bc6737cc4e274a26a816460_FORMATO.png",78584,33,"BAH","gol","Provável",-4.6,2.81,-2.03,2.24,"Bahia",2,2,NA,4,12,1,NA,NA,NA,7,1,NA,NA,22,23,1,NA,1
"300","Yago Fernando da Silva","yago","Yago","https://s.glbimg.com/es/sde/f/2018/03/20/13d6ab565918a4bad475a1569e05162d_FORMATO.png",77500,33,"BOT","zag","Nulo",0,4.23,0,3.12,"Botafogo",NA,3,NA,1,3,5,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"301","Brenner Marlos Varanda de Oliveira","brenner","Brenner","https://s.glbimg.com/es/sde/f/2018/05/17/76f9aa43f58c549a5956db25ad0804f3_FORMATO.png",80080,33,"BOT","ata","Provável",1.2,5.09,0.37,1.72,"Botafogo",2,29,6,31,20,11,NA,7,4,NA,NA,NA,2,NA,NA,NA,NA,NA
"302","Eduardo Schroeder Brock","eduardo-brock","Eduardo Brock","https://s.glbimg.com/es/sde/f/2018/07/09/c423c8ca4d7c6cdc1082532652fa4d73_FORMATO.png",78654,33,"CEA","zag","Nulo",0,5.88,0,4.28,"Ceará",1,6,NA,1,5,4,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA
"303","Marcos Antônio Almeida Silva","marcao-silva","Marcão Silva","https://s.glbimg.com/es/sde/f/2018/09/03/366221777b27d47b3dd23d5c81443e9c_FORMATO.png",78856,33,"SPO","mei","Provável",4.4,4.72,0.71,2.39,"Sport",2,21,NA,10,24,26,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"304","Jadson Alves dos Santos","jadson","Jadson","https://s.glbimg.com/es/sde/f/2018/09/20/310961d5d1d556ea066ca5837fbb7366_FORMATO.png",80129,33,"FLU","mei","Provável",2,8.16,0.24,2.33,"Fluminense",7,37,7,46,89,43,1,9,1,NA,NA,1,2,NA,NA,NA,NA,NA
"305","William de Oliveira Pottker","william-pottker","William Pottker","https://s.glbimg.com/es/sde/f/2018/04/08/06ddb3ee2ae6d52b98811b532e854970_FORMATO.png",77809,33,"INT","ata","Dúvida",1.2,5.18,0.29,3.07,"Internacional",4,31,17,40,54,26,NA,15,7,NA,NA,1,5,NA,NA,1,NA,NA
"306","Richard de Oliveira da Costa","richard","Richard","https://s.glbimg.com/es/sde/f/2018/03/21/dafe5b45d701a96a952c6fb9a210aff9_FORMATO.png",78851,33,"PAR","gol","Provável",8.2,5.07,1.32,1.63,"Paraná",2,NA,NA,5,5,NA,NA,NA,NA,1,NA,NA,NA,31,32,NA,NA,NA
"307","Reinaldo Manoel da Silva","reinaldo","Reinaldo","https://s.glbimg.com/es/sde/f/2018/08/22/8ff8975422f0d4acefd5a6051912fad9_FORMATO.png",78850,33,"SAO","lat","Provável",2.4,11.88,0.71,5.32,"São Paulo",4,43,12,29,94,50,2,27,1,9,NA,NA,2,NA,NA,NA,NA,NA
"308","Maximiliano Lélis Rodrigues","max","Max","https://s.glbimg.com/es/sde/f/2018/04/12/1bea2ecbf982db610ebf063ccfac89ff_FORMATO.png",80895,33,"SPO","zag","Contundido",0,1.78,0,1.2,"Sport",NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"309","Thiago dos Santos","thiago-santos","Thiago Santos","https://s.glbimg.com/es/sde/f/2017/04/18/2d51cc56ccd1291d116060e00ca663b6_FORMATO.png",78855,33,"PAL","mei","Provável",1.8,8.19,-0.53,4.26,"Palmeiras",4,54,2,23,30,70,NA,5,1,NA,NA,1,1,NA,NA,NA,NA,NA
"310","Oswaldo José Henríquez Bocanegra","oswaldo-henriquez","Oswaldo Henríquez","https://s.glbimg.com/es/sde/f/2018/09/27/93bdf7db4666448d0da5432a29006d5f_FORMATO.png",81241,33,"VAS","zag","Provável",1.5,4.35,-0.45,1.13,"Vasco",1,3,NA,1,4,1,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA
"311","Nadson da Silva Almeida","nadson","Nadson","https://s.glbimg.com/es/sde/f/2018/07/13/57fe46961f3ba57ecb2e3e6368babd92_FORMATO.png",80140,33,"PAR","mei","Contundido",0,2.38,0,2.23,"Paraná",1,9,8,26,36,13,NA,5,1,NA,NA,1,NA,NA,NA,NA,NA,NA
"312","Jair Rodrigues Júnior","jair","Jair","https://s.glbimg.com/es/sde/f/2018/08/29/ccbb091bbf9cc1637cc7e4a75a9b5d9f_FORMATO.png",81091,33,"SPO","mei","Provável",5.4,6.59,0.84,5.68,"Sport",4,25,NA,14,14,35,NA,1,1,NA,NA,NA,2,NA,NA,NA,NA,NA
"313","Norberto Pereira Marinho Neto","norberto","Norberto ","https://s.glbimg.com/es/sde/f/2018/05/07/f4e6cde34ab5662df2e3a0a657c5c30b_FORMATO.png",80374,33,"AME","lat","Provável",4,10.12,0.03,3.94,"América-MG",3,18,4,13,25,33,1,1,2,4,NA,NA,NA,NA,NA,NA,NA,NA
"314","Rodrigo Dourado Cunha","rodrigo-dourado","Rodrigo Dourado","https://s.glbimg.com/es/sde/f/2018/04/08/d62e4f24b1b01196c8a645026d8091b2_FORMATO.png",78865,33,"INT","mei","Provável",-0.6,10.13,-0.34,3.27,"Internacional",10,68,4,26,44,87,1,2,2,NA,NA,NA,1,NA,NA,NA,NA,NA
"315","Johnath Marlone Azevedo da Silva","marlone","Marlone","https://s.glbimg.com/es/sde/f/2018/05/24/5d4936df04558a01a5eb71077e02edd5_FORMATO.png",80944,33,"SPO","mei","Contundido",0,8.17,0,2.62,"Sport",1,7,12,34,72,13,3,18,2,NA,NA,NA,2,NA,NA,NA,NA,NA
"316","Edson Felipe da Cruz","edson","Edson","https://s.glbimg.com/es/sde/f/2018/03/21/4e079be2718f82735191cef518c39bb2_FORMATO.png",80370,33,"BAH","mei","Nulo",0,5.82,0,3.52,"Bahia",NA,3,NA,7,3,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"317","Vinícius Freitas Ribeiro","vinicius-freitas","Vinícius Freitas","https://s.glbimg.com/es/sde/f/2018/03/02/3a7c7444601af167011a0fbe974ab8d6_FORMATO.png",81537,33,"CHA","lat","Contundido",0,3.74,0,3.08,"Chapecoense",1,1,NA,NA,4,4,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"318","Mayke Rocha de Oliveira","mayke","Mayke","https://s.glbimg.com/es/sde/f/2017/05/19/0c4040195eb2210f37198e62876f4dc1_FORMATO.png",81150,33,"PAL","lat","Provável",0,6.53,0,4.26,"Palmeiras",3,18,NA,7,21,22,1,NA,2,9,NA,NA,NA,NA,NA,NA,NA,NA
"319","Fábio Gonçalves","fabinho","Fabinho","https://s.glbimg.com/es/sde/f/2018/06/01/b5bd22d1ec76e9e69427e3be73aadced_FORMATO.png",80393,33,"CEA","mei","Nulo",0,3.58,0,2.01,"Ceará",1,10,NA,12,21,18,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"320","Renato Vieira Rodrigues","renatinho","Renatinho","https://s.glbimg.com/es/sde/f/2018/03/20/612e75f9bc41ddd0a161e522aaee90ef_FORMATO.png",80395,33,"BOT","mei","Nulo",0,4.36,0.04,1.97,"Botafogo",2,7,6,16,15,15,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"321","Victor Andrade Santos","victor-andrade","Victor Andrade","https://s.glbimg.com/es/sde/f/2018/08/03/f380d4813f712ab88644cb0ed0972599_FORMATO.png",80536,33,"CHA","ata","Nulo",0,4.22,0,3.9,"Chapecoense",1,6,3,16,5,8,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"322","Luiz Gustavo Tavares Conde","luiz-gustavo","Luiz Gustavo","https://s.glbimg.com/es/sde/f/2018/09/27/b551a9e8e890e361540470d7d707da03_FORMATO.png",80573,33,"VAS","zag","Provável",7.8,5.77,-0.07,2.83,"Vasco",5,22,1,26,52,41,NA,8,1,5,1,NA,NA,NA,NA,NA,NA,NA
"323","Lucas Rafael Araujo Lima","lucas-lima","Lucas Lima","https://s.glbimg.com/es/sde/f/2018/03/01/8596087ee3b876941e59b282b29cfcb2_FORMATO.png",80583,33,"PAL","mei","Provável",-0.5,7.88,-0.48,3.36,"Palmeiras",7,48,5,41,64,42,3,11,3,NA,NA,1,5,NA,NA,NA,NA,NA
"324","Andrés Lorenzo Ríos","andres-rios","Andrés Ríos","https://s.glbimg.com/es/sde/f/2018/09/27/342168a972e60f06f0487b203e892011_FORMATO.png",81684,33,"VAS","ata","Dúvida",0,6.92,0,2.89,"Vasco",4,47,8,43,43,16,1,10,3,NA,NA,1,6,NA,NA,NA,1,NA
"325","Patrick Bezerra do Nascimento","patrick","Patrick","https://s.glbimg.com/es/sde/f/2018/04/08/ecdf20e0263f65cb7a63bf0e68ebd3b6_FORMATO.png",83433,33,"INT","mei","Provável",-1.1,16.5,-1.11,5.96,"Internacional",6,54,11,42,66,91,3,15,NA,NA,NA,NA,5,NA,NA,NA,NA,NA
"326","Juan Ramón Cazares Sevillano","cazares","Cazares","https://s.glbimg.com/es/sde/f/2018/05/07/2952d9583a363deaf38934dd9c4cd382_FORMATO.png",81682,33,"ATL","mei","Provável",0.2,10.13,0.14,3.82,"Atlético-MG",1,22,13,9,118,23,5,31,NA,NA,NA,1,5,NA,NA,NA,NA,NA
"327","Clayton Silveira da Silva","clayton","Clayton","https://s.glbimg.com/es/sde/f/2018/08/10/b8ba1096a40cd0240eba8996df2c1bfe_FORMATO.png",81770,33,"BAH","ata","Nulo",0,5.54,0,0.68,"Bahia",2,1,1,2,5,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"328","Bruno dos Santos Nazário","bruno-nazario","Bruno Nazário","https://s.glbimg.com/es/sde/f/2018/07/11/458954576596e510c2e5c6668d407c5b_FORMATO.png",81776,33,"ATL","mei","Contundido",0,3.37,0,1.56,"Atlético-PR",1,4,NA,7,6,6,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"329","Pedro Tonon Geromel","pedro-geromel","Pedro Geromel","https://s.glbimg.com/es/sde/f/2018/05/21/afc76ea4e9c31e2977ea5e9a90c802b3_FORMATO.png",80853,33,"GRE","zag","Provável",4.6,15.9,-1.38,7.13,"Grêmio",2,11,3,4,26,47,NA,6,1,7,NA,NA,2,NA,NA,NA,NA,NA
"330","Marcos Junio Lima dos Santos","marcos-junior","Marcos Junior","https://s.glbimg.com/es/sde/f/2018/09/20/ff2dc345ff18c0761a0ddbd4e2edef76_FORMATO.png",80188,33,"FLU","ata","Dúvida",4.4,6.91,0.23,2.79,"Fluminense",NA,12,9,30,33,14,3,7,7,NA,NA,NA,2,NA,NA,NA,NA,NA
"331","Lucas Fonseca da Silva","lucas-fonseca","Lucas Fonseca","https://s.glbimg.com/es/sde/f/2018/03/21/5c1c52f3afc41a4404dd7b1c888f2124_FORMATO.png",80189,33,"BAH","zag","Provável",-1.2,6.69,-0.6,2.37,"Bahia",5,18,2,24,60,22,NA,4,NA,10,NA,1,NA,NA,NA,NA,NA,NA
"332","Fernando José da Cunha Neto","fernando-neto","Fernando Neto","https://s.glbimg.com/es/sde/f/2018/09/18/76d312b906b38b6d19ba0876493c1a51_FORMATO.png",80667,33,"FLU","mei","Nulo",0,2.1,0,2.2,"Fluminense",1,1,NA,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"333","Luan Garcia Teixeira","luan","Luan","https://s.glbimg.com/es/sde/f/2017/04/23/21b43228acd34549ca343f42576f7632_FORMATO.png",80692,33,"PAL","zag","Provável",0,5.58,0,4.06,"Palmeiras",5,18,1,14,28,24,NA,NA,NA,9,NA,NA,NA,NA,NA,1,NA,NA
"334","Francisco Edson Moreira da Silva","edinho","Edinho","https://s.glbimg.com/es/sde/f/2018/07/11/59b9a2e2576d1e0ad1c80d50c7478422_FORMATO.png",80193,33,"ATL","ata","Nulo",0,2.48,0,0.48,"Atlético-MG",NA,1,NA,4,3,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"335","Rosicley Pereira da Silva","rossi","Rossi","https://s.glbimg.com/es/sde/f/2018/03/21/ffe95cb4c3f0bed01a941972e52ec9ed_FORMATO.png",81798,33,"INT","ata","Dúvida",-0.3,3.68,-0.19,1.34,"Internacional",3,16,3,23,21,10,2,3,NA,NA,NA,1,1,NA,NA,NA,1,NA
"336","João Ricardo Riedi","joao-ricardo","João Ricardo","https://s.glbimg.com/es/sde/f/2018/05/07/ed2c39f18fe6fdbf2db79d29a7d46eae_FORMATO.png",81881,33,"AME","gol","Provável",-2,6.26,-0.22,3.65,"América-MG",NA,NA,NA,1,23,NA,NA,NA,NA,7,NA,NA,NA,34,27,NA,NA,1
"337","Glaybson Yago Souza Lisboa","yago-pikachu","Yago Pikachu","https://s.glbimg.com/es/sde/f/2018/09/27/ade8af11f63aa15e4664fa86f8a48e0e_FORMATO.png",80196,33,"VAS","lat","Suspenso",-2.2,17.08,-1.47,6.78,"Vasco",3,19,25,92,59,25,2,24,8,5,NA,2,9,NA,NA,1,NA,NA
"338","Alisson Euler de Freitas Castro","alisson","Alisson","https://s.glbimg.com/es/sde/f/2018/05/18/eeeced6e37969b2b8161eb83c56d069e_FORMATO.png",81845,33,"GRE","mei","Nulo",4.9,7.51,0.64,3.01,"Grêmio",1,13,8,37,38,13,2,8,2,NA,NA,NA,1,NA,NA,NA,NA,NA
"339","Matheus Caldeira Vidotto de Oliveira","matheus-vidotto","Matheus Vidotto","https://s.glbimg.com/es/sde/f/2017/04/23/0469f80ea84703c3178371ab0fa1dd2f_FORMATO.png",80286,33,"COR","gol","Nulo",0,2,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"340","Osman de Menezes Venâncio Junior","osman","Osman","https://s.glbimg.com/es/sde/f/2018/05/24/3d7f1fd9657bef546dec60dda0555868_FORMATO.png",81898,33,"CHA","ata","Nulo",0,3.27,0,1.25,"Chapecoense",2,9,3,10,17,6,NA,3,1,NA,NA,NA,1,NA,NA,NA,NA,NA
"341","Luciano da Rocha Neves","luciano","Luciano","https://s.glbimg.com/es/sde/f/2018/07/05/1283cc320b56be7f4661388346c1aeba_FORMATO.png",80287,33,"FLU","ata","Provável",4.1,6.35,0.11,3.96,"Fluminense",2,12,10,17,20,8,1,10,4,NA,NA,NA,3,NA,NA,NA,NA,NA
"342","José Henrique da Silva Dourado","henrique-dourado","Henrique Dourado","https://s.glbimg.com/es/sde/f/2018/05/04/d9413dcc3e693b62854a22d1a1f58501_FORMATO.png",81905,33,"FLA","ata","Nulo",0,10.52,0,1.64,"Flamengo",6,30,2,30,11,4,NA,9,8,NA,NA,NA,5,NA,NA,1,NA,NA
"343","Alejandro Ariel Cabral","ariel-cabral","Ariel Cabral","https://s.glbimg.com/es/sde/f/2018/05/18/f33acc95e50fe26abc27ac1d525bb4a4_FORMATO.png",80363,33,"CRU","mei","Provável",0.4,4.85,-1.11,2.92,"Cruzeiro",8,23,NA,18,37,48,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"344","Ezequiel Jacinto de Biasi","ezequiel","Ezequiel ","https://s.glbimg.com/es/sde/f/2018/05/18/579600b8688378c79b2d26c49843ed6e_FORMATO.png",80318,33,"CRU","lat","Nulo",0,3.48,0,1.86,"Cruzeiro",5,21,NA,16,24,18,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"345","Gilsivan Soares da Silva ","ivan","Ivan","https://s.glbimg.com/es/sde/f/2018/05/24/1c2dd303026c2e02bbed35cfb1595918_FORMATO.png",80326,33,"CHA","gol","Nulo",0,1.21,0,-2,"Chapecoense",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"346","Gilberto Moraes Júnior","gilberto","Gilberto ","https://s.glbimg.com/es/sde/f/2018/09/20/3cfe538c9466e35f30d8caec3cdeb003_FORMATO.png",80313,33,"FLU","lat","Contundido",0,9.49,0,6.68,"Fluminense",3,20,4,17,41,34,2,7,1,6,NA,NA,3,NA,NA,1,NA,NA
"347","Leonardo Pereira","leo-pereira","Léo Pereira","https://s.glbimg.com/es/sde/f/2018/03/01/8a057cef4a095e67d1314d0ff4bff05a_FORMATO.png",83528,33,"ATL","zag","Provável",3.4,3.74,0.59,2.84,"Atlético-PR",3,9,1,5,44,7,NA,4,NA,7,NA,NA,1,NA,NA,NA,NA,NA
"348","Bruno da Silva Barbosa","bruno-silva","Bruno Silva","https://s.glbimg.com/es/sde/f/2018/09/27/b17da0820a3b1e8337a588d2eac239bc_FORMATO.png",83626,33,"VAS","mei","Contundido",0,0.99,0,-0.12,"Vasco",1,12,NA,4,19,6,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"349","Adilson dos Anjos Oliveira","juninho","Juninho","https://s.glbimg.com/es/sde/f/2018/05/07/a121caba22a2560ebe0698009aa2a45f_FORMATO.png",82381,33,"AME","mei","Nulo",0,7.5,0,3.06,"América-MG",4,47,4,28,77,63,NA,8,1,NA,NA,NA,3,NA,NA,NA,NA,NA
"350","Igor de Carvalho Julião","igor-juliao","Igor Julião","https://s.glbimg.com/es/sde/f/2016/06/28/6718cfa08984f2f134397fad39f6472a_FORMATO.jpeg",81951,33,"FLU","lat","Provável",10.5,5.14,2.56,4.25,"Fluminense",NA,4,NA,3,5,6,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"351","Diego Barbosa Tavares","diego-tavares","Diego Tavares","https://s.glbimg.com/es/sde/f/2018/08/31/b99149d02e70403afe5bf3e8306aefc1_FORMATO.jpeg",83869,33,"PAR","lat","Nulo",0,3.92,0,4.5,"Paraná",NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"352","Jeferson de Araújo de Carvalho","jeferson","Jeferson","https://s.glbimg.com/es/sde/f/2018/04/13/b82201ef35f9d51daf417ce9f8294859_FORMATO.png",84917,33,"VIT","lat","Provável",3.5,5.9,-0.02,2.74,"Vitória",7,30,1,25,75,44,1,3,3,8,NA,NA,NA,NA,NA,NA,NA,NA
"353","Marcos Felipe de Freitas Monteiro","marcos-felipe","Marcos Felipe ","https://s.glbimg.com/es/sde/f/2018/05/18/72317ca5c12be51354f8792ab39b37d8_FORMATO.png",85004,33,"FLU","gol","Nulo",0,2,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"354","José Rafael Vivian","ze-rafael","Zé Rafael ","https://s.glbimg.com/es/sde/f/2018/05/12/09a8cb904cc431ca446de5378e6cde58_FORMATO.png",82455,33,"BAH","mei","Provável",6,19.01,0.03,6.5,"Bahia",6,57,26,87,65,67,3,37,5,NA,NA,3,2,NA,NA,NA,NA,NA
"355","Carlos Alberto Carvalho da Silva Júnior","carlos","Carlos","https://s.glbimg.com/es/sde/f/2018/04/20/e4df417626fe465bd2a41d300e43856f_FORMATO.png",85027,33,"PAR","ata","Nulo",0,4.51,0,1.52,"Paraná",6,19,6,24,24,16,NA,15,11,NA,NA,NA,1,NA,NA,NA,NA,NA
"356","Thales Natanael Lira de Matos","thales","Thales ","https://s.glbimg.com/es/sde/f/2018/04/09/2db919a21f74604ec39c31b47a427a70_FORMATO.png",82626,33,"INT","zag","Nulo",0,4,0,0,"Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"357","Calyson Rubens Santiago Rosa","calyson","Calyson","https://s.glbimg.com/es/sde/f/2018/07/15/1f150f4d934c5bea8831eafc53efaf4e_FORMATO.png",82630,33,"CEA","mei","Provável",0.2,2.37,-0.16,1.49,"Ceará",2,10,4,16,20,7,NA,10,1,NA,NA,NA,1,NA,NA,NA,NA,NA
"358","Matheus Galdezani","matheus-galdezani","Matheus Galdezani","https://s.glbimg.com/es/sde/f/2018/05/17/2b140006a6546ccb3c5fbb067a9e8b93_FORMATO.png",82634,33,"ATL","mei","Provável",0,2.97,0,1.22,"Atlético-MG",6,19,4,21,41,19,1,7,1,NA,NA,NA,1,NA,NA,1,NA,NA
"359","Rafael Thyere Albuquerque Marques","rafael-thyere","Rafael Thyere","https://s.glbimg.com/es/sde/f/2018/05/24/918318ba9c18b6913e11cb5688852591_FORMATO.png",83048,33,"CHA","zag","Nulo",0,5.02,0,2.36,"Chapecoense",7,16,3,16,43,28,NA,3,1,7,NA,NA,1,NA,NA,NA,NA,NA
"360","Clayson Henrique da Silva Vieira","clayson","Clayson","https://s.glbimg.com/es/sde/f/2018/03/19/8d90e0a2771563f6cb02d576edbed6ed_FORMATO.png",83817,33,"COR","ata","Nulo",2,8.82,0.42,1.47,"Corinthians",3,16,6,18,30,14,1,4,5,NA,NA,NA,1,NA,NA,NA,NA,NA
