"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.clube.id.full.name","CA","FC","FD","FF","FS","FT","G","GC","PE","RB","SG","DD","GS","A","I","DP","CV","PP"
"272","Alexander Baumjohann","alex-baumjohann","Alex Baumjohann","https://s.glbimg.com/es/sde/f/2018/03/21/86d47b57857d02ac9b638604fe0da5bd_FORMATO.png",71389,26,"VIT","mei","Nulo",0,1.65,0,-0.1,"Vitória",NA,5,1,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"273","Kelvin Mateus de Oliveira","kelvin","Kelvin","https://s.glbimg.com/es/sde/f/2018/03/20/ce27034d4fd8068f72bbf69792b0ad46_FORMATO.png",71549,26,"VAS","ata","Nulo",1.2,5.32,0.19,1.64,"Vasco",1,5,NA,2,7,NA,1,NA,12,2,NA,NA,NA,2,NA,NA,NA,NA
"274","Javier Arley Reina Calvo","reina","Reina","https://s.glbimg.com/es/sde/f/2018/05/25/644b3e996f44835c5c708d4d081cf8d7_FORMATO.png",70118,26,"CEA","mei","Contundido",0,1.11,0,-0.48,"Ceará",2,10,1,NA,4,NA,NA,NA,10,3,NA,NA,NA,NA,1,NA,NA,NA
"275","Gabriel Rybar Blos","gabriel","Gabriel","https://s.glbimg.com/es/sde/f/2018/05/18/d0b143443c7fe342de877afaff95bb91_FORMATO.png",71572,26,"GRE","zag","Nulo",0,1,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"276","Luis Oscar González","lucho-gonzalez","Lucho González","https://s.glbimg.com/es/sde/f/2018/05/08/8c609625e5588e4ad1fdcd2a6c478284_FORMATO.png",71479,26,"ATL","mei","Provável",0,4.62,0,1.35,"Atlético-PR",3,19,3,3,5,NA,NA,NA,41,30,NA,NA,NA,1,3,NA,1,NA
"277","Fernando Miguel Kaufmann","fernando-miguel","Fernando Miguel","https://s.glbimg.com/es/sde/f/2018/05/08/b49a52f81f691127e1693a8fc8a73d1b_FORMATO.png",71571,26,"VAS","gol","Nulo",0,6.38,0,1.12,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,8,11,NA,NA,NA,NA,NA
"278","Federico Mancuello","mancuello","Mancuello","https://s.glbimg.com/es/sde/f/2018/05/07/0f1aad8b26fa5e7442bde1e17cfc4dfb_FORMATO.png",71066,26,"CRU","mei","Provável",0,2.85,0,1.31,"Cruzeiro",NA,14,6,8,11,NA,NA,NA,17,12,NA,NA,NA,NA,1,NA,1,NA
"279","Gustavo Leonardo Cuellar Gallego","cuellar","Cuéllar","https://s.glbimg.com/es/sde/f/2018/05/04/f29c0031ffc2adccbe51088049c2dea0_FORMATO.png",71709,26,"FLA","mei","Provável",9.7,10.69,1.46,3.8,"Flamengo",4,39,3,4,9,NA,NA,NA,27,66,NA,NA,NA,1,NA,NA,3,NA
"280","Lucas Rafael Araujo Lima","lucas-lima","Lucas Lima","https://s.glbimg.com/es/sde/f/2018/03/01/8596087ee3b876941e59b282b29cfcb2_FORMATO.png",80583,26,"PAL","mei","Provável",0.7,7.7,0.46,3.19,"Palmeiras",5,39,4,9,35,1,4,NA,50,30,NA,NA,NA,2,3,NA,NA,NA
"281","Luan Garcia Teixeira","luan","Luan","https://s.glbimg.com/es/sde/f/2017/04/23/21b43228acd34549ca343f42576f7632_FORMATO.png",80692,26,"PAL","zag","Provável",2.2,5.08,0.32,4.22,"Palmeiras",4,12,1,NA,11,NA,NA,NA,15,16,7,NA,NA,NA,NA,NA,1,NA
"282","Pedro Julião Azevedo Junior","juninho-quixada","Juninho Quixadá","https://s.glbimg.com/es/sde/f/2018/07/24/34d35d4978723d245bf40e3566ce3e86_FORMATO.png",71787,26,"CEA","ata","Provável",11.1,6.63,1.91,4.49,"Ceará",1,10,4,9,11,2,1,NA,22,6,NA,NA,NA,2,2,NA,NA,NA
"283","Diogo José Gonçalves da Silva","diogo-silva","Diogo Silva","https://s.glbimg.com/es/sde/f/2018/08/29/0bedcd75702ef7ed90afd2825f1f57c9_FORMATO.jpeg",71882,26,"CEA","gol","Nulo",0,3.23,0,5.5,"Ceará",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"284","Silvio José Cardoso Reis Junior","silvinho","Silvinho","https://s.glbimg.com/es/sde/f/2018/04/24/7ceaf9ab1a9cc4e1cb61cdef960b1079_FORMATO.png",71799,26,"PAR","ata","Provável",5.4,9.13,0.29,4.05,"Paraná",2,24,16,17,51,1,3,NA,61,26,NA,NA,NA,NA,1,NA,NA,NA
"285","Thiago Galhardo do Nascimento Rocha","thiago-galhardo","Thiago Galhardo","https://s.glbimg.com/es/sde/f/2018/04/09/75e3c902e55b9c23591335eee1054dc3_FORMATO.png",71844,26,"VAS","mei","Dúvida",0.1,6.54,-0.15,2.14,"Vasco",3,11,2,4,18,1,1,NA,26,8,NA,NA,NA,2,1,NA,NA,NA
"286","Gustavo Raúl Gómez Portillo","gustavo-gomez","Gustavo Gómez","https://s.glbimg.com/es/sde/f/2018/08/03/5d359eca3a79a4be9605f9758a7d0144_FORMATO.png",71684,26,"PAL","zag","Provável",13.3,11.49,2.14,6.1,"Palmeiras",1,5,1,1,8,NA,NA,NA,11,13,5,NA,NA,NA,NA,NA,NA,NA
"287","Elton Junior Melo Ataíde","elton","Elton","https://s.glbimg.com/es/sde/f/2018/03/21/3c546811d33f612cacba3bdc1dace452_FORMATO.png",71719,26,"BAH","mei","Provável",0,8.29,0,2.81,"Bahia",5,67,5,10,10,NA,NA,NA,37,60,NA,NA,NA,2,NA,NA,NA,NA
"288","Bruno Medeiros Grassi","bruno-grassi","Bruno Grassi","https://s.glbimg.com/es/sde/f/2017/04/23/d503f996169e9aafe30487a9921bed97_FORMATO.png",71818,26,"GRE","gol","Nulo",0,4.52,0,8,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA
"289","Fernando José da Cunha Neto","fernando-neto","Fernando Neto","https://s.glbimg.com/es/sde/f/2018/09/18/76d312b906b38b6d19ba0876493c1a51_FORMATO.png",80667,26,"FLU","mei","Nulo",0,2,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"290","Michel Ferreira dos Santos","michel","Michel ","https://s.glbimg.com/es/sde/f/2018/05/21/85cd3dd4979fed2379f69e0aeeaee152_FORMATO.png",71920,26,"GRE","mei","Nulo",0,4.7,0,1.9,"Grêmio",NA,NA,NA,NA,1,NA,NA,NA,4,3,NA,NA,NA,NA,NA,NA,NA,NA
"291","Johnath Marlone Azevedo da Silva","marlone","Marlone","https://s.glbimg.com/es/sde/f/2018/05/24/5d4936df04558a01a5eb71077e02edd5_FORMATO.png",80944,26,"SPO","mei","Provável",3.2,8.67,0.34,2.76,"Sport",1,7,12,16,32,NA,2,NA,69,11,NA,NA,NA,3,2,NA,NA,NA
"292","Bruno Cortês Barbosa","bruno-cortez","Bruno Cortez","https://s.glbimg.com/es/sde/f/2018/05/18/0ba3c7d69167c8dcfafe511fc043e800_FORMATO.png",72079,26,"GRE","lat","Nulo",1,14.54,-0.23,5.52,"Grêmio",3,26,1,NA,24,NA,NA,NA,42,36,14,NA,NA,NA,1,NA,NA,NA
"293","Paulo Roberto Valoura Júnior","juninho","Juninho","https://s.glbimg.com/es/sde/f/2018/05/25/c45bca15473040483b19685839de093e_FORMATO.png",71937,26,"CEA","mei","Nulo",0,5.6,0,3.39,"Ceará",NA,17,5,7,7,NA,NA,NA,34,25,NA,NA,NA,NA,NA,NA,NA,NA
"294","Pedro Tonon Geromel","pedro-geromel","Pedro Geromel","https://s.glbimg.com/es/sde/f/2018/05/21/afc76ea4e9c31e2977ea5e9a90c802b3_FORMATO.png",80853,26,"GRE","zag","Nulo",9.9,16.62,1.18,7.5,"Grêmio",2,8,2,5,4,NA,1,NA,18,38,6,NA,NA,NA,NA,NA,NA,NA
"295","Giovanni Palmieri dos Santos","giovanni","Giovanni","https://s.glbimg.com/es/sde/f/2018/05/07/bb4f1adb5bf49bba67eace97f861dea9_FORMATO.png",72097,26,"AME","lat","Contundido",0,8.65,0,4.74,"América-MG",3,12,2,7,14,NA,3,NA,21,24,5,NA,NA,NA,2,NA,NA,NA
"296","Jair Rodrigues Júnior","jair","Jair","https://s.glbimg.com/es/sde/f/2018/08/29/ccbb091bbf9cc1637cc7e4a75a9b5d9f_FORMATO.png",81091,26,"SPO","mei","Provável",1.9,3.24,-0.09,2.1,"Sport",2,9,NA,NA,5,NA,NA,NA,4,9,NA,NA,NA,NA,NA,NA,NA,NA
"297","Maximiliano Lélis Rodrigues","max","Max","https://s.glbimg.com/es/sde/f/2018/04/12/1bea2ecbf982db610ebf063ccfac89ff_FORMATO.png",80895,26,"SPO","zag","Nulo",0,1.78,0,1.2,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"298","Danilo Fernando Avelar","danilo-avelar","Danilo Avelar","https://s.glbimg.com/es/sde/f/2018/06/26/a77b90cda4d9d26c34f44befcf3a4f6d_FORMATO.png",72142,26,"COR","lat","Provável",-2,5.48,-1.33,1.91,"Corinthians",1,26,6,3,12,1,1,1,52,12,3,NA,NA,NA,2,NA,NA,NA
"299","João Paulo Mior","joao-paulo","João Paulo","https://s.glbimg.com/es/sde/f/2017/04/17/6b2d599609eccc7671f1c4a23739c2d7_FORMATO.png",72168,26,"BOT","mei","Contundido",0,10,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"300","Mayke Rocha de Oliveira","mayke","Mayke","https://s.glbimg.com/es/sde/f/2017/05/19/0c4040195eb2210f37198e62876f4dc1_FORMATO.png",81150,26,"PAL","lat","Provável",6.7,6.89,-0.22,4.35,"Palmeiras",2,16,NA,NA,3,NA,NA,NA,15,19,7,NA,NA,NA,1,NA,NA,NA
"301","Oswaldo José Henríquez Bocanegra","oswaldo-henriquez","Oswaldo Henríquez","https://s.glbimg.com/es/sde/f/2018/09/27/93bdf7db4666448d0da5432a29006d5f_FORMATO.png",81241,26,"VAS","zag","Nulo",0,4.07,0,0.7,"Vasco",1,2,NA,NA,1,NA,NA,NA,2,NA,1,NA,NA,NA,1,NA,NA,NA
"302","Éverson Felipe Marques Pires","everson","Éverson","https://s.glbimg.com/es/sde/f/2018/08/14/7ab52b47d50462cc76be6f11092e2404_FORMATO.png",72294,26,"CEA","gol","Provável",7.5,12.45,-0.01,6.24,"Ceará",3,1,NA,2,9,NA,1,NA,9,1,8,49,25,NA,NA,NA,NA,NA
"303","Jailson Marcelino dos Santos","jailson","Jailson","https://s.glbimg.com/es/sde/f/2017/04/18/63a42550ea5f70d0bbc92287dd6ac259_FORMATO.png",72290,26,"PAL","gol","Provável",7.7,13.61,-0.07,4.98,"Palmeiras",1,NA,NA,NA,NA,NA,NA,NA,11,NA,5,24,11,NA,NA,NA,1,NA
"304","Carlos Andrés Sánchez Arcosa","carlos-sanchez","Carlos Sánchez","https://s.glbimg.com/es/sde/f/2018/07/24/c9cda271bd6eed85cf205a243d3d2912_FORMATO.png",81677,26,"SAN","mei","Provável",3.8,10.32,0.51,3.9,"Santos",NA,13,1,5,16,1,NA,NA,26,8,NA,NA,NA,2,1,NA,NA,NA
"305","Andrés Lorenzo Ríos","andres-rios","Andrés Ríos","https://s.glbimg.com/es/sde/f/2018/09/27/342168a972e60f06f0487b203e892011_FORMATO.png",81684,26,"VAS","ata","Provável",0.4,6.83,-1.82,2.99,"Vasco",4,43,8,8,40,1,6,NA,36,11,NA,NA,NA,1,3,NA,NA,1
"306","Hernane Vidal Souza","hernane","Hernane","https://s.glbimg.com/es/sde/f/2018/08/15/df43aeed005a5668d32e3104263e2119_FORMATO.png",72386,26,"SPO","ata","Contundido",0,5.7,0,3.77,"Sport",1,14,4,4,22,NA,1,NA,12,5,NA,NA,NA,1,1,NA,NA,NA
"307","Felipe Alves Raymundo","felipe-alves","Felipe Alves","https://s.glbimg.com/es/sde/f/2018/03/01/a4001473c0c581b61769bb3db00efcaa_FORMATO.png",72372,26,"ATL","gol","Nulo",0,1.8,0,0.55,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,3,NA,1,1,3,NA,NA,NA,NA,NA
"308","Cléber Janderson Pereira Reis","cleber-reis","Cléber Reis","https://s.glbimg.com/es/sde/f/2018/04/24/69768a9bda3441e7a742ff9d70ba8d95_FORMATO.png",72376,26,"PAR","zag","Dúvida",0,7.13,0,4.12,"Paraná",1,7,1,4,9,1,NA,NA,22,27,3,NA,NA,NA,2,NA,1,NA
"309","Rodrigo Oliveira Lindoso","rodrigo-lindoso","Rodrigo Lindoso","https://s.glbimg.com/es/sde/f/2018/05/17/3988b3a7c7218ab5a3b8b242ad6f1b46_FORMATO.png",72362,26,"BOT","mei","Provável",9.9,11.24,0.18,4.88,"Botafogo",3,23,6,14,29,NA,6,NA,60,38,NA,NA,NA,2,2,NA,NA,1
"310","Luiz Otávio Anacleto Leandro","luiz-otavio","Luiz Otávio","https://s.glbimg.com/es/sde/f/2018/05/25/415ca8e21d5dcca6c767a0485b2765a3_FORMATO.png",72359,26,"CEA","zag","Provável",10.4,9.62,1.23,4,"Ceará",5,10,NA,6,7,NA,1,NA,19,35,8,NA,NA,NA,NA,NA,NA,NA
"311","Bruno dos Santos Nazário","bruno-nazario","Bruno Nazário","https://s.glbimg.com/es/sde/f/2018/07/11/458954576596e510c2e5c6668d407c5b_FORMATO.png",81776,26,"ATL","mei","Contundido",0,3.37,0,1.56,"Atlético-PR",1,4,NA,1,7,NA,NA,NA,6,6,NA,NA,NA,1,NA,NA,NA,NA
"312","Rosicley Pereira da Silva","rossi","Rossi","https://s.glbimg.com/es/sde/f/2018/03/21/ffe95cb4c3f0bed01a941972e52ec9ed_FORMATO.png",81798,26,"INT","ata","Nulo",0.5,3.91,0.32,1.77,"Internacional",3,10,3,2,19,1,1,NA,15,8,NA,NA,NA,2,NA,NA,NA,1
"313","Osman de Menezes Venâncio Junior","osman","Osman","https://s.glbimg.com/es/sde/f/2018/05/24/3d7f1fd9657bef546dec60dda0555868_FORMATO.png",81898,26,"CHA","ata","Nulo",0,3.25,0,1.91,"Chapecoense",1,6,2,3,6,NA,1,NA,10,5,NA,NA,NA,NA,NA,NA,NA,NA
"314","Alisson Euler de Freitas Castro","alisson","Alisson","https://s.glbimg.com/es/sde/f/2018/05/18/eeeced6e37969b2b8161eb83c56d069e_FORMATO.png",81845,26,"GRE","mei","Provável",0,8.16,0,3.4,"Grêmio",NA,7,6,7,26,NA,1,NA,25,9,NA,NA,NA,1,1,NA,NA,NA
"315","Clayton Silveira da Silva","clayton","Clayton","https://s.glbimg.com/es/sde/f/2018/08/10/b8ba1096a40cd0240eba8996df2c1bfe_FORMATO.png",81770,26,"BAH","ata","Nulo",0,3.97,0,-0.2,"Bahia",1,1,1,NA,1,NA,NA,NA,5,1,NA,NA,NA,NA,NA,NA,NA,NA
"316","Renê dos Santos Júnior","rene-junior","Renê Júnior","https://s.glbimg.com/es/sde/f/2018/03/20/8b306efa7463aa34e658516c465f664e_FORMATO.png",73281,26,"COR","mei","Contundido",0,5.85,0,2.6,"Corinthians",NA,12,NA,2,5,NA,NA,NA,4,9,NA,NA,NA,NA,NA,NA,NA,NA
"317","Matheus Simonete Bressanelli","bressan","Bressan","https://s.glbimg.com/es/sde/f/2018/05/18/89ef7379a0826a62657cb5948a315081_FORMATO.png",72491,26,"GRE","zag","Dúvida",0,10.14,0,5.21,"Grêmio",1,19,1,2,12,NA,1,NA,20,23,11,NA,NA,NA,NA,NA,NA,NA
"318","Luiz Carlos Cirne Lima de Lorenzi","lisca","Lisca","https://s.glbimg.com/es/sde/f/2018/06/05/28dffdf0f5fa7f305e52bcd7ee449f9a_FORMATO.png",72588,26,"CEA","tec","Provável",4.78,8.21,-0.22,4.18,"Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"319","João Ricardo Riedi","joao-ricardo","João Ricardo","https://s.glbimg.com/es/sde/f/2018/05/07/ed2c39f18fe6fdbf2db79d29a7d46eae_FORMATO.png",81881,26,"AME","gol","Provável",-3.2,5.95,-0.36,4.35,"América-MG",NA,NA,NA,NA,1,NA,NA,NA,17,NA,5,26,18,NA,NA,1,NA,NA
"320","José Henrique da Silva Dourado","henrique-dourado","Henrique Dourado","https://s.glbimg.com/es/sde/f/2018/05/04/d9413dcc3e693b62854a22d1a1f58501_FORMATO.png",81905,26,"FLA","ata","Suspenso",-1.5,9.14,-0.21,1.29,"Flamengo",6,29,2,9,29,NA,4,NA,11,4,NA,NA,NA,NA,8,NA,1,NA
"321","Rafael Copetti Fernandes","rafael-copetti","Rafael Copetti ","https://s.glbimg.com/es/sde/f/2018/08/29/f7b5b8074902a5f4e21da95e0e0725ab_FORMATO.png",73074,26,"CHA","gol","Nulo",0,3,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"322","Samuel Xavier Brito","samuel-xavier","Samuel Xavier","https://s.glbimg.com/es/sde/f/2018/05/17/fd0c8a84c1faea5160f04ad242f45e3e_FORMATO.png",73384,26,"CEA","lat","Provável",2.6,5.16,-2.74,4.34,"Ceará",5,23,NA,2,28,1,1,NA,28,23,5,NA,NA,2,1,NA,1,NA
"323","Luis Carlos Dallastella","luis-carlos","Luis Carlos","https://s.glbimg.com/es/sde/f/2018/03/21/327d9a5891939cc8940a99c68e11c26b_FORMATO.png",73413,26,"PAR","gol","Nulo",0,0.7,0,-4,"Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"324","Juan Ramón Cazares Sevillano","cazares","Cazares","https://s.glbimg.com/es/sde/f/2018/05/07/2952d9583a363deaf38934dd9c4cd382_FORMATO.png",81682,26,"ATL","mei","Provável",1.2,9.82,-0.32,3.53,"Atlético-MG",1,16,11,22,7,1,3,NA,91,21,NA,NA,NA,3,NA,NA,NA,NA
"325","José Rogério de Oliveira","rogerio","Rogério","https://s.glbimg.com/es/sde/f/2018/05/24/949f9e1967150f934c921bedf13a0bba_FORMATO.png",73540,26,"SPO","ata","Contundido",0.7,8.42,-0.8,3.15,"Sport",NA,26,13,22,43,NA,2,NA,28,13,NA,NA,NA,2,9,NA,1,NA
"326","José Rafael Vivian","ze-rafael","Zé Rafael ","https://s.glbimg.com/es/sde/f/2018/05/12/09a8cb904cc431ca446de5378e6cde58_FORMATO.png",82455,26,"BAH","mei","Provável",0,19.6,0,6.78,"Bahia",4,41,22,28,75,3,2,NA,55,53,NA,NA,NA,1,3,NA,NA,NA
"327","Thiago Rodrigues de Oliveira Nogueira","thiago-rodrigues","Thiago Rodrigues","https://s.glbimg.com/es/sde/f/2018/03/21/d825409cc03f8e81e67ec76372f1b206_FORMATO.png",73414,26,"PAR","gol","Nulo",0,7.57,0,5.23,"Paraná",NA,1,NA,NA,1,NA,NA,NA,5,NA,4,18,11,NA,NA,1,NA,NA
"328","Marcelo Hermes","marcelo-hermes","Marcelo Hermes","https://s.glbimg.com/es/sde/f/2018/05/07/bedbd7a85b9260c4086c631ade9244cd_FORMATO.png",82639,26,"CRU","lat","Provável",0,5.2,0,2.56,"Cruzeiro",3,12,1,4,8,NA,NA,NA,36,20,2,NA,NA,NA,NA,NA,NA,NA
"329","Adilson dos Anjos Oliveira","juninho","Juninho","https://s.glbimg.com/es/sde/f/2018/05/07/a121caba22a2560ebe0698009aa2a45f_FORMATO.png",82381,26,"AME","mei","Provável",2.9,8.44,-0.01,3.31,"América-MG",3,31,3,5,23,NA,2,NA,60,54,NA,NA,NA,NA,1,NA,NA,NA
"330","Maurício Nogueira Barbieri","mauricio-barbieri","Maurício Barbieri","https://s.glbimg.com/es/sde/f/2018/05/04/7e25588c269efbad7eeebc8cacae8c11_FORMATO.png",82792,26,"FLA","tec","Provável",2.95,13.99,-0.06,5.1,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"331","Matheus Galdezani","matheus-galdezani","Matheus Galdezani","https://s.glbimg.com/es/sde/f/2018/05/17/2b140006a6546ccb3c5fbb067a9e8b93_FORMATO.png",82634,26,"ATL","mei","Nulo",0,3.66,0,1.17,"Atlético-MG",5,17,4,5,19,NA,1,NA,36,14,NA,NA,NA,1,1,NA,1,NA
"332","Calyson Rubens Santiago Rosa","calyson","Calyson","https://s.glbimg.com/es/sde/f/2018/07/15/1f150f4d934c5bea8831eafc53efaf4e_FORMATO.png",82630,26,"CEA","mei","Provável",3.2,2.8,-0.88,1.84,"Ceará",2,7,2,7,12,NA,1,NA,11,6,NA,NA,NA,NA,NA,NA,NA,NA
"333","Thales Natanael Lira de Matos","thales","Thales ","https://s.glbimg.com/es/sde/f/2018/04/09/2db919a21f74604ec39c31b47a427a70_FORMATO.png",82626,26,"INT","zag","Nulo",0,4,0,0,"Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"334","Vinícius Vasconcelos Araújo","vinicius-araujo","Vinícius Araújo","https://s.glbimg.com/es/sde/f/2018/09/27/6ddf98420b08a50c32c74472f3b962b3_FORMATO.png",82767,26,"VAS","ata","Contundido",0,3.75,0,-0.03,"Vasco",2,3,NA,2,4,NA,NA,NA,4,2,NA,NA,NA,NA,NA,NA,NA,NA
"335","Gabriel Santana Pinto","gabriel","Gabriel","https://s.glbimg.com/es/sde/f/2018/05/24/ba83d05d6577dcd62dcb5af3bb7ca5e1_FORMATO.png",73515,26,"SPO","mei","Nulo",0,6.28,0,3.07,"Sport",1,18,7,9,33,1,3,NA,47,20,NA,NA,NA,1,3,NA,NA,NA
"336","Ruy Franco de Almeida Junior","ruy","Ruy","https://s.glbimg.com/es/sde/f/2018/03/17/e5c923c2884a22666c9fa588105d9986_FORMATO.png",82939,26,"AME","mei","Provável",-0.3,3.73,0.2,1.43,"América-MG",NA,5,4,5,22,1,1,NA,55,3,NA,NA,NA,1,NA,NA,NA,NA
"337","Rafael Thyere Albuquerque Marques","rafael-thyere","Rafael Thyere","https://s.glbimg.com/es/sde/f/2018/05/24/918318ba9c18b6913e11cb5688852591_FORMATO.png",83048,26,"CHA","zag","Provável",0,3.54,0,2.47,"Chapecoense",6,14,3,2,10,NA,1,NA,33,27,5,NA,NA,NA,1,NA,NA,NA
"338","Jean Roberto Souza da Silva","jean-roberto","Jean Roberto","https://s.glbimg.com/es/sde/f/2018/08/03/a07616383dec21597806430f34779a1d_FORMATO.png",83204,26,"CHA","mei","Nulo",0,2,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"339","Charles Luis Reiter","charles","Charles","https://s.glbimg.com/es/sde/f/2018/03/21/c6be1b00e5922e5a5cb8a8f78031dc24_FORMATO.png",84187,26,"PAR","zag","Dúvida",0,4.79,0,0.9,"Paraná",NA,3,NA,NA,3,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA
"340","Patrick Bezerra do Nascimento","patrick","Patrick","https://s.glbimg.com/es/sde/f/2018/04/08/ecdf20e0263f65cb7a63bf0e68ebd3b6_FORMATO.png",83433,26,"INT","mei","Suspenso",3.1,17.01,0.36,6.25,"Internacional",6,42,10,12,34,NA,4,NA,55,76,NA,NA,NA,3,NA,NA,NA,NA
"341","Neilton Meira Mestzk","neilton","Neilton","https://s.glbimg.com/es/sde/f/2018/03/21/a77d395d25e1b65d85306670c5ae5c09_FORMATO.png",83772,26,"VIT","ata","Dúvida",-1.8,10.8,-0.14,4,"Vitória",6,36,5,17,47,1,5,NA,80,28,NA,NA,NA,4,4,NA,NA,NA
"342","Leonardo Pereira","leo-pereira","Léo Pereira","https://s.glbimg.com/es/sde/f/2018/03/01/8a057cef4a095e67d1314d0ff4bff05a_FORMATO.png",83528,26,"ATL","zag","Nulo",0,4.53,0,3.45,"Atlético-PR",1,5,1,3,5,NA,1,NA,37,5,5,NA,NA,NA,NA,NA,NA,NA
"343","Gabriel Barbosa Almeida","gabriel","Gabriel","https://s.glbimg.com/es/sde/f/2018/05/23/867503e41e09367e5f12e0f5e8a10322_FORMATO.png",83257,26,"SAN","ata","Suspenso",13.6,16.19,2.27,6.18,"Santos",2,29,13,26,39,NA,13,NA,67,20,NA,NA,NA,1,15,NA,NA,NA
"344","Diego Barbosa Tavares","diego-tavares","Diego Tavares","https://s.glbimg.com/es/sde/f/2018/08/31/b99149d02e70403afe5bf3e8306aefc1_FORMATO.jpeg",83869,26,"PAR","lat","Nulo",0,3.92,0,4.5,"Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"345","Andrevaldo de Jesus Santos","valdo","Valdo","https://s.glbimg.com/es/sde/f/2018/05/25/cf9d979ab326b302465984bc2feb021f_FORMATO.png",84509,26,"CEA","zag","Provável",0,7.22,0,3.2,"Ceará",NA,5,NA,3,4,NA,NA,NA,5,11,3,NA,NA,NA,NA,NA,NA,NA
"346","Bruno da Silva Barbosa","bruno-silva","Bruno Silva","https://s.glbimg.com/es/sde/f/2018/09/27/b17da0820a3b1e8337a588d2eac239bc_FORMATO.png",83626,26,"VAS","mei","Contundido",0,0.99,0,-0.12,"Vasco",1,12,NA,2,4,NA,NA,NA,19,6,NA,NA,NA,NA,NA,NA,NA,NA
"347","Agustín Lionel Allione","allione","Allione","https://s.glbimg.com/es/sde/f/2018/03/21/3c614f3fa77de55748fa8ddfdef2eecc_FORMATO.png",84585,26,"BAH","mei","Nulo",0,4.31,0,1.82,"Bahia",NA,6,2,NA,5,NA,1,NA,6,1,NA,NA,NA,1,NA,NA,NA,NA
"348","Glauco Tadeu Chaves","glauco","Glauco","https://s.glbimg.com/es/sde/f/2018/05/07/1fe49ae80180a4b6e896021ef63976ff_FORMATO.png",84555,26,"AME","gol","Nulo",0,4,0,0,"América-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"349","Claudinei dos Santos Oliveira","claudinei-oliveira","Claudinei Oliveira","https://s.glbimg.com/es/sde/f/2018/08/16/7dc40b789dd80eefcd7d5ee365b95f95_FORMATO.png",84761,26,"PAR","tec","Provável",1.52,8.81,-0.12,3.34,"Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"350","Nicolás Federico López Alonso","nico-lopez","Nico López","https://s.glbimg.com/es/sde/f/2018/04/08/5bb6e14f65a15709391b32e0e4332d8c_FORMATO.png",84709,26,"INT","ata","Provável",0.7,14.63,-1.68,5.21,"Internacional",4,22,15,13,23,3,7,NA,45,20,NA,NA,NA,3,5,NA,NA,NA
"351","Lucas Cândido Silva","lucas-candido","Lucas Cândido","https://s.glbimg.com/es/sde/f/2018/05/07/19488c44e682165da72638af463246ff_FORMATO.png",84851,26,"ATL","mei","Nulo",0,2.61,0,1.24,"Atlético-MG",NA,2,1,NA,4,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,1,NA
