"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.clube.id.full.name","A","CA","FC","FD","FF","FS","G","I","PE","RB","CV","FT","GC","SG","DD","GS","PP","DP"
"277","Eduardo Gabriel Aquino Cossa","pepe","Pepê","https://s.glbimg.com/es/sde/f/2018/07/31/21dbd08feda4a4caf00ffc5fe75ec14b_FORMATO.png",91201,18,"GRE","ata","Provável",10,4.68,0.75,3.95,"Grêmio",NA,1,6,1,2,13,2,2,11,13,NA,NA,NA,NA,NA,NA,NA,NA
"278","Lucas Fernandes","lucas-fernandes","Lucas Fernandes","https://s.glbimg.com/es/sde/f/2018/05/01/99bb69dc32439752f0b3e496e9a523cc_FORMATO.png",90899,18,"VIT","ata","Nulo",1.7,5.52,0.01,2.92,"Vitória",NA,NA,6,4,3,22,1,NA,21,8,NA,2,NA,NA,NA,NA,NA,NA
"279","Jesiel Cardoso Miranda","jesiel","Jesiel","https://s.glbimg.com/es/sde/f/2018/04/24/8cdc1a9445b0b0ebf72f53be7212ceb2_FORMATO.png",91156,18,"PAR","zag","Contundido",0,3.27,0,1.71,"Paraná",NA,2,8,1,1,3,NA,NA,11,11,NA,NA,NA,1,NA,NA,NA,NA
"280","Éder Ferreira Graminho","eder","Éder ","https://s.glbimg.com/es/sde/f/2018/04/25/9c24eef6db7bc6f134fefb1a2342e6f6_FORMATO.png",91203,18,"ATL","zag","Nulo",0,3,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"281","Evandro Lima de Oliveira Filho","evandro","Evandro","https://s.glbimg.com/es/sde/f/2018/05/24/cc89d0c16b42dd430daa29322584d1ac_FORMATO.png",91001,18,"SPO","lat","Nulo",0,3.86,0,7.7,"Sport",NA,NA,1,NA,NA,1,NA,NA,1,2,NA,NA,NA,1,NA,NA,NA,NA
"282","Ronaldo de Oliveira Strada","ronaldo","Ronaldo","https://s.glbimg.com/es/sde/f/2018/03/21/841b5df0cdc6cf16eecd117560650d41_FORMATO.png",91101,18,"VIT","gol","Provável",1,3.49,-0.54,4,"Vitória",NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,9,9,NA,NA
"283","Lucas Estella Perri","lucas-perri","Lucas Perri","https://s.glbimg.com/es/sde/f/2018/05/26/5818d20df4c7c3248d9dc04c6864aa03_FORMATO.png",91260,18,"SAO","gol","Nulo",0,1,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"284","Raphael Schorr Utzig","raphael-alemao","Raphael Alemão","https://s.glbimg.com/es/sde/f/2018/04/24/e72a3c4a24b0c21be12ae1fc78ee1755_FORMATO.jpeg",91206,18,"PAR","ata","Nulo",0,3.54,0,2.3,"Paraná",NA,NA,4,4,2,3,NA,NA,4,3,NA,NA,NA,NA,NA,NA,NA,NA
"285","Everaldo Silva do Nascimento","everaldo","Everaldo ","https://s.glbimg.com/es/sde/f/2018/07/20/e1ce97d162a9419406447d05322336f8_FORMATO.png",91151,18,"FLU","ata","Nulo",-0.1,1.86,0.02,0.74,"Fluminense",NA,NA,2,NA,1,4,NA,1,7,3,NA,NA,NA,NA,NA,NA,NA,NA
"286","Leonardo Felipe Valencia Rossel","leonardo-valencia","Leonardo Valencia","https://s.glbimg.com/es/sde/f/2018/05/17/fdfb5b9c1f58d363c8597c844f7302ba_FORMATO.png",91508,18,"BOT","mei","Provável",2.6,9.59,-0.04,4.74,"Botafogo",3,1,11,10,16,25,2,NA,40,16,NA,1,NA,NA,NA,NA,NA,NA
"287","Raphael Cavalcante Veiga","raphael-veiga","Raphael Veiga","https://s.glbimg.com/es/sde/f/2018/05/08/0d3ebad476e49da96d45503920efe53f_FORMATO.png",94509,18,"ATL","mei","Provável",-3.3,4.82,-1.23,1.48,"Atlético-PR",2,5,13,9,4,16,1,NA,24,3,NA,NA,NA,NA,NA,NA,NA,NA
"288","Igor Aquino da Silva","igor","Igor","https://s.glbimg.com/es/sde/f/2018/03/21/95c075f33312c6b483847dc688deac80_FORMATO.png",91639,18,"PAR","lat","Provável",0.8,2.94,-0.06,2.49,"Paraná",NA,2,6,NA,7,4,NA,1,19,12,NA,NA,NA,2,NA,NA,NA,NA
"289","Paulo Victor da Silva","paulinho","Paulinho","https://s.glbimg.com/es/sde/f/2018/08/03/c2091fb8bfdc8a7323f23bbc3f328093_FORMATO.png",91626,18,"BAH","lat","Nulo",0,2.64,0,0.7,"Bahia",NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"290","Robert Abel Arboleda Escobar","arboleda","Arboleda","https://s.glbimg.com/es/sde/f/2018/05/26/623b0cc8357c9b8e5f3551ba40c06640_FORMATO.png",91573,18,"SAO","zag","Provável",0.6,9.02,-0.32,3.12,"São Paulo",1,4,20,2,8,11,NA,2,16,18,NA,NA,NA,3,NA,NA,NA,NA
"291","Matheus Gonçalves Savio","matheus-savio","Matheus Savio","https://s.glbimg.com/es/sde/f/2018/07/28/3a3a8b95d0a4f15553e2ab71957c0c0c_FORMATO.png",91264,18,"FLA","mei","Nulo",0,5.3,0,3.67,"Flamengo",NA,NA,1,1,NA,1,1,NA,4,2,NA,NA,NA,NA,NA,NA,NA,NA
"292","Adryelson Shawann Lima Silva","adryelson","Adryelson","https://s.glbimg.com/es/sde/f/2018/05/24/8993667474efcafb24e0734c9b403ebe_FORMATO.png",91664,18,"SPO","zag","Nulo",0,3,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"293","Leandro Henrique do Nascimento","leandrinho","Leandrinho","https://s.glbimg.com/es/sde/f/2018/07/16/427506f9f329b3a83b0695351930c35f_FORMATO.png",91702,18,"ATL","ata","Nulo",0,3,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"294","Luís Carlos Rocha da Silva","pilar","Pilar","https://s.glbimg.com/es/sde/f/2018/07/19/0ba295598199da7f2a0b6f02d774acda_FORMATO.png",91649,18,"AME","ata","Nulo",0,2,0,0,"América-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"295","Marlon Rodrigues Xavier","marlon","Marlon","https://s.glbimg.com/es/sde/f/2018/05/18/957dc9c05196688e737761b957122b5e_FORMATO.png",91706,18,"FLU","lat","Nulo",0,4.7,0,2,"Fluminense",NA,3,12,1,4,4,NA,1,33,16,NA,NA,NA,2,NA,NA,NA,NA
"296"," João Pedro Heinen Silva","joao-pedro","João Pedro","https://s.glbimg.com/es/sde/f/2018/05/09/1be6fbe0e1aa54c749ed58a1213eff8b_FORMATO.png",91687,18,"BOT","mei","Nulo",-0.5,1.55,-0.37,0.05,"Botafogo",NA,NA,4,1,NA,3,NA,2,8,2,NA,NA,NA,NA,NA,NA,NA,NA
"297","Rafael dos Santos da Silva","rafinha","Rafinha","https://s.glbimg.com/es/sde/f/2018/03/15/c4478d4a2dd3cddeff0ae2f6e49a1d61_FORMATO.png",91644,18,"CEA","mei","Nulo",0,3,0,0,"Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"298","Caíque França Godoy","caique-franca","Caíque França","https://s.glbimg.com/es/sde/f/2018/03/19/930bb1645127cc2974dd8b133682b00a_FORMATO.png",91808,18,"COR","gol","Nulo",0,2,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"299","Diego Ferreira Matheus","diego-ferreira","Diego Ferreira","https://s.glbimg.com/es/sde/f/2018/03/01/5e300b254076f90bc73404c25d77cce8_FORMATO.png",91783,18,"ATL","lat","Nulo",0,3,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"300","Jean Paulo Fernandes Filho","jean","Jean","https://s.glbimg.com/es/sde/f/2018/05/26/f9ec7f3f4fd5bea0dad016fc4a611c1a_FORMATO.png",90933,18,"SAO","gol","Nulo",0,5.73,0,-2,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"301","Everson Bispo Pereira","everson","Everson","https://s.glbimg.com/es/sde/f/2018/03/02/0d1f27696ffa839add050783ad3a4202_FORMATO.png",91929,18,"BAH","zag","Nulo",0,3.22,0,2.04,"Bahia",NA,1,3,NA,2,2,NA,1,8,4,NA,1,NA,1,NA,NA,NA,NA
"302","Christian Sávio Machado","christian","Christian","https://s.glbimg.com/es/sde/f/2018/05/07/d01cfe5d2a8f27f7a2d70e9fdb8ea900_FORMATO.png",91928,18,"AME","mei","Nulo",0,9.58,0,4.38,"América-MG",NA,NA,4,1,7,12,1,NA,16,14,NA,NA,NA,NA,NA,NA,NA,NA
"303","Gabriel Félix dos Santos","gabriel-felix","Gabriel Félix","https://s.glbimg.com/es/sde/f/2018/04/09/1d85c758ea942cdf25ad4709d3c7ccb8_FORMATO.png",92057,18,"VAS","gol","Nulo",0,3,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"304","Giovanny Bariani Marques","giovanny","Giovanny ","https://s.glbimg.com/es/sde/f/2018/03/01/72a50af56d0244ff54802620b95b68a1_FORMATO.png",92085,18,"ATL","ata","Nulo",0,4,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"305","Diogo Vitor da Cruz","diogo-vitor","Diogo Vitor","https://s.glbimg.com/es/sde/f/2018/05/23/764d925f9e1e8276fff1e15ec295a7ce_FORMATO.png",92094,18,"SAN","ata","Suspenso",0,2,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"306","José Ivaldo Almeida Silva","ze-ivaldo","Zé Ivaldo","https://s.glbimg.com/es/sde/f/2018/03/01/b984cfe3c5aef05cca4e8856a06ad317_FORMATO.png",91866,18,"ATL","zag","Nulo",0,3.19,0,2.12,"Atlético-PR",NA,4,13,1,2,6,NA,1,18,12,NA,NA,NA,4,NA,NA,NA,NA
"307","Luis Henrique Farinhas Taffner","luis-henrique","Luis Henrique","https://s.glbimg.com/es/sde/f/2018/04/27/3c92f48086c4a177bd2fdf990769ca32_FORMATO.png",92128,18,"GRE","ata","Nulo",0,2,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"308","Guillermo Rafael de Amores Ravelo","de-amores","De Amores","https://s.glbimg.com/es/sde/f/2018/05/18/bc46249219619faa719a9038f26a18fb_FORMATO.png",92197,18,"FLU","gol","Contundido",0,3,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"309","Arthur Mendonça Cabral","arthur","Arthur","https://s.glbimg.com/es/sde/f/2018/05/25/020b028810656cb9f99f810d14b34d24_FORMATO.png",92171,18,"CEA","ata","Provável",1.7,4.33,0.32,1.63,"Ceará",NA,2,17,6,10,9,1,3,11,5,NA,NA,NA,NA,NA,NA,NA,NA
"310","Caíque Luiz Santos da Purificação","caique","Caíque","https://s.glbimg.com/es/sde/f/2018/03/21/bdbcd1c19e54ffed0f7410911018ef2e_FORMATO.png",92207,18,"VIT","gol","Nulo",0,3.5,0,1.62,"Vitória",NA,1,1,NA,NA,1,NA,NA,3,NA,NA,NA,NA,NA,8,10,NA,1
"311","José Carlos Ferreira Júnior","juninho","Juninho","https://s.glbimg.com/es/sde/f/2018/05/17/08bd6f4ff4e0bcf9dfe9b3dc010c2bb3_FORMATO.png",92182,18,"ATL","zag","Nulo",0,4.07,0,0.65,"Atlético-MG",NA,NA,5,NA,NA,3,NA,NA,8,4,NA,NA,NA,NA,NA,NA,NA,NA
"312","Bryan Alfredo Cabezas Segura","cabezas","Cabezas","https://s.glbimg.com/es/sde/f/2018/07/27/9bd877b1191283ea4170572bb43bbe4a_FORMATO.png",94785,18,"FLU","ata","Nulo",0,7,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"313","Jonatan Daniel Álvez Sagar","jonatan-alvez","Jonatan Álvez","https://s.glbimg.com/es/sde/f/2018/07/16/8b1421130c1ebf9cc2ff9bd2d84bd2a0_FORMATO.png",92377,18,"INT","ata","Provável",8,7.94,1.9,2.83,"Internacional",NA,2,6,NA,2,4,2,2,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"314","Odair Hellmann","odair-hellmann","Odair Hellmann","https://s.glbimg.com/es/sde/f/2018/03/20/e106ae4a3a04464c776be27a72b98b9e_FORMATO.png",92273,18,"INT","tec","Provável",8.56,12.71,0.63,5.31,"Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"315","Ronald Sant'anna Rodrigues","ronald","Ronald","https://s.glbimg.com/es/sde/f/2018/04/09/d8829876bb546c5fdeb9d31081f228cf_FORMATO.png",98593,18,"INT","ata","Nulo",0,1,0,0,"Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"316","Deyverson Brum Silva Acosta","deyverson","Deyverson","https://s.glbimg.com/es/sde/f/2017/09/04/03b2e1a6f53171bc2a6aea4cea393821_FORMATO.jpeg",92708,18,"PAL","ata","Provável",11.5,4.04,1.98,1.53,"Palmeiras",1,2,4,3,NA,7,1,NA,6,2,NA,NA,NA,NA,NA,NA,NA,NA
"317","Douglas Augusto Soares Gomes","douglas","Douglas","https://s.glbimg.com/es/sde/f/2018/08/08/02f5f789d33b664db76199687303be3d_FORMATO.png",92497,18,"COR","mei","Nulo",0,3.58,0,2.12,"Corinthians",1,2,15,2,6,5,NA,NA,12,13,NA,NA,NA,NA,NA,NA,NA,NA
"318","Raul Lô Gonçalves","raul","Raul","https://s.glbimg.com/es/sde/f/2018/06/05/3f7d7431cd8ea25054bb708fd59fdaaf_FORMATO.png",92496,18,"VAS","mei","Nulo",2,1.92,0.08,1.85,"Vasco",NA,NA,1,NA,NA,3,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA
"319","Leonardo Costa Silva","leo-tilica","Léo Tilica","https://s.glbimg.com/es/sde/f/2017/05/04/74f74348921e923d86030ce27cda9081_FORMATO.jpeg",92617,18,"GRE","ata","Nulo",0,2,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"320","Lucas Veríssimo da Silva","lucas-verissimo","Lucas Veríssimo","https://s.glbimg.com/es/sde/f/2018/05/23/42fd835f340efe196b526b448bee4519_FORMATO.png",93368,18,"SAN","zag","Provável",-0.8,6.76,-0.41,1.43,"Santos",NA,2,7,2,1,8,NA,1,10,13,1,NA,NA,1,NA,NA,NA,NA
"321","Ronaldo da Silva Souza","ronaldo","Ronaldo","https://s.glbimg.com/es/sde/f/2018/05/04/4a712964d24db411eb2f071aaef4a483_FORMATO.png",92981,18,"FLA","mei","Nulo",0,3,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"322","Denilson dos Santos de Souza","denilson","Denilson","https://s.glbimg.com/es/sde/f/2017/06/07/a960f52cf5f9b283c91b4ed4eb49d4e6_FORMATO.jpeg",92662,18,"GRE","zag","Nulo",0,3,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"323","Michel Araújo Silvestre","michel","Michel","https://s.glbimg.com/es/sde/f/2018/05/07/a3e65215ad65c14fa220486bb806189a_FORMATO.png",92692,18,"AME","lat","Nulo",0,2,0,0,"América-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"324","Matheus Ferreira de Sousa","ferreira","Ferreira","https://s.glbimg.com/es/sde/f/2018/04/12/1a8922ffc1c19237faf02beed71c102d_FORMATO.png",100985,18,"SPO","mei","Provável",1.2,2.87,0.18,0.65,"Sport",NA,1,1,NA,NA,NA,NA,NA,3,4,NA,NA,NA,NA,NA,NA,NA,NA
"325","Marcelo David Báez Casco","baez","Báez","https://s.glbimg.com/es/sde/f/2018/03/21/9be3f44890b3185c67afbd3e71dd96b2_FORMATO.png",93050,18,"PAR","lat","Nulo",2.3,1.85,0.08,0.77,"Paraná",NA,NA,1,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"326","Walisson Moreira Farias Maia","walisson-maia","Walisson Maia","https://s.glbimg.com/es/sde/f/2018/03/21/24015c9080aa3347098cfb88e90348e8_FORMATO.png",73991,18,"VIT","zag","Contundido",0,5.06,0,3.25,"Vitória",NA,1,2,NA,NA,1,NA,NA,5,7,NA,NA,NA,NA,NA,NA,NA,NA
"327","Hygor Cleber Garcia Silva","hygor","Hygor","https://s.glbimg.com/es/sde/f/2018/04/10/759a4b22d32d2b49cc98448865f39cca_FORMATO.png",100955,18,"SPO","ata","Nulo",0,0.91,0,0.66,"Sport",NA,NA,3,1,1,6,NA,1,4,1,NA,NA,NA,NA,NA,NA,NA,NA
"328","Severino do Ramo Clementino da Silva","nino-paraiba","Nino Paraíba","https://s.glbimg.com/es/sde/f/2018/05/02/6971ebec7f9c3c38db9490eb58f746f3_FORMATO.png",68808,18,"BAH","lat","Nulo",5.4,13.4,-0.83,6.42,"Bahia",1,2,11,3,3,14,NA,NA,26,29,NA,NA,NA,4,NA,NA,NA,NA
"329","Gustavo Nonato Santana","nonato","Nonato","https://s.glbimg.com/es/sde/f/2018/07/23/765c032bd553fcba8b0ef9139f425012_FORMATO.png",100987,18,"INT","mei","Nulo",0,2,0,0,"Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"330","Ademir da Silva Santos Junior","ademir","Ademir","https://s.glbimg.com/es/sde/f/2018/04/10/785797e137683aa3f4810b86b8ffc886_FORMATO.png",101314,18,"AME","ata","Nulo",0,2.97,0,2.99,"América-MG",NA,2,8,3,6,21,1,2,10,8,NA,NA,NA,NA,NA,NA,NA,NA
"331","Helerson Mateus do Nascimento","helerson","Helerson","https://s.glbimg.com/es/sde/f/2018/05/17/d77174c23bf61556c34f3ce05ac4c396_FORMATO.png",101073,18,"BOT","zag","Nulo",0,1,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"332","Maximiliano Gastón López","maxi-lopez","Maxi López","https://s.glbimg.com/es/sde/f/2018/07/18/23344242c4a903e79b613d54605d7acb_FORMATO.png",68800,18,"VAS","ata","Nulo",-3,6.2,-2.8,-3,"Vasco",NA,1,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"333","Murillo Barbosa Lopes","murillo-lopes","Murillo Lopes","https://s.glbimg.com/es/sde/f/2018/03/21/e2ec7f5249ed4e20ba954475be6bdd08_FORMATO.png",101199,18,"PAR","gol","Nulo",0,2,0,0,"Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"334","Jonathan Doin","paulo-miranda","Paulo Miranda","https://s.glbimg.com/es/sde/f/2018/05/21/62fa3dde13de597371870ee9b721b5d7_FORMATO.png",68817,18,"GRE","zag","Provável",8.4,8.47,0.61,5.9,"Grêmio",NA,NA,4,NA,2,7,NA,NA,14,11,NA,NA,NA,4,NA,NA,NA,NA
"335","Marcelo Lomba do Nascimento","marcelo-lomba","Marcelo Lomba","https://s.glbimg.com/es/sde/f/2018/04/08/c6db42e2a46652d39dfdaf203267d223_FORMATO.png",68872,18,"INT","gol","Provável",13.7,9.4,0.43,9.9,"Internacional",NA,NA,NA,NA,NA,1,NA,NA,3,NA,NA,NA,NA,3,9,1,NA,NA
"336","Rodrigo Júnior Paula Silva","digao","Digão","https://s.glbimg.com/es/sde/f/2018/07/05/108a277374dbf9d6964a4440bd9ef43e_FORMATO.png",68886,18,"FLU","zag","Provável",2.2,5.08,0.44,1.78,"Fluminense",NA,NA,8,2,NA,5,NA,NA,9,5,NA,NA,NA,1,NA,NA,NA,NA
"337","Rafael Galhardo de Souza","rafael-galhardo","Rafael Galhardo","https://s.glbimg.com/es/sde/f/2018/04/09/dd10c890ac24ce82978a7b585a33b7df_FORMATO.png",68821,18,"VAS","lat","Provável",-0.1,2.43,-0.02,0.59,"Vasco",NA,1,6,2,5,7,NA,1,24,5,NA,NA,NA,NA,NA,NA,NA,NA
"338","Martín Nicolás Sarrafiore","martin-sarrafiore","Martín Sarrafiore","https://s.glbimg.com/es/sde/f/2018/07/05/ce690031c364aa0119c415809e422cf0_FORMATO.png",101315,18,"INT","mei","Nulo",0,5,0,0,"Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"339","Paulo Victor Mileo Vidotti","paulo-victor","Paulo Victor","https://s.glbimg.com/es/sde/f/2018/05/21/6022690f57c54343611ba7c2008603ce_FORMATO.png",68873,18,"GRE","gol","Suspenso",5.7,6.67,0.27,2.77,"Grêmio",NA,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,2,4,3,NA,NA
"340","Igor Henrique Pereira de Campos","igor-campos","Igor Campos","https://s.glbimg.com/es/sde/f/2018/05/24/97ef928b4d8da38916e72a5166792dc8_FORMATO.png",101421,18,"CHA","gol","Nulo",0,1,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"341","Bruno da Silva Santos","bruno-silva","Bruno Silva","https://s.glbimg.com/es/sde/f/2018/05/24/c08c1ffb51c09b59126c4f9ae3771ec7_FORMATO.png",101422,18,"CHA","ata","Provável",1.7,2.83,0.29,2.64,"Chapecoense",NA,NA,11,3,2,13,1,2,24,19,NA,NA,NA,NA,NA,NA,NA,NA
"342","André Luiz Barretto Silva Lima","andre-lima","André Lima","https://s.glbimg.com/es/sde/f/2018/03/21/d5bd90b5cbee9c67c4fe5a21cfdfe5f3_FORMATO.png",68893,18,"VIT","ata","Contundido",0,4.95,0,1.51,"Vitória",NA,3,24,6,3,18,2,4,18,5,NA,NA,NA,NA,NA,NA,NA,NA
"343","Marco Antonio Saravia Antinori","marco-saravia","Marco Saravia",NA,101479,18,"GRE","zag","Nulo",0,1,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"344","Welington Pereira Rodrigues","gum","Gum","https://s.glbimg.com/es/sde/f/2018/01/21/fad3eca69c2c4704602fb3e8c9aa074f_FORMATO.png",68887,18,"FLU","zag","Provável",-0.6,4.9,0.13,2.05,"Fluminense",1,1,19,1,5,6,NA,NA,30,14,NA,NA,NA,3,NA,NA,NA,NA
"345","Jorge Ambrosio Mendonça","mendonca","Mendonça",NA,101480,18,"GRE","zag","Nulo",0,1,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"346","Ramon de Morais Motta ","ramon","Ramon","https://s.glbimg.com/es/sde/f/2018/04/09/f08ba4306c8c31eccc5e4d58f1a65e07_FORMATO.png",68896,18,"VAS","lat","Provável",1.4,8.03,-0.77,3.61,"Vasco",NA,1,4,2,1,4,1,NA,18,11,NA,NA,NA,1,NA,NA,NA,NA
"347","Eduardo Pereira Rodrigues","dudu","Dudu","https://s.glbimg.com/es/sde/f/2017/04/18/5268d6ef98c67a25b1dabf90d489a37f_FORMATO.png",68920,18,"PAL","ata","Nulo",0,14.98,0,4.59,"Palmeiras",3,5,12,11,6,46,3,2,39,12,1,NA,NA,NA,NA,NA,NA,NA
"348","Leonardo Fabiano da Silva e Silva","leonardo-silva","Leonardo Silva","https://s.glbimg.com/es/sde/f/2018/05/07/76bcd627f9b56262f6ad6cce8983b430_FORMATO.png",68925,18,"ATL","zag","Provável",5.7,9.61,0.46,5.32,"Atlético-MG",NA,2,5,NA,2,7,2,NA,14,9,NA,1,NA,1,NA,NA,NA,NA
"349","Wellington Alves da Silva","wellington-silva","Wellington Silva","https://s.glbimg.com/es/sde/f/2018/04/08/37fba0582d79360263206da6e9868169_FORMATO.png",68895,18,"INT","ata","Nulo",0,3.83,0,3.75,"Internacional",NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"350","Vinicius Santos Silva","vinicius","Vinicius","https://s.glbimg.com/es/sde/f/2018/05/24/0cbf8c93ebf616fd456c58a062f7fb7b_FORMATO.png",68917,18,"CHA","ata","Contundido",0,3.39,0,1.27,"Chapecoense",NA,NA,1,1,4,3,NA,NA,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"351","Rafael Pires Monteiro","rafael","Rafael","https://s.glbimg.com/es/sde/f/2018/05/07/950b9601003125498cffc38c229783f4_FORMATO.png",68928,18,"CRU","gol","Provável",-0.5,6.53,-2.13,7.67,"Cruzeiro",NA,NA,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,1,7,2,NA,NA
"352","Diego Souza de Andrade","diego-souza","Diego Souza","https://s.glbimg.com/es/sde/f/2018/05/26/de6f3a08fa69d30bfb5573c0aac02244_FORMATO.png",68911,18,"SAO","mei","Provável",8.4,12.88,1.08,5.23,"São Paulo",1,NA,21,7,9,22,7,7,26,3,NA,1,NA,NA,NA,NA,NA,NA
"353","Rodrigo Pimpão Viana","rodrigo-pimpao","Rodrigo Pimpão","https://s.glbimg.com/es/sde/f/2018/05/17/eb369a54700edd67173154dd1a72cf7b_FORMATO.png",68901,18,"BOT","ata","Provável",0.9,4.18,-0.02,1.91,"Botafogo",NA,4,10,4,5,15,1,NA,25,14,NA,NA,NA,NA,NA,NA,NA,NA
"354","Mateus da Silva Vital Assumpção","mateus-vital","Mateus Vital","https://s.glbimg.com/es/sde/f/2018/03/20/737d7c44d8457c420b7d44f962dc43a2_FORMATO.png",93108,18,"COR","mei","Provável",4.7,5.88,0.58,2.25,"Corinthians",1,NA,5,4,7,16,1,2,18,7,NA,1,NA,NA,NA,NA,NA,NA
"355","Aderllan Leandro de Jesus Santos","aderllan","Aderllan","https://s.glbimg.com/es/sde/f/2018/05/03/60b2990a0f82b23d2ecc835331dbb9a7_FORMATO.png",93296,18,"VIT","zag","Contundido",0,3.45,0,3.4,"Vitória",NA,1,15,3,5,6,1,NA,12,9,NA,NA,1,4,NA,NA,NA,NA
"356","Giovanni Augusto Oliveira Cardoso","giovanni-augusto","Giovanni Augusto","https://s.glbimg.com/es/sde/f/2018/04/09/0be5d2671952995c3ef660e9452d1f39_FORMATO.png",68938,18,"VAS","mei","Provável",0.9,5.68,-0.97,1.45,"Vasco",2,1,12,1,6,12,NA,NA,35,10,NA,NA,NA,NA,NA,NA,1,NA
"357","Welker Marçal de Almeida","kieza","Kieza","https://s.glbimg.com/es/sde/f/2018/03/20/f5b2dcceef9857c0dab3479a2ec2d946_FORMATO.png",68930,18,"BOT","ata","Nulo",0,7.71,0,4.47,"Botafogo",1,NA,16,10,10,24,5,5,23,8,NA,NA,NA,NA,NA,NA,NA,NA
