"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.clube.id.full.name","DD","GS","FS","SG","A","FC","FD","FF","G","I","PE","RB","CA","FT","CV","GC"
"271","Luan Garcia Teixeira","luan","Luan","https://s.glbimg.com/es/sde/f/2017/04/23/21b43228acd34549ca343f42576f7632_FORMATO.png",80692,3,"PAL","zag","Nulo",0,5,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"272","Ernandes Dias Luz","ernandes","Ernandes","https://s.glbimg.com/es/sde/f/2018/03/01/a1fac99f61665d003ba57b935365c49a_FORMATO.png",68956,3,"CEA","lat","Nulo",0,2.41,0,0.5,"Ceará",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA
"273","Leandro Damião da Silva dos Santos","leandro-damiao","Leandro Damião","https://s.glbimg.com/es/sde/f/2018/04/08/c1c8646acc0c6d9b787e0bcd4ce2303c_FORMATO.png",68953,3,"INT","ata","Provável",-2,6.48,-1.95,0.65,"Internacional",NA,NA,3,NA,NA,3,1,4,NA,1,2,NA,1,NA,NA,NA
"274","Francisco Hércules de Araújo","pio","Pio","https://s.glbimg.com/es/sde/f/2018/03/15/173ee1c72a77cda508442ef19aff8e22_FORMATO.png",73466,3,"CEA","mei","Nulo",0,6.53,0,4.25,"Ceará",NA,NA,1,NA,NA,3,NA,2,NA,NA,7,10,NA,NA,NA,1
"275","Ronaldo Luiz Alves","ronaldo-alves","Ronaldo Alves","https://s.glbimg.com/es/sde/f/2017/08/30/2f2abedd21538d0c8abafce309debab1_FORMATO.png",68950,3,"SPO","zag","Provável",-1.1,4.19,-1.16,-0.05,"Sport",NA,NA,1,NA,NA,2,NA,NA,NA,1,2,1,NA,NA,NA,NA
"276","Luis Manuel Seijas Gunther","seijas","Seijas","https://s.glbimg.com/es/sde/f/2018/04/20/91a8e5439b7ee43f7646d5a702d383cb_FORMATO.png",70742,3,"INT","mei","Nulo",0,2,0,0,"Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"277","Régis Ribeiro de Souza","regis","Régis","https://s.glbimg.com/es/sde/f/2018/04/13/e468e3c553f47dd0e61e5fa53e0d278d_FORMATO.png",68995,3,"SAO","lat","Provável",4.1,8,0.32,4.7,"São Paulo",NA,NA,1,2,NA,3,1,1,NA,NA,8,5,1,NA,NA,NA
"278","Manoel Messias Silva Carvalho","manoel","Manoel","https://s.glbimg.com/es/sde/f/2018/04/13/207134d14cdf46e7ad216dd252484e64_FORMATO.png",69014,3,"CRU","zag","Nulo",5.5,6.06,0.06,5.5,"Cruzeiro",NA,NA,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"279","Giovanni Aparecido Adriano dos Santos","giovanni","Giovanni","https://s.glbimg.com/es/sde/f/2017/04/03/54ca82f676684e32e2092814be84c655_FORMATO.png",68979,3,"ATL","gol","Nulo",0,6,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"280","Danilo Fernandes Batista","danilo-fernandes","Danilo Fernandes","https://s.glbimg.com/es/sde/f/2018/04/08/c714e94cf7e83d9faed670b675e6ec25_FORMATO.png",69051,3,"INT","gol","Provável",5,7,0.81,1.5,"Internacional",NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"281","Paulo Roberto da Silva","paulo-roberto","Paulo Roberto","https://s.glbimg.com/es/sde/f/2018/03/20/24dcab97bac1e830cd13938c4beb81ea_FORMATO.png",69047,3,"COR","mei","Nulo",0,3,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"282","Lucas Rafael Araujo Lima","lucas-lima","Lucas Lima","https://s.glbimg.com/es/sde/f/2018/03/01/8596087ee3b876941e59b282b29cfcb2_FORMATO.png",80583,3,"PAL","mei","Provável",2.5,7.71,-0.43,2.23,"Palmeiras",NA,NA,3,NA,NA,5,NA,1,NA,NA,2,3,NA,1,NA,NA
"283","Leonardo Moreira Morais","leo","Léo","https://s.glbimg.com/es/sde/f/2018/03/20/32e84c4039d121a904d169b4a6a4ad1d_FORMATO.png",69177,3,"FLU","lat","Nulo",5,4.48,0.48,5,"Fluminense",NA,NA,2,NA,NA,3,NA,1,NA,1,1,3,1,1,NA,NA
"284","Maycon Vinícius Ferreira da Cruz","nikao","Nikão","https://s.glbimg.com/es/sde/f/2017/04/23/f0381b648963d11c0a911835d6b060da_FORMATO.png",69705,3,"ATL","mei","Provável",4.6,13.61,-0.02,6,"Atlético-PR",NA,NA,7,NA,NA,1,2,3,1,1,6,3,NA,NA,NA,NA
"285","Victor Ferraz Macedo","victor-ferraz","Victor Ferraz","https://s.glbimg.com/es/sde/f/2016/05/01/58576d141c8216fac9dedb1df391d5e8_FORMATO.png",70046,3,"SAN","lat","Nulo",0,11,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"286","Vladimir Orlando Cardoso de Araújo Filho","vladimir","Vladimir","https://s.glbimg.com/es/sde/f/2016/05/01/961c8216a0f294aa3cfbee03eaa996db_FORMATO.png",69040,3,"SAN","gol","Nulo",0,6,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"287","Fellipe Ramos Ignez Bastos","fellipe-bastos","Fellipe Bastos","https://s.glbimg.com/es/sde/f/2018/03/05/105c1b01950d04f72d197c2b080b62c2_FORMATO.png",70116,3,"SPO","mei","Provável",12,6.93,3.45,4.97,"Sport",NA,NA,NA,NA,1,3,3,4,NA,1,8,5,NA,NA,NA,NA
"288","Javier Arley Reina Calvo","reina","Reina","https://s.glbimg.com/es/sde/f/2018/03/15/9db9fcfc6d2c56a483aacb428f43943d_FORMATO.png",70118,3,"CEA","mei","Nulo",-1.6,2.22,-1.16,0.15,"Ceará",NA,NA,2,NA,NA,2,1,NA,NA,NA,3,NA,NA,NA,NA,NA
"289","Sidney Aparecido Ramos da Silva","sidao","Sidão","https://s.glbimg.com/es/sde/f/2017/04/25/6b33818b6514572559c1fef9b6ca9686_FORMATO.png",70222,3,"SAO","gol","Provável",-2.3,10,-2.47,3.7,"São Paulo",2,1,NA,2,NA,NA,NA,NA,NA,NA,3,NA,1,NA,NA,NA
"290","Ederson Honorato Campos","ederson","Ederson","https://s.glbimg.com/es/sde/f/2018/05/04/c18adafd0ca30b3dfc5cde5e044c79b8_FORMATO.png",70173,3,"FLA","mei","Nulo",0,3,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"291","Mário Rogério Reis Micale ","rogerio-micale","Rogério Micale","https://s.glbimg.com/es/sde/f/2018/03/21/b716462900fb6d306d797525d21c94c2_FORMATO.png",70526,3,"PAR","tec","Provável",3.12,4.65,0.43,2.44,"Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"292","Fillipe Soutto Mayor Nogueira Ferreira","fillipe-soutto","Fillipe Soutto","https://s.glbimg.com/es/sde/f/2018/03/21/0daa49ddeceb2e945617b2f9a0df22b9_FORMATO.png",70581,3,"VIT","mei","Nulo",0,6,0,0,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"293","Marllon Gonçalves Jerônimo Borges","marllon","Marllon","https://s.glbimg.com/es/sde/f/2018/03/20/5302f545b04fee129a787fd002b3ca0f_FORMATO.png",70666,3,"COR","zag","Nulo",0,7,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"294","Eduardo Colcenti Antunes","eduardo-sasha","Eduardo Sasha","https://s.glbimg.com/es/sde/f/2018/03/21/dabe2b4a217de06ee78763efe55de2f0_FORMATO.png",70360,3,"SAN","ata","Provável",0,8.41,0,2.75,"Santos",NA,NA,5,NA,1,4,NA,NA,NA,NA,5,1,NA,NA,NA,NA
"295","Fábio Luiz Carille de Araújo","fabio-carille","Fábio Carille","https://s.glbimg.com/es/sde/f/2018/03/20/3e7bfa01fec16848b569ba9368ea13ef_FORMATO.png",70696,3,"COR","tec","Provável",3.11,13.27,-1.09,5.88,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"296","Hélio Hermito Zampier Neto","neto","Neto","https://s.glbimg.com/es/sde/f/2016/04/27/f217614f7ad8e77684e58501d147fa3a_FORMATO.png",69008,3,"CHA","zag","Contundido",0,2,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"297","Francisco Jackson Menezes da Costa","jackson-caucaia","Jackson Caucaia","https://s.glbimg.com/es/sde/f/2018/03/01/77341756579f4067e7509b70b46695d2_FORMATO.png",70162,3,"CEA","mei","Nulo",0,2,0,0,"Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"298","Pablo Felipe Teixeira","pablo","Pablo","https://s.glbimg.com/es/sde/f/2017/04/23/3edce5d707460f97a267436370d60be7_FORMATO.png",69138,3,"ATL","ata","Provável",0,7.44,-0.74,2.57,"Atlético-PR",NA,NA,2,NA,NA,9,NA,3,1,1,4,3,1,NA,NA,NA
"299","Aderbar Melo dos Santos Neto","santos","Santos","https://s.glbimg.com/es/sde/f/2017/04/23/27e1cdc40e6cfe45b59a89f20a9a2b4f_FORMATO.png",69012,3,"ATL","gol","Provável",16.7,10.51,4.23,8.47,"Atlético-PR",6,1,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"300","Romulo Borges Monteiro","romulo","Romulo","https://s.glbimg.com/es/sde/f/2018/05/04/567c4c3a4d23c2c7f9849ff47e10d98f_FORMATO.png",70009,3,"FLA","mei","Nulo",0,4,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"301","Deivid Willian da Silva","deivid","Deivid","https://s.glbimg.com/es/sde/f/2018/03/01/2b16e9f400a17ae27de70d4983fb4530_FORMATO.png",69018,3,"ATL","mei","Nulo",0,2.76,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"302","Rhayner Santos Nascimento","rhayner","Rhayner","https://s.glbimg.com/es/sde/f/2018/03/21/1c75f0c2bcf179c6d2dbb10dd5f8535f_FORMATO.png",70874,3,"VIT","ata","Provável",4.6,10.08,0.27,5.63,"Vitória",NA,NA,9,NA,1,4,2,3,NA,NA,8,4,1,1,NA,NA
"303","Wescley Gomes dos Santos","wescley","Wescley","https://s.glbimg.com/es/sde/f/2018/03/15/902c9f1aa1d09884c6bd02cd1bc98e80_FORMATO.png",70925,3,"CEA","mei","Nulo",0.5,2.94,-0.25,0.53,"Ceará",NA,NA,3,NA,NA,2,NA,1,NA,NA,4,1,NA,NA,NA,NA
"304","Romário Guilherme dos Santos","romario","Romário ","https://s.glbimg.com/es/sde/f/2018/04/17/8ccd6c73e107d6537fe357bb0a4d139c_FORMATO.png",80975,3,"CEA","lat","Provável",-0.4,2.7,-1.3,-0.4,"Ceará",NA,NA,1,NA,NA,2,NA,NA,NA,1,3,1,NA,NA,NA,NA
"305","Leonardo Cittadini","leo-cittadini","Léo Cittadini","https://s.glbimg.com/es/sde/f/2017/05/02/6694b4703f10f789b166d7ca4f6f764e_FORMATO.png",70986,3,"SAN","mei","Provável",0,10.44,0,6.85,"Santos",NA,NA,4,NA,NA,3,1,2,NA,1,2,9,1,NA,NA,NA
"306","Bruno Henrique Corsini","bruno-henrique","Bruno Henrique","https://s.glbimg.com/es/sde/f/2017/09/04/f252554797209a70ab4bd0e0cf7e8692_FORMATO.jpeg",70944,3,"PAL","mei","Provável",0,6.87,0,2.2,"Palmeiras",NA,NA,2,NA,NA,4,NA,1,NA,NA,3,5,1,NA,NA,NA
"307","Jackson de Souza","jackson","Jackson","https://s.glbimg.com/es/sde/f/2018/03/21/e56086be050e46bbe8c085917b5255c1_FORMATO.png",70934,3,"BAH","zag","Nulo",0,4,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"308","Leonardo da Silva Vieira","leo","Leo","https://s.glbimg.com/es/sde/f/2018/03/01/5f4bc547ea7572a6909432c0c03d529b_FORMATO.png",71043,3,"ATL","gol","Nulo",0,2,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"309","Diogo Barbosa Mendanha","diogo-barbosa","Diogo Barbosa","https://s.glbimg.com/es/sde/f/2018/03/01/0548d1925fd96270e520ea3b69e42e7b_FORMATO.png",70916,3,"PAL","lat","Provável",1.1,9.71,-1.69,4.17,"Palmeiras",NA,NA,NA,2,1,6,NA,NA,NA,NA,10,5,2,NA,NA,NA
"310","Gabriel Santana Pinto","gabriel","Gabriel","https://s.glbimg.com/es/sde/f/2018/03/05/f361cfc29237775705783a7875f93445_FORMATO.png",73515,3,"SPO","mei","Provável",0,5.14,0,2.15,"Sport",NA,NA,3,NA,NA,2,2,1,NA,NA,3,1,NA,NA,NA,NA
"311","Rildo de Andrade Felicissimo","rildo","Rildo","https://s.glbimg.com/es/sde/f/2018/04/09/a194ce2c097d00d462468c507706916a_FORMATO.png",73635,3,"VAS","ata","Contundido",0,2.99,0,0.1,"Vasco",NA,NA,8,NA,NA,1,NA,2,NA,1,8,NA,1,NA,NA,NA
"312","Jorge Daniel González Marquet","torito-gonzalez","Torito González","https://s.glbimg.com/es/sde/f/2018/03/21/4a53af8bd51b42f968f3b584e1581274_FORMATO.png",73703,3,"PAR","mei","Nulo",0,3,0,0,"Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"313","Lucas Fonseca da Silva","lucas-fonseca","Lucas Fonseca","https://s.glbimg.com/es/sde/f/2018/03/21/5c1c52f3afc41a4404dd7b1c888f2124_FORMATO.png",80189,3,"BAH","zag","Provável",4.5,7.56,0.31,5,"Bahia",NA,NA,1,2,NA,1,1,NA,NA,NA,4,NA,NA,NA,NA,NA
"314","Leonardo Pinheiro da Conceição","leo","Léo","https://s.glbimg.com/es/sde/f/2018/03/21/c6572fbc65cb9ee9ad6f2d3e068ccbd1_FORMATO.png",85626,3,"BAH","lat","Provável",10.4,10.3,2.28,6.93,"Bahia",NA,NA,3,2,NA,2,1,1,NA,2,4,7,NA,NA,NA,NA
"315","Martín Andrés Silva","martin-silva","Martín Silva","https://s.glbimg.com/es/sde/f/2018/04/09/581747cc55c20b7044e254d17b057ed0_FORMATO.png",69249,3,"VAS","gol","Provável",0,10.27,0,2.5,"Vasco",3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"316","Marcos Vinícius de Jesus Araújo","marcos-vinicius","Marcos Vinícius","https://s.glbimg.com/es/sde/f/2017/07/14/dc2cc428ed447e7b65ffc2a9b54c02e8_FORMATO.png",73721,3,"BOT","mei","Nulo",3.6,4.24,-0.03,1.9,"Botafogo",NA,NA,3,NA,NA,NA,NA,1,NA,NA,5,2,NA,NA,NA,NA
"317","José Rogério de Oliveira","rogerio","Rogério","https://s.glbimg.com/es/sde/f/2016/08/31/6340e77cb18143e838ae03747e59b459_FORMATO.png",73540,3,"SPO","ata","Provável",10,8.66,2.3,6.7,"Sport",NA,NA,6,NA,NA,2,2,1,1,2,1,1,NA,NA,NA,NA
"318","Vinícius Goes Barbosa de Souza","vinicius","Vinícius","https://s.glbimg.com/es/sde/f/2018/03/21/ee24f88a02643b2d857cc1e13777af46_FORMATO.png",71162,3,"BAH","mei","Provável",1.7,5.25,-0.28,0.83,"Bahia",NA,NA,2,NA,NA,2,2,2,NA,NA,5,NA,NA,NA,NA,NA
"319","Bruno Fabiano Alves","bruno-alves","Bruno Alves","https://s.glbimg.com/es/sde/f/2017/08/23/21ca677e7d6a57d1dfb2b66e74d782f4_FORMATO.png",73620,3,"SAO","zag","Provável",6.2,12.23,1.07,9.2,"São Paulo",NA,NA,1,1,NA,1,NA,NA,1,NA,2,2,NA,1,NA,NA
"320","Aylon Darwin Tavella","aylon","Aylon","https://s.glbimg.com/es/sde/f/2018/03/17/126e634285cb02ea065c51098e6404cc_FORMATO.png",85930,3,"AME","ata","Provável",2.5,8.18,-0.24,3.8,"América-MG",NA,NA,5,NA,NA,5,NA,6,NA,NA,3,3,NA,1,NA,NA
"321","Bruno Batista Pereira Pires","bruno-pires","Bruno Pires","https://s.glbimg.com/es/sde/f/2018/03/01/ad185940b1e538f5738d06d1a599e4da_FORMATO.png",73487,3,"CEA","zag","Nulo",0,4,0,0,"Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"322","Federico Mancuello","mancuello","Mancuello","https://s.glbimg.com/es/sde/f/2018/03/20/a7053c4a56edad347c74f10b59091214_FORMATO.png",71066,3,"CRU","mei","Nulo",0.3,3.99,-0.46,1.1,"Cruzeiro",NA,NA,1,NA,NA,4,2,NA,NA,NA,7,3,NA,NA,NA,NA
"323","Thaciano Mickael da Silva","thaciano","Thaciano","https://s.glbimg.com/es/sde/f/2018/01/12/42e0c40a8c51eaf223c027548b5b0e18_FORMATO.png",87470,3,"GRE","mei","Nulo",0,2,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"324","Marcos da Silva França","keno","Keno","https://s.glbimg.com/es/sde/f/2017/04/18/ab0e22f1ff91a12ce2e88a367450bf03_FORMATO.png",86485,3,"PAL","ata","Provável",6.6,9.78,0.8,5,"Palmeiras",NA,NA,10,NA,NA,5,2,1,NA,NA,14,9,NA,NA,NA,NA
"325","Victor Luis Chuab Zamblauskas","victor-luis","Victor Luis","https://s.glbimg.com/es/sde/f/2018/03/01/1bfd94d7a93e4d5f7f21981109f79c87_FORMATO.png",86410,3,"PAL","lat","Nulo",0,9,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"326","Andrew Erik Feitosa","morato","Morato","https://s.glbimg.com/es/sde/f/2017/04/28/773338b7d4efec23c8bd970486c9ff68_FORMATO.png",86227,3,"SAO","ata","Nulo",0,2,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"327","Wanderson Santos Pereira","wanderson","Wanderson","https://s.glbimg.com/es/sde/f/2017/04/23/3914af8715466d38cf77d94b2c5c5685_FORMATO.png",86143,3,"ATL","zag","Nulo",0,5,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"328","Pablo Dyego da Silva Rosa","pablo-dyego","Pablo Dyego","https://s.glbimg.com/es/sde/f/2018/01/21/438b2556ee9ffdf26099d9eb3ecbe28a_FORMATO.png",86444,3,"FLU","ata","Nulo",-0.5,3.05,-0.53,1,"Fluminense",NA,NA,4,NA,NA,2,1,1,NA,NA,5,1,NA,NA,NA,NA
"329","Miguel Angel Borja Hernandez","borja","Borja","https://s.glbimg.com/es/sde/f/2017/04/23/4b0f5cd460ee874344bfbfd4e3eef9a6_FORMATO.png",86120,3,"PAL","ata","Provável",-1,11.2,-2.48,3.2,"Palmeiras",NA,NA,3,NA,NA,4,NA,8,NA,1,5,3,1,NA,NA,NA
"330","Everton Felipe de Oliveira Silva","everton-felipe","Everton Felipe","https://s.glbimg.com/es/sde/f/2017/08/30/61e2143d4bf6e2d3ed0ce11f995be203_FORMATO.png",86519,3,"SPO","mei","Nulo",0,6.32,0,4.65,"Sport",NA,NA,3,NA,NA,2,NA,1,1,NA,5,1,NA,NA,NA,NA
"331","Hyoran Kaue Dalmoro","hyoran","Hyoran","https://s.glbimg.com/es/sde/f/2017/02/19/1ec83086a8ae2fe33a1e88113fff1ac1_FORMATO.png",85931,3,"PAL","mei","Nulo",0,3,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"332","Lucas Macanhan Ferreira","lucas-macanhan","Lucas Macanhan","https://s.glbimg.com/es/sde/f/2016/05/13/222c790995cc7292f07b0dc4db7cc5f4_FORMATO.png",86760,3,"ATL","gol","Nulo",0,1,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"333","Danilo das Neves Pinheiro","tche-tche","Tchê Tchê","https://s.glbimg.com/es/sde/f/2016/05/20/2b96e76d6b1e3f8fc29f37d9dfe90206_FORMATO.jpeg",86686,3,"PAL","mei","Nulo",0,8,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"334","Jandrei Chitolina Carniel","jandrei","Jandrei","https://s.glbimg.com/es/sde/f/2017/05/04/e34c217d3230604bddf15c133fde3fd2_FORMATO.png",86508,3,"CHA","gol","Provável",20.2,8.18,6.2,5.8,"Chapecoense",8,6,2,1,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"335","Richard Cândido Coelho","richard","Richard","https://s.glbimg.com/es/sde/f/2018/01/21/c57275a8854ebd5c8d269324beb31795_FORMATO.png",86711,3,"FLU","mei","Provável",6.9,17.09,0.56,9.03,"Fluminense",NA,NA,4,NA,NA,1,NA,1,1,NA,4,12,NA,NA,NA,NA
"336","Sidcley Ferreira Pereira","sidcley","Sidcley","https://s.glbimg.com/es/sde/f/2018/03/23/9db2d3b03abd4966fab935ec9672a2f8_FORMATO.png",86764,3,"COR","lat","Nulo",4.3,13.89,-1.26,9.93,"Corinthians",NA,NA,4,1,1,2,NA,NA,1,NA,4,8,NA,NA,NA,NA
"337","Everton Sousa Soares","everton","Everton","https://s.glbimg.com/es/sde/f/2017/04/23/f8b4218756c0dc59793c36159228a00f_FORMATO.png",86757,3,"GRE","ata","Provável",0,13.16,0,7.5,"Grêmio",NA,NA,2,NA,1,1,3,4,NA,NA,1,2,NA,NA,NA,NA
"338","José Welison da Silva","jose-welison","José Welison","https://s.glbimg.com/es/sde/f/2018/03/21/9c9486bfe6d550bb373e1eb7553cbd91_FORMATO.png",86859,3,"VIT","mei","Provável",-1.6,2.72,-1.09,-0.45,"Vitória",NA,NA,1,NA,NA,7,NA,NA,NA,NA,8,3,NA,NA,NA,NA
"339","Matheus Rossetto","matheus-rossetto","Matheus Rossetto","https://s.glbimg.com/es/sde/f/2017/04/23/c091af2e156b654e15abd7e687d0aeb2_FORMATO.png",86766,3,"ATL","mei","Provável",4.1,12.36,0.23,5.2,"Atlético-PR",NA,NA,2,NA,NA,3,NA,1,1,1,9,7,NA,NA,NA,NA
"340","Raniel Santana de Vasconcelos","raniel","Raniel","https://s.glbimg.com/es/sde/f/2017/04/06/b362899a01b537ee09468f95d34f40f7_FORMATO.png",86797,3,"CRU","ata","Nulo",-0.3,4.85,-2.15,-0.3,"Cruzeiro",NA,NA,NA,NA,NA,3,NA,NA,NA,NA,1,1,NA,NA,NA,NA
"341","Richardson Fernandes dos Santos","richardson","Richardson","https://s.glbimg.com/es/sde/f/2018/03/15/0af208cf6d82ce8f788032087c3d2e19_FORMATO.png",86536,3,"CEA","mei","Provável",3.8,5.5,-0.5,3.8,"Ceará",NA,NA,5,NA,NA,2,NA,1,NA,NA,NA,1,NA,NA,NA,NA
"342","Luan Guilherme de Jesus Vieira","luan","Luan","https://s.glbimg.com/es/sde/f/2017/04/23/458569d2d0c260a004befc5988da9350_FORMATO.png",86759,3,"GRE","ata","Provável",1.7,16.04,-2.28,5.05,"Grêmio",NA,NA,7,NA,NA,3,1,6,NA,NA,8,1,NA,1,NA,NA
"343","Luís Vinícius da Silva Matos","vinicius","Vinicius","https://s.glbimg.com/es/sde/f/2018/04/20/41282578700a83d0c3505f577dfbac5c_FORMATO.png",86861,3,"VIT","zag","Nulo",0,3,0,0,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"344","Emerson Raymundo Santos","emerson-santos","Emerson Santos","https://s.glbimg.com/es/sde/f/2018/03/01/5164c0cac2482effcc7b73c50d720aaa_FORMATO.png",86972,3,"PAL","zag","Nulo",0,3,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"345","José Carlos Cracco Neto","zeca","Zeca","https://s.glbimg.com/es/sde/f/2018/04/24/ef12015cf94f9b6c7ab39c4b092ba4a4_FORMATO.png",87192,3,"INT","lat","Nulo",0,10,0,0,"Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"346","Leonardo Cesar Jardim","leo","Léo","https://s.glbimg.com/es/sde/f/2017/04/23/56c2f46953852255c8d3c1a685ecd757_FORMATO.png",87008,3,"GRE","gol","Nulo",0,3,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"347","Leonardo Gomes da Conceição Silva","leonardo","Leonardo","https://s.glbimg.com/es/sde/f/2017/04/23/0cd6a2a3718c7c36858e7d11ad867645_FORMATO.png",86973,3,"GRE","lat","Nulo",0,2,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"348","Pedro Henrique Ribeiro Gonçalves","pedro-henrique","Pedro Henrique","https://s.glbimg.com/es/sde/f/2018/03/20/8fd39c1e3c30b0a5e0900d4c03b66984_FORMATO.png",87225,3,"COR","zag","Dúvida",0,6,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"349","David Rambo Becker","david","David","https://s.glbimg.com/es/sde/f/2018/01/17/3a2ee080d872c811472100e21561a757_FORMATO.jpeg",86928,3,"PAR","gol","Provável",-4,0.71,-1.29,-4,"Paraná",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"350","Luiz Otávio da Silva Santos","luiz-otavio","Luiz Otávio ","https://s.glbimg.com/es/sde/f/2017/04/25/239f4dc20386b0bc2988aa004f7c02b7_FORMATO.png",86863,3,"CHA","zag","Nulo",4.5,5.73,-0.27,4.5,"Chapecoense",NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"351","Vitor Frezarin Bueno","vitor-bueno","Vitor Bueno","https://s.glbimg.com/es/sde/f/2016/05/01/6a51ac71a5e8a928c9cf1b71c2db243b_FORMATO.png",87552,3,"SAN","mei","Nulo",0,7.37,0,-0.3,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"352","Walter Kannemann","kannemann","Kannemann","https://s.glbimg.com/es/sde/f/2017/04/23/42279ad5c60655b3336944e26189eda5_FORMATO.png",87342,3,"GRE","zag","Provável",0,10.95,0,1.9,"Grêmio",NA,NA,1,1,NA,2,NA,NA,NA,NA,2,2,NA,NA,1,NA
"353","Gabriel Costa França","gabriel","Gabriel","https://s.glbimg.com/es/sde/f/2017/04/03/2f4037ee6c2ce20e96ff5cb1f6db210f_FORMATO.png",87393,3,"ATL","zag","Provável",6.7,5.62,1.71,0.87,"Atlético-MG",NA,NA,4,1,NA,3,NA,NA,NA,NA,3,2,NA,NA,NA,1
