"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.clube.id.full.name","CA","FC","FS","G","PE","RB","SG","FD","FF","FT","A","GC","I","DD","GS","PP","DP","CV"
"285","Erik Nascimento Lima","erik","Erik","https://s.glbimg.com/es/sde/f/2018/08/24/4c8b627f6b5b437c8410b1aa659b69ae_FORMATO.png",84848,23,"BOT","ata","Provável",5.2,2.46,0.75,0.41,"Botafogo",NA,10,10,NA,11,1,NA,NA,2,NA,1,NA,3,NA,NA,NA,NA,NA
"286","Patrick Bezerra do Nascimento","patrick","Patrick","https://s.glbimg.com/es/sde/f/2018/04/08/ecdf20e0263f65cb7a63bf0e68ebd3b6_FORMATO.png",83433,23,"INT","mei","Provável",3.9,17.28,0.29,6.68,"Internacional",4,38,27,4,47,68,NA,9,10,NA,3,NA,NA,NA,NA,NA,NA,NA
"287","Leonardo Pereira","leo-pereira","Léo Pereira","https://s.glbimg.com/es/sde/f/2018/03/01/8a057cef4a095e67d1314d0ff4bff05a_FORMATO.png",83528,23,"ATL","zag","Provável",-3.2,2.46,-1.84,2.95,"Atlético-PR",1,5,3,NA,30,4,5,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"288","Clayton Silveira da Silva","clayton","Clayton","https://s.glbimg.com/es/sde/f/2018/08/10/b8ba1096a40cd0240eba8996df2c1bfe_FORMATO.png",81770,23,"BAH","ata","Nulo",2.6,4.93,0.51,0.67,"Bahia",NA,NA,1,NA,4,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"289","Clayson Henrique da Silva Vieira","clayson","Clayson","https://s.glbimg.com/es/sde/f/2018/03/19/8d90e0a2771563f6cb02d576edbed6ed_FORMATO.png",83817,23,"COR","ata","Dúvida",0,9.34,0,2.3,"Corinthians",1,11,11,1,16,9,NA,2,3,NA,1,NA,3,NA,NA,NA,NA,NA
"290","Lucas Daniel Romero","lucas-romero","Lucas Romero","https://s.glbimg.com/es/sde/f/2018/05/07/5afee43c79c6ee5a180385ef4550fd6c_FORMATO.png",84558,23,"CRU","mei","Contundido",0,6.45,0,3.34,"Cruzeiro",2,21,12,NA,29,42,NA,2,3,NA,NA,NA,1,NA,NA,NA,NA,NA
"291","Bruno da Silva Barbosa","bruno-silva","Bruno Silva","https://s.glbimg.com/es/sde/f/2018/04/09/cf6596e8e8357c8c896b4037c70910b2_FORMATO.png",83626,23,"VAS","mei","Provável",0,0.82,-0.35,-0.24,"Vasco",1,10,4,NA,18,5,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"292","Andrevaldo de Jesus Santos","valdo","Valdo","https://s.glbimg.com/es/sde/f/2018/05/25/cf9d979ab326b302465984bc2feb021f_FORMATO.png",84509,23,"CEA","zag","Nulo",0,7.22,0,3.2,"Ceará",NA,5,4,NA,5,11,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"293","Neilton Meira Mestzk","neilton","Neilton","https://s.glbimg.com/es/sde/f/2018/03/21/a77d395d25e1b65d85306670c5ae5c09_FORMATO.png",83772,23,"VIT","ata","Provável",0,12.27,0,4.77,"Vitória",6,30,43,5,71,28,NA,5,16,1,4,NA,3,NA,NA,NA,NA,NA
"294","Agustín Lionel Allione","allione","Allione","https://s.glbimg.com/es/sde/f/2018/03/21/3c614f3fa77de55748fa8ddfdef2eecc_FORMATO.png",84585,23,"BAH","mei","Nulo",0,4.31,0,1.82,"Bahia",NA,6,5,1,6,1,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"295","Diego Barbosa Tavares","diego-tavares","Diego Tavares","https://s.glbimg.com/es/sde/f/2018/08/31/b99149d02e70403afe5bf3e8306aefc1_FORMATO.jpeg",83869,23,"PAR","lat","Nulo",0,3.92,0,4.5,"Paraná",NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"296","Nicolás Federico López Alonso","nico-lopez","Nico López","https://s.glbimg.com/es/sde/f/2018/04/08/5bb6e14f65a15709391b32e0e4332d8c_FORMATO.png",84709,23,"INT","ata","Provável",6.9,15.62,1.19,5.43,"Internacional",3,17,16,6,39,17,NA,15,10,3,3,NA,4,NA,NA,NA,NA,NA
"297","Glauco Tadeu Chaves","glauco","Glauco","https://s.glbimg.com/es/sde/f/2018/05/07/1fe49ae80180a4b6e896021ef63976ff_FORMATO.png",84555,23,"AME","gol","Nulo",0,4,0,0,"América-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"298","Denilson Pereira Junior","denilson","Denilson","https://s.glbimg.com/es/sde/f/2018/06/26/03cbfce3f32c6c7b881bed5eeebfa2a5_FORMATO.png",84718,23,"ATL","ata","Nulo",0,8.04,0,2.2,"Atlético-MG",NA,11,6,2,12,3,NA,1,7,NA,NA,NA,3,NA,NA,NA,NA,NA
"299","Matheus Rossetto","matheus-rossetto","Matheus Rossetto","https://s.glbimg.com/es/sde/f/2018/05/08/036cf29144ee81b7e52eaed8486c6718_FORMATO.png",86766,23,"ATL","mei","Nulo",0,8.96,0,2.06,"Atlético-PR",1,10,4,1,21,15,NA,NA,3,NA,NA,NA,2,NA,NA,NA,NA,NA
"300","Claudinei dos Santos Oliveira","claudinei-oliveira","Claudinei Oliveira","https://s.glbimg.com/es/sde/f/2018/08/16/7dc40b789dd80eefcd7d5ee365b95f95_FORMATO.png",84761,23,"PAR","tec","Provável",4.37,9.35,0.1,3.61,"Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"301","Charles Luis Reiter","charles","Charles","https://s.glbimg.com/es/sde/f/2018/03/21/c6be1b00e5922e5a5cb8a8f78031dc24_FORMATO.png",84187,23,"PAR","zag","Nulo",0,4.79,0,0.9,"Paraná",NA,3,3,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"302","Alberto Valentim do Carmo Neto","alberto-valentim","Alberto Valentim","https://s.glbimg.com/es/sde/f/2018/03/20/c6b54edc93e180bf641056650be46611_FORMATO.png",84863,23,"VAS","tec","Provável",2.19,9.16,0.14,3.94,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"303","Lucas Cândido Silva","lucas-candido","Lucas Cândido","https://s.glbimg.com/es/sde/f/2018/05/07/19488c44e682165da72638af463246ff_FORMATO.png",84851,23,"ATL","mei","Nulo",0,2.61,0,1.24,"Atlético-MG",NA,2,4,NA,NA,6,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"304","Raul Prata","raul-prata","Raul Prata","https://s.glbimg.com/es/sde/f/2018/05/24/c8acdd3d52f83d6831096e90f46b3d69_FORMATO.png",84855,23,"SPO","lat","Contundido",0,8.14,0,2.78,"Sport",2,15,15,NA,42,24,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1
"305","Orlando Enrique Berrío Meléndez","berrio","Berrío ","https://s.glbimg.com/es/sde/f/2018/05/04/1dca4f3eecabeea66a9817cd0722f76f_FORMATO.png",85300,23,"FLA","ata","Nulo",0,5,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"306","Marcos Felipe de Freitas Monteiro","marcos-felipe","Marcos Felipe ","https://s.glbimg.com/es/sde/f/2018/05/18/72317ca5c12be51354f8792ab39b37d8_FORMATO.png",85004,23,"FLU","gol","Nulo",0,2,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"307","Jeferson de Araújo de Carvalho","jeferson","Jeferson","https://s.glbimg.com/es/sde/f/2018/04/13/b82201ef35f9d51daf417ce9f8294859_FORMATO.png",84917,23,"VIT","lat","Provável",10.4,6.75,1.13,2.9,"Vitória",5,20,14,NA,50,31,6,1,2,NA,1,NA,2,NA,NA,NA,NA,NA
"308","Madson Ferreira dos Santos","madson","Madson","https://s.glbimg.com/es/sde/f/2018/05/21/59123042289044af192df7b66ec997d5_FORMATO.png",78077,23,"GRE","lat","Nulo",0,6.27,0,3.9,"Grêmio",NA,3,5,NA,7,5,2,1,3,NA,NA,NA,1,NA,NA,NA,NA,NA
"309","Henrique Silva Milagres","henrique","Henrique","https://s.glbimg.com/es/sde/f/2018/04/09/a2a38f9417ef984a6dc682daa29dbadd_FORMATO.png",84893,23,"VAS","lat","Provável",0.8,5.83,-0.32,2.17,"Vasco",4,23,28,NA,35,21,3,2,3,NA,1,NA,1,NA,NA,NA,NA,1
"310","César Bernardo Dutra","cesar","César","https://s.glbimg.com/es/sde/f/2018/05/04/f71b2fc3dc540b79567e4897bc155101_FORMATO.png",78086,23,"FLA","gol","Nulo",0,3.7,0,-1.3,"Flamengo",NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,NA,NA
"311","Carlos Alberto Carvalho da Silva Júnior","carlos","Carlos","https://s.glbimg.com/es/sde/f/2018/04/20/e4df417626fe465bd2a41d300e43856f_FORMATO.png",85027,23,"PAR","ata","Dúvida",3.7,5.69,0.14,1.91,"Paraná",4,16,21,1,20,16,NA,6,13,NA,NA,NA,11,NA,NA,NA,NA,NA
"312","Jonathan Copete Valencia","copete","Copete","https://s.glbimg.com/es/sde/f/2018/05/23/c1e09ae588439e79293d33881309f392_FORMATO.png",77959,23,"SAN","ata","Nulo",0,4.98,0,0.82,"Santos",NA,4,4,NA,3,5,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"313","Victor Vinícius Coelho dos Santos","vitinho","Vitinho","https://s.glbimg.com/es/sde/f/2018/07/27/9ec5f19c97f40e2971bc97aaad240504_FORMATO.png",78435,23,"FLA","ata","Provável",16.3,16.85,2.92,7.06,"Flamengo",1,11,10,1,25,23,NA,8,6,1,NA,NA,1,NA,NA,NA,NA,NA
"314","Fernando Uribe Hincapié","uribe","Uribe","https://s.glbimg.com/es/sde/f/2018/06/26/45c70625ffaffe103edf398479ba754f_FORMATO.png",78415,23,"FLA","ata","Provável",-0.8,6.57,-0.24,2.77,"Flamengo",NA,3,1,1,7,3,NA,1,7,1,1,NA,4,NA,NA,NA,NA,NA
"315","Marcelo Machado dos Santos ","marcelo","Marcelo","https://s.glbimg.com/es/sde/f/2018/03/20/05f475c48e922f2e6d24615603f85935_FORMATO.png",85400,23,"BOT","mei","Nulo",0,3.28,0,2.13,"Botafogo",1,4,5,NA,2,6,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"316","Gustavo Henrique Vernes","gustavo-henrique","Gustavo Henrique","https://s.glbimg.com/es/sde/f/2018/05/23/600ec8ed7ab3b2e4b459743279ec4d6a_FORMATO.png",78248,23,"SAN","zag","Provável",4.4,5.94,-0.08,4.18,"Santos",2,17,6,1,22,12,7,6,5,1,NA,NA,1,NA,NA,NA,NA,NA
"317","Renê Rodrigues Martins","rene","Renê","https://s.glbimg.com/es/sde/f/2018/05/04/d9cbd0281e5c54c7aeba457eb5b5c0b3_FORMATO.png",78445,23,"FLA","lat","Provável",0.5,12.81,-0.84,5.94,"Flamengo",3,25,20,NA,77,57,10,4,2,NA,3,NA,1,NA,NA,NA,NA,NA
"318","Alex Broch Amado","alex-amado","Alex Amado","https://s.glbimg.com/es/sde/f/2018/05/25/055b1d0fb6c075db8e35833a078cc79a_FORMATO.png",78475,23,"CEA","ata","Nulo",0,4,0,0,"Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"319","Hernán Barcos","barcos","Barcos","https://s.glbimg.com/es/sde/f/2018/07/15/014627951a9b920652b82877cae3a55e_FORMATO.png",78379,23,"CRU","ata","Provável",0,7.21,0,2.26,"Cruzeiro",1,11,5,1,11,6,NA,4,5,NA,1,NA,1,NA,NA,1,NA,NA
"320","João Paulo Silva Martins","joao-paulo","João Paulo","https://s.glbimg.com/es/sde/f/2018/05/23/1ca235953ef1a22b3961956b96191dc1_FORMATO.png",85425,23,"SAN","gol","Nulo",0,2,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"321","Jandrei Chitolina Carniel","jandrei","Jandrei","https://s.glbimg.com/es/sde/f/2018/05/24/a6bbeb6a5b1860ac8642a8ba43cd525e_FORMATO.png",86508,23,"CHA","gol","Provável",0.4,4.88,0.65,1.34,"Chapecoense",1,NA,3,NA,15,1,5,NA,NA,NA,NA,NA,NA,24,32,NA,NA,NA
"322","Alex Paulo Menezes Santana","alex-santana","Alex Santana","https://s.glbimg.com/es/sde/f/2018/03/21/0b541e5882ecfea594b9f526c908601d_FORMATO.png",85465,23,"PAR","mei","Provável",4.5,4.07,0.19,2.68,"Paraná",4,11,20,1,14,13,NA,6,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"323","Willian Souza Arão da Silva","willian-arao","Willian Arão","https://s.glbimg.com/es/sde/f/2018/05/04/7eaa4c1c2e6b64b02a95ce12d0d027c4_FORMATO.png",78478,23,"FLA","mei","Dúvida",2.4,4.03,0.15,1.76,"Flamengo",1,9,1,NA,9,12,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA
"324","Douglas Ricardo Grolli","douglas-grolli","Douglas Grolli","https://s.glbimg.com/es/sde/f/2018/03/21/ea4ba4bd9ed18698a6dad571dfdddbf9_FORMATO.png",78407,23,"BAH","zag","Contundido",0,2,0,1.05,"Bahia",2,6,1,1,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"325","Pablo Dyego da Silva Rosa","pablo-dyego","Pablo Dyego","https://s.glbimg.com/es/sde/f/2018/01/21/438b2556ee9ffdf26099d9eb3ecbe28a_FORMATO.png",86444,23,"FLU","ata","Nulo",2.7,5.39,-0.36,3.24,"Fluminense",NA,4,12,2,15,5,NA,4,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"326","Moisés Ribeiro Santos","moises-ribeiro","Moisés Ribeiro","https://s.glbimg.com/es/sde/f/2017/04/25/c7b046cc3c9a420d4047bb8d6d4b6570_FORMATO.png",78991,23,"CHA","mei","Suspenso",0,4,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"327","Bruno Gomes de Oliveira Conceição","bruno-gomes","Bruno Gomes","https://s.glbimg.com/es/sde/f/2018/07/10/f67ff2e9bd4eb7be0afc9c0c683d5e0f_FORMATO.png",86512,23,"VIT","ata","Nulo",0,3,0,0,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"328","Richardson Fernandes dos Santos","richardson","Richardson","https://s.glbimg.com/es/sde/f/2018/05/25/c51f78e8b84b9bb14c67fc3bcd7d69af_FORMATO.png",86536,23,"CEA","mei","Provável",2.7,6.67,-0.35,3.23,"Ceará",6,36,42,NA,26,36,NA,3,4,NA,1,NA,1,NA,NA,NA,NA,NA
"329","João Gabriel da Silva Teles","joao-gabriel","João Gabriel","https://s.glbimg.com/es/sde/f/2018/07/18/cdb3198a3be8439cedd0ff7411245c64_FORMATO.png",78894,23,"VIT","gol","Nulo",0,2,0,0,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"330","Everton Felipe de Oliveira Silva","everton-felipe","Everton Felipe","https://s.glbimg.com/es/sde/f/2018/08/21/4d64454f19345aa1913dc5a20c3bd0d2_FORMATO.png",86519,23,"SAO","mei","Nulo",0,5.33,0,2.56,"São Paulo",NA,5,11,1,22,7,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"331","William de Oliveira Pottker","william-pottker","William Pottker","https://s.glbimg.com/es/sde/f/2018/04/08/06ddb3ee2ae6d52b98811b532e854970_FORMATO.png",77809,23,"INT","ata","Provável",10.6,6.84,1.41,4.19,"Internacional",3,20,33,5,44,22,NA,15,14,1,NA,NA,7,NA,NA,NA,NA,1
"332","João Lucas Cardoso","joao-lucas","João Lucas","https://s.glbimg.com/es/sde/f/2018/06/08/cba36b9e183d6b8a55c6361787adf089_FORMATO.jpeg",86740,23,"CEA","lat","Contundido",0,4.47,0,3.06,"Ceará",1,6,4,NA,25,6,5,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"333","Tiago Pagnussat","tiago","Tiago ","https://s.glbimg.com/es/sde/f/2018/03/21/d0b3cd897f4a410323886fb6d92bd822_FORMATO.png",79042,23,"BAH","zag","Provável",14.2,10.1,2.79,4.1,"Bahia",3,25,15,2,38,26,5,5,9,NA,NA,NA,2,NA,NA,NA,NA,NA
"334","Víctor Leandro Cuesta","victor-cuesta","Víctor Cuesta","https://s.glbimg.com/es/sde/f/2018/04/08/b6cd86f9590fd3e82cb545ac74dc8c41_FORMATO.png",79113,23,"INT","zag","Provável",2.2,17.7,-0.76,7.45,"Internacional",7,25,19,2,43,63,12,2,2,NA,1,NA,1,NA,NA,NA,NA,NA
"335","Leandro Marcos Pereira","leandro-pereira","Leandro Pereira","https://s.glbimg.com/es/sde/f/2018/04/20/66bf3e845077a9349722635410bed305_FORMATO.png",78968,23,"CHA","ata","Provável",0,6.49,0,2.71,"Chapecoense",3,28,23,3,9,15,NA,7,12,2,NA,NA,11,NA,NA,NA,NA,1
"336","Luiz Felipe do Nascimento dos Santos","luiz-felipe","Luiz Felipe","https://s.glbimg.com/es/sde/f/2018/05/23/eb04770f3da8a1f12c1c106ae49306e1_FORMATO.png",79035,23,"SAN","zag","Dúvida",0,2.98,0,0.23,"Santos",2,6,1,NA,6,3,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"337","Malcoon Silva","malcoon","Malcoon","https://s.glbimg.com/es/sde/f/2015/05/07/69c5d890c1338b62d5a46963c3c32ab1_FORMATO.jpeg",86615,23,"AME","lat","Nulo",0,2,0,0,"América-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"338","Everton Sousa Soares","everton","Everton","https://s.glbimg.com/es/sde/f/2018/05/18/997feae679bb584848d2ef5197f0b406_FORMATO.png",86757,23,"GRE","ata","Nulo",0,17.41,0,8.25,"Grêmio",4,19,27,7,37,23,NA,14,21,3,3,NA,2,NA,NA,NA,NA,NA
"339","Guilherme Bitencourt da Silva","guilherme-biteco","Guilherme Biteco","https://s.glbimg.com/es/sde/f/2018/03/21/99b739570272c9b1d4c9ce878c22407c_FORMATO.png",79064,23,"PAR","mei","Nulo",0,3.99,0,1.12,"Paraná",3,3,1,1,4,2,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"340","Lucas Macanhan Ferreira","lucas-macanhan","Lucas Macanhan","https://s.glbimg.com/es/sde/f/2016/05/13/222c790995cc7292f07b0dc4db7cc5f4_FORMATO.png",86760,23,"ATL","gol","Nulo",0,1,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"341","Jordi Almeida","jordi","Jordi","https://s.glbimg.com/es/sde/f/2018/05/03/ed6a15c40c4b369e9b0852d3eca92739_FORMATO.png",86776,23,"VAS","gol","Nulo",0,2,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"342","Luan Guilherme de Jesus Vieira","luan","Luan","https://s.glbimg.com/es/sde/f/2018/05/21/c01a0fcc9657bf0df6cfde4356ece5bc_FORMATO.png",86759,23,"GRE","ata","Provável",0,15.37,0,4.84,"Grêmio",1,18,45,NA,58,16,NA,10,20,2,5,NA,3,NA,NA,2,NA,NA
"343","Luiz Otávio da Silva Santos","luiz-otavio","Luiz Otávio ","https://s.glbimg.com/es/sde/f/2018/05/24/e8b83c81c541dabe3a815f0473d550fa_FORMATO.png",86863,23,"CHA","zag","Nulo",0,4.05,0,1.37,"Chapecoense",1,3,NA,NA,4,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"344","Reginaldo Lopes de Jesus","reginaldo","Reginaldo ","https://s.glbimg.com/es/sde/f/2018/07/20/591136c613faa29b99fb60147d6e557c_FORMATO.png",86820,23,"ATL","lat","Nulo",0,3,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"345","Richard Cândido Coelho","richard","Richard","https://s.glbimg.com/es/sde/f/2018/05/18/2e439bad8d914c893045a080a41aee13_FORMATO.png",86711,23,"FLU","mei","Provável",8.8,16.27,1.39,4.58,"Fluminense",3,26,30,1,44,59,NA,6,6,NA,1,NA,NA,NA,NA,NA,NA,NA
"346","José Welison da Silva","jose-welison","José Welison","https://s.glbimg.com/es/sde/f/2018/07/11/1d923ab86aabd29245dae5fd1338d9bd_FORMATO.png",86859,23,"ATL","mei","Nulo",0.9,3.35,-1.24,1.84,"Atlético-MG",4,30,12,NA,36,35,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"347","Nathan Allan de Souza","nathan","Nathan","https://s.glbimg.com/es/sde/f/2018/07/25/2ebd70cae4e549a49e708c60abbee23a_FORMATO.png",87009,23,"ATL","mei","Nulo",0,4.97,0,2.06,"Atlético-MG",NA,2,NA,NA,15,6,NA,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"348","Emerson Raymundo Santos","emerson-santos","Emerson Santos","https://s.glbimg.com/es/sde/f/2018/07/20/c87125fb04d89c8e72a797a7b0ceeddb_FORMATO.png",86972,23,"INT","zag","Nulo",0,4.05,0,8.4,"Internacional",NA,2,2,NA,8,6,3,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"349","Matheus Vieira Campos Peixoto","matheus-peixoto","Matheus Peixoto","https://s.glbimg.com/es/sde/f/2018/09/05/25292011418c30eca2ce3979525cf970_FORMATO.png",87098,23,"SPO","ata","Nulo",0,4,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"350","Nathan Gomes de Melo","nathan","Nathan",NA,86951,23,"VAS","ata","Nulo",0,2,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"351","Luís Vinícius da Silva Matos","vinicius","Vinicius","https://s.glbimg.com/es/sde/f/2018/04/20/41282578700a83d0c3505f577dfbac5c_FORMATO.png",86861,23,"VIT","zag","Nulo",0,3,0,0,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"352","Willian Marlon Ferreira Moraes","willian-maranhao","Willian Maranhão","https://s.glbimg.com/es/sde/f/2018/09/05/778f16e178fa468b5ea3f5ed3a647c89_FORMATO.png",87262,23,"VAS","mei","Nulo",0,3,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"353","Raniel Santana de Vasconcelos","raniel","Raniel","https://s.glbimg.com/es/sde/f/2018/05/07/074f3b8960ae6ea7711fa17be1c27cac_FORMATO.png",86797,23,"CRU","ata","Nulo",5.4,7.36,0.44,3.28,"Cruzeiro",1,34,34,3,18,14,NA,8,12,NA,1,NA,5,NA,NA,NA,NA,NA
"354","Pedro Henrique Ribeiro Gonçalves","pedro-henrique","Pedro Henrique","https://s.glbimg.com/es/sde/f/2018/03/20/8fd39c1e3c30b0a5e0900d4c03b66984_FORMATO.png",87225,23,"COR","zag","Dúvida",0,5.97,0,2.55,"Corinthians",4,10,9,NA,15,12,4,1,3,NA,NA,NA,1,NA,NA,NA,NA,NA
"355","Eduardo Augusto Baptista Miguel","eduardo-baptista","Eduardo Baptista","https://s.glbimg.com/es/sde/f/2018/08/16/c189188a2cc5936f6bed6199a1336348_FORMATO.png",87211,23,"SPO","tec","Provável",1.55,7.7,-0.75,2.83,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"356","Luis Henrique Lima Ferreira","luis-henrique","Luis Henrique","https://s.glbimg.com/es/sde/f/2018/06/05/f468a62494928820ad0f8123756afdf3_FORMATO.png",97459,23,"AME","zag","Nulo",0,1,0,0,"América-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"357","David Rambo Becker","david","David","https://s.glbimg.com/es/sde/f/2018/05/15/306200d24584eb1c79eb0ea0c0fb6cf9_FORMATO.png",86928,23,"PAR","gol","Nulo",0,0.73,0,-3.2,"Paraná",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,6,NA,NA,NA
"358","Leonardo Gomes da Conceição Silva","leonardo","Leonardo","https://s.glbimg.com/es/sde/f/2018/05/21/15d96549307788253f2aba10bff0c973_FORMATO.png",86973,23,"GRE","lat","Nulo",7.9,4.86,0.86,6.47,"Grêmio",1,10,7,NA,19,18,5,2,2,NA,1,NA,NA,NA,NA,NA,NA,NA
"359","José Carlos Cracco Neto","zeca","Zeca","https://s.glbimg.com/es/sde/f/2018/04/24/ef12015cf94f9b6c7ab39c4b092ba4a4_FORMATO.png",87192,23,"INT","lat","Provável",-0.4,9.77,-1.04,5.11,"Internacional",NA,8,7,NA,38,21,8,1,2,NA,1,NA,2,NA,NA,NA,NA,NA
"360","Shaylon Kallyson Cardoso","shaylon","Shaylon","https://s.glbimg.com/es/sde/f/2018/08/22/8dada340d3eace63bb678a5ac94eaaff_FORMATO.png",97520,23,"SAO","mei","Nulo",0,2.95,-0.23,1.3,"São Paulo",1,6,2,2,12,2,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA
"361","Lucas Fernandes","lucas-fernandes","Lucas Fernandes","https://s.glbimg.com/es/sde/f/2018/05/01/99bb69dc32439752f0b3e496e9a523cc_FORMATO.png",90899,23,"VIT","ata","Nulo",0,5.25,0,2.76,"Vitória",NA,8,30,1,22,9,NA,5,4,3,NA,NA,NA,NA,NA,NA,NA,NA
"362","Matheus Alessandro dos Santos Pereira","matheus-alessandro","Matheus Alessandro","https://s.glbimg.com/es/sde/f/2018/05/18/28524541dbc99ed7fa6cadc1531e6cf9_FORMATO.png",97527,23,"FLU","ata","Provável",0.8,3.73,-0.19,2.22,"Fluminense",4,9,30,NA,13,12,NA,5,8,1,1,NA,3,NA,NA,NA,NA,NA
"363","Walter Kannemann","kannemann","Kannemann","https://s.glbimg.com/es/sde/f/2018/05/21/7a4b8f949ed4d8b668d8c40a33e50edb_FORMATO.png",87342,23,"GRE","zag","Nulo",0,13.41,0,7.71,"Grêmio",3,14,20,NA,12,43,9,1,2,NA,NA,NA,1,NA,NA,NA,NA,1
"364","Gabriel Costa França","gabriel","Gabriel","https://s.glbimg.com/es/sde/f/2018/05/07/de5cc9b6be749402b257946886dea075_FORMATO.png",87393,23,"ATL","zag","Nulo",0,6.06,0,2.25,"Atlético-MG",1,15,18,NA,13,19,2,2,2,1,NA,1,NA,NA,NA,NA,NA,NA
"365","Willean Bernardo Willemen","lepu","Lepu","https://s.glbimg.com/es/sde/f/2018/06/05/664e239f7dce6e6497a82d094f42723a_FORMATO.png",97522,23,"BAH","mei","Nulo",0,2,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
