"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.clube.id.full.name","FC","FD","FF","FS","PE","RB","A","CA","FT","G","I","SG","GC","DD","GS","CV","PP","DP"
"285","Juliano Silva Almeida","juliano","Juliano","https://s.glbimg.com/es/sde/f/2018/09/21/5bd2b1fee0796f7b54fa8e4f82276631_FORMATO.png",87696,35,"SAN","mei","Nulo",0,2,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"286","Hernane Vidal Souza","hernane","Hernane","https://s.glbimg.com/es/sde/f/2018/08/15/df43aeed005a5668d32e3104263e2119_FORMATO.png",72386,35,"SPO","ata","Provável",1.2,5.05,-0.34,3.83,"Sport",26,7,9,34,20,17,2,1,NA,1,3,NA,NA,NA,NA,NA,NA,NA
"287","Renê dos Santos Júnior","rene-junior","Renê Júnior","https://s.glbimg.com/es/sde/f/2018/03/20/8b306efa7463aa34e658516c465f664e_FORMATO.png",73281,35,"COR","mei","Contundido",0,5.85,0,2.6,"Corinthians",12,NA,2,5,4,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"288","Thiago Rodrigues de Oliveira Nogueira","thiago-rodrigues","Thiago Rodrigues","https://s.glbimg.com/es/sde/f/2018/03/21/d825409cc03f8e81e67ec76372f1b206_FORMATO.png",73414,35,"PAR","gol","Nulo",6.9,7.8,0.23,5.37,"Paraná",1,NA,NA,2,7,NA,NA,NA,NA,NA,NA,4,NA,21,12,NA,NA,1
"289","Samuel Xavier Brito","samuel-xavier","Samuel Xavier","https://s.glbimg.com/es/sde/f/2018/05/17/fd0c8a84c1faea5160f04ad242f45e3e_FORMATO.png",73384,35,"CEA","lat","Provável",2.8,5.61,0.5,4,"Ceará",34,NA,7,38,44,30,4,8,1,1,1,7,NA,NA,NA,1,NA,NA
"290","Matheus Simonete Bressanelli","bressan","Bressan","https://s.glbimg.com/es/sde/f/2018/05/18/89ef7379a0826a62657cb5948a315081_FORMATO.png",72491,35,"GRE","zag","Nulo",0,9.43,0,4.6,"Grêmio",24,2,2,12,27,30,NA,3,NA,1,NA,12,NA,NA,NA,NA,NA,NA
"291","Luis Carlos Dallastella","luis-carlos","Luis Carlos","https://s.glbimg.com/es/sde/f/2018/03/21/327d9a5891939cc8940a99c68e11c26b_FORMATO.png",73413,35,"PAR","gol","Nulo",0,0.7,0,-4,"Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"292","José Rogério de Oliveira","rogerio","Rogério","https://s.glbimg.com/es/sde/f/2018/05/24/949f9e1967150f934c921bedf13a0bba_FORMATO.png",73540,35,"SPO","ata","Nulo",0,8.29,0,2.79,"Sport",26,14,23,49,30,14,2,NA,NA,2,9,NA,NA,NA,NA,1,NA,NA
"293","Jorge Daniel González Marquet","torito-gonzalez","Torito González","https://s.glbimg.com/es/sde/f/2018/03/21/4a53af8bd51b42f968f3b584e1581274_FORMATO.png",73703,35,"PAR","mei","Nulo",0,4.69,-0.4,2.8,"Paraná",25,2,9,33,14,29,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"294","Gabriel Santana Pinto","gabriel","Gabriel","https://s.glbimg.com/es/sde/f/2018/05/24/ba83d05d6577dcd62dcb5af3bb7ca5e1_FORMATO.png",73515,35,"SPO","mei","Provável",2.3,6.58,0.45,2.87,"Sport",23,8,13,55,63,21,2,3,1,5,3,NA,NA,NA,2,NA,1,NA
"295","Rildo de Andrade Felicissimo","rildo","Rildo","https://s.glbimg.com/es/sde/f/2018/09/27/1efc38e38866055fe84ec680c96da256_FORMATO.png",73635,35,"VAS","ata","Nulo",0,2.56,0,0.44,"Vasco",1,NA,3,11,9,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"296","Bruno Fabiano Alves","bruno-alves","Bruno Alves","https://s.glbimg.com/es/sde/f/2018/08/21/5ff03d7f1c17970fd5a348a979f50951_FORMATO.png",73620,35,"SAO","zag","Suspenso",6.2,11.1,0.82,4.08,"São Paulo",40,5,4,19,25,38,NA,9,1,2,6,12,NA,NA,NA,NA,NA,NA
"297","Marcos Vinícius de Jesus Araújo","marcos-vinicius","Marcos Vinícius","https://s.glbimg.com/es/sde/f/2018/05/17/d29916588c79c99dd0a20debd0ea12bd_FORMATO.png",73721,35,"BOT","mei","Nulo",0,3.16,0,1.32,"Botafogo",2,NA,3,6,11,3,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"298","Rodrigo Caio Roquette Russo","rodrigo-caio","Rodrigo Caio","https://s.glbimg.com/es/sde/f/2018/08/22/0f361078a3aa1c8a16c67a19bf698e52_FORMATO.png",73800,35,"SAO","zag","Nulo",0,9.96,0,3.18,"São Paulo",5,NA,3,1,5,6,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
"299","Maurício Plenckauskas Cordeiro","mauricio-cordeiro","Maurício Cordeiro","https://s.glbimg.com/es/sde/f/2018/08/30/ee11039794974b96f58faf2d395dea71_FORMATO.png",73883,35,"VIT","ata","Nulo",0,2.4,0,0.43,"Vitória",6,1,1,1,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA
"300","Clayton Silveira da Silva","clayton","Clayton","https://s.glbimg.com/es/sde/f/2018/08/10/b8ba1096a40cd0240eba8996df2c1bfe_FORMATO.png",81770,35,"BAH","ata","Nulo",0,5.54,0,0.68,"Bahia",1,1,NA,2,5,1,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"301","Rayan Poltronieri Pereira","rayan","Rayan","https://s.glbimg.com/es/sde/f/2018/03/21/eafcee785dc021fd8811059271578111_FORMATO.png",73923,35,"PAR","zag","Nulo",0,2.7,0,1.09,"Paraná",25,1,6,17,19,23,NA,7,NA,NA,2,1,NA,NA,NA,NA,NA,NA
"302","Bruno dos Santos Nazário","bruno-nazario","Bruno Nazário","https://s.glbimg.com/es/sde/f/2018/07/11/458954576596e510c2e5c6668d407c5b_FORMATO.png",81776,35,"ATL","mei","Contundido",0,3.37,0,1.56,"Atlético-PR",4,NA,1,7,6,6,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"303","Geuvânio Santos Silva","geuvanio","Geuvânio","https://s.glbimg.com/es/sde/f/2018/05/04/9268b435089ca4758bd26ab119d49db1_FORMATO.png",73896,35,"FLA","ata","Nulo",3.4,4.35,0.44,1.15,"Flamengo",12,5,4,2,15,9,1,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"304","João Ricardo Riedi","joao-ricardo","João Ricardo","https://s.glbimg.com/es/sde/f/2018/05/07/ed2c39f18fe6fdbf2db79d29a7d46eae_FORMATO.png",81881,35,"AME","gol","Provável",-4,5.74,-0.58,3.16,"América-MG",NA,NA,NA,2,24,NA,NA,1,NA,NA,NA,7,NA,35,30,NA,NA,1
"305","Luis Leandro Desábato","desabato","Desábato","https://s.glbimg.com/es/sde/f/2018/09/27/711f775d92f04e0e3e7030700985dae7_FORMATO.png",73936,35,"VAS","mei","Nulo",3.1,7.3,0.53,2.35,"Vasco",36,1,3,17,55,55,1,3,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"306","Héctor Canteros","canteros","Canteros","https://s.glbimg.com/es/sde/f/2018/05/24/fa9bf16f27c3383ff060fdf3c9113559_FORMATO.png",73918,35,"CHA","mei","Provável",-0.7,6.84,-0.41,1.99,"Chapecoense",39,4,10,20,128,48,3,5,1,2,2,NA,NA,NA,NA,NA,NA,NA
"307","Rosicley Pereira da Silva","rossi","Rossi","https://s.glbimg.com/es/sde/f/2018/03/21/ffe95cb4c3f0bed01a941972e52ec9ed_FORMATO.png",81798,35,"INT","ata","Nulo",-1.2,3.47,-0.34,1.22,"Internacional",16,3,4,24,25,10,2,3,1,1,1,NA,NA,NA,NA,NA,1,NA
"308","Alisson Euler de Freitas Castro","alisson","Alisson","https://s.glbimg.com/es/sde/f/2018/05/18/eeeced6e37969b2b8161eb83c56d069e_FORMATO.png",81845,35,"GRE","mei","Provável",11.9,8.75,1.84,3.4,"Grêmio",13,9,8,40,39,17,3,1,NA,1,2,NA,NA,NA,NA,NA,NA,NA
"309","Osman de Menezes Venâncio Junior","osman","Osman","https://s.glbimg.com/es/sde/f/2018/05/24/3d7f1fd9657bef546dec60dda0555868_FORMATO.png",81898,35,"CHA","ata","Nulo",0,3.27,0,1.25,"Chapecoense",9,3,3,10,17,6,NA,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA
"310","Bruno da Silva Peres","bruno-peres","Bruno Peres","https://s.glbimg.com/es/sde/f/2018/08/21/069947a89a5c7a8dcdc37798d30597f0_FORMATO.png",73962,35,"SAO","lat","Provável",6.4,10.7,-0.06,4.47,"São Paulo",25,NA,4,16,35,36,NA,4,NA,1,NA,5,NA,NA,NA,NA,NA,NA
"311","José Henrique da Silva Dourado","henrique-dourado","Henrique Dourado","https://s.glbimg.com/es/sde/f/2018/05/04/d9413dcc3e693b62854a22d1a1f58501_FORMATO.png",81905,35,"FLA","ata","Provável",-0.6,9.16,-1.06,1.75,"Flamengo",36,2,9,30,14,5,NA,6,NA,6,8,NA,NA,NA,NA,1,NA,NA
"312","Igor de Carvalho Julião","igor-juliao","Igor Julião","https://s.glbimg.com/es/sde/f/2016/06/28/6718cfa08984f2f134397fad39f6472a_FORMATO.jpeg",81951,35,"FLU","lat","Provável",6.3,5.29,0.8,4.55,"Fluminense",8,NA,NA,8,9,10,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA
"313","Alison Lopes Ferreira","alison","Alison","https://s.glbimg.com/es/sde/f/2018/05/23/3ee08dfe1559a120f4dcd89514b80775_FORMATO.png",73974,35,"SAN","mei","Provável",-0.2,7.28,0.53,2.33,"Santos",37,NA,4,24,39,62,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"314","Luis Eduardo Barros Cavalcanti","dado-cavalcanti","Dado Cavalcanti","https://s.glbimg.com/es/sde/f/2018/10/19/67657a12a492438b83870a193414419d_FORMATO.png",73975,35,"PAR","tec","Provável",1.98,6.74,0.17,1.88,"Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"315","René Ferreira dos Santos","rene","René","https://s.glbimg.com/es/sde/f/2018/07/23/d6322968c7c6cca6de55d8c4fbb4c086_FORMATO.png",73978,35,"PAR","zag","Provável",-3.2,3.73,-0.48,1.83,"Paraná",15,1,3,13,35,33,NA,4,NA,NA,1,1,NA,NA,NA,1,NA,NA
"316","Walisson Moreira Farias Maia","walisson-maia","Walisson Maia","https://s.glbimg.com/es/sde/f/2018/03/21/24015c9080aa3347098cfb88e90348e8_FORMATO.png",73991,35,"VIT","zag","Contundido",0,5.06,0,3.25,"Vitória",2,NA,NA,1,5,7,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"317","Rodinei Marcelo de Almeida","rodinei","Rodinei","https://s.glbimg.com/es/sde/f/2018/05/04/5049d8a52c5a5f82e57248ab2ff94218_FORMATO.png",73992,35,"FLA","lat","Dúvida",0,13.73,0,5.13,"Flamengo",17,8,8,30,31,29,2,3,NA,1,1,14,NA,NA,NA,NA,NA,NA
"318","José Rafael Vivian","ze-rafael","Zé Rafael ","https://s.glbimg.com/es/sde/f/2018/05/12/09a8cb904cc431ca446de5378e6cde58_FORMATO.png",82455,35,"BAH","mei","Provável",0,19.94,0,6.7,"Bahia",59,27,37,90,66,69,3,6,3,3,5,NA,NA,NA,NA,NA,NA,NA
"319","Matheus Rossetto","matheus-rossetto","Matheus Rossetto","https://s.glbimg.com/es/sde/f/2018/05/08/036cf29144ee81b7e52eaed8486c6718_FORMATO.png",86766,35,"ATL","mei","Nulo",0,7.37,0,1.24,"Atlético-PR",16,NA,3,5,23,15,NA,1,NA,1,2,NA,NA,NA,NA,NA,NA,NA
"320","Elias Lira Nogueira Junior ","elias","Elias","https://s.glbimg.com/es/sde/f/2018/09/12/7611a5bada11e1caea4cac58a32db3e8_FORMATO.png",99034,35,"SPO","lat","Nulo",0,2,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"321","Lucas Macanhan Ferreira","lucas-macanhan","Lucas Macanhan","https://s.glbimg.com/es/sde/f/2016/05/13/222c790995cc7292f07b0dc4db7cc5f4_FORMATO.png",86760,35,"ATL","gol","Nulo",0,1,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"322","Luan Guilherme de Jesus Vieira","luan","Luan","https://s.glbimg.com/es/sde/f/2018/05/21/c01a0fcc9657bf0df6cfde4356ece5bc_FORMATO.png",86759,35,"GRE","ata","Nulo",0,14.47,0,5.22,"Grêmio",22,12,24,55,70,24,6,3,2,1,3,NA,NA,NA,NA,NA,2,NA
"323","Adilson dos Anjos Oliveira","juninho","Juninho","https://s.glbimg.com/es/sde/f/2018/05/07/a121caba22a2560ebe0698009aa2a45f_FORMATO.png",82381,35,"AME","mei","Provável",3.1,8.45,0.35,3,"América-MG",50,4,8,30,81,67,NA,4,NA,3,1,NA,NA,NA,NA,NA,NA,NA
"324","Luan Polli Gomes","luan-polli","Luan Polli ","https://s.glbimg.com/es/sde/f/2018/08/10/1306038e63aa5d939fba83b224eb91e1_FORMATO.png",88916,35,"SPO","gol","Nulo",0,2,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"325","Raniel Santana de Vasconcelos","raniel","Raniel","https://s.glbimg.com/es/sde/f/2018/05/07/074f3b8960ae6ea7711fa17be1c27cac_FORMATO.png",86797,35,"CRU","ata","Nulo",0.5,6.42,0,2.45,"Cruzeiro",45,10,19,45,23,16,1,1,NA,4,8,NA,NA,NA,NA,NA,1,NA
"326","Ânderson Balbino Assis","balbino","Balbino","https://s.glbimg.com/es/sde/f/2016/04/30/aa305ef16d18275ce438c74c73d54e15_FORMATO.png",89227,35,"GRE","mei","Nulo",0,2,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"327","Gustavo Bonatto Barreto","barreto","Barreto","https://s.glbimg.com/es/sde/f/2018/08/01/eb32b1122051c363c367c115b252a941_FORMATO.png",89224,35,"CHA","mei","Nulo",0.5,1.16,-0.61,1.03,"Chapecoense",8,NA,1,9,10,14,NA,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"328","Roberto Junior Fernández Torres","gatito-fernandez","Gatito Fernández","https://s.glbimg.com/es/sde/f/2018/05/17/841f78d103e083bd0e8af280fcb5ffe8_FORMATO.png",74061,35,"BOT","gol","Provável",11.5,13.8,0.7,7.27,"Botafogo",NA,NA,NA,3,3,NA,NA,1,NA,NA,NA,3,NA,12,3,NA,NA,NA
"329","Willian Marlon Ferreira Moraes","willian-maranhao","Willian Maranhão","https://s.glbimg.com/es/sde/f/2018/09/27/92d651fa08a85080370b0b2bfaddceb4_FORMATO.png",87262,35,"VAS","mei","Provável",0,1.77,0,0.78,"Vasco",28,3,1,7,17,14,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"330","Iago Justen Maidana Martins","iago-maidana","Iago Maidana","https://s.glbimg.com/es/sde/f/2018/05/07/211b2cfc9413080da0e36bac586628df_FORMATO.png",89226,35,"ATL","zag","Provável",8.6,5.24,0.4,2.44,"Atlético-MG",26,3,8,21,33,18,NA,5,NA,NA,1,8,1,NA,NA,NA,NA,NA
"331","Reginaldo Lopes de Jesus","reginaldo","Reginaldo ","https://s.glbimg.com/es/sde/f/2018/07/20/591136c613faa29b99fb60147d6e557c_FORMATO.png",86820,35,"ATL","lat","Nulo",0,3,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"332","Thiago Rodrigues da Silva","thiago","Thiago","https://s.glbimg.com/es/sde/f/2018/05/04/d4092dd23800a9822421cf2f4c434434_FORMATO.png",91194,35,"FLA","gol","Nulo",0,4,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"333","Jean Carlos de Souza Irmer","jean","Jean","https://s.glbimg.com/es/sde/f/2018/04/14/41df144dd9a7bef47baff80aaa56b97c_FORMATO.png",89150,35,"BOT","mei","Contundido",0,3.54,0,3.43,"Botafogo",33,NA,4,19,19,34,2,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"334","Thales Natanael Lira de Matos","thales","Thales ","https://s.glbimg.com/es/sde/f/2018/04/09/2db919a21f74604ec39c31b47a427a70_FORMATO.png",82626,35,"INT","zag","Nulo",0,4,0,0,"Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"335","Claudio Winck Neto","claudio-winck","Claudio Winck","https://s.glbimg.com/es/sde/f/2018/04/12/c30228fd68db0c7f81326317ddc62ba6_FORMATO.png",74074,35,"SPO","lat","Provável",-2.6,3.69,-0.65,3.09,"Sport",40,6,18,22,58,20,1,7,NA,3,3,4,NA,NA,NA,NA,NA,NA
"336","Guilherme Costa Machado Silveira","guilherme-costa","Guilherme Costa","https://s.glbimg.com/es/sde/f/2018/03/21/4f92ef0e30740bc3960607bec48d3c00_FORMATO.png",74081,35,"VIT","mei","Contundido",0,2.27,0,0.72,"Vitória",8,1,1,10,4,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"337","Hernán Barcos","barcos","Barcos","https://s.glbimg.com/es/sde/f/2018/10/18/731df10308e961dc0c7161cfb7ffe9a1_FORMATO.png",78379,35,"CRU","ata","Dúvida",0.5,6.29,-0.06,1.36,"Cruzeiro",15,5,9,8,22,6,1,1,NA,1,3,NA,NA,NA,NA,NA,1,NA
"338","Saulo Ferreira Silva Nascimento","saulo","Saulo","https://s.glbimg.com/es/sde/f/2018/05/17/2e661ef69600f0353d4bc7ce467624df_FORMATO.png",89492,35,"BOT","gol","Nulo",0,2.17,0,2.69,"Botafogo",NA,NA,NA,4,8,NA,NA,1,NA,NA,NA,4,NA,23,24,NA,NA,1
"339","Igor Rabello da Costa","igor-rabello","Igor Rabello","https://s.glbimg.com/es/sde/f/2018/05/17/abf9ba69358d2452db077b1bf905fa24_FORMATO.png",89493,35,"BOT","zag","Provável",6.5,11.52,0.34,3.49,"Botafogo",25,3,13,29,67,46,NA,4,1,2,5,10,1,NA,NA,NA,NA,NA
"340","Jordi Almeida","jordi","Jordi","https://s.glbimg.com/es/sde/f/2018/09/27/02d931c984006234affadfc727274e72_FORMATO.png",86776,35,"VAS","gol","Nulo",0,1.07,0,-2,"Vasco",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"341","José Élber Pimentel da Silva","elber","Élber","https://s.glbimg.com/es/sde/f/2018/03/21/1b00098477bad4e60d3bc520dc464ab7_FORMATO.png",74140,35,"BAH","mei","Provável",-1.7,6.23,-0.54,3.9,"Bahia",20,15,4,55,57,33,4,8,NA,4,4,NA,NA,NA,NA,NA,NA,NA
"342","Matheus Galdezani","matheus-galdezani","Matheus Galdezani","https://s.glbimg.com/es/sde/f/2018/05/17/2b140006a6546ccb3c5fbb067a9e8b93_FORMATO.png",82634,35,"ATL","mei","Provável",0.5,3.3,-0.93,1.44,"Atlético-MG",22,4,7,27,42,23,1,6,NA,1,1,NA,NA,NA,NA,1,NA,NA
"343","José Welison da Silva","jose-welison","José Welison","https://s.glbimg.com/es/sde/f/2018/07/11/1d923ab86aabd29245dae5fd1338d9bd_FORMATO.png",86859,35,"ATL","mei","Contundido",0,4.91,0,2.68,"Atlético-MG",36,2,7,17,39,50,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"344","Felipe Augusto Ferreira Batista","felipe-augusto","Felipe Augusto","https://s.glbimg.com/es/sde/f/2018/03/21/995978419e90d2d7e0b7b0f9ddb1960b_FORMATO.png",89370,35,"PAR","ata","Nulo",0,2.92,-0.18,0,"Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"345","Marcelo Hermes","marcelo-hermes","Marcelo Hermes","https://s.glbimg.com/es/sde/f/2018/05/07/bedbd7a85b9260c4086c631ade9244cd_FORMATO.png",82639,35,"CRU","lat","Nulo",0,3.26,0,1.94,"Cruzeiro",16,1,4,8,37,20,NA,4,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
"346","Calyson Rubens Santiago Rosa","calyson","Calyson","https://s.glbimg.com/es/sde/f/2018/07/15/1f150f4d934c5bea8831eafc53efaf4e_FORMATO.png",82630,35,"CEA","mei","Provável",-0.6,2.5,-1.6,1.84,"Ceará",13,5,10,19,23,8,NA,2,NA,2,2,NA,NA,NA,NA,NA,NA,NA
"347","Luís Vinícius da Silva Matos","vinicius","Vinicius","https://s.glbimg.com/es/sde/f/2018/04/20/41282578700a83d0c3505f577dfbac5c_FORMATO.png",86861,35,"VIT","zag","Nulo",0,3,0,0,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"348","Alejandro Abraham Guerra Morales","guerra","Guerra","https://s.glbimg.com/es/sde/f/2017/02/19/fa873321a36da270244cf230ac534a50_FORMATO.png",74213,35,"PAL","mei","Nulo",0,6.94,0,2.4,"Palmeiras",6,4,2,9,9,5,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA
"349","Vinícius Vasconcelos Araújo","vinicius-araujo","Vinícius Araújo","https://s.glbimg.com/es/sde/f/2018/09/27/6ddf98420b08a50c32c74472f3b962b3_FORMATO.png",82767,35,"VAS","ata","Nulo",0,3.75,0,-0.03,"Vasco",3,NA,2,4,4,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"350","Ruy Franco de Almeida Junior","ruy","Ruy","https://s.glbimg.com/es/sde/f/2018/03/17/e5c923c2884a22666c9fa588105d9986_FORMATO.png",82939,35,"AME","mei","Nulo",0,5.32,0,1.87,"América-MG",6,9,9,27,71,11,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA
"351","José Rodrigo Andrade Ramos","rodrigo-andrade","Rodrigo Andrade","https://s.glbimg.com/es/sde/f/2018/03/21/baa60af023a4a5978254d14457ae5de5_FORMATO.png",89646,35,"VIT","mei","Nulo",0,1.24,0,0.7,"Vitória",26,4,6,17,48,24,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"352","Rafael Thyere Albuquerque Marques","rafael-thyere","Rafael Thyere","https://s.glbimg.com/es/sde/f/2018/05/24/918318ba9c18b6913e11cb5688852591_FORMATO.png",83048,35,"CHA","zag","Nulo",0,5.02,0,2.36,"Chapecoense",16,3,3,16,43,28,NA,7,NA,1,1,7,NA,NA,NA,NA,NA,NA
"353","Edigar Junio Teixeira Lima ","edigar-junio","Edigar Junio","https://s.glbimg.com/es/sde/f/2018/03/21/9c46c9f1269d97acf20157efb70009cc_FORMATO.png",74271,35,"BAH","ata","Dúvida",-0.8,7.63,-1.71,3.25,"Bahia",31,7,14,31,22,10,1,NA,1,5,3,NA,NA,NA,NA,NA,NA,NA
"354","Nickson Gabriel Reis Silva","nickson","Nickson","https://s.glbimg.com/es/sde/f/2018/03/21/adcd09b9b136e70edcb95ab81951f55b_FORMATO.png",89676,35,"VIT","mei","Dúvida",0.2,1.53,-0.04,0.78,"Vitória",NA,NA,NA,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"355","Marlos Moreno Durán","marlos","Marlos","https://s.glbimg.com/es/sde/f/2018/05/04/71ca6ff6a0b867666327cb4eaa2cf01a_FORMATO.png",89827,35,"FLA","ata","Nulo",0,4.31,0,2.04,"Flamengo",13,6,8,22,11,14,1,3,NA,1,4,NA,NA,NA,NA,NA,NA,NA
"356","David Rambo Becker","david","David","https://s.glbimg.com/es/sde/f/2018/05/15/306200d24584eb1c79eb0ea0c0fb6cf9_FORMATO.png",86928,35,"PAR","gol","Nulo",0,0.73,0,-3.2,"Paraná",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,6,NA,NA,NA
"357","César Marcelo Meli","marcelo-meli","Marcelo Meli","https://s.glbimg.com/es/sde/f/2018/07/07/79d706cf00a68b31bd17a8ddd07eeb1d_FORMATO.png",89838,35,"VIT","mei","Nulo",0,4.17,0,-0.03,"Vitória",14,2,2,9,11,5,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"358","Luiz Otávio da Silva Santos","luiz-otavio","Luiz Otávio ","https://s.glbimg.com/es/sde/f/2018/05/24/e8b83c81c541dabe3a815f0473d550fa_FORMATO.png",86863,35,"CHA","zag","Nulo",0,4.53,0,2.28,"Chapecoense",3,NA,1,NA,4,2,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
"359","Walter Kannemann","kannemann","Kannemann","https://s.glbimg.com/es/sde/f/2018/05/21/7a4b8f949ed4d8b668d8c40a33e50edb_FORMATO.png",87342,35,"GRE","zag","Dúvida",0,13.62,0,7.82,"Grêmio",17,1,3,23,15,61,NA,4,NA,NA,1,9,NA,NA,NA,1,NA,NA
"360","José Paolo Guerrero Gonzales","paolo-guerrero","Paolo Guerrero","https://s.glbimg.com/es/sde/f/2018/08/14/11a728603cfca7e8c71e3fadccee1148_FORMATO.png",75295,35,"INT","ata","Suspenso",0,11.23,0,3.9,"Internacional",9,3,5,10,4,3,1,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA
"361","Jean Roberto Souza da Silva","jean-roberto","Jean Roberto","https://s.glbimg.com/es/sde/f/2018/08/03/a07616383dec21597806430f34779a1d_FORMATO.png",83204,35,"CHA","mei","Nulo",0,2,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"362","Derlis Alberto González Galeano","derlis-gonzalez","Derlis González","https://s.glbimg.com/es/sde/f/2018/08/02/82821b03d402e292e2c9436d34a6f1b3_FORMATO.png",75372,35,"SAN","ata","Nulo",0,8.18,0,2.68,"Santos",24,2,4,14,20,15,5,5,NA,1,5,NA,NA,NA,NA,NA,NA,NA
"363","Nathan Gomes de Melo","nathan","Nathan",NA,86951,35,"VAS","ata","Nulo",0,2,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"364","Leandro Alves de Carvalho","leandrinho","Leandrinho","https://s.glbimg.com/es/sde/f/2018/05/17/c707585981fdbf1f96e400538881eded_FORMATO.png",89885,35,"BOT","mei","Nulo",0,3,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"365","Yago Fernando da Silva","yago","Yago","https://s.glbimg.com/es/sde/f/2018/03/20/13d6ab565918a4bad475a1569e05162d_FORMATO.png",77500,35,"BOT","zag","Nulo",0,4.23,0,3.12,"Botafogo",3,NA,NA,1,3,5,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
"366","Emerson Raymundo Santos","emerson-santos","Emerson Santos","https://s.glbimg.com/es/sde/f/2018/07/20/c87125fb04d89c8e72a797a7b0ceeddb_FORMATO.png",86972,35,"INT","zag","Provável",0,4.06,0,4.08,"Internacional",7,1,3,7,15,17,NA,1,NA,NA,NA,3,1,NA,NA,NA,NA,NA
