"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.clube.id.full.name","A","FC","FD","FF","FS","FT","G","PE","RB","DD","DP","GS","SG","CA","CV","I","GC","PP"
"264","João Gabriel da Silva Teles","joao-gabriel","João Gabriel","https://s.glbimg.com/es/sde/f/2018/07/18/cdb3198a3be8439cedd0ff7411245c64_FORMATO.png",78894,27,"VIT","gol","Nulo",0,2,0,0,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"265","David Rambo Becker","david","David","https://s.glbimg.com/es/sde/f/2018/05/15/306200d24584eb1c79eb0ea0c0fb6cf9_FORMATO.png",86928,27,"PAR","gol","Nulo",0,0.73,0,-3.2,"Paraná",NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,6,NA,NA,NA,NA,NA,NA
"266","Tiago Pagnussat","tiago","Tiago ","https://s.glbimg.com/es/sde/f/2018/03/21/d0b3cd897f4a410323886fb6d92bd822_FORMATO.png",79042,27,"BAH","zag","Dúvida",0,10.1,0,4.1,"Bahia",NA,25,5,9,15,NA,2,38,26,NA,NA,NA,5,3,NA,2,NA,NA
"267","Víctor Leandro Cuesta","victor-cuesta","Víctor Cuesta","https://s.glbimg.com/es/sde/f/2018/04/08/b6cd86f9590fd3e82cb545ac74dc8c41_FORMATO.png",79113,27,"INT","zag","Suspenso",3,17.57,1.02,6.74,"Internacional",1,30,2,4,21,NA,2,45,70,NA,NA,NA,13,9,1,1,NA,NA
"268","Fabiano da Silva Souza","fabiano","Fabiano","https://s.glbimg.com/es/sde/f/2018/09/04/dd622172f30483dda8563ef9249cdae1_FORMATO.png",79244,27,"VIT","lat","Provável",-2.4,4.74,-2.08,3.38,"Vitória",NA,8,NA,NA,4,1,1,20,5,NA,NA,NA,1,1,NA,NA,NA,NA
"269","Ricardo César Dantas da Silva","ricardo-silva","Ricardo Silva","https://s.glbimg.com/es/sde/f/2018/04/20/295c4ab26ba72d42690b414ec721c2ea_FORMATO.png",79334,27,"AME","zag","Nulo",0,3,0,0,"América-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"270","Romário Marques Rodrigues","romario-rodrigues","Romário Rodrigues","https://s.glbimg.com/es/sde/f/2018/05/25/9437477289ccd352c97a67ca86f16f82_FORMATO.png",79336,27,"CEA","ata","Contundido",0,2,0,0,"Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"271","Nery Rubén Bareiro Zorrilla","nery-bareiro","Nery Bareiro","https://s.glbimg.com/es/sde/f/2018/05/24/0c06a4174eedc3d6995146e7fc6bd3b2_FORMATO.png",79276,27,"CHA","zag","Dúvida",4.2,4.32,0.76,1.1,"Chapecoense",NA,6,NA,NA,4,NA,NA,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"272","Joeliton Lima Santos","mansur","Mansur","https://s.glbimg.com/es/sde/f/2018/03/21/58740180fa39ea528e64aa42ba67215c_FORMATO.png",79553,27,"PAR","lat","Provável",-1.1,3.45,-0.1,0.92,"Paraná",NA,21,3,3,9,1,NA,33,8,NA,NA,NA,3,2,1,NA,NA,NA
"273","Luiz Ricardo Alves","sassa","Sassá","https://s.glbimg.com/es/sde/f/2018/05/07/89b8e9b3d830ff681500c63572397636_FORMATO.png",79578,27,"CRU","ata","Nulo",0,3.1,0,1.35,"Cruzeiro",NA,25,1,9,18,NA,2,4,4,NA,NA,NA,NA,3,NA,7,NA,NA
"274","Antônio Carlos Cunha Capocasali Júnior","antonio-carlos","Antônio Carlos ","https://s.glbimg.com/es/sde/f/2017/04/18/5b3fcb4c6c1625d8e38d933619f9e42a_FORMATO.png",79702,27,"PAL","zag","Provável",0,8.19,0,3.16,"Palmeiras",NA,15,3,3,6,2,1,20,13,NA,NA,NA,6,4,NA,1,NA,NA
"275","José Élber Pimentel da Silva","elber","Élber","https://s.glbimg.com/es/sde/f/2018/03/21/1b00098477bad4e60d3bc520dc464ab7_FORMATO.png",74140,27,"BAH","mei","Provável",2.9,5.98,-0.41,2.77,"Bahia",4,12,14,1,30,NA,1,41,19,NA,NA,NA,NA,7,NA,3,NA,NA
"276","Lucas Silva Borges","lucas-silva","Lucas Silva","https://s.glbimg.com/es/sde/f/2018/05/07/ca0ef33e042d0136838dfb74844f22a7_FORMATO.png",79701,27,"CRU","mei","Nulo",0,5.74,0,2.24,"Cruzeiro",NA,27,NA,8,17,NA,NA,31,33,NA,NA,NA,NA,4,NA,NA,NA,NA
"277","Odair Souza ","nenen","Nenén","https://s.glbimg.com/es/sde/f/2018/05/24/42f440f0883376df8bb747b658bbc47d_FORMATO.png",79892,27,"CHA","mei","Nulo",0,2.08,0,0.1,"Chapecoense",NA,1,NA,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"278","Brenner Marlos Varanda de Oliveira","brenner","Brenner","https://s.glbimg.com/es/sde/f/2018/05/17/76f9aa43f58c549a5956db25ad0804f3_FORMATO.png",80080,27,"BOT","ata","Nulo",-0.5,4.85,-0.07,1.81,"Botafogo",NA,14,5,5,24,NA,1,15,9,NA,NA,NA,NA,2,NA,2,NA,NA
"279","Fabiano Leissmann","fabiano","Fabiano","https://s.glbimg.com/es/sde/f/2018/03/21/80a060ad2737a4abce46a048d853c93e_FORMATO.png",79887,27,"INT","lat","Provável",1.6,8.41,0.31,3.55,"Internacional",1,13,NA,4,2,NA,NA,40,18,NA,NA,NA,9,3,NA,NA,NA,NA
"280","Nadson da Silva Almeida","nadson","Nadson","https://s.glbimg.com/es/sde/f/2018/07/13/57fe46961f3ba57ecb2e3e6368babd92_FORMATO.png",80140,27,"PAR","mei","Nulo",0,2.59,0,2.4,"Paraná",NA,9,8,5,26,1,NA,36,13,NA,NA,NA,NA,1,NA,1,NA,NA
"281","Lucas Fonseca da Silva","lucas-fonseca","Lucas Fonseca","https://s.glbimg.com/es/sde/f/2018/03/21/5c1c52f3afc41a4404dd7b1c888f2124_FORMATO.png",80189,27,"BAH","zag","Provável",10.7,8.55,1.57,2.62,"Bahia",NA,15,2,4,21,1,NA,46,22,NA,NA,NA,7,4,NA,NA,NA,NA
"282","Marcos Junio Lima dos Santos","marcos-junior","Marcos Junior","https://s.glbimg.com/es/sde/f/2018/09/20/ff2dc345ff18c0761a0ddbd4e2edef76_FORMATO.png",80188,27,"FLU","ata","Nulo",0.9,6.13,-0.02,2.42,"Fluminense",2,12,6,5,22,NA,2,23,9,NA,NA,NA,NA,NA,NA,6,NA,NA
"283","Jadson Alves dos Santos","jadson","Jadson","https://s.glbimg.com/es/sde/f/2018/09/20/310961d5d1d556ea066ca5837fbb7366_FORMATO.png",80129,27,"FLU","mei","Provável",0,7.73,0,1.87,"Fluminense",1,31,6,6,35,1,NA,72,38,NA,NA,NA,NA,6,NA,1,NA,NA
"284","Glaybson Yago Souza Lisboa","yago-pikachu","Yago Pikachu","https://s.glbimg.com/es/sde/f/2018/09/27/ade8af11f63aa15e4664fa86f8a48e0e_FORMATO.png",80196,27,"VAS","lat","Provável",4,18.03,-1.14,7.37,"Vasco",2,12,23,19,77,2,8,47,22,NA,NA,NA,3,2,1,7,NA,NA
"285","Francisco Edson Moreira da Silva","edinho","Edinho","https://s.glbimg.com/es/sde/f/2018/07/11/59b9a2e2576d1e0ad1c80d50c7478422_FORMATO.png",80193,27,"ATL","ata","Nulo",0.5,2.78,-0.01,1,"Atlético-MG",NA,NA,NA,1,4,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"286","Gilberto Moraes Júnior","gilberto","Gilberto ","https://s.glbimg.com/es/sde/f/2018/09/20/3cfe538c9466e35f30d8caec3cdeb003_FORMATO.png",80313,27,"FLU","lat","Contundido",0,9.49,0,6.68,"Fluminense",2,20,4,7,17,NA,3,41,34,NA,NA,NA,6,3,1,1,NA,NA
"287","Matheus Caldeira Vidotto de Oliveira","matheus-vidotto","Matheus Vidotto","https://s.glbimg.com/es/sde/f/2017/04/23/0469f80ea84703c3178371ab0fa1dd2f_FORMATO.png",80286,27,"COR","gol","Nulo",0,2,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"288","Luciano da Rocha Neves","luciano","Luciano","https://s.glbimg.com/es/sde/f/2018/07/05/1283cc320b56be7f4661388346c1aeba_FORMATO.png",80287,27,"FLU","ata","Provável",1.3,5.07,-0.7,2.84,"Fluminense",1,6,3,7,11,NA,1,10,2,NA,NA,NA,NA,1,NA,NA,NA,NA
"289","Alejandro Ariel Cabral","ariel-cabral","Ariel Cabral","https://s.glbimg.com/es/sde/f/2018/05/18/f33acc95e50fe26abc27ac1d525bb4a4_FORMATO.png",80363,27,"CRU","mei","Nulo",6.9,5.49,0.74,2.29,"Cruzeiro",NA,22,NA,3,14,NA,NA,31,38,NA,NA,NA,NA,7,NA,NA,NA,NA
"290","Ezequiel Jacinto de Biasi","ezequiel","Ezequiel ","https://s.glbimg.com/es/sde/f/2018/05/18/579600b8688378c79b2d26c49843ed6e_FORMATO.png",80318,27,"CRU","lat","Nulo",0.1,3.65,-0.95,2.13,"Cruzeiro",NA,18,NA,NA,14,NA,NA,24,17,NA,NA,NA,3,5,NA,NA,NA,NA
"291","Gilsivan Soares da Silva ","ivan","Ivan","https://s.glbimg.com/es/sde/f/2018/05/24/1c2dd303026c2e02bbed35cfb1595918_FORMATO.png",80326,27,"CHA","gol","Nulo",0,2,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"292","Norberto Pereira Marinho Neto","norberto","Norberto ","https://s.glbimg.com/es/sde/f/2018/05/07/f4e6cde34ab5662df2e3a0a657c5c30b_FORMATO.png",80374,27,"AME","lat","Contundido",0,9.6,0,3.92,"América-MG",1,17,2,1,12,NA,NA,21,28,NA,NA,NA,4,3,NA,1,NA,NA
"293","Renato Vieira Rodrigues","renatinho","Renatinho","https://s.glbimg.com/es/sde/f/2018/03/20/612e75f9bc41ddd0a161e522aaee90ef_FORMATO.png",80395,27,"BOT","mei","Nulo",0,4.97,0,2.49,"Botafogo",NA,5,6,3,13,NA,NA,14,15,NA,NA,NA,NA,2,NA,1,NA,NA
"294","Lucas Rafael Araujo Lima","lucas-lima","Lucas Lima","https://s.glbimg.com/es/sde/f/2018/03/01/8596087ee3b876941e59b282b29cfcb2_FORMATO.png",80583,27,"PAL","mei","Nulo",6.5,8.78,1.08,3.33,"Palmeiras",2,41,4,10,36,1,5,56,30,NA,NA,NA,NA,5,NA,3,NA,NA
"295","Fábio Gonçalves","fabinho","Fabinho","https://s.glbimg.com/es/sde/f/2018/06/01/b5bd22d1ec76e9e69427e3be73aadced_FORMATO.png",80393,27,"CEA","mei","Contundido",0,4,0,2.08,"Ceará",NA,9,NA,3,12,NA,NA,17,16,NA,NA,NA,NA,1,NA,NA,NA,NA
"296","Victor Andrade Santos","victor-andrade","Victor Andrade","https://s.glbimg.com/es/sde/f/2018/08/03/f380d4813f712ab88644cb0ed0972599_FORMATO.png",80536,27,"CHA","ata","Provável",1,4.22,-0.6,3.9,"Chapecoense",NA,6,3,3,16,NA,NA,5,8,NA,NA,NA,NA,1,NA,NA,NA,NA
"297","Edson Felipe da Cruz","edson","Edson","https://s.glbimg.com/es/sde/f/2018/03/21/4e079be2718f82735191cef518c39bb2_FORMATO.png",80370,27,"BAH","mei","Nulo",0,5.82,0,3.52,"Bahia",NA,3,NA,NA,7,NA,NA,3,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"298","Oswaldo José Henríquez Bocanegra","oswaldo-henriquez","Oswaldo Henríquez","https://s.glbimg.com/es/sde/f/2018/09/27/93bdf7db4666448d0da5432a29006d5f_FORMATO.png",81241,27,"VAS","zag","Dúvida",-0.6,3.99,-0.08,0.27,"Vasco",NA,2,NA,NA,1,NA,NA,4,NA,NA,NA,NA,1,1,NA,1,NA,NA
"299","Luiz Gustavo Tavares Conde","luiz-gustavo","Luiz Gustavo","https://s.glbimg.com/es/sde/f/2018/09/27/b551a9e8e890e361540470d7d707da03_FORMATO.png",80573,27,"VAS","zag","Provável",3.9,4.74,0.35,2.26,"Vasco",NA,16,1,5,17,NA,NA,40,29,NA,NA,NA,3,3,NA,1,1,NA
"300","Pedro Tonon Geromel","pedro-geromel","Pedro Geromel","https://s.glbimg.com/es/sde/f/2018/05/21/afc76ea4e9c31e2977ea5e9a90c802b3_FORMATO.png",80853,27,"GRE","zag","Provável",0,16.62,0,7.5,"Grêmio",NA,8,2,5,4,NA,1,18,38,NA,NA,NA,6,2,NA,NA,NA,NA
"301","Luan Garcia Teixeira","luan","Luan","https://s.glbimg.com/es/sde/f/2017/04/23/21b43228acd34549ca343f42576f7632_FORMATO.png",80692,27,"PAL","zag","Nulo",-0.6,4.66,-0.42,3.78,"Palmeiras",NA,13,1,NA,12,NA,NA,17,16,NA,NA,NA,7,4,1,NA,NA,NA
"302","Maximiliano Lélis Rodrigues","max","Max","https://s.glbimg.com/es/sde/f/2018/04/12/1bea2ecbf982db610ebf063ccfac89ff_FORMATO.png",80895,27,"SPO","zag","Provável",0,1.78,0,1.2,"Sport",NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"303","Andrew Erik Feitosa","morato","Morato","https://s.glbimg.com/es/sde/f/2018/08/10/f20dbfb85cf291b37dab5689f90e2f2c_FORMATO.png",86227,27,"SPO","ata","Nulo",0,1.75,0,1.35,"Sport",NA,6,4,2,5,NA,NA,6,5,NA,NA,NA,NA,1,NA,3,NA,NA
"304","Jair Rodrigues Júnior","jair","Jair","https://s.glbimg.com/es/sde/f/2018/08/29/ccbb091bbf9cc1637cc7e4a75a9b5d9f_FORMATO.png",81091,27,"SPO","mei","Provável",1,3.17,-0.07,1.82,"Sport",NA,12,NA,NA,7,NA,NA,4,10,NA,NA,NA,NA,2,NA,NA,NA,NA
"305","Fernando José da Cunha Neto","fernando-neto","Fernando Neto","https://s.glbimg.com/es/sde/f/2018/09/18/76d312b906b38b6d19ba0876493c1a51_FORMATO.png",80667,27,"FLU","mei","Nulo",0,2,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"306","Johnath Marlone Azevedo da Silva","marlone","Marlone","https://s.glbimg.com/es/sde/f/2018/05/24/5d4936df04558a01a5eb71077e02edd5_FORMATO.png",80944,27,"SPO","mei","Provável",0.7,8.34,-0.33,2.67,"Sport",3,7,12,17,33,NA,2,71,11,NA,NA,NA,NA,1,NA,2,NA,NA
"307","Vinícius Freitas Ribeiro","vinicius-freitas","Vinícius Freitas","https://s.glbimg.com/es/sde/f/2018/03/02/3a7c7444601af167011a0fbe974ab8d6_FORMATO.png",81537,27,"CHA","lat","Contundido",0,3.74,0,3.08,"Chapecoense",1,1,NA,NA,NA,NA,NA,4,4,NA,NA,NA,1,1,NA,NA,NA,NA
"308","Andrés Lorenzo Ríos","andres-rios","Andrés Ríos","https://s.glbimg.com/es/sde/f/2018/09/27/342168a972e60f06f0487b203e892011_FORMATO.png",81684,27,"VAS","ata","Provável",0.5,6.88,0.05,2.88,"Vasco",1,43,8,8,41,1,6,36,11,NA,NA,NA,NA,4,NA,3,NA,1
"309","Carlos Andrés Sánchez Arcosa","carlos-sanchez","Carlos Sánchez","https://s.glbimg.com/es/sde/f/2018/07/24/c9cda271bd6eed85cf205a243d3d2912_FORMATO.png",81677,27,"SAN","mei","Provável",6.6,11.04,0.72,4.29,"Santos",2,14,3,5,17,1,1,32,8,NA,NA,NA,NA,1,NA,1,NA,NA
"310","Mayke Rocha de Oliveira","mayke","Mayke","https://s.glbimg.com/es/sde/f/2017/05/19/0c4040195eb2210f37198e62876f4dc1_FORMATO.png",81150,27,"PAL","lat","Provável",0.2,5.94,-0.95,4,"Palmeiras",NA,16,NA,NA,4,NA,NA,16,19,NA,NA,NA,7,2,NA,1,NA,NA
"311","Juan Ramón Cazares Sevillano","cazares","Cazares","https://s.glbimg.com/es/sde/f/2018/05/07/2952d9583a363deaf38934dd9c4cd382_FORMATO.png",81682,27,"ATL","mei","Provável",17.8,12.85,3.03,4.21,"Atlético-MG",5,17,12,22,7,1,4,99,22,NA,NA,NA,NA,1,NA,NA,NA,NA
"312","Rosicley Pereira da Silva","rossi","Rossi","https://s.glbimg.com/es/sde/f/2018/03/21/ffe95cb4c3f0bed01a941972e52ec9ed_FORMATO.png",81798,27,"INT","ata","Nulo",-1,3.67,-0.24,1.61,"Internacional",2,12,3,2,19,1,1,15,8,NA,NA,NA,NA,3,NA,NA,NA,1
"313","Bruno dos Santos Nazário","bruno-nazario","Bruno Nazário","https://s.glbimg.com/es/sde/f/2018/07/11/458954576596e510c2e5c6668d407c5b_FORMATO.png",81776,27,"ATL","mei","Contundido",0,3.37,0,1.56,"Atlético-PR",1,4,NA,1,7,NA,NA,6,6,NA,NA,NA,NA,1,NA,NA,NA,NA
"314","João Ricardo Riedi","joao-ricardo","João Ricardo","https://s.glbimg.com/es/sde/f/2018/05/07/ed2c39f18fe6fdbf2db79d29a7d46eae_FORMATO.png",81881,27,"AME","gol","Provável",10.7,8.37,2.42,4.72,"América-MG",NA,NA,NA,NA,1,NA,NA,18,NA,28,1,18,6,NA,NA,NA,NA,NA
"315","Thales Natanael Lira de Matos","thales","Thales ","https://s.glbimg.com/es/sde/f/2018/04/09/2db919a21f74604ec39c31b47a427a70_FORMATO.png",82626,27,"INT","zag","Nulo",0,4,0,0,"Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"316","Clayton Silveira da Silva","clayton","Clayton","https://s.glbimg.com/es/sde/f/2018/08/10/b8ba1096a40cd0240eba8996df2c1bfe_FORMATO.png",81770,27,"BAH","ata","Nulo",0.5,4.4,0.43,-0.06,"Bahia",NA,1,1,NA,2,NA,NA,5,1,NA,NA,NA,NA,1,NA,NA,NA,NA
"317","Alisson Euler de Freitas Castro","alisson","Alisson","https://s.glbimg.com/es/sde/f/2018/05/18/eeeced6e37969b2b8161eb83c56d069e_FORMATO.png",81845,27,"GRE","mei","Provável",-3.4,6.18,-1.98,2.88,"Grêmio",1,9,6,8,26,NA,1,29,9,NA,NA,NA,NA,1,NA,1,NA,NA
"318","Osman de Menezes Venâncio Junior","osman","Osman","https://s.glbimg.com/es/sde/f/2018/05/24/3d7f1fd9657bef546dec60dda0555868_FORMATO.png",81898,27,"CHA","ata","Nulo",0,3.25,0,1.91,"Chapecoense",NA,6,2,3,6,NA,1,10,5,NA,NA,NA,NA,1,NA,NA,NA,NA
"319","Matheus Galdezani","matheus-galdezani","Matheus Galdezani","https://s.glbimg.com/es/sde/f/2018/05/17/2b140006a6546ccb3c5fbb067a9e8b93_FORMATO.png",82634,27,"ATL","mei","Nulo",0,3.1,-0.56,1.1,"Atlético-MG",1,17,4,5,19,NA,1,36,14,NA,NA,NA,NA,5,1,1,NA,NA
"320","Calyson Rubens Santiago Rosa","calyson","Calyson","https://s.glbimg.com/es/sde/f/2018/07/15/1f150f4d934c5bea8831eafc53efaf4e_FORMATO.png",82630,27,"CEA","mei","Nulo",1,2.52,-0.28,1.77,"Ceará",NA,7,2,8,13,NA,1,12,6,NA,NA,NA,NA,2,NA,NA,NA,NA
"321","José Rafael Vivian","ze-rafael","Zé Rafael ","https://s.glbimg.com/es/sde/f/2018/05/12/09a8cb904cc431ca446de5378e6cde58_FORMATO.png",82455,27,"BAH","mei","Provável",6.3,19.11,-0.49,6.76,"Bahia",1,42,22,30,77,3,2,56,56,NA,NA,NA,NA,4,NA,3,NA,NA
"322","José Henrique da Silva Dourado","henrique-dourado","Henrique Dourado","https://s.glbimg.com/es/sde/f/2018/05/04/d9413dcc3e693b62854a22d1a1f58501_FORMATO.png",81905,27,"FLA","ata","Nulo",0,9.14,0,1.29,"Flamengo",NA,29,2,9,29,NA,4,11,4,NA,NA,NA,NA,6,1,8,NA,NA
"323","Adilson dos Anjos Oliveira","juninho","Juninho","https://s.glbimg.com/es/sde/f/2018/05/07/a121caba22a2560ebe0698009aa2a45f_FORMATO.png",82381,27,"AME","mei","Nulo",4.5,8.83,0.39,3.36,"América-MG",NA,32,3,6,23,NA,2,61,57,NA,NA,NA,NA,3,NA,1,NA,NA
"324","Jean Roberto Souza da Silva","jean-roberto","Jean Roberto","https://s.glbimg.com/es/sde/f/2018/08/03/a07616383dec21597806430f34779a1d_FORMATO.png",83204,27,"CHA","mei","Nulo",0,2,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"325","Rafael Thyere Albuquerque Marques","rafael-thyere","Rafael Thyere","https://s.glbimg.com/es/sde/f/2018/05/24/918318ba9c18b6913e11cb5688852591_FORMATO.png",83048,27,"CHA","zag","Provável",-1.6,3.67,0.13,2.29,"Chapecoense",NA,15,3,2,13,NA,1,35,27,NA,NA,NA,5,7,NA,1,NA,NA
"326","Ruy Franco de Almeida Junior","ruy","Ruy","https://s.glbimg.com/es/sde/f/2018/03/17/e5c923c2884a22666c9fa588105d9986_FORMATO.png",82939,27,"AME","mei","Provável",2.5,4.23,0.5,1.5,"América-MG",1,5,4,8,22,1,1,58,4,NA,NA,NA,NA,NA,NA,1,NA,NA
"327","Marcelo Hermes","marcelo-hermes","Marcelo Hermes","https://s.glbimg.com/es/sde/f/2018/05/07/bedbd7a85b9260c4086c631ade9244cd_FORMATO.png",82639,27,"CRU","lat","Nulo",-4.3,3.26,-1.94,1.94,"Cruzeiro",NA,16,1,4,8,NA,NA,37,20,NA,NA,NA,2,4,NA,NA,NA,NA
"328","Vinícius Vasconcelos Araújo","vinicius-araujo","Vinícius Araújo","https://s.glbimg.com/es/sde/f/2018/09/27/6ddf98420b08a50c32c74472f3b962b3_FORMATO.png",82767,27,"VAS","ata","Contundido",0,3.75,0,-0.03,"Vasco",NA,3,NA,2,4,NA,NA,4,2,NA,NA,NA,NA,2,NA,NA,NA,NA
"329","Gabriel Barbosa Almeida","gabriel","Gabriel","https://s.glbimg.com/es/sde/f/2018/05/23/867503e41e09367e5f12e0f5e8a10322_FORMATO.png",83257,27,"SAN","ata","Provável",0,16.19,0,6.18,"Santos",1,29,13,26,39,NA,13,67,20,NA,NA,NA,NA,2,NA,15,NA,NA
"330","Bruno da Silva Barbosa","bruno-silva","Bruno Silva","https://s.glbimg.com/es/sde/f/2018/09/27/b17da0820a3b1e8337a588d2eac239bc_FORMATO.png",83626,27,"VAS","mei","Contundido",0,0.99,0,-0.12,"Vasco",NA,12,NA,2,4,NA,NA,19,6,NA,NA,NA,NA,1,NA,NA,NA,NA
"331","Neilton Meira Mestzk","neilton","Neilton","https://s.glbimg.com/es/sde/f/2018/03/21/a77d395d25e1b65d85306670c5ae5c09_FORMATO.png",83772,27,"VIT","ata","Suspenso",-4.3,10.33,-0.47,3.65,"Vitória",4,38,5,17,49,1,5,81,30,NA,NA,NA,NA,7,1,4,NA,NA
"332","Diego Barbosa Tavares","diego-tavares","Diego Tavares","https://s.glbimg.com/es/sde/f/2018/08/31/b99149d02e70403afe5bf3e8306aefc1_FORMATO.jpeg",83869,27,"PAR","lat","Nulo",0,3.92,0,4.5,"Paraná",NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"333","Andrevaldo de Jesus Santos","valdo","Valdo","https://s.glbimg.com/es/sde/f/2018/05/25/cf9d979ab326b302465984bc2feb021f_FORMATO.png",84509,27,"CEA","zag","Nulo",8.7,7.74,0.52,3.7,"Ceará",NA,5,NA,3,6,NA,1,6,11,NA,NA,NA,3,NA,NA,NA,NA,NA
"334","Lucas Daniel Romero","lucas-romero","Lucas Romero","https://s.glbimg.com/es/sde/f/2018/05/07/5afee43c79c6ee5a180385ef4550fd6c_FORMATO.png",84558,27,"CRU","mei","Nulo",4,6.1,0.05,3.43,"Cruzeiro",NA,22,2,3,22,NA,NA,35,47,NA,NA,NA,NA,3,NA,1,NA,NA
"335","Nicolás Federico López Alonso","nico-lopez","Nico López","https://s.glbimg.com/es/sde/f/2018/04/08/5bb6e14f65a15709391b32e0e4332d8c_FORMATO.png",84709,27,"INT","ata","Provável",7.2,15.86,1.23,5.3,"Internacional",3,23,16,16,28,3,7,48,22,NA,NA,NA,NA,4,NA,6,NA,NA
"336","Erik Nascimento Lima","erik","Erik","https://s.glbimg.com/es/sde/f/2018/08/24/4c8b627f6b5b437c8410b1aa659b69ae_FORMATO.png",84848,27,"BOT","ata","Provável",3.5,2.96,-1.67,2.56,"Botafogo",3,14,3,7,17,NA,1,18,6,NA,NA,NA,NA,2,NA,5,NA,NA
"337","Claudinei dos Santos Oliveira","claudinei-oliveira","Claudinei Oliveira","https://s.glbimg.com/es/sde/f/2018/08/16/7dc40b789dd80eefcd7d5ee365b95f95_FORMATO.png",84761,27,"PAR","tec","Provável",2.85,9.12,0.31,3.32,"Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"338","Lucas Cândido Silva","lucas-candido","Lucas Cândido","https://s.glbimg.com/es/sde/f/2018/05/07/19488c44e682165da72638af463246ff_FORMATO.png",84851,27,"ATL","mei","Nulo",0,2.61,0,1.24,"Atlético-MG",NA,2,1,NA,4,NA,NA,NA,6,NA,NA,NA,NA,NA,1,NA,NA,NA
"339","Denilson Pereira Junior","denilson","Denilson","https://s.glbimg.com/es/sde/f/2018/06/26/03cbfce3f32c6c7b881bed5eeebfa2a5_FORMATO.png",84718,27,"ATL","ata","Nulo",0,6.99,0,1.73,"Atlético-MG",NA,12,1,7,6,NA,2,12,3,NA,NA,NA,NA,1,NA,3,NA,NA
"340","Raul Prata","raul-prata","Raul Prata","https://s.glbimg.com/es/sde/f/2018/05/24/c8acdd3d52f83d6831096e90f46b3d69_FORMATO.png",84855,27,"SPO","lat","Provável",6.9,9,0.6,3.16,"Sport",1,17,2,2,17,NA,NA,49,26,NA,NA,NA,4,2,1,NA,NA,NA
"341","Leonardo Pereira","leo-pereira","Léo Pereira","https://s.glbimg.com/es/sde/f/2018/03/01/8a057cef4a095e67d1314d0ff4bff05a_FORMATO.png",83528,27,"ATL","zag","Suspenso",-2.6,2.75,-1.78,2.85,"Atlético-PR",NA,5,1,3,5,NA,1,39,5,NA,NA,NA,5,2,NA,NA,NA,NA
"342","Clayson Henrique da Silva Vieira","clayson","Clayson","https://s.glbimg.com/es/sde/f/2018/03/19/8d90e0a2771563f6cb02d576edbed6ed_FORMATO.png",83817,27,"COR","ata","Provável",-0.5,8.65,-0.34,1.61,"Corinthians",1,14,6,3,13,NA,1,27,10,NA,NA,NA,NA,2,NA,5,NA,NA
"343","Carlos Alberto Carvalho da Silva Júnior","carlos","Carlos","https://s.glbimg.com/es/sde/f/2018/04/20/e4df417626fe465bd2a41d300e43856f_FORMATO.png",85027,27,"PAR","ata","Suspenso",-2.6,4.51,-0.38,1.52,"Paraná",NA,19,6,15,24,NA,1,24,16,NA,NA,NA,NA,6,NA,11,NA,NA
"344","Charles Luis Reiter","charles","Charles","https://s.glbimg.com/es/sde/f/2018/03/21/c6be1b00e5922e5a5cb8a8f78031dc24_FORMATO.png",84187,27,"PAR","zag","Nulo",2.4,4.63,-0.16,1.65,"Paraná",NA,3,1,NA,6,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
