"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.clube.id.full.name","CA","FC","FF","FS","PE","RB","SG","G","CV","FD","FT","GC","I","A","DD","GS","DP","PP"
"268","Antônio Carlos Cunha Capocasali Júnior","antonio-carlos","Antônio Carlos ","https://s.glbimg.com/es/sde/f/2017/04/18/5b3fcb4c6c1625d8e38d933619f9e42a_FORMATO.png",79702,31,"PAL","zag","Provável",7.7,8.86,1.23,3.28,"Palmeiras",5,15,4,8,23,16,6,1,NA,3,2,NA,1,1,NA,NA,NA,NA
"269","Fabiano Leissmann","fabiano","Fabiano","https://s.glbimg.com/es/sde/f/2018/03/21/80a060ad2737a4abce46a048d853c93e_FORMATO.png",79887,31,"INT","lat","Provável",2.2,8.31,0.44,2.98,"Internacional",4,18,4,5,48,26,9,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA
"270","Nadson da Silva Almeida","nadson","Nadson","https://s.glbimg.com/es/sde/f/2018/07/13/57fe46961f3ba57ecb2e3e6368babd92_FORMATO.png",80140,31,"PAR","mei","Nulo",0,2.38,0,2.23,"Paraná",1,9,5,26,36,13,NA,NA,NA,8,1,NA,1,NA,NA,NA,NA,NA
"271","Luiz Gustavo Tavares Conde","luiz-gustavo","Luiz Gustavo","https://s.glbimg.com/es/sde/f/2018/09/27/b551a9e8e890e361540470d7d707da03_FORMATO.png",80573,31,"VAS","zag","Provável",2.9,4.65,-0.2,2.28,"Vasco",5,20,8,20,46,33,4,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA
"272","Odair Souza ","nenen","Nenén","https://s.glbimg.com/es/sde/f/2018/05/24/42f440f0883376df8bb747b658bbc47d_FORMATO.png",79892,31,"CHA","mei","Nulo",0,2.08,0,0.1,"Chapecoense",NA,1,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"273","Renato Vieira Rodrigues","renatinho","Renatinho","https://s.glbimg.com/es/sde/f/2018/03/20/612e75f9bc41ddd0a161e522aaee90ef_FORMATO.png",80395,31,"BOT","mei","Provável",0.5,4.48,-0.49,2.32,"Botafogo",2,5,3,14,14,15,NA,NA,NA,6,NA,NA,1,NA,NA,NA,NA,NA
"274","Fábio Gonçalves","fabinho","Fabinho","https://s.glbimg.com/es/sde/f/2018/06/01/b5bd22d1ec76e9e69427e3be73aadced_FORMATO.png",80393,31,"CEA","mei","Contundido",0,4,0,2.08,"Ceará",1,9,3,12,17,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"275","Jadson Alves dos Santos","jadson","Jadson","https://s.glbimg.com/es/sde/f/2018/09/20/310961d5d1d556ea066ca5837fbb7366_FORMATO.png",80129,31,"FLU","mei","Provável",0,8.58,0,2.4,"Fluminense",7,34,8,43,80,40,NA,2,NA,7,1,NA,1,1,NA,NA,NA,NA
"276","Marcos Junio Lima dos Santos","marcos-junior","Marcos Junior","https://s.glbimg.com/es/sde/f/2018/09/20/ff2dc345ff18c0761a0ddbd4e2edef76_FORMATO.png",80188,31,"FLU","ata","Nulo",3.3,6.68,-0.02,2.72,"Fluminense",NA,12,6,30,32,13,NA,2,NA,7,NA,NA,7,3,NA,NA,NA,NA
"277","Victor Andrade Santos","victor-andrade","Victor Andrade","https://s.glbimg.com/es/sde/f/2018/08/03/f380d4813f712ab88644cb0ed0972599_FORMATO.png",80536,31,"CHA","ata","Nulo",0,4.22,0,3.9,"Chapecoense",1,6,3,16,5,8,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"278","Lucas Fonseca da Silva","lucas-fonseca","Lucas Fonseca","https://s.glbimg.com/es/sde/f/2018/03/21/5c1c52f3afc41a4404dd7b1c888f2124_FORMATO.png",80189,31,"BAH","zag","Provável",-1.7,6.64,-1.03,2.5,"Bahia",4,16,4,22,54,22,9,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA
"279","Matheus Caldeira Vidotto de Oliveira","matheus-vidotto","Matheus Vidotto","https://s.glbimg.com/es/sde/f/2017/04/23/0469f80ea84703c3178371ab0fa1dd2f_FORMATO.png",80286,31,"COR","gol","Nulo",0,2,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"280","Fernando José da Cunha Neto","fernando-neto","Fernando Neto","https://s.glbimg.com/es/sde/f/2018/09/18/76d312b906b38b6d19ba0876493c1a51_FORMATO.png",80667,31,"FLU","mei","Nulo",2.2,2.1,0.1,2.2,"Fluminense",1,1,NA,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"281","Francisco Edson Moreira da Silva","edinho","Edinho","https://s.glbimg.com/es/sde/f/2018/07/11/59b9a2e2576d1e0ad1c80d50c7478422_FORMATO.png",80193,31,"ATL","ata","Nulo",-0.3,2.48,0.04,0.48,"Atlético-MG",NA,1,1,4,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"282","Glaybson Yago Souza Lisboa","yago-pikachu","Yago Pikachu","https://s.glbimg.com/es/sde/f/2018/09/27/ade8af11f63aa15e4664fa86f8a48e0e_FORMATO.png",80196,31,"VAS","lat","Provável",3.7,18.01,0.48,7.1,"Vasco",2,17,22,86,54,25,4,9,1,25,2,NA,7,2,NA,NA,NA,NA
"283","Lucas Rafael Araujo Lima","lucas-lima","Lucas Lima","https://s.glbimg.com/es/sde/f/2018/03/01/8596087ee3b876941e59b282b29cfcb2_FORMATO.png",80583,31,"PAL","mei","Provável",0,8.85,0,3.54,"Palmeiras",6,45,11,41,63,39,NA,5,NA,4,1,NA,3,3,NA,NA,NA,NA
"284","Luciano da Rocha Neves","luciano","Luciano","https://s.glbimg.com/es/sde/f/2018/07/05/1283cc320b56be7f4661388346c1aeba_FORMATO.png",80287,31,"FLU","ata","Provável",0,6.96,0,3.94,"Fluminense",1,9,7,15,15,4,NA,3,NA,6,NA,NA,2,1,NA,NA,NA,NA
"285","Pedro Tonon Geromel","pedro-geromel","Pedro Geromel","https://s.glbimg.com/es/sde/f/2018/05/21/afc76ea4e9c31e2977ea5e9a90c802b3_FORMATO.png",80853,31,"GRE","zag","Nulo",0,14.94,0,6.81,"Grêmio",2,10,5,4,20,43,6,1,NA,2,NA,NA,1,NA,NA,NA,NA,NA
"286","Raul Prata","raul-prata","Raul Prata","https://s.glbimg.com/es/sde/f/2018/05/24/c8acdd3d52f83d6831096e90f46b3d69_FORMATO.png",84855,31,"SPO","lat","Nulo",0,7.72,0,2.63,"Sport",2,20,2,18,58,27,4,NA,1,2,NA,NA,NA,1,NA,NA,NA,NA
"287","Maximiliano Lélis Rodrigues","max","Max","https://s.glbimg.com/es/sde/f/2018/04/12/1bea2ecbf982db610ebf063ccfac89ff_FORMATO.png",80895,31,"SPO","zag","Nulo",0,1.78,0,1.2,"Sport",NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"288","Gilberto Moraes Júnior","gilberto","Gilberto ","https://s.glbimg.com/es/sde/f/2018/09/20/3cfe538c9466e35f30d8caec3cdeb003_FORMATO.png",80313,31,"FLU","lat","Contundido",0,9.49,0,6.68,"Fluminense",3,20,7,17,41,34,6,3,1,4,NA,NA,1,2,NA,NA,NA,NA
"289","Johnath Marlone Azevedo da Silva","marlone","Marlone","https://s.glbimg.com/es/sde/f/2018/05/24/5d4936df04558a01a5eb71077e02edd5_FORMATO.png",80944,31,"SPO","mei","Nulo",0,8.17,0,2.62,"Sport",1,7,18,34,72,13,NA,2,NA,12,NA,NA,2,3,NA,NA,NA,NA
"290","Ezequiel Jacinto de Biasi","ezequiel","Ezequiel ","https://s.glbimg.com/es/sde/f/2018/05/18/579600b8688378c79b2d26c49843ed6e_FORMATO.png",80318,31,"CRU","lat","Nulo",-0.5,3.48,-0.29,1.86,"Cruzeiro",5,21,NA,16,24,18,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"291","Jean Roberto Souza da Silva","jean-roberto","Jean Roberto","https://s.glbimg.com/es/sde/f/2018/08/03/a07616383dec21597806430f34779a1d_FORMATO.png",83204,31,"CHA","mei","Nulo",0,2,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"292","Luan Garcia Teixeira","luan","Luan","https://s.glbimg.com/es/sde/f/2017/04/23/21b43228acd34549ca343f42576f7632_FORMATO.png",80692,31,"PAL","zag","Nulo",3.8,5.58,0.15,4.06,"Palmeiras",5,18,NA,14,28,24,9,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"293","Alejandro Ariel Cabral","ariel-cabral","Ariel Cabral","https://s.glbimg.com/es/sde/f/2018/05/18/f33acc95e50fe26abc27ac1d525bb4a4_FORMATO.png",80363,31,"CRU","mei","Provável",0,6.09,0,2.78,"Cruzeiro",7,22,3,15,32,41,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"294","Gilsivan Soares da Silva ","ivan","Ivan","https://s.glbimg.com/es/sde/f/2018/05/24/1c2dd303026c2e02bbed35cfb1595918_FORMATO.png",80326,31,"CHA","gol","Nulo",-2,1.21,-0.79,-2,"Chapecoense",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"295","Jair Rodrigues Júnior","jair","Jair","https://s.glbimg.com/es/sde/f/2018/08/29/ccbb091bbf9cc1637cc7e4a75a9b5d9f_FORMATO.png",81091,31,"SPO","mei","Provável",22.9,8.86,3.86,6.33,"Sport",4,18,1,12,10,28,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"296","Edson Felipe da Cruz","edson","Edson","https://s.glbimg.com/es/sde/f/2018/03/21/4e079be2718f82735191cef518c39bb2_FORMATO.png",80370,31,"BAH","mei","Nulo",0,5.82,0,3.52,"Bahia",NA,3,NA,7,3,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"297","Oswaldo José Henríquez Bocanegra","oswaldo-henriquez","Oswaldo Henríquez","https://s.glbimg.com/es/sde/f/2018/09/27/93bdf7db4666448d0da5432a29006d5f_FORMATO.png",81241,31,"VAS","zag","Nulo",0,4.8,0,1.06,"Vasco",1,3,NA,1,4,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"298","Mayke Rocha de Oliveira","mayke","Mayke","https://s.glbimg.com/es/sde/f/2017/05/19/0c4040195eb2210f37198e62876f4dc1_FORMATO.png",81150,31,"PAL","lat","Provável",0,6.53,0,4.26,"Palmeiras",3,18,NA,7,21,22,9,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA
"299","Vinícius Freitas Ribeiro","vinicius-freitas","Vinícius Freitas","https://s.glbimg.com/es/sde/f/2018/03/02/3a7c7444601af167011a0fbe974ab8d6_FORMATO.png",81537,31,"CHA","lat","Contundido",0,3.74,0,3.08,"Chapecoense",1,1,NA,NA,4,4,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"300","Juan Ramón Cazares Sevillano","cazares","Cazares","https://s.glbimg.com/es/sde/f/2018/05/07/2952d9583a363deaf38934dd9c4cd382_FORMATO.png",81682,31,"ATL","mei","Provável",7.1,11.28,1.22,4.16,"Atlético-MG",1,21,29,9,112,23,NA,5,NA,13,1,NA,NA,5,NA,NA,NA,NA
"301","Alisson Euler de Freitas Castro","alisson","Alisson","https://s.glbimg.com/es/sde/f/2018/05/18/eeeced6e37969b2b8161eb83c56d069e_FORMATO.png",81845,31,"GRE","mei","Nulo",0,6.56,0,3,"Grêmio",1,12,8,32,34,11,NA,1,NA,6,NA,NA,2,2,NA,NA,NA,NA
"302","Clayton Silveira da Silva","clayton","Clayton","https://s.glbimg.com/es/sde/f/2018/08/10/b8ba1096a40cd0240eba8996df2c1bfe_FORMATO.png",81770,31,"BAH","ata","Nulo",8,5.54,1.71,0.68,"Bahia",2,1,NA,2,5,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"303","Norberto Pereira Marinho Neto","norberto","Norberto ","https://s.glbimg.com/es/sde/f/2018/05/07/f4e6cde34ab5662df2e3a0a657c5c30b_FORMATO.png",80374,31,"AME","lat","Nulo",0,9.6,0,3.92,"América-MG",3,17,1,12,21,28,4,NA,NA,2,NA,NA,1,1,NA,NA,NA,NA
"304","Carlos Andrés Sánchez Arcosa","carlos-sanchez","Carlos Sánchez","https://s.glbimg.com/es/sde/f/2018/07/24/c9cda271bd6eed85cf205a243d3d2912_FORMATO.png",81677,31,"SAN","mei","Provável",10.8,12.05,1.13,4.68,"Santos",2,18,7,28,49,10,NA,3,NA,3,1,NA,2,3,NA,NA,NA,NA
"305","Osman de Menezes Venâncio Junior","osman","Osman","https://s.glbimg.com/es/sde/f/2018/05/24/3d7f1fd9657bef546dec60dda0555868_FORMATO.png",81898,31,"CHA","ata","Provável",0.1,3.2,0.33,1.32,"Chapecoense",2,7,3,10,15,5,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"306","Bruno dos Santos Nazário","bruno-nazario","Bruno Nazário","https://s.glbimg.com/es/sde/f/2018/07/11/458954576596e510c2e5c6668d407c5b_FORMATO.png",81776,31,"ATL","mei","Contundido",0,3.37,0,1.56,"Atlético-PR",1,4,1,7,6,6,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"307","Gabriel Barbosa Almeida","gabriel","Gabriel","https://s.glbimg.com/es/sde/f/2018/05/23/867503e41e09367e5f12e0f5e8a10322_FORMATO.png",83257,31,"SAN","ata","Provável",10.6,16.22,0.27,6.43,"Santos",4,37,31,49,79,23,NA,16,NA,16,NA,NA,20,2,NA,NA,NA,NA
"308","Rosicley Pereira da Silva","rossi","Rossi","https://s.glbimg.com/es/sde/f/2018/03/21/ffe95cb4c3f0bed01a941972e52ec9ed_FORMATO.png",81798,31,"INT","ata","Provável",-0.1,3.73,0.01,1.45,"Internacional",3,15,2,22,20,10,NA,1,NA,3,1,NA,NA,2,NA,NA,NA,1
"309","João Ricardo Riedi","joao-ricardo","João Ricardo","https://s.glbimg.com/es/sde/f/2018/05/07/ed2c39f18fe6fdbf2db79d29a7d46eae_FORMATO.png",81881,31,"AME","gol","Provável",0.7,6.8,-0.91,4.14,"América-MG",NA,NA,NA,1,23,NA,7,NA,NA,NA,NA,NA,NA,NA,33,24,1,NA
"310","José Henrique da Silva Dourado","henrique-dourado","Henrique Dourado","https://s.glbimg.com/es/sde/f/2018/05/04/d9413dcc3e693b62854a22d1a1f58501_FORMATO.png",81905,31,"FLA","ata","Nulo",0,10.52,0,1.64,"Flamengo",6,30,9,30,11,4,NA,5,1,2,NA,NA,8,NA,NA,NA,NA,NA
"311","Patrick Bezerra do Nascimento","patrick","Patrick","https://s.glbimg.com/es/sde/f/2018/04/08/ecdf20e0263f65cb7a63bf0e68ebd3b6_FORMATO.png",83433,31,"INT","mei","Provável",3.5,17.23,-0.7,6.22,"Internacional",6,49,15,38,63,87,NA,5,NA,11,NA,NA,NA,3,NA,NA,NA,NA
"312","Andrés Lorenzo Ríos","andres-rios","Andrés Ríos","https://s.glbimg.com/es/sde/f/2018/09/27/342168a972e60f06f0487b203e892011_FORMATO.png",81684,31,"VAS","ata","Nulo",0,6.92,0,2.89,"Vasco",4,47,10,43,43,16,NA,6,NA,8,1,NA,3,1,NA,NA,NA,1
"313","Thales Natanael Lira de Matos","thales","Thales ","https://s.glbimg.com/es/sde/f/2018/04/09/2db919a21f74604ec39c31b47a427a70_FORMATO.png",82626,31,"INT","zag","Nulo",0,4,0,0,"Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"314","José Rafael Vivian","ze-rafael","Zé Rafael ","https://s.glbimg.com/es/sde/f/2018/05/12/09a8cb904cc431ca446de5378e6cde58_FORMATO.png",82455,31,"BAH","mei","Provável",0,17.58,0,6.52,"Bahia",6,51,34,82,60,62,NA,2,NA,26,3,NA,4,2,NA,NA,NA,NA
"315","Igor de Carvalho Julião","igor-juliao","Igor Julião","https://s.glbimg.com/es/sde/f/2016/06/28/6718cfa08984f2f134397fad39f6472a_FORMATO.jpeg",81951,31,"FLU","lat","Dúvida",-0.4,2.7,-1.09,3.4,"Fluminense",NA,3,NA,3,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"316","Leonardo Pereira","leo-pereira","Léo Pereira","https://s.glbimg.com/es/sde/f/2018/03/01/8a057cef4a095e67d1314d0ff4bff05a_FORMATO.png",83528,31,"ATL","zag","Provável",0,3.9,0,3.04,"Atlético-PR",2,7,3,5,41,6,6,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"317","Adilson dos Anjos Oliveira","juninho","Juninho","https://s.glbimg.com/es/sde/f/2018/05/07/a121caba22a2560ebe0698009aa2a45f_FORMATO.png",82381,31,"AME","mei","Provável",-0.4,8.13,-1.46,3.3,"América-MG",3,40,7,26,72,62,NA,3,NA,4,NA,NA,1,NA,NA,NA,NA,NA
"318","Antônio Francisco Moura Neto","neto-moura","Neto Moura","https://s.glbimg.com/es/sde/f/2018/05/24/af017e13e350ed632a40f953f3dd8d53_FORMATO.png",87742,31,"SPO","mei","Nulo",0,3.91,0,2.09,"Sport",3,12,5,13,14,22,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA
"319","Marcelo Hermes","marcelo-hermes","Marcelo Hermes","https://s.glbimg.com/es/sde/f/2018/05/07/bedbd7a85b9260c4086c631ade9244cd_FORMATO.png",82639,31,"CRU","lat","Nulo",0,3.26,0,1.94,"Cruzeiro",4,16,4,8,37,20,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"320","Matheus Galdezani","matheus-galdezani","Matheus Galdezani","https://s.glbimg.com/es/sde/f/2018/05/17/2b140006a6546ccb3c5fbb067a9e8b93_FORMATO.png",82634,31,"ATL","mei","Nulo",0,3.17,0,1.35,"Atlético-MG",5,18,6,21,38,18,NA,1,1,4,NA,NA,1,1,NA,NA,NA,NA
"321","Bruno da Silva Barbosa","bruno-silva","Bruno Silva","https://s.glbimg.com/es/sde/f/2018/09/27/b17da0820a3b1e8337a588d2eac239bc_FORMATO.png",83626,31,"VAS","mei","Contundido",0,0.99,0,-0.12,"Vasco",1,12,2,4,19,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"322","Calyson Rubens Santiago Rosa","calyson","Calyson","https://s.glbimg.com/es/sde/f/2018/07/15/1f150f4d934c5bea8831eafc53efaf4e_FORMATO.png",82630,31,"CEA","mei","Nulo",0,2.47,0,1.61,"Ceará",2,9,9,15,17,6,NA,1,NA,4,NA,NA,1,NA,NA,NA,NA,NA
"323","Vinícius Vasconcelos Araújo","vinicius-araujo","Vinícius Araújo","https://s.glbimg.com/es/sde/f/2018/09/27/6ddf98420b08a50c32c74472f3b962b3_FORMATO.png",82767,31,"VAS","ata","Contundido",0,3.75,0,-0.03,"Vasco",2,3,2,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"324","Neilton Meira Mestzk","neilton","Neilton","https://s.glbimg.com/es/sde/f/2018/03/21/a77d395d25e1b65d85306670c5ae5c09_FORMATO.png",83772,31,"VIT","ata","Nulo",2.4,11.44,-0.8,3.9,"Vitória",7,40,18,51,85,34,NA,6,1,6,2,NA,4,4,NA,NA,NA,NA
"325","Clayson Henrique da Silva Vieira","clayson","Clayson","https://s.glbimg.com/es/sde/f/2018/03/19/8d90e0a2771563f6cb02d576edbed6ed_FORMATO.png",83817,31,"COR","ata","Nulo",0,8.38,0,1.56,"Corinthians",3,16,4,17,28,13,NA,1,NA,6,NA,NA,5,1,NA,NA,NA,NA
"326","Ruy Franco de Almeida Junior","ruy","Ruy","https://s.glbimg.com/es/sde/f/2018/03/17/e5c923c2884a22666c9fa588105d9986_FORMATO.png",82939,31,"AME","mei","Dúvida",-0.3,3.87,0.1,1.56,"América-MG",NA,6,9,27,64,5,NA,1,NA,8,1,NA,1,1,NA,NA,NA,NA
"327","Diego Barbosa Tavares","diego-tavares","Diego Tavares","https://s.glbimg.com/es/sde/f/2018/08/31/b99149d02e70403afe5bf3e8306aefc1_FORMATO.jpeg",83869,31,"PAR","lat","Nulo",0,3.92,0,4.5,"Paraná",NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"328","Henrique Silva Milagres","henrique","Henrique","https://s.glbimg.com/es/sde/f/2018/09/27/b3280046d476aa241a694771fbe1b0cc_FORMATO.png",84893,31,"VAS","lat","Nulo",0,6.38,0,2.33,"Vasco",4,25,4,32,36,21,4,NA,1,3,NA,NA,2,1,NA,NA,NA,NA
"329","Charles Luis Reiter","charles","Charles","https://s.glbimg.com/es/sde/f/2018/03/21/c6be1b00e5922e5a5cb8a8f78031dc24_FORMATO.png",84187,31,"PAR","zag","Contundido",0,4.63,0,1.65,"Paraná",NA,3,NA,6,3,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"330","Glauco Tadeu Chaves","glauco","Glauco","https://s.glbimg.com/es/sde/f/2018/05/07/1fe49ae80180a4b6e896021ef63976ff_FORMATO.png",84555,31,"AME","gol","Nulo",0,4,0,0,"América-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"331","Andrevaldo de Jesus Santos","valdo","Valdo","https://s.glbimg.com/es/sde/f/2018/05/25/cf9d979ab326b302465984bc2feb021f_FORMATO.png",84509,31,"CEA","zag","Nulo",0,6.34,-1.4,3.39,"Ceará",NA,5,3,6,6,11,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"332","Rafael Thyere Albuquerque Marques","rafael-thyere","Rafael Thyere","https://s.glbimg.com/es/sde/f/2018/05/24/918318ba9c18b6913e11cb5688852591_FORMATO.png",83048,31,"CHA","zag","Provável",6.3,5.02,1.23,2.36,"Chapecoense",7,16,3,16,43,28,7,1,NA,3,NA,NA,1,NA,NA,NA,NA,NA
"333","Jeferson de Araújo de Carvalho","jeferson","Jeferson","https://s.glbimg.com/es/sde/f/2018/04/13/b82201ef35f9d51daf417ce9f8294859_FORMATO.png",84917,31,"VIT","lat","Provável",4,5.92,0.9,2.71,"Vitória",7,28,3,22,70,41,8,NA,NA,1,NA,NA,3,1,NA,NA,NA,NA
"334","Lucas Daniel Romero","lucas-romero","Lucas Romero","https://s.glbimg.com/es/sde/f/2018/05/07/5afee43c79c6ee5a180385ef4550fd6c_FORMATO.png",84558,31,"CRU","mei","Nulo",4.7,6.21,0.11,3.5,"Cruzeiro",3,22,3,23,36,50,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,NA
"335","Marcos Felipe de Freitas Monteiro","marcos-felipe","Marcos Felipe ","https://s.glbimg.com/es/sde/f/2018/05/18/72317ca5c12be51354f8792ab39b37d8_FORMATO.png",85004,31,"FLU","gol","Nulo",0,2,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"336","Carlos Alberto Carvalho da Silva Júnior","carlos","Carlos","https://s.glbimg.com/es/sde/f/2018/04/20/e4df417626fe465bd2a41d300e43856f_FORMATO.png",85027,31,"PAR","ata","Nulo",0,4.51,0,1.52,"Paraná",6,19,15,24,24,16,NA,1,NA,6,NA,NA,11,NA,NA,NA,NA,NA
"337","Orlando Enrique Berrío Meléndez","berrio","Berrío ","https://s.glbimg.com/es/sde/f/2018/05/04/1dca4f3eecabeea66a9817cd0722f76f_FORMATO.png",85300,31,"FLA","ata","Nulo",0,4.09,0,0.8,"Flamengo",NA,2,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"338","Nicolás Federico López Alonso","nico-lopez","Nico López","https://s.glbimg.com/es/sde/f/2018/04/08/5bb6e14f65a15709391b32e0e4332d8c_FORMATO.png",84709,31,"INT","ata","Provável",2.5,15.53,-0.48,5.75,"Internacional",5,29,18,39,60,28,NA,9,NA,18,3,NA,11,5,NA,NA,NA,NA
"339","Agustín Lionel Allione","allione","Allione","https://s.glbimg.com/es/sde/f/2018/03/21/3c614f3fa77de55748fa8ddfdef2eecc_FORMATO.png",84585,31,"BAH","mei","Nulo",-0.6,3.61,-0.7,1.55,"Bahia",NA,6,NA,5,8,1,NA,1,NA,2,NA,NA,NA,1,NA,NA,NA,NA
"340","Marcelo Machado dos Santos ","marcelo","Marcelo","https://s.glbimg.com/es/sde/f/2018/03/20/05f475c48e922f2e6d24615603f85935_FORMATO.png",85400,31,"BOT","mei","Contundido",0,3.28,0,2.13,"Botafogo",1,4,2,5,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"341","Alex Paulo Menezes Santana","alex-santana","Alex Santana","https://s.glbimg.com/es/sde/f/2018/03/21/0b541e5882ecfea594b9f526c908601d_FORMATO.png",85465,31,"PAR","mei","Provável",4.2,4.88,0.3,3.46,"Paraná",5,21,26,29,26,28,NA,2,NA,9,NA,NA,NA,NA,NA,NA,NA,NA
"342","Lucas Cândido Silva","lucas-candido","Lucas Cândido","https://s.glbimg.com/es/sde/f/2018/05/07/19488c44e682165da72638af463246ff_FORMATO.png",84851,31,"ATL","mei","Nulo",0,2.61,0,1.24,"Atlético-MG",NA,2,NA,4,NA,6,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"343","Leonardo de Sousa Pereira","leo-ceara","Léo Ceará","https://s.glbimg.com/es/sde/f/2018/08/31/5097d6c26b52561e75d1062f0c17c757_FORMATO.png",85607,31,"VIT","ata","Nulo",1.8,6.36,0.15,2.87,"Vitória",2,18,13,31,13,3,NA,2,NA,3,NA,NA,3,NA,NA,NA,NA,NA
"344","Erik Nascimento Lima","erik","Erik","https://s.glbimg.com/es/sde/f/2018/08/24/4c8b627f6b5b437c8410b1aa659b69ae_FORMATO.png",84848,31,"BOT","ata","Provável",0.4,2.58,-0.06,2.31,"Botafogo",2,16,8,21,23,10,NA,1,NA,3,NA,NA,5,3,NA,NA,NA,NA
"345","Uilson Pedruzzi de Oliveira","uilson","Uilson","https://s.glbimg.com/es/sde/f/2018/05/07/9c69736d87e93ac80d7f38013cb1c1e7_FORMATO.png",85418,31,"ATL","gol","Contundido",0,2,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"346","João Paulo Silva Martins","joao-paulo","João Paulo","https://s.glbimg.com/es/sde/f/2018/05/23/1ca235953ef1a22b3961956b96191dc1_FORMATO.png",85425,31,"SAN","gol","Nulo",0,2,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"347","Denilson Pereira Junior","denilson","Denilson","https://s.glbimg.com/es/sde/f/2018/06/26/03cbfce3f32c6c7b881bed5eeebfa2a5_FORMATO.png",84718,31,"ATL","ata","Nulo",0,7.13,0,1.36,"Atlético-MG",2,13,8,6,13,4,NA,2,NA,1,NA,NA,4,NA,NA,NA,NA,NA
"348","Leonardo Pinheiro da Conceição","leo","Léo","https://s.glbimg.com/es/sde/f/2018/03/21/c6572fbc65cb9ee9ad6f2d3e068ccbd1_FORMATO.png",85626,31,"BAH","lat","Provável",2,9.34,-0.46,3.26,"Bahia",1,31,6,22,50,39,7,NA,NA,5,NA,NA,6,1,NA,NA,NA,NA
