"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.clube.id.full.name","CA","FC","FS","GC","I","PE","RB","SG","FF","FD","G","DD","GS","A","FT","CV","DP","PP"
"290","Juan Ramón Cazares Sevillano","cazares","Cazares","https://s.glbimg.com/es/sde/f/2018/05/07/2952d9583a363deaf38934dd9c4cd382_FORMATO.png",81682,10,"ATL","mei","Provável",9.4,11.57,1.51,4.73,"Atlético-MG",1,6,2,NA,NA,28,6,NA,10,6,2,NA,NA,2,NA,NA,NA,NA
"291","Orlando Enrique Berrío Meléndez","berrio","Berrío ","https://s.glbimg.com/es/sde/f/2018/05/04/1dca4f3eecabeea66a9817cd0722f76f_FORMATO.png",85300,10,"FLA","ata","Contundido",0,5,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"292","Clayton Silveira da Silva","clayton","Clayton","https://s.glbimg.com/es/sde/f/2018/05/07/8fe76994aa87ac2d5c935c8683104cb4_FORMATO.png",81770,10,"ATL","ata","Contundido",0,6,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"293","Andrés Lorenzo Ríos","andres-rios","Andrés Ríos","https://s.glbimg.com/es/sde/f/2018/04/09/a213504115cbd52377112523e461faa7_FORMATO.png",81684,10,"VAS","ata","Provável",-1.9,6.04,-0.8,3.12,"Vasco",3,28,16,NA,1,10,3,NA,4,4,3,NA,NA,1,1,NA,NA,1
"294","João Paulo Silva Martins","joao-paulo","João Paulo","https://s.glbimg.com/es/sde/f/2018/05/23/1ca235953ef1a22b3961956b96191dc1_FORMATO.png",85425,10,"SAN","gol","Nulo",0,2,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"295","Cláudio Prates","claudio-prates","Cláudio Prates","https://s.glbimg.com/es/sde/f/2018/06/05/97c3816b8b5e9e06f221af1c998fe016_FORMATO.png",81794,10,"BAH","tec","Provável",2.32,7.96,-1.29,2.32,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"296","Alex Paulo Menezes Santana","alex-santana","Alex Santana","https://s.glbimg.com/es/sde/f/2018/03/21/0b541e5882ecfea594b9f526c908601d_FORMATO.png",85465,10,"PAR","mei","Nulo",4,3.15,0.59,2.5,"Paraná",NA,1,2,NA,NA,NA,2,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA
"297","Jonas Gomes de Sousa","jonas","Jonas","https://s.glbimg.com/es/sde/f/2018/05/04/42ff13d11b2dca9fdffebaeff56b75ed_FORMATO.png",85586,10,"FLA","mei","Nulo",0,7.85,0,5.5,"Flamengo",2,7,2,NA,NA,8,25,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA
"298","João Ricardo Riedi","joao-ricardo","João Ricardo","https://s.glbimg.com/es/sde/f/2018/05/07/ed2c39f18fe6fdbf2db79d29a7d46eae_FORMATO.png",81881,10,"AME","gol","Contundido",0,5.87,0,3.27,"América-MG",NA,NA,NA,NA,NA,4,NA,1,NA,NA,NA,6,6,NA,NA,NA,NA,NA
"299","Leonardo Pinheiro da Conceição","leo","Léo","https://s.glbimg.com/es/sde/f/2018/03/21/c6572fbc65cb9ee9ad6f2d3e068ccbd1_FORMATO.png",85626,10,"BAH","lat","Provável",-1.7,8.45,-0.69,3.72,"Bahia",NA,11,8,NA,3,21,18,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"300","Alisson Euler de Freitas Castro","alisson","Alisson","https://s.glbimg.com/es/sde/f/2018/05/18/eeeced6e37969b2b8161eb83c56d069e_FORMATO.png",81845,10,"GRE","mei","Contundido",0,7.73,0,4.3,"Grêmio",NA,NA,5,NA,NA,8,4,NA,4,3,NA,NA,NA,NA,NA,NA,NA,NA
"301","Osman de Menezes Venâncio Junior","osman","Osman","https://s.glbimg.com/es/sde/f/2018/05/24/3d7f1fd9657bef546dec60dda0555868_FORMATO.png",81898,10,"CHA","ata","Nulo",0,4,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"302","José Henrique da Silva Dourado","henrique-dourado","Henrique Dourado","https://s.glbimg.com/es/sde/f/2018/05/04/d9413dcc3e693b62854a22d1a1f58501_FORMATO.png",81905,10,"FLA","ata","Provável",9.2,12.91,1.19,2.5,"Flamengo",2,12,15,NA,4,9,2,NA,5,1,3,NA,NA,NA,NA,NA,NA,NA
"303","Rosicley Pereira da Silva","rossi","Rossi","https://s.glbimg.com/es/sde/f/2018/03/21/ffe95cb4c3f0bed01a941972e52ec9ed_FORMATO.png",81798,10,"INT","ata","Nulo",0,4.01,0,2.58,"Internacional",NA,6,6,NA,NA,6,5,NA,1,NA,1,NA,NA,1,NA,NA,NA,1
"304","Adilson dos Anjos Oliveira","juninho","Juninho","https://s.glbimg.com/es/sde/f/2018/05/07/a121caba22a2560ebe0698009aa2a45f_FORMATO.png",82381,10,"AME","mei","Nulo",0,7.92,0,3.86,"América-MG",2,11,10,NA,NA,24,24,NA,3,NA,1,NA,NA,NA,NA,NA,NA,NA
"305","Aylon Darwin Tavella","aylon","Aylon","https://s.glbimg.com/es/sde/f/2018/05/07/5a02ebebae94350f74b0622d02730891_FORMATO.png",85930,10,"AME","ata","Provável",-0.8,6.55,-1.6,2.4,"América-MG",1,11,11,NA,4,10,6,NA,7,3,NA,NA,NA,1,1,NA,NA,NA
"306","Jean Paulo Fernandes Filho","jean","Jean","https://s.glbimg.com/es/sde/f/2018/05/26/f9ec7f3f4fd5bea0dad016fc4a611c1a_FORMATO.png",90933,10,"SAO","gol","Nulo",0,8,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"307","Hyoran Kaue Dalmoro","hyoran","Hyoran","https://s.glbimg.com/es/sde/f/2017/02/19/1ec83086a8ae2fe33a1e88113fff1ac1_FORMATO.png",85931,10,"PAL","mei","Provável",0.2,4.44,-1.48,4.32,"Palmeiras",1,7,5,NA,1,7,1,NA,1,1,1,NA,NA,4,NA,NA,NA,NA
"308","Miguel Angel Borja Hernandez","borja","Borja","https://s.glbimg.com/es/sde/f/2017/04/23/4b0f5cd460ee874344bfbfd4e3eef9a6_FORMATO.png",86120,10,"PAL","ata","Nulo",0,12.68,0,5.08,"Palmeiras",3,11,4,NA,4,7,7,NA,10,2,1,NA,NA,1,NA,NA,NA,NA
"309","Christian Alberto Cueva Bravo","cueva","Cueva","https://s.glbimg.com/es/sde/f/2017/08/24/9ea34016bae7f001bbb849c8d907c1f4_FORMATO.png",82411,10,"SAO","mei","Nulo",0,12.56,0,4.93,"São Paulo",NA,2,6,NA,1,9,4,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA
"310","Régis Augusto Salmazzo","regis","Régis","https://s.glbimg.com/es/sde/f/2018/03/21/8756ffae33e39b861390d0b59d5ada2d_FORMATO.png",82647,10,"BAH","mei","Dúvida",0,4.28,0,2.32,"Bahia",1,6,10,NA,NA,18,8,NA,4,NA,1,NA,NA,NA,1,NA,NA,NA
"311","Marcelo Hermes","marcelo-hermes","Marcelo Hermes","https://s.glbimg.com/es/sde/f/2018/05/07/bedbd7a85b9260c4086c631ade9244cd_FORMATO.png",82639,10,"CRU","lat","Nulo",0,4.57,0,2.63,"Cruzeiro",1,4,3,NA,NA,15,5,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"312","Thales Natanael Lira de Matos","thales","Thales ","https://s.glbimg.com/es/sde/f/2018/04/09/2db919a21f74604ec39c31b47a427a70_FORMATO.png",82626,10,"INT","zag","Nulo",0,4,0,0,"Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"313","José Rafael Vivian","ze-rafael","Zé Rafael ","https://s.glbimg.com/es/sde/f/2018/05/12/09a8cb904cc431ca446de5378e6cde58_FORMATO.png",82455,10,"BAH","mei","Provável",10.2,19,1.21,7.33,"Bahia",2,18,34,NA,1,21,25,NA,12,10,1,NA,NA,NA,3,NA,NA,NA
"314","Andrew Erik Feitosa","morato","Morato","https://s.glbimg.com/es/sde/f/2018/05/26/f933a6b863ea2c091247cadde03b31c0_FORMATO.png",86227,10,"SAO","ata","Contundido",0,2,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"315","Wanderson Santos Pereira","wanderson","Wanderson","https://s.glbimg.com/es/sde/f/2018/05/08/ebbd8503f27be0857e0c6fbad5884636_FORMATO.png",86143,10,"ATL","zag","Provável",0.4,3.82,0.2,1.64,"Atlético-PR",NA,9,NA,NA,1,12,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"316","Douglas Coutinho Gomes de Souza","douglas-coutinho","Douglas Coutinho ","https://s.glbimg.com/es/sde/f/2018/05/25/dfa87e38db3ee0ec41a2dd9d161631e4_FORMATO.png",82469,10,"CEA","ata","Nulo",-0.3,4.08,-0.05,0.08,"Ceará",1,3,1,NA,NA,7,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"317","Victor Luis Chuab Zamblauskas","victor-luis","Victor Luis","https://s.glbimg.com/es/sde/f/2018/03/01/1bfd94d7a93e4d5f7f21981109f79c87_FORMATO.png",86410,10,"PAL","lat","Provável",13.5,9.27,2.72,4.9,"Palmeiras",NA,1,1,NA,NA,2,5,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA
"318","Hyuri Henrique de Oliveira Costa","hyuri","Hyuri","https://s.glbimg.com/es/sde/f/2018/05/02/ca32684a3e820a65975d4c548af05b00_FORMATO.png",82758,10,"CEA","ata","Nulo",0,3.71,0,1.9,"Ceará",NA,3,3,NA,1,5,4,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA
"319","Matheus Galdezani","matheus-galdezani","Matheus Galdezani","https://s.glbimg.com/es/sde/f/2018/05/17/2b140006a6546ccb3c5fbb067a9e8b93_FORMATO.png",82634,10,"ATL","mei","Nulo",0,2.98,0,0.2,"Atlético-MG",1,3,1,NA,NA,2,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"320","Maurício Nogueira Barbieri","mauricio-barbieri","Maurício Barbieri","https://s.glbimg.com/es/sde/f/2018/05/04/7e25588c269efbad7eeebc8cacae8c11_FORMATO.png",82792,10,"FLA","tec","Provável",8.1,14.25,0.57,6.3,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"321","Diego Vicente Aguirre Camblor","diego-aguirre","Diego Aguirre","https://s.glbimg.com/es/sde/f/2018/05/26/dcbc37c3f6682ed7f7fe61f97e02ff48_FORMATO.png",73766,10,"SAO","tec","Provável",0,10.88,0,4.34,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"322","Pablo Dyego da Silva Rosa","pablo-dyego","Pablo Dyego","https://s.glbimg.com/es/sde/f/2018/01/21/438b2556ee9ffdf26099d9eb3ecbe28a_FORMATO.png",86444,10,"FLU","ata","Dúvida",-0.3,4.79,-1.43,3.32,"Fluminense",NA,3,9,NA,NA,7,1,NA,3,2,2,NA,NA,NA,NA,NA,NA,NA
"323","Marcos da Silva França","keno","Keno","https://s.glbimg.com/es/sde/f/2017/04/18/ab0e22f1ff91a12ce2e88a367450bf03_FORMATO.png",86485,10,"PAL","ata","Contundido",0,9.87,0,4.04,"Palmeiras",NA,12,22,NA,7,23,17,NA,3,4,1,NA,NA,1,NA,NA,NA,1
"324","Ruy Franco de Almeida Junior","ruy","Ruy","https://s.glbimg.com/es/sde/f/2018/03/17/e5c923c2884a22666c9fa588105d9986_FORMATO.png",82939,10,"AME","mei","Nulo",0,3.49,-0.27,0,"América-MG",NA,NA,3,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"325","Rafael Thyere Albuquerque Marques","rafael-thyere","Rafael Thyere","https://s.glbimg.com/es/sde/f/2018/05/24/918318ba9c18b6913e11cb5688852591_FORMATO.png",83048,10,"CHA","zag","Provável",-1.1,2.23,-0.42,1.33,"Chapecoense",4,6,4,NA,1,12,10,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"326","Gabriel Barbosa Almeida","gabriel","Gabriel","https://s.glbimg.com/es/sde/f/2018/05/23/867503e41e09367e5f12e0f5e8a10322_FORMATO.png",83257,10,"SAN","ata","Provável",6.2,13.48,-0.95,5.32,"Santos",1,14,16,NA,6,25,8,NA,17,4,3,NA,NA,1,NA,NA,NA,NA
"327","Jandrei Chitolina Carniel","jandrei","Jandrei","https://s.glbimg.com/es/sde/f/2018/05/24/a6bbeb6a5b1860ac8642a8ba43cd525e_FORMATO.png",86508,10,"CHA","gol","Provável",3.7,5.3,1.38,1.84,"Chapecoense",1,NA,2,NA,NA,7,1,2,NA,NA,NA,16,19,NA,NA,NA,NA,NA
"328","Esteban Andrés Pavez Suazo","pavez","Pavez","https://s.glbimg.com/es/sde/f/2018/03/01/f06d28d32ef04ad8803fc57fe0d565e7_FORMATO.png",90959,10,"ATL","mei","Dúvida",0,6.24,0,2.55,"Atlético-PR",NA,4,4,NA,NA,8,11,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"329","Thiago Martins Bueno","thiago-martins","Thiago Martins","https://s.glbimg.com/es/sde/f/2018/03/01/7d136da5ad6a68f1279a5a3bc3c16615_FORMATO.png",83615,10,"PAL","zag","Nulo",7.5,5.77,0.47,4.3,"Palmeiras",NA,4,1,NA,NA,2,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"330","Everton Felipe de Oliveira Silva","everton-felipe","Everton Felipe","https://s.glbimg.com/es/sde/f/2018/05/24/9b7d49c4816ade1b2d3d6b4e3856ff9e_FORMATO.png",86519,10,"SPO","mei","Nulo",0,5.53,0,3.02,"Sport",NA,3,6,NA,NA,16,4,NA,1,3,1,NA,NA,NA,NA,NA,NA,NA
"331","Marcos Guilherme de Almeida Santos Matos","marcos-guilherme","Marcos Guilherme ","https://s.glbimg.com/es/sde/f/2018/06/05/6fc1145d98dc4233fd3f8584cb33beb9_FORMATO.png",83266,10,"SAO","ata","Nulo",0,9.51,0,3.68,"São Paulo",NA,7,6,NA,1,5,8,NA,5,3,NA,NA,NA,1,NA,NA,NA,NA
"332","Hueglo Neris dos Santos","neris","Neris","https://s.glbimg.com/es/sde/f/2018/03/21/4d1c5effb092a5e5b8e386cbd44d4cc5_FORMATO.png",83786,10,"PAR","zag","Nulo",0,4.09,0,3.83,"Paraná",2,6,1,NA,NA,11,9,2,2,1,NA,NA,NA,NA,NA,1,NA,NA
"333","Patrick Bezerra do Nascimento","patrick","Patrick","https://s.glbimg.com/es/sde/f/2018/04/08/ecdf20e0263f65cb7a63bf0e68ebd3b6_FORMATO.png",83433,10,"INT","mei","Provável",0,16.13,0,6.83,"Internacional",2,17,11,NA,NA,21,30,NA,5,4,2,NA,NA,1,NA,NA,NA,NA
"334","Leonardo Pereira","leo-pereira","Léo Pereira","https://s.glbimg.com/es/sde/f/2018/03/01/8a057cef4a095e67d1314d0ff4bff05a_FORMATO.png",83528,10,"ATL","zag","Nulo",0,3,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"335","Luan Viana Patrocinio","luan-viana","Luan Viana","https://s.glbimg.com/es/sde/f/2018/03/21/6531d512f51828ffbedf2dd826d724d3_FORMATO.png",84310,10,"PAR","ata","Nulo",0,1.51,0,0.3,"Paraná",NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"336","Clayson Henrique da Silva Vieira","clayson","Clayson","https://s.glbimg.com/es/sde/f/2018/03/19/8d90e0a2771563f6cb02d576edbed6ed_FORMATO.png",83817,10,"COR","ata","Contundido",0,11.94,0,6.83,"Corinthians",NA,4,3,NA,NA,6,6,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA
"337","Bruno da Silva Barbosa","bruno-silva","Bruno Silva","https://s.glbimg.com/es/sde/f/2018/04/09/cf6596e8e8357c8c896b4037c70910b2_FORMATO.png",83626,10,"VAS","mei","Contundido",0,0.96,0,-1.17,"Vasco",1,6,2,NA,NA,11,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"338","Neilton Meira Mestzk","neilton","Neilton","https://s.glbimg.com/es/sde/f/2018/03/21/a77d395d25e1b65d85306670c5ae5c09_FORMATO.png",83772,10,"VIT","ata","Provável",7.4,13.1,-0.64,7.52,"Vitória",2,10,20,NA,3,36,16,NA,7,2,4,NA,NA,3,NA,NA,NA,NA
"339","Rodrigo Nascimento França ","rodrigo-becao","Rodrigo Becão","https://s.glbimg.com/es/sde/f/2018/03/21/60864cfda78d6abb071556d2dc9ddf33_FORMATO.png",93369,10,"BAH","zag","Nulo",0,3.61,0,4.5,"Bahia",NA,2,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"340","Glauco Tadeu Chaves","glauco","Glauco","https://s.glbimg.com/es/sde/f/2018/05/07/1fe49ae80180a4b6e896021ef63976ff_FORMATO.png",84555,10,"AME","gol","Nulo",0,4,0,0,"América-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"341","Malcoon Silva","malcoon","Malcoon","https://s.glbimg.com/es/sde/f/2015/05/07/69c5d890c1338b62d5a46963c3c32ab1_FORMATO.jpeg",86615,10,"AME","lat","Nulo",0,2,0,0,"América-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"342","José Rogério de Oliveira","rogerio","Rogério","https://s.glbimg.com/es/sde/f/2018/05/24/949f9e1967150f934c921bedf13a0bba_FORMATO.png",73540,10,"SPO","ata","Provável",1.5,8.99,-0.02,4.43,"Sport",NA,6,16,NA,6,12,3,NA,8,8,2,NA,NA,1,NA,NA,NA,NA
"343","Agustín Lionel Allione","allione","Allione","https://s.glbimg.com/es/sde/f/2018/03/21/3c614f3fa77de55748fa8ddfdef2eecc_FORMATO.png",84585,10,"BAH","mei","Nulo",0,3.68,0.04,0.83,"Bahia",NA,3,3,NA,NA,4,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA
"344","Andrevaldo de Jesus Santos","valdo","Valdo","https://s.glbimg.com/es/sde/f/2018/05/25/cf9d979ab326b302465984bc2feb021f_FORMATO.png",84509,10,"CEA","zag","Contundido",5.5,7.36,0.22,3.14,"Ceará",NA,3,4,NA,NA,4,11,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"345","Charles Luis Reiter","charles","Charles","https://s.glbimg.com/es/sde/f/2018/03/21/c6be1b00e5922e5a5cb8a8f78031dc24_FORMATO.png",84187,10,"PAR","zag","Nulo",0,6,0,0,"Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"346","Bruno Fabiano Alves","bruno-alves","Bruno Alves","https://s.glbimg.com/es/sde/f/2017/08/23/21ca677e7d6a57d1dfb2b66e74d782f4_FORMATO.png",73620,10,"SAO","zag","Provável",0,9.99,0,3.44,"São Paulo",3,7,3,NA,NA,8,9,2,NA,NA,1,NA,NA,NA,1,NA,NA,NA
"347","Evandro Lima de Oliveira Filho","evandro","Evandro","https://s.glbimg.com/es/sde/f/2018/05/24/cc89d0c16b42dd430daa29322584d1ac_FORMATO.png",91001,10,"SPO","lat","Nulo",7.7,3.86,0.86,7.7,"Sport",NA,1,1,NA,NA,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"348","Nicolás Federico López Alonso","nico-lopez","Nico López","https://s.glbimg.com/es/sde/f/2018/04/08/5bb6e14f65a15709391b32e0e4332d8c_FORMATO.png",84709,10,"INT","ata","Nulo",0,14.27,0,4.3,"Internacional",1,NA,1,NA,1,12,1,NA,3,4,3,NA,NA,NA,1,NA,NA,NA
"349","Lucas Daniel Romero","lucas-romero","Lucas Romero","https://s.glbimg.com/es/sde/f/2018/05/07/5afee43c79c6ee5a180385ef4550fd6c_FORMATO.png",84558,10,"CRU","mei","Dúvida",0,4.58,0,1.27,"Cruzeiro",NA,11,4,NA,1,16,11,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"350","Denilson Pereira Junior","denilson","Denilson","https://s.glbimg.com/es/sde/f/2018/03/21/085cf7cf7139dfa78ab20e441ca5614c_FORMATO.png",84718,10,"VIT","ata","Nulo",0,10.04,0,2.97,"Vitória",NA,11,3,NA,3,8,3,NA,5,1,2,NA,NA,NA,NA,NA,NA,NA
"351","Rildo de Andrade Felicissimo","rildo","Rildo","https://s.glbimg.com/es/sde/f/2018/04/09/a194ce2c097d00d462468c507706916a_FORMATO.png",73635,10,"VAS","ata","Contundido",0,2.99,0,0.1,"Vasco",1,1,8,NA,1,8,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"352","Richard Cândido Coelho","richard","Richard","https://s.glbimg.com/es/sde/f/2018/05/18/2e439bad8d914c893045a080a41aee13_FORMATO.png",86711,10,"FLU","mei","Provável",0.5,15.57,-0.97,5.54,"Fluminense",2,10,16,NA,NA,23,35,NA,2,1,1,NA,NA,NA,NA,NA,NA,NA
"353","Everton Sousa Soares","everton","Everton","https://s.glbimg.com/es/sde/f/2018/05/18/997feae679bb584848d2ef5197f0b406_FORMATO.png",86757,10,"GRE","ata","Provável",2.3,14.88,0.22,7.39,"Grêmio",2,7,16,NA,1,16,13,NA,14,6,1,NA,NA,3,1,NA,NA,NA
"354","Luan Guilherme de Jesus Vieira","luan","Luan","https://s.glbimg.com/es/sde/f/2018/05/21/c01a0fcc9657bf0df6cfde4356ece5bc_FORMATO.png",86759,10,"GRE","ata","Provável",4.9,15.92,0.12,5.23,"Grêmio",1,12,31,NA,NA,26,5,NA,14,6,NA,NA,NA,1,2,NA,NA,NA
"355","Judivan Flor da Silva","judivan","Judivan ","https://s.glbimg.com/es/sde/f/2018/03/30/c14127206b6ba0991e38bc6d98f405c4_FORMATO.png",89190,10,"AME","ata","Provável",-0.6,2.97,-1.25,2.63,"América-MG",NA,7,6,NA,NA,4,3,NA,4,4,NA,NA,NA,1,NA,NA,NA,NA
"356","Jorge Daniel González Marquet","torito-gonzalez","Torito González","https://s.glbimg.com/es/sde/f/2018/03/21/4a53af8bd51b42f968f3b584e1581274_FORMATO.png",73703,10,"PAR","mei","Provável",0,4.77,0,3.95,"Paraná",3,8,16,NA,NA,4,15,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA
"357","Matheus Rossetto","matheus-rossetto","Matheus Rossetto","https://s.glbimg.com/es/sde/f/2018/05/08/036cf29144ee81b7e52eaed8486c6718_FORMATO.png",86766,10,"ATL","mei","Dúvida",0,9.22,0,1.89,"Atlético-PR",1,10,3,NA,2,20,12,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA
"358","José Welison da Silva","jose-welison","José Welison","https://s.glbimg.com/es/sde/f/2018/03/21/9c9486bfe6d550bb373e1eb7553cbd91_FORMATO.png",86859,10,"VIT","mei","Nulo",0,2.72,0,0.42,"Vitória",1,15,1,NA,NA,17,10,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"359","Sidcley Ferreira Pereira","sidcley","Sidcley","https://s.glbimg.com/es/sde/f/2018/03/23/9db2d3b03abd4966fab935ec9672a2f8_FORMATO.png",86764,10,"COR","lat","Provável",3.1,14.15,0.2,6.16,"Corinthians",NA,3,10,NA,NA,18,19,3,1,NA,1,NA,NA,1,NA,NA,NA,NA
"360","Luís Vinícius da Silva Matos","vinicius","Vinicius","https://s.glbimg.com/es/sde/f/2018/04/20/41282578700a83d0c3505f577dfbac5c_FORMATO.png",86861,10,"VIT","zag","Nulo",0,3,0,0,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"361","Rodrigo Caio Roquette Russo","rodrigo-caio","Rodrigo Caio","https://s.glbimg.com/es/sde/f/2016/05/01/76c4acf534a1a01c922cb927acebb6e7_FORMATO.png",73800,10,"SAO","zag","Contundido",0,12.76,0,6.55,"São Paulo",NA,2,1,NA,NA,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"362","Geuvânio Santos Silva","geuvanio","Geuvânio","https://s.glbimg.com/es/sde/f/2018/05/04/9268b435089ca4758bd26ab119d49db1_FORMATO.png",73896,10,"FLA","ata","Contundido",0,5.03,0,1.5,"Flamengo",2,6,1,NA,1,5,4,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA
"363","Lucas Macanhan Ferreira","lucas-macanhan","Lucas Macanhan","https://s.glbimg.com/es/sde/f/2016/05/13/222c790995cc7292f07b0dc4db7cc5f4_FORMATO.png",86760,10,"ATL","gol","Nulo",0,1,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"364","Fernando José Marques Maciel","fernandinho","Fernandinho","https://s.glbimg.com/es/sde/f/2018/06/05/50d5be5e02ead78433958ab1d1389752_FORMATO.png",91130,10,"BAH","ata","Nulo",0.2,1.56,-0.16,0.35,"Bahia",NA,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"365","Marcos Vinícius de Jesus Araújo","marcos-vinicius","Marcos Vinícius","https://s.glbimg.com/es/sde/f/2018/05/17/d29916588c79c99dd0a20debd0ea12bd_FORMATO.png",73721,10,"BOT","mei","Contundido",0,3.8,0,1.67,"Botafogo",1,2,5,NA,NA,9,3,NA,3,NA,NA,NA,NA,NA,1,NA,NA,NA
"366","Luiz Otávio da Silva Santos","luiz-otavio","Luiz Otávio ","https://s.glbimg.com/es/sde/f/2018/05/24/e8b83c81c541dabe3a815f0473d550fa_FORMATO.png",86863,10,"CHA","zag","Nulo",0,5.09,0,3,"Chapecoense",NA,2,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"367","Héctor Canteros","canteros","Canteros","https://s.glbimg.com/es/sde/f/2018/05/24/fa9bf16f27c3383ff060fdf3c9113559_FORMATO.png",73918,10,"CHA","mei","Provável",2.5,8.25,0.22,3.57,"Chapecoense",1,10,9,NA,NA,47,17,NA,2,1,2,NA,NA,1,1,NA,NA,NA
"368","Raniel Santana de Vasconcelos","raniel","Raniel","https://s.glbimg.com/es/sde/f/2018/05/07/074f3b8960ae6ea7711fa17be1c27cac_FORMATO.png",86797,10,"CRU","ata","Dúvida",15.9,8.42,3.07,3.55,"Cruzeiro",NA,14,15,NA,2,4,5,NA,9,2,1,NA,NA,1,NA,NA,NA,NA
"369","Flávio Medeiros da Silva","flavio","Flávio","https://s.glbimg.com/es/sde/f/2018/05/01/3c063c1b3d589634d699c80695341bff_FORMATO.png",91102,10,"BAH","mei","Dúvida",6.1,4.06,0.5,3.02,"Bahia",NA,3,4,NA,NA,3,9,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"370","David Rambo Becker","david","David","https://s.glbimg.com/es/sde/f/2018/05/15/306200d24584eb1c79eb0ea0c0fb6cf9_FORMATO.png",86928,10,"PAR","gol","Nulo",0,0.73,0,-3.2,"Paraná",NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,6,NA,NA,NA,NA,NA
