"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.clube.id.full.name","DD","DP","FS","GS","PE","SG","A","FC","I","RB","CA","FD","FF","GC","G","CV","FT","PP"
"287","Gabriel Batista de Souza","gabriel-batista","Gabriel Batista","https://s.glbimg.com/es/sde/f/2017/04/24/0bf67a6d877be0a2c761a714831fe092_FORMATO.png",98333,34,"FLA","gol","Nulo",0,3,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"288","Ilson Cedric Borges de Accacio Lima","cedric","Cedric","https://s.glbimg.com/es/sde/f/2018/04/13/c08bc02fcc7613cf3c7510a566c68288_FORMATO.png",98221,34,"VIT","lat","Nulo",0,3.97,0,4.08,"Vitória",NA,NA,NA,NA,8,3,NA,1,NA,5,NA,NA,1,NA,NA,NA,NA,NA
"289","Estevão Renato Pereira Júnior","estevao","Estevão",NA,98215,34,"GRE","mei","Nulo",0,1,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"290","Giovanni Silva Tiepo","tiepo","Tiepo","https://s.glbimg.com/es/sde/f/2018/05/24/032ba79a6516fa519217f825972c92b9_FORMATO.png",98412,34,"CHA","gol","Nulo",0,2,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"291","Bruno Guimarães Rodriguez Moura","bruno-guimaraes","Bruno Guimarães","https://s.glbimg.com/es/sde/f/2018/03/01/4f1a90d49f776be0832268cf3981570f_FORMATO.png",98352,34,"ATL","mei","Dúvida",0.9,6.07,-0.62,2.5,"Atlético-PR",NA,NA,66,NA,47,NA,2,27,NA,35,4,2,7,NA,NA,NA,NA,NA
"292","Bruno Bortolini Jackel","bruno","Bruno","https://s.glbimg.com/es/sde/f/2018/05/24/5343c806a41adb731a9e4da46f95fbb9_FORMATO.png",98420,34,"CHA","lat","Nulo",0,1,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"293","Kendy Tateishi Berbel","kendy","Kendy","https://s.glbimg.com/es/sde/f/2018/05/24/523e1089d0afe7b92de643fefef0ec55_FORMATO.png",98421,34,"CHA","ata","Nulo",0,1,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"294","Victor Hugo Soares dos Santos","kanu","Kanu","https://s.glbimg.com/es/sde/f/2018/05/17/2db8b29bbc16d8473f93bd1f8a0351dc_FORMATO.png",98484,34,"BOT","zag","Nulo",0,2,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"295","Jean Lucas de Souza Oliveira","jean-lucas","Jean Lucas","https://s.glbimg.com/es/sde/f/2018/05/04/df072b66382b41b7f73cd8db00006b61_FORMATO.png",98517,34,"FLA","mei","Nulo",0.2,0.9,-0.15,-0.06,"Flamengo",NA,NA,7,NA,10,NA,NA,10,NA,3,1,1,NA,NA,NA,NA,NA,NA
"296","Ronald Sant'anna Rodrigues","ronald","Ronald","https://s.glbimg.com/es/sde/f/2018/04/09/d8829876bb546c5fdeb9d31081f228cf_FORMATO.png",98593,34,"INT","ata","Nulo",0,1,0,0,"Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"297","Juan Matheus Alano Nascimento","juan-alano","Juan Alano","https://s.glbimg.com/es/sde/f/2018/04/09/42d654e6fb1c2336662be0dad04a9df7_FORMATO.png",98595,34,"INT","mei","Nulo",0,2.51,0,1.71,"Internacional",NA,NA,3,NA,8,NA,NA,7,NA,8,NA,1,4,NA,NA,NA,NA,NA
"298","Lucas da Silva de Jesus","lucas-silva","Lucas Silva","https://s.glbimg.com/es/sde/f/2017/04/24/685913465b4d1ad49e7160a89ef627fd_FORMATO.png",98515,34,"FLA","ata","Nulo",0,2,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"299","Caio Henrique Oliveira Silva","caio-henrique","Caio Henrique","https://s.glbimg.com/es/sde/f/2018/04/24/40342104df0af7d7d4501ca775f4197b_FORMATO.png",98569,34,"PAR","mei","Nulo",0,4.34,0,1.86,"Paraná",NA,NA,21,NA,48,NA,3,16,3,26,2,4,11,NA,NA,NA,NA,NA
"300","Marcelo Nicolás Benítez","marcelo-benitez","Marcelo Benítez","https://s.glbimg.com/es/sde/f/2018/07/07/e9fe9dcb5968a3169c73bb4550fc9fdb_FORMATO.png",98711,34,"VIT","lat","Suspenso",2.2,4.9,-0.99,4.92,"Vitória",NA,NA,5,NA,19,2,2,16,NA,15,3,1,NA,NA,NA,NA,1,NA
"301","Pedro Victor Delmino da Silva","pedrinho","Pedrinho","https://s.glbimg.com/es/sde/f/2018/03/20/647d2f9294de7cfe0e135b44beacdfa9_FORMATO.png",98706,34,"COR","mei","Provável",5,4.94,-0.69,2.61,"Corinthians",NA,NA,52,NA,86,NA,2,25,2,25,2,17,28,NA,1,NA,NA,NA
"302","Jean Pyerre Casagrande Silveira Correa","jean-pyerre","Jean Pyerre","https://s.glbimg.com/es/sde/f/2018/09/12/d6f04c6283e5b7fb8302f422d4f8a5fd_FORMATO.png",98832,34,"GRE","mei","Provável",1.5,2.98,0.22,2.92,"Grêmio",NA,NA,12,NA,5,NA,NA,6,NA,8,NA,2,3,NA,1,NA,NA,NA
"303","Diego Fabián Torres","diego-torres","Diego Torres","https://s.glbimg.com/es/sde/f/2018/08/08/403dbf41c52f6b7063f9a1d999627b58_FORMATO.png",98794,34,"CHA","mei","Nulo",3.1,5.66,0.63,1.63,"Chapecoense",NA,NA,3,NA,29,NA,1,10,1,8,3,1,8,NA,2,NA,1,NA
"304","José Marcos Costa Martins","marquinhos","Marquinhos","https://s.glbimg.com/es/sde/f/2018/09/03/e0930336daf900b7753094d97c05ff41_FORMATO.png",98765,34,"CHA","mei","Nulo",0,0.99,0,1.55,"Chapecoense",NA,NA,2,NA,2,NA,NA,2,NA,3,1,1,NA,NA,NA,NA,NA,NA
"305","Ánderson Daniel Plata Guillén","plata","Plata","https://s.glbimg.com/es/sde/f/2018/08/15/e5c84107ae73d82ddbf8e716b4feacc7_FORMATO.png",98841,34,"ATL","ata","Nulo",0,4.77,0,2.7,"Atlético-PR",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
"306","Marcelo dos Santos Rosa","marcelo","Marcelo","https://s.glbimg.com/es/sde/f/2018/05/08/38e74b2d891b77e8bf5e2528f09608c3_FORMATO.png",98874,34,"ATL","ata","Nulo",0,2,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"307","Pedro Gomes Bortoluzo","pedro-bortoluzo","Pedro Bortoluzo","https://s.glbimg.com/es/sde/f/2018/09/04/08e0c0a0414e51df482079c108b9d382_FORMATO.png",99041,34,"SAO","ata","Nulo",0,2,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"308","Riuler de Oliveira Faustino","riuler","Riuler","https://s.glbimg.com/es/sde/f/2018/05/08/d02df5afc866bff4bd57ec2a89b945d3_FORMATO.png",99021,34,"ATL","lat","Nulo",0,1,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"309","Elias Lira Nogueira Junior ","elias","Elias","https://s.glbimg.com/es/sde/f/2018/09/12/7611a5bada11e1caea4cac58a32db3e8_FORMATO.png",99034,34,"SPO","lat","Nulo",0,2,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"310","Derlan de Oliveira Bento","derlan","Derlan","https://s.glbimg.com/es/sde/f/2018/07/31/24afd410e27731384e1a8a4db2986220_FORMATO.png",98945,34,"GRE","zag","Nulo",0,1.52,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"311","Edgardo Daniel Orzusa Cáceres","orzusa","Orzusa","https://s.glbimg.com/es/sde/f/2018/08/03/9fe6d520171ca66a71766e405c2f636a_FORMATO.png",99160,34,"CHA","mei","Nulo",0,2.78,0,0.35,"Chapecoense",NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"312","Felipe Souza Moreno Sampaio","felipe","Felipe","https://s.glbimg.com/es/sde/f/2018/01/21/2bee05842c9d96fbbae04d80edc9f2fb_FORMATO.png",99425,34,"FLU","ata","Nulo",0,1,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"313","Diego Terra Loureiro","diego","Diego","https://s.glbimg.com/es/sde/f/2018/07/31/1acd43a543bac1739692fcd99d2a0f5e_FORMATO.png",99430,34,"BOT","gol","Nulo",0,1.98,0,5,"Botafogo",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"314","Gabriel Baralhas","baralhas","Baralhas","https://s.glbimg.com/es/sde/f/2018/07/16/28f39d74cf08d7877f7636c358641eb4_FORMATO.png",99440,34,"ATL","mei","Nulo",0,2,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"315","Alexsander Jhonatta de Oliveira Andrade","alexsander","Alexsander","https://s.glbimg.com/es/sde/f/2018/05/08/0c6b57f472519b0ccc3970a86ae1b337_FORMATO.png",99411,34,"ATL","mei","Nulo",0,1,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"316","Linik Eduardo Santos","linik","Linik","https://s.glbimg.com/es/sde/f/2018/03/21/1b2fe22656db0d2209b8e7ef2717f9a7_FORMATO.png",99545,34,"VIT","mei","Nulo",0,1,0,0,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"317","Robson Azevedo da Silva","robinho","Robinho","https://s.glbimg.com/es/sde/f/2018/07/25/6b15b755bc411ce7d63c908bc84f2fae_FORMATO.png",99574,34,"AME","ata","Nulo",1,3.74,-0.1,1.26,"América-MG",NA,NA,11,NA,22,NA,1,7,2,8,1,3,7,NA,NA,NA,1,NA
"318","Lucas Rafael Araujo Lima","lucas-lima","Lucas Lima","https://s.glbimg.com/es/sde/f/2018/03/01/8596087ee3b876941e59b282b29cfcb2_FORMATO.png",80583,34,"PAL","mei","Provável",-0.2,7.79,-0.09,3.24,"Palmeiras",NA,NA,43,NA,69,NA,3,51,3,44,8,5,12,NA,5,NA,1,NA
"319","Jean Carlos de Brito","jean","Jean","https://s.glbimg.com/es/sde/f/2018/07/05/bffb1664849744b4d0766f95b9bbff78_FORMATO.png",99584,34,"SPO","lat","Nulo",0,3,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"320","Daniel dos Santos Oliveira","daniel","Daniel ","https://s.glbimg.com/es/sde/f/2018/05/08/800b5bc243c8107741d0f9ce23c04bfc_FORMATO.png",99461,34,"ATL","zag","Nulo",0,1,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"321","Patrick William Sá de Oliveira","patrick","Patrick","https://s.glbimg.com/es/sde/f/2018/05/25/a1c5d2208ca42adb18c95300079de72e_FORMATO.png",99595,34,"CEA","zag","Nulo",0,1.12,0,-0.3,"Ceará",NA,NA,NA,NA,2,NA,NA,2,NA,2,1,NA,NA,NA,NA,NA,NA,NA
"322","Bruno Cosendey Lobo Pinto","bruno-cosendey","Bruno Cosendey","https://s.glbimg.com/es/sde/f/2018/09/27/fa6ad7ea560f7cfd705eed2799c9c148_FORMATO.png",99615,34,"VAS","mei","Nulo",0,3.35,0,1.53,"Vasco",NA,NA,3,NA,20,NA,1,11,NA,6,NA,2,3,NA,1,NA,NA,NA
"323","Ezequiel Gonzalo Esperon","esperon","Esperon","https://s.glbimg.com/es/sde/f/2017/06/07/dfce0445c3144c43e2d3f33bb0dd4131_FORMATO.jpeg",99628,34,"GRE","mei","Nulo",0,1,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"324","Leonardo da Silva Simas","leonardo-simas","Leonardo Simas","https://s.glbimg.com/es/sde/f/2018/05/08/9f9fa35de662c141a4b23af95f99f022_FORMATO.png",99832,34,"ATL","lat","Nulo",0,1,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"325","Luiz Henrique Beserra dos Santos","luiz-henrique","Luiz Henrique","https://s.glbimg.com/es/sde/f/2018/09/04/8faa5c06d04fcf63cbbe6913818173e3_FORMATO.png",99627,34,"BAH","mei","Nulo",0,4,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"326","Brenner Souza da Silva","brenner","Brenner","https://s.glbimg.com/es/sde/f/2018/08/21/993c919329907447bdfe72defc7eced9_FORMATO.png",99789,34,"SAO","ata","Nulo",0,3.93,0,3.48,"São Paulo",NA,NA,3,NA,4,NA,NA,2,3,3,NA,1,3,NA,1,NA,NA,NA
"327","Yimmi Javier Chará Zamora","chara","Chará","https://s.glbimg.com/es/sde/f/2018/06/12/141a8b4188cba969d63627e1e52b336e_FORMATO.png",99891,34,"ATL","ata","Dúvida",0,9.98,0,3.32,"Atlético-MG",NA,NA,36,NA,40,NA,4,16,3,19,1,4,5,NA,1,NA,NA,NA
"328","Jadson Ailton Oliveira Da Silva Vale","jadson","Jadson","https://s.glbimg.com/es/sde/f/2017/06/07/2e7afba6e715b27222707a3f207ad556_FORMATO.jpeg",99629,34,"GRE","ata","Nulo",0,1,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"329","José Francisco dos Santos Júnior","junior-brumado","Júnior Brumado","https://s.glbimg.com/es/sde/f/2018/03/21/bd18849356245d84cf422f076a8f1cdf_FORMATO.png",99894,34,"BAH","ata","Nulo",0,3.18,0,1.13,"Bahia",NA,NA,9,NA,8,NA,NA,17,6,5,3,2,10,NA,1,NA,1,NA
"330","Ricardo Queiroz de Alencastro Graça","ricardo","Ricardo","https://s.glbimg.com/es/sde/f/2018/09/27/8b63cdcb68dc035fb9be678fc9c4b4e7_FORMATO.png",99881,34,"VAS","zag","Nulo",0,3.67,0,1.58,"Vasco",NA,NA,8,NA,14,3,NA,13,2,15,6,1,NA,NA,NA,NA,NA,NA
"331","Jhonny Lucas Flora Barboza ","jhonny-lucas","Jhonny Lucas","https://s.glbimg.com/es/sde/f/2018/03/21/1891e9e504ce289621d56cf6db5ba93d_FORMATO.png",99994,34,"PAR","mei","Nulo",0,3.87,0,0.95,"Paraná",NA,NA,15,NA,33,NA,NA,47,1,26,7,4,7,NA,1,NA,NA,NA
"332","Igor Silveira Gomes","igor-gomes","Igor Gomes","https://s.glbimg.com/es/sde/f/2018/08/22/151d1a25f1a557fbf4d66544c4d67e2a_FORMATO.png",100084,34,"SAO","mei","Contundido",0,1,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"333","Khevin Rodrigo Fraga","khevin","Khevin","https://s.glbimg.com/es/sde/f/2018/05/24/aa909d621dc61944afb0d68fa14e38af_FORMATO.png",99921,34,"CHA","mei","Nulo",0,2,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"334","Kleber Augusto Caetano Leite Filho","kleber","Kleber","https://s.glbimg.com/es/sde/f/2018/05/04/3c7fcc093b6dd915834a1c3c3231e0c0_FORMATO.png",100126,34,"FLA","lat","Dúvida",0,2,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"335","Pedro Henrique de Oliveira Correia","pedrao","Pedrão","https://s.glbimg.com/es/sde/f/2017/09/14/f98ef7fba472b456f28c1888c9e392e5_FORMATO.jpeg",100322,34,"PAL","zag","Nulo",0,2,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"336","Vander Tavares Silva","vander","Vander",NA,100159,34,"CRU","mei","Nulo",0,1,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"337","Ezequiel Santos da Silva","ezequiel","Ezequiel","https://s.glbimg.com/es/sde/f/2018/05/17/f4995e8da11ffe996033b0ebf06c4a13_FORMATO.png",99915,34,"BOT","ata","Nulo",0,4.56,0,1.96,"Botafogo",NA,NA,8,NA,3,NA,1,3,NA,5,NA,1,3,NA,NA,NA,NA,NA
"338","Lucas Soares de Almeida","lucas-soares","Lucas Soares",NA,100158,34,"CRU","lat","Nulo",0,1,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"339","Pablo Carneiro Freitas","pablo-maldini","Pablo Maldini",NA,100127,34,"FLA","lat","Nulo",0,1,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"340","Matheus Soares Thuler","thuler","Thuler","https://s.glbimg.com/es/sde/f/2018/05/04/092bb0f0452c36118decf2dba0e806a4_FORMATO.png",100125,34,"FLA","zag","Nulo",0,4.34,0,6.06,"Flamengo",NA,NA,2,NA,9,4,NA,6,NA,13,1,NA,2,NA,1,NA,NA,NA
"341","Matheus Matias Ferreira","matheus-matias","Matheus Matias","https://s.glbimg.com/es/sde/f/2018/03/20/eb73de7fb8328542fb0438fdd1809c4b_FORMATO.png",100430,34,"COR","ata","Nulo",0,2.66,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"342","Yuri Alberto Monteiro da Silva","yuri-alberto","Yuri Alberto","https://s.glbimg.com/es/sde/f/2018/05/23/c12302cb409beb75eb67f045028f774e_FORMATO.png",100652,34,"SAN","ata","Nulo",0,2.25,0,1.06,"Santos",NA,NA,3,NA,NA,NA,NA,2,2,1,1,5,3,NA,NA,NA,NA,NA
"343","Rodrygo Silva de Goes","rodrygo","Rodrygo","https://s.glbimg.com/es/sde/f/2018/05/23/a4027e39ad5dea6e62cfafe8425bd637_FORMATO.png",100651,34,"SAN","ata","Provável",1.6,11.43,-0.03,3.92,"Santos",NA,NA,57,NA,57,NA,3,28,1,14,1,16,12,NA,6,NA,2,NA
"344","Patrick da Silva Ferreira Souza","patrick","Patrick",NA,101598,34,"FLA","zag","Nulo",0,1,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"345","Paulo Henrique Pereira da Silva","paulinho","Paulinho","https://s.glbimg.com/es/sde/f/2018/05/26/755b69cb731efaf835f0b845f7693bbf_FORMATO.png",100333,34,"SAO","ata","Nulo",0,1.29,0,2.5,"São Paulo",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA
"346","Matheus Gabriel Guedes Caetano","matheus-guedes","Matheus Guedes","https://s.glbimg.com/es/sde/f/2017/11/21/beea04b2739626d19d9a6c24da40762e_FORMATO.png",100746,34,"SAN","zag","Nulo",0,2,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"347","Matheus Henrique de Souza","matheus-henrique","Matheus Henrique","https://s.glbimg.com/es/sde/f/2018/09/25/46030666e126811406fd6e8bdccc980e_FORMATO.png",100742,34,"GRE","mei","Provável",2.4,1.76,-1.04,2.57,"Grêmio",NA,NA,6,NA,14,NA,NA,8,NA,11,2,NA,3,NA,2,NA,NA,NA
"348","Diogo Augusto Pereira Neto","diogo","Diogo","https://s.glbimg.com/es/sde/f/2018/01/21/14cbdb450d8081db2cd35451de9e77ef_FORMATO.png",100683,34,"FLU","lat","Nulo",0,1,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"349","Igor Matheus Liziero Pereira ","liziero","Liziero","https://s.glbimg.com/es/sde/f/2018/08/22/5074326c849aa0f7702b74cfcf2be30f_FORMATO.png",100761,34,"SAO","lat","Nulo",-0.6,6.2,-0.27,3.68,"São Paulo",NA,NA,25,NA,27,9,1,25,1,33,4,NA,6,NA,1,NA,NA,NA
"350","Filipe Gonçalves dos Santos","filipe","Filipe","https://s.glbimg.com/es/sde/f/2018/03/19/27a5b03e54471091e2daf78e203363ef_FORMATO.png",100712,34,"COR","gol","Nulo",0,1,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"351","Weverton Almeida Silva","weverton-almeida","Weverton Almeida","https://s.glbimg.com/es/sde/f/2018/05/08/4c72622d78b8cfdc737c1eb48ea75370_FORMATO.png",100459,34,"ATL","zag","Nulo",0,1,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"352","Guilherme Alecsander Guedes","guilherme-guedes","Guilherme Guedes",NA,100741,34,"GRE","lat","Nulo",0,0.95,0,1,"Grêmio",NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"353","Ericson da Silva","ericson","Ericson",NA,100839,34,"GRE","zag","Nulo",0,2,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"354","Gabriel Davi Gomes Sara","gabriel","Gabriel","https://s.glbimg.com/es/sde/f/2018/08/21/de4ebb4930052513099aefe26a7f4caa_FORMATO.png",100763,34,"SAO","mei","Nulo",0,1,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"355","Brenno Oliveira Fraga Costa","brenno","Brenno","https://s.glbimg.com/es/sde/f/2017/12/01/eb6549ddfa3b798b4e31af8c9473334b_FORMATO.jpeg",100830,34,"GRE","gol","Nulo",0,1,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"356","Guilherme Bissoli Campos ","bissoli","Bissoli","https://s.glbimg.com/es/sde/f/2018/08/21/22011257c0776df772761efd89a801d2_FORMATO.png",100762,34,"SAO","ata","Nulo",0,2,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"357","Emerson Barbosa Rodrigues Dos Santos","emerson-barbosa","Emerson Barbosa","https://s.glbimg.com/es/sde/f/2018/03/21/412270f069daea4bf712a92e52a6a14e_FORMATO.png",100800,34,"SAN","lat","Nulo",0,1,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"358","Emanuel Leone Moura","emanuel","Emanuel","https://s.glbimg.com/es/sde/f/2017/12/01/e2a85d715ac397898197228bac470497_FORMATO.jpeg",100840,34,"GRE","zag","Nulo",0,2,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"359","Felipe Albuquerque Felippi","felipe","Felipe",NA,100843,34,"GRE","lat","Nulo",0,2,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"360","Ruan Tressoldi Netto","ruan","Ruan",NA,100842,34,"GRE","zag","Nulo",0,1,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"361","Lucas Araújo de Oliveira","lucas-araujo","Lucas Araújo",NA,100844,34,"GRE","mei","Nulo",0,1,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"362","Aníbal Gabriel Vega da Silva","anibal","Aníbal","https://s.glbimg.com/es/sde/f/2017/12/02/fefa8b7d5270b00509e86279efdf2c9f_FORMATO.png",100847,34,"PAL","ata","Nulo",0,1,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"363","Wanderson Felippe Cardoso dos Santos","felippe-cardoso","Felippe Cardoso","https://s.glbimg.com/es/sde/f/2018/09/14/448879bc85937305a08a7038f527e40a_FORMATO.png",100963,34,"SAN","ata","Contundido",0,2.79,0,-1,"Santos",NA,NA,1,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"364","Luan Cândido de Almeida","luan-candido","Luan Cândido","https://s.glbimg.com/es/sde/f/2017/12/02/e7ddf5812ba39b07d5ce1a4b9475ebd0_FORMATO.png",100848,34,"PAL","lat","Nulo",0,1,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"365","Lucas Esteves de Souza","esteves","Esteves","https://s.glbimg.com/es/sde/f/2017/12/02/1506a1501f5670d8841c320d2456e45d_FORMATO.png",100846,34,"PAL","lat","Nulo",0,1,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"366","Alan de Souza Guimarães","alanzinho","Alanzinho","https://s.glbimg.com/es/sde/f/2017/12/02/2f1ae5575738c09ceb9e0a585385faa1_FORMATO.png",100845,34,"PAL","mei","Nulo",0,3,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"367","Matheus Ferreira de Sousa","ferreira","Ferreira","https://s.glbimg.com/es/sde/f/2018/04/12/1a8922ffc1c19237faf02beed71c102d_FORMATO.png",100985,34,"SPO","mei","Nulo",0,2.81,0,1.01,"Sport",NA,NA,NA,NA,4,NA,NA,5,NA,8,1,NA,1,NA,NA,NA,NA,NA
"368","Helerson Mateus do Nascimento","helerson","Helerson","https://s.glbimg.com/es/sde/f/2018/05/17/d77174c23bf61556c34f3ce05ac4c396_FORMATO.png",101073,34,"BOT","zag","Nulo",0,1,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"369","Victor Alexander Da Silva ","vitinho","Vitinho",NA,100898,34,"CRU","lat","Nulo",0,0.95,0,0.5,"Cruzeiro",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
