"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.clube.id.full.name","CA","FC","FS","G","PE","RB","SG","CV","FF","I","FD","DD","GS","DP","A","FT","GC","PP"
"288","Felipe Alves Raymundo","felipe-alves","Felipe Alves","https://s.glbimg.com/es/sde/f/2018/03/01/a4001473c0c581b61769bb3db00efcaa_FORMATO.png",72372,36,"ATL","gol","Dúvida",0,1.85,0,1.95,"Atlético-PR",1,NA,NA,NA,4,NA,1,NA,NA,NA,NA,6,6,NA,NA,NA,NA,NA
"289","Rodrigo Oliveira Lindoso","rodrigo-lindoso","Rodrigo Lindoso","https://s.glbimg.com/es/sde/f/2018/05/17/3988b3a7c7218ab5a3b8b242ad6f1b46_FORMATO.png",72362,36,"BOT","mei","Provável",-1.1,9.55,-1.02,4.3,"Botafogo",6,36,43,7,79,50,NA,NA,17,3,7,NA,NA,NA,3,1,NA,1
"290","Calyson Rubens Santiago Rosa","calyson","Calyson","https://s.glbimg.com/es/sde/f/2018/07/15/1f150f4d934c5bea8831eafc53efaf4e_FORMATO.png",82630,36,"CEA","mei","Suspenso",5.6,3.55,1.05,2.04,"Ceará",3,14,19,2,23,11,NA,NA,10,2,8,NA,NA,NA,NA,NA,NA,NA
"291","Matheus Simonete Bressanelli","bressan","Bressan","https://s.glbimg.com/es/sde/f/2018/05/18/89ef7379a0826a62657cb5948a315081_FORMATO.png",72491,36,"GRE","zag","Nulo",0,9.43,0,4.6,"Grêmio",3,24,12,1,27,30,12,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA
"292","Matheus Galdezani","matheus-galdezani","Matheus Galdezani","https://s.glbimg.com/es/sde/f/2018/05/17/2b140006a6546ccb3c5fbb067a9e8b93_FORMATO.png",82634,36,"ATL","mei","Provável",1.7,3.48,0.18,1.45,"Atlético-MG",6,24,27,1,43,25,NA,1,7,1,4,NA,NA,NA,1,NA,NA,NA
"293","Jailson Marcelino dos Santos","jailson","Jailson","https://s.glbimg.com/es/sde/f/2017/04/18/63a42550ea5f70d0bbc92287dd6ac259_FORMATO.png",72290,36,"PAL","gol","Nulo",0,11.78,0,4.33,"Palmeiras",2,NA,NA,NA,11,NA,5,1,NA,NA,NA,24,11,NA,NA,NA,NA,NA
"294","Marcelo Hermes","marcelo-hermes","Marcelo Hermes","https://s.glbimg.com/es/sde/f/2018/05/07/bedbd7a85b9260c4086c631ade9244cd_FORMATO.png",82639,36,"CRU","lat","Nulo",0,3.26,0,1.94,"Cruzeiro",4,16,8,NA,37,20,2,NA,4,NA,1,NA,NA,NA,NA,NA,NA,NA
"295","Vinícius Vasconcelos Araújo","vinicius-araujo","Vinícius Araújo","https://s.glbimg.com/es/sde/f/2018/09/27/6ddf98420b08a50c32c74472f3b962b3_FORMATO.png",82767,36,"VAS","ata","Nulo",0,3.75,0,-0.03,"Vasco",2,3,4,NA,4,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"296","Marcos Vinícius de Jesus Araújo","marcos-vinicius","Marcos Vinícius","https://s.glbimg.com/es/sde/f/2018/05/17/d29916588c79c99dd0a20debd0ea12bd_FORMATO.png",73721,36,"BOT","mei","Nulo",0,3.16,0,1.32,"Botafogo",1,2,6,NA,11,3,NA,NA,3,NA,NA,NA,NA,NA,NA,1,NA,NA
"297","Jeferson de Araújo de Carvalho","jeferson","Jeferson","https://s.glbimg.com/es/sde/f/2018/04/13/b82201ef35f9d51daf417ce9f8294859_FORMATO.png",84917,36,"VIT","lat","Provável",0,5.04,0,2.69,"Vitória",8,33,27,NA,78,49,9,1,3,3,1,NA,NA,NA,1,NA,NA,NA
"298","Rafael Thyere Albuquerque Marques","rafael-thyere","Rafael Thyere","https://s.glbimg.com/es/sde/f/2018/05/24/918318ba9c18b6913e11cb5688852591_FORMATO.png",83048,36,"CHA","zag","Contundido",0,5.02,0,2.36,"Chapecoense",7,16,16,1,43,28,7,NA,3,1,3,NA,NA,NA,NA,NA,NA,NA
"299","Ruy Franco de Almeida Junior","ruy","Ruy","https://s.glbimg.com/es/sde/f/2018/03/17/e5c923c2884a22666c9fa588105d9986_FORMATO.png",82939,36,"AME","mei","Nulo",0,5.32,0,1.87,"América-MG",NA,6,27,1,71,11,NA,NA,9,1,9,NA,NA,NA,1,1,NA,NA
"300","Hernane Vidal Souza","hernane","Hernane","https://s.glbimg.com/es/sde/f/2018/08/15/df43aeed005a5668d32e3104263e2119_FORMATO.png",72386,36,"SPO","ata","Provável",8,6.18,1.13,4.11,"Sport",1,26,38,1,23,20,NA,NA,9,3,9,NA,NA,NA,2,NA,NA,NA
"301","Rafael Copetti Fernandes","rafael-copetti","Rafael Copetti ","https://s.glbimg.com/es/sde/f/2018/08/29/f7b5b8074902a5f4e21da95e0e0725ab_FORMATO.png",73074,36,"CHA","gol","Nulo",0,3,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"302","Luis Carlos Dallastella","luis-carlos","Luis Carlos","https://s.glbimg.com/es/sde/f/2018/03/21/327d9a5891939cc8940a99c68e11c26b_FORMATO.png",73413,36,"PAR","gol","Nulo",0,0.7,0,-4,"Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"303","Renê dos Santos Júnior","rene-junior","Renê Júnior","https://s.glbimg.com/es/sde/f/2018/03/20/8b306efa7463aa34e658516c465f664e_FORMATO.png",73281,36,"COR","mei","Contundido",0,5.85,0,2.6,"Corinthians",NA,12,5,NA,4,9,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"304","Jean Roberto Souza da Silva","jean-roberto","Jean Roberto","https://s.glbimg.com/es/sde/f/2018/08/03/a07616383dec21597806430f34779a1d_FORMATO.png",83204,36,"CHA","mei","Nulo",0,2,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"305","Lucas Daniel Romero","lucas-romero","Lucas Romero","https://s.glbimg.com/es/sde/f/2018/05/07/5afee43c79c6ee5a180385ef4550fd6c_FORMATO.png",84558,36,"CRU","mei","Dúvida",0.2,5.49,-0.93,3.3,"Cruzeiro",4,26,24,NA,38,56,NA,NA,5,1,2,NA,NA,NA,NA,NA,NA,NA
"306","Samuel Xavier Brito","samuel-xavier","Samuel Xavier","https://s.glbimg.com/es/sde/f/2018/05/17/fd0c8a84c1faea5160f04ad242f45e3e_FORMATO.png",73384,36,"CEA","lat","Provável",6.2,6.18,0.57,4.1,"Ceará",8,36,40,1,45,31,8,1,7,1,NA,NA,NA,NA,4,1,NA,NA
"307","Gabriel Santana Pinto","gabriel","Gabriel","https://s.glbimg.com/es/sde/f/2018/05/24/ba83d05d6577dcd62dcb5af3bb7ca5e1_FORMATO.png",73515,36,"SPO","mei","Provável",5.4,7.08,0.5,2.95,"Sport",3,24,55,5,68,21,NA,NA,13,3,10,NA,2,NA,3,1,NA,1
"308","Thiago Rodrigues de Oliveira Nogueira","thiago-rodrigues","Thiago Rodrigues","https://s.glbimg.com/es/sde/f/2018/03/21/d825409cc03f8e81e67ec76372f1b206_FORMATO.png",73414,36,"PAR","gol","Nulo",0,7.8,0,5.37,"Paraná",NA,1,2,NA,7,NA,4,NA,NA,NA,NA,21,12,1,NA,NA,NA,NA
"309","Patrick Bezerra do Nascimento","patrick","Patrick","https://s.glbimg.com/es/sde/f/2018/04/08/ecdf20e0263f65cb7a63bf0e68ebd3b6_FORMATO.png",83433,36,"INT","mei","Dúvida",4.8,17.16,0.02,5.81,"Internacional",6,57,46,5,70,99,NA,NA,17,NA,11,NA,NA,NA,3,NA,NA,NA
"310","Gabriel Barbosa Almeida","gabriel","Gabriel","https://s.glbimg.com/es/sde/f/2018/05/23/867503e41e09367e5f12e0f5e8a10322_FORMATO.png",83257,36,"SAN","ata","Provável",-0.2,14.21,-2.09,5.9,"Santos",7,45,61,17,88,26,NA,NA,34,20,20,NA,NA,NA,2,NA,NA,1
"311","Leonardo Pereira","leo-pereira","Léo Pereira","https://s.glbimg.com/es/sde/f/2018/03/01/8a057cef4a095e67d1314d0ff4bff05a_FORMATO.png",83528,36,"ATL","zag","Nulo",13.9,5.82,2.47,4.06,"Atlético-PR",4,11,7,3,48,13,8,NA,4,NA,2,NA,NA,NA,NA,NA,NA,NA
"312","Luiz Carlos Cirne Lima de Lorenzi","lisca","Lisca","https://s.glbimg.com/es/sde/f/2018/06/05/28dffdf0f5fa7f305e52bcd7ee449f9a_FORMATO.png",72588,36,"CEA","tec","Provável",5.71,8.83,0.36,4.11,"Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"313","José Rogério de Oliveira","rogerio","Rogério","https://s.glbimg.com/es/sde/f/2018/05/24/949f9e1967150f934c921bedf13a0bba_FORMATO.png",73540,36,"SPO","ata","Contundido",0,8.29,0,2.79,"Sport",NA,26,49,2,30,14,NA,1,23,9,14,NA,NA,NA,2,NA,NA,NA
"314","Jorge Daniel González Marquet","torito-gonzalez","Torito González","https://s.glbimg.com/es/sde/f/2018/03/21/4a53af8bd51b42f968f3b584e1581274_FORMATO.png",73703,36,"PAR","mei","Nulo",0,4.69,0,2.8,"Paraná",5,25,33,NA,14,29,NA,NA,9,NA,2,NA,NA,NA,1,NA,NA,NA
"315","Neilton Meira Mestzk","neilton","Neilton","https://s.glbimg.com/es/sde/f/2018/03/21/a77d395d25e1b65d85306670c5ae5c09_FORMATO.png",83772,36,"VIT","ata","Nulo",3.3,11.47,-1.06,3.77,"Vitória",7,43,56,7,94,37,NA,1,22,4,7,NA,NA,NA,4,2,NA,NA
"316","Bruno da Silva Barbosa","bruno-silva","Bruno Silva","https://s.glbimg.com/es/sde/f/2018/09/27/b17da0820a3b1e8337a588d2eac239bc_FORMATO.png",83626,36,"VAS","mei","Contundido",0,0.99,0,-0.12,"Vasco",1,12,4,NA,19,6,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"317","Rildo de Andrade Felicissimo","rildo","Rildo","https://s.glbimg.com/es/sde/f/2018/09/27/1efc38e38866055fe84ec680c96da256_FORMATO.png",73635,36,"VAS","ata","Nulo",0,2.56,0,0.44,"Vasco",1,1,11,NA,9,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA
"318","Clayson Henrique da Silva Vieira","clayson","Clayson","https://s.glbimg.com/es/sde/f/2018/03/19/8d90e0a2771563f6cb02d576edbed6ed_FORMATO.png",83817,36,"COR","ata","Nulo",1,8.42,0.11,1.31,"Corinthians",3,17,21,1,31,14,NA,NA,4,5,6,NA,NA,NA,1,NA,NA,NA
"319","Nicolás Federico López Alonso","nico-lopez","Nico López","https://s.glbimg.com/es/sde/f/2018/04/08/5bb6e14f65a15709391b32e0e4332d8c_FORMATO.png",84709,36,"INT","ata","Provável",2.5,15.24,-0.31,5.27,"Internacional",5,35,44,9,68,32,NA,NA,21,12,25,NA,NA,NA,5,3,NA,NA
"320","Erik Nascimento Lima","erik","Erik","https://s.glbimg.com/es/sde/f/2018/08/24/4c8b627f6b5b437c8410b1aa659b69ae_FORMATO.png",84848,36,"BOT","ata","Provável",9.7,4.67,0.2,3.49,"Botafogo",2,28,35,3,31,16,NA,NA,11,8,6,NA,NA,NA,4,1,NA,NA
"321","Agustín Lionel Allione","allione","Allione","https://s.glbimg.com/es/sde/f/2018/03/21/3c614f3fa77de55748fa8ddfdef2eecc_FORMATO.png",84585,36,"BAH","mei","Nulo",0,3.79,0,1.5,"Bahia",NA,7,5,1,8,1,NA,NA,2,NA,2,NA,NA,NA,1,NA,NA,NA
"322","Diego Barbosa Tavares","diego-tavares","Diego Tavares","https://s.glbimg.com/es/sde/f/2018/08/31/b99149d02e70403afe5bf3e8306aefc1_FORMATO.jpeg",83869,36,"PAR","lat","Nulo",0,3.92,0,4.5,"Paraná",NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"323","Andrevaldo de Jesus Santos","valdo","Valdo","https://s.glbimg.com/es/sde/f/2018/05/25/cf9d979ab326b302465984bc2feb021f_FORMATO.png",84509,36,"CEA","zag","Nulo",0,6.63,0,3.18,"Ceará",NA,5,6,1,8,14,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"324","Denilson Pereira Junior","denilson","Denilson","https://s.glbimg.com/es/sde/f/2018/06/26/03cbfce3f32c6c7b881bed5eeebfa2a5_FORMATO.png",84718,36,"ATL","ata","Nulo",0,7.07,0,1.23,"Atlético-MG",2,13,6,2,13,4,NA,NA,9,4,1,NA,NA,NA,NA,NA,NA,NA
"325","Alberto Valentim do Carmo Neto","alberto-valentim","Alberto Valentim","https://s.glbimg.com/es/sde/f/2018/03/20/c6b54edc93e180bf641056650be46611_FORMATO.png",84863,36,"VAS","tec","Provável",6.72,10.11,0.78,3.72,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"326","Charles Luis Reiter","charles","Charles","https://s.glbimg.com/es/sde/f/2018/03/21/c6be1b00e5922e5a5cb8a8f78031dc24_FORMATO.png",84187,36,"PAR","zag","Dúvida",4,4.85,-0.09,3.05,"Paraná",1,6,8,NA,5,9,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"327","Raul Prata","raul-prata","Raul Prata","https://s.glbimg.com/es/sde/f/2018/05/24/c8acdd3d52f83d6831096e90f46b3d69_FORMATO.png",84855,36,"SPO","lat","Dúvida",0,9.16,0,3.26,"Sport",3,26,21,NA,70,34,7,1,4,NA,2,NA,NA,NA,1,NA,NA,NA
"328","Marcos Felipe de Freitas Monteiro","marcos-felipe","Marcos Felipe ","https://s.glbimg.com/es/sde/f/2018/05/18/72317ca5c12be51354f8792ab39b37d8_FORMATO.png",85004,36,"FLU","gol","Nulo",0,2,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"329","Bruno Fabiano Alves","bruno-alves","Bruno Alves","https://s.glbimg.com/es/sde/f/2018/08/21/5ff03d7f1c17970fd5a348a979f50951_FORMATO.png",73620,36,"SAO","zag","Dúvida",0,11.1,0,4.08,"São Paulo",9,40,19,2,25,38,12,NA,4,6,5,NA,NA,NA,NA,1,NA,NA
"330","Carlos Alberto Carvalho da Silva Júnior","carlos","Carlos","https://s.glbimg.com/es/sde/f/2018/04/20/e4df417626fe465bd2a41d300e43856f_FORMATO.png",85027,36,"PAR","ata","Nulo",0,4.51,0,1.52,"Paraná",6,19,24,1,24,16,NA,NA,15,11,6,NA,NA,NA,NA,NA,NA,NA
"331","Orlando Enrique Berrío Meléndez","berrio","Berrío ","https://s.glbimg.com/es/sde/f/2018/05/04/1dca4f3eecabeea66a9817cd0722f76f_FORMATO.png",85300,36,"FLA","ata","Nulo",5.5,4.81,0.26,2.67,"Flamengo",NA,3,4,NA,2,2,NA,NA,2,NA,1,NA,NA,NA,2,1,NA,NA
"332","Henrique Silva Milagres","henrique","Henrique","https://s.glbimg.com/es/sde/f/2018/09/27/b3280046d476aa241a694771fbe1b0cc_FORMATO.png",84893,36,"VAS","lat","Provável",5,6.31,0.85,2.2,"Vasco",4,29,35,NA,42,21,5,1,6,2,3,NA,NA,NA,1,NA,NA,NA
"333","Alex Paulo Menezes Santana","alex-santana","Alex Santana","https://s.glbimg.com/es/sde/f/2018/03/21/0b541e5882ecfea594b9f526c908601d_FORMATO.png",85465,36,"PAR","mei","Provável",2.1,4.98,0.41,3.93,"Paraná",6,22,37,3,34,37,NA,NA,29,NA,9,NA,NA,NA,NA,1,NA,NA
"334","Claudinei dos Santos Oliveira","claudinei-oliveira","Claudinei Oliveira","https://s.glbimg.com/es/sde/f/2018/10/18/511e42c3263bd1f9a67e970fead7b065_FORMATO.png",84761,36,"CHA","tec","Provável",3,9.06,0.11,3.1,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"335","Uilson Pedruzzi de Oliveira","uilson","Uilson","https://s.glbimg.com/es/sde/f/2018/05/07/9c69736d87e93ac80d7f38013cb1c1e7_FORMATO.png",85418,36,"ATL","gol","Contundido",0,2,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"336","Marcelo Machado dos Santos ","marcelo","Marcelo","https://s.glbimg.com/es/sde/f/2018/03/20/05f475c48e922f2e6d24615603f85935_FORMATO.png",85400,36,"BOT","mei","Contundido",0,3.28,0,2.13,"Botafogo",1,4,5,NA,2,6,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"337","Leonardo de Sousa Pereira","leo-ceara","Léo Ceará","https://s.glbimg.com/es/sde/f/2018/08/31/5097d6c26b52561e75d1062f0c17c757_FORMATO.png",85607,36,"VIT","ata","Provável",0.2,7.23,-1.07,4.11,"Vitória",3,26,40,5,20,6,NA,NA,19,7,5,NA,NA,NA,NA,NA,NA,NA
"338","João Paulo Silva Martins","joao-paulo","João Paulo","https://s.glbimg.com/es/sde/f/2018/05/23/1ca235953ef1a22b3961956b96191dc1_FORMATO.png",85425,36,"SAN","gol","Nulo",0,2,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"339","Leonardo Pinheiro da Conceição","leo","Léo","https://s.glbimg.com/es/sde/f/2018/03/21/c6572fbc65cb9ee9ad6f2d3e068ccbd1_FORMATO.png",85626,36,"BAH","lat","Provável",0,9.1,0,3.15,"Bahia",1,34,24,NA,62,41,8,NA,8,6,6,NA,NA,NA,1,NA,NA,NA
"340","Lucas Cândido Silva","lucas-candido","Lucas Cândido","https://s.glbimg.com/es/sde/f/2018/05/07/19488c44e682165da72638af463246ff_FORMATO.png",84851,36,"ATL","mei","Nulo",3.9,2.42,-0.19,1.68,"Atlético-MG",NA,2,4,NA,1,6,NA,1,NA,NA,2,NA,NA,NA,NA,1,NA,NA
"341","Aylon Darwin Tavella","aylon","Aylon","https://s.glbimg.com/es/sde/f/2018/05/07/5a02ebebae94350f74b0622d02730891_FORMATO.png",85930,36,"AME","ata","Dúvida",0,6.36,0,1.63,"América-MG",3,17,16,NA,13,9,NA,NA,10,7,6,NA,NA,NA,1,1,NA,NA
"342","Yago Felipe da Costa Rocha","yago","Yago","https://s.glbimg.com/es/sde/f/2018/03/21/54d2ff44a32a66affd7636aa9f2ae99f_FORMATO.png",87747,36,"VIT","mei","Nulo",4.6,9.05,0.47,2.74,"Vitória",4,23,54,1,47,24,NA,1,19,1,7,NA,NA,NA,2,1,NA,NA
"343","Deijair dos Santos Nunes","deijair","Deijair ","https://s.glbimg.com/es/sde/f/2018/03/21/f9f4e4a6a22fe72fe865c297f6ae648a_FORMATO.png",94966,36,"BAH","gol","Nulo",0,1,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"344","Hyoran Kaue Dalmoro","hyoran","Hyoran","https://s.glbimg.com/es/sde/f/2017/02/19/1ec83086a8ae2fe33a1e88113fff1ac1_FORMATO.png",85931,36,"PAL","mei","Nulo",0,5.63,0,3.19,"Palmeiras",5,35,21,3,33,16,NA,NA,17,4,9,NA,NA,NA,6,1,NA,NA
"345","Miguel Ángel Borja Hernández","borja","Borja","https://s.glbimg.com/es/sde/f/2017/04/23/4b0f5cd460ee874344bfbfd4e3eef9a6_FORMATO.png",86120,36,"PAL","ata","Nulo",2.1,9.82,0.48,2.94,"Palmeiras",5,26,13,3,31,12,NA,NA,22,10,6,NA,NA,NA,1,NA,NA,NA
"346","Jorge Ambrosio Mendonça","mendonca","Mendonça",NA,101480,36,"GRE","zag","Nulo",0,1,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"347","Igor da Silva Amaral","igor-amaral","Igor Amaral","https://s.glbimg.com/es/sde/f/2018/08/03/617d3a1d03fc88e359293779c15c367a_FORMATO.png",86073,36,"AME","mei","Nulo",0,2,0,0,"América-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"348","Giorgian Daniel de Arrascaeta Benedetti","arrascaeta","Arrascaeta","https://s.glbimg.com/es/sde/f/2018/07/01/4bacaa8c6112be8345d4e81006963e37_FORMATO.png",87863,36,"CRU","mei","Provável",0,16.25,0,7.34,"Cruzeiro",4,21,44,6,50,26,NA,NA,19,2,14,NA,NA,NA,6,1,NA,NA
"349","Antônio Francisco Moura Neto","neto-moura","Neto Moura","https://s.glbimg.com/es/sde/f/2018/05/24/af017e13e350ed632a40f953f3dd8d53_FORMATO.png",87742,36,"SPO","mei","Nulo",0,4.17,0,1.96,"Sport",3,12,13,NA,14,22,NA,NA,5,NA,7,NA,NA,NA,NA,NA,NA,NA
"350","Wanderson Santos Pereira","wanderson","Wanderson","https://s.glbimg.com/es/sde/f/2018/05/08/ebbd8503f27be0857e0c6fbad5884636_FORMATO.png",86143,36,"ATL","zag","Provável",0,3.51,0,1.43,"Atlético-PR",2,22,2,NA,26,12,4,NA,2,1,1,NA,NA,NA,NA,NA,NA,NA
"351","Pablo Carneiro Freitas","pablo-maldini","Pablo Maldini",NA,100127,36,"FLA","lat","Nulo",0,1,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"352","Lucas Soares de Almeida","lucas-soares","Lucas Soares",NA,100158,36,"CRU","lat","Nulo",0,1,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"353","Vander Tavares Silva","vander","Vander",NA,100159,36,"CRU","mei","Nulo",0,1,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"354","Paulo Henrique Pereira da Silva","paulinho","Paulinho","https://s.glbimg.com/es/sde/f/2018/05/26/755b69cb731efaf835f0b845f7693bbf_FORMATO.png",100333,36,"SAO","ata","Nulo",0,1.29,0,2.5,"São Paulo",NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"355","Jandrei Chitolina Carniel","jandrei","Jandrei","https://s.glbimg.com/es/sde/f/2018/05/24/a6bbeb6a5b1860ac8642a8ba43cd525e_FORMATO.png",86508,36,"CHA","gol","Provável",-2.1,4.43,-0.22,1.25,"Chapecoense",2,1,6,NA,34,1,8,NA,NA,NA,NA,35,49,1,NA,NA,NA,NA
"356","Pedro Henrique de Oliveira Correia","pedrao","Pedrão","https://s.glbimg.com/es/sde/f/2017/09/14/f98ef7fba472b456f28c1888c9e392e5_FORMATO.jpeg",100322,36,"PAL","zag","Nulo",0,2,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"357","Pablo Dyego da Silva Rosa","pablo-dyego","Pablo Dyego","https://s.glbimg.com/es/sde/f/2018/01/21/438b2556ee9ffdf26099d9eb3ecbe28a_FORMATO.png",86444,36,"FLU","ata","Contundido",0,5.39,0,3.24,"Fluminense",NA,4,12,2,15,5,NA,NA,6,NA,4,NA,NA,NA,NA,1,NA,NA
"358","Matheus Matias Ferreira","matheus-matias","Matheus Matias","https://s.glbimg.com/es/sde/f/2018/03/20/eb73de7fb8328542fb0438fdd1809c4b_FORMATO.png",100430,36,"COR","ata","Nulo",0,2.66,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"359","Victor Luis Chuab Zamblauskas","victor-luis","Victor Luis","https://s.glbimg.com/es/sde/f/2018/03/01/1bfd94d7a93e4d5f7f21981109f79c87_FORMATO.png",86410,36,"PAL","lat","Nulo",5.4,8.96,0.18,4.7,"Palmeiras",4,20,23,1,50,33,10,NA,9,1,5,NA,NA,NA,NA,NA,NA,NA
"360","Milton Mendes","milton-mendes","Milton Mendes","https://s.glbimg.com/es/sde/f/2018/09/28/04be6943362ba72962775e0bf4c9ccfa_FORMATO.png",86486,36,"SPO","tec","Provável",3.82,9.03,0.21,3.77,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"361","Yuri Alberto Monteiro da Silva","yuri-alberto","Yuri Alberto","https://s.glbimg.com/es/sde/f/2018/05/23/c12302cb409beb75eb67f045028f774e_FORMATO.png",100652,36,"SAN","ata","Nulo",0,2.25,0,1.06,"Santos",1,2,3,NA,NA,1,NA,NA,3,2,5,NA,NA,NA,NA,NA,NA,NA
"362","Weverton Almeida Silva","weverton-almeida","Weverton Almeida","https://s.glbimg.com/es/sde/f/2018/05/08/4c72622d78b8cfdc737c1eb48ea75370_FORMATO.png",100459,36,"ATL","zag","Nulo",0,1,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"363","Everton Felipe de Oliveira Silva","everton-felipe","Everton Felipe","https://s.glbimg.com/es/sde/f/2018/08/21/4d64454f19345aa1913dc5a20c3bd0d2_FORMATO.png",86519,36,"SAO","mei","Nulo",0,4.07,0,1.51,"São Paulo",NA,9,14,1,34,8,NA,NA,2,1,4,NA,NA,NA,NA,NA,NA,NA
"364","Richardson Fernandes dos Santos","richardson","Richardson","https://s.glbimg.com/es/sde/f/2018/05/25/c51f78e8b84b9bb14c67fc3bcd7d69af_FORMATO.png",86536,36,"CEA","mei","Nulo",0,7.23,0,3.58,"Ceará",11,60,66,NA,40,67,NA,NA,9,1,7,NA,NA,NA,1,NA,NA,NA
"365","Richard Cândido Coelho","richard","Richard","https://s.glbimg.com/es/sde/f/2018/05/18/2e439bad8d914c893045a080a41aee13_FORMATO.png",86711,36,"FLU","mei","Provável",0,15.84,0,4.28,"Fluminense",6,51,41,2,69,91,NA,NA,11,NA,7,NA,NA,NA,1,NA,NA,NA
"366","Rodrygo Silva de Goes","rodrygo","Rodrygo","https://s.glbimg.com/es/sde/f/2018/05/23/a4027e39ad5dea6e62cfafe8425bd637_FORMATO.png",100651,36,"SAN","ata","Provável",11.6,13.04,1.78,4.06,"Santos",1,30,64,7,66,15,NA,NA,14,1,17,NA,NA,NA,3,2,NA,NA
"367","Malcoon Silva","malcoon","Malcoon","https://s.glbimg.com/es/sde/f/2015/05/07/69c5d890c1338b62d5a46963c3c32ab1_FORMATO.jpeg",86615,36,"AME","lat","Nulo",0,2,0,0,"América-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"368","Diogo Augusto Pereira Neto","diogo","Diogo","https://s.glbimg.com/es/sde/f/2018/01/21/14cbdb450d8081db2cd35451de9e77ef_FORMATO.png",100683,36,"FLU","lat","Nulo",0,1,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"369","João Lucas Cardoso","joao-lucas","João Lucas","https://s.glbimg.com/es/sde/f/2018/06/08/cba36b9e183d6b8a55c6361787adf089_FORMATO.jpeg",86740,36,"CEA","lat","Nulo",0,5.02,0,3.3,"Ceará",1,6,4,NA,28,13,5,NA,6,1,2,NA,NA,NA,NA,NA,NA,NA
