"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.clube.id.full.name","SG","FS","FC","RB","FT","PE","A","CA","FD","FF","I","G","CV","DD","DP","GS","GC","PP"
"291","Rodolfo Alves de Melo","rodolfo","Rodolfo","https://s.glbimg.com/es/sde/f/2018/05/18/5f872890e2cb0764d6ab01fa87c80a2b_FORMATO.png",63082,21,"FLU","gol","Nulo",0,3,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"292","Alan Luciano Ruschel","alan-ruschel","Alan Ruschel","https://s.glbimg.com/es/sde/f/2018/05/24/ddefa1a922260aeb7a1835dd4a8117f5_FORMATO.png",63110,21,"CHA","mei","Nulo",0,3.84,0,1.37,"Chapecoense",NA,6,2,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"293","Evanildo Borges Barbosa Júnior","juninho","Juninho","https://s.glbimg.com/es/sde/f/2018/03/21/a365ec393385db562f884705537218a4_FORMATO.png",63119,21,"VIT","lat","Nulo",0,3.44,0,0,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"294","Marcos Luis Rocha Aquino","marcos-rocha","Marcos Rocha","https://s.glbimg.com/es/sde/f/2018/01/30/edb0d67e60d39d102b52517058ff4227_FORMATO.jpeg",63013,21,"PAL","lat","Provável",5.4,13.05,-1.58,6.34,"Palmeiras",6,16,36,58,1,69,2,5,2,2,NA,1,NA,NA,NA,NA,NA,NA
"295","José Élber Pimentel da Silva","elber","Élber","https://s.glbimg.com/es/sde/f/2018/03/21/1b00098477bad4e60d3bc520dc464ab7_FORMATO.png",74140,21,"BAH","mei","Provável",3.8,5.99,0.18,2.93,"Bahia",NA,23,7,13,NA,30,3,5,11,1,3,1,NA,NA,NA,NA,NA,NA
"296","Luis Antônio Venker de Menezes","mano-menezes","Mano Menezes","https://s.glbimg.com/es/sde/f/2018/05/18/b67ea93f254fb3c5b6517b9f84238c19_FORMATO.png",37281,21,"CRU","tec","Provável",4.74,11.09,0.32,3.7,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"297","Carlos Emiliano Pereira","carlinhos","Carlinhos","https://s.glbimg.com/es/sde/f/2018/05/07/3497662bc32f7504a1fa070ddc56cce4_FORMATO.png",63194,21,"AME","lat","Provável",2,11.37,-1.33,4.96,"América-MG",4,11,19,22,NA,27,1,4,5,4,1,1,NA,NA,NA,NA,NA,NA
"298","Enderson Alves Moreira","enderson-moreira","Enderson Moreira","https://s.glbimg.com/es/sde/f/2018/06/18/9151cec708122edc8878806ef5c1f83c_FORMATO.png",62137,21,"BAH","tec","Provável",1.35,10.13,-0.09,3.48,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"299","Alexi Stival","cuca","Cuca","https://s.glbimg.com/es/sde/f/2018/07/31/462a0dba3c1810e338b61e28a25d8495_FORMATO.png",42411,21,"SAN","tec","Provável",6.2,10.14,0.25,4.46,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"300","Luan Madson Gedeão De Paiva","luan","Luan","https://s.glbimg.com/es/sde/f/2018/05/07/c8cafabc87bc7ef4d50c8f18eafa05ce_FORMATO.png",63219,21,"ATL","ata","Nulo",6.3,15.35,1,5.41,"Atlético-MG",NA,17,27,54,1,52,3,3,4,10,2,3,NA,NA,NA,NA,NA,NA
"301","José Luis dos Santos Pinto","zezinho","Zezinho","https://s.glbimg.com/es/sde/f/2018/03/21/20af82e27e6699c69e9458932cd76ae4_FORMATO.png",63208,21,"PAR","mei","Nulo",0,4.47,0,0.2,"Paraná",NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"302","Jucilei da Silva","jucilei","Jucilei","https://s.glbimg.com/es/sde/f/2018/08/21/f187045e0e177e81233e607955059a4c_FORMATO.png",63422,21,"SAO","mei","Suspenso",4.4,8.29,0.02,3.73,"São Paulo",NA,24,27,47,NA,29,NA,3,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"303","Rodrigo Modesto da Silva Moledo","rodrigo-moledo","Rodrigo Moledo","https://s.glbimg.com/es/sde/f/2018/03/20/e5bb6257009bf74098a367b4c1b9e53d_FORMATO.png",63354,21,"INT","zag","Suspenso",8.1,13.09,0.41,6.23,"Internacional",10,15,14,27,NA,19,NA,3,1,7,1,1,NA,NA,NA,NA,NA,NA
"304","André Felipe Ribeiro de Souza","andre","André","https://s.glbimg.com/es/sde/f/2018/05/18/0ca56cb5450f85a99dc8b875b05f9c86_FORMATO.png",68690,21,"GRE","ata","Provável",0,7.68,0,1.96,"Grêmio",NA,25,32,9,NA,27,NA,3,5,11,11,3,NA,NA,NA,NA,NA,NA
"305","Edenílson Andrade Dos Santos","edenilson","Edenílson","https://s.glbimg.com/es/sde/f/2018/04/08/b8c17a1d807dace07b81afcb28a3438d_FORMATO.png",63289,21,"INT","mei","Provável",7.4,9.4,1.56,2.35,"Internacional",NA,22,12,19,NA,38,2,4,2,7,NA,1,NA,NA,NA,NA,NA,NA
"306","Bergson Gustavo Silveira da Silva","bergson","Bergson","https://s.glbimg.com/es/sde/f/2018/03/01/8027daac99864e85d92bbd292cec641c_FORMATO.png",68696,21,"ATL","ata","Nulo",0,4.23,0,0.82,"Atlético-PR",NA,12,8,2,NA,6,NA,3,4,8,2,NA,NA,NA,NA,NA,NA,NA
"307","Bruno César Pereira da Silva","bruno-silva","Bruno Silva","https://s.glbimg.com/es/sde/f/2018/05/18/c5296c34cd5096c635acc7874899ab65_FORMATO.png",68698,21,"CRU","mei","Nulo",0,7.33,0,2.75,"Cruzeiro",NA,6,20,13,NA,12,1,3,1,10,NA,2,NA,NA,NA,NA,NA,NA
"308","Sérgio Dutra Júnior","junior-dutra","Júnior Dutra","https://s.glbimg.com/es/sde/f/2018/07/20/a1efc5a279c303352851a3d68a6e7465_FORMATO.png",68784,21,"FLU","ata","Nulo",1.2,4.31,0.26,0.98,"Fluminense",NA,9,12,9,NA,16,1,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"309","José Rodolfo Pires Ribeiro","dodo","Dodô","https://s.glbimg.com/es/sde/f/2018/05/23/bed8c47807867724de1462e2c2e094cc_FORMATO.png",68727,21,"SAN","lat","Provável",11.2,13.22,1.15,4.47,"Santos",6,23,11,42,1,58,NA,3,2,6,2,NA,NA,NA,NA,NA,NA,NA
"310","Márcio Passos de Albuquerque","emerson-sheik","Emerson Sheik","https://s.glbimg.com/es/sde/f/2018/05/18/64c04239bb8fc608b9061c8f7833750c_FORMATO.png",68744,21,"COR","ata","Nulo",0,6.87,0,2.36,"Corinthians",NA,12,4,4,1,2,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"311","Emiliano Gabriel Vecchio","vecchio","Vecchio","https://s.glbimg.com/es/sde/f/2018/05/23/580db24e5f5f2179cb2757fc3a0e8286_FORMATO.png",68745,21,"SAN","mei","Nulo",0,4.54,0,0.55,"Santos",NA,NA,2,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"312","Guilherme de Aguiar Camacho","camacho","Camacho","https://s.glbimg.com/es/sde/f/2018/03/01/113fa00f0f462e50c76f0f74fab0f3aa_FORMATO.png",68770,21,"ATL","mei","Nulo",0,4.49,0,1.61,"Atlético-PR",NA,8,19,24,NA,30,NA,1,2,3,NA,NA,1,NA,NA,NA,NA,NA
"313","Maximiliano Gastón López","maxi-lopez","Maxi López","https://s.glbimg.com/es/sde/f/2018/07/18/23344242c4a903e79b613d54605d7acb_FORMATO.png",68800,21,"VAS","ata","Provável",17.9,10.36,3.17,5.15,"Vasco",NA,7,20,2,NA,3,3,3,2,7,NA,1,NA,NA,NA,NA,NA,NA
"314","Jonathan Doin","paulo-miranda","Paulo Miranda","https://s.glbimg.com/es/sde/f/2018/05/21/62fa3dde13de597371870ee9b721b5d7_FORMATO.png",68817,21,"GRE","zag","Nulo",-1.2,6.87,-1.6,4.89,"Grêmio",4,9,6,12,NA,19,NA,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"315","Rafael Galhardo de Souza","rafael-galhardo","Rafael Galhardo","https://s.glbimg.com/es/sde/f/2018/04/09/dd10c890ac24ce82978a7b585a33b7df_FORMATO.png",68821,21,"VAS","lat","Nulo",0,2.43,0,0.59,"Vasco",NA,7,6,5,NA,24,NA,1,2,5,1,NA,NA,NA,NA,NA,NA,NA
"316","Marcelo Lomba do Nascimento","marcelo-lomba","Marcelo Lomba","https://s.glbimg.com/es/sde/f/2018/04/08/c6db42e2a46652d39dfdaf203267d223_FORMATO.png",68872,21,"INT","gol","Provável",5,8.65,-0.34,8.73,"Internacional",6,2,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,11,NA,1,NA,NA
"317","Paulo Victor Mileo Vidotti","paulo-victor","Paulo Victor","https://s.glbimg.com/es/sde/f/2018/05/21/6022690f57c54343611ba7c2008603ce_FORMATO.png",68873,21,"GRE","gol","Nulo",-1,5.61,-0.74,2.3,"Grêmio",2,NA,NA,NA,NA,4,NA,2,NA,NA,NA,NA,NA,7,NA,6,NA,NA
"318","Paulo Marcos de Jesus Ribeiro","paulao","Paulão","https://s.glbimg.com/es/sde/f/2018/08/01/32bbffbc4731c16e4700b820b4ccdb68_FORMATO.png",63172,21,"AME","zag","Nulo",-3.1,3.53,-1.01,0.53,"América-MG",NA,4,10,10,NA,8,NA,2,1,3,1,NA,NA,NA,NA,NA,1,NA
"319","Welington Pereira Rodrigues","gum","Gum","https://s.glbimg.com/es/sde/f/2018/01/21/fad3eca69c2c4704602fb3e8c9aa074f_FORMATO.png",68887,21,"FLU","zag","Suspenso",-3,4.88,-1.97,2.5,"Fluminense",5,8,24,16,NA,36,1,3,1,5,NA,1,NA,NA,NA,NA,NA,NA
"320","André Luiz Barretto Silva Lima","andre-lima","André Lima","https://s.glbimg.com/es/sde/f/2018/03/21/d5bd90b5cbee9c67c4fe5a21cfdfe5f3_FORMATO.png",68893,21,"VIT","ata","Nulo",0,4.44,0,1.38,"Vitória",NA,19,25,5,NA,18,NA,3,6,3,4,2,NA,NA,NA,NA,NA,NA
"321","Severino do Ramo Clementino da Silva","nino-paraiba","Nino Paraíba","https://s.glbimg.com/es/sde/f/2018/05/02/6971ebec7f9c3c38db9490eb58f746f3_FORMATO.png",68808,21,"BAH","lat","Provável",-0.8,12.1,-1.3,5.76,"Bahia",4,15,13,30,NA,32,1,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA
"322","Wellington Alves da Silva","wellington-silva","Wellington Silva","https://s.glbimg.com/es/sde/f/2018/04/08/37fba0582d79360263206da6e9868169_FORMATO.png",68895,21,"INT","ata","Nulo",0,3.83,0,3.75,"Internacional",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"323","Ramon de Morais Motta ","ramon","Ramon","https://s.glbimg.com/es/sde/f/2018/04/09/f08ba4306c8c31eccc5e4d58f1a65e07_FORMATO.png",68896,21,"VAS","lat","Nulo",0,7.44,0,3.02,"Vasco",1,4,5,11,NA,20,NA,1,2,1,NA,1,NA,NA,NA,NA,NA,NA
"324","Rodrigo Júnior Paula Silva","digao","Digão","https://s.glbimg.com/es/sde/f/2018/07/05/108a277374dbf9d6964a4440bd9ef43e_FORMATO.png",68886,21,"FLU","zag","Provável",0,5.59,0,2.86,"Fluminense",3,5,12,8,NA,10,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"325","Diego Souza de Andrade","diego-souza","Diego Souza","https://s.glbimg.com/es/sde/f/2018/08/21/2c1ebd16cc103b0bd5a7224c74e03f01_FORMATO.png",68911,21,"SAO","mei","Provável",5.5,12.57,-0.27,5.14,"São Paulo",NA,26,23,5,1,31,3,NA,8,11,9,7,NA,NA,NA,NA,NA,NA
"326","Vinicius Santos Silva","vinicius","Vinicius","https://s.glbimg.com/es/sde/f/2018/05/24/0cbf8c93ebf616fd456c58a062f7fb7b_FORMATO.png",68917,21,"CHA","ata","Nulo",0.6,3.23,-0.16,1.14,"Chapecoense",NA,4,2,1,NA,8,NA,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA
"327","Rodrigo Pimpão Viana","rodrigo-pimpao","Rodrigo Pimpão","https://s.glbimg.com/es/sde/f/2018/05/17/eb369a54700edd67173154dd1a72cf7b_FORMATO.png",68901,21,"BOT","ata","Nulo",0,4.07,-0.54,1.83,"Botafogo",NA,16,11,18,NA,29,NA,5,4,7,NA,1,NA,NA,NA,NA,NA,NA
"328","Leonardo Fabiano da Silva e Silva","leonardo-silva","Leonardo Silva","https://s.glbimg.com/es/sde/f/2018/05/07/76bcd627f9b56262f6ad6cce8983b430_FORMATO.png",68925,21,"ATL","zag","Provável",0,10.05,0,5.81,"Atlético-MG",3,12,7,13,1,21,NA,3,1,2,NA,2,NA,NA,NA,NA,NA,NA
"329","Eduardo Pereira Rodrigues","dudu","Dudu","https://s.glbimg.com/es/sde/f/2017/04/18/5268d6ef98c67a25b1dabf90d489a37f_FORMATO.png",68920,21,"PAL","ata","Provável",0,14.82,0,5.34,"Palmeiras",NA,57,15,13,NA,46,5,6,13,11,3,4,1,NA,NA,NA,NA,1
"330","Mário Sérgio Santos Costa","marinho","Marinho","https://s.glbimg.com/es/sde/f/2018/06/30/f007da10d35b4b545c156bfef908cd6e_FORMATO.png",68952,21,"GRE","ata","Nulo",-3.8,11.1,-2.78,4.6,"Grêmio",NA,16,12,10,NA,11,1,2,5,5,1,1,NA,NA,NA,NA,NA,NA
"331","Ronaldo Luiz Alves","ronaldo-alves","Ronaldo Alves","https://s.glbimg.com/es/sde/f/2018/05/24/596fc62c2e66a9ab2b5119f565e42576_FORMATO.png",68950,21,"SPO","zag","Dúvida",3.6,6.81,0.55,2.7,"Sport",4,22,17,25,NA,22,NA,4,1,7,2,NA,NA,NA,NA,NA,NA,NA
"332","Giovanni Augusto Oliveira Cardoso","giovanni-augusto","Giovanni Augusto","https://s.glbimg.com/es/sde/f/2018/04/09/0be5d2671952995c3ef660e9452d1f39_FORMATO.png",68938,21,"VAS","mei","Nulo",0,7.16,0,2.17,"Vasco",NA,15,14,14,NA,40,2,1,4,7,NA,NA,NA,NA,NA,NA,NA,1
"333","Rafael Pires Monteiro","rafael","Rafael","https://s.glbimg.com/es/sde/f/2018/05/07/950b9601003125498cffc38c229783f4_FORMATO.png",68928,21,"CRU","gol","Nulo",0,6.53,0,7.67,"Cruzeiro",1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,2,NA,NA
"334","Welker Marçal de Almeida","kieza","Kieza","https://s.glbimg.com/es/sde/f/2018/03/20/f5b2dcceef9857c0dab3479a2ec2d946_FORMATO.png",68930,21,"BOT","ata","Nulo",0,7.71,0,4.47,"Botafogo",NA,24,16,8,NA,23,1,NA,10,10,5,5,NA,NA,NA,NA,NA,NA
"335","Aderbar Melo dos Santos Neto","santos","Santos","https://s.glbimg.com/es/sde/f/2018/05/08/cb128a5e04beb3653bf1847b06c72545_FORMATO.png",69012,21,"ATL","gol","Provável",-2.3,9.15,-2.89,4.89,"Atlético-PR",7,2,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,28,NA,17,NA,NA
"336","Manoel Messias Silva Carvalho","manoel","Manoel","https://s.glbimg.com/es/sde/f/2018/05/07/6cf5cf190985e20f0a42a7408e164e10_FORMATO.png",69014,21,"CRU","zag","Nulo",0,4.37,0,2.28,"Cruzeiro",1,5,6,1,NA,7,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA
"337","Leandro Damião da Silva dos Santos","leandro-damiao","Leandro Damião","https://s.glbimg.com/es/sde/f/2018/04/08/c1c8646acc0c6d9b787e0bcd4ce2303c_FORMATO.png",68953,21,"INT","ata","Dúvida",0,8.43,0,3.44,"Internacional",NA,11,20,4,NA,21,1,3,11,15,4,3,NA,NA,NA,NA,NA,NA
"338","Marcelo Cirino da Silva","marcelo-cirino","Marcelo Cirino","https://s.glbimg.com/es/sde/f/2018/07/04/f7efbd8bc7d99caaa2afc7125162b6c9_FORMATO.png",69022,21,"ATL","ata","Contundido",0,6.12,0,4.6,"Atlético-PR",NA,3,2,5,NA,10,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA
"339","Hélio Hermito Zampier Neto","neto","Neto","https://s.glbimg.com/es/sde/f/2018/08/01/51a34fdddb000e59403320c7aa8b8db4_FORMATO.png",69008,21,"CHA","zag","Contundido",0,2,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"340","Deivid Willian da Silva","deivid","Deivid","https://s.glbimg.com/es/sde/f/2018/05/18/9314a887ee8d5d3501ea45d244b7f947_FORMATO.png",69018,21,"SPO","mei","Suspenso",-1,2.14,-1.07,0.99,"Sport",NA,21,23,21,NA,21,NA,6,1,2,NA,NA,NA,NA,NA,NA,NA,NA
"341","Derlis Alberto González Galeano","derlis-gonzalez","Derlis González","https://s.glbimg.com/es/sde/f/2018/08/02/82821b03d402e292e2c9436d34a6f1b3_FORMATO.png",75372,21,"SAN","ata","Provável",12.2,9.7,2.04,5.47,"Santos",NA,3,6,3,NA,3,2,2,NA,1,1,1,NA,NA,NA,NA,NA,NA
"342","Régis Ribeiro de Souza","regis","Régis","https://s.glbimg.com/es/sde/f/2018/05/26/4e5702dd50b18168075ddd81501b8974_FORMATO.png",68995,21,"SAO","lat","Provável",5.5,6.85,-0.01,3.2,"São Paulo",3,3,7,10,NA,12,NA,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"343","Vladimir Orlando Cardoso de Araújo Filho","vladimir","Vladimir","https://s.glbimg.com/es/sde/f/2018/05/23/afd45cb890c4f9430cd273e7bdb9cb72_FORMATO.png",69040,21,"SAN","gol","Nulo",0,6,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"344","Danilo Fernandes Batista","danilo-fernandes","Danilo Fernandes","https://s.glbimg.com/es/sde/f/2018/04/08/c714e94cf7e83d9faed670b675e6ec25_FORMATO.png",69051,21,"INT","gol","Contundido",0,10,0,4.01,"Internacional",6,2,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,14,NA,10,NA,NA
"345","Paulo Roberto da Silva","paulo-roberto","Paulo Roberto","https://s.glbimg.com/es/sde/f/2018/03/20/24dcab97bac1e830cd13938c4beb81ea_FORMATO.png",69047,21,"COR","mei","Nulo",0,2.83,0,2.08,"Corinthians",NA,1,5,11,NA,7,NA,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"346","Leonardo Moreira Morais","leo","Léo","https://s.glbimg.com/es/sde/f/2018/03/20/32e84c4039d121a904d169b4a6a4ad1d_FORMATO.png",69177,21,"FLU","lat","Nulo",0,3.27,0,1.54,"Fluminense",NA,8,12,8,1,7,1,4,NA,1,2,NA,NA,NA,NA,NA,NA,NA
"347","Eduardo Colcenti Antunes","eduardo-sasha","Eduardo Sasha","https://s.glbimg.com/es/sde/f/2018/05/23/a1e5220c82575c4f297c1173ec07d58a_FORMATO.png",70360,21,"SAN","ata","Nulo",0,7.33,-1.23,2.37,"Santos",NA,21,16,11,1,26,3,1,1,7,8,1,NA,NA,NA,NA,NA,NA
"348","Marllon Gonçalves Jerônimo Borges","marllon","Marllon","https://s.glbimg.com/es/sde/f/2018/03/20/5302f545b04fee129a787fd002b3ca0f_FORMATO.png",70666,21,"COR","zag","Nulo",0,5.52,0,0.7,"Corinthians",NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"349","Maycon Vinícius Ferreira da Cruz","nikao","Nikão","https://s.glbimg.com/es/sde/f/2018/05/08/2b72d6975f3708b1c3eaa34ea5acf723_FORMATO.png",69705,21,"ATL","mei","Provável",1,10.74,-0.56,2.77,"Atlético-PR",NA,23,13,11,2,42,2,3,10,13,4,1,NA,NA,NA,NA,NA,NA
"350","Ricardo Bueno da Silva","ricardo-bueno","Ricardo Bueno","https://s.glbimg.com/es/sde/f/2018/08/27/324fdaf114a76011c149428db4428725_FORMATO.png",69141,21,"CEA","ata","Nulo",0,5,0,0,"Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"351","Victor Ferraz Macedo","victor-ferraz","Victor Ferraz","https://s.glbimg.com/es/sde/f/2018/05/23/229fbb519d2bbf0c8b2c2b77992e15ed_FORMATO.png",70046,21,"SAN","lat","Provável",0,11.43,0,4.46,"Santos",4,5,10,25,NA,30,NA,2,4,2,4,2,NA,NA,NA,NA,NA,NA
"352","Fillipe Soutto Mayor Nogueira Ferreira","fillipe-soutto","Fillipe Soutto","https://s.glbimg.com/es/sde/f/2018/03/21/0daa49ddeceb2e945617b2f9a0df22b9_FORMATO.png",70581,21,"VIT","mei","Nulo",0,2.99,0,-0.25,"Vitória",NA,3,10,3,NA,8,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"353","Fellipe Ramos Ignez Bastos","fellipe-bastos","Fellipe Bastos","https://s.glbimg.com/es/sde/f/2018/03/05/105c1b01950d04f72d197c2b080b62c2_FORMATO.png",70116,21,"SPO","mei","Provável",6.2,10.24,0.36,4.69,"Sport",NA,24,26,40,NA,67,2,1,16,25,1,1,NA,NA,NA,NA,NA,NA
"354","Sidney Aparecido Ramos da Silva","sidao","Sidão","https://s.glbimg.com/es/sde/f/2018/08/22/f344ae872d2199f6428ab6885294b3ce_FORMATO.png",70222,21,"SAO","gol","Provável",8.5,11.14,1.44,3.62,"São Paulo",9,1,NA,NA,NA,16,NA,3,NA,NA,NA,NA,NA,22,NA,16,NA,NA
"355","Javier Arley Reina Calvo","reina","Reina","https://s.glbimg.com/es/sde/f/2018/05/25/644b3e996f44835c5c708d4d081cf8d7_FORMATO.png",70118,21,"CEA","mei","Nulo",-1.3,1.11,-0.12,-0.48,"Ceará",NA,4,10,3,NA,10,NA,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"356","Diogo Barbosa Mendanha","diogo-barbosa","Diogo Barbosa","https://s.glbimg.com/es/sde/f/2018/03/01/0548d1925fd96270e520ea3b69e42e7b_FORMATO.png",70916,21,"PAL","lat","Provável",2.7,9.39,-0.23,3.36,"Palmeiras",7,8,23,20,NA,29,2,5,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"357","Joao Robin Rojas Mendoza","joao-rojas","Joao Rojas","https://s.glbimg.com/es/sde/f/2018/08/22/4263f96a54ea57b00b989a04f50f6ec3_FORMATO.png",70784,21,"SAO","ata","Provável",2.7,10.09,-0.23,6,"São Paulo",NA,12,7,15,NA,13,4,1,1,9,3,1,NA,NA,NA,NA,NA,NA
"358","Rhayner Santos Nascimento","rhayner","Rhayner","https://s.glbimg.com/es/sde/f/2018/03/21/1c75f0c2bcf179c6d2dbb10dd5f8535f_FORMATO.png",70874,21,"VIT","ata","Nulo",4.1,8.7,0.12,3.32,"Vitória",NA,21,24,22,1,28,1,4,10,6,NA,NA,NA,NA,NA,NA,NA,NA
"359","Luis Manuel Seijas Gunther","seijas","Seijas","https://s.glbimg.com/es/sde/f/2018/04/20/91a8e5439b7ee43f7646d5a702d383cb_FORMATO.png",70742,21,"INT","mei","Nulo",0,2,0,0,"Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"360","Wescley Gomes dos Santos","wescley","Wescley","https://s.glbimg.com/es/sde/f/2018/05/25/e26f5033484f9b036cf9109ee7829470_FORMATO.png",70925,21,"CEA","mei","Nulo",0,4.23,0,1.94,"Ceará",NA,4,13,5,NA,18,NA,1,2,5,1,2,NA,NA,NA,NA,NA,NA
"361","Leonardo Cittadini","leo-cittadini","Léo Cittadini","https://s.glbimg.com/es/sde/f/2018/05/23/94f8a60d067a1f1b2253bc082aaa653e_FORMATO.png",70986,21,"SAN","mei","Nulo",0,7.97,0,2.18,"Santos",NA,12,9,13,NA,3,1,2,2,4,1,NA,NA,NA,NA,NA,NA,NA
"362","Wesley Pacheco Gomes","wesley-pacheco","Wesley Pacheco","https://s.glbimg.com/es/sde/f/2018/08/03/ea270ab009fd58368038d269b29192ba_FORMATO.png",71121,21,"AME","ata","Nulo",0,2.65,0,1.2,"América-MG",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"363","Jackson de Souza","jackson","Jackson","https://s.glbimg.com/es/sde/f/2018/03/21/e56086be050e46bbe8c085917b5255c1_FORMATO.png",70934,21,"BAH","zag","Nulo",0,4,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"364","Federico Mancuello","mancuello","Mancuello","https://s.glbimg.com/es/sde/f/2018/05/07/0f1aad8b26fa5e7442bde1e17cfc4dfb_FORMATO.png",71066,21,"CRU","mei","Nulo",0,3.44,0,1.49,"Cruzeiro",NA,8,13,12,NA,13,NA,NA,6,5,NA,NA,1,NA,NA,NA,NA,NA
"365","Vinícius Goes Barbosa de Souza","vinicius","Vinícius","https://s.glbimg.com/es/sde/f/2018/03/21/ee24f88a02643b2d857cc1e13777af46_FORMATO.png",71162,21,"BAH","mei","Provável",0.5,5.19,0.22,2.12,"Bahia",NA,9,12,12,NA,54,1,2,11,19,3,2,NA,NA,NA,NA,NA,1
"366","Bruno Henrique Corsini","bruno-henrique","Bruno Henrique","https://s.glbimg.com/es/sde/f/2017/09/04/f252554797209a70ab4bd0e0cf7e8692_FORMATO.jpeg",70944,21,"PAL","mei","Provável",-0.3,10.7,-0.68,5.36,"Palmeiras",NA,28,47,44,1,38,2,4,3,10,NA,5,NA,NA,NA,NA,NA,NA
"367","Luis Oscar González","lucho-gonzalez","Lucho González","https://s.glbimg.com/es/sde/f/2018/05/08/8c609625e5588e4ad1fdcd2a6c478284_FORMATO.png",71479,21,"ATL","mei","Provável",6.9,5.4,0.45,1.51,"Atlético-PR",NA,4,15,26,NA,35,1,2,3,2,3,NA,1,NA,NA,NA,NA,NA
"368","Kelvin Mateus de Oliveira","kelvin","Kelvin","https://s.glbimg.com/es/sde/f/2018/03/20/ce27034d4fd8068f72bbf69792b0ad46_FORMATO.png",71549,21,"VAS","ata","Nulo",0,5.65,0,2.01,"Vasco",NA,5,4,1,NA,9,2,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA
"369","Bryan Jafet Ruíz González","bryan-ruiz","Bryan Ruíz","https://s.glbimg.com/es/sde/f/2018/07/11/ef076ba265a7f7e961749ab3e573933e_FORMATO.png",71019,21,"SAN","mei","Nulo",-1.3,11.02,-1.23,1.15,"Santos",NA,1,3,NA,NA,5,1,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA
"370","Gabriel Rybar Blos","gabriel","Gabriel","https://s.glbimg.com/es/sde/f/2018/05/18/d0b143443c7fe342de877afaff95bb91_FORMATO.png",71572,21,"GRE","zag","Nulo",0,1,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
