"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.clube.id.full.name","CA","FC","FF","FS","PE","RB","SG","CV","FD","FT","GC","I","G","A","DD","GS","DP","PP"
"265","Luis Oscar González","lucho-gonzalez","Lucho González","https://s.glbimg.com/es/sde/f/2018/05/08/8c609625e5588e4ad1fdcd2a6c478284_FORMATO.png",71479,17,"ATL","mei","Nulo",3.4,4.56,0.84,0.74,"Atlético-PR",2,13,2,3,32,20,NA,1,2,NA,NA,3,NA,NA,NA,NA,NA,NA
"266","Willian Souza Arão da Silva","willian-arao","Willian Arão","https://s.glbimg.com/es/sde/f/2018/05/04/7eaa4c1c2e6b64b02a95ce12d0d027c4_FORMATO.png",78478,17,"FLA","mei","Nulo",0,3.66,0,1.44,"Flamengo",1,6,1,NA,7,6,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA
"267","Francisco Hércules de Araújo","pio","Pio","https://s.glbimg.com/es/sde/f/2018/05/25/34192056adab9a75057cb15464001838_FORMATO.png",73466,17,"CEA","mei","Nulo",0,7.37,0,4.18,"Ceará",2,14,9,11,26,15,NA,NA,8,NA,1,1,1,1,NA,NA,NA,NA
"268","Gabriel Rybar Blos","gabriel","Gabriel","https://s.glbimg.com/es/sde/f/2018/05/18/d0b143443c7fe342de877afaff95bb91_FORMATO.png",71572,17,"GRE","zag","Nulo",0,1,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"269","Alison Lopes Ferreira","alison","Alison","https://s.glbimg.com/es/sde/f/2018/05/23/3ee08dfe1559a120f4dcd89514b80775_FORMATO.png",73974,17,"SAN","mei","Provável",0.4,7.69,-0.04,2.81,"Santos",5,18,2,13,15,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"270","Bruno da Silva Peres","bruno-peres","Bruno Peres","https://s.glbimg.com/es/sde/f/2018/07/12/49516730b1b30468fcfecc00caf3b992_FORMATO.png",73962,17,"SAO","lat","Provável",0.6,9.15,-0.91,3.4,"São Paulo",NA,NA,NA,NA,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"271","Walisson Moreira Farias Maia","walisson-maia","Walisson Maia","https://s.glbimg.com/es/sde/f/2018/03/21/24015c9080aa3347098cfb88e90348e8_FORMATO.png",73991,17,"VIT","zag","Contundido",0,5.06,0,3.25,"Vitória",1,2,NA,1,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"272","Gustavo Raúl Gómez Portillo","gustavo-gomez","Gustavo Gómez","https://s.glbimg.com/es/sde/f/2018/08/03/5d359eca3a79a4be9605f9758a7d0144_FORMATO.png",71684,17,"PAL","zag","Dúvida",0,8,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"273","Rodinei Marcelo de Almeida","rodinei","Rodinei","https://s.glbimg.com/es/sde/f/2018/05/04/5049d8a52c5a5f82e57248ab2ff94218_FORMATO.png",73992,17,"FLA","lat","Dúvida",1,12.82,0.16,5.17,"Flamengo",2,9,4,25,24,19,9,NA,4,NA,NA,1,NA,2,NA,NA,NA,NA
"274","Roberto Junior Fernández Torres","gatito-fernandez","Gatito Fernández","https://s.glbimg.com/es/sde/f/2018/05/17/841f78d103e083bd0e8af280fcb5ffe8_FORMATO.png",74061,17,"BOT","gol","Nulo",0,14.65,0,8.05,"Botafogo",NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,NA,NA
"275","Weverton Pereira da Silva","weverton","Weverton","https://s.glbimg.com/es/sde/f/2018/03/01/1b14659ebbd67b4f5e8df68d552f08f5_FORMATO.png",71631,17,"PAL","gol","Provável",11,8.87,1.39,2.7,"Palmeiras",NA,NA,NA,1,1,NA,3,NA,NA,NA,NA,NA,NA,NA,3,4,NA,NA
"276","René Ferreira dos Santos","rene","René","https://s.glbimg.com/es/sde/f/2018/07/23/d6322968c7c6cca6de55d8c4fbb4c086_FORMATO.png",73978,17,"PAR","zag","Provável",3,4.23,0.53,2.53,"Paraná",NA,4,1,2,8,6,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"277","Elton Junior Melo Ataíde","elton","Elton","https://s.glbimg.com/es/sde/f/2018/03/21/3c546811d33f612cacba3bdc1dace452_FORMATO.png",71719,17,"BAH","mei","Provável",3.3,9.23,0.43,3.63,"Bahia",1,47,8,6,26,44,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA
"278","Gustavo Leonardo Cuellar Gallego","cuellar","Cuéllar","https://s.glbimg.com/es/sde/f/2018/05/04/f29c0031ffc2adccbe51088049c2dea0_FORMATO.png",71709,17,"FLA","mei","Suspenso",-3,9.43,-1.31,4.18,"Flamengo",3,30,2,5,23,53,NA,2,3,NA,NA,NA,NA,1,NA,NA,NA,NA
"279","Alejandro Abraham Guerra Morales","guerra","Guerra","https://s.glbimg.com/es/sde/f/2017/02/19/fa873321a36da270244cf230ac534a50_FORMATO.png",74213,17,"PAL","mei","Contundido",0,7.89,0,2.23,"Palmeiras",NA,5,1,1,7,2,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA
"280","Pedro Julião Azevedo Junior","juninho-quixada","Juninho Quixadá","https://s.glbimg.com/es/sde/f/2018/07/24/34d35d4978723d245bf40e3566ce3e86_FORMATO.png",71787,17,"CEA","ata","Provável",7.7,5.6,1.19,7.35,"Ceará",1,2,2,1,3,1,NA,NA,NA,1,NA,2,1,1,NA,NA,NA,NA
"281","Claudio Winck Neto","claudio-winck","Claudio Winck","https://s.glbimg.com/es/sde/f/2018/04/12/c30228fd68db0c7f81326317ddc62ba6_FORMATO.png",74074,17,"SPO","lat","Provável",3.4,4.46,-0.76,3.71,"Sport",1,16,4,9,18,6,1,NA,2,NA,NA,NA,2,1,NA,NA,NA,NA
"282","Silvio José Cardoso Reis Junior","silvinho","Silvinho","https://s.glbimg.com/es/sde/f/2018/04/24/7ceaf9ab1a9cc4e1cb61cdef960b1079_FORMATO.png",71799,17,"PAR","ata","Provável",4,9,-0.13,4.38,"Paraná",1,19,13,33,43,18,NA,NA,12,1,NA,1,3,NA,NA,NA,NA,NA
"283","Edigar Junio Teixeira Lima ","edigar-junio","Edigar Junio","https://s.glbimg.com/es/sde/f/2018/03/21/9c46c9f1269d97acf20157efb70009cc_FORMATO.png",74271,17,"BAH","ata","Provável",9.8,9.38,1.51,4.18,"Bahia",NA,14,4,14,9,5,NA,NA,3,1,NA,2,3,NA,NA,NA,NA,NA
"284","José Élber Pimentel da Silva","elber","Élber","https://s.glbimg.com/es/sde/f/2018/03/21/1b00098477bad4e60d3bc520dc464ab7_FORMATO.png",74140,17,"BAH","mei","Nulo",2.7,5.67,0.39,2.77,"Bahia",5,6,NA,14,29,9,NA,NA,10,NA,NA,1,1,3,NA,NA,NA,NA
"285","Thiago Galhardo do Nascimento Rocha","thiago-galhardo","Thiago Galhardo","https://s.glbimg.com/es/sde/f/2018/04/09/75e3c902e55b9c23591335eee1054dc3_FORMATO.png",71844,17,"VAS","mei","Provável",2.5,7.25,0.06,2.76,"Vasco",3,7,4,12,11,5,NA,NA,2,1,NA,NA,NA,2,NA,NA,NA,NA
"286","Michel Ferreira dos Santos","michel","Michel ","https://s.glbimg.com/es/sde/f/2018/05/21/85cd3dd4979fed2379f69e0aeeaee152_FORMATO.png",71920,17,"GRE","mei","Contundido",0,4.7,0,1.9,"Grêmio",NA,NA,NA,1,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"287","Guilherme Costa Machado Silveira","guilherme-costa","Guilherme Costa","https://s.glbimg.com/es/sde/f/2018/03/21/4f92ef0e30740bc3960607bec48d3c00_FORMATO.png",74081,17,"VIT","mei","Contundido",0,2.27,0,0.72,"Vitória",1,8,1,10,4,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"288","Paulo Roberto Valoura Júnior","juninho","Juninho","https://s.glbimg.com/es/sde/f/2018/05/25/c45bca15473040483b19685839de093e_FORMATO.png",71937,17,"CEA","mei","Nulo",0,6.22,0,3.67,"Ceará",NA,14,7,7,33,24,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"289","Bruno Medeiros Grassi","bruno-grassi","Bruno Grassi","https://s.glbimg.com/es/sde/f/2017/04/23/d503f996169e9aafe30487a9921bed97_FORMATO.png",71818,17,"GRE","gol","Nulo",0,4,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"290","Madson Ferreira dos Santos","madson","Madson","https://s.glbimg.com/es/sde/f/2018/05/21/59123042289044af192df7b66ec997d5_FORMATO.png",78077,17,"GRE","lat","Nulo",0,6.27,0,3.9,"Grêmio",NA,3,3,5,7,5,2,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA
"291","Danilo Fernando Avelar","danilo-avelar","Danilo Avelar","https://s.glbimg.com/es/sde/f/2018/06/26/a77b90cda4d9d26c34f44befcf3a4f6d_FORMATO.png",72142,17,"COR","lat","Nulo",0,6.5,0,3.77,"Corinthians",NA,9,NA,4,15,4,2,NA,3,1,NA,1,NA,NA,NA,NA,NA,NA
"292","João Paulo Mior","joao-paulo","João Paulo","https://s.glbimg.com/es/sde/f/2017/04/17/6b2d599609eccc7671f1c4a23739c2d7_FORMATO.png",72168,17,"BOT","mei","Contundido",0,10,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"293","Éverson Felipe Marques Pires","everson","Éverson","https://s.glbimg.com/es/sde/f/2018/02/28/6f67a80ba6e92a9f10be76328ba32f5c_FORMATO.png",72294,17,"CEA","gol","Provável",14.5,12.3,1.6,5.08,"Ceará",1,1,NA,5,6,NA,5,NA,NA,NA,NA,NA,NA,NA,32,19,NA,NA
"294","Osmar Loss","osmar-loss","Osmar Loss","https://s.glbimg.com/es/sde/f/2018/05/23/01c6dae8fee10d4a5a525a2c245e55a7_FORMATO.png",77552,17,"COR","tec","Provável",4.35,12,0.06,4.19,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"295","Bruno Cortês Barbosa","bruno-cortez","Bruno Cortez","https://s.glbimg.com/es/sde/f/2018/05/18/0ba3c7d69167c8dcfafe511fc043e800_FORMATO.png",72079,17,"GRE","lat","Provável",4.7,15.74,-0.45,6.46,"Grêmio",1,21,NA,19,32,27,11,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"296","Yago Fernando da Silva","yago","Yago","https://s.glbimg.com/es/sde/f/2018/03/20/13d6ab565918a4bad475a1569e05162d_FORMATO.png",77500,17,"BOT","zag","Nulo",0,5.82,0,5.83,"Botafogo",NA,1,NA,1,NA,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"297","William de Oliveira Pottker","william-pottker","William Pottker","https://s.glbimg.com/es/sde/f/2018/04/08/06ddb3ee2ae6d52b98811b532e854970_FORMATO.png",77809,17,"INT","ata","Provável",2.7,5.19,-2.81,4.1,"Internacional",2,14,10,24,30,17,NA,1,8,1,NA,7,4,NA,NA,NA,NA,NA
"298","Luiz Otávio Anacleto Leandro","luiz-otavio","Luiz Otávio","https://s.glbimg.com/es/sde/f/2018/05/25/415ca8e21d5dcca6c767a0485b2765a3_FORMATO.png",72359,17,"CEA","zag","Provável",0,8.34,0,3.21,"Ceará",4,8,2,7,14,24,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"299","César Bernardo Dutra","cesar","César","https://s.glbimg.com/es/sde/f/2018/05/04/f71b2fc3dc540b79567e4897bc155101_FORMATO.png",78086,17,"FLA","gol","Nulo",0,3.35,0,-6.6,"Flamengo",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA
"300","Derlis Alberto González Galeano","derlis-gonzalez","Derlis González","https://s.glbimg.com/es/sde/f/2018/08/02/82821b03d402e292e2c9436d34a6f1b3_FORMATO.png",75372,17,"SAN","ata","Nulo",-1,7.27,-2.73,-1,"Santos",1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"301","Giovanni Palmieri dos Santos","giovanni","Giovanni","https://s.glbimg.com/es/sde/f/2018/05/07/bb4f1adb5bf49bba67eace97f861dea9_FORMATO.png",72097,17,"AME","lat","Provável",4.3,8.34,-0.06,4.56,"América-MG",3,7,4,11,17,14,3,NA,1,NA,NA,1,3,NA,NA,NA,NA,NA
"302","Jailson Marcelino dos Santos","jailson","Jailson","https://s.glbimg.com/es/sde/f/2017/04/18/63a42550ea5f70d0bbc92287dd6ac259_FORMATO.png",72290,17,"PAL","gol","Nulo",0,13.51,0,4.75,"Palmeiras",1,NA,NA,NA,9,NA,3,1,NA,NA,NA,NA,NA,NA,23,11,NA,NA
"303","Jonathan Copete Valencia","copete","Copete","https://s.glbimg.com/es/sde/f/2018/05/23/c1e09ae588439e79293d33881309f392_FORMATO.png",77959,17,"SAN","ata","Nulo",0,5.77,0,0.94,"Santos",NA,4,NA,4,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"304","Rodrigo Oliveira Lindoso","rodrigo-lindoso","Rodrigo Lindoso","https://s.glbimg.com/es/sde/f/2018/05/17/3988b3a7c7218ab5a3b8b242ad6f1b46_FORMATO.png",72362,17,"BOT","mei","Provável",2.3,9.35,0.52,3.8,"Botafogo",3,20,12,23,40,20,NA,NA,4,NA,NA,2,3,2,NA,NA,NA,NA
"305","Gustavo Henrique Vernes","gustavo-henrique","Gustavo Henrique","https://s.glbimg.com/es/sde/f/2018/05/23/600ec8ed7ab3b2e4b459743279ec4d6a_FORMATO.png",78248,17,"SAN","zag","Provável",-0.2,4.9,-1.19,3.93,"Santos",2,13,5,4,13,10,3,NA,6,1,NA,1,1,NA,NA,NA,NA,NA
"306","Cléber Janderson Pereira Reis","cleber-reis","Cléber Reis","https://s.glbimg.com/es/sde/f/2018/04/24/69768a9bda3441e7a742ff9d70ba8d95_FORMATO.png",72376,17,"PAR","zag","Contundido",0,6.8,0,4.86,"Paraná",1,4,3,6,11,17,3,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA
"307","Felipe Alves Raymundo","felipe-alves","Felipe Alves","https://s.glbimg.com/es/sde/f/2018/03/01/a4001473c0c581b61769bb3db00efcaa_FORMATO.png",72372,17,"ATL","gol","Nulo",0,1.8,0,0.55,"Atlético-PR",NA,NA,NA,NA,3,NA,1,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA
"308","Arnaldo Manoel de Almeida","arnaldo","Arnaldo","https://s.glbimg.com/es/sde/f/2018/04/12/b854b95f8d49d62715ce163bf535b942_FORMATO.png",78497,17,"CEA","lat","Contundido",0,5.49,0,2.26,"Ceará",1,5,NA,8,14,7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"309","Joeliton Lima Santos","mansur","Mansur","https://s.glbimg.com/es/sde/f/2018/03/21/58740180fa39ea528e64aa42ba67215c_FORMATO.png",79553,17,"PAR","lat","Nulo",0,3.68,0,1.77,"Paraná",2,18,3,8,20,8,3,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA
"310","Ezequiel Jacinto de Biasi","ezequiel","Ezequiel ","https://s.glbimg.com/es/sde/f/2018/05/18/579600b8688378c79b2d26c49843ed6e_FORMATO.png",80318,17,"CRU","lat","Provável",0.7,3.47,0.38,1.28,"Cruzeiro",2,5,NA,6,13,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"311","Hernane Vidal Souza","hernane","Hernane","https://s.glbimg.com/es/sde/f/2018/05/18/f5e286630b93e3cd7c5dbe4b2f42d48a_FORMATO.png",72386,17,"GRE","ata","Nulo",0,4.32,0,2.7,"Grêmio",1,2,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"312","Nadson da Silva Almeida","nadson","Nadson","https://s.glbimg.com/es/sde/f/2018/07/13/57fe46961f3ba57ecb2e3e6368babd92_FORMATO.png",80140,17,"PAR","mei","Contundido",1.6,2.18,-0.01,1.43,"Paraná",1,5,1,14,22,6,NA,NA,4,NA,NA,1,NA,NA,NA,NA,NA,NA
"313","Lucas Fonseca da Silva","lucas-fonseca","Lucas Fonseca","https://s.glbimg.com/es/sde/f/2018/03/21/5c1c52f3afc41a4404dd7b1c888f2124_FORMATO.png",80189,17,"BAH","zag","Provável",-0.3,6.78,0.03,2.46,"Bahia",3,10,3,16,28,12,4,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA
"314","Edson Felipe da Cruz","edson","Edson","https://s.glbimg.com/es/sde/f/2018/03/21/4e079be2718f82735191cef518c39bb2_FORMATO.png",80370,17,"BAH","mei","Nulo",0,6.4,0,5.3,"Bahia",NA,3,NA,6,2,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"315","Alejandro Ariel Cabral","ariel-cabral","Ariel Cabral","https://s.glbimg.com/es/sde/f/2018/05/18/f33acc95e50fe26abc27ac1d525bb4a4_FORMATO.png",80363,17,"CRU","mei","Provável",10,5.84,2.37,2.05,"Cruzeiro",4,7,2,6,14,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"316","Jadson Alves dos Santos","jadson","Jadson","https://s.glbimg.com/es/sde/f/2018/01/21/0c060ebb8aea4462398eb955f393f2b5_FORMATO.png",80129,17,"FLU","mei","Provável",1.5,8.32,-0.2,2.42,"Fluminense",3,23,6,25,46,29,NA,NA,4,NA,NA,1,NA,1,NA,NA,NA,NA
"317","Francisco Edson Moreira da Silva","edinho","Edinho","https://s.glbimg.com/es/sde/f/2018/07/11/59b9a2e2576d1e0ad1c80d50c7478422_FORMATO.png",80193,17,"ATL","ata","Contundido",0,3.36,0,2.3,"Atlético-MG",NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"318","Glaybson Yago Souza Lisboa","yago-pikachu","Yago Pikachu","https://s.glbimg.com/es/sde/f/2018/04/09/abd9b0f5946442941bcc7ff393a5eee9_FORMATO.png",80196,17,"VAS","lat","Provável",12.1,19.42,0.21,8.92,"Vasco",1,6,11,53,34,14,2,NA,18,1,NA,6,7,1,NA,NA,NA,NA
"319","Fábio Gonçalves","fabinho","Fabinho","https://s.glbimg.com/es/sde/f/2018/06/01/b5bd22d1ec76e9e69427e3be73aadced_FORMATO.png",80393,17,"CEA","mei","Provável",3.8,4.02,0.53,2.13,"Ceará",1,9,2,12,17,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"320","Norberto Pereira Marinho Neto","norberto","Norberto ","https://s.glbimg.com/es/sde/f/2018/05/07/f4e6cde34ab5662df2e3a0a657c5c30b_FORMATO.png",80374,17,"AME","lat","Nulo",0,10.69,0,4.32,"América-MG",3,13,1,11,16,22,3,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA
"321","Victor Andrade Santos","victor-andrade","Victor Andrade","https://s.glbimg.com/es/sde/f/2018/08/03/f380d4813f712ab88644cb0ed0972599_FORMATO.png",80536,17,"CHA","ata","Nulo",0,4,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"322","Luciano da Rocha Neves","luciano","Luciano","https://s.glbimg.com/es/sde/f/2018/07/05/1283cc320b56be7f4661388346c1aeba_FORMATO.png",80287,17,"FLU","ata","Nulo",0,4.84,0,1,"Fluminense",NA,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"323","Marcos Junio Lima dos Santos","marcos-junior","Marcos Junior","https://s.glbimg.com/es/sde/f/2018/01/21/9e2b3f7cad84245a7922f06c4731bcc0_FORMATO.png",80188,17,"FLU","ata","Provável",1.5,6.66,0.2,3.49,"Fluminense",NA,9,4,18,15,8,NA,NA,3,NA,NA,6,2,2,NA,NA,NA,NA
"324","Luiz Gustavo Tavares Conde","luiz-gustavo","Luiz Gustavo","https://s.glbimg.com/es/sde/f/2018/04/09/e1b71699a8daa2fdedb0782cd158c58b_FORMATO.png",80573,17,"VAS","zag","Suspenso",0.9,3.99,-0.19,2.37,"Vasco",3,9,3,8,22,15,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"325","Luan Garcia Teixeira","luan","Luan","https://s.glbimg.com/es/sde/f/2017/04/23/21b43228acd34549ca343f42576f7632_FORMATO.png",80692,17,"PAL","zag","Provável",6.1,5.04,1.52,4.33,"Palmeiras",1,2,NA,1,5,8,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"326","Renato Vieira Rodrigues","renatinho","Renatinho","https://s.glbimg.com/es/sde/f/2018/03/20/612e75f9bc41ddd0a161e522aaee90ef_FORMATO.png",80395,17,"BOT","mei","Nulo",0,4.7,-0.41,2.76,"Botafogo",1,5,3,7,12,14,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"327","Maximiliano Lélis Rodrigues","max","Max","https://s.glbimg.com/es/sde/f/2018/04/12/1bea2ecbf982db610ebf063ccfac89ff_FORMATO.png",80895,17,"SPO","zag","Nulo",0,1.78,0,1.2,"Sport",NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"328","Matheus Caldeira Vidotto de Oliveira","matheus-vidotto","Matheus Vidotto","https://s.glbimg.com/es/sde/f/2017/04/23/0469f80ea84703c3178371ab0fa1dd2f_FORMATO.png",80286,17,"COR","gol","Nulo",0,2,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"329","Pedro Tonon Geromel","pedro-geromel","Pedro Geromel","https://s.glbimg.com/es/sde/f/2018/05/21/afc76ea4e9c31e2977ea5e9a90c802b3_FORMATO.png",80853,17,"GRE","zag","Nulo",0,16.04,0,8.48,"Grêmio",1,4,3,3,5,25,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"330","Johnath Marlone Azevedo da Silva","marlone","Marlone","https://s.glbimg.com/es/sde/f/2018/05/24/5d4936df04558a01a5eb71077e02edd5_FORMATO.png",80944,17,"SPO","mei","Nulo",1.1,8.51,-0.47,2.85,"Sport",1,6,9,23,44,9,NA,NA,8,NA,NA,2,1,3,NA,NA,NA,NA
"331","Gilsivan Soares da Silva ","ivan","Ivan","https://s.glbimg.com/es/sde/f/2018/05/24/1c2dd303026c2e02bbed35cfb1595918_FORMATO.png",80326,17,"CHA","gol","Nulo",0,2,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"332","Alisson Euler de Freitas Castro","alisson","Alisson","https://s.glbimg.com/es/sde/f/2018/05/18/eeeced6e37969b2b8161eb83c56d069e_FORMATO.png",81845,17,"GRE","mei","Provável",-0.1,6.47,-1.26,3.2,"Grêmio",NA,NA,4,6,10,4,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"333","Denilson Pereira Junior","denilson","Denilson","https://s.glbimg.com/es/sde/f/2018/06/26/03cbfce3f32c6c7b881bed5eeebfa2a5_FORMATO.png",84718,17,"ATL","ata","Nulo",0,8.41,0,2.52,"Atlético-MG",NA,11,5,5,12,3,NA,NA,1,NA,NA,3,2,NA,NA,NA,NA,NA
"334","Rosicley Pereira da Silva","rossi","Rossi","https://s.glbimg.com/es/sde/f/2018/03/21/ffe95cb4c3f0bed01a941972e52ec9ed_FORMATO.png",81798,17,"INT","ata","Nulo",1.7,4.09,-0.3,1.84,"Internacional",2,8,2,10,13,7,NA,NA,1,1,NA,NA,1,1,NA,NA,NA,1
"335","José Rafael Vivian","ze-rafael","Zé Rafael ","https://s.glbimg.com/es/sde/f/2018/05/12/09a8cb904cc431ca446de5378e6cde58_FORMATO.png",82455,17,"BAH","mei","Provável",3.3,18.9,-1.82,7.57,"Bahia",3,28,17,51,37,38,NA,NA,16,3,NA,1,2,1,NA,NA,NA,NA
"336","Charles Luis Reiter","charles","Charles","https://s.glbimg.com/es/sde/f/2018/03/21/c6be1b00e5922e5a5cb8a8f78031dc24_FORMATO.png",84187,17,"PAR","zag","Nulo",0,4.79,0,0.9,"Paraná",NA,3,NA,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"337","João Ricardo Riedi","joao-ricardo","João Ricardo","https://s.glbimg.com/es/sde/f/2018/05/07/ed2c39f18fe6fdbf2db79d29a7d46eae_FORMATO.png",81881,17,"AME","gol","Provável",15,8.26,1.28,5.43,"América-MG",NA,NA,NA,1,7,NA,3,NA,NA,NA,NA,NA,NA,NA,15,11,1,NA
"338","Claudinei dos Santos Oliveira","claudinei-oliveira","Claudinei Oliveira","https://s.glbimg.com/es/sde/f/2018/04/27/01600179bedbd202493bb520c8123ae3_FORMATO.png",84761,17,"SPO","tec","Provável",4.2,9.3,0.39,3.87,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"339","Gilberto Moraes Júnior","gilberto","Gilberto ","https://s.glbimg.com/es/sde/f/2018/01/21/d231b19c8df41a4d02546bee8dad040b_FORMATO.png",80313,17,"FLU","lat","Provável",0,8.71,0,6.91,"Fluminense",3,16,5,16,30,24,4,1,2,NA,NA,1,3,2,NA,NA,NA,NA
"340","Lucas Cândido Silva","lucas-candido","Lucas Cândido","https://s.glbimg.com/es/sde/f/2018/05/07/19488c44e682165da72638af463246ff_FORMATO.png",84851,17,"ATL","mei","Nulo",0,1.26,0.46,-1.33,"Atlético-MG",NA,2,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"341","Lucas Rafael Araujo Lima","lucas-lima","Lucas Lima","https://s.glbimg.com/es/sde/f/2018/03/01/8596087ee3b876941e59b282b29cfcb2_FORMATO.png",80583,17,"PAL","mei","Provável",2.3,7.28,-0.93,2.41,"Palmeiras",3,25,5,14,27,17,NA,NA,2,1,NA,NA,2,1,NA,NA,NA,NA
"342","Osman de Menezes Venâncio Junior","osman","Osman","https://s.glbimg.com/es/sde/f/2018/05/24/3d7f1fd9657bef546dec60dda0555868_FORMATO.png",81898,17,"CHA","ata","Provável",1.9,4.04,-0.08,3.4,"Chapecoense",NA,2,2,6,10,4,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA
"343","Erik Nascimento Lima","erik","Erik","https://s.glbimg.com/es/sde/f/2018/05/07/908c232e4f8376d6e594daa923ee4c6a_FORMATO.png",84848,17,"ATL","ata","Nulo",0,1.78,0,-0.34,"Atlético-MG",NA,5,1,4,5,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"344","Romário Guilherme dos Santos","romario","Romário ","https://s.glbimg.com/es/sde/f/2018/04/17/8ccd6c73e107d6537fe357bb0a4d139c_FORMATO.png",80975,17,"CEA","lat","Nulo",0,2.95,0,1.58,"Ceará",1,9,NA,6,22,12,1,NA,1,NA,NA,3,NA,NA,NA,NA,NA,NA
"345","Raul Prata","raul-prata","Raul Prata","https://s.glbimg.com/es/sde/f/2018/05/24/c8acdd3d52f83d6831096e90f46b3d69_FORMATO.png",84855,17,"SPO","lat","Nulo",0,8.14,0,2.78,"Sport",2,15,2,15,42,24,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
