"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","A","CA","DS","FC","FD","FF","FS","FT","G","GC","I","PI","SG","DD","DP","GS","CV","PP"
"278","Luiz Fernando Moraes dos Santos","luiz-fernando","Luiz Fernando ","https://s.glbimg.com/es/sde/f/2020/09/14/ef0f723350847206c410a0cdec3e8afe_FORMATO.png",90715,23,284,"ata","Nulo",0,5.45,0,1.97,15,"284",2,1,8,15,5,6,13,NA,2,NA,3,58,NA,NA,NA,NA,1,NA
"279","Wanderson de Jesus Martins","caju","Caju","https://s.glbimg.com/es/sde/f/2020/08/26/9ae21301cf0ce3eba973f67c403ec409_FORMATO.jpeg",89342,23,290,"lat","Nulo",0,3.85,0,2.49,11,"290",1,NA,18,8,1,4,7,NA,NA,NA,NA,95,2,NA,NA,NA,NA,NA
"280","Willian Klaus","klaus","Klaus","https://s.glbimg.com/es/sde/f/2020/03/02/48f74d37e908c5f5cf68c0ccaf907aca_FORMATO.png",90846,23,354,"zag","Provável",-0.2,3.27,-0.14,1.4,4,"354",NA,NA,1,1,NA,NA,2,NA,NA,NA,NA,9,1,NA,NA,NA,NA,NA
"281","Carlos Eugenio Júnior Tavares dos Santos","junior-tavares","Júnior Tavares","https://s.glbimg.com/es/sde/f/2020/11/13/367591fd75a306390b5722859941a1c2_FORMATO.png",89343,23,292,"lat","Provável",1.3,4.41,0.1,2.97,7,"292",NA,NA,9,6,1,3,10,NA,NA,NA,NA,38,2,NA,NA,NA,NA,NA
"282","Jean Paulo Fernandes Filho","jean","Jean","https://s.glbimg.com/es/sde/f/2020/02/27/a02f9e24f5855f3c44e2bdcb09e1804d_FORMATO.png",90933,23,373,"gol","Provável",15.5,11.04,1.91,4.34,21,"373",NA,1,1,1,1,1,8,NA,1,NA,NA,184,6,27,1,24,NA,NA
"283","Éder Ferreira Graminho","eder","Éder ","https://s.glbimg.com/es/sde/f/2020/02/27/15b28caaa2392bbd4e619dee98680e8e_FORMATO.png",91203,23,373,"zag","Provável",7.6,4.6,1.34,1.29,18,"373",NA,3,13,19,1,2,11,NA,NA,NA,NA,75,5,NA,NA,NA,NA,NA
"284","Gustavo Cascardo de Assis","cascardo","Cascardo","https://s.glbimg.com/es/sde/f/2020/09/25/8da2a9ebf1fe26a94626114c196697ed_FORMATO.png",90587,23,263,"lat","Nulo",0,2,0,0,0,"263",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"285","Eduardo Gabriel Aquino Cossa","pepe","Pepê","https://s.glbimg.com/es/sde/f/2018/07/31/21dbd08feda4a4caf00ffc5fe75ec14b_FORMATO.png",91201,23,284,"ata","Nulo",0,14.38,0,7.2,17,"284",3,NA,25,7,7,11,42,NA,7,NA,2,73,NA,NA,NA,NA,NA,NA
"286","Carlos Eduardo Ferreira de Souza","carlos-eduardo","Carlos Eduardo","https://s.glbimg.com/es/sde/f/2020/02/28/005f1178dd64dc721696b75d13b446ab_FORMATO.png",90917,23,293,"ata","Dúvida",0,6.83,0,3.28,15,"293",2,NA,11,11,2,5,17,NA,3,NA,2,42,NA,NA,NA,NA,NA,NA
"287","Carlos Eduardo Soares Mota","carlos-eduardo","Carlos Eduardo","https://s.glbimg.com/es/sde/f/2020/02/27/3e68131e760ca1e4bc68e176dfd5b5ec_FORMATO.png",90416,23,292,"gol","Nulo",0,2,0,0,0,"292",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"288","Antônio Josenildo Rodrigues de Oliveira","rodrigues","Rodrigues","https://s.glbimg.com/es/sde/f/2018/08/09/e6b3f5b4c7922f94ca18791b3af1f390_FORMATO.png",91251,23,284,"zag","Nulo",0,3.03,0,1.61,9,"284",NA,2,4,3,1,3,2,NA,NA,NA,NA,37,3,NA,NA,NA,NA,NA
"289","Mateus Eduardo Claus","mateus-claus","Mateus Claus","https://s.glbimg.com/es/sde/f/2020/07/20/20b5a80823c74d5c1a1dfcae3aca571b_FORMATO.png",90590,23,265,"gol","Nulo",0,3.77,0,7.9,2,"265",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,6,NA,4,NA,NA
"290","Fabrício Bruno Soares de Faria","fabricio-bruno","Fabrício Bruno","https://s.glbimg.com/es/sde/f/2020/08/07/30c87e07fe73b6315d5dd92b27e9ea12_FORMATO.png",90768,23,280,"zag","Nulo",0,0.86,0,-0.34,5,"280",NA,1,8,5,NA,NA,2,NA,NA,NA,NA,12,NA,NA,NA,NA,1,NA
"291","Ronielson da Silva Barbosa","rony","Rony","https://s.glbimg.com/es/sde/f/2020/02/28/084ca5caaf485fd3cbf303cda6bbd8bf_FORMATO.png",91607,23,275,"ata","Provável",17.2,11.77,2.24,3.16,15,"275",NA,2,20,31,10,12,23,NA,3,NA,7,66,NA,NA,NA,NA,NA,NA
"292","Adryelson Shawann Lima Silva","adryelson","Adryelson","https://s.glbimg.com/es/sde/f/2020/02/27/af95f24d59281d8062c7bb367417bce2_FORMATO.png",91664,23,292,"zag","Provável",-1.1,3.03,-0.49,1.09,21,"292",NA,6,24,27,2,6,14,1,NA,1,NA,78,4,NA,NA,NA,NA,NA
"293","Federico Barrandeguy Martino","barrandeguy","Barrandeguy","https://s.glbimg.com/es/sde/f/2020/03/01/04fe5f2fe33f10db51fc9d221a594ab8_FORMATO.png",91736,23,263,"lat","Nulo",0,3.88,0,2.1,7,"263",NA,2,12,3,NA,NA,5,NA,NA,NA,NA,43,2,NA,NA,NA,NA,NA
"294","Robert Abel Arboleda Escobar","arboleda","Arboleda","https://s.glbimg.com/es/sde/f/2019/04/01/8b22d106ccba1278e3e4a6b89e76eab0_FORMATO.png",91573,23,276,"zag","Provável",14.3,10.42,2.19,3.93,6,"276",NA,1,5,5,4,1,2,NA,1,NA,NA,15,2,NA,NA,NA,NA,NA
"295","Everaldo Silva do Nascimento","everaldo","Everaldo ","https://s.glbimg.com/es/sde/f/2020/07/21/0f49a5ab71c0b39969f9233907e200b9_FORMATO.png",91151,23,264,"ata","Nulo",0,4.2,0,3.08,5,"264",NA,NA,3,5,2,5,4,NA,1,NA,NA,15,NA,NA,NA,NA,NA,NA
"296","Lucas Estella Perri","lucas-perri","Lucas Perri","https://s.glbimg.com/es/sde/f/2020/09/01/c6c4761a2d57001c8a08954dca2c76c0_FORMATO.png",91260,23,276,"gol","Contundido",0,1.1,0,-2,0,"276",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"297","Leandro Henrique do Nascimento","leandrinho","Leandrinho","https://s.glbimg.com/es/sde/f/2020/08/21/0a104e26afc93ebbbf158e5bfc8a3400_FORMATO.png",91702,23,280,"ata","Contundido",0,2.25,0,0.9,6,"280",NA,NA,2,2,NA,3,6,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA
"298","Gustavo Blanco Petersen Macedo","gustavo-blanco","Gustavo Blanco","https://s.glbimg.com/es/sde/f/2020/10/22/c4fb7a28616bd29c86efe4c7ae63a1b7_FORMATO.png",91191,23,290,"mei","Nulo",0,4.52,0,-0.35,2,"290",NA,NA,1,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA
"299","Leandro Barcia Montero","leandro-barcia","Leandro Barcia","https://s.glbimg.com/es/sde/f/2020/02/27/78521d3f41f6e49002ef62386b998bb7_FORMATO.png",91242,23,292,"ata","Provável",10.6,7.56,1.41,2.94,16,"292",NA,2,26,19,6,6,20,NA,3,NA,6,86,NA,NA,NA,NA,NA,NA
"300","Marcílio Florêncio Mota Filho","nino","Nino","https://s.glbimg.com/es/sde/f/2020/08/11/672deb726c86fbc4b3c7a16153f7ec70_FORMATO.png",91708,23,266,"zag","Nulo",0,5.83,0,3.33,19,"266",NA,2,33,14,NA,4,29,NA,2,NA,NA,77,3,NA,NA,NA,NA,NA
"301","Ezequiel Cerutti","cerutti","Cerutti","https://s.glbimg.com/es/sde/f/2020/10/20/4e7dc54de447fc159cc6c6d46dd571fe_FORMATO.png",91502,23,294,"ata","Contundido",0,6.01,0,-0.4,2,"Coritiba",NA,NA,NA,3,NA,NA,3,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA
"302","Sebastián Enrique Salazar Beltrán","salazar","Salazar","https://s.glbimg.com/es/sde/f/2020/10/01/d9e923eb01b5966eb5e072a26be58679_FORMATO.png",91415,23,290,"mei","Nulo",0,4,0,0,0,"290",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"303","Jair Ventura","jair-ventura","Jair Ventura","https://s.glbimg.com/es/sde/f/2018/09/06/d1103130500ec84fd8e37f1a20c60e1a_FORMATO.png",92180,23,292,"tec","Provável",1.74,6.7,-0.13,2.96,17,"292",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"304","Kevin Peterson dos Santos Silva","kevin","Kevin ","https://s.glbimg.com/es/sde/f/2020/07/22/3146ee098c41caa4d1ed2022bd3dc17e_FORMATO.png",91888,23,263,"lat","Nulo",0,2.44,0,1.19,16,"263",1,2,32,17,3,1,15,NA,NA,1,1,220,2,NA,NA,NA,NA,NA
"305","José Carlos Ferreira Júnior","juninho","Juninho","https://s.glbimg.com/es/sde/f/2020/07/20/68fe04ad87ce709e167f9819592fe87f_FORMATO.png",92182,23,265,"zag","Provável",1.1,7.55,-0.16,2.21,16,"265",NA,1,25,4,2,4,4,NA,1,NA,1,60,2,NA,NA,NA,1,NA
"306","José Ivaldo Almeida Silva","ze-ivaldo","Zé Ivaldo","https://s.glbimg.com/es/sde/f/2019/03/30/73d465434b401d66707cc13ffc19d3fd_FORMATO.png",91866,23,293,"zag","Nulo",0,6.2,0,2.72,4,"293",NA,1,4,2,NA,1,1,NA,NA,NA,NA,14,2,NA,NA,NA,NA,NA
"307","Matheus Isaías dos Santos","matheus-jussa","Matheus Jussa","https://s.glbimg.com/es/sde/f/2020/07/20/b6025d70931dcc81ed6357f0201f65e9_FORMATO.png",91689,23,285,"zag","Nulo",0,2.32,0,0.9,2,"285",NA,2,4,5,NA,NA,1,NA,NA,NA,NA,12,1,NA,NA,NA,NA,NA
"308","Luiz Antonio Ferreira Rodrigues","felipe","Felipe","https://s.glbimg.com/es/sde/f/2019/03/22/4ef6aa2bd0c3f910bdb023b63225bec1_FORMATO.png",91733,23,356,"mei","Nulo",0,5.61,0,2.42,18,"356",NA,5,51,28,2,4,31,NA,1,NA,NA,74,NA,NA,NA,NA,1,NA
"309","David de Duarte Macedo","david-duarte","David Duarte","https://s.glbimg.com/es/sde/f/2020/10/28/bc1aa1e9e309d904fee8aa101a3494aa_FORMATO.png",91772,23,290,"zag","Nulo",0,4.96,0,3.06,12,"290",NA,1,21,6,3,5,4,NA,1,NA,NA,69,3,NA,NA,NA,1,NA
"310","Odair Hellmann","odair-hellmann","Odair Hellmann","https://s.glbimg.com/es/sde/f/2020/09/15/51596ac5f41f3ef6fbc80c02fc7ab63e_FORMATO.png",92273,23,266,"tec","Provável",5.75,9.89,0.23,3.6,23,"266",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"311","Matheus Alves da Silva Cardoso","matheus-alves","Matheus Alves","https://s.glbimg.com/es/sde/f/2020/08/26/9f0365f3162049e805c9b1b5188c50bf_FORMATO.jpeg",91712,23,290,"gol","Nulo",0,1,0,0,0,"290",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"312","Ronaldo da Silva Souza","ronaldo","Ronaldo","https://s.glbimg.com/es/sde/f/2020/07/20/dc33647201f8156e6ccfacd8ecd1cf1d_FORMATO.png",92981,23,265,"mei","Provável",0,3.11,0,1.38,11,"265",1,4,26,24,NA,3,11,NA,NA,NA,NA,37,NA,NA,NA,NA,NA,NA
"313","Raul Lô Gonçalves","raul","Raul","https://s.glbimg.com/es/sde/f/2020/08/28/8c0a624b6d2595beaf51682261e51ccd_FORMATO.png",92496,23,280,"mei","Provável",3.3,8.33,-0.43,5.19,14,"280",1,NA,59,25,1,3,38,NA,1,NA,1,88,NA,NA,NA,NA,NA,NA
"314","Claudio Luiz Rodrigues Parisi Leonel","claudinho","Claudinho","https://s.glbimg.com/es/sde/f/2020/07/28/552853b4ec9d01e9cfe52d7863da96fd_FORMATO.png",92630,23,280,"ata","Provável",4.6,13.84,-0.99,5.46,19,"280",1,3,31,18,13,15,30,NA,8,NA,4,178,NA,NA,NA,NA,NA,1
"315","Everson Bispo Pereira","everson","Everson","https://s.glbimg.com/es/sde/f/2020/08/07/bcee43b5a9d7f2a59fe420a61e728ec9_FORMATO.png",91929,23,265,"zag","Nulo",0,1,0,0,0,"265",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"316","Renato Kayzer de Souza","renato-kayzer","Renato Kayzer","https://s.glbimg.com/es/sde/f/2020/09/25/673950963c89498fd335e11c04702a42_FORMATO.png",92696,23,293,"ata","Dúvida",1.1,6.86,0.08,4.87,17,"293",1,2,11,32,14,15,29,NA,7,NA,11,68,NA,NA,NA,NA,NA,NA
"317","Lucas Veríssimo da Silva","lucas-verissimo","Lucas Veríssimo","https://s.glbimg.com/es/sde/f/2020/08/31/a672c0a0e10ef44cc74724473209cdb0_FORMATO.png",93368,23,277,"zag","Provável",4.3,7.61,0.09,2.24,14,"Santos",1,5,29,22,3,3,6,NA,1,NA,1,81,2,NA,NA,NA,NA,NA
"318","Matheus Rezende Assis","rezende","Rezende","https://s.glbimg.com/es/sde/f/2020/08/26/906a80a770a2e18eff41f8425cbd887a_FORMATO.jpeg",93798,23,290,"mei","Nulo",0,1,0,0,0,"290",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"319","Ravanelli Ferreira dos Santos","ravanelli","Ravanelli","https://s.glbimg.com/es/sde/f/2020/09/05/08428ea1a04ba3d8819ad7117a72e492_FORMATO.png",92193,23,293,"mei","Nulo",2.2,3.88,-0.53,2.33,10,"293",1,NA,4,9,3,4,11,1,1,NA,2,35,NA,NA,NA,NA,NA,NA
"320","Matheus Antonio Souza dos Santos","matheus-pato","Matheus Pato","https://s.glbimg.com/es/sde/f/2020/02/27/cfc13c70b277f0c5b63a5534f08fad66_FORMATO.png",92290,23,266,"ata","Nulo",0,2,0,0,0,"266",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"321","Jobson Souza Santos","jobson","Jobson","https://s.glbimg.com/es/sde/f/2019/09/21/78ffca0f8c20a94cf8b5e9109bea47c6_FORMATO.png",93377,23,277,"mei","Dúvida",-2.9,3.4,-0.49,1.41,17,"Santos",1,6,39,32,1,3,15,NA,1,NA,2,101,NA,NA,NA,NA,NA,NA
"322","Ramón Martínez López","ramon-martinez","Ramón Martínez","https://s.glbimg.com/es/sde/f/2020/09/10/3ec7fbe3fc53cbbd7d412caa63adc854_FORMATO.png",92155,23,294,"mei","Nulo",0,2.84,0,0.31,7,"Coritiba",NA,1,7,7,NA,NA,3,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA
"323","Martín Nicolás Benítez","benitez","Benítez","https://s.glbimg.com/es/sde/f/2020/08/17/0ff90a1cc63361f256c888951d107118_FORMATO.png",93550,23,267,"mei","Nulo",0.1,8.47,-0.4,3.57,15,"267",1,3,39,18,7,7,33,NA,1,NA,2,132,NA,NA,NA,NA,NA,NA
"324","Andrey Ramos do Nascimento","andrey","Andrey","https://s.glbimg.com/es/sde/f/2020/08/17/bfaf7651c9572b3c95e4d731dadc3958_FORMATO.png",93787,23,267,"mei","Nulo",5.4,6.46,1.16,3.11,15,"267",2,6,55,34,4,3,30,NA,NA,NA,NA,65,NA,NA,NA,NA,1,NA
"325","Daniel Sampaio Simões","daniel","Daniel","https://s.glbimg.com/es/sde/f/2020/02/28/a0c1c9f69e5607f8a09bca2e4d7b6bc8_FORMATO.png",93791,23,265,"mei","Provável",0.1,4.35,0.11,2.49,16,"265",1,3,8,11,2,5,23,1,3,NA,NA,64,NA,NA,NA,NA,NA,NA
"326","Leandro Miguel Fernández","leandro-fernandez","Leandro Fernández","https://s.glbimg.com/es/sde/f/2020/09/04/82a78869a31f588ee0291f918d0ad936_FORMATO.png",93303,23,285,"ata","Nulo",-0.2,5.91,-0.51,1.5,5,"285",1,2,NA,6,4,7,6,NA,NA,NA,3,24,NA,NA,NA,NA,NA,NA
"327","Marcos Antônio Cândido Ferreira Júnior","marcos-junior","Marcos Júnior","https://s.glbimg.com/es/sde/f/2020/08/17/36ea552764f49b731d549f23f44aee4d_FORMATO.png",93893,23,267,"mei","Provável",0,3.43,0,2.3,11,"267",1,NA,21,11,NA,2,13,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,NA
"328","Mateus da Silva Vital Assumpção","mateus-vital","Mateus Vital","https://s.glbimg.com/es/sde/f/2020/07/21/5dcf880865714624f3dd33ea666f3d81_FORMATO.png",93108,23,264,"mei","Nulo",0,5.32,0,2.19,9,"264",NA,2,4,1,3,3,16,NA,1,NA,NA,18,NA,NA,NA,NA,NA,NA
"329","Cleiton Schwengber","cleiton","Cleiton","https://s.glbimg.com/es/sde/f/2020/08/11/56999db7c665007bbfe8c1e1b0e76f8d_FORMATO.png",93882,23,280,"gol","Provável",4.4,1.36,0.56,-0.13,16,"280",NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,120,3,8,NA,19,NA,NA
"330","Wesley Pionteck Souza","wesley-pionteck","Wesley Pionteck","https://s.glbimg.com/es/sde/f/2020/08/07/70b200dbf6703aca6b5eee4008dbcad6_FORMATO.png",93376,23,280,"ata","Nulo",0,1.69,0,0.7,1,"280",NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA
"331","Márcio Almeida de Oliveira","marcinho","Marcinho","https://s.glbimg.com/es/sde/f/2020/03/01/80ca783f6c1ed5ef384d190eed6ccd34_FORMATO.png",93797,23,263,"lat","Nulo",0,4.59,0,-0.6,1,"263",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA
"332","Bruno Nunes de Barros","bruno-tubarao","Bruno Tubarão","https://s.glbimg.com/es/sde/f/2020/07/28/463ff91ecdd216754f963fbe0244e831_FORMATO.png",93637,23,280,"mei","Nulo",0.4,3.57,-0.13,2.71,17,"280",1,2,30,15,5,9,8,2,1,NA,2,76,NA,NA,NA,NA,NA,NA
"333","Keiller da Silva Nunes","keiller","Keiller","https://s.glbimg.com/es/sde/f/2020/02/27/4d3e8df7f1ee40580d75e33e752dcff2_FORMATO.png",93834,23,285,"gol","Nulo",0,2,0,0,0,"285",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"334","John Victor Maciel Furtado","john-victor","John Victor","https://s.glbimg.com/es/sde/f/2020/03/09/7526bffb5ffcf8710f171fa2fbd3284a_FORMATO.png",94044,23,277,"gol","Provável",-4.4,0.76,-0.87,4.47,3,"Santos",NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,31,1,4,NA,3,NA,NA
"335","Marlon Rodrigues Freitas","marlon-freitas","Marlon Freitas","https://s.glbimg.com/es/sde/f/2020/02/27/bc294007fa19cf27acd992a30e786eff_FORMATO.png",93790,23,373,"mei","Nulo",0,5.53,0,1.81,17,"373",NA,2,31,22,9,11,15,1,NA,NA,NA,103,NA,NA,NA,NA,1,NA
"336","Diego Cristiano Evaristo","diego-pituca","Diego Pituca","https://s.glbimg.com/es/sde/f/2020/03/09/54fa3d697fc129a0e755c94b10fedd38_FORMATO.png",94156,23,277,"mei","Provável",-0.2,7.04,-0.78,2.25,21,"Santos",NA,2,51,27,4,6,29,NA,NA,NA,2,93,NA,NA,NA,NA,NA,NA
"337","Matheus Barcelos da Silva","matheus-babi","Matheus Babi","https://s.glbimg.com/es/sde/f/2020/07/20/bb2284f13a5e04e59749617f6cfd07bd_FORMATO.png",94444,23,263,"ata","Nulo",0,8.23,0,4.23,19,"263",1,5,25,45,8,9,49,2,6,NA,8,84,NA,NA,NA,NA,NA,NA
"338","Breno Henrique Vasconcelos Lopes","breno-lopes","Breno Lopes","https://s.glbimg.com/es/sde/f/2020/11/11/302a126478ca4f8021cea45f7b024205_FORMATO.png",93988,23,275,"ata","Nulo",-0.1,2.84,-0.59,-0.55,2,"275",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA
"339","Edson Fernandes Botelho Júnior","edson-junior","Edson Júnior","https://s.glbimg.com/es/sde/f/2020/02/27/9d57e7ce2dd807fc1e2cd5ab58914a0d_FORMATO.png",93956,23,373,"ata","Nulo",0,1,0,0,0,"373",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"340","José Brandão Gonçalves Júnior","junior-brandao","Júnior Brandão","https://s.glbimg.com/es/sde/f/2020/02/27/78f5c554409caf5d629476e7df23316d_FORMATO.png",93909,23,373,"ata","Nulo",0.3,2.07,-0.14,0.46,11,"373",NA,NA,4,8,2,4,1,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA
"341","Raphael Cavalcante Veiga","raphael-veiga","Raphael Veiga","https://s.glbimg.com/es/sde/f/2020/10/05/eba17da38b8f96bc0a8b648fa5aa7acc_FORMATO.png",94509,23,275,"mei","Nulo",0,11.36,0,5.07,13,"275",NA,1,11,16,4,11,22,NA,6,NA,NA,77,NA,NA,NA,NA,NA,NA
"342","Luiz Otávio Alves Marcolino","luiz-otavio","Luiz Otávio","https://s.glbimg.com/es/sde/f/2020/03/01/c0d9bec2c3fec7a81266729603ed2582_FORMATO.png",94269,23,263,"mei","Nulo",0,1.7,0,0.42,13,"263",NA,NA,5,8,3,1,3,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA
"343","Lucas Ribamar Lopes dos Santos Bibiano","ribamar","Ribamar","https://s.glbimg.com/es/sde/f/2020/08/17/cd4f9206b4c3308452f5560028e465e8_FORMATO.png",94068,23,267,"ata","Nulo",8.5,5.44,1.37,2.03,12,"267",NA,1,3,10,3,3,5,NA,3,NA,5,17,NA,NA,NA,NA,NA,NA
"344","Lucas da Cruz Oliveira","oliveira","Oliveira","https://s.glbimg.com/es/sde/f/2020/02/27/12b3b5d05927082246dce985879c54cb_FORMATO.png",94514,23,373,"zag","Nulo",0,3,0,2.82,9,"373",NA,2,7,9,NA,1,7,NA,2,NA,NA,34,2,NA,NA,NA,NA,NA
"345","Luis Antônio da Rocha Júnior","juninho-capixaba","Juninho Capixaba","https://s.glbimg.com/es/sde/f/2020/02/28/d95ca5159ff4c4c6749ff6b844ceadb0_FORMATO.png",94968,23,265,"lat","Provável",0,8.34,0,3.4,13,"265",1,1,34,16,2,4,16,NA,NA,NA,1,129,3,NA,NA,NA,NA,NA
"346","Nicolas Vichiatto da Silva","nicolas","Nicolas","https://s.glbimg.com/es/sde/f/2020/02/27/7f5642f8b7524479c49deb8ff60b5bdb_FORMATO.png",95127,23,373,"lat","Provável",4.9,7.71,-0.19,3.17,20,"373",3,NA,34,24,6,10,10,NA,NA,NA,2,226,6,NA,NA,NA,NA,NA
"347","Damián Marcelo Musto","musto","Musto","https://s.glbimg.com/es/sde/f/2020/02/27/aa72a4508aad03611c623879b48a94c6_FORMATO.png",94838,23,285,"mei","Nulo",-0.9,4.79,-0.1,1.32,13,"285",NA,2,23,21,NA,3,12,NA,1,NA,NA,27,NA,NA,NA,NA,1,NA
"348","Felipe dos Reis Pereira Vizeu do Carmo","felipe-vizeu","Felipe Vizeu","https://s.glbimg.com/es/sde/f/2020/10/20/cb08a5c10db57cbbec091e022d47de94_FORMATO.png",94138,23,354,"ata","Contundido",0,7.58,0,3.4,3,"354",NA,NA,NA,1,1,1,2,NA,1,NA,NA,3,NA,NA,NA,NA,NA,NA
"349","Allan Rodrigues de Souza","allan","Allan","https://s.glbimg.com/es/sde/f/2020/08/31/5da528d4c6029f923a12da18ad0cf054_FORMATO.png",96652,23,282,"mei","Nulo",0,6.42,0,1.59,18,"282",NA,3,36,23,2,11,13,1,NA,NA,NA,106,NA,NA,NA,NA,NA,NA
"350","Charles Rigon Mattos","charles","Charles","https://s.glbimg.com/es/sde/f/2020/03/02/2f897ea65a1bd1db59318a12e5c6d367_FORMATO.png",96342,23,354,"mei","Provável",0,7.04,0,2.88,20,"354",1,4,54,37,3,8,15,NA,2,NA,NA,86,NA,NA,NA,NA,NA,NA
"351","Wellissol Santos de Oliveira ","wellissol","Wellissol ","https://s.glbimg.com/es/sde/f/2020/03/03/30ce289f3d8f28f763b6b3ca32c3027a_FORMATO.png",94718,23,294,"ata","Nulo",0,1.1,0,-0.07,4,"Coritiba",NA,2,3,5,NA,NA,7,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA
"352","Pedro Guilherme Abreu dos Santos","pedro","Pedro","https://s.glbimg.com/es/sde/f/2020/07/21/be530b20dd27bd402abc125ba7691a18_FORMATO.png",94583,23,262,"ata","Nulo",0,5.79,0,4.48,16,"Flamengo",NA,1,4,16,14,8,16,NA,7,NA,4,34,NA,NA,NA,NA,NA,1
"353","William Oliveira dos Santos","william-oliveira","William Oliveira","https://s.glbimg.com/es/sde/f/2020/03/02/39d250a4d190bffff7e9fbf0111d822b_FORMATO.png",94297,23,354,"mei","Contundido",0,2.05,0,0.43,6,"354",NA,3,7,8,NA,3,8,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA
"354","Artur Victor Guimarães","artur","Artur","https://s.glbimg.com/es/sde/f/2020/07/28/e1784a425e398f05dd3d8f178a3ddaf6_FORMATO.png",95799,23,280,"ata","Provável",6.6,12.16,0.46,3.09,20,"280",2,1,24,16,12,22,45,2,NA,NA,4,169,NA,NA,NA,NA,NA,1
"355","Jonatan David Gomez Ospina","jonatan-gomez","Jonatan Gomez","https://s.glbimg.com/es/sde/f/2020/03/09/bfe14638328381a0498413759e610ed4_FORMATO.png",94857,23,292,"mei","Nulo",0.5,9.08,-0.14,1.42,19,"292",NA,1,9,17,2,14,26,NA,1,NA,1,56,NA,NA,NA,NA,NA,NA
"356","Luis Manuel Orejuela García","orejuela","Orejuela","https://s.glbimg.com/es/sde/f/2020/07/19/2277b33232bf3b6a9c2e569271b9f87d_FORMATO.png",95352,23,284,"lat","Nulo",0,10.18,0,5.16,16,"284",NA,1,48,26,3,6,23,1,1,NA,1,158,7,NA,NA,NA,NA,NA
"357","Juan Sebastián Quintero Fletcher","quintero","Quintero","https://s.glbimg.com/es/sde/f/2019/03/22/df21f8c767acbe98de2f1a88be61c8e8_FORMATO.png",96382,23,356,"zag","Contundido",0,1.67,0,1.38,9,"356",NA,3,5,6,NA,2,3,NA,NA,NA,NA,17,4,NA,NA,NA,1,NA
"358","Jefferson Junio Antônio da Silva","jefferson","Jefferson","https://s.glbimg.com/es/sde/f/2020/08/26/1b4ff7917a54d469be132fbe58592256_FORMATO.jpeg",95220,23,290,"lat","Nulo",0,5.95,0,2.36,10,"290",NA,1,16,7,NA,4,7,NA,1,1,1,61,3,NA,NA,NA,1,NA
