"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","CA","DS","FC","FD","FF","FS","G","I","PI","A","DD","GS","SG","FT","PP","CV","DP","GC"
"270","Carlos Eduardo Barbosa da Silva","carlos-eduardo","Carlos Eduardo","https://s.glbimg.com/es/sde/f/2020/11/13/49a1d2e2ca5634f62915c578c786cac8_FORMATO.png",106965,29,275,"zag","Nulo",0,1,0,0,0,"275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"271","Matheus Bonifácio Saldanha Marinho","saldanha","Saldanha","https://s.glbimg.com/es/sde/f/2020/07/16/61b9f7b4e75ec5b35b48d42b3b848e54_FORMATO.png",107088,29,265,"ata","Nulo",0,2.19,0,1.23,13,"265",1,2,6,1,8,7,1,3,16,NA,NA,NA,NA,1,NA,NA,NA,NA
"272","Daniel Alves da Silva","daniel-alves","Daniel Alves","https://s.glbimg.com/es/sde/f/2020/03/09/9996d55cd79f9deac2e370cbb20e3d36_FORMATO.png",38939,29,276,"mei","Provável",1.4,10.14,-0.06,1.61,18,"276",7,33,41,4,18,33,1,2,222,2,NA,NA,NA,NA,NA,NA,NA,NA
"273","Vinícius Rayan Pereira dos Santos","rayan","Rayan","https://s.glbimg.com/es/sde/f/2020/11/04/ec2f7a7f5a8c8b3cb8176140d78b31ca_FORMATO.png",106880,29,354,"ata","Nulo",0,1,0,0,0,"354",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"274","Federico Matías Javier Zaracho","zaracho","Zaracho","https://s.glbimg.com/es/sde/f/2020/10/19/41b058a9a8c68dc92fe626989ecf6a3e_FORMATO.png",100079,29,282,"mei","Contundido",0,8.43,0,1.65,8,"282",NA,8,9,1,2,2,1,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA
"275","Matheus Henrique de Souza","matheus-henrique","Matheus Henrique","https://s.glbimg.com/es/sde/f/2020/07/19/2e4d9048adfe4f9650ef110a2758b57e_FORMATO.png",100742,29,284,"mei","Nulo",0,5.81,-0.25,1.57,22,"284",5,35,28,4,6,48,NA,NA,102,1,NA,NA,NA,NA,NA,1,NA,NA
"276","Lucas Henrique Ferreira Venuto","lucas-venuto","Lucas Venuto","https://s.glbimg.com/es/sde/f/2020/08/11/4d0626b467649cadfbf95578a06887cf_FORMATO.png",100290,29,292,"ata","Nulo",0,1.89,0,0.89,7,"292",NA,2,3,NA,NA,10,NA,NA,23,NA,NA,NA,NA,1,NA,NA,NA,NA
"277","Renato Portaluppi","renato-gaucho","Renato Gaúcho","https://s.glbimg.com/es/sde/f/2020/07/19/5604ae02dbe93c1893a6cdb31d2b0e90_FORMATO.png",41929,29,284,"tec","Nulo",4.53,12.48,-0.02,3.94,27,"284",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"278","Gustavo Nonato Santana","nonato","Nonato","https://s.glbimg.com/es/sde/f/2020/02/27/4fc30df934657cce0aecf53ef7dc9a8b_FORMATO.png",100987,29,285,"mei","Nulo",2.5,4.58,0.21,3.21,8,"285",3,21,13,1,3,16,1,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA
"279","Luciano Batista da Silva Junior","luciano-juba","Luciano Juba","https://s.glbimg.com/es/sde/f/2020/02/27/31b914c6b9a40f145d57b7006f20116e_FORMATO.png",107093,29,292,"lat","Nulo",0,3.25,0,2.38,15,"292",1,20,10,1,1,1,NA,NA,109,2,NA,NA,3,2,NA,NA,NA,NA
"280","Maxwell Lima Santos Silva","maxwell","Maxwell","https://s.glbimg.com/es/sde/f/2020/02/27/6dd964a64713673b192cdf5819becdb7_FORMATO.png",107092,29,292,"ata","Nulo",0,2.1,0,0.95,4,"292",NA,3,1,NA,1,2,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"281","Raphael Cavalcante Veiga","raphael-veiga","Raphael Veiga","https://s.glbimg.com/es/sde/f/2020/10/05/eba17da38b8f96bc0a8b648fa5aa7acc_FORMATO.png",94509,29,275,"mei","Nulo",1.4,9.11,-0.01,5.23,18,"275",2,17,18,7,12,26,8,1,93,1,NA,NA,NA,NA,NA,NA,NA,NA
"282","Willian Gomes de Siqueira","willian","Willian","https://s.glbimg.com/es/sde/f/2019/09/24/0f7dce66e695049e222a3bb848eb993d_FORMATO.png",42116,29,275,"ata","Nulo",9.1,11.04,1.33,3.52,24,"275",1,10,18,6,16,23,7,8,43,2,NA,NA,NA,NA,1,NA,NA,NA
"283","Paulo Henrique Pereira da Silva","paulinho-boia","Paulinho Bóia","https://s.glbimg.com/es/sde/f/2020/07/21/b835e53eaf060e493f1fdd092c0174c6_FORMATO.png",100333,29,276,"ata","Nulo",-0.1,4.34,-0.63,2.85,11,"276",NA,14,8,5,6,18,NA,4,25,NA,NA,NA,NA,2,NA,NA,NA,NA
"284","Osvaldo Lourenço Filho","osvaldo","Osvaldo","https://s.glbimg.com/es/sde/f/2019/03/22/cf67516d72742aa5e48694567a33d6b6_FORMATO.png",42222,29,356,"ata","Provável",0.2,5.69,-0.29,2.33,24,"356",2,24,11,7,13,18,1,3,112,3,NA,NA,NA,1,NA,NA,NA,NA
"285","Lucas da Cruz Oliveira","oliveira","Oliveira","https://s.glbimg.com/es/sde/f/2020/02/27/12b3b5d05927082246dce985879c54cb_FORMATO.png",94514,29,373,"zag","Provável",-1.5,2.68,-1.32,2.78,11,"373",2,10,12,NA,1,7,2,NA,47,NA,NA,NA,3,NA,NA,NA,NA,NA
"286","Guilherme Alecsander Guedes","guilherme-guedes","Guilherme Guedes","https://s.glbimg.com/es/sde/f/2020/07/19/3e492b4747eacc5d7e87267e97310fad_FORMATO.png",100741,29,284,"lat","Nulo",0,3,0,0,0,"284",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"287","Pedro Guilherme Abreu dos Santos","pedro","Pedro","https://s.glbimg.com/es/sde/f/2020/07/21/be530b20dd27bd402abc125ba7691a18_FORMATO.png",94583,29,262,"ata","Dúvida",3.2,5.8,0.39,4.01,22,"Flamengo",1,5,22,18,12,22,8,5,44,1,NA,NA,NA,NA,2,NA,NA,NA
"288","Gabriel Rodrigues Noga","gabriel-noga","Gabriel Noga","https://s.glbimg.com/es/sde/f/2020/09/24/3fff46cdd51ae4c51550bdc35b8b98fe_FORMATO.png",107107,29,262,"zag","Nulo",0,0.78,0,-0.35,2,"Flamengo",1,2,1,NA,NA,1,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"289","Cássio Roberto Ramos","cassio","Cássio","https://s.glbimg.com/es/sde/f/2020/07/21/d69bc6de4b00dce33cf2a3f7303c2c45_FORMATO.png",42234,29,264,"gol","Nulo",0,7.45,0,1.08,19,"264",1,1,1,NA,NA,1,NA,NA,145,NA,17,26,5,NA,NA,1,NA,NA
"290","Luiz Otávio Alves Marcolino","luiz-otavio","Luiz Otávio","https://s.glbimg.com/es/sde/f/2020/03/01/c0d9bec2c3fec7a81266729603ed2582_FORMATO.png",94269,29,263,"mei","Nulo",0,1.83,0,0.38,14,"263",NA,5,8,3,1,3,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"291","William Oliveira dos Santos","william-oliveira","William Oliveira","https://s.glbimg.com/es/sde/f/2020/03/02/39d250a4d190bffff7e9fbf0111d822b_FORMATO.png",94297,29,354,"mei","Nulo",-1.5,1.39,-0.66,0.15,7,"354",3,7,11,NA,3,8,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"292","Matheus Barcelos da Silva","matheus-babi","Matheus Babi","https://s.glbimg.com/es/sde/f/2020/07/20/bb2284f13a5e04e59749617f6cfd07bd_FORMATO.png",94444,29,263,"ata","Dúvida",0,7.29,0,3.31,24,"263",6,27,55,8,10,58,6,9,91,1,NA,NA,NA,2,NA,NA,NA,NA
"293","Alexi Stival","cuca","Cuca","https://s.glbimg.com/es/sde/f/2020/08/07/365a7d563bd584a5940f937c9ed97ea4_FORMATO.png",42411,29,277,"tec","Provável",5.41,11.13,0,3.65,28,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"294","Natan Bernardo de Souza","natan","Natan","https://s.glbimg.com/es/sde/f/2020/09/21/f0d9224327f2b48738ff94bbb145695c_FORMATO.png",107110,29,262,"zag","Nulo",0,4.23,0,3.17,11,"Flamengo",3,18,10,1,3,4,1,NA,37,1,NA,NA,2,1,NA,NA,NA,NA
"295","Alan Steven Franco Palma","franco","Franco","https://s.glbimg.com/es/sde/f/2020/08/31/b9998b0398f68bde01652c40392cd3be_FORMATO.png",39656,29,282,"mei","Provável",0.5,4.67,-0.55,2.1,19,"282",1,23,29,4,5,15,3,1,63,NA,NA,NA,NA,NA,NA,NA,NA,NA
"296","Fernando José Pacheco Rivas","fernando-pacheco","Fernando Pacheco","https://s.glbimg.com/es/sde/f/2020/08/11/0f3de4bf496db9970fd66f13146a40a4_FORMATO.png",98740,29,266,"ata","Nulo",0,2.6,0,0.6,11,"266",1,7,8,1,2,9,NA,4,27,NA,NA,NA,NA,1,NA,NA,NA,NA
"297","Luis Antônio da Rocha Júnior","juninho-capixaba","Juninho Capixaba","https://s.glbimg.com/es/sde/f/2020/02/28/d95ca5159ff4c4c6749ff6b844ceadb0_FORMATO.png",94968,29,265,"lat","Nulo",-0.1,7.09,-0.52,3.37,16,"265",2,38,16,3,5,20,NA,1,142,2,NA,NA,3,NA,NA,NA,NA,NA
"298","Luan Cândido de Almeida","luan-candido","Luan Cândido","https://s.glbimg.com/es/sde/f/2020/07/28/6e72b464ec47e25ee0d33c043677901a_FORMATO.png",100848,29,280,"lat","Nulo",0,2.35,0,2.42,6,"280",3,10,13,NA,3,2,1,NA,44,NA,NA,NA,2,NA,NA,NA,NA,NA
"299","Benjamín Kuscevic Jaramillo","kuscevic","Kuscevic","https://s.glbimg.com/es/sde/f/2020/11/05/474301b42de21f3723694c3a39533818_FORMATO.png",98619,29,275,"zag","Nulo",5.4,6.73,-0.53,5.8,3,"275",1,6,4,1,NA,4,NA,NA,8,NA,NA,NA,2,1,NA,NA,NA,NA
"300","Mariano Vázquez","mariano-vazquez","Mariano Vázquez","https://s.glbimg.com/es/sde/f/2019/07/03/8893116eb5db26f6e34e68d817fe606d_FORMATO.png",98760,29,356,"mei","Nulo",0,1.08,0,0.07,11,"356",1,2,7,NA,1,10,NA,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"301","Vagner Carmo Mancini","vagner-mancini","Vagner Mancini","https://s.glbimg.com/es/sde/f/2020/10/17/872eda934e6fd1fe19b16842c52b0fb9_FORMATO.png",39850,29,264,"tec","Nulo",0,8.21,0,3.74,23,"264",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"302","Egídio de Araújo Pereira Júnior","egidio","Egídio","https://s.glbimg.com/es/sde/f/2020/08/11/672d352606042414d4d148952612fe89_FORMATO.png",42145,29,266,"lat","Nulo",0,9.6,0,4.19,13,"266",1,51,17,5,1,10,NA,1,173,3,NA,NA,1,NA,NA,NA,NA,NA
"303","Jonatan David Gomez Ospina","jonatan-gomez","Jonatan Gomez","https://s.glbimg.com/es/sde/f/2020/03/09/bfe14638328381a0498413759e610ed4_FORMATO.png",94857,29,292,"mei","Provável",1.2,8.91,-0.02,1.36,23,"292",1,11,19,3,14,32,1,1,64,NA,NA,NA,NA,NA,NA,NA,NA,NA
"304","Jean Pyerre Casagrande Silveira Correa","jean-pyerre","Jean Pyerre","https://s.glbimg.com/es/sde/f/2019/07/09/c0831db56540c4e253fdd6affa63d176_FORMATO.png",98832,29,284,"mei","Nulo",0,10.5,0,3.87,10,"284",NA,12,5,3,15,7,1,NA,59,1,NA,NA,NA,1,NA,NA,NA,NA
"305","Abel Carlos da Silva Braga","abel-braga","Abel Braga","https://s.glbimg.com/es/sde/f/2020/11/10/0f92efccde1103a2d235bd9cb9fa4deb_FORMATO.png",40006,29,285,"tec","Provável",6.01,11.06,0.01,3.73,9,"285",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"306","Gabriel Davi Gomes Sara","gabriel-sara","Gabriel Sara","https://s.glbimg.com/es/sde/f/2020/11/05/d6c6115b5a030607c5a349c3c7265105_FORMATO.png",100763,29,276,"mei","Provável",5.6,5.12,0.8,2.95,23,"276",5,29,25,7,23,28,4,4,146,1,NA,NA,NA,NA,NA,NA,NA,NA
"307","José Ítalo Monteiro Fidelis dos Santos","italo","Ítalo","https://s.glbimg.com/es/sde/f/2020/09/24/16dea88855a580e160fd2c0722019c6a_FORMATO.png",107108,29,262,"lat","Nulo",0,1,0,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"308","Fernando Diniz Silva","fernando-diniz","Fernando Diniz","https://s.glbimg.com/es/sde/f/2019/10/03/6d8ae397f0417ad0faa735bc5f9c21d5_FORMATO.png",72391,29,276,"tec","Provável",1.78,9.19,-0.22,3.66,24,"276",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"309","José Marcos Costa Martins","marquinhos","Marquinhos","https://s.glbimg.com/es/sde/f/2020/08/31/f80b931ac45bd42717faafcefa816c42_FORMATO.png",98765,29,282,"ata","Nulo",0,3.86,0,1.4,11,"282",NA,12,13,1,4,5,NA,3,35,1,NA,NA,NA,1,NA,NA,NA,NA
"310","Vanderlei Luxemburgo da Silva","vanderlei-luxemburgo","Vanderlei Luxemburgo","https://s.glbimg.com/es/sde/f/2020/12/31/a8308071841710b7b43c3c0f28ff6113_FORMATO.png",41327,29,267,"tec","Provável",9.01,10.84,0.61,3.73,16,"267",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"311","Igor Vinícius de Souza","igor-vinicius","Igor Vinícius","https://s.glbimg.com/es/sde/f/2019/04/01/882d97a0ed3a028f3c489768c79b7268_FORMATO.png",95466,29,276,"lat","Nulo",0,5.53,0,2.35,17,"276",4,27,33,4,6,14,NA,NA,93,2,NA,NA,4,NA,NA,NA,NA,NA
"312","Guilherme Bissoli Campos","bissoli","Bissoli","https://s.glbimg.com/es/sde/f/2020/03/03/9afb408f4d0f07b2b83a6b6e179b3766_FORMATO.png",100762,29,293,"ata","Nulo",-1.1,1.86,-0.51,0.48,9,"293",NA,2,7,2,1,3,NA,2,9,NA,NA,NA,NA,1,NA,NA,NA,NA
"313","Jefferson David Savarino Quintero","savarino","Savarino","https://s.glbimg.com/es/sde/f/2020/08/31/864520e76c9a189815cf05a7f3f9a096_FORMATO.png",98672,29,282,"ata","Provável",9.2,7.33,1.54,3.58,20,"282",2,8,17,6,18,21,4,7,136,4,NA,NA,NA,3,NA,NA,NA,NA
"314","João Victor Gomes da Silva","gomes","Gomes","https://s.glbimg.com/es/sde/f/2020/09/15/53a509d5292e3761e7e9f345bf82bfa4_FORMATO.png",107109,29,262,"mei","Nulo",0,2.38,0,3.07,3,"Flamengo",2,12,13,NA,NA,5,NA,NA,8,NA,NA,NA,NA,2,NA,NA,NA,NA
"315","Matías Nicolás Viña Susperreguy","vina","Viña","https://s.glbimg.com/es/sde/f/2020/02/28/444cc845fe792b0fdd234c579e4c31de_FORMATO.png",98974,29,275,"lat","Nulo",0,9.81,0,5.16,17,"275",3,55,22,2,7,21,NA,2,126,2,NA,NA,7,NA,NA,NA,NA,NA
"316","Pedro Henrique Naressi Machado","pedro-naressi","Pedro Naressi","https://s.glbimg.com/es/sde/f/2020/09/14/46ddb181165c7727e2b17d88bb13428e_FORMATO.png",98529,29,354,"mei","Nulo",0,0.78,0,1.59,9,"354",4,14,15,NA,2,8,1,NA,28,1,NA,NA,NA,NA,NA,NA,NA,NA
"317","Richard Rios Montoya","richard-rios","Richard Rios","https://s.glbimg.com/es/sde/f/2020/09/24/b167c28d9ebf8bdea4bdb2823aed2296_FORMATO.png",107111,29,262,"mei","Nulo",0,1,0,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"318","Tomás Esteban Cuello","cuello","Cuello","https://s.glbimg.com/es/sde/f/2020/07/28/1eeacbdffc5dd751f52728c41e6c3146_FORMATO.png",98909,29,280,"mei","Suspenso",0.5,1.97,-0.8,1.41,12,"280",3,15,16,7,7,7,NA,NA,46,NA,NA,NA,NA,1,NA,NA,NA,NA
"319","Igor Matheus Liziero Pereira ","liziero","Liziero","https://s.glbimg.com/es/sde/f/2019/04/01/8423e58431d29d7700ba477367f59b3f_FORMATO.png",100761,29,276,"mei","Contundido",0,4.4,0,1.02,5,"276",1,9,7,2,2,4,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,NA,NA
"320","Lucas Braga Ribeiro","lucas-braga","Lucas Braga","https://s.glbimg.com/es/sde/f/2020/12/14/090143e69449bf205b8538d02b7a7981_FORMATO.png",99119,29,277,"ata","Provável",2.1,3.21,-0.12,1.73,22,"Santos",3,26,31,6,4,38,1,3,71,1,NA,NA,NA,NA,NA,NA,NA,NA
"321","Brenno Oliveira Fraga Costa","brenno","Brenno","https://s.glbimg.com/es/sde/f/2020/07/19/1748daa635dc775b9136f10307a95ab1_FORMATO.png",100830,29,284,"gol","Nulo",0,1,0,0,0,"284",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"322","Nicolas Vichiatto da Silva","nicolas","Nicolas","https://s.glbimg.com/es/sde/f/2020/02/27/7f5642f8b7524479c49deb8ff60b5bdb_FORMATO.png",95127,29,373,"lat","Nulo",-3.4,6.25,-1.46,2.65,25,"373",1,39,30,6,12,11,NA,2,269,3,NA,NA,7,NA,NA,NA,NA,NA
"323","Jefferson Junio Antônio da Silva","jefferson","Jefferson","https://s.glbimg.com/es/sde/f/2020/08/26/1b4ff7917a54d469be132fbe58592256_FORMATO.jpeg",95220,29,290,"lat","Provável",3.7,5.79,0.78,3.05,16,"290",1,32,14,NA,6,14,1,2,130,NA,NA,NA,6,NA,NA,1,NA,1
"324","Leonardo Natel Vieira","leo-natel","Léo Natel","https://s.glbimg.com/es/sde/f/2020/07/21/75fe8f637b732326ab10856c62020124_FORMATO.png",98952,29,264,"ata","Nulo",0,3.75,0,1.66,18,"264",1,16,27,5,8,11,2,4,75,1,NA,NA,NA,NA,NA,NA,NA,NA
"325","Wanderson Felippe Cardoso dos Santos","felippe-cardoso","Felippe Cardoso","https://s.glbimg.com/es/sde/f/2020/08/11/65b773ef79fcc1056f7ae14cd0e7be82_FORMATO.png",100963,29,266,"ata","Nulo",0,1.96,0,0.42,17,"266",3,6,20,6,4,10,1,7,30,NA,NA,NA,NA,NA,NA,NA,NA,NA
"326","Felipe Aguilar Mendoza","aguilar","Aguilar","https://s.glbimg.com/es/sde/f/2020/07/11/d7b3953a6bffe509daca41ab80ac36ae_FORMATO.png",95494,29,293,"zag","Nulo",0,5.89,0,2.13,9,"293",1,10,4,1,2,3,NA,NA,11,NA,NA,NA,3,NA,NA,NA,NA,1
"327","Matheus Sousa de Jesus","matheus-jesus","Matheus Jesus","https://s.glbimg.com/es/sde/f/2020/07/28/f6113500995af8a65418616d8f79fc39_FORMATO.png",95335,29,280,"mei","Nulo",0,4.03,0,0.95,11,"280",3,9,13,3,7,9,NA,1,43,1,NA,NA,NA,NA,NA,NA,NA,NA
"328","Cristiano da Silva Vidal","vidal","Vidal","https://s.glbimg.com/es/sde/f/2020/07/19/36c40558e9926c8e0a5f84347d08142e_FORMATO.png",95540,29,290,"lat","Nulo",0,1.43,0,-0.7,1,"290",NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"329","Marco Antônio Rosa Furtado Júnior","marco-antonio","Marco Antônio","https://s.glbimg.com/es/sde/f/2020/07/23/9d019c35887c5b459155b29b81d6af85_FORMATO.png",94975,29,265,"mei","Nulo",-0.1,3.01,-0.39,1.7,14,"265",1,5,7,4,3,17,1,1,39,1,NA,NA,NA,NA,NA,NA,NA,NA
"330","Ruan Tressoldi Netto","ruan","Ruan","https://s.glbimg.com/es/sde/f/2019/12/06/d2a238e1b58db291139f1714859cad33_FORMATO.png",100842,29,284,"zag","Nulo",0,0.83,0,0.43,3,"284",NA,1,2,1,NA,1,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"331","Lucas Araújo de Oliveira","lucas-araujo","Lucas Araújo","https://s.glbimg.com/es/sde/f/2020/07/19/42424bcbcec84f88078917af7eaa872f_FORMATO.png",100844,29,284,"mei","Nulo",0,1,0,0,0,"284",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"332","Patrick de Paula Carreiro","patrick-de-paula","Patrick de Paula","https://s.glbimg.com/es/sde/f/2020/03/09/a9c14c249329965a83e2f3b2bda2642b_FORMATO.png",107172,29,275,"mei","Nulo",2.2,5.94,-0.26,3.85,19,"275",1,40,24,8,12,21,2,NA,96,1,NA,NA,NA,2,NA,NA,NA,NA
"333","Rodrigo Muniz Carvalho","rodrigo-muniz","Rodrigo Muniz","https://s.glbimg.com/es/sde/f/2020/11/20/9b79dad8501053b0a57fe5ff580c9d84_FORMATO.png",107112,29,262,"ata","Nulo",-1,1.48,-0.2,0.77,9,"Flamengo",1,1,8,1,1,8,1,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"334","Fagner Conserva Lemos","fagner","Fagner","https://s.glbimg.com/es/sde/f/2020/07/21/86994a3b5f98e1f43ef23a09d56aa65c_FORMATO.png",42500,29,264,"lat","Nulo",0,11.82,0,3.79,18,"264",2,51,22,7,5,16,1,2,203,NA,NA,NA,6,NA,NA,1,NA,NA
"335","Luis Manuel Orejuela García","orejuela","Orejuela","https://s.glbimg.com/es/sde/f/2020/07/19/2277b33232bf3b6a9c2e569271b9f87d_FORMATO.png",95352,29,284,"lat","Contundido",0,10.1,0,5.19,17,"284",1,49,27,3,7,23,1,1,164,NA,NA,NA,8,1,NA,NA,NA,NA
"336","José Joaquim de Carvalho","zeca","Zeca","https://s.glbimg.com/es/sde/f/2020/08/26/44eafed43db0f7d9f5ef802ee7efa7aa_FORMATO.jpeg",94976,29,290,"ata","Nulo",0,0.75,0,-1.07,3,"290",1,1,3,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"337","Lucas Esteves de Souza","esteves","Esteves","https://s.glbimg.com/es/sde/f/2019/07/08/cd984c932e6f6d7e51df1e0963c5513e_FORMATO.jpeg",100846,29,275,"lat","Nulo",5.7,2.34,0.94,1,4,"275",1,5,6,NA,NA,2,NA,NA,20,NA,NA,NA,1,NA,NA,NA,NA,NA
"338","Ernando Rodrigues Lopes","ernando","Ernando","https://s.glbimg.com/es/sde/f/2020/07/23/64f95e587c904e0e5980af5e1af88314_FORMATO.png",49651,29,265,"zag","Nulo",0.5,5.33,-0.45,1.88,19,"265",NA,15,15,5,4,4,1,NA,57,1,NA,NA,2,NA,NA,NA,NA,NA
"339","Luiz Rhodolfo Dini Gaioto","rhodolfo","Rhodolfo","https://s.glbimg.com/es/sde/f/2020/03/02/bc9582db51a292081109f930b9538e92_FORMATO.png",42501,29,294,"zag","Provável",4.6,4.81,1.22,2.05,12,"Coritiba",2,17,6,NA,2,4,NA,2,61,NA,NA,NA,3,1,NA,NA,NA,NA
"340","Alesandro dos Santos Pereira","ale-santos","Alê Santos","https://s.glbimg.com/es/sde/f/2020/02/27/5751271b660f08e0407f7ee70d3e829f_FORMATO.png",99256,29,292,"mei","Nulo",0,2,0,0,0,"292",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"341","Diego Santos Monteiro","diego-monteiro","Diego Monteiro","https://s.glbimg.com/es/sde/f/2020/03/03/59ea3fcf6b8099184e3d7afece30e0e5_FORMATO.png",107136,29,294,"gol","Nulo",0,1,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"342","Márcio Gonzaga de Azevedo","marcio-azevedo","Márcio Azevedo","https://s.glbimg.com/es/sde/f/2019/03/30/94c0ddfd7cbc5c7244c6b1a5aecc258b_FORMATO.png",42491,29,293,"lat","Contundido",0,2.88,0,0.18,6,"293",1,6,9,NA,NA,4,NA,1,49,NA,NA,NA,1,NA,NA,NA,NA,NA
"343","Francisco Alves da Silva Melo","chico","Chico","https://s.glbimg.com/es/sde/f/2020/02/27/091e13c92c44ecc1214f5f2ecd1f2b5d_FORMATO.png",99253,29,292,"zag","Nulo",0,2.78,0,2.74,11,"292",1,18,6,NA,1,2,NA,NA,47,NA,NA,NA,4,NA,NA,NA,NA,NA
"344","Gregore de Magalhães da Silva","gregore","Gregore","https://s.glbimg.com/es/sde/f/2020/07/23/d4779b1c4479f06f665d796b9eb346b7_FORMATO.png",95464,29,265,"mei","Nulo",1.3,5.29,0.71,0.66,20,"265",9,52,65,4,7,15,NA,NA,112,2,NA,NA,NA,NA,NA,1,NA,NA
"345","Ronald dos Santos Lopes","ronald","Ronald","https://s.glbimg.com/es/sde/f/2020/08/11/efc2759a4d0d9b526fb58356150c1655_FORMATO.png",100969,29,356,"mei","Nulo",1.9,2.85,-0.03,1.67,18,"356",2,29,19,2,1,19,NA,NA,32,1,NA,NA,NA,NA,NA,NA,NA,NA
"346","Wilson Rodrigues de Moura Júnior","wilson","Wilson","https://s.glbimg.com/es/sde/f/2020/03/02/dfd945324c953bf8961a2733f8878bdf_FORMATO.png",50284,29,294,"gol","Provável",4.6,8.51,0.74,2.48,28,"Coritiba",NA,1,NA,NA,NA,2,NA,NA,228,NA,31,38,7,NA,NA,NA,1,NA
"347","Matheus dos Santos Miranda","miranda","Miranda","https://s.glbimg.com/es/sde/f/2020/08/17/1cbd279a52f1e6ab977c059e6068442a_FORMATO.png",101720,29,267,"zag","Nulo",0,3.34,0,1.56,17,"267",1,30,18,NA,1,11,NA,NA,91,NA,NA,NA,2,NA,NA,NA,NA,NA
"348","Christian Kendji Wagatsuma Ferreira","kazu","Kazu","https://s.glbimg.com/es/sde/f/2020/03/02/b1d4de6073f4457edbe7fd9443a4622d_FORMATO.png",107137,29,294,"lat","Nulo",0,1,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"349","Edimar Curitiba Fraga","edimar","Edimar","https://s.glbimg.com/es/sde/f/2020/07/28/add64224dcac666b23e193bb0505d8a5_FORMATO.png",62024,29,280,"lat","Provável",10.4,5.47,1.72,2.02,22,"280",4,39,30,3,15,12,1,1,207,NA,NA,NA,4,NA,NA,NA,NA,NA
"350","Carlos Enrique Rentería Olaya","renteria","Rentería","https://s.glbimg.com/es/sde/f/2020/09/03/4ae8e1b8d3d89d5ea0410c49475f3c68_FORMATO.png",95356,29,263,"mei","Nulo",0,5.31,0,0.96,8,"263",1,10,8,2,1,4,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
