"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","CA","DS","FC","FF","FS","G","PI","CV","FD","SG","FT","I","A","DD","DP","GS","GC","PP"
"269","Geuvânio Santos Silva","geuvanio","Geuvânio","https://s.glbimg.com/es/sde/f/2020/07/11/aa08b8bb889d2e350b8c0e20f8570d70_FORMATO.png",73896,16,293,"ata","Provável",5.8,5.7,1.21,2.73,10,"293",3,8,14,2,12,1,42,NA,7,NA,1,1,2,NA,NA,NA,NA,NA
"270","Wellington Aparecido Martins","wellington","Wellington","https://s.glbimg.com/es/sde/f/2019/03/30/79dd4d1b071e14e833f4b54ceaba247a_FORMATO.png",62129,16,293,"mei","Provável",-2,0.78,0,-1.77,10,"293",6,7,27,2,4,NA,41,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"271","Fernando Canesin Matos","fernando-canesin","Fernando Canesin","https://s.glbimg.com/es/sde/f/2020/01/21/b9b4d67aae6f6afee4097184bf8cc32d_FORMATO.png",81585,16,293,"mei","Nulo",0,1.44,0,-0.2,3,"293",1,2,1,1,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"272","Carlos Eduardo Ferreira de Souza","carlos-eduardo","Carlos Eduardo","https://s.glbimg.com/es/sde/f/2020/02/28/005f1178dd64dc721696b75d13b446ab_FORMATO.png",90917,16,293,"ata","Nulo",0.6,4.36,-0.96,1.99,10,"293",NA,5,8,4,9,1,18,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"273","José Ivaldo Almeida Silva","ze-ivaldo","Zé Ivaldo","https://s.glbimg.com/es/sde/f/2019/03/30/73d465434b401d66707cc13ffc19d3fd_FORMATO.png",91866,16,293,"zag","Nulo",0,6.17,0,3.75,2,"293",NA,3,1,1,NA,NA,8,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"274","Erick Luis Conrado de Carvalho","erick","Erick","https://s.glbimg.com/es/sde/f/2019/04/01/9717a07ef27fdd10d8ac6c25914a376e_FORMATO.png",98022,16,293,"mei","Suspenso",2.3,4.66,0.41,2.65,9,"293",3,23,15,6,3,NA,30,NA,5,NA,NA,NA,1,NA,NA,NA,NA,NA
"275","Felipe Aguilar Mendoza","aguilar","Aguilar","https://s.glbimg.com/es/sde/f/2020/07/11/d7b3953a6bffe509daca41ab80ac36ae_FORMATO.png",95494,16,293,"zag","Nulo",0,5.59,0,2.02,4,"293",1,10,4,1,2,NA,9,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA
"276","Filipe Luís Kasmirski","filipe-luis","Filipe Luís","https://s.glbimg.com/es/sde/f/2020/07/21/13c7ce26874ca832a2aa481d63ff0347_FORMATO.png",38750,16,262,"lat","Provável",0,6.18,0,3.27,11,"Flamengo",2,27,13,1,14,1,82,NA,2,3,NA,1,NA,NA,NA,NA,1,NA
"277","Gustavo Henrique Ferrareis","gustavo-ferrareis","Gustavo Ferrareis","https://s.glbimg.com/es/sde/f/2020/02/27/86bda8f1f2f8a1d79cbbc8a21a0d4436_FORMATO.png",89815,16,373,"mei","Suspenso",-2.1,7.89,-0.76,2.51,14,"373",3,16,27,10,26,2,59,NA,3,NA,NA,2,1,NA,NA,NA,NA,NA
"278","Pedro Gabriel Pereira Lopes","pedrinho","Pedrinho","https://s.glbimg.com/es/sde/f/2019/09/30/6a55930690acaca09d4ef83e23d8e8fd_FORMATO.png",100103,16,293,"ata","Nulo",0.4,2.25,-0.15,0.85,8,"293",NA,2,6,3,5,NA,13,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"279","Sandry Roberto Santos Goes","sandry","Sandry","https://s.glbimg.com/es/sde/f/2020/03/09/8bf582cd91832a1415dc460fd233c490_FORMATO.png",104580,16,277,"mei","Nulo",-0.6,1.44,-0.56,-0.6,1,"Santos",1,2,2,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"280","Diego Alves Carreira","diego-alves","Diego Alves","https://s.glbimg.com/es/sde/f/2020/07/21/b85acd7e2d0f1ab91194e144715ce869_FORMATO.png",38509,16,262,"gol","Contundido",0,10.72,0,2.22,5,"Flamengo",NA,NA,NA,NA,2,NA,19,1,NA,1,NA,NA,NA,6,NA,6,NA,NA
"281","Lucas Eduardo Ribeiro de Souza","edu","Edu","https://s.glbimg.com/es/sde/f/2020/07/11/12e46f03fd938b8ea89ef01adafadbd4_FORMATO.png",105842,16,293,"zag","Nulo",0,2,0,0,0,"293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"282","Abner Vinícius da Silva Santos","abner-vinicius","Abner Vinícius","https://s.glbimg.com/es/sde/f/2020/03/03/8152efe1ea15b6718521532a290b7451_FORMATO.png",104513,16,293,"lat","Provável",-3.2,8.54,-0.77,3.28,13,"293",1,16,15,7,8,1,112,NA,4,4,NA,NA,1,NA,NA,NA,NA,NA
"283","Fábio Santos Romeu","fabio-santos","Fábio Santos","https://s.glbimg.com/es/sde/f/2020/08/31/eafd006d2fd67a1a408086328eb3fd4c_FORMATO.png",38229,16,282,"lat","Nulo",0,6.12,0,3.28,5,"282",NA,3,2,NA,NA,NA,6,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"284","Khellven Douglas Silva Oliveira","khellven","Khellven ","https://s.glbimg.com/es/sde/f/2019/09/20/ee145800d6e1353696905f1aea903802_FORMATO.png",105175,16,293,"lat","Nulo",0,4.13,0,0.67,6,"293",2,11,10,1,1,NA,43,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"285","Diego Cristiano Evaristo","diego-pituca","Diego Pituca","https://s.glbimg.com/es/sde/f/2020/03/09/54fa3d697fc129a0e755c94b10fedd38_FORMATO.png",94156,16,277,"mei","Provável",3.1,7.78,0.47,2.36,16,"Santos",2,38,11,3,23,NA,72,NA,3,NA,NA,2,NA,NA,NA,NA,NA,NA
"286","Diego Tardelli Martins","diego-tardelli","Diego Tardelli","https://s.glbimg.com/es/sde/f/2020/08/31/7d9e7b5ca3e1599aa23e8f098978a809_FORMATO.png",38231,16,282,"ata","Contundido",0,9,0,0,0,"282",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"287","Arthur Gomes Lourenço","arthur-gomes","Arthur Gomes","https://s.glbimg.com/es/sde/f/2020/02/28/1180152071b3a94086ee66e070352aab_FORMATO.png",96966,16,277,"ata","Provável",1.4,4,-0.23,2.02,9,"Santos",NA,11,8,3,10,1,47,1,5,NA,NA,1,NA,NA,NA,NA,NA,NA
"288","Gilberto Oliveira Souza Júnior","gilberto","Gilberto","https://s.glbimg.com/es/sde/f/2020/07/23/cfa56df3c36a70e02c751261d2b54d77_FORMATO.png",61188,16,265,"ata","Provável",0,8.17,0,3.09,12,"265",1,8,13,12,16,1,56,NA,13,NA,1,4,1,NA,NA,NA,NA,1
"289","José Carlos Ferreira Júnior","juninho","Juninho","https://s.glbimg.com/es/sde/f/2020/07/20/68fe04ad87ce709e167f9819592fe87f_FORMATO.png",92182,16,265,"zag","Provável",0,8.47,0,2.78,12,"265",NA,19,3,4,4,1,43,1,2,2,NA,1,NA,NA,NA,NA,NA,NA
"290","Lucas Henrique Ferreira Venuto","lucas-venuto","Lucas Venuto","https://s.glbimg.com/es/sde/f/2020/08/11/4d0626b467649cadfbf95578a06887cf_FORMATO.png",100290,16,292,"ata","Nulo",0,2.16,0,1.07,6,"292",NA,2,3,NA,10,NA,21,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"291","William Oliveira dos Santos","william-oliveira","William Oliveira","https://s.glbimg.com/es/sde/f/2020/03/02/39d250a4d190bffff7e9fbf0111d822b_FORMATO.png",94297,16,354,"mei","Contundido",0,2.05,0,0.43,6,"354",3,7,8,3,8,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"292","Kaio Jorge Pinto Ramos","kaio-jorge","Kaio Jorge","https://s.glbimg.com/es/sde/f/2020/03/09/2863be83eb651b5fcae91f0fa484d0b1_FORMATO.png",103445,16,277,"ata","Provável",0.7,3.93,-0.36,1.29,14,"Santos",2,12,19,12,14,NA,21,NA,2,NA,1,1,NA,NA,NA,NA,NA,NA
"293","Lucas Fonseca da Silva","lucas-fonseca","Lucas Fonseca","https://s.glbimg.com/es/sde/f/2020/07/23/c62b021ccea14898e0104605a648a450_FORMATO.png",80189,16,265,"zag","Provável",0,3.7,0,0.44,5,"265",1,2,5,NA,2,NA,13,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"294","Tailson Pinto Gonçalves","tailson","Tailson","https://s.glbimg.com/es/sde/f/2020/02/28/6a3d988146a39cccc9f2572d2d1235f8_FORMATO.png",104578,16,277,"ata","Nulo",-0.3,2.24,-0.19,0.83,7,"Santos",NA,5,3,NA,5,NA,14,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"295","Keisuke Honda","honda","Honda","https://s.glbimg.com/es/sde/f/2020/03/01/c6b6e92b1486785f81549715b0dc9164_FORMATO.png",69940,16,263,"mei","Provável",1.2,5.42,-1.57,2.84,10,"263",NA,21,11,7,5,1,44,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"296","Vitor Hugo Naum dos Santos","vitinho","Vitinho","https://s.glbimg.com/es/sde/f/2019/08/09/4c1f2f2ebbf72fa37a797a53aababd3a_FORMATO.png",101960,16,293,"ata","Contundido",0,15.46,0,5.9,5,"293",1,5,13,2,11,2,29,NA,4,NA,1,NA,1,NA,NA,NA,NA,NA
"297","Diego Ribas da Cunha","diego","Diego","https://s.glbimg.com/es/sde/f/2020/07/21/89f8a5f044d80c7eac44cc7e54d18438_FORMATO.png",38909,16,262,"mei","Nulo",8.5,6.22,1.09,1.89,11,"Flamengo",3,9,17,4,30,NA,43,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA
"298","Anderson Silva da Paixão","anderson","Anderson","https://s.glbimg.com/es/sde/f/2019/09/25/83402cd7511dec123de5ec04e0677a53_FORMATO.png",102906,16,293,"gol","Nulo",0,2,0,0,0,"293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"299","Lucas Halter","lucas-halter","Lucas Halter","https://s.glbimg.com/es/sde/f/2019/05/18/8451dd8fd1ce139e8f57e002de068475_FORMATO.png",102253,16,293,"zag","Nulo",0,2.99,0,0.8,5,"293",1,3,7,1,4,NA,25,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA
"300","Roberto Junior Fernández Torres","gatito-fernandez","Gatito Fernández","https://s.glbimg.com/es/sde/f/2019/09/19/70ca98c30fcb2c5e072b2494089c9fa5_FORMATO.png",74061,16,263,"gol","Dúvida",0,14.9,0,5.6,8,"263",1,NA,NA,NA,NA,NA,62,NA,NA,3,NA,NA,NA,13,NA,7,NA,NA
"301","Guilherme Bissoli Campos","bissoli","Bissoli","https://s.glbimg.com/es/sde/f/2020/03/03/9afb408f4d0f07b2b83a6b6e179b3766_FORMATO.png",100762,16,293,"ata","Nulo",0,2.32,0,0.28,4,"293",NA,1,3,1,2,NA,4,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA
"302","Robert Abel Arboleda Escobar","arboleda","Arboleda","https://s.glbimg.com/es/sde/f/2019/04/01/8b22d106ccba1278e3e4a6b89e76eab0_FORMATO.png",91573,16,276,"zag","Nulo",0,10.07,0,2.47,4,"276",1,1,2,NA,1,NA,10,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA
"303","Danilo Carvalho Barcelos","danilo-barcelos","Danilo Barcelos","https://s.glbimg.com/es/sde/f/2020/09/03/1b0bc8c97f0339c38008ff5227279607_FORMATO.png",84382,16,266,"lat","Dúvida",0,2.71,0,-0.83,8,"266",3,11,22,2,1,NA,101,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA
"304","Bruno Fabiano Alves","bruno-alves","Bruno Alves","https://s.glbimg.com/es/sde/f/2019/04/01/c8c4cd4fac733c4fba030044eefbd05a_FORMATO.png",73620,16,276,"zag","Provável",0,8.27,0,2.34,7,"276",1,5,7,NA,7,NA,16,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"305","Fernando Buttenbender Prass","fernando-prass","Fernando Prass","https://s.glbimg.com/es/sde/f/2020/03/01/71d59c690cc2fcd14acc5c49fbe44148_FORMATO.png",38140,16,354,"gol","Provável",0,5.97,0,3.91,15,"354",2,NA,NA,NA,1,NA,128,NA,NA,5,NA,NA,NA,23,NA,21,NA,NA
"306","Fernando Diniz Silva","fernando-diniz","Fernando Diniz","https://s.glbimg.com/es/sde/f/2019/10/03/6d8ae397f0417ad0faa735bc5f9c21d5_FORMATO.png",72391,16,276,"tec","Provável",0,9.9,0,3.88,13,"276",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"307","Tiago Luis Volpi","tiago-volpi","Tiago Volpi","https://s.glbimg.com/es/sde/f/2019/04/01/2738a4ae33bd55ff85ec0117ecf79063_FORMATO.png",72018,16,276,"gol","Provável",0,13.71,0,3.42,13,"276",NA,1,NA,NA,2,NA,105,NA,NA,4,NA,NA,NA,13,1,13,NA,NA
"308","Rodrigo Eduardo Costa Marinho","rodriguinho","Rodriguinho","https://s.glbimg.com/es/sde/f/2020/07/19/53fbb01cb440a683d3d6cf3e622ea4dc_FORMATO.png",61033,16,265,"mei","Contundido",0,14.89,0,4.68,10,"265",NA,3,7,7,23,3,68,NA,5,NA,1,2,1,NA,NA,NA,NA,NA
"309","Cássio Roberto Ramos","cassio","Cássio","https://s.glbimg.com/es/sde/f/2020/07/21/d69bc6de4b00dce33cf2a3f7303c2c45_FORMATO.png",42234,16,264,"gol","Provável",0,6.58,0,0.68,12,"264",1,1,1,NA,NA,NA,53,1,NA,2,NA,NA,NA,11,NA,17,NA,NA
"310","Carlos Gilberto do Nascimento Silva","gil","Gil","https://s.glbimg.com/es/sde/f/2020/07/21/9d2bb30d4d5c8fa348e34de81829cfa8_FORMATO.png",68923,16,264,"zag","Provável",7.6,6.25,1.31,2.58,12,"264",1,21,8,1,5,NA,54,NA,NA,3,1,NA,1,NA,NA,NA,1,NA
"311","Luan Guilherme de Jesus Vieira","luan","Luan","https://s.glbimg.com/es/sde/f/2020/07/21/6b23ad91843aeaf82a87d7ac0f322ec2_FORMATO.png",86759,16,264,"mei","Nulo",0,7.03,0,2.63,7,"264",NA,7,6,3,6,1,44,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA
"312","Jorge Sampaoli","jorge-sampaoli","Jorge Sampaoli","https://s.glbimg.com/es/sde/f/2020/07/16/1940a0f1f7b292217e8c59a91c1a05cd_FORMATO.png",70800,16,282,"tec","Provável",2.44,13.85,-0.94,4.61,15,"282",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"313","Igor Vinícius de Souza","igor-vinicius","Igor Vinícius","https://s.glbimg.com/es/sde/f/2019/04/01/882d97a0ed3a028f3c489768c79b7268_FORMATO.png",95466,16,276,"lat","Dúvida",0,6.69,0,2.65,11,"276",4,17,25,6,10,NA,69,NA,4,3,NA,NA,2,NA,NA,NA,NA,NA
"314","Juan Francisco Torres Belén","juanfran","Juanfran","https://s.glbimg.com/es/sde/f/2019/08/09/3bd5a8ba6743da05e2eefc2c5140722d_FORMATO.png",72620,16,276,"lat","Contundido",0,6.82,0,2.58,6,"276",1,8,6,2,5,NA,28,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA
"315","Alex Roberto Santana Rafael ","alex-muralha","Alex Muralha","https://s.glbimg.com/es/sde/f/2020/03/02/5719413c4b962fbbd123ca79f634cf8a_FORMATO.png",79066,16,294,"gol","Nulo",0,5,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"316","Jair Rodrigues Júnior","jair","Jair","https://s.glbimg.com/es/sde/f/2020/08/31/4322e71a5ba13c6f911158707a657254_FORMATO.png",81091,16,282,"mei","Provável",2.8,7.69,-0.15,2.97,14,"282",4,36,32,4,26,1,47,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"317","Wilson Rodrigues de Moura Júnior","wilson","Wilson","https://s.glbimg.com/es/sde/f/2020/03/02/dfd945324c953bf8961a2733f8878bdf_FORMATO.png",50284,16,294,"gol","Provável",0.2,8.1,-0.81,2.65,16,"Coritiba",NA,1,NA,NA,2,NA,147,NA,NA,4,NA,NA,NA,17,1,20,NA,NA
"318","Everton Augusto de Barros Ribeiro","everton-ribeiro","Everton Ribeiro","https://s.glbimg.com/es/sde/f/2020/07/21/f06a07026bcc6a97595016101b72e608_FORMATO.png",51772,16,262,"mei","Dúvida",0.3,7.3,-1.47,3.49,12,"Flamengo",2,17,14,6,21,3,94,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"319","Juan Ramón Cazares Sevillano","cazares","Cazares","https://s.glbimg.com/es/sde/f/2020/09/26/b400496767c5b2364514614c6837b344_FORMATO.png",81682,16,264,"mei","Nulo",0.2,9,-0.4,0.37,4,"264",NA,1,1,NA,2,NA,12,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"320","Rómulo Otero Vásquez","otero","Otero","https://s.glbimg.com/es/sde/f/2020/08/24/62b6f54e98abc98430c7cf8079b8f517_FORMATO.png",83004,16,264,"mei","Provável",0,12.28,0,4.65,6,"264",2,7,7,4,19,NA,44,NA,8,NA,2,1,1,NA,NA,NA,NA,NA
"321","Matheus Galdezani","matheus-galdezani","Matheus Galdezani","https://s.glbimg.com/es/sde/f/2020/01/21/31afad643d040fb649f8917fe595a255_FORMATO.png",82634,16,294,"mei","Provável",8.6,11.52,1.09,4.54,12,"Coritiba",1,38,10,6,21,NA,70,NA,6,NA,1,NA,1,NA,NA,NA,NA,NA
"322","Rodrigo Caio Coquette Russo","rodrigo-caio","Rodrigo Caio","https://s.glbimg.com/es/sde/f/2020/07/21/235f42a8e045a0d3e49b97de151784b9_FORMATO.png",73800,16,262,"zag","Provável",0,8.92,0,2.78,9,"Flamengo",1,18,9,3,3,NA,16,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA
"323","Hyoran Kaue Dalmoro","hyoran","Hyoran","https://s.glbimg.com/es/sde/f/2020/08/31/66d12c528d0604bbd7db88296edd50fc_FORMATO.png",85931,16,282,"mei","Nulo",0,11.54,0,3.87,12,"282",1,14,20,9,15,2,67,NA,7,NA,1,2,2,NA,NA,NA,NA,NA
"324","Gabriel Costa França","gabriel","Gabriel","https://s.glbimg.com/es/sde/f/2020/08/31/2e785d81d79f8b578f35f2aa6d7fcf97_FORMATO.png",87393,16,282,"zag","Nulo",0,7.83,0,2.8,1,"282",1,1,2,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"325","Luiz Fernando Moraes dos Santos","luiz-fernando","Luiz Fernando ","https://s.glbimg.com/es/sde/f/2020/09/14/ef0f723350847206c410a0cdec3e8afe_FORMATO.png",90715,16,284,"ata","Dúvida",0,4.92,0,1.64,9,"284",1,3,5,3,4,2,23,1,3,NA,NA,1,NA,NA,NA,NA,NA,NA
"326","Federico Barrandeguy Martino","barrandeguy","Barrandeguy","https://s.glbimg.com/es/sde/f/2020/03/01/04fe5f2fe33f10db51fc9d221a594ab8_FORMATO.png",91736,16,263,"lat","Nulo",0,3.88,0,2.1,7,"263",2,12,3,NA,5,NA,43,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"327","Nathan Allan de Souza","nathan","Nathan","https://s.glbimg.com/es/sde/f/2020/08/31/1c31d45f66d706f1d16d05f1b5da0056_FORMATO.png",87009,16,282,"mei","Provável",4,10.67,-0.73,5.92,8,"282",NA,13,3,3,4,3,25,NA,5,NA,NA,2,1,NA,NA,NA,NA,NA
"328","Anderson Hernanes de Carvalho Andrade Lima","hernanes","Hernanes","https://s.glbimg.com/es/sde/f/2019/04/01/9de4879116fa3172f964c37907406613_FORMATO.png",38648,16,276,"mei","Contundido",0,8.29,0,2.75,6,"276",1,6,10,3,12,1,25,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"329","Saulo Ferreira Silva Nascimento","saulo","Saulo","https://s.glbimg.com/es/sde/f/2018/05/17/2e661ef69600f0353d4bc7ce467624df_FORMATO.png",89492,16,263,"gol","Nulo",0,2,0,0,0,"263",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"330","Rafael Pires Monteiro","rafael","Rafael","https://s.glbimg.com/es/sde/f/2020/08/31/70a9b022ffebe02680755240aa4440cc_FORMATO.png",68928,16,282,"gol","Nulo",0,7.81,0,2.36,8,"282",NA,NA,1,NA,NA,NA,56,1,NA,4,NA,NA,NA,5,NA,5,NA,NA
"331","Márcio Almeida de Oliveira","marcinho","Marcinho","https://s.glbimg.com/es/sde/f/2020/03/01/80ca783f6c1ed5ef384d190eed6ccd34_FORMATO.png",93797,16,263,"lat","Nulo",0,6,0,0,0,"263",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"332","Luiz Otávio Alves Marcolino","luiz-otavio","Luiz Otávio","https://s.glbimg.com/es/sde/f/2020/03/01/c0d9bec2c3fec7a81266729603ed2582_FORMATO.png",94269,16,263,"mei","Nulo",0,2.09,0,0.6,12,"263",NA,5,5,1,3,NA,11,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"333","Júnior Osmar Ignacio Alonso Mujica","junior-alonso","Júnior Alonso","https://s.glbimg.com/es/sde/f/2020/07/16/daf987c3f75852892ad5b645ad99faad_FORMATO.png",88312,16,282,"zag","Provável",0,10.54,0,3.55,12,"282",3,29,16,5,1,NA,73,NA,2,4,1,NA,1,NA,NA,NA,NA,NA
"334","Gustavo Blanco Petersen Macedo","gustavo-blanco","Gustavo Blanco","https://s.glbimg.com/es/sde/f/2020/08/31/bdb31641b3727d61e4f556287424d503_FORMATO.png",91191,16,282,"mei","Nulo",0,6,0,0,0,"282",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"335","Pablo Felipe Teixeira","pablo","Pablo","https://s.glbimg.com/es/sde/f/2019/04/01/2183894813bb5543356e56f459ac6b03_FORMATO.png",69138,16,276,"ata","Nulo",0,7.51,0,2.16,10,"276",1,4,21,16,10,1,20,NA,4,NA,NA,7,1,NA,NA,NA,NA,NA
"336","Bruno dos Santos Nazário","bruno-nazario","Bruno Nazário","https://s.glbimg.com/es/sde/f/2020/03/01/e075c585ee5c2d864db961025f9ac952_FORMATO.png",81776,16,263,"mei","Contundido",0,7.18,0,2.92,10,"263",NA,10,15,7,13,1,80,NA,8,NA,NA,NA,1,NA,NA,NA,NA,NA
"337","Everton Cardoso da Silva","everton","Everton","https://s.glbimg.com/es/sde/f/2020/08/18/21613ca434c9a230ec1b0821a3f70079_FORMATO.png",50301,16,284,"mei","Nulo",0,5.32,0,2.23,6,"284",NA,9,9,2,7,NA,33,NA,3,NA,NA,3,1,NA,NA,NA,NA,NA
"338","Igor Rabello da Costa","igor-rabello","Igor Rabello","https://s.glbimg.com/es/sde/f/2020/08/31/3e81a4b7346c3b3aec5a43ccf3aa2197_FORMATO.png",89493,16,282,"zag","Nulo",-2.8,10.71,-1.44,2.97,12,"282",1,12,12,1,10,1,52,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
"339","Gustavo Henrique Santos","gustavo-henrique","Gustavo Henrique","https://s.glbimg.com/es/sde/f/2020/08/31/a66028d14e1ccfc443e22f7adb4afb0e_FORMATO.png",107963,16,282,"zag","Nulo",0,2,0,0,0,"282",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"340","Ramón Martínez López","ramon-martinez","Ramón Martínez","https://s.glbimg.com/es/sde/f/2020/09/10/3ec7fbe3fc53cbbd7d412caa63adc854_FORMATO.png",92155,16,294,"mei","Nulo",0.2,2.92,0.3,0.16,5,"Coritiba",1,6,7,NA,2,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"341","Pedro Raul Garay da Silva","pedro-raul","Pedro Raul","https://s.glbimg.com/es/sde/f/2020/03/01/a9eff7e76be6852105bc805128846d3a_FORMATO.png",98225,16,263,"ata","Dúvida",6.7,6.84,0.92,2.79,10,"263",1,4,17,7,16,2,57,NA,5,NA,NA,1,1,NA,NA,NA,NA,NA
"342","Allan Rodrigues de Souza","allan","Allan","https://s.glbimg.com/es/sde/f/2020/08/31/5da528d4c6029f923a12da18ad0cf054_FORMATO.png",96652,16,282,"mei","Suspenso",1.5,6.55,-0.15,1.5,15,"282",3,28,19,10,10,NA,83,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA
"343","Guilherme Oliveira Santos","guilherme-santos","Guilherme Santos","https://s.glbimg.com/es/sde/f/2020/03/01/6979e564242e4e6905c0118a015237b2_FORMATO.png",50346,16,263,"lat","Nulo",-1.8,6.03,-0.56,2.14,10,"263",2,15,15,5,10,NA,55,NA,NA,2,NA,1,1,NA,NA,NA,NA,NA
"344","Danilo das Neves Pinheiro","tche-tche","Tchê Tchê","https://s.glbimg.com/es/sde/f/2019/05/06/fbb4319c2256b5cbf2fb558f6e3e9503_FORMATO.png",86686,16,276,"mei","Dúvida",0,7.8,0,2.13,13,"276",2,18,9,7,20,NA,45,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"345","Marcelo da Conceição Benevenuto Malaquias","marcelo-benevenuto","Marcelo Benevenuto","https://s.glbimg.com/es/sde/f/2019/03/22/0e2a859e1579e9ad52cd2edbc1297e88_FORMATO.png",95638,16,263,"zag","Provável",0,6.23,0,2.62,13,"263",3,23,6,5,8,NA,41,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA
"346","Alexander Lecaros Aragón","lecaros","Lecaros","https://s.glbimg.com/es/sde/f/2020/03/01/53edbb0ca79d3f3796591671f994f93b_FORMATO.png",102276,16,263,"ata","Nulo",-0.2,2.29,-0.71,-0.2,1,"263",NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"347","Hélio Júnio Nunes de Castro","helinho","Helinho","https://s.glbimg.com/es/sde/f/2019/04/01/a4da339bedf52e7e79df80fd1914f6da_FORMATO.png",102598,16,276,"ata","Nulo",0,4.08,0,2.57,3,"276",NA,3,NA,NA,1,NA,8,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"348","Vitor Frezarin Bueno","vitor-bueno","Vitor Bueno","https://s.glbimg.com/es/sde/f/2020/03/09/f3543ab5bcf3404b175e6b2745d02ac5_FORMATO.png",87552,16,276,"mei","Nulo",0,8.6,0,3.35,10,"276",1,8,3,7,15,2,44,NA,4,NA,NA,1,NA,NA,NA,NA,NA,NA
"349","Vinicius Moreira de Lima","lima","Lima","https://s.glbimg.com/es/sde/f/2020/08/31/9ee2c327a2b00392ebb233a1d11a401a_FORMATO.png",96340,16,354,"mei","Nulo",0,4.54,0,1.33,10,"354",3,9,6,NA,12,1,25,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA
"350","Lucas da Silva Ribeiro Campos","lucas-campos","Lucas Campos","https://s.glbimg.com/es/sde/f/2019/08/23/de2cbd55d0f687fecdd4b8346fddf148_FORMATO.png",99903,16,263,"ata","Nulo",0,2,0,0,0,"263",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
