"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","A","CA","DS","FC","FS","PI","SG","FD","FF","FT","G","I","PP","DD","GS","GC","DP","CV"
"264","Everaldo Silva do Nascimento","everaldo","Everaldo ","https://s.glbimg.com/es/sde/f/2020/07/21/0f49a5ab71c0b39969f9233907e200b9_FORMATO.png",91151,18,264,"ata","Nulo",0,4.77,0,5.07,3,"264",NA,NA,2,3,4,9,NA,2,4,NA,1,NA,NA,NA,NA,NA,NA,NA
"265","Gustavo Cascardo de Assis","cascardo","Cascardo","https://s.glbimg.com/es/sde/f/2020/09/25/8da2a9ebf1fe26a94626114c196697ed_FORMATO.png",90587,18,263,"lat","Nulo",0,2,0,0,0,"263",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"266","Carlos Eduardo Ferreira de Souza","carlos-eduardo","Carlos Eduardo","https://s.glbimg.com/es/sde/f/2020/02/28/005f1178dd64dc721696b75d13b446ab_FORMATO.png",90917,18,293,"ata","Provável",10.5,6.18,1.77,2.61,12,"293",1,NA,8,10,15,29,NA,NA,4,NA,2,1,NA,NA,NA,NA,NA,NA
"267","Éder Ferreira Graminho","eder","Éder ","https://s.glbimg.com/es/sde/f/2020/02/27/15b28caaa2392bbd4e619dee98680e8e_FORMATO.png",91203,18,373,"zag","Provável",-0.2,3.51,0.14,1.08,16,"373",NA,2,10,17,9,67,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"268","Aderlan de Lima Silva","aderlan","Aderlan","https://s.glbimg.com/es/sde/f/2020/07/28/10421e422ea8a27f59d89f98423c8dab_FORMATO.png",88423,18,280,"lat","Provável",4.5,9.08,0.07,2.47,16,"280",NA,2,51,38,14,163,3,2,5,NA,NA,1,NA,NA,NA,NA,NA,NA
"269","Júnior Osmar Ignacio Alonso Mujica","junior-alonso","Júnior Alonso","https://s.glbimg.com/es/sde/f/2020/07/16/daf987c3f75852892ad5b645ad99faad_FORMATO.png",88312,18,282,"zag","Provável",9.2,11.6,1.4,3.77,14,"282",1,4,32,19,1,81,5,4,10,1,NA,NA,NA,NA,NA,NA,NA,NA
"270","Eduardo Gabriel Aquino Cossa","pepe","Pepê","https://s.glbimg.com/es/sde/f/2018/07/31/21dbd08feda4a4caf00ffc5fe75ec14b_FORMATO.png",91201,18,284,"ata","Nulo",1.3,13.92,-1.1,7.84,13,"284",3,NA,22,6,35,54,NA,7,10,NA,5,1,NA,NA,NA,NA,NA,NA
"271","José Romário Silva de Souza","romarinho","Romarinho","https://s.glbimg.com/es/sde/f/2020/03/06/e4bf45811b6c858824a076c5f69c6ae0_FORMATO.png",84523,18,356,"ata","Provável",0,8.52,0,3,16,"356",NA,2,12,8,34,55,NA,5,10,1,2,1,NA,NA,NA,NA,NA,NA
"272","Leandro Carvalho da Silva","leandro-carvalho","Leandro Carvalho","https://s.glbimg.com/es/sde/f/2020/08/31/d355aa18dec4d39dab3b5a38969dcf00_FORMATO.png",88669,18,354,"ata","Nulo",0,5.65,0,2,12,"354",1,2,19,9,20,52,NA,3,7,NA,NA,1,NA,NA,NA,NA,NA,1
"273","Antônio Josenildo Rodrigues de Oliveira","rodrigues","Rodrigues","https://s.glbimg.com/es/sde/f/2018/08/09/e6b3f5b4c7922f94ca18791b3af1f390_FORMATO.png",91251,18,284,"zag","Provável",-0.2,1.46,0.17,0.26,5,"284",NA,2,1,2,1,18,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"274","Douglas Baggio de Oliveira Costa","douglas-baggio","Douglas Baggio","https://s.glbimg.com/es/sde/f/2020/08/18/1b11ac648b9f3aacd312e40873a191f0_FORMATO.png",88072,18,290,"ata","Nulo",-0.5,3.65,-0.84,1.96,8,"290",NA,NA,11,7,10,27,NA,2,5,NA,NA,1,NA,NA,NA,NA,NA,NA
"275","Leandro Barcia Montero","leandro-barcia","Leandro Barcia","https://s.glbimg.com/es/sde/f/2020/02/27/78521d3f41f6e49002ef62386b998bb7_FORMATO.png",91242,18,292,"ata","Provável",2.5,6.08,0.04,2.33,12,"292",NA,1,15,10,11,64,NA,3,4,NA,2,4,NA,NA,NA,NA,NA,NA
"276","Marcos Vinicius Serrato","marcos-serrato","Marcos Serrato","https://s.glbimg.com/es/sde/f/2020/09/23/0572f6d3ff5c4a259bb808efddb9cfda_FORMATO.png",88307,18,292,"mei","Nulo",-0.1,2.3,-0.7,-0.1,1,"292",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"277","Igor de Carvalho Julião","igor-juliao","Igor Julião","https://s.glbimg.com/es/sde/f/2020/08/11/2b7fa1291409b9d4149ac8bd9c461eb7_FORMATO.png",81951,18,266,"lat","Provável",6.5,4.75,1.78,2.51,12,"266",3,4,22,32,23,77,2,1,4,NA,NA,2,NA,NA,NA,NA,NA,NA
"278","Rodrigo Gomes dos Santos","rodrigao","Rodrigão","https://s.glbimg.com/es/sde/f/2020/03/02/2b9219cf2dd42545e6b9924980aa8718_FORMATO.png",90651,18,354,"ata","Nulo",0,6,0,0,0,"354",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"279","David de Duarte Macedo","david-duarte","David Duarte","https://s.glbimg.com/es/sde/f/2020/08/26/4978572126e19c8d360d62716fe78b26_FORMATO.jpeg",91772,18,290,"zag","Provável",-0.8,3.49,-0.87,3.25,8,"290",NA,NA,12,3,4,43,2,2,3,NA,1,NA,NA,NA,NA,NA,NA,1
"280","Luan Peres Petroni","luan-peres","Luan Peres ","https://s.glbimg.com/es/sde/f/2019/09/16/6a774b65d32e1e3586030adb069316e3_FORMATO.png",84847,18,277,"zag","Provável",-1.4,5.19,-0.63,1.72,17,"Santos",1,2,20,6,16,85,3,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1
"281","Ronielson da Silva Barbosa","rony","Rony","https://s.glbimg.com/es/sde/f/2020/02/28/084ca5caaf485fd3cbf303cda6bbd8bf_FORMATO.png",91607,18,275,"ata","Provável",1.7,8.89,-0.54,1.24,12,"275",NA,2,15,25,20,51,NA,7,7,NA,NA,5,NA,NA,NA,NA,NA,NA
"282","Ezequiel Cerutti","cerutti","Cerutti","https://s.glbimg.com/es/sde/f/2020/10/20/4e7dc54de447fc159cc6c6d46dd571fe_FORMATO.png",91502,18,294,"ata","Nulo",-0.2,6.15,-1.85,-0.2,1,"Coritiba",NA,NA,NA,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"283","Marlon Adriano Prezotti","marlon","Marlon","https://s.glbimg.com/es/sde/f/2019/03/22/165ca899b89d297dde03eeab3ad9dee7_FORMATO.png",88427,18,356,"mei","Nulo",0,3.35,0,1.04,11,"356",NA,NA,14,13,6,19,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"284","Lucas Evangelista Santana de Oliveira","lucas-evangelista","Lucas Evangelista","https://s.glbimg.com/es/sde/f/2020/08/28/cb89e54fa471354bad6c43cfca018a24_FORMATO.png",84674,18,280,"mei","Dúvida",4.5,5.32,0.5,4.12,10,"280",1,2,17,14,15,27,NA,2,5,1,2,NA,NA,NA,NA,NA,NA,NA
"285","Gustavo Blanco Petersen Macedo","gustavo-blanco","Gustavo Blanco","https://s.glbimg.com/es/sde/f/2020/10/22/c4fb7a28616bd29c86efe4c7ae63a1b7_FORMATO.png",91191,18,290,"mei","Nulo",0,6,0,0,0,"290",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"286","Luiz Antonio Ferreira Rodrigues","felipe","Felipe","https://s.glbimg.com/es/sde/f/2019/03/22/4ef6aa2bd0c3f910bdb023b63225bec1_FORMATO.png",91733,18,356,"mei","Provável",0,5.62,0,2.1,14,"356",NA,4,36,23,25,62,NA,1,3,NA,1,NA,NA,NA,NA,NA,NA,1
"287","Renato Kayzer de Souza","renato-kayzer","Renato Kayzer","https://s.glbimg.com/es/sde/f/2020/09/25/673950963c89498fd335e11c04702a42_FORMATO.png",92696,18,293,"ata","Provável",3.4,6.72,0,4.87,12,"293",NA,2,9,23,19,42,NA,11,13,NA,5,8,NA,NA,NA,NA,NA,NA
"288","Robson dos Santos Fernandes","robson","Robson","https://s.glbimg.com/es/sde/f/2020/03/03/3700b19f9f2175c58973de0b8f5daa31_FORMATO.png",84817,18,294,"ata","Suspenso",-0.9,9.4,-0.87,5.65,18,"Coritiba",1,3,25,32,39,89,NA,10,21,4,6,11,NA,NA,NA,NA,NA,NA
"289","Robert Abel Arboleda Escobar","arboleda","Arboleda","https://s.glbimg.com/es/sde/f/2019/04/01/8b22d106ccba1278e3e4a6b89e76eab0_FORMATO.png",91573,18,276,"zag","Nulo",0,10.07,0,2.47,4,"276",NA,1,1,2,1,10,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"290","Federico Barrandeguy Martino","barrandeguy","Barrandeguy","https://s.glbimg.com/es/sde/f/2020/03/01/04fe5f2fe33f10db51fc9d221a594ab8_FORMATO.png",91736,18,263,"lat","Nulo",0,3.88,0,2.1,7,"263",NA,2,12,3,5,43,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"291","Marlon Rodrigues Freitas","marlon-freitas","Marlon Freitas","https://s.glbimg.com/es/sde/f/2020/02/27/bc294007fa19cf27acd992a30e786eff_FORMATO.png",93790,18,373,"mei","Provável",3.5,5.77,-0.19,1.92,14,"373",NA,1,26,18,13,86,NA,6,11,1,NA,NA,NA,NA,NA,NA,NA,1
"292","Raul Prata","raul-prata","Raul Prata","https://s.glbimg.com/es/sde/f/2020/02/27/9cee4ad663339179015a63de55e0cde2_FORMATO.png",84855,18,292,"lat","Provável",6.4,5.08,0.08,6.4,1,"292",NA,NA,2,NA,NA,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"293","Lucas Estella Perri","lucas-perri","Lucas Perri","https://s.glbimg.com/es/sde/f/2020/09/01/c6c4761a2d57001c8a08954dca2c76c0_FORMATO.png",91260,18,276,"gol","Contundido",0,1.1,0,-2,0,"276",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"294","Adryelson Shawann Lima Silva","adryelson","Adryelson","https://s.glbimg.com/es/sde/f/2020/02/27/af95f24d59281d8062c7bb367417bce2_FORMATO.png",91664,18,292,"zag","Provável",4.9,3.71,0.62,0.73,16,"292",NA,5,19,20,10,59,2,2,4,1,NA,NA,NA,NA,NA,1,NA,NA
"295","Francisco Hyun Sol Kim","chico","Chico","https://s.glbimg.com/es/sde/f/2020/08/04/13893a6365a1a9dc6fc1d57912718f8d_FORMATO.png",82407,18,373,"ata","Provável",7.4,5.19,0.95,2.75,15,"373",2,1,13,17,25,82,NA,4,7,2,1,NA,NA,NA,NA,NA,NA,NA
"296","Matheus Isaías dos Santos","matheus-jussa","Matheus Jussa","https://s.glbimg.com/es/sde/f/2020/07/20/b6025d70931dcc81ed6357f0201f65e9_FORMATO.png",91689,18,285,"zag","Nulo",0,2.32,0,0.9,2,"285",NA,2,4,5,1,12,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"297","Kevin Peterson dos Santos Silva","kevin","Kevin ","https://s.glbimg.com/es/sde/f/2020/07/22/3146ee098c41caa4d1ed2022bd3dc17e_FORMATO.png",91888,18,263,"lat","Provável",0,3.01,0,1.19,12,"263",1,2,22,14,10,162,2,3,1,NA,NA,NA,NA,NA,NA,1,NA,NA
"298","Sebastián Enrique Salazar Beltrán","salazar","Salazar","https://s.glbimg.com/es/sde/f/2020/10/01/d9e923eb01b5966eb5e072a26be58679_FORMATO.png",91415,18,290,"mei","Nulo",0,4,0,0,0,"290",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"299","Cleiton Schwengber","cleiton","Cleiton","https://s.glbimg.com/es/sde/f/2020/08/11/56999db7c665007bbfe8c1e1b0e76f8d_FORMATO.png",93882,18,280,"gol","Provável",3.7,1.17,0.02,-0.42,12,"280",NA,NA,NA,NA,2,100,2,NA,NA,NA,NA,NA,NA,6,15,NA,NA,NA
"300","Jonatan David Gomez Ospina","jonatan-gomez","Jonatan Gomez","https://s.glbimg.com/es/sde/f/2020/03/09/bfe14638328381a0498413759e610ed4_FORMATO.png",94857,18,292,"mei","Nulo",0,9.84,0,1.6,14,"292",NA,1,5,9,16,36,NA,2,12,NA,1,1,NA,NA,NA,NA,NA,NA
"301","Everson Bispo Pereira","everson","Everson","https://s.glbimg.com/es/sde/f/2020/08/07/bcee43b5a9d7f2a59fe420a61e728ec9_FORMATO.png",91929,18,265,"zag","Nulo",0,1,0,0,0,"265",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"302","Marcos Antônio Cândido Ferreira Júnior","marcos-junior","Marcos Júnior","https://s.glbimg.com/es/sde/f/2020/08/17/36ea552764f49b731d549f23f44aee4d_FORMATO.png",93893,18,267,"mei","Dúvida",0,3.59,0,2.69,9,"267",1,NA,17,6,13,29,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"303","Luis Antônio da Rocha Júnior","juninho-capixaba","Juninho Capixaba","https://s.glbimg.com/es/sde/f/2020/02/28/d95ca5159ff4c4c6749ff6b844ceadb0_FORMATO.png",94968,18,265,"lat","Provável",0,7.63,0,3.35,11,"265",1,1,32,14,12,115,2,2,3,NA,NA,1,NA,NA,NA,NA,NA,NA
"304","José Ivaldo Almeida Silva","ze-ivaldo","Zé Ivaldo","https://s.glbimg.com/es/sde/f/2019/03/30/73d465434b401d66707cc13ffc19d3fd_FORMATO.png",91866,18,293,"zag","Nulo",0,6.17,0,3.75,2,"293",NA,NA,3,1,NA,8,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"305","Tadeu Antônio Ferreira","tadeu","Tadeu","https://s.glbimg.com/es/sde/f/2020/08/26/cf01a937d465c1d2b6417bf927da94c7_FORMATO.jpeg",82453,18,290,"gol","Provável",2.1,8,-2.83,2.92,12,"290",NA,NA,NA,1,1,122,3,1,NA,NA,NA,NA,NA,18,24,NA,1,NA
"306","Iago Justen Maidana Martins","iago-maidana","Iago Maidana","https://s.glbimg.com/es/sde/f/2020/07/19/41ce77506da0f68a1af80fc131b3ce50_FORMATO.png",89226,18,292,"zag","Provável",0,5.71,0,2.18,15,"292",NA,3,18,16,10,105,1,1,5,NA,3,NA,NA,NA,NA,NA,NA,NA
"307","Jair Ventura","jair-ventura","Jair Ventura","https://s.glbimg.com/es/sde/f/2018/09/06/d1103130500ec84fd8e37f1a20c60e1a_FORMATO.png",92180,18,292,"tec","Provável",6.28,7.16,0.91,2.93,12,"292",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"308","Keiller da Silva Nunes","keiller","Keiller","https://s.glbimg.com/es/sde/f/2020/02/27/4d3e8df7f1ee40580d75e33e752dcff2_FORMATO.png",93834,18,285,"gol","Nulo",0,2,0,0,0,"285",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"309","Marco Antônio Rosa Furtado Júnior","marco-antonio","Marco Antônio","https://s.glbimg.com/es/sde/f/2020/07/23/9d019c35887c5b459155b29b81d6af85_FORMATO.png",94975,18,265,"mei","Nulo",0,3.81,0,2.4,9,"265",1,1,4,4,12,26,NA,3,2,NA,1,NA,NA,NA,NA,NA,NA,NA
"310","Luan Polli Gomes","luan-polli","Luan Polli ","https://s.glbimg.com/es/sde/f/2020/02/27/bd93895c12a44bedff2c8516452fc868_FORMATO.png",88916,18,292,"gol","Provável",19,6.99,3.59,1.1,11,"292",NA,2,NA,NA,1,144,2,NA,NA,NA,NA,NA,NA,14,18,NA,NA,NA
"311","Marcos Vinícius Sousa Natividade","marquinhos","Marquinhos","https://s.glbimg.com/es/sde/f/2020/02/27/636794bd55317612f53a95fc4663618f_FORMATO.png",102292,18,292,"ata","Nulo",1.4,6.48,-0.14,3.25,16,"292",NA,5,28,20,61,74,NA,NA,6,NA,2,NA,NA,NA,NA,NA,NA,NA
"312","Daniel Sampaio Simões","daniel","Daniel","https://s.glbimg.com/es/sde/f/2020/02/28/a0c1c9f69e5607f8a09bca2e4d7b6bc8_FORMATO.png",93791,18,265,"mei","Nulo",0,6.5,0,2.47,12,"265",1,2,8,11,18,40,NA,1,5,NA,2,NA,NA,NA,NA,NA,NA,NA
"313","Ramón Martínez López","ramon-martinez","Ramón Martínez","https://s.glbimg.com/es/sde/f/2020/09/10/3ec7fbe3fc53cbbd7d412caa63adc854_FORMATO.png",92155,18,294,"mei","Nulo",1.5,3.1,0.18,0.38,6,"Coritiba",NA,1,7,7,3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"314","Gerson Santos da Silva","gerson","Gerson","https://s.glbimg.com/es/sde/f/2020/07/21/84168e4162c3fd4a12b8d377c669f102_FORMATO.png",89256,18,262,"mei","Provável",13.4,10.72,2.24,2.66,13,"Flamengo",1,4,28,30,44,50,NA,2,7,NA,NA,1,NA,NA,NA,NA,NA,NA
"315","José Carlos Ferreira Júnior","juninho","Juninho","https://s.glbimg.com/es/sde/f/2020/07/20/68fe04ad87ce709e167f9819592fe87f_FORMATO.png",92182,18,265,"zag","Provável",0,8.46,0,2.77,13,"265",NA,NA,22,3,4,47,2,2,4,NA,1,1,NA,NA,NA,NA,NA,1
"316","Leandro Henrique do Nascimento","leandrinho","Leandrinho","https://s.glbimg.com/es/sde/f/2020/08/21/0a104e26afc93ebbbf158e5bfc8a3400_FORMATO.png",91702,18,280,"ata","Contundido",0,2.25,0,0.9,6,"280",NA,NA,2,2,6,10,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"317","Edson Fernandes Botelho Júnior","edson-junior","Edson Júnior","https://s.glbimg.com/es/sde/f/2020/02/27/9d57e7ce2dd807fc1e2cd5ab58914a0d_FORMATO.png",93956,18,373,"ata","Nulo",0,1,0,0,0,"373",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"318","Douglas Moreira Fagundes","dodi","Dodi","https://s.glbimg.com/es/sde/f/2020/08/11/87b4fea563db3d41db70885180069dfb_FORMATO.png",89883,18,266,"mei","Suspenso",3.1,11.37,0.16,4.26,17,"266",NA,3,60,21,30,51,NA,4,8,NA,1,NA,NA,NA,NA,NA,NA,NA
"319","Lucas Ribamar Lopes dos Santos Bibiano","ribamar","Ribamar","https://s.glbimg.com/es/sde/f/2020/08/17/cd4f9206b4c3308452f5560028e465e8_FORMATO.png",94068,18,267,"ata","Provável",0,4.52,0,1.74,9,"267",NA,1,2,5,2,10,NA,2,1,NA,2,2,NA,NA,NA,NA,NA,NA
"320","Márcio Almeida de Oliveira","marcinho","Marcinho","https://s.glbimg.com/es/sde/f/2020/03/01/80ca783f6c1ed5ef384d190eed6ccd34_FORMATO.png",93797,18,263,"lat","Nulo",0,6,0,0,0,"263",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"321","Matheus de Sales Cabral","matheus-sales","Matheus Sales","https://s.glbimg.com/es/sde/f/2020/03/03/0eb35b8cc0b12eac97e71658567b4cf9_FORMATO.png",89285,18,294,"mei","Provável",3.3,4.37,0.89,1.71,13,"Coritiba",NA,1,26,21,25,48,NA,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA
"322","Raul Lô Gonçalves","raul","Raul","https://s.glbimg.com/es/sde/f/2020/08/28/8c0a624b6d2595beaf51682261e51ccd_FORMATO.png",92496,18,280,"mei","Provável",2.6,7.77,0.15,4.76,10,"280",NA,NA,38,18,29,62,NA,1,2,NA,1,1,NA,NA,NA,NA,NA,NA
"323","Gregore de Magalhães da Silva","gregore","Gregore","https://s.glbimg.com/es/sde/f/2020/07/23/d4779b1c4479f06f665d796b9eb346b7_FORMATO.png",95464,18,265,"mei","Provável",0,6.27,0,1.27,11,"265",2,5,30,33,8,49,NA,2,5,NA,NA,NA,NA,NA,NA,NA,NA,1
"324","Igor Rabello da Costa","igor-rabello","Igor Rabello","https://s.glbimg.com/es/sde/f/2020/08/31/3e81a4b7346c3b3aec5a43ccf3aa2197_FORMATO.png",89493,18,282,"zag","Nulo",0,11.24,0,2.83,13,"282",NA,1,13,12,11,56,4,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA
"325","José Brandão Gonçalves Júnior","junior-brandao","Júnior Brandão","https://s.glbimg.com/es/sde/f/2020/02/27/78f5c554409caf5d629476e7df23316d_FORMATO.png",93909,18,373,"ata","Nulo",0.7,2.26,0,0.8,6,"373",NA,NA,2,4,1,5,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"326","João Pedro Maturano dos Santos","joao-pedro","João Pedro ","https://s.glbimg.com/es/sde/f/2020/07/23/fea20088b9a54c3a580480216fc65053_FORMATO.png",89273,18,265,"lat","Nulo",0,4.26,0,-0.8,1,"265",NA,NA,1,2,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"327","John Victor Maciel Furtado","john-victor","John Victor","https://s.glbimg.com/es/sde/f/2020/03/09/7526bffb5ffcf8710f171fa2fbd3284a_FORMATO.png",94044,18,277,"gol","Nulo",0,1,0,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"328","Luiz Otávio Alves Marcolino","luiz-otavio","Luiz Otávio","https://s.glbimg.com/es/sde/f/2020/03/01/c0d9bec2c3fec7a81266729603ed2582_FORMATO.png",94269,18,263,"mei","Nulo",0,2.09,0,0.6,12,"263",NA,NA,5,5,3,11,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"329","Leonardo Roque Albano Gil","leo-gil","Léo Gil","https://s.glbimg.com/es/sde/f/2020/10/20/f7a798f150be1b7d8d66fc4986be3fab_FORMATO.png",102506,18,267,"mei","Provável",0,5,0,0,0,"267",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"330","Matheus Rezende Assis","rezende","Rezende","https://s.glbimg.com/es/sde/f/2020/08/26/906a80a770a2e18eff41f8425cbd887a_FORMATO.jpeg",93798,18,290,"mei","Nulo",0,1,0,0,0,"290",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"331","Matheus Barcelos da Silva","matheus-babi","Matheus Babi","https://s.glbimg.com/es/sde/f/2020/07/20/bb2284f13a5e04e59749617f6cfd07bd_FORMATO.png",94444,18,263,"ata","Nulo",0,7.97,0,4.11,15,"263",1,4,21,37,39,65,NA,6,8,2,4,5,NA,NA,NA,NA,NA,NA
"332","Saulo Ferreira Silva Nascimento","saulo","Saulo","https://s.glbimg.com/es/sde/f/2018/05/17/2e661ef69600f0353d4bc7ce467624df_FORMATO.png",89492,18,263,"gol","Nulo",0,2,0,0,0,"263",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"333","William Oliveira dos Santos","william-oliveira","William Oliveira","https://s.glbimg.com/es/sde/f/2020/03/02/39d250a4d190bffff7e9fbf0111d822b_FORMATO.png",94297,18,354,"mei","Contundido",0,2.05,0,0.43,6,"354",NA,3,7,8,8,8,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"334","Caio Fernando de Oliveira","caio-paulista","Caio Paulista","https://s.glbimg.com/es/sde/f/2020/08/11/27269e07edef29d7ef1df8bb3900da5a_FORMATO.png",102318,18,266,"ata","Provável",0.4,3.66,-0.08,2.42,9,"266",1,NA,9,5,7,26,NA,1,2,NA,1,3,NA,NA,NA,NA,NA,NA
"335","Wanderson de Jesus Martins","caju","Caju","https://s.glbimg.com/es/sde/f/2020/08/26/9ae21301cf0ce3eba973f67c403ec409_FORMATO.jpeg",89342,18,290,"lat","Provável",0.6,3.49,-0.76,2.94,8,"290",1,NA,11,5,5,61,2,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"336","Thiago Maia Alencar","thiago-maia","Thiago Maia","https://s.glbimg.com/es/sde/f/2020/07/21/e97cd35e37f6b06e2f64cf984f557490_FORMATO.png",89637,18,262,"mei","Suspenso",-1.8,5.27,-0.39,2.38,10,"Flamengo",1,3,34,22,6,52,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"337","Diego Cristiano Evaristo","diego-pituca","Diego Pituca","https://s.glbimg.com/es/sde/f/2020/03/09/54fa3d697fc129a0e755c94b10fedd38_FORMATO.png",94156,18,277,"mei","Provável",7.8,8.69,0.96,2.66,18,"Santos",NA,2,47,15,25,78,NA,4,5,NA,NA,2,NA,NA,NA,NA,NA,NA
"338","Odair Hellmann","odair-hellmann","Odair Hellmann","https://s.glbimg.com/es/sde/f/2020/09/15/51596ac5f41f3ef6fbc80c02fc7ab63e_FORMATO.png",92273,18,266,"tec","Provável",4.26,9.6,0.36,3.57,18,"266",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"339","Luis Manuel Orejuela García","orejuela","Orejuela","https://s.glbimg.com/es/sde/f/2020/07/19/2277b33232bf3b6a9c2e569271b9f87d_FORMATO.png",95352,18,284,"lat","Provável",6.2,9.38,-0.34,4.34,13,"284",NA,1,38,19,17,136,5,3,5,1,NA,1,NA,NA,NA,NA,NA,NA
"340","Ravanelli Ferreira dos Santos","ravanelli","Ravanelli","https://s.glbimg.com/es/sde/f/2020/09/05/08428ea1a04ba3d8819ad7117a72e492_FORMATO.png",92193,18,293,"mei","Nulo",0,3.59,0,1.95,8,"293",NA,NA,1,5,8,29,NA,3,3,1,1,2,NA,NA,NA,NA,NA,NA
"341","Felipe dos Reis Pereira Vizeu do Carmo","felipe-vizeu","Felipe Vizeu","https://s.glbimg.com/es/sde/f/2020/10/20/cb08a5c10db57cbbec091e022d47de94_FORMATO.png",94138,18,354,"ata","Nulo",0,7,0,0,0,"354",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"342","Luan Silva dos Santos","luan-silva","Luan Silva","https://s.glbimg.com/es/sde/f/2020/03/07/9323f3231e0e80378421c98fe7c6b795_FORMATO.png",102295,18,275,"ata","Contundido",0,2,0,0,0,"275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"343","Alyson Vinícius Almeida Neves","alyson","Alyson","https://s.glbimg.com/es/sde/f/2020/07/16/d2d8dba7990915f9cb778e454ae473a0_FORMATO.png",102330,18,354,"lat","Suspenso",0,2.04,-0.11,-0.55,4,"354",NA,3,9,9,7,40,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA
"344","Ángelo Giovanni Araos Llanos","araos","Araos","https://s.glbimg.com/es/sde/f/2020/07/21/e063b0d6307468bf5a905f24f53404ff_FORMATO.png",102352,18,264,"mei","Nulo",0,7.51,0,3.6,7,"264",2,2,7,5,9,34,NA,2,4,NA,1,NA,NA,NA,NA,NA,NA,NA
"345","Matheus Sousa de Jesus","matheus-jesus","Matheus Jesus","https://s.glbimg.com/es/sde/f/2020/07/28/f6113500995af8a65418616d8f79fc39_FORMATO.png",95335,18,280,"mei","Contundido",0,4.54,0,1,9,"280",1,3,8,13,7,37,NA,3,7,NA,NA,1,NA,NA,NA,NA,NA,NA
