"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","A","CA","CV","DS","FC","FD","FF","FS","G","GC","PI","SG","I","DD","GS","FT","DP","PP"
"284","Wesley Frazan Bernardo","frazan","Frazan","https://s.glbimg.com/es/sde/f/2020/08/31/26157eb4d01c29438f7335acae2d0a72_FORMATO.png",97528,32,266,"zag","Nulo",0,3,0,0,0,"266",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"285","David de Duarte Macedo","david-duarte","David Duarte","https://s.glbimg.com/es/sde/f/2020/10/28/bc1aa1e9e309d904fee8aa101a3494aa_FORMATO.png",91772,32,290,"zag","Provável",10.1,6.24,1.43,3.68,21,"290",NA,1,1,39,16,5,9,7,2,NA,126,6,NA,NA,NA,1,NA,NA
"286","Carlos Emiliano Pereira","carlinhos","Carlinhos","https://s.glbimg.com/es/sde/f/2019/03/22/7da6584b8edbee8649acb25931c97e1e_FORMATO.png",63194,32,356,"lat","Provável",0,6.46,0,2.34,20,"356",NA,3,NA,28,33,NA,3,25,NA,1,127,9,2,NA,NA,NA,NA,NA
"287","Roger de Carvalho","roger-carvalho","Roger Carvalho","https://s.glbimg.com/es/sde/f/2019/08/16/d8515ccddc1f7af2e574aa804762157c_FORMATO.png",51415,32,356,"zag","Nulo",0,2.77,0,2.1,5,"356",NA,NA,1,2,3,NA,NA,2,NA,NA,10,3,NA,NA,NA,NA,NA,NA
"288","Walter Leandro Capeloza Artune","walter","Walter","https://s.glbimg.com/es/sde/f/2020/07/21/d178a2c9aa56afb775c7a97c03fc4321_FORMATO.png",51413,32,264,"gol","Nulo",0,6.52,0,7.17,3,"264",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,25,2,NA,4,NA,NA,NA,NA
"289","Paulo Roberto Valoura Júnior","juninho","Juninho","https://s.glbimg.com/es/sde/f/2019/09/03/f3c44a346794fb67a9084ef89211cd1c_FORMATO.png",71937,32,356,"mei","Suspenso",-7.8,2.87,-2.83,2.56,24,"356",3,5,2,50,40,4,18,33,3,NA,195,NA,NA,NA,NA,NA,NA,1
"290","Fernando José Pacheco Rivas","fernando-pacheco","Fernando Pacheco","https://s.glbimg.com/es/sde/f/2020/08/11/0f3de4bf496db9970fd66f13146a40a4_FORMATO.png",98740,32,266,"ata","Nulo",0,2.6,0,0.6,11,"266",NA,1,NA,7,8,1,2,9,NA,NA,27,NA,4,NA,NA,1,NA,NA
"291","Guilherme de Jesus da Silva","tinga","Tinga","https://s.glbimg.com/es/sde/f/2019/03/22/fa74caf8029ce11e791edd0d7fc03025_FORMATO.png",82628,32,356,"lat","Provável",0.2,6.16,-0.57,3.07,18,"356",2,2,NA,29,14,3,4,9,NA,NA,214,7,1,NA,NA,1,NA,NA
"292","Max Walef Araújo da Silva","max-walef","Max Walef","https://s.glbimg.com/es/sde/f/2019/03/22/a9f9fc2677cbf0f365db6054f150935d_FORMATO.png",84338,32,356,"gol","Contundido",0,3.76,0,11.4,1,"356",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,21,1,NA,2,NA,NA,NA,NA
"293","Éderson Alves Ribeiro Silva","ederson","Éderson","https://s.glbimg.com/es/sde/f/2019/03/22/24b700fe4f2c7138597131364bc2d2d4_FORMATO.png",73446,32,356,"ata","Nulo",-0.1,2.13,-0.11,-0.1,5,"356",NA,NA,NA,1,2,NA,NA,2,NA,NA,5,NA,2,NA,NA,NA,NA,NA
"294","José Romário Silva de Souza","romarinho","Romarinho","https://s.glbimg.com/es/sde/f/2020/03/06/e4bf45811b6c858824a076c5f69c6ae0_FORMATO.png",84523,32,356,"ata","Nulo",0,8.13,0,2.91,26,"356",NA,3,NA,21,13,9,14,56,3,NA,89,NA,2,NA,NA,1,NA,NA
"295","Bruno Ferreira Melo","bruno-melo","Bruno Melo","https://s.glbimg.com/es/sde/f/2020/03/06/88d17bd8903f1e821665cdd49c0bf7d9_FORMATO.png",84339,32,356,"lat","Nulo",0,4.94,0,2.38,16,"356",NA,4,NA,15,22,2,3,9,2,NA,71,5,2,NA,NA,NA,NA,NA
"296","Jonathan Doin","paulo-miranda","Paulo Miranda","https://s.glbimg.com/es/sde/f/2018/05/21/62fa3dde13de597371870ee9b721b5d7_FORMATO.png",68817,32,284,"zag","Nulo",0,2.43,0,0.81,10,"284",NA,3,NA,10,15,NA,NA,3,NA,NA,49,3,NA,NA,NA,NA,NA,NA
"297","Breno Washington Rodrigues da Silva","breno","Breno","https://s.glbimg.com/es/sde/f/2020/08/26/d2737704a379be01e8864b8345b30982_FORMATO.jpeg",106083,32,290,"mei","Provável",-0.3,3.85,0.08,1.6,22,"290",NA,7,1,62,49,3,6,23,NA,NA,61,NA,NA,NA,NA,1,NA,NA
"298","Gabriel Dias de Oliveira","gabriel-dias","Gabriel Dias","https://s.glbimg.com/es/sde/f/2019/03/22/4d0e23087bc533d8757c980cbd598eee_FORMATO.png",88368,32,356,"lat","Nulo",1.4,7.1,-0.9,2.91,25,"356",1,1,1,19,19,5,6,24,1,NA,93,9,3,NA,NA,NA,NA,NA
"299","Marcos Paulo Costa do Nascimento","marcos-paulo","Marcos Paulo","https://s.glbimg.com/es/sde/f/2020/08/11/5b35d14db960f09dcadfc0f4d9b8d262_FORMATO.png",103645,32,266,"ata","Contundido",-1,5.7,-0.91,2.58,23,"266",3,NA,NA,20,11,4,6,7,3,NA,67,NA,1,NA,NA,NA,NA,NA
"300","Heron Crespo da Silva","heron","Heron","https://s.glbimg.com/es/sde/f/2020/08/26/4c288b07196f199d01bf56867451c668_FORMATO.jpeg",105339,32,290,"zag","Provável",5,1.72,0.84,0.77,18,"290",1,4,NA,17,18,NA,1,10,NA,NA,69,2,NA,NA,NA,NA,NA,NA
"301","David Correa da Fonseca","david","David","https://s.glbimg.com/es/sde/f/2020/03/06/c5ae2181227b8ce1cfaa3ff33c7d8ac0_FORMATO.png",90309,32,356,"ata","Provável",1.1,4.75,-0.15,2.48,25,"356",2,4,NA,25,45,6,17,26,5,NA,100,NA,12,NA,NA,NA,NA,NA
"302","Luiz Antonio Ferreira Rodrigues","felipe","Felipe","https://s.glbimg.com/es/sde/f/2019/03/22/4ef6aa2bd0c3f910bdb023b63225bec1_FORMATO.png",91733,32,356,"mei","Provável",0,5.13,0,2.35,25,"356",NA,8,1,70,38,2,8,45,1,NA,105,NA,NA,NA,NA,NA,NA,NA
"303","Jefferson Junio Antônio da Silva","jefferson","Jefferson","https://s.glbimg.com/es/sde/f/2020/08/26/1b4ff7917a54d469be132fbe58592256_FORMATO.jpeg",95220,32,290,"lat","Provável",2.4,5.63,0.45,2.58,19,"290",NA,1,1,36,18,NA,7,14,1,1,157,6,2,NA,NA,NA,NA,NA
"304","Juan Sebastián Quintero Fletcher","quintero","Quintero","https://s.glbimg.com/es/sde/f/2019/03/22/df21f8c767acbe98de2f1a88be61c8e8_FORMATO.png",96382,32,356,"zag","Dúvida",0,1.67,0,1.38,9,"356",NA,3,1,5,6,NA,2,3,NA,NA,17,4,NA,NA,NA,NA,NA,NA
"305","Miguel Ferreira Damasceno","miguel-figueira","Miguel Figueira","https://s.glbimg.com/es/sde/f/2020/08/26/3fa464ee6de9c64f2d753dc0dc419801_FORMATO.jpeg",102565,32,290,"mei","Nulo",0,1.79,0,1.5,14,"290",1,2,NA,12,21,2,5,16,1,NA,34,NA,1,NA,NA,NA,NA,NA
"306","Luiz Henrique Araújo Silva","luiz-henrique","Luiz Henrique","https://s.glbimg.com/es/sde/f/2020/03/06/809a25003f6761d3bf3ea7e524986c59_FORMATO.png",101595,32,356,"mei","Nulo",0,1.39,-0.27,0.25,2,"356",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"307","Iago Pereira Mendonça","iago-mendonca","Iago Mendonça","https://s.glbimg.com/es/sde/f/2020/03/06/fbe3c389c73e71007b15dec8b347a229_FORMATO.png",105278,32,290,"zag","Provável",-3.8,0.79,0.01,0.92,4,"290",NA,3,NA,8,9,1,2,NA,NA,NA,16,1,NA,NA,NA,NA,NA,NA
"308","Kaio Nunes Ferreira","kaio","Kaio","https://s.glbimg.com/es/sde/f/2020/08/26/defba11bfc1c0574154c40932f23aefd_FORMATO.jpeg",102563,32,290,"mei","Nulo",0,3,0,0,0,"290",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"309","Mariano Vázquez","mariano-vazquez","Mariano Vázquez","https://s.glbimg.com/es/sde/f/2019/07/03/8893116eb5db26f6e34e68d817fe606d_FORMATO.png",98760,32,356,"mei","Provável",1.6,1.35,0.31,0.23,14,"356",NA,1,NA,5,11,1,3,11,NA,NA,19,NA,3,NA,NA,NA,NA,NA
"310","Marcelo Rangel da Rosa","marcelo-rangel","Marcelo Rangel","https://s.glbimg.com/es/sde/f/2020/08/26/a5be04058297823632c7065f9ceea2ae_FORMATO.jpeg",82730,32,290,"gol","Nulo",0,0.77,0,-3.45,2,"290",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,29,NA,NA,1,3,NA,NA,NA
"311","Fábio Pizarro Sanches","fabio-sanches","Fábio Sanches","https://s.glbimg.com/es/sde/f/2020/08/26/5756a4bae1a6bb1e484099d7ea94222d_FORMATO.jpeg",71604,32,290,"zag","Nulo",0,6.89,0,3.44,20,"290",NA,3,NA,37,15,1,3,16,1,1,44,7,NA,NA,NA,NA,NA,NA
"312","Luciano da Rocha Neves","luciano","Luciano","https://s.glbimg.com/es/sde/f/2020/08/18/3ca611370a41964d7e12a7d04a9474aa_FORMATO.png",80287,32,276,"ata","Provável",6.5,10.46,-0.47,6.4,22,"276",1,4,NA,26,26,6,13,38,13,NA,98,NA,6,NA,NA,1,NA,NA
"313","David Braz de Oliveira Filho","david-braz","David Braz","https://s.glbimg.com/es/sde/f/2019/07/24/865c7c09e556e0fb58885e80a6591081_FORMATO.png",50317,32,284,"zag","Nulo",0,9.51,0,3.96,17,"284",NA,1,1,35,13,2,5,6,2,NA,76,5,NA,NA,NA,1,NA,NA
"314","Alisson Euler de Freitas Castro","alisson","Alisson","https://s.glbimg.com/es/sde/f/2018/05/18/eeeced6e37969b2b8161eb83c56d069e_FORMATO.png",81845,32,284,"mei","Provável",1.2,10.32,0.73,4.37,18,"284",4,2,NA,21,21,15,19,50,1,NA,151,NA,4,NA,NA,1,NA,NA
"315","Antônio Josenildo Rodrigues de Oliveira","rodrigues","Rodrigues","https://s.glbimg.com/es/sde/f/2018/08/09/e6b3f5b4c7922f94ca18791b3af1f390_FORMATO.png",91251,32,284,"zag","Provável",1.8,2.58,0.24,1.96,16,"284",NA,3,NA,13,5,1,6,8,NA,NA,72,5,2,NA,NA,NA,NA,NA
"316","Maicon Thiago Pereira de Souza","maicon","Maicon","https://s.glbimg.com/es/sde/f/2018/05/21/34502d57cb34fa46bd51d3bd901d38bb_FORMATO.png",38196,32,284,"mei","Nulo",-0.1,2.88,0.06,0.54,12,"284",NA,1,NA,10,11,3,3,4,NA,NA,40,NA,NA,NA,NA,NA,NA,NA
"317","Júlio César Jacobi","julio-cesar","Júlio César","https://s.glbimg.com/es/sde/f/2019/08/16/e0a4857e8a29ebeabcb5c38571b22ce2_FORMATO.png",49673,32,284,"gol","Nulo",0,4,0,0,0,"284",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"318","Matheus Alves da Silva Cardoso","matheus-alves","Matheus Alves","https://s.glbimg.com/es/sde/f/2020/08/26/9f0365f3162049e805c9b1b5188c50bf_FORMATO.jpeg",91712,32,290,"gol","Nulo",0,1,0,0,0,"290",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"319","Matheus Henrique de Souza","matheus-henrique","Matheus Henrique","https://s.glbimg.com/es/sde/f/2020/07/19/2e4d9048adfe4f9650ef110a2758b57e_FORMATO.png",100742,32,284,"mei","Provável",1.6,6.11,0.3,1.57,23,"284",1,5,1,36,29,4,7,50,NA,NA,109,NA,NA,NA,NA,NA,NA,NA
"320","Eduardo Gabriel Aquino Cossa","pepe","Pepê","https://s.glbimg.com/es/sde/f/2018/07/31/21dbd08feda4a4caf00ffc5fe75ec14b_FORMATO.png",91201,32,284,"ata","Provável",2.5,14.13,0.41,5.93,25,"284",4,1,NA,35,11,8,15,50,8,NA,110,NA,4,NA,NA,1,NA,NA
"321","Leonardo Gomes da Conceição Silva","leonardo","Leonardo","https://s.glbimg.com/es/sde/f/2018/05/21/15d96549307788253f2aba10bff0c973_FORMATO.png",86973,32,284,"lat","Nulo",0,6,0,0,0,"284",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"322","Gustavo Henrique Santos","gustavo-henrique","Gustavo Henrique","https://s.glbimg.com/es/sde/f/2021/01/22/42298a997c80961c07ae1d138228ee85_FORMATO.png",107963,32,265,"zag","Nulo",0,2,0,0,0,"265",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"323","Thiago Neves Augusto","thiago-neves","Thiago Neves","https://s.glbimg.com/es/sde/f/2020/09/19/e5c460787ad23defe1b6fa4efa97c721_FORMATO.png",38277,32,292,"mei","Provável",6.7,5.77,1.13,2.61,23,"292",2,3,NA,9,10,10,13,12,5,NA,161,NA,1,NA,NA,NA,NA,NA
"324","Lucas Silva Borges","lucas-silva","Lucas Silva","https://s.glbimg.com/es/sde/f/2020/07/19/35677798312c58c5cc2c64f41b79a8dc_FORMATO.png",79701,32,284,"mei","Provável",5.2,5.86,0.94,1.85,26,"284",NA,5,NA,36,22,6,11,32,1,NA,95,NA,NA,NA,NA,1,NA,NA
"325","Bruno Cortês Barbosa","bruno-cortez","Bruno Cortez","https://s.glbimg.com/es/sde/f/2018/05/18/0ba3c7d69167c8dcfafe511fc043e800_FORMATO.png",72079,32,284,"lat","Nulo",0,10.04,0,3.05,20,"284",NA,1,1,40,23,1,3,20,NA,NA,128,8,2,NA,NA,NA,NA,NA
"326","Edenílson Andrade Dos Santos","edenilson","Edenílson","https://s.glbimg.com/es/sde/f/2020/02/27/dab4d223e4d736b3877f27a6b24a7a0e_FORMATO.png",63289,32,285,"mei","Provável",7.9,9.71,1.06,3.24,27,"285",5,6,NA,46,39,7,13,31,4,NA,197,NA,3,NA,NA,1,NA,NA
"327","Thaciano Mickael da Silva","thaciano","Thaciano","https://s.glbimg.com/es/sde/f/2018/05/21/8805a9e1e4f2ee609adb3d2576d5ff0a_FORMATO.png",87470,32,284,"mei","Nulo",0,4.96,0,1.8,18,"284",NA,1,NA,21,12,4,7,9,1,NA,32,NA,1,NA,NA,NA,NA,NA
"328","Paulo Victor Mileo Vidotti","paulo-victor","Paulo Victor","https://s.glbimg.com/es/sde/f/2018/05/21/6022690f57c54343611ba7c2008603ce_FORMATO.png",68873,32,284,"gol","Nulo",0,6.84,0,4.91,7,"284",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,4,NA,6,5,NA,NA,NA
"329","Uendel Pereira Gonçalves","uendel","Uendel","https://s.glbimg.com/es/sde/f/2020/02/27/874b64215923c64744352951788dc4b4_FORMATO.png",60852,32,285,"lat","Nulo",0,3.49,-0.97,1.67,13,"285",1,1,NA,22,19,1,NA,5,NA,NA,125,3,NA,NA,NA,NA,NA,NA
"330","Rodrigo Modesto da Silva Moledo","rodrigo-moledo","Rodrigo Moledo","https://s.glbimg.com/es/sde/f/2020/02/27/887c825f63637b345d17570bf49d66fa_FORMATO.png",63354,32,285,"zag","Contundido",0,7.37,0,4.04,18,"285",NA,3,1,26,13,1,1,25,1,NA,31,9,NA,NA,NA,NA,NA,NA
"331","Danilo Fernandes Batista","danilo-fernandes","Danilo Fernandes","https://s.glbimg.com/es/sde/f/2020/02/27/d6d33f8f9a956799465c508d4d9e4263_FORMATO.png",69051,32,285,"gol","Contundido",0,4.43,0,1.4,1,"285",NA,1,NA,NA,NA,NA,NA,1,NA,NA,11,NA,NA,1,1,NA,NA,NA
"332","Rodrigo Oliveira Lindoso","rodrigo-lindoso","Rodrigo Lindoso","https://s.glbimg.com/es/sde/f/2020/02/27/bc31f941c1bb5d6c26ada24af71bcf45_FORMATO.png",72362,32,285,"mei","Nulo",0,3.67,0,0.63,26,"285",1,5,NA,37,38,3,3,13,NA,NA,86,NA,NA,NA,NA,NA,NA,NA
"333","Thiago Galhardo do Nascimento Rocha","thiago-galhardo","Thiago Galhardo","https://s.glbimg.com/es/sde/f/2020/02/27/58765e09575aeed485460352a0980dad_FORMATO.png",71844,32,285,"mei","Contundido",0,17.57,0,7.22,26,"285",5,3,1,21,23,17,24,40,16,NA,117,NA,16,NA,NA,NA,NA,1
"334","Darlan Pereira Mendes","darlan","Darlan","https://s.glbimg.com/es/sde/f/2020/07/19/86f5908425375d7aa9007181ae00f69c_FORMATO.png",104593,32,284,"mei","Nulo",0,4.37,0,1.89,18,"284",NA,2,NA,36,16,1,3,8,1,NA,56,NA,NA,NA,NA,NA,NA,NA
"335","Rodinei Marcelo de Almeida","rodinei","Rodinei","https://s.glbimg.com/es/sde/f/2020/02/27/001cd019cd767eafa0c877ae4f8a27ab_FORMATO.png",73992,32,285,"lat","Provável",-3.6,3.88,-1.12,2.04,18,"285",1,4,NA,32,25,2,1,21,NA,NA,134,4,NA,NA,NA,NA,NA,NA
"336","Natanael Batista Pimenta","natanael","Natanael","https://s.glbimg.com/es/sde/f/2020/09/12/e3f2361fc0584d13ce3b65e8673cf1e6_FORMATO.png",86264,32,373,"lat","Provável",13.4,6.11,1.74,3.41,14,"373",1,1,NA,23,11,1,4,15,1,NA,117,4,2,NA,NA,NA,NA,NA
"337","Gabriel Boschilia","boschilia","Boschilia","https://s.glbimg.com/es/sde/f/2020/02/27/dbeea99042dc47fc247d3a724d62602b_FORMATO.png",86841,32,285,"mei","Contundido",0,8.45,0,3.81,13,"285",1,2,NA,40,24,9,5,14,1,NA,92,NA,NA,NA,NA,NA,NA,NA
"338","Patrick Machado Ferreira ","patrick","Patrick","https://s.glbimg.com/es/sde/f/2020/07/19/c14a26423f60b6ea3fad21b28855d481_FORMATO.png",99918,32,284,"mei","Nulo",0,2.32,0,0.15,2,"284",NA,NA,NA,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"339","Marcos Guilherme de Almeida Santos Matos","marcos-guilherme","Marcos Guilherme ","https://s.glbimg.com/es/sde/f/2020/02/27/cface4b2faa10e1c22eb8e5dfb7971ad_FORMATO.png",83266,32,285,"mei","Nulo",1,2.85,0.1,0.44,25,"285",1,2,NA,12,23,4,6,12,NA,NA,49,NA,8,NA,NA,1,NA,NA
"340","Rodrigo Dourado Cunha","rodrigo-dourado","Rodrigo Dourado","https://s.glbimg.com/es/sde/f/2020/02/27/12e542636d28c0dc887fe6ae967dbe52_FORMATO.png",78865,32,285,"mei","Provável",3.3,5.52,0.46,2.69,14,"285",NA,2,NA,25,16,NA,2,15,2,NA,36,NA,NA,NA,NA,1,NA,NA
"341","Gabriel Vinícius Menino","gabriel-menino","Gabriel Menino","https://s.glbimg.com/es/sde/f/2020/01/20/119d338ee09aacf08faae33fa7047de7_FORMATO.png",103767,32,275,"mei","Nulo",0,6.13,0,3.03,22,"275",5,8,NA,52,33,5,17,45,NA,NA,175,NA,5,NA,NA,NA,NA,NA
"342","Guilherme da Silva Azevedo","guilherme-azevedo","Guilherme Azevedo","https://s.glbimg.com/es/sde/f/2020/07/19/756f7ee69aa8fccdfd44fbbf534a60a0_FORMATO.png",105837,32,284,"ata","Nulo",0,1.74,0,1.4,7,"284",NA,NA,NA,4,2,2,2,8,NA,NA,7,NA,1,NA,NA,NA,NA,NA
"343","José Gabriel dos Santos Silva","ze-gabriel","Zé Gabriel","https://s.glbimg.com/es/sde/f/2020/02/28/406d8a9fc74d962738e649a8e390169e_FORMATO.png",105902,32,285,"mei","Nulo",0,2.58,0,1.47,20,"285",NA,1,1,45,19,NA,2,16,NA,NA,87,NA,NA,NA,NA,NA,NA,NA
"344","Vanderlei Luxemburgo da Silva","vanderlei-luxemburgo","Vanderlei Luxemburgo","https://s.glbimg.com/es/sde/f/2020/12/31/a8308071841710b7b43c3c0f28ff6113_FORMATO.png",41327,32,267,"tec","Nulo",3.55,10.22,0.36,3.46,19,"267",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"345","João Gabriel Martins Peglow","peglow","Peglow","https://s.glbimg.com/es/sde/f/2020/02/27/5c7fe67d54b296320092b526cff1e6bb_FORMATO.png",106821,32,285,"mei","Nulo",1.3,2.24,-1.08,2.43,11,"285",2,1,NA,8,14,1,3,3,2,NA,24,NA,2,NA,NA,NA,NA,NA
"346","Diogo Barbosa Mendanha","diogo-barbosa","Diogo Barbosa","https://s.glbimg.com/es/sde/f/2020/09/11/8c1bbc63952b2e050b6b5662f996e79d_FORMATO.png",70916,32,284,"lat","Provável",4.5,8.76,0.69,3.67,20,"284",3,1,NA,46,14,1,6,16,NA,NA,119,4,1,NA,NA,NA,NA,NA
"347","Marcos Luis Rocha Aquino","marcos-rocha","Marcos Rocha","https://s.glbimg.com/es/sde/f/2020/03/09/ebc79a97a8840c38c63b16446a1c84b5_FORMATO.png",63013,32,275,"lat","Nulo",0,7.31,0,2.76,17,"275",NA,2,NA,41,17,NA,1,14,NA,NA,146,5,NA,NA,NA,NA,NA,NA
"348","Lucas Rafael Araújo Lima","lucas-lima","Lucas Lima","https://s.glbimg.com/es/sde/f/2019/01/14/3629dc12c2a7c9f0e4c6c53a4a2cbb61_FORMATO.jpeg",80583,32,275,"mei","Nulo",6.9,5.42,0.74,1.35,23,"275",2,6,NA,36,28,5,6,30,NA,NA,163,NA,3,NA,NA,1,NA,NA
"349","Mayke Rocha de Oliveira","mayke","Mayke","https://s.glbimg.com/es/sde/f/2019/01/14/44f0336a3733e2e3fb4fccc9cf275f3a_FORMATO.jpeg",81150,32,275,"lat","Nulo",1,5.22,-0.39,2,14,"275",NA,2,1,30,14,NA,2,10,NA,NA,70,3,1,NA,NA,NA,NA,NA
"350","Luan Garcia Teixeira","luan","Luan","https://s.glbimg.com/es/sde/f/2020/03/09/f29c869ccdfaa407340b9047dbf761fa_FORMATO.jpeg",80692,32,275,"zag","Nulo",0,4.84,0,2.63,22,"275",NA,5,NA,34,14,NA,4,13,NA,1,77,9,2,NA,NA,NA,NA,NA
"351","Keiller da Silva Nunes","keiller","Keiller","https://s.glbimg.com/es/sde/f/2020/02/27/4d3e8df7f1ee40580d75e33e752dcff2_FORMATO.png",93834,32,285,"gol","Nulo",0,2,0,0,0,"285",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"352","José Rafael Vivian","ze-rafael","Zé Rafael","https://s.glbimg.com/es/sde/f/2020/03/09/ada4c949fbe8a7d69336cf1ccd4ad0e9_FORMATO.png",82455,32,275,"mei","Nulo",0,9.22,0,2.85,21,"275",3,5,2,38,38,5,12,43,2,NA,71,NA,NA,NA,NA,NA,NA,NA
"353","Daniel de Sousa Brito","daniel","Daniel","https://s.glbimg.com/es/sde/f/2020/02/27/222ec98ac489a4b1ce5063bdde3d208e_FORMATO.png",96468,32,285,"gol","Nulo",0,2.4,0,4.8,1,"285",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA
"354","Vinicius Silvestre da Costa","vinicius-silvestre","Vinicius Silvestre","https://s.glbimg.com/es/sde/f/2020/02/28/c700e89cfd0aa09a1bc96945a20848f3_FORMATO.png",85083,32,275,"gol","Nulo",0,3,0,0,0,"275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"355","Martín Nicolás Sarrafiore","sarrafiore","Sarrafiore","https://s.glbimg.com/es/sde/f/2020/09/17/8f1169f09495acbeed3fec9bcfc07aa0_FORMATO.png",101315,32,294,"mei","Nulo",9.3,4.12,1.55,2.33,12,"Coritiba",NA,1,NA,14,8,3,11,8,1,NA,44,NA,NA,NA,NA,NA,NA,NA
"356","Gustavo Henrique Furtado Scarpa","gustavo-scarpa","Gustavo Scarpa","https://s.glbimg.com/es/sde/f/2019/10/03/47c21ed885c76c65fecede59c0ecf1e0_FORMATO.png",87999,32,275,"mei","Nulo",1.5,5.73,0.26,1.76,17,"275",2,2,NA,10,9,8,12,16,NA,NA,117,NA,NA,NA,NA,1,NA,NA
"357","Raphael Cavalcante Veiga","raphael-veiga","Raphael Veiga","https://s.glbimg.com/es/sde/f/2020/10/05/eba17da38b8f96bc0a8b648fa5aa7acc_FORMATO.png",94509,32,275,"mei","Nulo",0,8.72,0,4.9,19,"275",1,3,NA,18,22,7,13,29,8,NA,96,NA,1,NA,NA,NA,NA,NA
"358","Renzo Saravia","saravia","Saravia","https://s.glbimg.com/es/sde/f/2020/03/02/2adf4c12427d0fca9fe94f89118bd866_FORMATO.png",96725,32,285,"lat","Contundido",0,18.78,0,7.96,8,"285",1,1,NA,37,12,1,2,15,NA,NA,56,5,NA,NA,NA,NA,NA,NA
"359","Emerson Raymundo Santos","emerson-santos","Emerson Santos","https://s.glbimg.com/es/sde/f/2020/02/28/4d5c465a6fd405b025d4ca76e81d24a1_FORMATO.png",86972,32,275,"zag","Nulo",0.1,3.59,-0.71,2.87,9,"275",NA,3,NA,12,13,2,2,5,NA,NA,51,5,NA,NA,NA,NA,NA,NA
"360","Ronielson da Silva Barbosa","rony","Rony","https://s.glbimg.com/es/sde/f/2020/02/28/084ca5caaf485fd3cbf303cda6bbd8bf_FORMATO.png",91607,32,275,"ata","Nulo",0,9.63,0,3.41,17,"275",NA,2,NA,22,32,10,13,26,4,NA,68,NA,9,NA,NA,NA,NA,NA
"361","Gustavo Nonato Santana","nonato","Nonato","https://s.glbimg.com/es/sde/f/2020/02/27/4fc30df934657cce0aecf53ef7dc9a8b_FORMATO.png",100987,32,285,"mei","Nulo",-0.2,4.21,-0.37,2.83,9,"285",NA,3,NA,21,13,1,3,16,1,NA,26,NA,NA,NA,NA,NA,NA,NA
"362","Patrick de Paula Carreiro","patrick-de-paula","Patrick de Paula","https://s.glbimg.com/es/sde/f/2020/03/09/a9c14c249329965a83e2f3b2bda2642b_FORMATO.png",107172,32,275,"mei","Nulo",-1.5,5.38,-0.56,3.58,20,"275",1,2,NA,42,26,8,12,21,2,NA,101,NA,NA,NA,NA,2,NA,NA
"363","Heitor Rodrigues da Fonseca","heitor","Heitor","https://s.glbimg.com/es/sde/f/2020/02/27/46ea70366228afe849358bbedd6c18e1_FORMATO.png",104649,32,285,"lat","Nulo",0,6.04,0,4.85,10,"285",4,3,1,28,12,2,1,13,NA,NA,72,3,NA,NA,NA,NA,NA,NA
"364","Lucas Esteves de Souza","esteves","Esteves","https://s.glbimg.com/es/sde/f/2019/07/08/cd984c932e6f6d7e51df1e0963c5513e_FORMATO.jpeg",100846,32,275,"lat","Nulo",-2.9,1.02,-1.32,0.22,5,"275",NA,2,NA,5,7,NA,NA,2,NA,NA,24,1,NA,NA,NA,NA,NA,NA
"365","João Lucas Souza Cardoso","johnny","Johnny ","https://s.glbimg.com/es/sde/f/2020/02/27/fd6f78bc8647dd5e9fc9090d28654546_FORMATO.png",106002,32,285,"mei","Nulo",0,2.09,0,1.7,9,"285",NA,NA,NA,14,3,1,2,5,NA,NA,24,NA,NA,NA,NA,NA,NA,NA
