"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","A","CA","DS","FC","FD","FF","FS","G","I","PI","DD","DP","GS","SG","CV","FT","GC","PP"
"278","Wescley Gomes dos Santos","wescley","Wescley","https://s.glbimg.com/es/sde/f/2020/08/31/f76d432cdaf8192dfc153e892b58c96c_FORMATO.png",70925,21,354,"mei","Nulo",4.9,3.19,0.71,0.96,10,"354",1,1,2,9,NA,2,2,1,NA,15,NA,NA,NA,NA,NA,NA,NA,NA
"279","Wanderson de Jesus Martins","caju","Caju","https://s.glbimg.com/es/sde/f/2020/08/26/9ae21301cf0ce3eba973f67c403ec409_FORMATO.jpeg",89342,21,290,"lat","Provável",2.6,3.85,0.43,2.49,11,"290",1,NA,18,8,1,4,7,NA,NA,95,NA,NA,NA,2,NA,NA,NA,NA
"280","Fernando José Pacheco Rivas","fernando-pacheco","Fernando Pacheco","https://s.glbimg.com/es/sde/f/2020/08/11/0f3de4bf496db9970fd66f13146a40a4_FORMATO.png",98740,21,266,"ata","Nulo",0,2.6,0,0.6,11,"266",NA,1,7,8,1,2,9,NA,4,27,NA,NA,NA,NA,NA,1,NA,NA
"281","Guilherme da Trindade Dubas","guilherme-biro","Guilherme Biro","https://s.glbimg.com/es/sde/f/2020/03/03/894792f4de57714ecebf346073081a01_FORMATO.png",107555,21,294,"ata","Nulo",0,1.29,0,-0.55,2,"Coritiba",NA,NA,1,3,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA
"282","Marcelo Boeck","marcelo-boeck","Marcelo Boeck","https://s.glbimg.com/es/sde/f/2019/03/22/4b4e1c64603c84d346f4ba4ad46fb562_FORMATO.png",37788,21,356,"gol","Nulo",0,4,0,0,0,"356",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"283","Bruno Cortês Barbosa","bruno-cortez","Bruno Cortez","https://s.glbimg.com/es/sde/f/2018/05/18/0ba3c7d69167c8dcfafe511fc043e800_FORMATO.png",72079,21,284,"lat","Nulo",0,9.63,0,2.82,15,"284",NA,1,33,16,1,1,16,NA,2,97,NA,NA,NA,5,1,NA,NA,NA
"284","Renê dos Santos Júnior","rene-junior","Renê Júnior","https://s.glbimg.com/es/sde/f/2020/03/02/5908e5d1c3f4f989e8bc1b27ccb7c65d_FORMATO.png",73281,21,264,"mei","Nulo",0,1.6,0,-0.7,3,"264",NA,NA,4,5,NA,1,2,NA,NA,4,NA,NA,NA,NA,1,NA,NA,NA
"285","Marcos Felipe de Freitas Monteiro","marcos-felipe","Marcos Felipe ","https://s.glbimg.com/es/sde/f/2020/08/11/1e384aacfbb6566d7f8e26a14bdb07ed_FORMATO.png",85004,21,266,"gol","Nulo",0,0.77,0,-1.3,3,"266",1,NA,NA,NA,NA,NA,1,NA,NA,34,1,NA,5,NA,NA,NA,NA,NA
"286","Paulo Victor Mileo Vidotti","paulo-victor","Paulo Victor","https://s.glbimg.com/es/sde/f/2018/05/21/6022690f57c54343611ba7c2008603ce_FORMATO.png",68873,21,284,"gol","Dúvida",0,6.76,0,4.24,5,"284",1,NA,NA,NA,NA,NA,NA,NA,NA,38,5,NA,5,2,NA,NA,NA,NA
"287","Sandro Raniere Guimarães Cordeiro","sandro","Sandro","https://s.glbimg.com/es/sde/f/2020/08/26/fe2e657982abf2a67f086ac44918fdad_FORMATO.jpeg",62111,21,290,"mei","Nulo",2.9,3.12,0.42,0.42,9,"290",NA,3,12,15,NA,2,7,NA,1,23,NA,NA,NA,NA,NA,1,NA,NA
"288","Gilberto dos Santos Souza Júnior","gilberto","Gilberto","https://s.glbimg.com/es/sde/f/2020/08/26/fdc588ab84ce9888cdb98fde023d0be2_FORMATO.jpeg",73789,21,290,"mei","Dúvida",2.5,2.84,0.3,0.63,7,"290",NA,NA,10,9,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA
"289","Roger de Carvalho","roger-carvalho","Roger Carvalho","https://s.glbimg.com/es/sde/f/2019/08/16/d8515ccddc1f7af2e574aa804762157c_FORMATO.png",51415,21,356,"zag","Nulo",0,2.77,0,2.1,5,"356",NA,NA,2,3,NA,NA,2,NA,NA,10,NA,NA,NA,3,1,NA,NA,NA
"290","Paulo Marcos de Jesus Ribeiro","paulao","Paulão","https://s.glbimg.com/es/sde/f/2019/11/14/7b85c924694c25ac9829f4379ef2b451_FORMATO.png",63172,21,356,"zag","Provável",2.1,3.34,0.3,2.04,17,"356",NA,3,18,17,2,3,7,NA,3,56,NA,NA,NA,6,NA,NA,NA,NA
"291","Jonathan Doin","paulo-miranda","Paulo Miranda","https://s.glbimg.com/es/sde/f/2018/05/21/62fa3dde13de597371870ee9b721b5d7_FORMATO.png",68817,21,284,"zag","Dúvida",0.9,2.56,-0.63,1.11,8,"284",NA,1,9,11,NA,NA,2,NA,NA,36,NA,NA,NA,2,NA,NA,NA,NA
"292","Yago Felipe da Costa Rocha","yago-felipe","Yago Felipe","https://s.glbimg.com/es/sde/f/2020/08/11/547c3364c22efd6f4b6928ed120d64b9_FORMATO.png",87747,21,266,"mei","Nulo",0,4.72,0,2.18,15,"266",NA,1,25,19,3,5,19,1,1,54,NA,NA,NA,NA,NA,NA,NA,NA
"293","Jackson de Souza","jackson","Jackson","https://s.glbimg.com/es/sde/f/2020/03/06/d22e844f59f83a532bc261ec38a55da4_FORMATO.png",70934,21,356,"zag","Provável",-2.2,3.11,-0.03,1.71,11,"356",NA,4,13,9,NA,2,12,NA,NA,43,NA,NA,NA,3,NA,NA,NA,NA
"294","Fábio Pizarro Sanches","fabio-sanches","Fábio Sanches","https://s.glbimg.com/es/sde/f/2020/08/26/5756a4bae1a6bb1e484099d7ea94222d_FORMATO.jpeg",71604,21,290,"zag","Contundido",0,5.78,0,2.5,13,"290",NA,1,23,9,1,3,11,NA,NA,31,NA,NA,NA,3,NA,NA,1,NA
"295","Henrique Almeida Caixeta Nascentes","henrique-almeida","Henrique Almeida","https://s.glbimg.com/es/sde/f/2020/08/26/e557abba11e4a7a58c8e280da1480703_FORMATO.jpeg",68773,21,290,"ata","Contundido",0,5,0,0,0,"290",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"296","Jefferson Junio Antônio da Silva","jefferson","Jefferson","https://s.glbimg.com/es/sde/f/2020/08/26/1b4ff7917a54d469be132fbe58592256_FORMATO.jpeg",95220,21,290,"lat","Nulo",0,5.37,0,1.83,9,"290",NA,1,15,7,NA,2,7,1,1,56,NA,NA,NA,2,1,NA,1,NA
"297","Wanderley de Jesus Sousa","derley","Derley","https://s.glbimg.com/es/sde/f/2019/03/22/38fbbc852eaf7ac63811890c98f9ee2a_FORMATO.png",60791,21,356,"mei","Nulo",0,2.82,0,-0.35,2,"356",NA,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"298","Miguel Ferreira Damasceno","miguel-figueira","Miguel Figueira","https://s.glbimg.com/es/sde/f/2020/08/26/3fa464ee6de9c64f2d753dc0dc419801_FORMATO.jpeg",102565,21,290,"mei","Nulo",0,1.37,0,0.52,6,"290",1,1,3,9,NA,1,4,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA
"299","Paulo Roberto Valoura Júnior","juninho","Juninho","https://s.glbimg.com/es/sde/f/2019/09/03/f3c44a346794fb67a9084ef89211cd1c_FORMATO.png",71937,21,356,"mei","Provável",9.5,5.37,1.42,2.55,18,"356",3,5,33,26,4,14,22,1,NA,143,NA,NA,NA,NA,NA,NA,NA,NA
"300","Luciano da Rocha Neves","luciano","Luciano","https://s.glbimg.com/es/sde/f/2020/08/18/3ca611370a41964d7e12a7d04a9474aa_FORMATO.png",80287,21,276,"ata","Provável",15.5,10.67,2.42,5.31,15,"276",1,3,20,20,2,8,24,7,4,72,NA,NA,NA,NA,NA,1,NA,NA
"301","Luiz Henrique Araújo Silva","luiz-henrique","Luiz Henrique","https://s.glbimg.com/es/sde/f/2020/03/06/809a25003f6761d3bf3ea7e524986c59_FORMATO.png",101595,21,356,"mei","Nulo",0,1.66,0,0.5,1,"356",NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"302","Carlos Emiliano Pereira","carlinhos","Carlinhos","https://s.glbimg.com/es/sde/f/2019/03/22/7da6584b8edbee8649acb25931c97e1e_FORMATO.png",63194,21,356,"lat","Provável",4.8,6.99,0.54,3.18,13,"356",NA,1,22,17,NA,2,13,NA,1,77,NA,NA,NA,6,NA,NA,NA,NA
"303","Daniel Sartori Bessa","daniel-bessa","Daniel Bessa","https://s.glbimg.com/es/sde/f/2020/08/26/f8c7d3a76680619bf773e434179d4df4_FORMATO.jpeg",103591,21,290,"mei","Contundido",0,6.46,0,2.65,12,"290",NA,3,23,19,4,4,9,2,NA,74,NA,NA,NA,NA,NA,1,NA,NA
"304","Thiago Neves Augusto","thiago-neves","Thiago Neves","https://s.glbimg.com/es/sde/f/2020/09/19/e5c460787ad23defe1b6fa4efa97c721_FORMATO.png",38277,21,292,"mei","Provável",-1.1,4.25,-0.38,2.45,14,"292",2,1,5,5,7,7,4,2,NA,83,NA,NA,NA,NA,NA,NA,NA,NA
"305","Kaio Nunes Ferreira","kaio","Kaio","https://s.glbimg.com/es/sde/f/2020/08/26/defba11bfc1c0574154c40932f23aefd_FORMATO.jpeg",102563,21,290,"mei","Nulo",0,3,0,0,0,"290",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"306","Luan Garcia Teixeira","luan","Luan","https://s.glbimg.com/es/sde/f/2020/03/09/f29c869ccdfaa407340b9047dbf761fa_FORMATO.jpeg",80692,21,275,"zag","Nulo",0,6.01,0,2.44,14,"275",NA,4,24,11,NA,3,6,NA,2,57,NA,NA,NA,5,NA,NA,NA,NA
"307","Victor Andrade Santos","victor-andrade","Victor Andrade","https://s.glbimg.com/es/sde/f/2020/08/26/440d20f8bef7ed2efd9ebbb9c1b88e74_FORMATO.jpeg",80536,21,290,"ata","Nulo",0,5.41,0,3.16,9,"290",NA,4,9,17,1,9,28,2,NA,25,NA,NA,NA,NA,NA,NA,NA,NA
"308","Matheus Alves da Silva Cardoso","matheus-alves","Matheus Alves","https://s.glbimg.com/es/sde/f/2020/08/26/9f0365f3162049e805c9b1b5188c50bf_FORMATO.jpeg",91712,21,290,"gol","Nulo",0,1,0,0,0,"290",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"309","Uendel Pereira Gonçalves","uendel","Uendel","https://s.glbimg.com/es/sde/f/2020/02/27/874b64215923c64744352951788dc4b4_FORMATO.png",60852,21,285,"lat","Provável",0.7,3.55,-0.04,1.69,8,"285",NA,NA,15,12,NA,NA,4,NA,NA,75,NA,NA,NA,2,NA,NA,NA,NA
"310","Breno Washington Rodrigues da Silva","breno","Breno","https://s.glbimg.com/es/sde/f/2020/08/26/d2737704a379be01e8864b8345b30982_FORMATO.jpeg",106083,21,290,"mei","Dúvida",0,2.84,0,1.77,13,"290",NA,3,39,29,1,4,12,NA,NA,40,NA,NA,NA,NA,1,1,NA,NA
"311","Kevin Martín Quevedo Mathey","quevedo","Quevedo","https://s.glbimg.com/es/sde/f/2020/08/26/54867caab3aa189c69f2374c4489689d_FORMATO.jpeg",102197,21,290,"ata","Nulo",0,0.85,0,0.4,1,"290",NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"312","Iago Pereira Mendonça","iago-mendonca","Iago Mendonça","https://s.glbimg.com/es/sde/f/2020/03/06/fbe3c389c73e71007b15dec8b347a229_FORMATO.png",105278,21,290,"zag","Nulo",0,1,0,0,0,"290",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"313","Heron Crespo da Silva","heron","Heron","https://s.glbimg.com/es/sde/f/2020/08/26/4c288b07196f199d01bf56867451c668_FORMATO.jpeg",105339,21,290,"zag","Nulo",0.4,0.78,-0.01,-0.33,10,"290",NA,2,6,8,NA,NA,3,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA
"314","Lucas Rafael Araújo Lima","lucas-lima","Lucas Lima","https://s.glbimg.com/es/sde/f/2019/01/14/3629dc12c2a7c9f0e4c6c53a4a2cbb61_FORMATO.jpeg",80583,21,275,"mei","Provável",0.4,4.23,0.16,0.73,15,"275",NA,4,18,18,3,3,24,NA,1,106,NA,NA,NA,NA,NA,1,NA,NA
"315","José Rafael Vivian","ze-rafael","Zé Rafael","https://s.glbimg.com/es/sde/f/2020/03/09/ada4c949fbe8a7d69336cf1ccd4ad0e9_FORMATO.png",82455,21,275,"mei","Suspenso",-3,8.98,-1.15,2.96,16,"275",2,5,30,29,4,7,33,2,NA,59,NA,NA,NA,NA,1,NA,NA,NA
"316","Tadeu Antônio Ferreira","tadeu","Tadeu","https://s.glbimg.com/es/sde/f/2020/08/26/cf01a937d465c1d2b6417bf927da94c7_FORMATO.jpeg",82453,21,290,"gol","Provável",6,8.82,-0.12,3.12,15,"290",NA,NA,NA,1,1,NA,3,NA,NA,135,23,1,28,3,NA,NA,NA,NA
"317","David Braz de Oliveira Filho","david-braz","David Braz","https://s.glbimg.com/es/sde/f/2019/07/24/865c7c09e556e0fb58885e80a6591081_FORMATO.png",50317,21,284,"zag","Dúvida",1,8.58,-0.52,3.78,16,"284",NA,1,33,13,2,5,6,2,NA,74,NA,NA,NA,4,1,1,NA,NA
"318","Andrés Nicolas D'Alessandro","d-alessandro","D'Alessandro","https://s.glbimg.com/es/sde/f/2020/02/27/848601c752c8fa58a805d78e5bad50db_FORMATO.png",62023,21,285,"mei","Nulo",0,2.62,0.01,0.12,16,"285",NA,3,5,4,4,3,10,NA,3,58,NA,NA,NA,NA,NA,NA,NA,NA
"319","Júlio César Jacobi","julio-cesar","Júlio César","https://s.glbimg.com/es/sde/f/2019/08/16/e0a4857e8a29ebeabcb5c38571b22ce2_FORMATO.png",49673,21,284,"gol","Nulo",0,4,0,0,0,"284",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"320","Emerson Raymundo Santos","emerson-santos","Emerson Santos","https://s.glbimg.com/es/sde/f/2020/02/28/4d5c465a6fd405b025d4ca76e81d24a1_FORMATO.png",86972,21,275,"zag","Provável",3.2,3.59,0.45,1.65,2,"275",NA,1,1,1,NA,NA,1,NA,NA,7,NA,NA,NA,1,NA,NA,NA,NA
"321","Gustavo Henrique Furtado Scarpa","gustavo-scarpa","Gustavo Scarpa","https://s.glbimg.com/es/sde/f/2019/10/03/47c21ed885c76c65fecede59c0ecf1e0_FORMATO.png",87999,21,275,"mei","Nulo",7.3,6.59,1.02,1.51,11,"275",2,2,5,7,6,5,8,NA,NA,62,NA,NA,NA,NA,NA,NA,NA,NA
"322","Juan de Dios Pintado Leines","pintado","Pintado","https://s.glbimg.com/es/sde/f/2020/08/26/3e23be2578176d19f8b8926b55cb8cfd_FORMATO.jpeg",107565,21,290,"lat","Provável",-0.2,2.61,-0.87,2.14,11,"290",NA,4,32,16,1,2,11,NA,1,53,NA,NA,NA,1,NA,NA,NA,NA
"323","Ronielson da Silva Barbosa","rony","Rony","https://s.glbimg.com/es/sde/f/2020/02/28/084ca5caaf485fd3cbf303cda6bbd8bf_FORMATO.png",91607,21,275,"ata","Nulo",0,9.53,0,2.16,14,"275",NA,2,20,30,9,11,22,1,6,63,NA,NA,NA,NA,NA,NA,NA,NA
"324","Maicon Thiago Pereira de Souza","maicon","Maicon","https://s.glbimg.com/es/sde/f/2018/05/21/34502d57cb34fa46bd51d3bd901d38bb_FORMATO.png",38196,21,284,"mei","Contundido",0,3.1,0,0.5,9,"284",NA,1,8,6,1,3,2,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,NA
"325","Lucas Silva Borges","lucas-silva","Lucas Silva","https://s.glbimg.com/es/sde/f/2020/07/19/35677798312c58c5cc2c64f41b79a8dc_FORMATO.png",79701,21,284,"mei","Nulo",1,4.92,0.37,1.36,18,"284",NA,3,24,15,4,5,22,NA,NA,57,NA,NA,NA,NA,NA,NA,NA,NA
"326","Raphael Cavalcante Veiga","raphael-veiga","Raphael Veiga","https://s.glbimg.com/es/sde/f/2020/10/05/eba17da38b8f96bc0a8b648fa5aa7acc_FORMATO.png",94509,21,275,"mei","Provável",18.3,11.36,3.2,5.07,13,"275",NA,1,11,16,4,11,22,6,NA,77,NA,NA,NA,NA,NA,NA,NA,NA
"327","Matías Nicolás Viña Susperreguy","vina","Viña","https://s.glbimg.com/es/sde/f/2020/02/28/444cc845fe792b0fdd234c579e4c31de_FORMATO.png",98974,21,275,"lat","Nulo",0,8.78,0,4.97,12,"275",2,3,40,13,2,4,15,NA,2,99,NA,NA,NA,4,NA,NA,NA,NA
"328","Edenílson Andrade Dos Santos","edenilson","Edenílson","https://s.glbimg.com/es/sde/f/2020/02/27/dab4d223e4d736b3877f27a6b24a7a0e_FORMATO.png",63289,21,285,"mei","Dúvida",-0.2,7.9,-0.21,2.36,19,"285",3,4,29,31,5,9,20,2,2,139,NA,NA,NA,NA,NA,NA,NA,NA
"329","Mayke Rocha de Oliveira","mayke","Mayke","https://s.glbimg.com/es/sde/f/2019/01/14/44f0336a3733e2e3fb4fccc9cf275f3a_FORMATO.jpeg",81150,21,275,"lat","Nulo",6.4,6.2,1,2.3,9,"275",NA,1,18,7,NA,1,5,NA,NA,51,NA,NA,NA,2,NA,NA,NA,NA
"330","Gustavo Raúl Gómez Portillo","gustavo-gomez","Gustavo Gómez","https://s.glbimg.com/es/sde/f/2020/03/09/d8945e5024344014b96d64adab91f4da_FORMATO.png",71684,21,275,"zag","Provável",0,11.66,0,3.21,12,"275",1,3,21,15,2,3,10,1,6,38,NA,NA,NA,4,1,NA,NA,NA
"331","Weverton Pereira da Silva","weverton","Weverton","https://s.glbimg.com/es/sde/f/2019/10/03/58aa0eddfe8c9c684344f4231a233ddf_FORMATO.png",71631,21,275,"gol","Provável",0,8.76,0,1.31,15,"275",NA,NA,1,NA,NA,NA,1,NA,NA,106,8,NA,14,5,NA,NA,NA,NA
"332","Marcelo Lomba do Nascimento","marcelo-lomba","Marcelo Lomba","https://s.glbimg.com/es/sde/f/2020/02/27/ff4cfd7c9d5ee3bf7c1f281c6a05c147_FORMATO.png",68872,21,285,"gol","Provável",3.6,9.35,1.27,1.07,21,"285",NA,2,1,NA,NA,NA,3,NA,NA,241,12,NA,20,8,NA,NA,NA,NA
"333","Patrick de Paula Carreiro","patrick-de-paula","Patrick de Paula","https://s.glbimg.com/es/sde/f/2020/03/09/a9c14c249329965a83e2f3b2bda2642b_FORMATO.png",107172,21,275,"mei","Provável",2.8,5.74,0.36,3.55,15,"275",1,1,35,22,6,8,19,1,NA,79,NA,NA,NA,NA,NA,1,NA,NA
"334","Matheus Rezende Assis","rezende","Rezende","https://s.glbimg.com/es/sde/f/2020/08/26/906a80a770a2e18eff41f8425cbd887a_FORMATO.jpeg",93798,21,290,"mei","Nulo",0,1,0,0,0,"290",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"335","Gabriel Vinícius Menino","gabriel-menino","Gabriel Menino","https://s.glbimg.com/es/sde/f/2020/01/20/119d338ee09aacf08faae33fa7047de7_FORMATO.png",103767,21,275,"mei","Nulo",0,6.05,0,3.14,15,"275",3,3,36,21,3,11,27,NA,4,113,NA,NA,NA,NA,NA,NA,NA,NA
"336","Víctor Leandro Cuesta","victor-cuesta","Víctor Cuesta","https://s.glbimg.com/es/sde/f/2020/02/27/add8047ee0515010dccf6e0d204c3bb0_FORMATO.png",79113,21,285,"zag","Provável",0.1,9.85,-0.24,2.14,19,"285",NA,7,32,30,1,NA,20,NA,NA,134,NA,NA,NA,8,NA,NA,NA,NA
"337","Vinicius Silvestre da Costa","vinicius-silvestre","Vinicius Silvestre","https://s.glbimg.com/es/sde/f/2020/02/28/c700e89cfd0aa09a1bc96945a20848f3_FORMATO.png",85083,21,275,"gol","Nulo",0,3,0,0,0,"275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"338","Gabriel Barbosa Almeida","gabriel","Gabriel","https://s.glbimg.com/es/sde/f/2020/07/21/6604f523718cb7a1b17424add935b9b8_FORMATO.png",83257,21,262,"ata","Dúvida",0.7,11.88,-0.06,5.75,11,"Flamengo",NA,2,4,3,11,16,11,5,8,57,NA,NA,NA,NA,NA,1,NA,NA
"339","Filipe Cândido da Trindade","filipe-trindade","Filipe Trindade","https://s.glbimg.com/es/sde/f/2020/08/26/7532e21446b6281f1eb1d1a3d9e2a803_FORMATO.jpeg",105341,21,290,"mei","Nulo",0,2,0,0,0,"290",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"340","Rodrigo Modesto da Silva Moledo","rodrigo-moledo","Rodrigo Moledo","https://s.glbimg.com/es/sde/f/2020/02/27/887c825f63637b345d17570bf49d66fa_FORMATO.png",63354,21,285,"zag","Nulo",0,7.07,0,3.54,13,"285",NA,2,15,6,NA,1,13,1,NA,22,NA,NA,NA,5,NA,NA,NA,NA
"341","Gabriel Veron Fonseca de Souza","gabriel-veron","Gabriel Veron","https://s.glbimg.com/es/sde/f/2020/01/20/4d926ee7edebf4a6823049ca2eb242a7_FORMATO.png",103764,21,275,"ata","Nulo",1,5.73,-0.23,3.61,11,"275",1,1,13,11,1,3,11,3,2,29,NA,NA,NA,NA,NA,NA,NA,NA
"342","Carlos Andrés Sánchez Arcosa","carlos-sanchez","Carlos Sánchez","https://s.glbimg.com/es/sde/f/2020/03/09/dcd863bb1e191c65dfdeac7713a01704_FORMATO.png",81677,21,277,"mei","Contundido",0,5.65,0,1.66,12,"Santos",1,1,15,11,6,7,18,NA,1,98,NA,NA,NA,NA,NA,NA,NA,1
"343","Bruno Henrique Pinto","bruno-henrique","Bruno Henrique","https://s.glbimg.com/es/sde/f/2020/07/21/c6deeaacd987fda728f5e5cb9a7d733c_FORMATO.png",90285,21,262,"ata","Provável",9,12.75,0.93,4.01,14,"Flamengo",3,7,15,25,6,6,33,4,4,79,NA,NA,NA,NA,NA,2,NA,1
"344","David Sousa Albino","david-sousa","David Sousa","https://s.glbimg.com/es/sde/f/2020/07/20/89a6c2853815cf3c62e0743e90ba3ee3_FORMATO.png",107509,21,263,"zag","Nulo",0,1.1,0,0.38,5,"263",NA,NA,3,1,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA
"345","José Gabriel dos Santos Silva","ze-gabriel","Zé Gabriel","https://s.glbimg.com/es/sde/f/2020/02/28/406d8a9fc74d962738e649a8e390169e_FORMATO.png",105902,21,285,"mei","Provável",2.9,3.04,0.33,1.54,17,"285",NA,1,42,17,NA,1,14,NA,NA,82,NA,NA,NA,NA,1,NA,NA,NA
"346","Kaio Magno Bacelar Martins","kaio-magno","Kaio Magno","https://s.glbimg.com/es/sde/f/2020/08/17/c109a1096391cd5858b3c928807a4cc9_FORMATO.png",106200,21,267,"ata","Nulo",0,2,0,0,0,"267",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"347","Wesley Ribeiro Silva","wesley","Wesley","https://s.glbimg.com/es/sde/f/2020/03/09/a109fbcc7f3230d816eba0d842c3c2fd_FORMATO.png",105811,21,275,"ata","Contundido",0,6.73,0,4.59,13,"275",2,2,16,16,9,11,22,2,4,49,NA,NA,NA,NA,NA,2,NA,NA
"348","Giorgian Daniel de Arrascaeta Benedetti","arrascaeta","Arrascaeta","https://s.glbimg.com/es/sde/f/2020/07/21/6ad752ca6185d76358f944dab95130fd_FORMATO.png",87863,21,262,"mei","Provável",1.6,16.6,-1.98,5.88,10,"Flamengo",2,NA,16,10,8,8,11,3,NA,106,NA,NA,NA,NA,NA,1,NA,NA
"349","Danilo Fernandes Batista","danilo-fernandes","Danilo Fernandes","https://s.glbimg.com/es/sde/f/2020/02/27/d6d33f8f9a956799465c508d4d9e4263_FORMATO.png",69051,21,285,"gol","Nulo",0,4.27,0,-2,0,"285",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"350","Kelvyn Ramos da Fonseca","kelvyn","Kelvyn","https://s.glbimg.com/es/sde/f/2020/08/07/02c22a8c5d9e06f0f869d0ea30ebb496_FORMATO.png",102464,21,354,"lat","Nulo",6.2,2.17,1.16,2.1,6,"354",NA,NA,1,3,NA,NA,3,1,NA,14,NA,NA,NA,1,NA,NA,NA,NA
"351","Alisson Euler de Freitas Castro","alisson","Alisson","https://s.glbimg.com/es/sde/f/2018/05/18/eeeced6e37969b2b8161eb83c56d069e_FORMATO.png",81845,21,284,"mei","Contundido",0,11.51,0,5.76,13,"284",4,1,18,12,13,17,35,1,4,109,NA,NA,NA,NA,NA,1,NA,NA
"352","Leonardo Gomes da Conceição Silva","leonardo","Leonardo","https://s.glbimg.com/es/sde/f/2018/05/21/15d96549307788253f2aba10bff0c973_FORMATO.png",86973,21,284,"lat","Nulo",0,6,0,0,0,"284",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"353","Alexandre Melo Ribeiro da Silva","alexandre-melo","Alexandre Melo","https://s.glbimg.com/es/sde/f/2020/08/17/816e4ba22b282f00dc85d55e8cc85662_FORMATO.png",106159,21,267,"lat","Nulo",0,2,0,0,0,"267",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"354","Ramon Ramos Lima","ramon","Ramon","https://s.glbimg.com/es/sde/f/2020/08/07/2658781d40904058494d16404f6c6608_FORMATO.png",101597,21,262,"lat","Nulo",0,1.25,0,-0.1,3,"Flamengo",NA,NA,NA,1,NA,NA,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"355","Thiago Galhardo do Nascimento Rocha","thiago-galhardo","Thiago Galhardo","https://s.glbimg.com/es/sde/f/2020/02/27/58765e09575aeed485460352a0980dad_FORMATO.png",71844,21,285,"mei","Provável",4.2,19.08,0.87,9.05,19,"285",5,1,16,17,11,17,29,15,11,94,NA,NA,NA,NA,1,NA,NA,NA
"356","Hugo de Souza Nogueira","hugo-souza","Hugo Souza","https://s.glbimg.com/es/sde/f/2020/07/21/8797280aa7931393c0b38693520e8195_FORMATO.png",101574,21,262,"gol","Nulo",-2.3,1.42,0.63,0.71,9,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,46,9,NA,15,1,NA,NA,NA,NA
"357","Maycon Vinícius Ferreira da Cruz","nikao","Nikão","https://s.glbimg.com/es/sde/f/2019/03/30/e389d21dd5909e815633dfb6c0fffca7_FORMATO.png",69705,21,293,"mei","Provável",0.5,8.82,-0.13,1.13,11,"293",1,2,7,16,6,7,20,NA,4,74,NA,NA,NA,NA,NA,1,NA,1
"358","Guilherme Antonio Arana Lopes","guilherme-arana","Guilherme Arana","https://s.glbimg.com/es/sde/f/2020/08/31/cf251bf07d0350a8081b6b0e7bfb7950_FORMATO.png",87228,21,282,"lat","Provável",11.6,18.08,0.76,5.24,20,"282",3,2,32,24,14,14,17,3,1,215,NA,NA,NA,7,NA,NA,NA,NA
