"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","CV","DD","FS","GS","PI","SG","CA","DS","FC","FD","FF","G","I","A","FT","DP","GC","PP"
"272","Ramon Ricardo da Rocha","ramon","Ramon","https://s.glbimg.com/es/sde/f/2020/11/09/05e55b3e1fb2953c77a69b36a0a490af_FORMATO.png",107224,28,275,"lat","Nulo",0,1,0,0,0,"275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"273","Carlos Enrique Rentería Olaya","renteria","Rentería","https://s.glbimg.com/es/sde/f/2020/09/03/4ae8e1b8d3d89d5ea0410c49475f3c68_FORMATO.png",95356,28,263,"mei","Dúvida",0,5.31,0,0.96,8,"263",NA,NA,4,NA,15,NA,1,10,8,2,1,NA,NA,NA,NA,NA,NA,NA
"274","Geovane Henrique Pereira de Souza","geovane","Geovane","https://s.glbimg.com/es/sde/f/2020/03/02/1b21e0ae30ac2e4a34078bfbda81e2f1_FORMATO.png",96349,28,294,"lat","Nulo",0,3,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"275","Rafael Pires Monteiro","rafael","Rafael","https://s.glbimg.com/es/sde/f/2020/08/31/70a9b022ffebe02680755240aa4440cc_FORMATO.png",68928,28,282,"gol","Nulo",0,7.01,0,2,9,"282",1,6,NA,7,65,4,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"276","Gregore de Magalhães da Silva","gregore","Gregore","https://s.glbimg.com/es/sde/f/2020/07/23/d4779b1c4479f06f665d796b9eb346b7_FORMATO.png",95464,28,265,"mei","Provável",0,4.58,0,0.63,19,"265",1,NA,13,NA,105,NA,9,49,61,4,7,NA,NA,2,NA,NA,NA,NA
"277","Diego Souza de Andrade","diego-souza","Diego Souza","https://s.glbimg.com/es/sde/f/2020/07/19/856625bb76f484b70bec52c9ff257c5a_FORMATO.png",68911,28,284,"ata","Provável",10.2,11,-0.84,4.26,17,"284",1,NA,17,NA,87,NA,3,10,20,6,15,8,1,1,NA,NA,NA,1
"278","Leandro Matheus dos Anjos Conceição de Oliveira","leandro","Leandro","https://s.glbimg.com/es/sde/f/2020/11/17/72cf2c656a1a49ffafa38dfb958d87cc_FORMATO.jpeg",107222,28,275,"gol","Nulo",0,1,0,0,0,"275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"279","Cristiano da Silva Vidal","vidal","Vidal","https://s.glbimg.com/es/sde/f/2020/07/19/36c40558e9926c8e0a5f84347d08142e_FORMATO.png",95540,28,290,"lat","Nulo",0,1.43,0,-0.7,1,"290",NA,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"280","José Marcos Costa Martins","marquinhos","Marquinhos","https://s.glbimg.com/es/sde/f/2020/08/31/f80b931ac45bd42717faafcefa816c42_FORMATO.png",98765,28,282,"ata","Nulo",0,3.86,0,1.4,11,"282",NA,NA,5,NA,35,NA,NA,12,13,1,4,NA,3,1,1,NA,NA,NA
"281","Igor Vinícius de Souza","igor-vinicius","Igor Vinícius","https://s.glbimg.com/es/sde/f/2019/04/01/882d97a0ed3a028f3c489768c79b7268_FORMATO.png",95466,28,276,"lat","Dúvida",1.8,5.53,0.03,2.35,17,"276",NA,NA,14,NA,93,4,4,27,33,4,6,NA,NA,2,NA,NA,NA,NA
"282","Vanderlan Barbosa da Silva","vanderlan","Vanderlan","https://s.glbimg.com/es/sde/f/2020/11/13/824abafe2a62f60ca700c03cd4b85b95_FORMATO.png",107236,28,275,"lat","Nulo",0,1,0,0,0,"275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"283","Helderson Tavares Santos","helder","Helder","https://s.glbimg.com/es/sde/f/2020/11/17/cbb586aa88b4625db7eb4e394b179cb6_FORMATO.jpeg",107230,28,275,"zag","Nulo",0,1,0,0,0,"275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"284","Vladimir Orlando Cardoso de Araújo Filho","vladimir","Vladimir","https://s.glbimg.com/es/sde/f/2020/02/28/4d9d7f15b47033ac09c8e32e9b963227_FORMATO.png",69040,28,277,"gol","Nulo",0,6.43,0,2.93,3,"Santos",NA,4,NA,3,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"285","Mário Sérgio Santos Costa","marinho","Marinho","https://s.glbimg.com/es/sde/f/2019/05/30/cd8a7f9b0744e105efa0a0c572d37d6f_FORMATO.png",68952,28,277,"ata","Nulo",0,25.77,0,10.34,22,"Santos",NA,NA,100,NA,130,NA,4,22,31,20,30,15,18,6,1,NA,NA,NA
"286","Marcelo da Conceição Benevenuto Malaquias","marcelo-benevenuto","Marcelo Benevenuto","https://s.glbimg.com/es/sde/f/2019/03/22/0e2a859e1579e9ad52cd2edbc1297e88_FORMATO.png",95638,28,263,"zag","Suspenso",-3,5.68,-0.92,1.99,22,"263",NA,NA,15,NA,70,4,6,32,21,1,10,NA,1,1,NA,NA,NA,NA
"287","Nathanael Ananias da Silva","nathan-silva","Nathan Silva","https://s.glbimg.com/es/sde/f/2020/03/03/b83d40e4104fc0cb62636da75ac2daaa_FORMATO.png",95794,28,294,"mei","Provável",6.7,2.99,1.43,0.82,10,"Coritiba",NA,NA,9,NA,35,NA,6,14,25,NA,6,1,NA,1,NA,NA,NA,NA
"288","Danilo dos Santos de Oliveira","danilo","Danilo","https://s.glbimg.com/es/sde/f/2020/09/02/e3f096d1affb1bfcebfbbfc6aa01f901_FORMATO.png",107231,28,275,"mei","Dúvida",0,1.83,0,1.14,12,"275",NA,NA,6,NA,28,NA,3,18,9,1,6,NA,NA,NA,NA,NA,NA,NA
"289","Danilo Fernandes Batista","danilo-fernandes","Danilo Fernandes","https://s.glbimg.com/es/sde/f/2020/02/27/d6d33f8f9a956799465c508d4d9e4263_FORMATO.png",69051,28,285,"gol","Contundido",0,4.43,0,1.4,1,"285",NA,1,1,1,11,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"290","Leonardo Rodrigues dos Santos","leo-santos","Léo Santos","https://s.glbimg.com/es/sde/f/2020/07/21/c10deb3a4469411c9e7ee2bee05fbeea_FORMATO.png",95820,28,264,"zag","Nulo",0,2,0,0,0,"264",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"291","Andrey Ramos do Nascimento","andrey","Andrey","https://s.glbimg.com/es/sde/f/2020/08/17/bfaf7651c9572b3c95e4d731dadc3958_FORMATO.png",93787,28,267,"mei","Nulo",1,5.81,-0.06,2.81,18,"267",1,NA,31,NA,75,NA,6,61,41,5,4,NA,NA,2,NA,NA,NA,NA
"292","Aderbar Melo dos Santos Neto","santos","Santos","https://s.glbimg.com/es/sde/f/2019/03/30/e7ce05ddde9ec166606e95d579a152ba_FORMATO.png",69012,28,293,"gol","Provável",11.6,7.66,1.45,2.53,21,"293",NA,14,1,21,179,7,NA,1,1,NA,NA,NA,NA,NA,NA,3,NA,NA
"293","Gustavo Luis Silva Aguiar","gustavinho","Gustavinho","https://s.glbimg.com/es/sde/f/2020/12/12/8f258c9cac6102644cea3e06dc4416ad_FORMATO.png",107252,28,290,"lat","Nulo",0,1,0,0,0,"290",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"294","Victor Hugo Santana Carvalho","vitinho","Vitinho","https://s.glbimg.com/es/sde/f/2020/07/28/51d0ea8bb18b7deb239ab41038d9cf2a_FORMATO.png",95770,28,280,"mei","Nulo",0,2.29,0,0,1,"280",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"295","Marcelo José de Lima Filho","marcelinho","Marcelinho","https://s.glbimg.com/es/sde/f/2020/11/17/c38f3a49ed42bc3774b07f733769277b_FORMATO.jpeg",107238,28,275,"ata","Nulo",0,1.36,0,2.7,1,"275",NA,NA,NA,NA,2,NA,NA,1,1,NA,3,NA,NA,NA,NA,NA,NA,NA
"296","Eduardo Jesús Vargas Rojas","vargas","Vargas","https://s.glbimg.com/es/sde/f/2020/11/09/cb8b9463d4eb0ae15c7d51da96d5d3ac_FORMATO.png",69102,28,282,"ata","Provável",0,9,0,3.9,4,"282",NA,NA,4,NA,20,NA,1,2,1,2,4,1,5,1,NA,NA,NA,NA
"297","Muriel Gustavo Becker","muriel","Muriel","https://s.glbimg.com/es/sde/f/2020/08/11/37c640ec0cd77c476e2aeef745c5420f_FORMATO.png",69041,28,266,"gol","Nulo",0,4.62,0,2.36,19,"266",NA,19,6,20,140,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"298","Marcos Vinicius Serrato","marcos-serrato","Marcos Serrato","https://s.glbimg.com/es/sde/f/2020/09/23/0572f6d3ff5c4a259bb808efddb9cfda_FORMATO.png",88307,28,292,"mei","Nulo",0,2.3,0,-0.1,1,"292",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"299","Yan Medeiros Sasse","yan-sasse","Yan Sasse","https://s.glbimg.com/es/sde/f/2020/08/18/02007417e97ff029ccbe7f0234bfffff_FORMATO.png",96055,28,294,"mei","Nulo",0,0.8,0,-0.04,16,"Coritiba",1,NA,7,NA,33,NA,3,14,17,1,5,NA,1,NA,NA,NA,NA,NA
"300","Artur Victor Guimarães","artur","Artur","https://s.glbimg.com/es/sde/f/2020/07/28/e1784a425e398f05dd3d8f178a3ddaf6_FORMATO.png",95799,28,280,"ata","Suspenso",10.7,13.22,1.52,3.64,24,"280",NA,NA,48,NA,214,NA,2,31,18,14,28,1,5,4,2,NA,NA,1
"301","Jonatan David Gomez Ospina","jonatan-gomez","Jonatan Gomez","https://s.glbimg.com/es/sde/f/2020/03/09/bfe14638328381a0498413759e610ed4_FORMATO.png",94857,28,292,"mei","Nulo",0.5,8.93,-0.38,1.37,22,"292",NA,NA,30,NA,59,NA,1,11,18,2,14,1,1,NA,NA,NA,NA,NA
"302","Cayo Henrique Nascimento Ferreira","cayo-tenorio","Cayo Tenório","https://s.glbimg.com/es/sde/f/2020/08/17/415411430f758b61b7efedd588700ad9_FORMATO.png",107367,28,267,"lat","Provável",0,3.86,0,3.06,8,"267",NA,NA,14,NA,33,3,3,8,8,1,2,NA,NA,1,NA,NA,NA,NA
"303","Vinicius Moreira de Lima","lima","Lima","https://s.glbimg.com/es/sde/f/2020/08/31/9ee2c327a2b00392ebb233a1d11a401a_FORMATO.png",96340,28,354,"mei","Nulo",0.8,5.36,-0.39,2.62,21,"354",NA,NA,32,NA,67,NA,5,31,23,5,4,3,4,1,NA,NA,NA,NA
"304","Taylon Vinícius dos Santos Carvalho","taylon","Taylon","https://s.glbimg.com/es/sde/f/2020/11/21/c34862fdbad30ea90aab95cb0d0c387d_FORMATO.png",107250,28,290,"lat","Contundido",0,2.66,0,4,1,"290",NA,NA,1,NA,5,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"305","Henrique Lordelo Souza de Oliveira","henrique-lordelo","Henrique Lordelo","https://s.glbimg.com/es/sde/f/2020/08/26/0ffd54648c0b345f87f9216be1906a0a_FORMATO.jpeg",107259,28,290,"mei","Nulo",-1.2,0.78,-0.03,0.03,3,"290",NA,NA,5,NA,4,NA,1,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"306","Mateus Nascimento Soares","nascimento","Nascimento","https://s.glbimg.com/es/sde/f/2020/09/18/31881e6934bd7992520c805afcd53221_FORMATO.png",107372,28,266,"mei","Nulo",0,1.31,0,2.8,1,"266",NA,NA,NA,NA,2,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"307","Arthur Gomes Lourenço","arthur-gomes","Arthur Gomes","https://s.glbimg.com/es/sde/f/2020/02/28/1180152071b3a94086ee66e070352aab_FORMATO.png",96966,28,277,"ata","Provável",0,3.29,0,1.07,15,"Santos",1,NA,13,NA,65,NA,1,12,17,8,3,1,1,NA,NA,NA,NA,NA
"308","Daniel Lima de Castro","daniel","Daniel","https://s.glbimg.com/es/sde/f/2020/09/05/6843fd79515e70cbbee0436b93ef2f14_FORMATO.png",107370,28,266,"lat","Nulo",0,1.02,0,1,1,"266",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"309","Charles Rigon Mattos","charles","Charles","https://s.glbimg.com/es/sde/f/2020/03/02/2f897ea65a1bd1db59318a12e5c6d367_FORMATO.png",96342,28,354,"mei","Provável",0.1,6.34,-0.42,2.62,23,"354",NA,NA,17,NA,93,NA,5,59,43,5,8,2,NA,1,NA,NA,NA,NA
"310","Lucas Araújo de Oliveira","lucas-araujo","Lucas Araújo","https://s.glbimg.com/es/sde/f/2020/07/19/42424bcbcec84f88078917af7eaa872f_FORMATO.png",100844,28,284,"mei","Nulo",0,1,0,0,0,"284",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"311","Jean Pyerre Casagrande Silveira Correa","jean-pyerre","Jean Pyerre","https://s.glbimg.com/es/sde/f/2019/07/09/c0831db56540c4e253fdd6affa63d176_FORMATO.png",98832,28,284,"mei","Provável",-0.5,10.5,-0.73,3.87,10,"284",NA,NA,7,NA,59,NA,NA,12,5,3,15,1,NA,1,1,NA,NA,NA
"312","Allan Rodrigues de Souza","allan","Allan","https://s.glbimg.com/es/sde/f/2020/08/31/5da528d4c6029f923a12da18ad0cf054_FORMATO.png",96652,28,282,"mei","Provável",0,5.87,0,1.41,20,"282",NA,NA,16,NA,120,NA,3,38,28,2,11,NA,NA,NA,1,NA,NA,NA
"313","Tomás Esteban Cuello","cuello","Cuello","https://s.glbimg.com/es/sde/f/2020/07/28/1eeacbdffc5dd751f52728c41e6c3146_FORMATO.png",98909,28,280,"mei","Provável",5.7,2.77,0.82,1.49,11,"280",NA,NA,5,NA,43,NA,2,13,14,7,6,NA,NA,NA,1,NA,NA,NA
"314","Leonardo Natel Vieira","leo-natel","Léo Natel","https://s.glbimg.com/es/sde/f/2020/07/21/75fe8f637b732326ab10856c62020124_FORMATO.png",98952,28,264,"ata","Nulo",0,3.75,0,1.66,18,"264",NA,NA,11,NA,75,NA,1,16,27,5,8,2,4,1,NA,NA,NA,NA
"315","Renzo Saravia","saravia","Saravia","https://s.glbimg.com/es/sde/f/2020/03/02/2adf4c12427d0fca9fe94f89118bd866_FORMATO.png",96725,28,285,"lat","Contundido",0,18.78,0,7.96,8,"285",NA,NA,15,NA,56,5,1,37,12,1,2,NA,NA,1,NA,NA,NA,NA
"316","Matías Nicolás Viña Susperreguy","vina","Viña","https://s.glbimg.com/es/sde/f/2020/02/28/444cc845fe792b0fdd234c579e4c31de_FORMATO.png",98974,28,275,"lat","Provável",0,9.81,0,5.16,17,"275",NA,NA,21,NA,126,7,3,55,22,2,7,NA,2,2,NA,NA,NA,NA
"317","Maílton dos Santos de Sá","mailton","Maílton","https://s.glbimg.com/es/sde/f/2020/11/12/7baefdcac45915f2d98c0f57b44e3198_FORMATO.png",97898,28,294,"lat","Provável",1,2.8,0.5,1.35,11,"Coritiba",NA,NA,12,NA,80,2,2,12,9,2,3,NA,3,NA,NA,NA,NA,NA
"318","Lucas Esteves de Souza","esteves","Esteves","https://s.glbimg.com/es/sde/f/2019/07/08/cd984c932e6f6d7e51df1e0963c5513e_FORMATO.jpeg",100846,28,275,"lat","Nulo",0,1.4,0,-0.57,3,"275",NA,NA,2,NA,17,NA,1,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"319","Aníbal Gabriel Vega da Silva","anibal","Aníbal","https://s.glbimg.com/es/sde/f/2020/11/13/5d86a6b2ee058b154f671d3ef3a2f161_FORMATO.png",100847,28,275,"ata","Nulo",0,1,0,0,0,"275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"320","Francisco Alves da Silva Melo","chico","Chico","https://s.glbimg.com/es/sde/f/2020/02/27/091e13c92c44ecc1214f5f2ecd1f2b5d_FORMATO.png",99253,28,292,"zag","Nulo",0,2.78,0,2.74,11,"292",NA,NA,2,NA,47,4,1,18,6,NA,1,NA,NA,NA,NA,NA,NA,NA
"321","Dalberto Luan Belo","dalberto","Dalberto","https://s.glbimg.com/es/sde/f/2020/11/20/22165cdbf4a8d2ab347cd89ef88552b4_FORMATO.png",97995,28,292,"ata","Provável",-1.5,2.8,-0.26,1.72,5,"292",NA,NA,2,NA,16,NA,NA,1,14,4,3,1,6,NA,1,NA,NA,NA
"322","Lucas Braga Ribeiro","lucas-braga","Lucas Braga","https://s.glbimg.com/es/sde/f/2020/12/14/090143e69449bf205b8538d02b7a7981_FORMATO.png",99119,28,277,"ata","Nulo",0,3.33,0,1.71,21,"Santos",NA,NA,35,NA,65,NA,3,25,29,5,4,1,3,1,NA,NA,NA,NA
"323","Ronald dos Santos Lopes","ronald","Ronald","https://s.glbimg.com/es/sde/f/2020/08/11/efc2759a4d0d9b526fb58356150c1655_FORMATO.png",100969,28,356,"mei","Provável",2.1,2.88,0.57,1.66,17,"356",NA,NA,18,NA,28,NA,2,28,19,2,NA,NA,NA,1,NA,NA,NA,NA
"324","Paulo Victor da Costa Miranda Alves","paulo-victor","Paulo Victor","https://s.glbimg.com/es/sde/f/2020/02/27/74ddc254a8569f1942f11d75089de911_FORMATO.png",107373,28,266,"mei","Nulo",0,1,0,0,0,"266",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"325","Matheus Bahia Santos","matheus-bahia","Matheus Bahia","https://s.glbimg.com/es/sde/f/2020/02/28/1a8f6f07fe040d69022f28f7575ba0a3_FORMATO.png",97899,28,265,"lat","Nulo",0.7,1.23,-0.2,2.42,6,"265",NA,NA,6,NA,37,NA,1,14,10,2,1,NA,NA,1,NA,NA,NA,NA
"326","André Trindade da Costa Neto","andre","André","https://s.glbimg.com/es/sde/f/2020/08/11/8470af121134d1416824bede8711b287_FORMATO.png",107498,28,266,"mei","Nulo",0,0.84,0,0.37,6,"266",NA,NA,3,NA,8,NA,2,8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"327","Alesandro dos Santos Pereira","ale-santos","Alê Santos","https://s.glbimg.com/es/sde/f/2020/02/27/5751271b660f08e0407f7ee70d3e829f_FORMATO.png",99256,28,292,"mei","Nulo",0,2,0,0,0,"292",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"328","Luís Eduardo Marques dos Santos","dudu","Dudu","https://s.glbimg.com/es/sde/f/2020/02/27/94657541c8cae30d9fa105e9c6215055_FORMATO.png",97133,28,373,"lat","Provável",0,3.49,0,2.3,23,"373",1,NA,26,NA,189,5,3,56,25,2,6,NA,2,NA,NA,NA,1,NA
"329","Juan Pablo Ramírez Velásquez","juan-ramirez","Juan Ramírez","https://s.glbimg.com/es/sde/f/2020/11/09/553d2db14c27c2687128bf0290f0347b_FORMATO.png",97062,28,265,"ata","Provável",6.5,4.33,0.04,5.55,4,"265",NA,NA,10,NA,27,NA,1,2,11,1,4,2,NA,1,NA,NA,NA,NA
"330","Higor Gabriel Fernandes Alves","higor","Higor","https://s.glbimg.com/es/sde/f/2020/09/28/d5b189fb235bef5c9a534ba19078842e_FORMATO.png",107371,28,266,"zag","Nulo",0,1,0,0,0,"266",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"331","Luan Cândido de Almeida","luan-candido","Luan Cândido","https://s.glbimg.com/es/sde/f/2020/07/28/6e72b464ec47e25ee0d33c043677901a_FORMATO.png",100848,28,280,"lat","Nulo",0,2.35,0,2.42,6,"280",NA,NA,2,NA,44,2,3,10,13,NA,3,1,NA,NA,NA,NA,NA,NA
"332","Wisney Junio Dias Carvalho","wisney","Wisney","https://s.glbimg.com/es/sde/f/2020/10/26/5cb1e6fbf9b5ce0e0a160755d7befca2_FORMATO.png",107374,28,266,"lat","Nulo",0,2.64,0,2.45,2,"266",NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"333","Ygor de Oliveira Ferreira","ygor-catatau","Ygor Catatau","https://s.glbimg.com/es/sde/f/2020/08/17/fd7a0d6eccfebe7256b429fbca413830_FORMATO.png",100977,28,267,"ata","Nulo",0,2.39,0,1.64,10,"267",NA,NA,8,NA,25,NA,1,5,6,NA,3,1,1,1,NA,NA,NA,NA
"334","David Sousa Albino","david-sousa","David Sousa","https://s.glbimg.com/es/sde/f/2020/07/20/89a6c2853815cf3c62e0743e90ba3ee3_FORMATO.png",107509,28,263,"zag","Nulo",0,1.1,0,0.38,5,"263",NA,NA,NA,NA,6,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"335","Eduardo Figueiredo da Cruz","indio","Índio","https://s.glbimg.com/es/sde/f/2020/12/07/684456d69e247c7d08f9ca26315f9e3c_FORMATO.png",107263,28,290,"ata","Nulo",-1.3,0.78,-0.01,-0.75,2,"290",NA,NA,NA,NA,5,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"336","Jefferson Gabriel Nascimento Brito","fessin","Fessin","https://s.glbimg.com/es/sde/f/2020/02/28/8a051de64c7323a88c66ee473c630560_FORMATO.png",97994,28,265,"mei","Nulo",0,2.08,0,1.71,11,"265",NA,NA,8,NA,20,NA,NA,10,5,5,4,NA,NA,NA,NA,NA,NA,NA
"337","Marthã Fernando Gonçalves Pimenta","martha","Marthã","https://s.glbimg.com/es/sde/f/2020/01/16/9b5adea073467ee84f68436f0d462a6f_FORMATO.png",107400,28,354,"mei","Nulo",0,0.83,0,-0.47,3,"354",NA,NA,2,NA,4,NA,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"338","Tiago Barbosa Figueiredo","tiago-barbosa","Tiago Barbosa","https://s.glbimg.com/es/sde/f/2020/07/20/48e64443c43ff43fa1a705b9c5ee4534_FORMATO.png",107742,28,285,"zag","Nulo",0,2,0,0,0,"285",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"339","Wanderson Felippe Cardoso dos Santos","felippe-cardoso","Felippe Cardoso","https://s.glbimg.com/es/sde/f/2020/08/11/65b773ef79fcc1056f7ae14cd0e7be82_FORMATO.png",100963,28,266,"ata","Nulo",-0.6,1.96,-0.06,0.42,17,"266",NA,NA,10,NA,30,NA,3,6,20,6,4,1,7,NA,NA,NA,NA,NA
"340","Daniel de Sousa Brito","daniel","Daniel","https://s.glbimg.com/es/sde/f/2020/02/27/222ec98ac489a4b1ce5063bdde3d208e_FORMATO.png",96468,28,285,"gol","Dúvida",4.8,2.4,0.4,4.8,1,"285",NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"341","Janderson Santos de Souza","janderson","Janderson","https://s.glbimg.com/es/sde/f/2020/08/25/c027250715c7203ea603c6335609af2d_FORMATO.png",97245,28,373,"ata","Nulo",1.7,5.33,0.38,2.59,22,"373",NA,NA,23,NA,132,NA,1,21,19,7,13,2,1,3,NA,NA,NA,NA
"342","Elivelton Guedes Alves da Silva","elivelton","Elivelton ","https://s.glbimg.com/es/sde/f/2020/09/30/3afdcde41a6b5186c650158eb6ddb9d2_FORMATO.png",107515,28,263,"lat","Nulo",0,1,0,0,0,"263",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"343","Pablo Felipe Teixeira","pablo","Pablo","https://s.glbimg.com/es/sde/f/2019/04/01/2183894813bb5543356e56f459ac6b03_FORMATO.png",69138,28,276,"ata","Contundido",0,7.05,0,1.71,18,"276",NA,NA,14,NA,33,NA,1,12,23,5,17,1,8,1,NA,NA,NA,NA
"344","Yuri César Santos de Oliveira Silva","yuri-cesar","Yuri César ","https://s.glbimg.com/es/sde/f/2020/07/19/3e0a8928d8f127933f41b6677390cbaf_FORMATO.png",103446,28,356,"ata","Nulo",1.1,4.5,-0.02,1.86,21,"356",NA,NA,28,NA,42,NA,3,16,17,4,15,1,4,1,NA,NA,NA,NA
"345","Marcos Antônio Cândido Ferreira Júnior","marcos-junior","Marcos Júnior","https://s.glbimg.com/es/sde/f/2020/08/17/36ea552764f49b731d549f23f44aee4d_FORMATO.png",93893,28,267,"mei","Nulo",-0.2,3.27,-0.25,1.95,16,"267",NA,NA,18,NA,43,NA,NA,27,14,NA,2,NA,NA,1,NA,NA,NA,NA
"346","Sebastião Ênio Santos de Almeida","enio","Ênio","https://s.glbimg.com/es/sde/f/2020/08/07/85303901d1593584e115c63637418564_FORMATO.png",107516,28,263,"mei","Nulo",0,1,0,1,1,"263",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"347"," João Paulo Silveira dos Santos","joao-paulo-silveira","João Paulo Silveira","https://s.glbimg.com/es/sde/f/2020/11/14/96c3922c9fd3203d80b8ec43ef6a23c0_FORMATO.png",107453,28,356,"zag","Nulo",0,1,0,0,0,"356",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"348","Breno Henrique Vasconcelos Lopes","breno-lopes","Breno Lopes","https://s.glbimg.com/es/sde/f/2020/11/11/302a126478ca4f8021cea45f7b024205_FORMATO.png",93988,28,275,"ata","Dúvida",0,3.51,0,0.68,6,"275",NA,NA,1,NA,12,NA,NA,3,3,NA,1,NA,1,NA,1,NA,NA,NA
"349","Pedro Henrique Marinho Maria","pedro-marinho","Pedro Marinho","https://s.glbimg.com/es/sde/f/2020/11/26/351af835f4c261329fd66f31d57e891b_FORMATO.png",107266,28,290,"ata","Nulo",0,1,0,0,0,"290",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"350","Erick Luis Conrado de Carvalho","erick","Erick","https://s.glbimg.com/es/sde/f/2019/04/01/9717a07ef27fdd10d8ac6c25914a376e_FORMATO.png",98022,28,293,"mei","Contundido",0,4.18,0,2.03,17,"293",NA,NA,5,NA,58,NA,5,42,36,7,13,NA,NA,1,NA,NA,NA,NA
"351","Diego Churín Puyo","churin","Churín","https://s.glbimg.com/es/sde/f/2020/10/26/a511db6b41f5552de55575d62a217d3c_FORMATO.png",98289,28,284,"ata","Nulo",-0.1,8.77,-1.51,3.4,9,"284",NA,NA,12,NA,26,NA,NA,7,12,NA,4,2,2,1,1,NA,NA,NA
"352","Maílson Tenório dos Santos","mailson","Maílson","https://s.glbimg.com/es/sde/f/2018/05/24/d5727b385d03345fbbfcdc75ebcdbe7c_FORMATO.png",98034,28,292,"gol","Nulo",0,0.98,0,-0.4,7,"292",NA,6,1,10,58,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"353","Pedro Raul Garay da Silva","pedro-raul","Pedro Raul","https://s.glbimg.com/es/sde/f/2020/03/01/a9eff7e76be6852105bc805128846d3a_FORMATO.png",98225,28,263,"ata","Provável",7.8,7.74,0.98,3.93,19,"263",NA,NA,24,NA,97,NA,1,8,30,18,21,5,4,1,NA,NA,NA,NA
