"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","A","CA","CV","DS","FC","FD","FF","FS","I","PI","SG","G","DD","DP","GS","FT","GC","PP"
"269","Carlos Emiliano Pereira","carlinhos","Carlinhos","https://s.glbimg.com/es/sde/f/2019/03/22/7da6584b8edbee8649acb25931c97e1e_FORMATO.png",63194,35,356,"lat","Nulo",0,5.88,0,2.13,22,"356",NA,3,NA,29,35,NA,3,28,2,141,9,NA,NA,NA,NA,NA,1,NA
"270","Paulo Marcos de Jesus Ribeiro","paulao","Paulão","https://s.glbimg.com/es/sde/f/2019/11/14/7b85c924694c25ac9829f4379ef2b451_FORMATO.png",63172,35,356,"zag","Provável",4.9,3.81,1.06,1.77,27,"356",NA,6,NA,27,35,2,5,13,3,111,10,NA,NA,NA,NA,NA,NA,NA
"271","Wanderley de Jesus Sousa","derley","Derley","https://s.glbimg.com/es/sde/f/2019/03/22/38fbbc852eaf7ac63811890c98f9ee2a_FORMATO.png",60791,35,356,"mei","Nulo",0,2.42,0,-0.33,7,"356",NA,2,NA,2,2,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"272","Marcelo Boeck","marcelo-boeck","Marcelo Boeck","https://s.glbimg.com/es/sde/f/2019/03/22/4b4e1c64603c84d346f4ba4ad46fb562_FORMATO.png",37788,35,356,"gol","Nulo",0,4,0,0,0,"356",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"273","Paulo Roberto Valoura Júnior","juninho","Juninho","https://s.glbimg.com/es/sde/f/2019/09/03/f3c44a346794fb67a9084ef89211cd1c_FORMATO.png",71937,35,356,"mei","Suspenso",-0.1,3.93,-0.05,2.36,26,"356",3,6,2,52,46,6,18,38,NA,215,NA,3,NA,NA,NA,NA,NA,1
"274","Osvaldo Lourenço Filho","osvaldo","Osvaldo","https://s.glbimg.com/es/sde/f/2019/03/22/cf67516d72742aa5e48694567a33d6b6_FORMATO.png",42222,35,356,"ata","Dúvida",5.3,6.48,0.72,2.05,30,"356",4,2,NA,30,15,7,14,22,4,132,NA,1,NA,NA,NA,1,NA,1
"275","Roger de Carvalho","roger-carvalho","Roger Carvalho","https://s.glbimg.com/es/sde/f/2019/08/16/d8515ccddc1f7af2e574aa804762157c_FORMATO.png",51415,35,356,"zag","Nulo",0,2.77,0,2.1,5,"356",NA,NA,1,2,3,NA,NA,2,NA,10,3,NA,NA,NA,NA,NA,NA,NA
"276","Max Walef Araújo da Silva","max-walef","Max Walef","https://s.glbimg.com/es/sde/f/2019/03/22/a9f9fc2677cbf0f365db6054f150935d_FORMATO.png",84338,35,356,"gol","Contundido",0,3.76,0,11.4,1,"356",NA,NA,NA,NA,NA,NA,NA,1,NA,21,1,NA,2,NA,NA,NA,NA,NA
"277","Jackson de Souza","jackson","Jackson","https://s.glbimg.com/es/sde/f/2020/03/06/d22e844f59f83a532bc261ec38a55da4_FORMATO.png",70934,35,356,"zag","Nulo",0,3.01,0,1.57,18,"356",NA,6,NA,19,21,2,3,15,NA,56,5,NA,NA,NA,NA,NA,NA,NA
"278","Éderson Alves Ribeiro Silva","ederson","Éderson","https://s.glbimg.com/es/sde/f/2019/03/22/24b700fe4f2c7138597131364bc2d2d4_FORMATO.png",73446,35,356,"ata","Nulo",0,2.15,0,-0.08,6,"356",NA,NA,NA,1,2,NA,NA,2,2,5,NA,NA,NA,NA,NA,NA,NA,NA
"279","Rodrigo Eduardo Costa Marinho","rodriguinho","Rodriguinho","https://s.glbimg.com/es/sde/f/2020/07/19/53fbb01cb440a683d3d6cf3e622ea4dc_FORMATO.png",61033,35,265,"mei","Nulo",0,12.95,0,3.73,18,"265",1,2,NA,13,14,11,10,29,3,92,NA,4,NA,NA,NA,1,NA,NA
"280","Guilherme de Jesus da Silva","tinga","Tinga","https://s.glbimg.com/es/sde/f/2019/03/22/fa74caf8029ce11e791edd0d7fc03025_FORMATO.png",82628,35,356,"lat","Nulo",5.6,7.05,0.17,3.08,21,"356",3,2,NA,30,15,3,4,9,1,226,8,NA,NA,NA,NA,1,NA,NA
"281","Maicon Thiago Pereira de Souza","maicon","Maicon","https://s.glbimg.com/es/sde/f/2018/05/21/34502d57cb34fa46bd51d3bd901d38bb_FORMATO.png",38196,35,284,"mei","Nulo",0.8,2.96,0.19,0.48,14,"284",NA,1,NA,11,11,3,3,4,NA,47,NA,NA,NA,NA,NA,NA,NA,NA
"282","José Carlos Ferreira Júnior","juninho","Juninho","https://s.glbimg.com/es/sde/f/2020/07/20/68fe04ad87ce709e167f9819592fe87f_FORMATO.png",92182,35,265,"zag","Nulo",0.4,7.19,0.02,1.87,24,"265",NA,2,1,33,5,2,4,8,1,93,3,1,NA,NA,NA,NA,NA,NA
"283","Edimar Curitiba Fraga","edimar","Edimar","https://s.glbimg.com/es/sde/f/2020/07/28/add64224dcac666b23e193bb0505d8a5_FORMATO.png",62024,35,280,"lat","Suspenso",-3.7,3.52,-1.73,1.98,28,"280",NA,6,NA,48,41,6,17,14,1,256,6,1,NA,NA,NA,NA,NA,NA
"284","Charles Rigon Mattos","charles","Charles","https://s.glbimg.com/es/sde/f/2020/03/02/2f897ea65a1bd1db59318a12e5c6d367_FORMATO.png",96342,35,354,"mei","Nulo",-2.8,5.75,-0.43,2.33,27,"354",2,7,NA,62,44,5,8,17,NA,101,NA,2,NA,NA,NA,NA,NA,NA
"285","Lucas Eduardo Ribeiro de Souza","edu","Edu","https://s.glbimg.com/es/sde/f/2020/07/11/12e46f03fd938b8ea89ef01adafadbd4_FORMATO.png",105842,35,293,"zag","Nulo",0,2,0,0,0,"293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"286","Júlio César Jacobi","julio-cesar","Júlio César","https://s.glbimg.com/es/sde/f/2019/08/16/e0a4857e8a29ebeabcb5c38571b22ce2_FORMATO.png",49673,35,284,"gol","Nulo",0,4,0,0,0,"284",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"287","Bruno Henrique Pinto","bruno-henrique","Bruno Henrique","https://s.glbimg.com/es/sde/f/2020/07/21/c6deeaacd987fda728f5e5cb9a7d733c_FORMATO.png",90285,35,262,"ata","Provável",3.2,12.87,-1.1,5.13,26,"Flamengo",5,9,NA,33,47,15,22,64,10,144,NA,8,NA,NA,NA,3,NA,1
"288","Paulo Victor Mileo Vidotti","paulo-victor","Paulo Victor","https://s.glbimg.com/es/sde/f/2018/05/21/6022690f57c54343611ba7c2008603ce_FORMATO.png",68873,35,284,"gol","Nulo",3.3,6.09,0.74,3.98,9,"284",1,NA,NA,NA,NA,NA,NA,1,NA,57,4,NA,8,NA,8,NA,NA,NA
"289","Jonathan Doin","paulo-miranda","Paulo Miranda","https://s.glbimg.com/es/sde/f/2018/05/21/62fa3dde13de597371870ee9b721b5d7_FORMATO.png",68817,35,284,"zag","Nulo",1.2,2.69,-1.5,1.7,12,"284",NA,3,NA,13,18,1,NA,7,NA,54,3,1,NA,NA,NA,NA,NA,NA
"290","David Braz de Oliveira Filho","david-braz","David Braz","https://s.glbimg.com/es/sde/f/2019/07/24/865c7c09e556e0fb58885e80a6591081_FORMATO.png",50317,35,284,"zag","Nulo",0.5,8.15,-0.14,3.39,20,"284",NA,2,1,39,15,2,5,7,NA,86,5,2,NA,NA,NA,1,NA,NA
"291","Lucas Fonseca da Silva","lucas-fonseca","Lucas Fonseca","https://s.glbimg.com/es/sde/f/2020/07/23/c62b021ccea14898e0104605a648a450_FORMATO.png",80189,35,265,"zag","Provável",-0.6,3.84,-0.25,1.7,11,"265",NA,1,NA,9,7,1,1,6,1,43,3,NA,NA,NA,NA,NA,NA,NA
"292","Fábio Santos Romeu","fabio-santos","Fábio Santos","https://s.glbimg.com/es/sde/f/2020/10/20/af3767d7c68c5209a846f6612fe76c29_FORMATO.png",38229,35,264,"lat","Provável",-0.5,6.35,-1.71,4.93,15,"264",NA,1,NA,29,14,NA,2,13,NA,103,8,2,NA,NA,NA,NA,NA,NA
"293","Bruno Cortês Barbosa","bruno-cortez","Bruno Cortez","https://s.glbimg.com/es/sde/f/2018/05/18/0ba3c7d69167c8dcfafe511fc043e800_FORMATO.png",72079,35,284,"lat","Nulo",-0.4,8.74,-0.46,2.82,22,"284",NA,2,1,44,26,1,3,24,2,144,8,NA,NA,NA,NA,NA,NA,NA
"294","Thaciano Mickael da Silva","thaciano","Thaciano","https://s.glbimg.com/es/sde/f/2018/05/21/8805a9e1e4f2ee609adb3d2576d5ff0a_FORMATO.png",87470,35,284,"mei","Nulo",-0.5,4.71,-0.25,1.85,21,"284",NA,1,NA,23,14,4,10,10,1,36,NA,1,NA,NA,NA,1,NA,NA
"295","Bruno Ferreira Melo","bruno-melo","Bruno Melo","https://s.glbimg.com/es/sde/f/2020/03/06/88d17bd8903f1e821665cdd49c0bf7d9_FORMATO.png",84339,35,356,"lat","Provável",3.1,4.6,0.55,2.27,18,"356",NA,4,NA,15,26,2,3,11,2,83,6,2,NA,NA,NA,NA,NA,NA
"296","Alisson Euler de Freitas Castro","alisson","Alisson","https://s.glbimg.com/es/sde/f/2018/05/18/eeeced6e37969b2b8161eb83c56d069e_FORMATO.png",81845,35,284,"mei","Provável",10.9,11.96,1.6,4.6,21,"284",4,2,NA,25,25,17,23,61,6,174,NA,2,NA,NA,NA,1,NA,NA
"297","Leonardo Gomes da Conceição Silva","leonardo","Leonardo","https://s.glbimg.com/es/sde/f/2018/05/21/15d96549307788253f2aba10bff0c973_FORMATO.png",86973,35,284,"lat","Nulo",0,6,0,0,0,"284",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"298","Luciano da Rocha Neves","luciano","Luciano","https://s.glbimg.com/es/sde/f/2020/08/18/3ca611370a41964d7e12a7d04a9474aa_FORMATO.png",80287,35,276,"ata","Provável",11.8,11.3,1.94,6.34,24,"276",1,4,NA,27,29,8,15,39,6,105,NA,14,NA,NA,NA,1,NA,NA
"299","David Correa da Fonseca","david","David","https://s.glbimg.com/es/sde/f/2020/03/06/c5ae2181227b8ce1cfaa3ff33c7d8ac0_FORMATO.png",90309,35,356,"ata","Provável",18.6,7.94,1.66,3.22,28,"356",3,4,NA,32,50,8,18,30,15,111,NA,7,NA,NA,NA,NA,NA,NA
"300","Gabriel Dias de Oliveira","gabriel-dias","Gabriel Dias","https://s.glbimg.com/es/sde/f/2019/03/22/4d0e23087bc533d8757c980cbd598eee_FORMATO.png",88368,35,356,"lat","Provável",4.3,7.56,0.48,2.88,28,"356",1,2,1,27,26,5,8,26,3,116,10,1,NA,NA,NA,NA,NA,NA
"301","Diego Tardelli Martins","diego-tardelli","Diego Tardelli","https://s.glbimg.com/es/sde/f/2020/08/31/7d9e7b5ca3e1599aa23e8f098978a809_FORMATO.png",38231,35,282,"ata","Nulo",0.8,7.16,0.02,0.6,2,"282",NA,NA,NA,1,1,NA,1,1,NA,6,NA,NA,NA,NA,NA,NA,NA,NA
"302","Gilberto Oliveira Souza Júnior","gilberto","Gilberto","https://s.glbimg.com/es/sde/f/2020/07/23/cfa56df3c36a70e02c751261d2b54d77_FORMATO.png",61188,35,265,"ata","Provável",14.9,10.63,2.27,4.04,25,"265",2,6,NA,16,30,23,24,38,6,76,NA,6,NA,NA,NA,1,NA,1
"303","José Romário Silva de Souza","romarinho","Romarinho","https://s.glbimg.com/es/sde/f/2020/03/06/e4bf45811b6c858824a076c5f69c6ae0_FORMATO.png",84523,35,356,"ata","Nulo",10.7,9.79,1.66,3.2,27,"356",NA,3,NA,22,14,10,14,58,2,89,NA,4,NA,NA,NA,1,NA,NA
"304","Antônio Josenildo Rodrigues de Oliveira","rodrigues","Rodrigues","https://s.glbimg.com/es/sde/f/2018/08/09/e6b3f5b4c7922f94ca18791b3af1f390_FORMATO.png",91251,35,284,"zag","Provável",-0.1,2.29,-0.55,1.79,19,"284",NA,3,NA,16,6,1,6,10,2,81,5,NA,NA,NA,NA,NA,NA,NA
"305","Luiz Antonio Ferreira Rodrigues","felipe","Felipe","https://s.glbimg.com/es/sde/f/2019/03/22/4ef6aa2bd0c3f910bdb023b63225bec1_FORMATO.png",91733,35,356,"mei","Provável",3.1,5.49,0.49,2.23,28,"356",NA,9,1,76,41,2,8,50,NA,119,NA,1,NA,NA,NA,NA,NA,NA
"306","Juan Sebastián Quintero Fletcher","quintero","Quintero","https://s.glbimg.com/es/sde/f/2019/03/22/df21f8c767acbe98de2f1a88be61c8e8_FORMATO.png",96382,35,356,"zag","Provável",5.6,2.53,0.99,1.52,12,"356",NA,3,1,6,8,NA,3,4,NA,21,5,NA,NA,NA,NA,NA,NA,NA
"307","Eduardo Gabriel Aquino Cossa","pepe","Pepê","https://s.glbimg.com/es/sde/f/2018/07/31/21dbd08feda4a4caf00ffc5fe75ec14b_FORMATO.png",91201,35,284,"ata","Provável",0.7,13.92,-2.44,6.1,27,"284",5,1,NA,37,12,8,15,56,4,119,NA,9,NA,NA,NA,1,NA,NA
"308","Patrick Machado Ferreira ","patrick","Patrick","https://s.glbimg.com/es/sde/f/2020/07/19/c14a26423f60b6ea3fad21b28855d481_FORMATO.png",99918,35,284,"mei","Nulo",0,2.32,0,0.15,2,"284",NA,NA,NA,1,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"309","Rodrigo Oliveira Lindoso","rodrigo-lindoso","Rodrigo Lindoso","https://s.glbimg.com/es/sde/f/2020/02/27/bc31f941c1bb5d6c26ada24af71bcf45_FORMATO.png",72362,35,285,"mei","Nulo",0,3.67,0,0.62,28,"285",1,6,NA,40,40,3,3,17,NA,94,NA,NA,NA,NA,NA,NA,NA,NA
"310","Mariano Vázquez","mariano-vazquez","Mariano Vázquez","https://s.glbimg.com/es/sde/f/2019/07/03/8893116eb5db26f6e34e68d817fe606d_FORMATO.png",98760,35,356,"mei","Nulo",0,1.61,0,0.38,16,"356",NA,1,NA,5,11,1,3,11,3,19,NA,NA,NA,NA,NA,1,NA,NA
"311","Darlan Pereira Mendes","darlan","Darlan","https://s.glbimg.com/es/sde/f/2020/07/19/86f5908425375d7aa9007181ae00f69c_FORMATO.png",104593,35,284,"mei","Nulo",0,3.73,0,1.61,19,"284",NA,3,NA,36,18,1,3,8,NA,60,NA,1,NA,NA,NA,NA,NA,NA
"312","Matheus Henrique de Souza","matheus-henrique","Matheus Henrique","https://s.glbimg.com/es/sde/f/2020/07/19/2e4d9048adfe4f9650ef110a2758b57e_FORMATO.png",100742,35,284,"mei","Provável",17.3,8.72,3.23,2.06,25,"284",1,6,1,38,35,5,7,54,NA,115,NA,2,NA,NA,NA,NA,NA,NA
"313","Rodinei Marcelo de Almeida","rodinei","Rodinei","https://s.glbimg.com/es/sde/f/2020/02/27/001cd019cd767eafa0c877ae4f8a27ab_FORMATO.png",73992,35,285,"lat","Provável",0.6,4.62,-1.34,2.18,21,"285",1,4,NA,34,28,3,1,25,NA,161,5,NA,NA,NA,NA,1,NA,NA
"314","Thiago Neves Augusto","thiago-neves","Thiago Neves","https://s.glbimg.com/es/sde/f/2020/09/19/e5c460787ad23defe1b6fa4efa97c721_FORMATO.png",38277,35,292,"mei","Provável",3.8,5.39,0.07,2.69,25,"292",2,3,NA,11,11,11,14,15,1,170,NA,5,NA,NA,NA,1,NA,NA
"315","Guilherme da Silva Azevedo","guilherme-azevedo","Guilherme Azevedo","https://s.glbimg.com/es/sde/f/2020/07/19/756f7ee69aa8fccdfd44fbbf534a60a0_FORMATO.png",105837,35,284,"ata","Nulo",0,1.69,0,1.47,8,"284",NA,NA,NA,6,2,2,2,8,1,7,NA,NA,NA,NA,NA,NA,NA,NA
"316","Luiz Henrique Araújo Silva","luiz-henrique","Luiz Henrique","https://s.glbimg.com/es/sde/f/2020/03/06/809a25003f6761d3bf3ea7e524986c59_FORMATO.png",101595,35,356,"mei","Provável",7.9,2.88,0.62,2.98,5,"356",2,NA,NA,2,3,NA,2,8,NA,12,NA,NA,NA,NA,NA,NA,NA,NA
"317","Rodrigo Dourado Cunha","rodrigo-dourado","Rodrigo Dourado","https://s.glbimg.com/es/sde/f/2020/02/27/12e542636d28c0dc887fe6ae967dbe52_FORMATO.png",78865,35,285,"mei","Provável",0.3,4.94,-0.03,2.36,16,"285",NA,3,NA,29,17,NA,2,15,NA,50,NA,2,NA,NA,NA,1,NA,NA
"318","Natanael Batista Pimenta","natanael","Natanael","https://s.glbimg.com/es/sde/f/2020/09/12/e3f2361fc0584d13ce3b65e8673cf1e6_FORMATO.png",86264,35,373,"lat","Provável",0,5.07,0,4.02,16,"373",1,1,NA,32,11,2,5,15,2,142,4,2,NA,NA,NA,NA,NA,NA
"319","Lucas Silva Borges","lucas-silva","Lucas Silva","https://s.glbimg.com/es/sde/f/2020/07/19/35677798312c58c5cc2c64f41b79a8dc_FORMATO.png",79701,35,284,"mei","Provável",-0.6,5.09,-1.78,2.07,28,"284",1,5,NA,37,23,7,13,36,NA,98,NA,1,NA,NA,NA,1,NA,NA
"320","Marcos Guilherme de Almeida Santos Matos","marcos-guilherme","Marcos Guilherme ","https://s.glbimg.com/es/sde/f/2020/02/27/cface4b2faa10e1c22eb8e5dfb7971ad_FORMATO.png",83266,35,285,"mei","Nulo",0,3.18,0,0.63,27,"285",1,2,NA,19,23,4,6,12,8,58,NA,NA,NA,NA,NA,1,NA,NA
"321","Gabriel Boschilia","boschilia","Boschilia","https://s.glbimg.com/es/sde/f/2020/02/27/dbeea99042dc47fc247d3a724d62602b_FORMATO.png",86841,35,285,"mei","Contundido",0,8.45,0,3.81,13,"285",1,2,NA,40,24,9,5,14,NA,92,NA,1,NA,NA,NA,NA,NA,NA
"322","Daniel de Sousa Brito","daniel","Daniel","https://s.glbimg.com/es/sde/f/2020/02/27/222ec98ac489a4b1ce5063bdde3d208e_FORMATO.png",96468,35,285,"gol","Nulo",0,2.4,0,4.8,1,"285",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA
"323","Edenílson Andrade Dos Santos","edenilson","Edenílson","https://s.glbimg.com/es/sde/f/2020/02/27/dab4d223e4d736b3877f27a6b24a7a0e_FORMATO.png",63289,35,285,"mei","Provável",1.6,8.84,-0.08,3.35,30,"285",5,6,NA,51,41,8,16,31,3,221,NA,5,NA,NA,NA,1,NA,NA
"324","Keiller da Silva Nunes","keiller","Keiller","https://s.glbimg.com/es/sde/f/2020/02/27/4d3e8df7f1ee40580d75e33e752dcff2_FORMATO.png",93834,35,285,"gol","Nulo",0,2,0,0,0,"285",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"325","Danilo Fernandes Batista","danilo-fernandes","Danilo Fernandes","https://s.glbimg.com/es/sde/f/2020/02/27/d6d33f8f9a956799465c508d4d9e4263_FORMATO.png",69051,35,285,"gol","Contundido",0,4.43,0,1.4,1,"285",NA,1,NA,NA,NA,NA,NA,1,NA,11,NA,NA,1,NA,1,NA,NA,NA
"326","Renzo Saravia","saravia","Saravia","https://s.glbimg.com/es/sde/f/2020/03/02/2adf4c12427d0fca9fe94f89118bd866_FORMATO.png",96725,35,285,"lat","Contundido",0,18.78,0,7.96,8,"285",1,1,NA,37,12,1,2,15,NA,56,5,NA,NA,NA,NA,NA,NA,NA
"327","Fábio Pizarro Sanches","fabio-sanches","Fábio Sanches","https://s.glbimg.com/es/sde/f/2020/08/26/5756a4bae1a6bb1e484099d7ea94222d_FORMATO.jpeg",71604,35,290,"zag","Provável",0.4,6.24,-0.99,3.35,23,"290",NA,3,NA,41,18,1,3,18,NA,46,8,1,NA,NA,NA,NA,1,NA
"328","Uendel Pereira Gonçalves","uendel","Uendel","https://s.glbimg.com/es/sde/f/2020/02/27/874b64215923c64744352951788dc4b4_FORMATO.png",60852,35,285,"lat","Suspenso",-5.9,2.38,-1.11,1.13,14,"285",1,1,1,22,20,1,NA,6,NA,134,3,NA,NA,NA,NA,NA,NA,NA
"329","Rodrigo Modesto da Silva Moledo","rodrigo-moledo","Rodrigo Moledo","https://s.glbimg.com/es/sde/f/2020/02/27/887c825f63637b345d17570bf49d66fa_FORMATO.png",63354,35,285,"zag","Contundido",0,7.37,0,4.04,18,"285",NA,3,1,26,13,1,1,25,NA,31,9,1,NA,NA,NA,NA,NA,NA
"330","Thiago Galhardo do Nascimento Rocha","thiago-galhardo","Thiago Galhardo","https://s.glbimg.com/es/sde/f/2020/02/27/58765e09575aeed485460352a0980dad_FORMATO.png",71844,35,285,"mei","Nulo",0,17.57,0,7.22,26,"285",5,3,1,21,23,17,24,40,16,117,NA,16,NA,NA,NA,NA,NA,1
"331","Gustavo Nonato Santana","nonato","Nonato","https://s.glbimg.com/es/sde/f/2020/02/27/4fc30df934657cce0aecf53ef7dc9a8b_FORMATO.png",100987,35,285,"mei","Nulo",0.8,4.28,0.07,2.63,10,"285",NA,3,NA,22,14,1,3,17,NA,28,NA,1,NA,NA,NA,NA,NA,NA
"332","Marcelo Rangel da Rosa","marcelo-rangel","Marcelo Rangel","https://s.glbimg.com/es/sde/f/2020/08/26/a5be04058297823632c7065f9ceea2ae_FORMATO.jpeg",82730,35,290,"gol","Dúvida",-6.2,0.78,-0.4,-2.4,4,"290",NA,1,NA,NA,NA,NA,NA,NA,NA,46,1,NA,1,NA,6,NA,NA,NA
"333","David de Duarte Macedo","david-duarte","David Duarte","https://s.glbimg.com/es/sde/f/2020/10/28/bc1aa1e9e309d904fee8aa101a3494aa_FORMATO.png",91772,35,290,"zag","Provável",-0.4,4.63,-0.98,3.41,24,"290",NA,1,1,40,17,5,10,7,NA,141,7,2,NA,NA,NA,1,NA,NA
"334","Matheus Alves da Silva Cardoso","matheus-alves","Matheus Alves","https://s.glbimg.com/es/sde/f/2020/08/26/9f0365f3162049e805c9b1b5188c50bf_FORMATO.jpeg",91712,35,290,"gol","Nulo",0,1,0,0,0,"290",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"335","Miguel Ferreira Damasceno","miguel-figueira","Miguel Figueira","https://s.glbimg.com/es/sde/f/2020/08/26/3fa464ee6de9c64f2d753dc0dc419801_FORMATO.jpeg",102565,35,290,"mei","Nulo",0.4,1.8,-0.16,1.31,17,"290",1,2,NA,14,25,2,7,18,1,46,NA,1,NA,NA,NA,NA,NA,NA
"336","Jefferson Junio Antônio da Silva","jefferson","Jefferson","https://s.glbimg.com/es/sde/f/2020/08/26/1b4ff7917a54d469be132fbe58592256_FORMATO.jpeg",95220,35,290,"lat","Provável",-0.6,5.22,-1.4,2.7,21,"290",NA,2,1,41,19,NA,7,17,2,172,7,1,NA,NA,NA,NA,1,NA
"337","João Gabriel Martins Peglow","peglow","Peglow","https://s.glbimg.com/es/sde/f/2020/02/27/5c7fe67d54b296320092b526cff1e6bb_FORMATO.png",106821,35,285,"mei","Provável",0,2.02,-0.14,2.11,13,"285",2,1,NA,9,14,1,3,3,2,26,NA,2,NA,NA,NA,NA,NA,NA
"338","Kaio Nunes Ferreira","kaio","Kaio","https://s.glbimg.com/es/sde/f/2020/08/26/defba11bfc1c0574154c40932f23aefd_FORMATO.jpeg",102563,35,290,"mei","Nulo",0,3,0,0,0,"290",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"339","Heitor Rodrigues da Fonseca","heitor","Heitor","https://s.glbimg.com/es/sde/f/2020/02/27/46ea70366228afe849358bbedd6c18e1_FORMATO.png",104649,35,285,"lat","Nulo",0,6.04,0,4.85,10,"285",4,3,1,28,12,2,1,13,NA,72,3,NA,NA,NA,NA,NA,NA,NA
"340","Martín Nicolás Sarrafiore","sarrafiore","Sarrafiore","https://s.glbimg.com/es/sde/f/2020/09/17/8f1169f09495acbeed3fec9bcfc07aa0_FORMATO.png",101315,35,294,"mei","Nulo",0,3.71,0,2.37,14,"Coritiba",NA,2,NA,14,10,4,11,9,NA,49,NA,1,NA,1,NA,NA,NA,NA
"341","Ronielson da Silva Barbosa","rony","Rony","https://s.glbimg.com/es/sde/f/2020/02/28/084ca5caaf485fd3cbf303cda6bbd8bf_FORMATO.png",91607,35,275,"ata","Dúvida",0,9.63,0,3.41,17,"275",NA,2,NA,22,32,10,13,26,9,68,NA,4,NA,NA,NA,NA,NA,NA
"342","Marcos Luis Rocha Aquino","marcos-rocha","Marcos Rocha","https://s.glbimg.com/es/sde/f/2020/03/09/ebc79a97a8840c38c63b16446a1c84b5_FORMATO.png",63013,35,275,"lat","Dúvida",0,7.31,0,2.76,17,"275",NA,2,NA,41,17,NA,1,14,NA,146,5,NA,NA,NA,NA,NA,NA,NA
"343","Vanderlei Luxemburgo da Silva","vanderlei-luxemburgo","Vanderlei Luxemburgo","https://s.glbimg.com/es/sde/f/2020/12/31/a8308071841710b7b43c3c0f28ff6113_FORMATO.png",41327,35,267,"tec","Provável",0.19,9.64,-0.4,3.32,22,"267",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"344","João Lucas Souza Cardoso","johnny","Johnny ","https://s.glbimg.com/es/sde/f/2020/02/27/fd6f78bc8647dd5e9fc9090d28654546_FORMATO.png",106002,35,285,"mei","Nulo",0,2.28,0,1.6,11,"285",NA,NA,NA,16,3,1,2,6,NA,26,NA,NA,NA,NA,NA,NA,NA,NA
"345","Diogo Barbosa Mendanha","diogo-barbosa","Diogo Barbosa","https://s.glbimg.com/es/sde/f/2020/09/11/8c1bbc63952b2e050b6b5662f996e79d_FORMATO.png",70916,35,284,"lat","Provável",0,8.45,0,3.62,21,"284",3,1,NA,48,14,1,7,16,1,120,4,NA,NA,NA,NA,NA,NA,NA
"346","Iago Pereira Mendonça","iago-mendonca","Iago Mendonça","https://s.glbimg.com/es/sde/f/2020/03/06/fbe3c389c73e71007b15dec8b347a229_FORMATO.png",105278,35,290,"zag","Nulo",3.7,1.61,-0.05,1.7,7,"290",NA,3,NA,11,10,2,2,NA,NA,21,2,NA,NA,NA,NA,NA,NA,NA
"347","Breno Washington Rodrigues da Silva","breno","Breno","https://s.glbimg.com/es/sde/f/2020/08/26/d2737704a379be01e8864b8345b30982_FORMATO.jpeg",106083,35,290,"mei","Provável",4.6,4.61,0.76,1.73,23,"290",NA,7,1,65,49,3,6,27,NA,65,NA,NA,NA,NA,NA,1,NA,NA
"348","José Rafael Vivian","ze-rafael","Zé Rafael","https://s.glbimg.com/es/sde/f/2020/03/09/ada4c949fbe8a7d69336cf1ccd4ad0e9_FORMATO.png",82455,35,275,"mei","Dúvida",0,9.22,0,2.85,21,"275",3,5,2,38,38,5,12,43,NA,71,NA,2,NA,NA,NA,NA,NA,NA
"349","Raphael Cavalcante Veiga","raphael-veiga","Raphael Veiga","https://s.glbimg.com/es/sde/f/2020/10/05/eba17da38b8f96bc0a8b648fa5aa7acc_FORMATO.png",94509,35,275,"mei","Nulo",0,8.72,0,4.9,19,"275",1,3,NA,18,22,7,13,29,1,96,NA,8,NA,NA,NA,NA,NA,NA
"350","Luan Garcia Teixeira","luan","Luan","https://s.glbimg.com/es/sde/f/2020/03/09/f29c869ccdfaa407340b9047dbf761fa_FORMATO.jpeg",80692,35,275,"zag","Provável",0,4.84,0,2.63,22,"275",NA,5,NA,34,14,NA,4,13,2,77,9,NA,NA,NA,NA,NA,1,NA
