"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","CA","DS","FC","FD","FF","FS","PI","DD","GS","SG","A","G","CV","GC","DP","I","FT","PP"
"287","Gabriel Dias de Oliveira","gabriel-dias","Gabriel Dias","https://s.glbimg.com/es/sde/f/2019/03/22/4d0e23087bc533d8757c980cbd598eee_FORMATO.png",88368,24,356,"lat","Contundido",0,6.72,0,2.74,17,"356",1,12,14,3,2,14,57,NA,NA,6,1,1,1,NA,NA,2,NA,NA
"288","Leandro Carvalho da Silva","leandro-carvalho","Leandro Carvalho","https://s.glbimg.com/es/sde/f/2020/08/31/d355aa18dec4d39dab3b5a38969dcf00_FORMATO.png",88669,24,354,"ata","Nulo",-0.6,5.24,-0.15,1.97,16,"354",3,22,12,3,7,21,57,NA,NA,NA,1,1,1,NA,NA,1,NA,NA
"289","Matheus Isaías dos Santos","matheus-jussa","Matheus Jussa","https://s.glbimg.com/es/sde/f/2020/07/20/b6025d70931dcc81ed6357f0201f65e9_FORMATO.png",91689,24,285,"zag","Nulo",0,2.32,0,0.9,2,"285",2,4,5,NA,NA,1,12,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"290","José Élber Pimentel da Silva","elber","Élber","https://s.glbimg.com/es/sde/f/2020/07/24/4a3f794325acc2d6bd02a0c556444c2d_FORMATO.png",74140,24,265,"ata","Nulo",0,8.65,0,3.63,17,"265",NA,15,8,8,8,36,87,NA,NA,NA,2,2,NA,NA,NA,7,1,NA
"291","José Joaquim de Carvalho","zeca","Zeca","https://s.glbimg.com/es/sde/f/2020/08/26/44eafed43db0f7d9f5ef802ee7efa7aa_FORMATO.jpeg",94976,24,290,"ata","Nulo",0,0.75,0,-1.07,3,"290",1,1,3,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"292","Vanderson de Oliveira Campos","vanderson","Vanderson","https://s.glbimg.com/es/sde/f/2020/07/19/24a0d42c1091b86fce08bf917f0cb817_FORMATO.png",107750,24,284,"lat","Nulo",0,1,0,0,0,"284",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"293","Luan Guilherme de Jesus Vieira","luan","Luan","https://s.glbimg.com/es/sde/f/2020/07/21/6b23ad91843aeaf82a87d7ac0f322ec2_FORMATO.png",86759,24,264,"mei","Provável",0,7.38,0,2.33,12,"264",1,13,10,3,6,12,84,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA
"294","Danilo das Neves Pinheiro","tche-tche","Tchê Tchê","https://s.glbimg.com/es/sde/f/2019/05/06/fbb4319c2256b5cbf2fb558f6e3e9503_FORMATO.png",86686,24,276,"mei","Nulo",-0.5,7.31,-0.13,2.13,18,"276",2,22,13,6,8,22,58,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"295","Aderlan de Lima Silva","aderlan","Aderlan","https://s.glbimg.com/es/sde/f/2020/07/28/10421e422ea8a27f59d89f98423c8dab_FORMATO.png",88423,24,280,"lat","Provável",6.3,9.64,0.27,2.8,21,"280",2,63,46,3,8,21,219,NA,NA,5,NA,NA,NA,NA,NA,1,NA,NA
"296","Luan Polli Gomes","luan-polli","Luan Polli ","https://s.glbimg.com/es/sde/f/2020/02/27/bd93895c12a44bedff2c8516452fc868_FORMATO.png",88916,24,292,"gol","Provável",9.5,6,3.13,1.73,16,"292",3,NA,NA,NA,NA,2,194,20,24,4,NA,NA,NA,NA,NA,NA,NA,NA
"297","Luís Eduardo Marques dos Santos","dudu","Dudu","https://s.glbimg.com/es/sde/f/2020/02/27/94657541c8cae30d9fa105e9c6215055_FORMATO.png",97133,24,373,"lat","Provável",-1.2,4.66,-1.56,2.83,21,"373",2,54,23,2,6,25,178,NA,NA,5,NA,NA,1,NA,NA,2,NA,NA
"298","Leonardo Ferreira Gonçalves","leo-ferreira","Léo Ferreira","https://s.glbimg.com/es/sde/f/2020/09/16/af972d3c671cad3d18f6cfdebf06700c_FORMATO.png",107760,24,285,"ata","Nulo",0,1.45,0,1.5,1,"285",NA,NA,1,NA,3,1,4,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"299","Rogério Ceni","rogerio-ceni","Rogério Ceni","https://s.glbimg.com/es/sde/f/2020/11/09/8879b35c72aef797d229636dbdf3dd4f_FORMATO.png",97341,24,262,"tec","Provável",4.18,7.91,-0.27,3.32,21,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"300","Abel Mathías Hernández Platero","abel-hernandez","Abel Hernández","https://s.glbimg.com/es/sde/f/2020/08/28/4d9c29b23debc8be1dadcfe86a9cb017_FORMATO.png",74159,24,285,"ata","Dúvida",0,7.74,0,2.98,14,"285",1,14,10,6,8,8,29,NA,NA,NA,1,2,NA,NA,NA,2,NA,NA
"301","Wellissol Santos de Oliveira ","wellissol","Wellissol ","https://s.glbimg.com/es/sde/f/2020/03/03/30ce289f3d8f28f763b6b3ca32c3027a_FORMATO.png",94718,24,294,"ata","Nulo",0,1.1,0,-0.07,4,"Coritiba",2,3,5,NA,NA,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"302","Roberto Junior Fernández Torres","gatito-fernandez","Gatito Fernández","https://s.glbimg.com/es/sde/f/2019/09/19/70ca98c30fcb2c5e072b2494089c9fa5_FORMATO.png",74061,24,263,"gol","Nulo",0,14.9,0,5.6,8,"263",1,NA,NA,NA,NA,NA,62,13,7,3,NA,NA,NA,NA,NA,NA,NA,NA
"303","Iago Justen Maidana Martins","iago-maidana","Iago Maidana","https://s.glbimg.com/es/sde/f/2020/07/19/41ce77506da0f68a1af80fc131b3ce50_FORMATO.png",89226,24,292,"zag","Provável",-2.2,5.52,-0.42,2.06,21,"292",5,26,23,2,6,14,142,NA,NA,3,NA,3,NA,NA,NA,NA,NA,NA
"304","Nicolas Miguel Morsch","nicolas","Nicolas","https://s.glbimg.com/es/sde/f/2020/11/24/7e2bdadbf80e322a2565aa10af6d9082_FORMATO.png",107752,24,285,"mei","Nulo",0,1,0,0,0,"285",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"305","Shaylon Kallyson Cardoso","shaylon","Shaylon","https://s.glbimg.com/es/sde/f/2020/10/09/595b0f8687c68ff0296dd3fc19261801_FORMATO.png",97520,24,290,"mei","Provável",6.7,4.13,1.04,3.04,8,"290",NA,9,3,2,5,5,51,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA
"306","Marcelo da Conceição Benevenuto Malaquias","marcelo-benevenuto","Marcelo Benevenuto","https://s.glbimg.com/es/sde/f/2019/03/22/0e2a859e1579e9ad52cd2edbc1297e88_FORMATO.png",95638,24,263,"zag","Provável",0.8,6.55,-1.12,2.33,19,"263",5,28,15,1,9,13,58,NA,NA,4,1,NA,NA,NA,NA,1,NA,NA
"307","Luiz Antonio Ferreira Rodrigues","felipe","Felipe","https://s.glbimg.com/es/sde/f/2019/03/22/4ef6aa2bd0c3f910bdb023b63225bec1_FORMATO.png",91733,24,356,"mei","Provável",0,5.61,0,2.42,18,"356",5,51,28,2,4,31,74,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA
"308","Emerson Raymundo Santos","emerson-santos","Emerson Santos","https://s.glbimg.com/es/sde/f/2020/02/28/4d5c465a6fd405b025d4ca76e81d24a1_FORMATO.png",86972,24,275,"zag","Nulo",-1.2,3.01,-0.96,1.62,5,"275",2,5,6,1,NA,3,26,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"309","Rildo Gonçalves de Amorim Filho","rildo","Rildo",NA,107798,24,284,"mei","Nulo",0,0.79,0,0.15,2,"284",NA,NA,1,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"310","João Paulo da Silva Alves","joao-paulo","João Paulo","https://s.glbimg.com/es/sde/f/2020/11/17/9fdf11f57baeb28d97181c41f210d7a5_FORMATO.png",86770,24,356,"mei","Dúvida",0,7,0,0,0,"356",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"311","Jonatan David Gomez Ospina","jonatan-gomez","Jonatan Gomez","https://s.glbimg.com/es/sde/f/2020/03/09/bfe14638328381a0498413759e610ed4_FORMATO.png",94857,24,292,"mei","Nulo",1.7,9.48,0.4,1.43,20,"292",1,10,18,2,14,29,59,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA
"312","Damián Marcelo Musto","musto","Musto","https://s.glbimg.com/es/sde/f/2020/02/27/aa72a4508aad03611c623879b48a94c6_FORMATO.png",94838,24,285,"mei","Suspenso",-4.3,4.22,-0.57,0.92,14,"285",3,27,23,NA,3,12,30,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA
"313","Wellington Daniel Bueno","bueno","Bueno","https://s.glbimg.com/es/sde/f/2020/08/31/3f5160eda219c10021204248fc78195d_FORMATO.png",97425,24,282,"zag","Nulo",0,6.89,0,2.39,7,"282",NA,5,6,NA,1,1,16,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"314","Nicolas Vichiatto da Silva","nicolas","Nicolas","https://s.glbimg.com/es/sde/f/2020/02/27/7f5642f8b7524479c49deb8ff60b5bdb_FORMATO.png",95127,24,373,"lat","Provável",0.1,7.13,-0.58,3.02,21,"373",NA,34,24,6,11,11,238,NA,NA,6,3,NA,NA,NA,NA,2,NA,NA
"315","Rokenedy dos Santos","rokenedy","Rokenedy ","https://s.glbimg.com/es/sde/f/2020/11/27/aac8321f06c7b18cef1c545fa597439b_FORMATO.png",107852,24,293,"gol","Nulo",0,1,0,0,0,"293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"316","Nathan Allan de Souza","nathan","Nathan","https://s.glbimg.com/es/sde/f/2020/08/31/1c31d45f66d706f1d16d05f1b5da0056_FORMATO.png",87009,24,282,"mei","Nulo",-0.1,9.63,-0.39,3.92,14,"282",NA,17,6,7,6,7,37,NA,NA,NA,1,3,NA,NA,NA,2,NA,NA
"317","José Paolo Guerrero Gonzales","paolo-guerrero","Paolo Guerrero","https://s.glbimg.com/es/sde/f/2020/02/27/0b1fa1ff46564d7ca161a86233bf84de_FORMATO.png",75295,24,285,"ata","Contundido",0,20.81,0,11.2,3,"285",NA,2,7,1,3,5,15,NA,NA,NA,1,3,NA,NA,NA,3,1,NA
"318","Matheus de Sales Cabral","matheus-sales","Matheus Sales","https://s.glbimg.com/es/sde/f/2020/03/03/0eb35b8cc0b12eac97e71658567b4cf9_FORMATO.png",89285,24,294,"mei","Suspenso",-2.2,3.63,-0.36,1.63,18,"Coritiba",3,35,33,NA,5,39,62,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"319","Richard Cândido Coelho","richard","Richard","https://s.glbimg.com/es/sde/f/2020/07/21/282e88366ff0e11540856b5dd644148a_FORMATO.png",86711,24,293,"mei","Provável",2.1,2.34,0.34,0.91,15,"293",3,23,19,1,3,14,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"320","Luis Antônio da Rocha Júnior","juninho-capixaba","Juninho Capixaba","https://s.glbimg.com/es/sde/f/2020/02/28/d95ca5159ff4c4c6749ff6b844ceadb0_FORMATO.png",94968,24,265,"lat","Nulo",0,8.34,0,3.4,13,"265",1,34,16,2,4,16,129,NA,NA,3,1,NA,NA,NA,NA,1,NA,NA
"321","Wesley Frazan Bernardo","frazan","Frazan","https://s.glbimg.com/es/sde/f/2020/08/31/26157eb4d01c29438f7335acae2d0a72_FORMATO.png",97528,24,266,"zag","Nulo",0,3,0,0,0,"266",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"322","Leonardo Gomes da Conceição Silva","leonardo","Leonardo","https://s.glbimg.com/es/sde/f/2018/05/21/15d96549307788253f2aba10bff0c973_FORMATO.png",86973,24,284,"lat","Nulo",0,6,0,0,0,"284",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"323","Janderson Santos de Souza","janderson","Janderson","https://s.glbimg.com/es/sde/f/2020/08/25/c027250715c7203ea603c6335609af2d_FORMATO.png",97245,24,373,"ata","Provável",0,5.34,-0.07,3.04,19,"373",1,21,17,6,12,23,115,NA,NA,NA,3,2,NA,NA,NA,1,NA,NA
"324","Wanderson de Jesus Martins","caju","Caju","https://s.glbimg.com/es/sde/f/2020/08/26/9ae21301cf0ce3eba973f67c403ec409_FORMATO.jpeg",89342,24,290,"lat","Nulo",0,3.85,0,2.49,11,"290",NA,18,8,1,4,7,95,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA
"325","Thiago Couto Wenceslau","thiago-couto","Thiago Couto","https://s.glbimg.com/es/sde/f/2017/05/25/dfcf4266572f7296e853252f68813195_FORMATO.png",97645,24,276,"gol","Nulo",0,1,0,0,0,"276",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"326","Leonardo Natel Vieira","leo-natel","Léo Natel","https://s.glbimg.com/es/sde/f/2020/07/21/75fe8f637b732326ab10856c62020124_FORMATO.png",98952,24,264,"ata","Nulo",0,3.93,0,1.82,15,"264",1,14,23,3,7,10,63,NA,NA,NA,1,2,NA,NA,NA,4,NA,NA
"327","Gustavo Henrique Santos","gustavo-henrique","Gustavo Henrique","https://s.glbimg.com/es/sde/f/2020/08/31/a66028d14e1ccfc443e22f7adb4afb0e_FORMATO.png",107963,24,282,"zag","Nulo",0,2,0,0,0,"282",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"328","José Carlos Cracco Neto","zeca","Zeca","https://s.glbimg.com/es/sde/f/2020/02/28/63c70f39c75210a2afc1875bf96d34ec_FORMATO.png",87192,24,265,"lat","Nulo",0,6.03,0,2.67,6,"265",1,5,3,NA,4,NA,17,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA
"329","Aníbal Gabriel Vega da Silva","anibal","Aníbal","https://s.glbimg.com/es/sde/f/2020/11/13/5d86a6b2ee058b154f671d3ef3a2f161_FORMATO.png",100847,24,275,"ata","Nulo",0,1,0,0,0,"275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"330","Murilo Gomes Barreto Neto","murilo","Murilo","https://s.glbimg.com/es/sde/f/2020/11/24/2921071a7cd4ff8857a5a839aad0fa4f_FORMATO.png",107755,24,285,"mei","Nulo",0,1,0,0,0,"285",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"331","Marlon Adriano Prezotti","marlon","Marlon","https://s.glbimg.com/es/sde/f/2019/03/22/165ca899b89d297dde03eeab3ad9dee7_FORMATO.png",88427,24,356,"mei","Nulo",0,2.57,0,0.66,15,"356",1,17,19,1,2,8,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"332","Romildo Del Piage de Souza","romildo","Romildo","https://s.glbimg.com/es/sde/f/2020/09/30/adfe338d662135f7233e4762688716a1_FORMATO.png",107972,24,263,"mei","Nulo",0,1,0,0,0,"263",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"333","Pedro Henrique Ribeiro Gonçalves","pedro-henrique","Pedro Henrique","https://s.glbimg.com/es/sde/f/2020/07/20/2e55ca8b5694bd4dc3fd1469cce872c2_FORMATO.png",87225,24,293,"zag","Provável",-0.6,4.89,-0.12,3.19,15,"293",1,27,9,1,3,9,57,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA
"334","Eduardo de Souza Barroca","eduardo-barroca","Eduardo Barroca","https://s.glbimg.com/es/sde/f/2020/11/27/ed4e21aa1eae057a8185a802e380bbcf_FORMATO.png",77774,24,263,"tec","Provável",1.56,3.91,-0.55,1.54,5,"263",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"335","Jefferson Junio Antônio da Silva","jefferson","Jefferson","https://s.glbimg.com/es/sde/f/2020/08/26/1b4ff7917a54d469be132fbe58592256_FORMATO.jpeg",95220,24,290,"lat","Provável",10,6.67,0.72,3.05,11,"290",1,21,7,NA,4,9,66,NA,NA,4,NA,1,1,1,NA,2,NA,NA
"336","Leandro Henrique do Nascimento","leandrinho","Leandrinho","https://s.glbimg.com/es/sde/f/2020/08/21/0a104e26afc93ebbbf158e5bfc8a3400_FORMATO.png",91702,24,280,"ata","Contundido",0,2.25,0,0.9,6,"280",NA,2,2,NA,3,6,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"337","Jorge de Moura Xavier","jorginho","Jorginho","https://s.glbimg.com/es/sde/f/2020/09/11/fa4f0fa959553267d0d1f02920de2e33_FORMATO.png",77544,24,293,"mei","Nulo",0,9.05,0,3.86,9,"293",NA,15,8,1,5,13,39,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
"338","Carlos Eugenio Júnior Tavares dos Santos","junior-tavares","Júnior Tavares","https://s.glbimg.com/es/sde/f/2020/11/13/367591fd75a306390b5722859941a1c2_FORMATO.png",89343,24,292,"lat","Nulo",0,4.41,0,2.97,7,"292",NA,9,6,1,3,10,38,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"339","Lucas Braga Ribeiro","lucas-braga","Lucas Braga","https://s.glbimg.com/es/sde/f/2020/08/20/647949d36ebae12053e632bfe95815d5_FORMATO.png",99119,24,277,"ata","Provável",-0.1,2.79,-1.57,1.62,18,"Santos",3,21,27,4,3,28,54,NA,NA,NA,1,1,NA,NA,NA,2,NA,NA
"340","Alesson dos Santos Batista","alesson","Alesson","https://s.glbimg.com/es/sde/f/2020/02/28/a6c39298924cbf2f7ac0256ed7a67a55_FORMATO.png",97321,24,265,"mei","Nulo",-0.9,0.96,-0.1,0.49,8,"265",1,4,5,1,2,7,14,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"341","Guilherme Antonio Arana Lopes","guilherme-arana","Guilherme Arana","https://s.glbimg.com/es/sde/f/2020/08/31/cf251bf07d0350a8081b6b0e7bfb7950_FORMATO.png",87228,24,282,"lat","Provável",2.6,16.52,0.01,4.95,22,"282",3,38,27,15,16,18,232,NA,NA,7,3,3,NA,NA,NA,1,NA,NA
"342","Leonardo Rech Ortiz","leo-ortiz","Léo Ortiz","https://s.glbimg.com/es/sde/f/2020/07/28/090452058da707cf73facf6249235bfb_FORMATO.png",97867,24,280,"zag","Provável",5.3,8.7,0.47,3.13,23,"280",3,40,15,1,6,10,97,NA,NA,5,NA,3,NA,1,NA,NA,NA,NA
"343","Danilo Alves da Silva","danilo","Danilo","",107981,24,373,"zag","Nulo",0,1,0,0,0,"373",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"344","Madson Ferreira dos Santos","madson","Madson","https://s.glbimg.com/es/sde/f/2020/02/28/797ea157d220381c5808fcaa35ab969f_FORMATO.png",78077,24,277,"lat","Nulo",0,5.67,0,3.58,17,"Santos",2,12,6,2,NA,12,115,NA,NA,2,3,4,NA,NA,NA,2,1,NA
"345","Yeferson Julio Soteldo Martínez","soteldo","Soteldo","https://s.glbimg.com/es/sde/f/2020/02/28/1ad66e771f5acc6f55ab13d6cdc8b6f4_FORMATO.png",87258,24,277,"ata","Suspenso",-2.1,6.32,-1.5,3.07,16,"Santos",6,7,11,7,13,30,118,NA,NA,NA,3,3,NA,NA,NA,3,NA,NA
"346","Igor Rabello da Costa","igor-rabello","Igor Rabello","https://s.glbimg.com/es/sde/f/2020/08/31/3e81a4b7346c3b3aec5a43ccf3aa2197_FORMATO.png",89493,24,282,"zag","Provável",-1.5,10.63,-1.55,2.9,17,"282",2,19,18,1,1,16,76,NA,NA,5,1,1,NA,NA,NA,NA,1,NA
"347","Thiago Maia Alencar","thiago-maia","Thiago Maia","https://s.glbimg.com/es/sde/f/2020/07/21/e97cd35e37f6b06e2f64cf984f557490_FORMATO.png",89637,24,262,"mei","Contundido",0,6.99,0,2.72,12,"Flamengo",4,39,26,2,3,7,66,NA,NA,NA,2,NA,NA,NA,NA,NA,1,NA
"348","Maílton dos Santos de Sá","mailton","Maílton","https://s.glbimg.com/es/sde/f/2020/11/12/7baefdcac45915f2d98c0f57b44e3198_FORMATO.png",97898,24,294,"lat","Provável",8.5,4.07,1.33,1.82,8,"Coritiba",1,7,4,2,2,8,49,NA,NA,2,NA,NA,NA,NA,NA,3,NA,NA
"349","Willian Marlon Ferreira Moraes","willian-maranhao","Willian Maranhão","https://s.glbimg.com/es/sde/f/2020/07/11/5076b57240821162b131179bbb37a7f6_FORMATO.png",87262,24,373,"mei","Provável",-1.7,2.46,-0.23,1.1,12,"373",2,26,20,2,5,7,31,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA
"350","Matheus Bahia Santos","matheus-bahia","Matheus Bahia","https://s.glbimg.com/es/sde/f/2020/02/28/1a8f6f07fe040d69022f28f7575ba0a3_FORMATO.png",97899,24,265,"lat","Provável",5.9,1.97,0.37,2.95,4,"265",1,11,7,1,1,4,27,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"351","Jonathan Francisco Lemos","jonathan","Jonathan","https://s.glbimg.com/es/sde/f/2020/08/18/63c72daeb92b49638ecf5505f27b7806_FORMATO.png",86713,24,294,"lat","Provável",4.9,5.32,0.5,3.37,13,"Coritiba",1,27,7,1,2,7,65,NA,NA,4,NA,NA,NA,NA,NA,1,1,NA
"352","Gustavo Henrique Ferrareis","gustavo-ferrareis","Gustavo Ferrareis","https://s.glbimg.com/es/sde/f/2020/02/27/86bda8f1f2f8a1d79cbbc8a21a0d4436_FORMATO.png",89815,24,373,"mei","Provável",0.1,7.76,-0.01,1.97,20,"373",4,20,29,3,13,38,91,NA,NA,NA,1,2,NA,NA,NA,6,NA,NA
"353","Matías Nicolás Viña Susperreguy","vina","Viña","https://s.glbimg.com/es/sde/f/2020/02/28/444cc845fe792b0fdd234c579e4c31de_FORMATO.png",98974,24,275,"lat","Provável",0.7,8.52,-1.93,5.37,14,"275",3,50,17,2,5,21,111,NA,NA,5,2,NA,NA,NA,NA,2,NA,NA
"354","Carlos Vinícius Santos de Jesus","carlinhos","Carlinhos","https://s.glbimg.com/es/sde/f/2020/08/17/5391bf0dc50dad3b0f7d2b294c2e38ad_FORMATO.png",87273,24,267,"mei","Nulo",1.4,4.01,-0.2,1.42,14,"267",NA,12,10,1,7,13,54,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"355","Jonathan Copete Valencia","copete","Copete","https://s.glbimg.com/es/sde/f/2019/03/28/8b877a8c4ad54095a090c72a16cdb129_FORMATO.png",77959,24,277,"ata","Nulo",0,4,0,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"356","Luan Cândido de Almeida","luan-candido","Luan Cândido","https://s.glbimg.com/es/sde/f/2020/07/28/6e72b464ec47e25ee0d33c043677901a_FORMATO.png",100848,24,280,"lat","Provável",7.3,2.54,0.9,1.88,5,"280",2,9,11,NA,3,2,35,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"357","Walter Kannemann","kannemann","Kannemann","https://s.glbimg.com/es/sde/f/2018/05/21/7a4b8f949ed4d8b668d8c40a33e50edb_FORMATO.png",87342,24,284,"zag","Nulo",0,10.7,0,4.34,7,"284",4,24,23,2,2,9,26,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA
"358","Alex Alves de Lima","alex-alves","Alex Alves","https://s.glbimg.com/es/sde/f/2020/07/28/c80f00efef87f9644b9d9da2529b614c_FORMATO.png",77861,24,280,"gol","Nulo",0,1,0,0,0,"280",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"359","Jaime Alberto Alvarado Hoyos","alvarado","Alvarado","https://s.glbimg.com/es/sde/f/2020/07/25/4a02063b707aa80eda6644030e78eaf9_FORMATO.png",107991,24,293,"mei","Nulo",0,3.41,-0.05,0.61,8,"293",1,7,5,NA,NA,1,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
"360","Saulo Ferreira Silva Nascimento","saulo","Saulo","https://s.glbimg.com/es/sde/f/2018/05/17/2e661ef69600f0353d4bc7ce467624df_FORMATO.png",89492,24,263,"gol","Nulo",0,1.04,0,-2.8,1,"263",NA,NA,NA,NA,NA,NA,8,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"361","Bruno de Jesus Pacheco","bruno-pacheco","Bruno Pacheco","https://s.glbimg.com/es/sde/f/2020/03/02/bb3a75a802b180cef8ecf48d9cc025fa_FORMATO.png",90061,24,354,"lat","Provável",7.3,9.14,0.96,3.76,18,"354",1,48,26,NA,3,22,137,NA,NA,6,2,NA,1,NA,NA,NA,NA,NA
"362","Jefferson Gabriel Nascimento Brito","fessin","Fessin","https://s.glbimg.com/es/sde/f/2020/02/28/8a051de64c7323a88c66ee473c630560_FORMATO.png",97994,24,265,"mei","Nulo",0.7,2.14,-0.65,2.02,9,"265",NA,10,4,4,4,8,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"363","Douglas Moreira Fagundes","dodi","Dodi","https://s.glbimg.com/es/sde/f/2020/08/11/87b4fea563db3d41db70885180069dfb_FORMATO.png",89883,24,266,"mei","Nulo",0,11.12,0,4.12,19,"266",3,64,23,4,10,34,58,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"364","Gabriel Santos Cordeiro Lacerda","gabriel-lacerda","Gabriel Lacerda","https://s.glbimg.com/es/sde/f/2020/07/21/3dc2061d37b1f85d9dd8d9dd72cb35de_FORMATO.png",108176,24,354,"zag","Nulo",0,3.37,0,3.01,8,"354",NA,6,3,1,NA,3,32,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA
"365","Gabriel de Sousa Barros","gabriel-barros","Gabriel Barros","https://s.glbimg.com/es/sde/f/2020/11/20/88a1c7013a8a5f9f253c6d68b994b80a_FORMATO.png",108352,24,262,"mei","Nulo",0,1,0,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"366","Artur Victor Guimarães","artur","Artur","https://s.glbimg.com/es/sde/f/2020/07/28/e1784a425e398f05dd3d8f178a3ddaf6_FORMATO.png",95799,24,280,"ata","Nulo",0,12.16,0,3.09,20,"280",1,24,16,12,22,45,169,NA,NA,NA,2,NA,NA,NA,NA,4,2,1
"367","Michael Richard Delgado de Oliveira","michael","Michael","https://s.glbimg.com/es/sde/f/2020/07/21/eaff0a8cfed9390deb3cf2761132080d_FORMATO.png",99392,24,262,"ata","Nulo",0.5,5.22,0.01,1.04,14,"Flamengo",1,7,13,3,9,8,38,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"368","Matheus Sousa de Jesus","matheus-jesus","Matheus Jesus","https://s.glbimg.com/es/sde/f/2020/07/28/f6113500995af8a65418616d8f79fc39_FORMATO.png",95335,24,280,"mei","Nulo",0,4.19,0,0.99,10,"280",3,9,13,3,7,7,38,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA
