"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","CA","DD","FC","FD","FS","G","GS","PI","SG","DS","FF","DP","I","A","CV","FT","GC","PP"
"267","Janderson Santos de Souza","janderson","Janderson","https://s.glbimg.com/es/sde/f/2020/08/25/c027250715c7203ea603c6335609af2d_FORMATO.png",97245,12,373,"ata","Provável",7.9,5.69,0.42,3.05,8,"373",NA,NA,6,4,9,NA,NA,51,NA,10,4,NA,NA,2,NA,NA,NA,NA
"268","Mariano Vázquez","mariano-vazquez","Mariano Vázquez","https://s.glbimg.com/es/sde/f/2019/07/03/8893116eb5db26f6e34e68d817fe606d_FORMATO.png",98760,12,356,"mei","Nulo",0,1.19,0,-0.66,5,"356",1,NA,4,NA,2,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"269","Ignácio da Silva Oliveira","ignacio","Ignácio","https://s.glbimg.com/es/sde/f/2020/07/23/0308ff1c9b877ec30d7af71867c8e6f1_FORMATO.png",103523,12,265,"zag","Nulo",0,2,0,0,0,"265",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"270","Roger de Carvalho","roger-carvalho","Roger Carvalho","https://s.glbimg.com/es/sde/f/2019/08/16/d8515ccddc1f7af2e574aa804762157c_FORMATO.png",51415,12,356,"zag","Contundido",0,4,0,0,0,"356",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"271","Frederico Chaves Guedes","fred","Fred","https://s.glbimg.com/es/sde/f/2020/08/11/1546fc5edcfb41d2e8f79f6eca1f6899_FORMATO.png",38162,12,266,"ata","Provável",0.4,2.76,-0.23,0.95,6,"266",2,NA,6,NA,8,1,NA,11,NA,1,1,NA,NA,NA,NA,NA,NA,NA
"272","Max Walef Araújo da Silva","max-walef","Max Walef","https://s.glbimg.com/es/sde/f/2019/03/22/a9f9fc2677cbf0f365db6054f150935d_FORMATO.png",84338,12,356,"gol","Nulo",0,2,0,0,0,"356",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"273","Matheus Bonifácio Saldanha Marinho","saldanha","Saldanha","https://s.glbimg.com/es/sde/f/2020/07/16/61b9f7b4e75ec5b35b48d42b3b848e54_FORMATO.png",107088,12,265,"ata","Nulo",-1.7,0.84,-0.4,0.08,8,"265",1,NA,4,1,2,NA,NA,11,NA,1,5,NA,3,NA,NA,NA,NA,NA
"274","Marcos Rogério Ricci Lopes","para","Pará","https://s.glbimg.com/es/sde/f/2019/08/06/9d5025e7dec263206b72d3a08d034ef9_FORMATO.png",62086,12,277,"lat","Dúvida",0.4,7.77,-0.64,2.89,10,"Santos",1,NA,13,1,16,NA,NA,55,3,15,6,NA,2,NA,NA,NA,NA,NA
"275","Wanderley de Jesus Sousa","derley","Derley","https://s.glbimg.com/es/sde/f/2019/03/22/38fbbc852eaf7ac63811890c98f9ee2a_FORMATO.png",60791,12,356,"mei","Nulo",0,2.82,0,-0.35,2,"356",1,NA,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA
"276","Matheus Antonio Souza dos Santos","matheus-pato","Matheus Pato","https://s.glbimg.com/es/sde/f/2020/02/27/cfc13c70b277f0c5b63a5534f08fad66_FORMATO.png",92290,12,266,"ata","Nulo",0,2,0,0,0,"266",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"277","Sandro Raniere Guimarães Cordeiro","sandro","Sandro","https://s.glbimg.com/es/sde/f/2020/08/26/fe2e657982abf2a67f086ac44918fdad_FORMATO.jpeg",62111,12,290,"mei","Provável",2.1,3.39,0.27,0.47,6,"290",2,NA,12,NA,6,NA,NA,17,NA,12,NA,NA,1,NA,NA,NA,NA,NA
"278","Guilherme da Trindade Dubas","guilherme-biro","Guilherme Biro","https://s.glbimg.com/es/sde/f/2020/03/03/894792f4de57714ecebf346073081a01_FORMATO.png",107555,12,294,"ata","Nulo",0,2,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"279","Francisco Hyun Sol Kim","chico","Chico","https://s.glbimg.com/es/sde/f/2020/08/04/13893a6365a1a9dc6fc1d57912718f8d_FORMATO.png",82407,12,373,"ata","Provável",-0.4,3.37,-0.14,2.16,9,"373",1,NA,9,2,9,NA,NA,42,NA,7,4,NA,NA,2,NA,1,NA,NA
"280","Edilson Borba de Aquino","orinho","Orinho","https://s.glbimg.com/es/sde/f/2020/08/11/15687cfb7561b9508632e075138d3bfc_FORMATO.png",95542,12,266,"lat","Nulo",0,4,0,0,0,"266",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"281","José Romário Silva de Souza","romarinho","Romarinho","https://s.glbimg.com/es/sde/f/2020/03/06/e4bf45811b6c858824a076c5f69c6ae0_FORMATO.png",84523,12,356,"ata","Provável",-1.9,7.93,-0.79,3.1,12,"356",2,NA,6,4,23,2,NA,46,NA,9,10,NA,1,NA,NA,NA,NA,NA
"282","Thiago Galhardo do Nascimento Rocha","thiago-galhardo","Thiago Galhardo","https://s.glbimg.com/es/sde/f/2020/02/27/58765e09575aeed485460352a0980dad_FORMATO.png",71844,12,285,"mei","Provável",9.9,18.59,1.74,9.38,11,"285",NA,NA,11,2,20,9,NA,49,NA,11,7,NA,5,3,NA,NA,NA,NA
"283","Bruno Ferreira Melo","bruno-melo","Bruno Melo","https://s.glbimg.com/es/sde/f/2020/03/06/88d17bd8903f1e821665cdd49c0bf7d9_FORMATO.png",84339,12,356,"lat","Dúvida",0,3.92,0,2.15,8,"356",2,NA,11,2,4,1,NA,35,2,8,1,NA,2,NA,NA,NA,NA,NA
"284","Éderson José dos Santos Lourenço da Silva","ederson","Éderson","https://s.glbimg.com/es/sde/f/2020/07/21/f49e1a31b6d8b3c32d6aee8a8632243b_FORMATO.png",103099,12,264,"mei","Dúvida",0,5.21,0,1.92,8,"264",NA,NA,9,1,6,NA,NA,21,NA,17,1,NA,NA,NA,NA,NA,NA,NA
"285","Jadson Alves dos Santos","jadson","Jadson","https://s.glbimg.com/es/sde/f/2020/02/28/5db2e42db98f2ac9bc8d90e9636d8f9a_FORMATO.png",80129,12,265,"mei","Nulo",0,2.82,0,0.75,4,"265",NA,NA,3,NA,5,NA,NA,6,NA,1,2,NA,NA,NA,NA,NA,NA,NA
"286","Edenílson Andrade Dos Santos","edenilson","Edenílson","https://s.glbimg.com/es/sde/f/2020/02/27/dab4d223e4d736b3877f27a6b24a7a0e_FORMATO.png",63289,12,285,"mei","Provável",2.6,8.17,0.55,2.06,11,"285",2,NA,17,4,14,1,NA,78,NA,16,4,NA,2,1,NA,NA,NA,NA
"287","Wesley Frazan Bernardo","frazan","Frazan","https://s.glbimg.com/es/sde/f/2020/08/31/26157eb4d01c29438f7335acae2d0a72_FORMATO.png",97528,12,266,"zag","Nulo",0,3,0,0,0,"266",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"288","Fernando José Pacheco Rivas","fernando-pacheco","Fernando Pacheco","https://s.glbimg.com/es/sde/f/2020/08/11/0f3de4bf496db9970fd66f13146a40a4_FORMATO.png",98740,12,266,"ata","Nulo",3.3,3.13,0.67,0.57,7,"266",NA,NA,5,1,6,NA,NA,15,NA,4,1,NA,2,NA,NA,NA,NA,NA
"289","Rodrigo Oliveira Lindoso","rodrigo-lindoso","Rodrigo Lindoso","https://s.glbimg.com/es/sde/f/2020/02/27/bc31f941c1bb5d6c26ada24af71bcf45_FORMATO.png",72362,12,285,"mei","Dúvida",-1.1,4.22,-0.58,1.32,9,"285",NA,NA,18,1,1,NA,NA,28,NA,17,NA,NA,NA,1,NA,NA,NA,NA
"290","Rodrigo Modesto da Silva Moledo","rodrigo-moledo","Rodrigo Moledo","https://s.glbimg.com/es/sde/f/2020/02/27/887c825f63637b345d17570bf49d66fa_FORMATO.png",63354,12,285,"zag","Provável",1.3,5.74,-0.23,2.36,8,"285",1,NA,3,NA,5,NA,NA,9,3,5,1,NA,NA,NA,NA,NA,NA,NA
"291","Douglas Moreira Fagundes","dodi","Dodi","https://s.glbimg.com/es/sde/f/2020/08/11/87b4fea563db3d41db70885180069dfb_FORMATO.png",89883,12,266,"mei","Provável",4.1,11.19,0.54,4.26,11,"266",2,NA,15,4,16,1,NA,36,NA,38,4,NA,NA,NA,NA,NA,NA,NA
"292","José Marcos Costa Martins","marquinhos","Marquinhos","https://s.glbimg.com/es/sde/f/2020/08/31/f80b931ac45bd42717faafcefa816c42_FORMATO.png",98765,12,282,"ata","Nulo",0,4.3,0,1.81,8,"282",NA,NA,9,1,5,NA,NA,28,NA,10,2,NA,3,1,NA,1,NA,NA
"293","Andrés Nicolas D'Alessandro","d-alessandro","D'Alessandro","https://s.glbimg.com/es/sde/f/2020/02/27/848601c752c8fa58a805d78e5bad50db_FORMATO.png",62023,12,285,"mei","Nulo",0,2.8,0,0.44,9,"285",2,NA,2,3,7,NA,NA,36,NA,4,3,NA,2,NA,NA,NA,NA,NA
"294","Rodinei Marcelo de Almeida","rodinei","Rodinei","https://s.glbimg.com/es/sde/f/2020/02/27/001cd019cd767eafa0c877ae4f8a27ab_FORMATO.png",73992,12,285,"lat","Nulo",0,4.36,0,1.95,4,"285",1,NA,4,1,8,NA,NA,34,1,5,NA,NA,NA,NA,NA,NA,NA,NA
"295","Tiago Rodrigues dos Reis","tiago-reis","Tiago Reis","https://s.glbimg.com/es/sde/f/2020/08/17/56fc3022ea629539acd59c11ddc86063_FORMATO.png",104678,12,267,"ata","Nulo",0,3,0,0,0,"267",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"296","Marcos Felipe de Freitas Monteiro","marcos-felipe","Marcos Felipe ","https://s.glbimg.com/es/sde/f/2020/08/11/1e384aacfbb6566d7f8e26a14bdb07ed_FORMATO.png",85004,12,266,"gol","Nulo",0,0.77,0,-1.3,3,"266",NA,1,NA,NA,1,NA,5,34,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"297","Yago Felipe da Costa Rocha","yago-felipe","Yago Felipe","https://s.glbimg.com/es/sde/f/2020/08/11/547c3364c22efd6f4b6928ed120d64b9_FORMATO.png",87747,12,266,"mei","Nulo",0.4,3.22,-0.21,1.32,9,"266",NA,NA,9,2,12,NA,NA,26,NA,8,4,NA,1,NA,NA,NA,NA,NA
"298","Marcílio Florêncio Mota Filho","nino","Nino","https://s.glbimg.com/es/sde/f/2020/08/11/672deb726c86fbc4b3c7a16153f7ec70_FORMATO.png",91708,12,266,"zag","Provável",15,6.64,2.8,1.96,10,"266",2,NA,9,NA,12,1,NA,43,1,11,3,NA,NA,NA,NA,NA,NA,NA
"299","Clayson Henrique da Silva Vieira","clayson","Clayson","https://s.glbimg.com/es/sde/f/2020/02/28/d56707307468fee6760b2d5954c925f9_FORMATO.png",83817,12,265,"ata","Provável",-1.8,4.07,-0.65,1.22,7,"265",NA,NA,6,2,5,1,NA,28,NA,4,3,NA,2,NA,NA,NA,NA,1
"300","Rosicley Pereira da Silva","rossi","Rossi","https://s.glbimg.com/es/sde/f/2020/02/28/d1a73b8fecfac4a570fdd44568d62e0f_FORMATO.png",81798,12,265,"ata","Nulo",1.8,5.42,0.41,1.55,10,"265",2,NA,8,3,14,1,NA,65,NA,10,3,NA,2,NA,NA,NA,NA,NA
"301","Gustavo Nonato Santana","nonato","Nonato","https://s.glbimg.com/es/sde/f/2020/02/27/4fc30df934657cce0aecf53ef7dc9a8b_FORMATO.png",100987,12,285,"mei","Nulo",0,4.55,0,3.03,3,"285",2,NA,6,1,6,NA,NA,11,NA,13,NA,NA,NA,NA,NA,NA,NA,NA
"302","Odair Hellmann","odair-hellmann","Odair Hellmann","https://s.glbimg.com/es/sde/f/2020/09/15/51596ac5f41f3ef6fbc80c02fc7ab63e_FORMATO.png",92273,12,266,"tec","Provável",8.81,9.99,1.62,3.53,12,"266",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"303","Júlio César Jacobi","julio-cesar","Júlio César","https://s.glbimg.com/es/sde/f/2019/08/16/e0a4857e8a29ebeabcb5c38571b22ce2_FORMATO.png",49673,12,284,"gol","Nulo",0,4,0,0,0,"284",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"304","Danilo Fernandes Batista","danilo-fernandes","Danilo Fernandes","https://s.glbimg.com/es/sde/f/2020/02/27/d6d33f8f9a956799465c508d4d9e4263_FORMATO.png",69051,12,285,"gol","Nulo",0,6,0,0,0,"285",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"305","Bruno Méndez Cittadini","bruno-mendez","Bruno Méndez","https://s.glbimg.com/es/sde/f/2020/07/21/6397a94e3bfbcdb900a347337e82571e_FORMATO.png",103700,12,264,"zag","Nulo",0,1.7,0,-1.75,2,"264",1,NA,2,NA,NA,NA,NA,15,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"306","Tiago Pereira da Silva","tiago-orobo","Tiago Orobó","https://s.glbimg.com/es/sde/f/2020/07/16/4eb953e4438fcf9e228753c1ca7b4e48_FORMATO.png",87477,12,356,"ata","Nulo",0,1.7,0,0.4,5,"356",NA,NA,4,1,NA,NA,NA,8,NA,2,2,NA,NA,NA,NA,NA,NA,NA
"307","Maicon Thiago Pereira de Souza","maicon","Maicon","https://s.glbimg.com/es/sde/f/2018/05/21/34502d57cb34fa46bd51d3bd901d38bb_FORMATO.png",38196,12,284,"mei","Contundido",0,3.15,0,-0.25,4,"284",NA,NA,3,NA,1,NA,NA,20,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"308","Ricardo Dias Acosta","ricardinho","Ricardinho","https://s.glbimg.com/es/sde/f/2020/08/31/b0d32bee7d7194947d1c22e221afed3f_FORMATO.png",78577,12,354,"mei","Provável",0.5,2.52,0.05,0.17,6,"354",1,NA,3,1,NA,NA,NA,37,NA,7,NA,NA,NA,NA,NA,NA,NA,NA
"309","Yuri Oliveira Lima","yuri-lima","Yuri Lima","https://s.glbimg.com/es/sde/f/2020/08/11/b2893fbcf5a6387a335f1fc33beb7f4d_FORMATO.png",90569,12,266,"mei","Nulo",0,1.8,0,0.94,7,"266",3,NA,11,2,4,NA,NA,27,NA,14,3,NA,NA,NA,NA,NA,NA,NA
"310","Fábio Pizarro Sanches","fabio-sanches","Fábio Sanches","https://s.glbimg.com/es/sde/f/2020/08/26/5756a4bae1a6bb1e484099d7ea94222d_FORMATO.jpeg",71604,12,290,"zag","Provável",1,5.32,-0.42,1.85,8,"290",1,NA,3,1,5,NA,NA,20,2,10,2,NA,NA,NA,NA,NA,1,NA
"311","David Braz de Oliveira Filho","david-braz","David Braz","https://s.glbimg.com/es/sde/f/2019/07/24/865c7c09e556e0fb58885e80a6591081_FORMATO.png",50317,12,284,"zag","Provável",1.6,8.41,-0.46,3.56,9,"284",NA,NA,6,2,4,NA,NA,39,3,18,2,NA,NA,NA,NA,NA,NA,NA
"312","Jonathan Doin","paulo-miranda","Paulo Miranda","https://s.glbimg.com/es/sde/f/2018/05/21/62fa3dde13de597371870ee9b721b5d7_FORMATO.png",68817,12,284,"zag","Nulo",2.2,3.1,0.46,2.43,3,"284",NA,NA,2,NA,2,NA,NA,17,1,4,NA,NA,NA,NA,NA,NA,NA,NA
"313","Daniel Alberto Villalva Barrios","keko","Keko ","https://s.glbimg.com/es/sde/f/2020/08/26/b53fdb79b554fd3023712890b2802adc_FORMATO.jpeg",81683,12,290,"ata","Provável",-1.9,1.85,-0.44,1.25,6,"290",1,NA,6,NA,6,NA,NA,30,NA,6,NA,NA,3,1,NA,1,NA,NA
"314","Henrique Almeida Caixeta Nascentes","henrique-almeida","Henrique Almeida","https://s.glbimg.com/es/sde/f/2020/08/26/e557abba11e4a7a58c8e280da1480703_FORMATO.jpeg",68773,12,290,"ata","Nulo",0,5,0,0,0,"290",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"315","Wanderson de Jesus Martins","caju","Caju","https://s.glbimg.com/es/sde/f/2020/08/26/9ae21301cf0ce3eba973f67c403ec409_FORMATO.jpeg",89342,12,290,"lat","Nulo",0.4,3.09,-1.03,3.53,3,"290",NA,NA,2,NA,2,NA,NA,30,1,7,2,NA,NA,NA,NA,NA,NA,NA
"316","Matheus Alvarenga de Oliveira","davo","Davó","https://s.glbimg.com/es/sde/f/2020/07/21/31711f2df06b5fbccca62e7cc6cf4a73_FORMATO.png",105533,12,264,"ata","Nulo",0,2,0,0,0,"264",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"317","William de Oliveira Pottker","william-pottker","William Pottker","https://s.glbimg.com/es/sde/f/2020/02/27/68f7bbcf97cceeca373d56392e1eb5f7_FORMATO.png",77809,12,285,"ata","Nulo",0,3.36,0,-0.03,3,"285",NA,NA,3,2,5,NA,NA,11,NA,1,2,NA,NA,NA,1,NA,NA,NA
"318","Victor Andrade Santos","victor-andrade","Victor Andrade","https://s.glbimg.com/es/sde/f/2020/08/26/440d20f8bef7ed2efd9ebbb9c1b88e74_FORMATO.jpeg",80536,12,290,"ata","Nulo",0,5.36,0,3.47,6,"290",3,NA,16,1,24,1,NA,18,NA,9,8,NA,NA,NA,NA,NA,NA,NA
"319","Gilberto dos Santos Souza Júnior","gilberto","Gilberto","https://s.glbimg.com/es/sde/f/2020/08/26/fdc588ab84ce9888cdb98fde023d0be2_FORMATO.jpeg",73789,12,290,"mei","Nulo",0,2.72,0,0.27,3,"290",NA,NA,5,NA,NA,NA,NA,7,NA,4,NA,NA,NA,NA,NA,NA,NA,NA
"320","Wanderson Santos Pereira","wanderson","Wanderson","https://s.glbimg.com/es/sde/f/2020/07/23/dddef028f9e20a0ee451b41e0d30b74b_FORMATO.png",86143,12,265,"zag","Nulo",0,4,0,0,0,"265",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"321","Guilherme Vicentini Castellani","guilherme","Guilherme","https://s.glbimg.com/es/sde/f/2020/07/21/bb5062302e06646e9b5f34217a68a349_FORMATO.png",108539,12,264,"gol","Nulo",0,1,0,0,0,"264",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"322","Bruno dos Santos Nazário","bruno-nazario","Bruno Nazário","https://s.glbimg.com/es/sde/f/2020/03/01/e075c585ee5c2d864db961025f9ac952_FORMATO.png",81776,12,263,"mei","Provável",0.9,7.18,-1.14,2.92,10,"263",NA,NA,15,8,13,1,NA,80,NA,10,7,NA,NA,1,NA,NA,NA,NA
"323","Rodrigo Dourado Cunha","rodrigo-dourado","Rodrigo Dourado","https://s.glbimg.com/es/sde/f/2020/02/27/12e542636d28c0dc887fe6ae967dbe52_FORMATO.png",78865,12,285,"mei","Nulo",0,6,0,0,0,"285",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"324","Lucas Vinícius Gonçalves Silva","lucao-do-break","Lucão do Break","https://s.glbimg.com/es/sde/f/2020/08/26/327d8ca1e3d966621e0b1f2489f9b43a_FORMATO.jpeg",83199,12,290,"ata","Nulo",-2,1.92,-1.08,-2,1,"290",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"325","Paulo Victor Mileo Vidotti","paulo-victor","Paulo Victor","https://s.glbimg.com/es/sde/f/2018/05/21/6022690f57c54343611ba7c2008603ce_FORMATO.png",68873,12,284,"gol","Nulo",-2.7,5.36,-1.89,3.67,3,"284",NA,4,NA,NA,NA,NA,4,20,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"326","Gabriel Dias de Oliveira","gabriel-dias","Gabriel Dias","https://s.glbimg.com/es/sde/f/2019/03/22/4d0e23087bc533d8757c980cbd598eee_FORMATO.png",88368,12,356,"lat","Provável",11.8,8.53,2.77,3.36,10,"356",NA,NA,8,1,8,1,NA,29,3,12,1,NA,1,1,1,NA,NA,NA
"327","Marcelo Oliveira Ferreira","marcelo-oliveira","Marcelo Oliveira","https://s.glbimg.com/es/sde/f/2018/05/21/cd9984e989967919e3ef170f9dab23b7_FORMATO.png",50328,12,284,"zag","Nulo",0,3,0,0,0,"284",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"328","Eduardo Schroeder Brock","eduardo-brock","Eduardo Brock","https://s.glbimg.com/es/sde/f/2020/08/31/edc31727f12d73f44cc5aa5c7e609151_FORMATO.png",78654,12,354,"zag","Nulo",0,3,0,0,0,"354",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"329","Keiller da Silva Nunes","keiller","Keiller","https://s.glbimg.com/es/sde/f/2020/02/27/4d3e8df7f1ee40580d75e33e752dcff2_FORMATO.png",93834,12,285,"gol","Nulo",0,2,0,0,0,"285",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"330","Damián Marcelo Musto","musto","Musto","https://s.glbimg.com/es/sde/f/2020/02/27/aa72a4508aad03611c623879b48a94c6_FORMATO.png",94838,12,285,"mei","Dúvida",2.7,6.47,0.16,2.84,8,"285",1,NA,13,NA,11,1,NA,19,NA,18,2,NA,NA,NA,NA,NA,NA,NA
"331","Marcos Guilherme de Almeida Santos Matos","marcos-guilherme","Marcos Guilherme ","https://s.glbimg.com/es/sde/f/2020/02/27/cface4b2faa10e1c22eb8e5dfb7971ad_FORMATO.png",83266,12,285,"mei","Provável",1,3.04,0.17,0.16,10,"285",1,NA,10,1,6,NA,NA,17,NA,7,2,NA,5,NA,NA,NA,NA,NA
"332","José Carlos Cracco Neto","zeca","Zeca","https://s.glbimg.com/es/sde/f/2020/02/28/63c70f39c75210a2afc1875bf96d34ec_FORMATO.png",87192,12,265,"lat","Nulo",0,4.83,0,1.1,5,"265",1,NA,3,NA,NA,NA,NA,14,1,3,3,NA,NA,NA,NA,NA,NA,NA
"333","Diego Cavalieri","diego-cavalieri","Diego Cavalieri","https://s.glbimg.com/es/sde/f/2019/03/22/660661f23332e4ee9ccda585ec5cec21_FORMATO.png",38431,12,263,"gol","Nulo",-2.9,4.73,-1,0,3,"263",NA,3,NA,NA,NA,NA,5,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"334","Gabriel Boschilia","boschilia","Boschilia","https://s.glbimg.com/es/sde/f/2020/02/27/dbeea99042dc47fc247d3a724d62602b_FORMATO.png",86841,12,285,"mei","Provável",4.9,8.68,1.56,4.12,11,"285",2,NA,21,8,13,1,NA,85,NA,36,4,NA,NA,1,NA,NA,NA,NA
"335","Yago da Silva Rocha","yago-rocha","Yago Rocha","https://s.glbimg.com/es/sde/f/2020/08/26/6622fc0f0b4563502290e852155ed20f_FORMATO.jpeg",90118,12,290,"lat","Nulo",0,3.06,0,1.9,1,"290",NA,NA,NA,1,NA,NA,NA,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"336","Lucas Piton Crivellaro","lucas-piton","Lucas Piton","https://s.glbimg.com/es/sde/f/2020/07/21/b276604c0e1e29e568198903791fe791_FORMATO.png",105584,12,264,"lat","Provável",0,4.12,0,2.22,5,"264",1,NA,3,1,5,NA,NA,39,NA,9,1,NA,NA,1,NA,NA,NA,NA
"337","Lucas Cavalcante Silva Afonso","lucao","Lucão","https://s.glbimg.com/es/sde/f/2020/08/26/263beb42c32d93d9e5717130da44281f_FORMATO.jpeg",84554,12,290,"zag","Nulo",0,3,0,0,0,"290",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"338","Natanael Batista Pimenta","natanael","Natanael","https://s.glbimg.com/es/sde/f/2020/09/12/e3f2361fc0584d13ce3b65e8673cf1e6_FORMATO.png",86264,12,373,"lat","Nulo",-0.5,3.01,-0.99,-0.5,1,"373",NA,NA,1,NA,1,NA,NA,10,NA,1,NA,NA,1,NA,NA,NA,NA,NA
"339","Richard de Oliveira da Costa","richard","Richard","https://s.glbimg.com/es/sde/f/2020/08/31/b4171a404ece6ec54f9a350c1f02f874_FORMATO.png",78851,12,354,"gol","Nulo",0,4,0,0,0,"354",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"340","Marcelo Rangel da Rosa","marcelo-rangel","Marcelo Rangel","https://s.glbimg.com/es/sde/f/2020/08/26/a5be04058297823632c7065f9ceea2ae_FORMATO.jpeg",82730,12,290,"gol","Nulo",0,0.77,0,-3.45,2,"290",1,1,NA,NA,NA,NA,3,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"341","Saulo Ferreira Silva Nascimento","saulo","Saulo","https://s.glbimg.com/es/sde/f/2018/05/17/2e661ef69600f0353d4bc7ce467624df_FORMATO.png",89492,12,263,"gol","Nulo",0,2,0,0,0,"263",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"342","Daniel de Sousa Brito","daniel","Daniel","https://s.glbimg.com/es/sde/f/2020/02/27/222ec98ac489a4b1ce5063bdde3d208e_FORMATO.png",96468,12,285,"gol","Contundido",0,2,0,0,0,"285",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"343","João Pedro Maturano dos Santos","joao-pedro","João Pedro ","https://s.glbimg.com/es/sde/f/2020/07/23/fea20088b9a54c3a580480216fc65053_FORMATO.png",89273,12,265,"lat","Nulo",0,4.26,0,-0.8,1,"265",NA,NA,2,NA,NA,NA,NA,8,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"344","Renzo Saravia","saravia","Saravia","https://s.glbimg.com/es/sde/f/2020/03/02/2adf4c12427d0fca9fe94f89118bd866_FORMATO.png",96725,12,285,"lat","Provável",0,18.78,0,7.96,8,"285",1,NA,12,1,15,NA,NA,56,5,37,2,NA,NA,1,NA,NA,NA,NA
"345","David de Duarte Macedo","david-duarte","David Duarte","https://s.glbimg.com/es/sde/f/2020/08/26/4978572126e19c8d360d62716fe78b26_FORMATO.jpeg",91772,12,290,"zag","Provável",11.4,5.69,1.22,6.5,4,"290",NA,NA,NA,2,3,1,NA,13,1,8,3,NA,NA,NA,NA,NA,NA,NA
"346","Tiago Pagnussat","tiago","Tiago ","https://s.glbimg.com/es/sde/f/2020/03/02/65eb6383d1eef941a4b0e88084a8b4f4_FORMATO.png",79042,12,354,"zag","Provável",-3.1,5.42,-1.89,3.26,7,"354",2,NA,7,NA,7,NA,NA,40,3,16,1,NA,2,NA,NA,NA,NA,NA
"347","Luciano da Rocha Neves","luciano","Luciano","https://s.glbimg.com/es/sde/f/2020/08/18/3ca611370a41964d7e12a7d04a9474aa_FORMATO.png",80287,12,276,"ata","Provável",7.9,9.22,1.49,5.58,9,"276",2,NA,15,2,15,4,NA,42,NA,15,2,NA,1,1,NA,1,NA,NA
