"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","DS","FC","FD","FF","FS","G","I","PI","CA","SG","DD","GS","A","CV","FT","DP","GC","PP"
"258","Igor Jesus Maciel da Cruz","igor-jesus","Igor Jesus","https://s.glbimg.com/es/sde/f/2020/03/03/c8f7399669dc0f941ccc95229f9e768f_FORMATO.png",104528,9,294,"ata","Provável",2.2,2.51,0.02,1.16,9,"Coritiba",5,11,2,4,19,NA,3,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259","Pedro Rocha Neves","pedro-rocha","Pedro Rocha","https://s.glbimg.com/es/sde/f/2020/07/21/f0f2f28e34457d06873d36cf7c894abd_FORMATO.png",90302,9,262,"ata","Contundido",0,3.82,0,1.33,3,"Flamengo",1,2,NA,NA,1,NA,NA,15,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"260","Andrew Erik Feitosa","morato","Morato","https://s.glbimg.com/es/sde/f/2020/07/28/45ddb78d5fe4e30bced22de0add70650_FORMATO.png",86227,9,280,"ata","Provável",0,2.12,0,0.16,8,"Bragantino",3,7,3,6,7,NA,2,41,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"261","João Pedro Maturano dos Santos","joao-pedro","João Pedro ","https://s.glbimg.com/es/sde/f/2020/07/23/fea20088b9a54c3a580480216fc65053_FORMATO.png",89273,9,265,"lat","Nulo",0,4.26,0,-0.8,1,"Bahia",1,2,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"262","William Matheus da Silva","william-matheus","William Matheus","https://s.glbimg.com/es/sde/f/2020/03/02/909543d62f7ce5eb46d841074c60bdb6_FORMATO.png",62130,9,294,"lat","Provável",7.3,6,1.42,3.38,9,"Coritiba",9,10,1,2,11,1,2,89,NA,2,NA,NA,2,NA,NA,NA,NA,NA
"263","Ronaldo da Silva Souza","ronaldo","Ronaldo","https://s.glbimg.com/es/sde/f/2020/07/20/dc33647201f8156e6ccfacd8ecd1cf1d_FORMATO.png",92981,9,265,"mei","Provável",0,3.88,0,1.5,6,"Bahia",14,14,NA,2,6,NA,NA,16,3,NA,NA,NA,1,NA,NA,NA,NA,NA
"264","Jefferson Gabriel Nascimento Brito","fessin","Fessin","https://s.glbimg.com/es/sde/f/2020/02/28/8a051de64c7323a88c66ee473c630560_FORMATO.png",97994,9,265,"mei","Nulo",0,1.42,0,-0.5,1,"Bahia",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"265","Frederico Chaves Guedes","fred","Fred","https://s.glbimg.com/es/sde/f/2020/08/11/1546fc5edcfb41d2e8f79f6eca1f6899_FORMATO.png",38162,9,266,"ata","Nulo",1.4,2.99,0.13,1.06,5,"Fluminense",1,4,NA,1,5,1,NA,10,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"266","Ricardo Ryller Ribeiro Lino Silva","ricardo-ryller","Ricardo Ryller","https://s.glbimg.com/es/sde/f/2020/07/28/7d5cee8aae697360315651bbeec6ac0b_FORMATO.png",85856,9,280,"mei","Provável",-3.8,3.03,-1.04,1.34,8,"Bragantino",27,28,NA,6,13,NA,NA,36,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"267","Wanderson Santos Pereira","wanderson","Wanderson","https://s.glbimg.com/es/sde/f/2020/07/23/dddef028f9e20a0ee451b41e0d30b74b_FORMATO.png",86143,9,265,"zag","Nulo",0,4,0,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"268","José Carlos Cracco Neto","zeca","Zeca","https://s.glbimg.com/es/sde/f/2020/02/28/63c70f39c75210a2afc1875bf96d34ec_FORMATO.png",87192,9,265,"lat","Nulo",0,4.83,0,1.1,5,"Bahia",3,3,NA,3,NA,NA,NA,14,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"269","Pedro Guilherme Abreu dos Santos","pedro","Pedro","https://s.glbimg.com/es/sde/f/2020/07/21/be530b20dd27bd402abc125ba7691a18_FORMATO.png",94583,9,262,"ata","Dúvida",0,3.86,0,2.8,7,"Flamengo",3,8,4,4,2,2,3,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"270","Giovanni Augusto Oliveira Cardoso","giovanni-augusto","Giovanni Augusto","https://s.glbimg.com/es/sde/f/2020/03/02/d39e2efa4d8440e5313bc3b78a139e22_FORMATO.png",68938,9,294,"mei","Nulo",0.7,4.59,-0.18,0.87,4,"Coritiba",1,2,NA,NA,9,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"271","Aderlan de Lima Silva","aderlan","Aderlan","https://s.glbimg.com/es/sde/f/2020/07/28/10421e422ea8a27f59d89f98423c8dab_FORMATO.png",88423,9,280,"lat","Provável",2.2,9.05,0.16,2.25,9,"Bragantino",32,19,1,4,9,NA,1,86,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"272","Wellington Alves da Silva","wellington-silva","Wellington Silva","https://s.glbimg.com/es/sde/f/2020/08/11/9e1c282e16e37d5fdb5fa7b81b2871cc_FORMATO.png",68895,9,266,"ata","Provável",0.8,3.36,-1.69,1.8,7,"Fluminense",5,3,NA,2,15,1,1,15,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"273","Pedro Tonon Geromel","pedro-geromel","Pedro Geromel","https://s.glbimg.com/es/sde/f/2018/05/21/afc76ea4e9c31e2977ea5e9a90c802b3_FORMATO.png",80853,9,284,"zag","Nulo",0,9.56,0,3.48,5,"Grêmio",19,7,NA,2,1,NA,NA,32,1,2,NA,NA,NA,1,NA,NA,NA,NA
"274","Marcos Paulo Costa do Nascimento","marcos-paulo","Marcos Paulo","https://s.glbimg.com/es/sde/f/2020/08/11/5b35d14db960f09dcadfc0f4d9b8d262_FORMATO.png",103645,9,266,"ata","Dúvida",-0.1,5.44,-0.18,1.23,9,"Fluminense",8,3,NA,3,1,NA,1,28,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"275","Igor de Carvalho Julião","igor-juliao","Igor Julião","https://s.glbimg.com/es/sde/f/2020/08/11/2b7fa1291409b9d4149ac8bd9c461eb7_FORMATO.png",81951,9,266,"lat","Nulo",0,2.99,0,1.62,5,"Fluminense",11,13,1,2,10,NA,NA,32,3,NA,NA,NA,1,NA,NA,NA,NA,NA
"276","Victor Ferraz Macedo","victor-ferraz","Victor Ferraz","https://s.glbimg.com/es/sde/f/2020/07/19/3d89c3ae8eb990263dc39c0fc17c42d8_FORMATO.png",70046,9,284,"lat","Dúvida",0,9,0,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"277","Yago Felipe da Costa Rocha","yago-felipe","Yago Felipe","https://s.glbimg.com/es/sde/f/2020/08/11/547c3364c22efd6f4b6928ed120d64b9_FORMATO.png",87747,9,266,"mei","Nulo",4.8,3.71,0.59,1.28,6,"Fluminense",5,7,1,2,10,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"278","Marcílio Florêncio Mota Filho","nino","Nino","https://s.glbimg.com/es/sde/f/2020/08/11/672deb726c86fbc4b3c7a16153f7ec70_FORMATO.png",91708,9,266,"zag","Nulo",0,3.63,0,0.1,7,"Fluminense",7,7,NA,NA,9,NA,NA,33,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"279","Marcos Felipe de Freitas Monteiro","marcos-felipe","Marcos Felipe ","https://s.glbimg.com/es/sde/f/2020/08/11/1e384aacfbb6566d7f8e26a14bdb07ed_FORMATO.png",85004,9,266,"gol","Nulo",0,0.77,0,-1.3,3,"Fluminense",NA,NA,NA,NA,1,NA,NA,34,NA,NA,1,5,1,NA,NA,NA,NA,NA
"280","Wellissol Santos de Oliveira ","wellissol","Wellissol ","https://s.glbimg.com/es/sde/f/2020/03/03/30ce289f3d8f28f763b6b3ca32c3027a_FORMATO.png",94718,9,294,"ata","Nulo",0,1.1,0,-0.07,4,"Coritiba",3,5,NA,NA,7,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"281","Wanderson Felippe Cardoso dos Santos","felippe-cardoso","Felippe Cardoso","https://s.glbimg.com/es/sde/f/2020/08/11/65b773ef79fcc1056f7ae14cd0e7be82_FORMATO.png",100963,9,266,"ata","Nulo",0,2.12,0,-0.8,1,"Fluminense",NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"282","Robson dos Santos Fernandes","robson","Robson","https://s.glbimg.com/es/sde/f/2020/03/03/3700b19f9f2175c58973de0b8f5daa31_FORMATO.png",84817,9,294,"ata","Provável",9.6,8.14,1.97,3.66,9,"Coritiba",9,10,3,8,18,2,6,41,1,NA,NA,NA,NA,NA,1,NA,NA,NA
"283","Michel Daryl Araújo Villar","michel-araujo","Michel Araújo ","https://s.glbimg.com/es/sde/f/2020/08/11/5acb05c96172c81382ad77978909d458_FORMATO.png",107173,9,266,"mei","Provável",1.4,6.51,-0.16,3.36,9,"Fluminense",20,16,4,7,33,NA,1,41,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"284","Moisés Roberto Barbosa","moises","Moisés","https://s.glbimg.com/es/sde/f/2020/02/27/a55f40e153a20702f2e4beccd472d30c_FORMATO.png",90444,9,285,"lat","Dúvida",6.3,11.93,1,4.74,8,"Internacional",20,22,1,4,NA,NA,1,80,1,6,NA,NA,1,NA,NA,NA,NA,NA
"285","Douglas Moreira Fagundes","dodi","Dodi","https://s.glbimg.com/es/sde/f/2020/08/11/87b4fea563db3d41db70885180069dfb_FORMATO.png",89883,9,266,"mei","Provável",1.7,11.16,0.04,4.79,9,"Fluminense",33,14,4,3,14,1,NA,31,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"286","Muriel Gustavo Becker","muriel","Muriel","https://s.glbimg.com/es/sde/f/2020/08/11/37c640ec0cd77c476e2aeef745c5420f_FORMATO.png",69041,9,266,"gol","Provável",3.8,4.5,-0.55,1.53,6,"Fluminense",NA,NA,NA,NA,NA,NA,NA,58,NA,1,6,7,NA,NA,NA,NA,NA,NA
"287","José Paolo Guerrero Gonzales","paolo-guerrero","Paolo Guerrero","https://s.glbimg.com/es/sde/f/2020/02/27/0b1fa1ff46564d7ca161a86233bf84de_FORMATO.png",75295,9,285,"ata","Contundido",0,20.81,0,11.2,3,"Internacional",2,7,1,3,5,3,3,15,NA,NA,NA,NA,1,NA,1,NA,NA,NA
"288","Diego Souza de Andrade","diego-souza","Diego Souza","https://s.glbimg.com/es/sde/f/2020/07/19/856625bb76f484b70bec52c9ff257c5a_FORMATO.png",68911,9,284,"ata","Nulo",-0.6,8.3,0.07,0.72,6,"Grêmio",4,10,1,7,5,1,NA,40,2,NA,NA,NA,NA,NA,NA,NA,NA,1
"289","Vanderlei Farias da Silva","vanderlei","Vanderlei","https://s.glbimg.com/es/sde/f/2020/08/26/07181c4e061a2e4a3daef524908f563b_FORMATO.png",62121,9,284,"gol","Nulo",22.8,11.81,5.3,4.27,6,"Grêmio",NA,NA,NA,NA,NA,NA,NA,34,1,3,6,4,NA,NA,NA,NA,NA,NA
"290","Yuri Oliveira Lima","yuri-lima","Yuri Lima","https://s.glbimg.com/es/sde/f/2020/08/11/b2893fbcf5a6387a335f1fc33beb7f4d_FORMATO.png",90569,9,266,"mei","Provável",2.1,1.8,-0.13,0.94,7,"Fluminense",14,11,2,3,4,NA,NA,27,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"291","Luccas Claro dos Santos","luccas-claro","Luccas Claro","https://s.glbimg.com/es/sde/f/2020/08/11/1062c554fc9540ac0e4184be2cd0a557_FORMATO.png",73465,9,266,"zag","Provável",3.5,6.21,0.7,2.18,8,"Fluminense",15,4,NA,2,7,NA,2,47,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"292","Geovane Henrique Pereira de Souza","geovane","Geovane","https://s.glbimg.com/es/sde/f/2020/03/02/1b21e0ae30ac2e4a34078bfbda81e2f1_FORMATO.png",96349,9,294,"lat","Nulo",0,3,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"293","Pablo Dyego da Silva Rosa","pablo-dyego","Pablo Dyego","https://s.glbimg.com/es/sde/f/2020/08/31/f7dd32a701b0a6198b97fcfb050814fa_FORMATO.png",86444,9,266,"ata","Contundido",0,2,0,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"294","Matheus de Sales Cabral","matheus-sales","Matheus Sales","https://s.glbimg.com/es/sde/f/2020/03/03/0eb35b8cc0b12eac97e71658567b4cf9_FORMATO.png",89285,9,294,"mei","Provável",4.4,4.51,0.92,2.25,6,"Coritiba",13,8,NA,NA,13,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"295","Patrick Bezerra do Nascimento","patrick","Patrick","https://s.glbimg.com/es/sde/f/2020/02/27/e34cd8e0cbbfc1786815d823464d83e3_FORMATO.png",83433,9,285,"mei","Dúvida",1.9,11.01,-1.46,4.28,9,"Internacional",19,17,5,3,14,1,2,54,NA,NA,NA,NA,1,NA,2,NA,NA,NA
"296","Marcelo de Araújo Pitaluga Filho","marcelo-pitaluga","Marcelo Pitaluga ","https://s.glbimg.com/es/sde/f/2020/08/31/3c7ecdf87a233a597f39b95d57c610db_FORMATO.png",101478,9,266,"gol","Nulo",0,2,0,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"297","Edilson Borba de Aquino","orinho","Orinho","https://s.glbimg.com/es/sde/f/2020/08/11/15687cfb7561b9508632e075138d3bfc_FORMATO.png",95542,9,266,"lat","Nulo",0,4,0,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"298","Odair Hellmann","odair-hellmann","Odair Hellmann","https://s.glbimg.com/es/sde/f/2020/07/19/059642474c6a0cb2fa9acebfe933df26_FORMATO.png",92273,9,266,"tec","Provável",3.89,8.83,0.29,3.21,9,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"299","Thiago Ferreira Lopes","thiago-lopes","Thiago Lopes","https://s.glbimg.com/es/sde/f/2020/03/03/b788fe92546ae0ee21f6330f4aa7ad45_FORMATO.png",92225,9,294,"mei","Nulo",0,3,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"300","Caio Fernando de Oliveira","caio-paulista","Caio Paulista","https://s.glbimg.com/es/sde/f/2020/08/11/27269e07edef29d7ef1df8bb3900da5a_FORMATO.png",102318,9,266,"ata","Nulo",0.9,3.31,-0.26,1.43,3,"Fluminense",5,2,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"301","Osvaldo Lourenço Filho","osvaldo","Osvaldo","https://s.glbimg.com/es/sde/f/2019/03/22/cf67516d72742aa5e48694567a33d6b6_FORMATO.png",42222,9,356,"ata","Provável",-1.3,4.66,-1.01,1.63,9,"Fortaleza",9,6,1,5,6,NA,1,50,1,NA,NA,NA,1,NA,1,NA,NA,NA
"302","Eduardo Germán Coudet","eduardo-coudet","Eduardo Coudet","https://s.glbimg.com/es/sde/f/2020/07/19/4514b24c3a8147be213e4e8d4297a97c_FORMATO.png",94853,9,285,"tec","Provável",7.34,13.29,0.97,4.68,9,"Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"303","Cleiton Schwengber","cleiton","Cleiton","https://s.glbimg.com/es/sde/f/2020/08/11/56999db7c665007bbfe8c1e1b0e76f8d_FORMATO.png",93882,9,280,"gol","Dúvida",-3.7,0.77,0,-1.56,9,"Bragantino",NA,NA,NA,NA,2,NA,NA,70,NA,NA,5,14,NA,NA,NA,NA,NA,NA
"304","Matheus Antonio Souza dos Santos","matheus-pato","Matheus Pato","https://s.glbimg.com/es/sde/f/2020/02/27/cfc13c70b277f0c5b63a5534f08fad66_FORMATO.png",92290,9,266,"ata","Nulo",0,2,0,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"305","Marcelo Boeck","marcelo-boeck","Marcelo Boeck","https://s.glbimg.com/es/sde/f/2019/03/22/4b4e1c64603c84d346f4ba4ad46fb562_FORMATO.png",37788,9,356,"gol","Nulo",0,4,0,0,0,"Fortaleza",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"306","Wesley Frazan Bernardo","frazan","Frazan","https://s.glbimg.com/es/sde/f/2020/08/31/26157eb4d01c29438f7335acae2d0a72_FORMATO.png",97528,9,266,"zag","Contundido",0,3,0,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"307","David Correa da Fonseca","david","David","https://s.glbimg.com/es/sde/f/2020/03/06/c5ae2181227b8ce1cfaa3ff33c7d8ac0_FORMATO.png",90309,9,356,"ata","Provável",-1.2,2.83,-0.32,0.74,9,"Fortaleza",10,23,NA,8,12,NA,5,28,2,NA,NA,NA,1,NA,NA,NA,NA,NA
"308","Roger de Carvalho","roger-carvalho","Roger Carvalho","https://s.glbimg.com/es/sde/f/2019/08/16/d8515ccddc1f7af2e574aa804762157c_FORMATO.png",51415,9,356,"zag","Contundido",0,4,0,0,0,"Fortaleza",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"309","Wanderley de Jesus Sousa","derley","Derley","https://s.glbimg.com/es/sde/f/2019/03/22/38fbbc852eaf7ac63811890c98f9ee2a_FORMATO.png",60791,9,356,"mei","Nulo",0,4.2,0,1.8,1,"Fortaleza",1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"310","Fernando José Pacheco Rivas","fernando-pacheco","Fernando Pacheco","https://s.glbimg.com/es/sde/f/2020/08/11/0f3de4bf496db9970fd66f13146a40a4_FORMATO.png",98740,9,266,"ata","Dúvida",0.5,2.66,0.06,0.12,5,"Fluminense",2,3,NA,1,2,NA,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"311","Weverton Guilherme da Silva Souza","weverton","Weverton","https://s.glbimg.com/es/sde/f/2020/07/28/98ed816e6bc98070a63fcc74d25eca77_FORMATO.png",104625,9,280,"lat","Contundido",0,1.19,0,0.1,3,"Bragantino",1,1,NA,1,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"312","Paulo Marcos de Jesus Ribeiro","paulao","Paulão","https://s.glbimg.com/es/sde/f/2019/11/14/7b85c924694c25ac9829f4379ef2b451_FORMATO.png",63172,9,356,"zag","Provável",4.3,2.96,0.3,1.75,9,"Fortaleza",13,12,NA,1,1,NA,2,26,2,3,NA,NA,NA,NA,NA,NA,NA,NA
"313","Max Walef Araújo da Silva","max-walef","Max Walef","https://s.glbimg.com/es/sde/f/2019/03/22/a9f9fc2677cbf0f365db6054f150935d_FORMATO.png",84338,9,356,"gol","Nulo",0,2,0,0,0,"Fortaleza",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"314","Bruno Nunes de Barros","bruno-tubarao","Bruno Tubarão","https://s.glbimg.com/es/sde/f/2020/07/28/463ff91ecdd216754f963fbe0244e831_FORMATO.png",93637,9,280,"mei","Nulo",1.1,1.88,0.3,0.66,8,"Bragantino",8,6,1,2,3,NA,NA,20,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"315","Tomás Esteban Cuello","cuello","Cuello","https://s.glbimg.com/es/sde/f/2020/07/28/1eeacbdffc5dd751f52728c41e6c3146_FORMATO.png",98909,9,280,"mei","Nulo",0,2,0,0,0,"Bragantino",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"316","Guilherme de Jesus da Silva","tinga","Tinga","https://s.glbimg.com/es/sde/f/2019/03/22/fa74caf8029ce11e791edd0d7fc03025_FORMATO.png",82628,9,356,"lat","Nulo",7.7,6.93,0.63,4.74,5,"Fortaleza",12,3,NA,NA,3,NA,NA,63,NA,2,NA,NA,1,NA,1,NA,NA,NA
"317","Luan Cândido de Almeida","luan-candido","Luan Cândido","https://s.glbimg.com/es/sde/f/2020/07/28/6e72b464ec47e25ee0d33c043677901a_FORMATO.png",100848,9,280,"lat","Nulo",0,2,0,0,0,"Bragantino",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"318","Paulo Roberto Valoura Júnior","juninho","Juninho","https://s.glbimg.com/es/sde/f/2019/09/03/f3c44a346794fb67a9084ef89211cd1c_FORMATO.png",71937,9,356,"mei","Provável",2.1,3.04,-0.64,1.68,8,"Fortaleza",14,15,1,8,9,1,NA,72,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"319","Luiz Antonio Ferreira Rodrigues","felipe","Felipe","https://s.glbimg.com/es/sde/f/2019/03/22/4ef6aa2bd0c3f910bdb023b63225bec1_FORMATO.png",91733,9,356,"mei","Suspenso",-3.5,4.18,-1.01,2.08,9,"Fortaleza",25,15,1,2,17,NA,NA,41,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"320","Éderson Alves Ribeiro Silva","ederson","Éderson","https://s.glbimg.com/es/sde/f/2019/03/22/24b700fe4f2c7138597131364bc2d2d4_FORMATO.png",73446,9,356,"ata","Nulo",0,2.59,0,-0.8,2,"Fortaleza",NA,2,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"321","José Edson Barros da Silva","edson-carius","Edson Cariús","https://s.glbimg.com/es/sde/f/2020/03/06/a912afd225813af94fe04dd912cdb701_FORMATO.png",91750,9,356,"ata","Nulo",0,3.21,0,0.7,1,"Fortaleza",NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"322","Claudio Luiz Rodrigues Parisi Leonel","claudinho","Claudinho","https://s.glbimg.com/es/sde/f/2020/07/28/552853b4ec9d01e9cfe52d7863da96fd_FORMATO.png",92630,9,280,"ata","Provável",-4.1,12.68,-2.14,5.53,8,"Bragantino",16,6,4,6,14,3,1,78,1,NA,NA,NA,1,NA,NA,NA,NA,1
"323","Victor Hugo Santana Carvalho","vitinho","Vitinho","https://s.glbimg.com/es/sde/f/2020/07/28/51d0ea8bb18b7deb239ab41038d9cf2a_FORMATO.png",95770,9,280,"mei","Contundido",0,3,0,0,0,"Bragantino",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"324","Philip Luiz Soares da Silva","philip","Philip","https://s.glbimg.com/es/sde/f/2020/07/19/d35545c86a24c04675e015ea4e5c9a34_FORMATO.png",73758,9,292,"mei","Nulo",0,1.38,0,-0.4,1,"Sport",NA,1,NA,NA,1,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"325","Carlos Emiliano Pereira","carlinhos","Carlinhos","https://s.glbimg.com/es/sde/f/2019/03/22/7da6584b8edbee8649acb25931c97e1e_FORMATO.png",63194,9,356,"lat","Dúvida",6.2,6.7,1.37,3.45,4,"Fortaleza",9,6,NA,NA,4,NA,NA,22,1,2,NA,NA,NA,NA,NA,NA,NA,NA
"326","Matheus Bonifácio Saldanha Marinho","saldanha","Saldanha","https://s.glbimg.com/es/sde/f/2020/07/16/61b9f7b4e75ec5b35b48d42b3b848e54_FORMATO.png",107088,9,265,"ata","Nulo",0,1.35,0,0.38,6,"Bahia",NA,3,1,4,1,NA,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"327","Alisson Euler de Freitas Castro","alisson","Alisson","https://s.glbimg.com/es/sde/f/2018/05/18/eeeced6e37969b2b8161eb83c56d069e_FORMATO.png",81845,9,284,"mei","Nulo",11.3,12.72,1.3,6.61,8,"Grêmio",16,5,10,7,19,1,2,77,NA,NA,NA,NA,2,NA,1,NA,NA,NA
"328","Thonny Anderson da Silva Carvalho","thonny-anderson","Thonny Anderson","https://s.glbimg.com/es/sde/f/2020/07/28/50ffd2282fd3da3693e850891d65327e_FORMATO.png",101484,9,280,"mei","Nulo",0,6,0,0,0,"Bragantino",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"329","Jackson de Souza","jackson","Jackson","https://s.glbimg.com/es/sde/f/2020/03/06/d22e844f59f83a532bc261ec38a55da4_FORMATO.png",70934,9,356,"zag","Contundido",0,3.81,0,1.58,5,"Fortaleza",8,5,NA,1,4,NA,NA,14,2,1,NA,NA,NA,NA,NA,NA,NA,NA
"330","Bruno Ferreira Melo","bruno-melo","Bruno Melo","https://s.glbimg.com/es/sde/f/2020/03/06/88d17bd8903f1e821665cdd49c0bf7d9_FORMATO.png",84339,9,356,"lat","Dúvida",0,4.08,0,2.47,7,"Fortaleza",8,11,2,1,4,1,2,34,2,2,NA,NA,NA,NA,NA,NA,NA,NA
"331","Marcos Vinícius Sousa Natividade","marquinhos","Marquinhos","https://s.glbimg.com/es/sde/f/2020/02/27/636794bd55317612f53a95fc4663618f_FORMATO.png",102292,9,292,"ata","Provável",3.2,6.77,-0.51,3.87,9,"Sport",18,11,NA,4,39,1,NA,44,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"332","Leonardo Javier Realpe Montaño","realpe","Realpe","https://s.glbimg.com/es/sde/f/2020/07/28/b2e83687d1e3ee5357f4fde25603a389_FORMATO.png",106299,9,280,"zag","Provável",0,2.95,-0.32,0.5,3,"Bragantino",4,1,NA,1,NA,NA,NA,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"333","Luis Otavio Bonilha de Oliveira Santos","nene-bonilha","Nenê Bonilha","https://s.glbimg.com/es/sde/f/2020/03/06/40e51b15a020287ac0c09403de6a9214_FORMATO.png",73608,9,356,"mei","Nulo",0,3,0,0,0,"Fortaleza",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"334","Rodrigo Oliveira Lindoso","rodrigo-lindoso","Rodrigo Lindoso","https://s.glbimg.com/es/sde/f/2020/02/27/bc31f941c1bb5d6c26ada24af71bcf45_FORMATO.png",72362,9,285,"mei","Nulo",0,4.59,0,1.52,6,"Internacional",13,16,1,NA,NA,NA,NA,21,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"335","Eduardo Gabriel Aquino Cossa","pepe","Pepê","https://s.glbimg.com/es/sde/f/2018/07/31/21dbd08feda4a4caf00ffc5fe75ec14b_FORMATO.png",91201,9,284,"ata","Nulo",0,13.86,0,7.03,6,"Grêmio",8,3,6,5,13,2,1,25,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"336","Thalles Gabriel Morais dos Reis","thalles","Thalles","https://s.glbimg.com/es/sde/f/2020/08/26/29ed45b9104e691d2e12cd4ecb6bbd0b_FORMATO.jpeg",95222,9,290,"mei","Nulo",0,3.27,0,0.7,1,"Goiás",1,NA,NA,NA,1,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
