"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","CV","DD","FS","GS","PI","SG","CA","DS","FC","FD","FF","FT","G","I","A","GC","DP","PP"
"291","Danilo Fernandes Batista","danilo-fernandes","Danilo Fernandes","https://s.glbimg.com/es/sde/f/2020/02/27/d6d33f8f9a956799465c508d4d9e4263_FORMATO.png",69051,38,285,"gol","Contundido",0,4.43,0,1.4,1,"285",NA,1,1,1,11,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"292","Gustavo Raúl Gómez Portillo","gustavo-gomez","Gustavo Gómez","https://s.glbimg.com/es/sde/f/2020/03/09/d8945e5024344014b96d64adab91f4da_FORMATO.png",71684,38,275,"zag","Nulo",0,10.99,0,3.32,19,"275",1,NA,18,NA,61,7,3,35,25,2,5,NA,1,11,1,NA,NA,NA
"293","Rodrigo Dourado Cunha","rodrigo-dourado","Rodrigo Dourado","https://s.glbimg.com/es/sde/f/2020/02/27/12e542636d28c0dc887fe6ae967dbe52_FORMATO.png",78865,38,285,"mei","Provável",-0.7,4.93,-0.97,2.72,19,"285",NA,NA,19,NA,58,NA,3,37,25,1,2,1,3,1,NA,NA,NA,NA
"294","Fernando Miguel Kaufmann","fernando-miguel","Fernando Miguel","https://s.glbimg.com/es/sde/f/2020/08/17/6ea9f38df22592d8e7f2b5f53082c931_FORMATO.png",71571,38,267,"gol","Provável",-4.4,6.95,-1.5,2.02,33,"267",NA,30,6,48,242,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
"295","José Rafael Vivian","ze-rafael","Zé Rafael","https://s.glbimg.com/es/sde/f/2020/03/09/ada4c949fbe8a7d69336cf1ccd4ad0e9_FORMATO.png",82455,38,275,"mei","Provável",1.4,8.86,0.03,2.67,23,"275",2,NA,46,NA,73,NA,5,39,41,5,13,NA,2,NA,3,NA,NA,NA
"296","Edenílson Andrade Dos Santos","edenilson","Edenílson","https://s.glbimg.com/es/sde/f/2020/02/27/dab4d223e4d736b3877f27a6b24a7a0e_FORMATO.png",63289,38,285,"mei","Provável",3,9.04,-0.96,3.41,33,"285",NA,NA,33,NA,245,NA,6,56,44,10,16,1,6,4,5,NA,NA,NA
"297","Caio Fernando de Oliveira","caio-paulista","Caio Paulista","https://s.glbimg.com/es/sde/f/2020/08/11/27269e07edef29d7ef1df8bb3900da5a_FORMATO.png",102318,38,266,"ata","Nulo",0,3.6,-0.08,1.76,23,"266",1,NA,16,NA,50,NA,1,16,12,2,6,NA,3,4,1,NA,NA,NA
"298","Germán Ezequiel Cano","cano","Cano","https://s.glbimg.com/es/sde/f/2020/08/17/9596d26050cf4d5c6dfba8dbd7af4da9_FORMATO.png",79631,38,267,"ata","Provável",11.1,14.28,1.7,4.78,32,"267",NA,NA,22,NA,83,NA,NA,14,28,22,21,1,14,16,1,NA,NA,1
"299","Thiago Galhardo do Nascimento Rocha","thiago-galhardo","Thiago Galhardo","https://s.glbimg.com/es/sde/f/2020/02/27/58765e09575aeed485460352a0980dad_FORMATO.png",71844,38,285,"mei","Nulo",2.1,17.09,-0.13,6.8,29,"285",1,NA,40,NA,123,NA,4,23,24,19,24,NA,17,16,5,NA,NA,1
"300","Hernane Vidal Souza","hernane","Hernane","https://s.glbimg.com/es/sde/f/2020/02/27/c02ceae587d8a1531bebb801e8072417_FORMATO.png",72386,38,292,"ata","Nulo",0,2.85,0,1.35,22,"292",NA,NA,31,NA,22,NA,2,5,10,1,4,NA,2,NA,NA,NA,NA,NA
"301","Rodrigo Modesto da Silva Moledo","rodrigo-moledo","Rodrigo Moledo","https://s.glbimg.com/es/sde/f/2020/02/27/887c825f63637b345d17570bf49d66fa_FORMATO.png",63354,38,285,"zag","Contundido",0,7.37,0,4.04,18,"285",1,NA,25,NA,31,9,3,26,13,1,1,NA,1,NA,NA,NA,NA,NA
"302","Marcelo Boeck","marcelo-boeck","Marcelo Boeck","https://s.glbimg.com/es/sde/f/2019/03/22/4b4e1c64603c84d346f4ba4ad46fb562_FORMATO.png",37788,38,356,"gol","Nulo",0,4,0,0,0,"356",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"303","Tadeu Antônio Ferreira","tadeu","Tadeu","https://s.glbimg.com/es/sde/f/2020/08/26/cf01a937d465c1d2b6417bf927da94c7_FORMATO.jpeg",82453,38,290,"gol","Provável",5.7,8.84,0.96,3.05,27,"290",NA,40,9,48,253,7,2,1,2,1,NA,NA,NA,NA,NA,NA,1,NA
"304","Rodrigo Oliveira Lindoso","rodrigo-lindoso","Rodrigo Lindoso","https://s.glbimg.com/es/sde/f/2020/02/27/bc31f941c1bb5d6c26ada24af71bcf45_FORMATO.png",72362,38,285,"mei","Nulo",1.4,3.79,0.06,0.65,30,"285",NA,NA,18,NA,102,NA,6,42,41,3,4,NA,NA,NA,1,NA,NA,NA
"305","Marcelo Lomba do Nascimento","marcelo-lomba","Marcelo Lomba","https://s.glbimg.com/es/sde/f/2020/02/27/ff4cfd7c9d5ee3bf7c1f281c6a05c147_FORMATO.png",68872,38,285,"gol","Provável",4.6,8.78,1.38,1.15,37,"285",NA,20,3,34,394,15,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"306","Filipe Cândido da Trindade","filipe-trindade","Filipe Trindade","https://s.glbimg.com/es/sde/f/2020/08/26/7532e21446b6281f1eb1d1a3d9e2a803_FORMATO.jpeg",105341,38,290,"mei","Nulo",0,2,0,0,0,"290",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"307","Emerson Raymundo Santos","emerson-santos","Emerson Santos","https://s.glbimg.com/es/sde/f/2020/02/28/4d5c465a6fd405b025d4ca76e81d24a1_FORMATO.png",86972,38,275,"zag","Nulo",0,3.59,0,2.87,9,"275",NA,NA,5,NA,51,5,3,12,13,2,2,NA,NA,NA,NA,NA,NA,NA
"308","Mayke Rocha de Oliveira","mayke","Mayke","https://s.glbimg.com/es/sde/f/2019/01/14/44f0336a3733e2e3fb4fccc9cf275f3a_FORMATO.jpeg",81150,38,275,"lat","Nulo",0,5.14,0,2.16,16,"275",1,NA,10,NA,75,4,2,32,14,NA,2,NA,NA,1,NA,NA,NA,NA
"309","Rodinei Marcelo de Almeida","rodinei","Rodinei","https://s.glbimg.com/es/sde/f/2020/02/27/001cd019cd767eafa0c877ae4f8a27ab_FORMATO.png",73992,38,285,"lat","Suspenso",0,4.37,0,2.06,23,"285",1,NA,25,NA,174,6,5,37,30,3,1,2,NA,NA,1,NA,NA,NA
"310","Júlio César Jacobi","julio-cesar","Júlio César","https://s.glbimg.com/es/sde/f/2019/08/16/e0a4857e8a29ebeabcb5c38571b22ce2_FORMATO.png",49673,38,284,"gol","Dúvida",4.7,3.9,-0.1,4.7,1,"284",NA,2,NA,1,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"311","Víctor Leandro Cuesta","victor-cuesta","Víctor Cuesta","https://s.glbimg.com/es/sde/f/2020/02/27/add8047ee0515010dccf6e0d204c3bb0_FORMATO.png",79113,38,285,"zag","Provável",10.6,11.77,1.31,3.07,35,"285",NA,NA,29,NA,238,15,9,56,40,4,4,1,1,NA,1,NA,NA,NA
"312","Marcos Guilherme de Almeida Santos Matos","marcos-guilherme","Marcos Guilherme ","https://s.glbimg.com/es/sde/f/2020/02/27/cface4b2faa10e1c22eb8e5dfb7971ad_FORMATO.png",83266,38,285,"mei","Nulo",0,3.18,0,0.63,27,"285",NA,NA,12,NA,58,NA,2,19,23,4,6,1,NA,8,1,NA,NA,NA
"313","Gustavo Henrique Furtado Scarpa","gustavo-scarpa","Gustavo Scarpa","https://s.glbimg.com/es/sde/f/2019/10/03/47c21ed885c76c65fecede59c0ecf1e0_FORMATO.png",87999,38,275,"mei","Provável",3.2,6.07,0.03,2.37,20,"275",NA,NA,25,NA,136,NA,2,13,14,12,14,1,1,NA,2,NA,NA,NA
"314","Ronielson da Silva Barbosa","rony","Rony","https://s.glbimg.com/es/sde/f/2020/02/28/084ca5caaf485fd3cbf303cda6bbd8bf_FORMATO.png",91607,38,275,"ata","Nulo",0,9.25,0,3.27,18,"275",NA,NA,26,NA,74,NA,2,23,35,11,14,NA,4,9,NA,NA,NA,NA
"315","Gabriel Boschilia","boschilia","Boschilia","https://s.glbimg.com/es/sde/f/2020/02/27/dbeea99042dc47fc247d3a724d62602b_FORMATO.png",86841,38,285,"mei","Contundido",0,8.45,0,3.81,13,"285",NA,NA,14,NA,92,NA,2,40,24,9,5,NA,1,NA,1,NA,NA,NA
"316","Bruno Gomes da Silva Clevelário","bruno-gomes","Bruno Gomes","https://s.glbimg.com/es/sde/f/2020/08/17/76089d8528afa499ba3467eaa5e1b180_FORMATO.png",106202,38,267,"mei","Provável",2,3.01,-0.07,1.12,21,"267",2,NA,48,NA,76,NA,4,40,37,1,3,NA,NA,NA,NA,NA,NA,NA
"317","David Sousa Albino","david-sousa","David Sousa","https://s.glbimg.com/es/sde/f/2020/07/20/89a6c2853815cf3c62e0743e90ba3ee3_FORMATO.png",107509,38,263,"zag","Provável",3.7,1.47,-0.12,0.9,10,"263",NA,NA,1,NA,15,1,1,9,8,1,1,NA,NA,NA,NA,NA,NA,NA
"318","José Gabriel dos Santos Silva","ze-gabriel","Zé Gabriel","https://s.glbimg.com/es/sde/f/2020/02/28/406d8a9fc74d962738e649a8e390169e_FORMATO.png",105902,38,285,"mei","Nulo",0,2.56,0,1.17,22,"285",2,NA,18,NA,93,NA,1,46,19,NA,2,NA,NA,NA,NA,NA,NA,NA
"319","Matías Nicolás Viña Susperreguy","vina","Viña","https://s.glbimg.com/es/sde/f/2020/02/28/444cc845fe792b0fdd234c579e4c31de_FORMATO.png",98974,38,275,"lat","Nulo",0,9.69,0,5.09,19,"275",NA,NA,24,NA,146,7,4,57,26,3,10,NA,1,2,2,NA,NA,NA
"320","Patric Cabral Lalau","patric","Patric","https://s.glbimg.com/es/sde/f/2020/07/20/8da72cb158360ebe2e1e03b6c12b81dd_FORMATO.png",60969,38,292,"lat","Provável",0,7.69,-0.8,2.41,34,"292",1,NA,38,NA,321,6,3,48,41,7,18,1,1,10,5,1,NA,NA
"321","Raphael Cavalcante Veiga","raphael-veiga","Raphael Veiga","https://s.glbimg.com/es/sde/f/2020/10/05/eba17da38b8f96bc0a8b648fa5aa7acc_FORMATO.png",94509,38,275,"mei","Nulo",0,8.51,0,4.41,21,"275",NA,NA,31,NA,113,NA,3,18,23,7,14,NA,8,1,1,NA,NA,NA
"322","Natanael Batista Pimenta","natanael","Natanael","https://s.glbimg.com/es/sde/f/2020/09/12/e3f2361fc0584d13ce3b65e8673cf1e6_FORMATO.png",86264,38,373,"lat","Nulo",0,4.33,0,3.79,17,"373",NA,NA,15,NA,148,4,1,32,11,3,5,NA,2,3,1,NA,NA,NA
"323","Vinicius Silvestre da Costa","vinicius-silvestre","Vinicius Silvestre","https://s.glbimg.com/es/sde/f/2020/02/28/c700e89cfd0aa09a1bc96945a20848f3_FORMATO.png",85083,38,275,"gol","Dúvida",7.3,3.57,0.57,7.3,1,"275",NA,3,NA,2,17,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"324","Gabriel Barbosa Almeida","gabriel","Gabriel","https://s.glbimg.com/es/sde/f/2020/07/21/6604f523718cb7a1b17424add935b9b8_FORMATO.png",83257,38,262,"ata","Provável",-0.6,12,-1.69,5.97,24,"Flamengo",1,NA,32,NA,110,NA,3,8,10,20,31,1,13,18,NA,NA,NA,NA
"325","José Joaquim de Carvalho","zeca","Zeca","https://s.glbimg.com/es/sde/f/2020/08/26/44eafed43db0f7d9f5ef802ee7efa7aa_FORMATO.jpeg",94976,38,290,"ata","Nulo",0,0.75,0,-1.07,3,"290",NA,NA,NA,NA,2,NA,1,1,3,NA,NA,NA,NA,1,NA,NA,NA,NA
"326","Daniel de Sousa Brito","daniel","Daniel","https://s.glbimg.com/es/sde/f/2020/02/27/222ec98ac489a4b1ce5063bdde3d208e_FORMATO.png",96468,38,285,"gol","Nulo",0,2.4,0,4.8,1,"285",NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"327","Alexander Silva de Lucena","alexander","Alexander","https://s.glbimg.com/es/sde/f/2020/08/17/04dabf6e989b05faa5971fc2517b259a_FORMATO.png",105553,38,267,"gol","Nulo",0,3,0,0,0,"267",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"328","Giorgian Daniel de Arrascaeta Benedetti","arrascaeta","Arrascaeta","https://s.glbimg.com/es/sde/f/2020/07/21/6ad752ca6185d76358f944dab95130fd_FORMATO.png",87863,38,262,"mei","Provável",6.2,17.87,-1.46,6.45,26,"Flamengo",NA,NA,35,NA,278,NA,NA,46,18,20,19,2,7,NA,8,NA,NA,NA
"329","Renzo Saravia","saravia","Saravia","https://s.glbimg.com/es/sde/f/2020/03/02/2adf4c12427d0fca9fe94f89118bd866_FORMATO.png",96725,38,285,"lat","Contundido",0,18.78,0,7.96,8,"285",NA,NA,15,NA,56,5,1,37,12,1,2,NA,NA,NA,1,NA,NA,NA
"330","Marcos Antônio Almeida Silva","marcao-silva","Marcão Silva","https://s.glbimg.com/es/sde/f/2020/02/27/79ca1f19561511f316107b776b58d2e4_FORMATO.png",78856,38,292,"mei","Provável",2.1,4.36,0.69,1.58,24,"292",NA,NA,17,NA,37,NA,8,49,46,NA,9,NA,2,NA,NA,NA,NA,NA
"331","Antônio Josenildo Rodrigues de Oliveira","rodrigues","Rodrigues","https://s.glbimg.com/es/sde/f/2018/08/09/e6b3f5b4c7922f94ca18791b3af1f390_FORMATO.png",91251,38,284,"zag","Provável",2,2.58,0.29,1.71,21,"284",NA,NA,13,NA,89,5,3,17,7,1,7,NA,NA,2,NA,NA,NA,NA
"332","Patrick de Paula Carreiro","patrick-de-paula","Patrick de Paula","https://s.glbimg.com/es/sde/f/2020/03/09/a9c14c249329965a83e2f3b2bda2642b_FORMATO.png",107172,38,275,"mei","Nulo",0,6.27,0,3.55,22,"275",NA,NA,25,NA,109,NA,2,45,26,9,14,2,2,1,1,NA,NA,NA
"333","Heitor Rodrigues da Fonseca","heitor","Heitor","https://s.glbimg.com/es/sde/f/2020/02/27/46ea70366228afe849358bbedd6c18e1_FORMATO.png",104649,38,285,"lat","Provável",10.4,6.5,1.17,5.18,12,"285",1,NA,17,NA,86,4,3,35,13,2,3,NA,NA,NA,4,NA,NA,NA
"334","Matheus Rezende Assis","rezende","Rezende","https://s.glbimg.com/es/sde/f/2020/08/26/906a80a770a2e18eff41f8425cbd887a_FORMATO.jpeg",93798,38,290,"mei","Nulo",0,1,0,0,0,"290",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"335","Gabriel Vinícius Menino","gabriel-menino","Gabriel Menino","https://s.glbimg.com/es/sde/f/2020/01/20/119d338ee09aacf08faae33fa7047de7_FORMATO.png",103767,38,275,"mei","Nulo",0,6.26,0,3.08,23,"275",NA,NA,46,NA,181,NA,8,53,37,5,18,NA,NA,6,6,NA,NA,NA
"336","Jefferson Junio Antônio da Silva","jefferson","Jefferson","https://s.glbimg.com/es/sde/f/2020/08/26/1b4ff7917a54d469be132fbe58592256_FORMATO.jpeg",95220,38,290,"lat","Provável",2.3,5.85,-0.7,3.07,24,"290",1,NA,20,NA,204,9,2,50,22,1,7,NA,1,2,NA,1,NA,NA
"337","Hugo de Souza Nogueira","hugo-souza","Hugo Souza","https://s.glbimg.com/es/sde/f/2020/07/21/8797280aa7931393c0b38693520e8195_FORMATO.png",101574,38,262,"gol","Provável",-4.3,1.8,-0.42,2.34,20,"Flamengo",NA,19,2,24,123,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"338","Martín Nicolás Sarrafiore","sarrafiore","Sarrafiore","https://s.glbimg.com/es/sde/f/2020/09/17/8f1169f09495acbeed3fec9bcfc07aa0_FORMATO.png",101315,38,294,"mei","Provável",1.2,2.91,0.04,2.19,16,"Coritiba",NA,NA,11,NA,59,NA,3,17,13,4,14,NA,1,NA,NA,NA,1,NA
"339","Bruno Henrique Pinto","bruno-henrique","Bruno Henrique","https://s.glbimg.com/es/sde/f/2020/07/21/c6deeaacd987fda728f5e5cb9a7d733c_FORMATO.png",90285,38,262,"ata","Provável",8.9,13.76,0.66,5.27,29,"Flamengo",NA,NA,67,NA,170,NA,10,39,55,17,26,4,9,12,6,NA,NA,1
"340","Keiller da Silva Nunes","keiller","Keiller","https://s.glbimg.com/es/sde/f/2020/02/27/4d3e8df7f1ee40580d75e33e752dcff2_FORMATO.png",93834,38,285,"gol","Nulo",0,2,0,0,0,"285",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"341","Cristiano da Silva Vidal","vidal","Vidal","https://s.glbimg.com/es/sde/f/2020/07/19/36c40558e9926c8e0a5f84347d08142e_FORMATO.png",95540,38,290,"lat","Nulo",0,1.43,0,-0.7,1,"290",NA,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"342","Wesley Ribeiro Silva","wesley","Wesley","https://s.glbimg.com/es/sde/f/2020/03/09/a109fbcc7f3230d816eba0d842c3c2fd_FORMATO.png",105811,38,275,"ata","Nulo",5.4,5.79,0.85,4.33,15,"275",NA,NA,26,NA,52,NA,2,17,16,9,11,3,2,5,2,NA,NA,NA
"343","Maycon Vinícius Ferreira da Cruz","nikao","Nikão","https://s.glbimg.com/es/sde/f/2019/03/30/e389d21dd5909e815633dfb6c0fffca7_FORMATO.png",69705,38,293,"mei","Provável",10,10.18,1.45,2.3,25,"293",NA,NA,55,NA,181,NA,5,16,35,12,15,2,2,10,4,NA,NA,1
"344","Pedro Henrique Alves Santana","pedro-henrique","Pedro Henrique","https://s.glbimg.com/es/sde/f/2020/02/27/f05e34f440e1b9e862786629262340fa_FORMATO.png",105840,38,285,"zag","Nulo",0,0.77,0,-1,1,"285",NA,NA,1,NA,7,NA,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA
"345","Igor Matheus Liziero Pereira ","liziero","Liziero","https://s.glbimg.com/es/sde/f/2019/04/01/8423e58431d29d7700ba477367f59b3f_FORMATO.png",100761,38,276,"mei","Contundido",0,4.4,0,1.02,5,"276",NA,NA,4,NA,44,NA,1,9,7,2,2,NA,NA,NA,NA,NA,NA,NA
"346","Gabriel Veron Fonseca de Souza","gabriel-veron","Gabriel Veron","https://s.glbimg.com/es/sde/f/2020/01/20/4d926ee7edebf4a6823049ca2eb242a7_FORMATO.png",103764,38,275,"ata","Nulo",-1.2,5.46,-2.11,3.35,18,"275",NA,NA,14,NA,57,NA,1,24,18,2,4,NA,4,3,2,NA,NA,NA
"347","João Lucas Souza Cardoso","johnny","Johnny ","https://s.glbimg.com/es/sde/f/2020/02/27/fd6f78bc8647dd5e9fc9090d28654546_FORMATO.png",106002,38,285,"mei","Nulo",0,2,0,1.31,13,"285",NA,NA,6,NA,27,NA,NA,16,4,1,2,NA,NA,NA,NA,NA,NA,NA
"348","Lucas Esteves de Souza","esteves","Esteves","https://s.glbimg.com/es/sde/f/2019/07/08/cd984c932e6f6d7e51df1e0963c5513e_FORMATO.jpeg",100846,38,275,"lat","Provável",1.6,1.73,-0.41,1,7,"275",NA,NA,4,NA,35,2,2,6,10,1,1,NA,NA,1,NA,NA,NA,NA
"349","Rafael Thyere de Albuquerque Marques","rafael-thyere","Rafael Thyere","https://s.glbimg.com/es/sde/f/2020/02/27/cd5877e8c279581d18c1826dd364a279_FORMATO.png",83048,38,292,"zag","Provável",0,3.09,0.62,1.5,9,"292",NA,NA,3,NA,25,4,2,5,3,NA,NA,NA,NA,NA,NA,1,NA,NA
"350","Marcos da Silva França","keno","Keno","https://s.glbimg.com/es/sde/f/2020/08/31/1c7eb530ff0944a5fb26c266c76aac9c_FORMATO.png",86485,38,282,"ata","Provável",11.4,14.75,1.24,6.55,29,"282",NA,NA,52,NA,275,NA,4,46,34,29,31,4,10,24,7,NA,NA,1
"351","Marcos Luis Rocha Aquino","marcos-rocha","Marcos Rocha","https://s.glbimg.com/es/sde/f/2020/03/09/ebc79a97a8840c38c63b16446a1c84b5_FORMATO.png",63013,38,275,"lat","Provável",0,7.71,0,3.34,19,"275",NA,NA,14,NA,166,6,2,51,20,NA,1,NA,NA,NA,1,NA,NA,NA
"352","Ronaldo Henrique Silva","ronaldo-silva","Ronaldo Silva","https://s.glbimg.com/es/sde/f/2020/07/19/6262a00677d1041e87f100faa6c04f45_FORMATO.png",71640,38,292,"ata","Nulo",0,0.81,0,-2.2,3,"292",1,NA,NA,NA,3,NA,1,1,1,1,NA,NA,NA,2,NA,NA,NA,NA
"353","Vanderlei Luxemburgo da Silva","vanderlei-luxemburgo","Vanderlei Luxemburgo","https://s.glbimg.com/es/sde/f/2020/12/31/a8308071841710b7b43c3c0f28ff6113_FORMATO.png",41327,38,267,"tec","Provável",5.19,10.33,-0.02,3.34,25,"267",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"354","Roberto Pimenta Vinagre Filho","betinho","Betinho","https://s.glbimg.com/es/sde/f/2020/02/27/d7282d39e0f03cd1978cb07173ea3ead_FORMATO.png",82876,38,292,"mei","Provável",0.6,4.19,0.2,1.55,23,"292",NA,NA,26,NA,121,NA,5,54,42,1,7,NA,NA,NA,1,NA,NA,NA
"355","Carlos Andrés Sánchez Arcosa","carlos-sanchez","Carlos Sánchez","https://s.glbimg.com/es/sde/f/2020/03/09/dcd863bb1e191c65dfdeac7713a01704_FORMATO.png",81677,38,277,"mei","Contundido",0,5.65,0,1.66,12,"Santos",NA,NA,18,NA,98,NA,1,15,11,6,7,NA,NA,1,1,NA,NA,1
"356","Daniel Alves da Silva","daniel-alves","Daniel Alves","https://s.glbimg.com/es/sde/f/2020/03/09/9996d55cd79f9deac2e370cbb20e3d36_FORMATO.png",38939,38,276,"mei","Provável",4.8,10.6,-0.43,1.91,25,"276",NA,NA,51,NA,294,NA,9,50,55,8,19,1,1,7,3,NA,NA,NA
"357","Leandro Castan da Silva","leandro-castan","Leandro Castan","https://s.glbimg.com/es/sde/f/2020/08/17/49c8817c8d46dc60dc7ed4af79fa9953_FORMATO.png",38505,38,267,"zag","Provável",1.5,11.65,-1.45,2.67,27,"267",1,NA,25,NA,107,8,3,52,26,1,1,NA,NA,NA,NA,NA,NA,NA
"358","Ronaldo Henrique Ferreira da Silva","ronaldo-henrique","Ronaldo Henrique","https://s.glbimg.com/es/sde/f/2020/02/28/49ff6a8c8384889f57c57e2f5f29f69c_FORMATO.png",85149,38,292,"mei","Nulo",0,2.3,0,0.5,21,"292",NA,NA,19,NA,61,NA,5,24,25,NA,7,NA,NA,NA,NA,NA,NA,NA
"359","Guilherme Antonio Arana Lopes","guilherme-arana","Guilherme Arana","https://s.glbimg.com/es/sde/f/2020/08/31/cf251bf07d0350a8081b6b0e7bfb7950_FORMATO.png",87228,38,282,"lat","Provável",8.8,17.41,-0.07,5.32,34,"282",NA,NA,46,NA,375,12,4,52,45,19,24,NA,4,1,8,NA,NA,NA
"360","Gustavo Nonato Santana","nonato","Nonato","https://s.glbimg.com/es/sde/f/2020/02/27/4fc30df934657cce0aecf53ef7dc9a8b_FORMATO.png",100987,38,285,"mei","Nulo",0,4.04,0,2.35,11,"285",NA,NA,17,NA,28,NA,3,22,15,1,3,NA,1,NA,NA,NA,NA,NA
"361","Vinicius Alessandro Mingotti","vinicius-mingotti","Vinicius Mingotti","https://s.glbimg.com/es/sde/f/2019/07/19/72e2c4c729775230ecaf6dc50d64db45_FORMATO.png",105909,38,293,"ata","Nulo",0,7.3,0,2.1,5,"293",NA,NA,6,NA,9,NA,NA,3,2,NA,3,NA,NA,2,1,NA,NA,NA
"362","Luan Silva dos Santos","luan-silva","Luan Silva","https://s.glbimg.com/es/sde/f/2020/03/07/9323f3231e0e80378421c98fe7c6b795_FORMATO.png",102295,38,275,"ata","Contundido",0,2,0,0,0,"275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"363","Diogo Barbosa Mendanha","diogo-barbosa","Diogo Barbosa","https://s.glbimg.com/es/sde/f/2020/09/11/8c1bbc63952b2e050b6b5662f996e79d_FORMATO.png",70916,38,284,"lat","Nulo",0,8.86,0,3.63,23,"284",NA,NA,18,NA,130,5,1,52,17,1,7,NA,NA,1,3,NA,NA,NA
"364","Patrick Machado Ferreira ","patrick","Patrick","https://s.glbimg.com/es/sde/f/2020/07/19/c14a26423f60b6ea3fad21b28855d481_FORMATO.png",99918,38,284,"mei","Nulo",0,2.32,0,0.15,2,"284",NA,NA,NA,NA,2,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"365","Reinaldo Manoel da Silva","reinaldo","Reinaldo","https://s.glbimg.com/es/sde/f/2019/04/01/6d2d1a24cd6dbf9313e0b6efedc5c055_FORMATO.png",78850,38,276,"lat","Suspenso",0,12.42,0,4.34,29,"276",1,NA,36,NA,359,6,3,54,31,11,10,NA,5,NA,5,NA,NA,NA
"366","Iago Justen Maidana Martins","iago-maidana","Iago Maidana","https://s.glbimg.com/es/sde/f/2020/07/19/41ce77506da0f68a1af80fc131b3ce50_FORMATO.png",89226,38,292,"zag","Provável",3,6.63,-0.08,2.56,32,"292",NA,NA,17,NA,192,7,8,47,39,2,9,NA,4,NA,1,NA,NA,NA
"367","Luan Polli Gomes","luan-polli","Luan Polli ","https://s.glbimg.com/es/sde/f/2020/02/27/bd93895c12a44bedff2c8516452fc868_FORMATO.png",88916,38,292,"gol","Provável",-4.5,3.55,-0.42,1.15,29,"292",NA,28,3,40,314,8,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"368","Jailson Marcelino dos Santos","jailson","Jailson","https://s.glbimg.com/es/sde/f/2020/03/09/511303024e5679ad2b3ae40dd0b19d1d_FORMATO.png",72290,38,275,"gol","Dúvida",0,1.49,0,-1.16,5,"275",NA,2,1,7,33,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"369","Gabriel Davi Gomes Sara","gabriel-sara","Gabriel Sara","https://s.glbimg.com/es/sde/f/2020/11/05/d6c6115b5a030607c5a349c3c7265105_FORMATO.png",100763,38,276,"mei","Nulo",-0.1,4.12,0.08,2.46,28,"276",NA,NA,29,NA,174,NA,5,31,30,8,27,NA,4,5,1,NA,NA,NA
"370","Adryelson Shawann Lima Silva","adryelson","Adryelson","https://s.glbimg.com/es/sde/f/2020/02/27/af95f24d59281d8062c7bb367417bce2_FORMATO.png",91664,38,292,"zag","Provável",-1.7,3.18,-0.16,1.33,34,"292",NA,NA,21,NA,118,8,7,36,44,3,8,1,NA,2,NA,1,NA,NA
"371","João Gabriel Martins Peglow","peglow","Peglow","https://s.glbimg.com/es/sde/f/2020/02/27/5c7fe67d54b296320092b526cff1e6bb_FORMATO.png",106821,38,285,"mei","Nulo",-0.3,2.06,-0.12,2.16,16,"285",NA,NA,4,NA,32,NA,1,10,14,2,3,NA,2,2,3,NA,NA,NA
"372","Jonas Gabriel da Silva Nunes","toro","Toró","https://s.glbimg.com/es/sde/f/2019/04/01/537547b0687a098437442f6632e753bc_FORMATO.png",101885,38,276,"ata","Nulo",0,2.73,0,0.67,11,"276",NA,NA,2,NA,19,NA,1,4,3,1,2,NA,NA,NA,1,NA,NA,NA
